Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Pyruvate Metabolic Process (GO:0006090)	15/48	3.5525851282273705E-13	8.803951872316192E-11	0	0	18.360995850622405	526.3350340000509	TPI1;PKLR;PGAM2;ENO1;ENO2;ENO3;LDHC;LDHA;PFKL;PGK1;GAPDHS;ALDOC;PCK1;GAPDH;PGM1
DNA Replication (GO:0006260)	17/73	1.9628835646877423E-12	4.459017164448988E-10	0	0	12.29906994047619	331.5411889151129	RFC5;FEN1;RFC3;DUT;RFC4;RFC2;POLD3;POLE4;POLD4;POLA1;POLA2;POLG2;POLD1;RPA3;CDK2;POLE3;POLL
DNA-templated DNA Replication (GO:0006261)	15/55	3.2959217632529866E-12	6.911294405098186E-10	0	0	15.1423755186722	400.3392003083752	RFC5;RFC3;RFC4;RFC2;PRIM1;POLD3;POLE4;POLD4;POLA1;POLA2;CDC34;POLG2;RRM2B;POLD1;POLE3
Glucose Metabolic Process (GO:0006006)	15/57	5.836970137780687E-12	1.1365414711135824E-9	0	0	14.419828097213989	372.99494303541866	TKTL1;TPI1;GAA;PGAM2;IRS2;ENO1;ENO2;ENO3;BRS3;PGK1;SLC37A4;PCK1;FBP1;PPARGC1A;PGM1
Carbohydrate Catabolic Process (GO:0016052)	13/40	7.691731939620529E-12	1.3978440844937042E-9	0	0	19.37465564738292	495.81439351494123	TPI1;PKLR;PGAM2;ENO1;ENO2;ENO3;LDHA;PFKL;PGK1;GAPDHS;ALDOC;GAPDH;PGM1
Nicotinamide Nucleotide Metabolic Process (GO:0046496)	14/51	1.5902573965215466E-11	2.709401039323585E-9	0	0	15.249510379945162	379.1720628842881	TPI1;PKLR;PGAM2;ENO1;ENO2;ENO3;LDHA;PFKL;NOCT;GAPDHS;PGK1;ALDOC;GAPDH;PGM1
Gluconeogenesis (GO:0006094)	11/27	1.8196133051424694E-11	2.917803452834336E-9	0	0	27.566486625514404	681.7140321387967	TPI1;PGAM2;PGK1;ENO1;ENO2;PCK1;SLC37A4;ENO3;PPARGC1A;FBP1;PGM1
ATP Metabolic Process (GO:0046034)	15/62	2.1969033690221692E-11	3.3270881021969075E-9	0	0	12.882493157941202	316.15425286620706	TPI1;PKLR;PGAM2;AK4;ENO1;ENO2;ENO3;LDHA;PFKL;GAPDHS;PGK1;ALDOC;ALDOB;GAPDH;PGM1
DNA Biosynthetic Process (GO:0071897)	9/17	6.84886942631841E-11	9.251124269296645E-9	0	0	44.94236680327869	1051.8469917712514	POLD3;POLA1;POLD4;RFC3;RRM2B;POLD1;POLL;TYMS;POLH
Negative Regulation of Apoptotic Process (GO:0043066)	39/475	6.911468335812534E-11	9.251124269296645E-9	0	0	3.72387424382036	87.12098347574688	TFRC;ARL6IP1;CITED2;SERPINE1;TAF9;TNFAIP3;EGFR;ICAM1;PRDX5;VHL;NKX2-5;PPARGC1A;IER3;BNIP3L;HSPA5;TGFB3;SIAH2;CAV1;PRKCD;PLAUR;ASNS;PRKCA;MAPK8IP2;SOD2;SMAD5;VEGFA;DNAJA1;IL6;TYRO3;PPT1;BCL2;PPIF;HCLS1;TMBIM6;ERCC5;ANGPTL4;IL6ST;TP53;GRINA
Hexose Biosynthetic Process (GO:0019319)	11/30	7.126691476714217E-11	9.251124269296645E-9	0	0	23.21030972492961	542.299345538276	TPI1;PGAM2;PGK1;ENO1;ENO2;PCK1;SLC37A4;ENO3;PPARGC1A;FBP1;PGM1
Positive Regulation of DNA-directed DNA Polymerase Activity (GO:1900264)	6/8	6.133906577097207E-9	7.600467876894085E-7	0	0	119.15071283095723	2253.0725405336725	RFC5;RFC3;PCNA;RFC4;POLG2;RFC2
Regulation of Apoptotic Process (GO:0042981)	45/704	7.3936209817509215E-9	8.763048172283918E-7	0	0	2.8468314824016008	53.30022443784219	TFRC;ARL6IP1;CITED2;TAF9;FOXO3;ETS1;EGFR;PRDX5;BCL2L11;FAM162A;CASP6;BAK1;VHL;NKX2-5;BID;IER3;TGM2;BNIP3L;JUN;HSPA5;TGFB3;IGFBP3;SIAH2;SIGMAR1;PLAUR;ASNS;SMAD5;NME1;RHOB;VEGFA;DNAJA1;OLFM1;IL6;BMP2;ERCC3;PPT1;BCL2;PPIF;TMBIM6;ERCC5;TAF6;ANGPTL4;IL6ST;SQSTM1;TP53
Transcription Initiation at RNA Polymerase II Promoter (GO:0006367)	17/123	1.0536427231646795E-8	1.1967625263945485E-6	0	0	6.480915880503145	119.04423234156098	GTF2A2;TAF12;TAF13;GTF2B;TAF10;TAF9;GTF2H1;GTF2F1;ERCC3;POLR2D;ERCC2;ELOA;POLR2G;TAF6;POLR2I;TP53;PPARGC1A
Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	11/46	1.215033910193622E-8	1.3248729756751254E-6	0	0	12.589535567313344	229.45572655450383	BCAP31;BCL2L11;CAV1;DDIT3;PLAUR;BCL2;PPIF;TAF6;BID;TP53;GSDME
Glycogen Metabolic Process (GO:0005977)	8/20	1.3317328031606634E-8	1.3962706236215262E-6	0	0	26.572597137014316	481.8727854267	GYS1;UGP2;PHKG1;PPP1R3C;GAA;GBE1;STBD1;PYGM
Response to UV (GO:0009411)	15/100	2.5160367659506006E-8	2.5402652681412362E-6	0	0	7.109348303636807	124.39934670347981	FEN1;PCNA;PRKCD;EGFR;RBX1;DDB2;DDB1;ERCC3;ERCC4;POLD1;ERCC8;ERCC5;BAK1;TP53;POLH
Negative Regulation of Programmed Cell Death (GO:0043069)	30/382	3.165433789918725E-8	3.081775896899445E-6	0	0	3.4950481798715205	60.35385727327184	ARL6IP1;TFRC;CITED2;TAF9;EGFR;PRDX5;HMOX1;VHL;NKX2-5;IER3;BNIP3L;HSPA5;GPX4;SIAH2;PLAUR;ASNS;SMAD5;VEGFA;DNAJA1;IL6;XPNPEP1;PPT1;PPIF;BCL2;TMBIM6;ERCC5;ANGPTL4;IL6ST;TP53;SQSTM1
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	54/983	4.067740741861034E-8	3.823676297349372E-6	0	0	2.4371359771787913	41.47418814261219	ELL;CITED2;ONECUT1;HNRNPU;RORA;RBPJ;NR3C1;ETS1;HYAL2;ANXA2;NCBP2;FOS;GTF2F1;DCN;JMJD6;DDIT3;IRF1;HCLS1;PKP1;SQSTM1;TP53;ATF3;GTF2A2;CEBPG;TAF9;SUPT4H1;FOXO3;EGFR;PLAC8;RXRB;EPCAM;NKX2-5;PPARGC1A;JUN;HSPA5;TAF12;TGFB3;TAF13;TAF10;CDC5L;SUPT5H;SMAD5;FOSL2;VEGFA;NFKBIA;KLF7;NR4A1;KLF6;IL6;BMP2;PSMC3;AGO2;MAFF;TAF6
Glycolytic Process Through Glucose-6-Phosphate (GO:0061620)	7/16	5.285048280155271E-8	4.80234720390109E-6	0	0	30.942857142857143	518.4722944420097	PFKL;PGAM2;PGK1;ENO1;ENO2;ENO3;PFKP
Transcription by RNA Polymerase III (GO:0006383)	9/33	7.624276982212114E-8	6.70444485597104E-6	0	0	14.968493852459016	245.3237836529262	SNAPC5;ELL;GTF3C5;POLR3GL;SNAPC4;POLR2E;POLR1D;POLR2F;POLR2K
Positive Regulation of DNA-templated Transcription (GO:0045893)	63/1274	1.3326579683965473E-7	1.1352580068278088E-5	0	0	2.192642710636371	34.711551846149725	CDKN1C;RET;ELL;CITED2;ONECUT1;HNRNPU;RORA;RBPJ;NR3C1;ETS1;HYAL2;KCNH2;ANXA2;EDF1;FOS;GTF2F1;DCN;JMJD6;DDIT3;IRF1;HCLS1;PKP1;SQSTM1;TP53;ATF3;GTF2A2;KDM3A;CEBPG;TAF9;PDGFB;SUPT4H1;XPC;FOXO3;EGFR;PLAC8;RXRB;NFIL3;EPCAM;VHL;NKX2-5;PPARGC1A;JUN;HSPA5;TAF12;TGFB3;TAF10;CDC5L;GTF2H1;SUPT5H;SMAD5;FOSL2;VEGFA;NFKBIA;KLF7;NR4A1;KLF6;IL6;BMP2;PSMC3;LHX2;AGO2;MAFF;TAF6
Negative Regulation of DNA-templated Transcription, Elongation (GO:0032785)	7/18	1.4080258769808737E-7	1.1631147092878369E-5	0	0	25.314285714285713	399.3558175760133	SUPT4H1;HNRNPU;NELFB;NELFCD;VHL;SUPT5H;NELFE
DNA Strand Elongation Involved in DNA Replication (GO:0006271)	6/12	1.859395409925511E-7	1.4482033964162694E-5	0	0	39.70875763747454	615.4001418023572	POLD3;POLA1;RFC3;PCNA;RFC4;POLE3
UV-damage Excision Repair (GO:0070914)	6/12	1.859395409925511E-7	1.4482033964162694E-5	0	0	39.70875763747454	615.4001418023572	DDB1;POLD3;POLA1;ERCC1;XPC;DDB2
DNA Synthesis Involved in DNA Repair (GO:0000731)	8/27	2.0135096554277235E-7	1.524674255748882E-5	0	0	16.77666559035626	258.6662597761074	POLD3;POLD4;POLA1;RFC3;PCNA;RRM2B;POLD1;POLH
Hexose Metabolic Process (GO:0019318)	10/48	2.299705449870831E-7	1.694323528742672E-5	0	0	10.518210310169675	160.7741536356615	GAA;IRS2;ALDOC;ALDOB;PCK1;SLC37A4;FBP1;PGM1;BRS3;GALK1
Positive Regulation of Apoptotic Process (GO:0043065)	25/313	3.281094806970219E-7	2.353753801000215E-5	0	0	3.533832097457627	52.75982521353046	BTG1;FOXO3;BCL2L11;FAM162A;CASP6;CASP3;BAK1;BID;TGM2;BNIP3L;JUN;TGFB3;IGFBP3;F3;RHOB;DNAJA1;OLFM1;BMP2;IL6;ERCC3;DDIT3;BCL2;TAF6;TP53;SQSTM1
Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	9/39	3.6691474822705683E-7	2.5646400094024535E-5	0	0	11.971106557377048	177.38948874318663	BCAP31;BCL2L11;CAV1;DDIT3;TAF6;MSX1;BID;TP53;GSDME
Cellular Response to UV (GO:0034644)	12/77	4.1211189313000996E-7	2.7400415138351394E-5	0	0	7.399080095162569	108.78106053591156	DDB1;PCNA;ERCC4;HYAL2;POLD1;ERCC1;PRKCD;XPC;BAK1;TP53;DDB2;RBX1
Cellular Response to Hypoxia (GO:0071456)	12/77	4.1211189313000996E-7	2.7400415138351394E-5	0	0	7.399080095162569	108.78106053591156	BNIP3L;CITED2;FAM162A;PGK1;PDK3;RORA;AK4;VHL;AQP3;TP53;NDRG1;VEGFA
Negative Regulation of Cellular Process (GO:0048523)	34/531	5.219741029189337E-7	3.3878604870405075E-5	0	0	2.808227333765009	40.62282772545456	CDA;BTG3;BTG2;TES;BTG1;CDKN1B;ENO1;ETS1;HYAL2;MSX1;VHL;LYN;BNIP3L;CDKN2B;TGFB3;IGFBP3;SOD2;NME1;RHOB;SULT2B1;NFKBIA;NR4A1;IL6;BMP2;XPNPEP1;IRF1;PPT1;MYH9;TAF6;TGFBI;INHA;TP53;FBP1;GSDME
Canonical Glycolysis (GO:0061621)	6/15	9.450975302445244E-7	5.855308789651303E-5	0	0	26.468431771894092	367.1694955099372	PFKL;PGAM2;PGK1;ENO2;ENO3;PFKP
Glucose Catabolic Process to Pyruvate (GO:0061718)	6/15	9.450975302445244E-7	5.855308789651303E-5	0	0	26.468431771894092	367.1694955099372	PFKL;PGAM2;PGK1;ENO2;ENO3;PFKP
Positive Regulation of Programmed Cell Death (GO:0043068)	21/248	1.1260031681913235E-6	6.7449669412704E-5	0	0	3.7463073335060897	51.31255795651924	BNIP3L;JUN;TGFB3;IGFBP3;FOXO3;RHOB;DNAJA1;OLFM1;BMP2;IL6;BCL2L11;ERCC3;FAM162A;CASP6;BCL2;TAF6;BAK1;BID;TP53;SQSTM1;TGM2
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	38/652	1.1381822424740955E-6	6.7449669412704E-5	0	0	2.5468977312242305	34.857041242662	RET;PPP1R15A;CANT1;TFRC;CITED2;PDGFB;RORA;EGFR;RXRB;BCL2L11;GCNT2;HMOX1;BID;TGM2;LYN;BCAP31;EDN2;TGFB3;NTRK3;CAV1;PRKCA;F3;DCN;RBX1;VEGFA;EFNA1;IL6;BMP2;DDIT3;RRAGD;FGF18;TYRO3;HCLS1;S100A4;TAF6;GAPDH;TP53;GSDME
Regulation of Cell Population Proliferation (GO:0042127)	42/769	1.6569805336422341E-6	9.610487095124958E-5	0	0	2.3840016929425456	31.732286878953996	BTG3;BTG2;TES;BTG1;CDKN1B;TFRC;COX17;PDGFB;IRS2;ETS1;EGFR;SDCBP;EPCAM;GCNT2;STX3;VHL;NKX2-5;LYN;TPD52;JUN;CDKN2B;EDN2;TGFB3;IGFBP3;NTRK3;SOD2;PGF;NME1;VEGFA;SULT2B1;IL6;BMP2;IRF1;CDK2;FGF18;BCL2;HCLS1;TAF6;INHA;IL6ST;TP53;GSDME
Positive Regulation of miRNA Transcription (GO:1902895)	9/47	1.977539778545966E-6	1.123077799232563E-4	0	0	9.446990940465918	124.0735389013946	JUN;IL6;PDGFB;FOS;FOXO3;NR3C1;ETS1;TP53;EGFR
Glucan Metabolic Process (GO:0044042)	5/10	2.111107939536687E-6	1.17446535575041E-4	0	0	39.63008130081301	517.8976986679904	UGP2;PHKG1;PPP1R3C;GBE1;PYGM
Negative Regulation of Smooth Muscle Cell Proliferation (GO:0048662)	8/36	2.2544661830750124E-6	1.2291349630124968E-4	0	0	11.37890739117733	147.95535096459798	BMP2;CDKN1B;TGFB3;IGFBP3;TNFAIP3;HMOX1;SOD2;PPARGC1A
NADH Metabolic Process (GO:0006734)	7/26	2.4490304776797305E-6	1.3090308004225383E-4	0	0	14.649624060150376	189.27048153498743	PFKL;PGAM2;PGK1;ENO1;ENO2;ENO3;PFKP
Positive Regulation of Cellular Process (GO:0048522)	36/622	2.5716320790079664E-6	1.3481286629568685E-4	0	0	2.5209035114345575	32.44647299065228	CITED2;COX17;PDGFB;IRS2;EGFR;SDCBP;ZFP36;EPCAM;GCNT2;CCN5;STX3;CCN2;MSX1;VHL;NKX2-5;TGM2;LYN;TPD52;EDN2;CAVIN1;TGFB3;NTRK3;CAV1;PRKCA;PGF;VEGFA;SLC6A6;MMP14;IL6;BMP2;CDK2;FGF18;BCL2;HCLS1;IL6ST;TP53
Regulation of Epidermal Cell Differentiation (GO:0045604)	6/18	3.28964572327327E-6	1.6919951399326289E-4	0	0	19.84826883910387	250.57904859525473	SULT2B1;ERRFI1;KLF7;ZFP36;MAFF;AQP3
Cellular Response to Decreased Oxygen Levels (GO:0036294)	11/78	3.460547538006E-6	1.746935664556362E-4	0	0	6.565812910754867	82.55908131790632	BNIP3L;CITED2;FAM162A;PGK1;RORA;AK4;VHL;AQP3;TP53;NDRG1;VEGFA
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	33/555	3.8424118227762275E-6	1.904439023434181E-4	0	0	2.5860954221165278	32.24708491834479	CDKN1C;RET;KDM3A;CITED2;TAF9;PDGFB;XPC;RORA;FOXO3;ETS1;RXRB;NFIL3;VHL;NKX2-5;PPARGC1A;KCNH2;JUN;TAF12;TGFB3;TAF10;GTF2H1;EDF1;FOS;SMAD5;JMJD6;KLF6;IL6;BMP2;LHX2;DDIT3;IRF1;TAF6;TP53
Regulation of miRNA Transcription (GO:1902893)	10/66	4.9720161058527685E-6	2.4203064115276156E-4	0	0	7.130756820181872	87.0785571336963	JUN;IL6;PDGFB;FOS;NR3C1;FOXO3;ETS1;TP53;EGFR;VEGFA
Positive Regulation of miRNA Metabolic Process (GO:2000630)	9/53	5.6349751704101805E-6	2.69490216044529E-4	0	0	8.15625	98.58066094325945	JUN;IL6;PDGFB;FOS;NR3C1;FOXO3;ETS1;TP53;EGFR
Apoptotic Process (GO:0006915)	19/232	5.916437365416959E-6	2.780725561745971E-4	0	0	3.5997996346278507	43.333581958284476	PPP1R15A;PRKCD;NME3;CXCR4;RHOB;BCL2L11;ERCC3;FAM162A;CASP6;CASP3;IRF1;DDIT4;ERCC2;BCL2;LALBA;BAK1;BID;GAPDH;IER3
Purine Ribonucleoside Monophosphate Metabolic Process (GO:0009167)	5/12	6.3665060592307724E-6	2.8947939883132884E-4	0	0	28.30429732868757	338.6456258070342	GMPR2;AK3;AK4;AMPD3;HPRT1
Positive Regulation of DNA Biosynthetic Process (GO:2000573)	8/41	6.383001545807611E-6	2.8947939883132884E-4	0	0	9.65235173824131	115.46019704889412	RFC5;RFC3;PCNA;RFC4;POLG2;RFC2;PDGFB;VEGFA
Negative Regulation of Phosphate Metabolic Process (GO:0045936)	6/20	6.583904155371382E-6	2.8947939883132884E-4	0	0	17.011056153622345	202.95691475373394	CDKN1C;CDA;CDKN2B;CDKN1B;PGK1;INHA
Positive Regulation of Release of Cytochrome C From Mitochondria (GO:0090200)	6/20	6.583904155371382E-6	2.8947939883132884E-4	0	0	17.011056153622345	202.95691475373394	BCL2L11;FAM162A;PLAUR;BAK1;BID;TP53
mRNA Transcription (GO:0009299)	8/43	9.273985151416708E-6	4.012838654406658E-4	0	0	9.099853929301782	105.45181338447	RXRB;TAF12;NCBP2;TAF13;TAF10;TAF9;TAF6;TP53
Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)	4/7	1.2424754838974206E-5	5.292169014225576E-4	0	0	52.73833671399594	595.7227437192579	PFKL;ALDOC;FBP1;PFKP
Negative Regulation of Transcription Elongation by RNA Polymerase II (GO:0034244)	5/14	1.544277815166361E-5	6.476463575605386E-4	0	0	22.01219512195122	243.8592222060842	HNRNPU;NELFB;NELFCD;VHL;NELFE
Positive Regulation of Vasculature Development (GO:1904018)	12/109	1.713153359731873E-5	7.075842513074374E-4	0	0	4.949984057816984	54.32404416818334	BTG1;SERPINE1;AGO2;FGF18;HMOX1;CXCR4;PRKCA;ANGPTL4;ETS1;F3;RHOB;VEGFA
Positive Regulation of Cellular Component Biogenesis (GO:0044089)	11/93	1.9406708657260684E-5	7.895923552192929E-4	0	0	5.360609254240691	58.162030093597345	SDCBP;TSG101;BCL2L11;TFRC;SDC4;ERCC1;CDK2;PRKCA;BAK1;BID;VEGFA
Regulation of Neuron Apoptotic Process (GO:0043523)	13/129	2.0138020405842637E-5	8.072977003871621E-4	0	0	4.489010401823881	48.53922491552215	TGFB3;SIGMAR1;FOXO3;SOD2;CASP6;DDIT3;CASP3;TYRO3;BCL2;PPT1;IL6ST;PPARGC1A;GRINA
Cellular Response to Light Stimulus (GO:0071482)	9/62	2.1162440205128576E-5	8.36069739118558E-4	0	0	6.7680946489328795	72.84691561379759	DDB1;PCNA;ERCC4;POLD1;PRKCD;BAK1;TP53;DDB2;RBX1
Transcription-Coupled Nucleotide-Excision Repair (GO:0006283)	4/8	2.4360723580025128E-5	9.4867617827355E-4	0	0	39.55172413793103	420.1397089140307	ERCC3;ERCC8;ERCC5;POLR2I
Negative Regulation of Phosphorylation (GO:0042326)	8/50	2.9483445391920613E-5	0.0011298054905064681	0	0	7.5804849547180835	79.07720561292236	CDKN1C;LYN;CDKN2B;CDKN1B;IGFBP3;HNRNPU;IRS2;INHA
Negative Regulation of Cell Population Proliferation (GO:0008285)	24/379	2.984956928954009E-5	0.0011298054905064681	0	0	2.7368132686180506	28.515788365624168	LYN;CDKN1C;BTG3;BTG2;CDKN2B;TES;BTG1;CDKN1B;TGFB3;IGFBP3;TNFAIP3;SOD2;ETS1;NME1;SULT2B1;BMP2;IL6;IRF1;HMOX1;TAF6;VHL;TP53;PPARGC1A;GSDME
Regulation of Release of Cytochrome C From Mitochondria (GO:0090199)	7/37	3.0255246077392584E-5	0.0011298054905064681	0	0	9.272857142857143	96.49187671489157	BCL2L11;FAM162A;PLAUR;PPIF;BAK1;BID;TP53
mRNA Transcription by RNA Polymerase II (GO:0042789)	7/38	3.62995465364388E-5	0.0013371968088963806	0	0	8.973271889400921	91.74008745369743	RXRB;TAF12;NCBP2;TAF13;TAF10;TAF9;TAF6
Base-Excision Repair (GO:0006284)	7/39	4.3300978061197254E-5	0.0015738462159309828	0	0	8.692410714285714	87.33556531764893	FEN1;POLG2;MPG;POLD1;RPA3;POLL;ERCC5
Transcription by RNA Polymerase I (GO:0006360)	5/17	4.487221104535421E-5	0.0016094953593373102	0	0	16.50660569105691	165.25904987455715	TAF1C;POLR1D;POLR2F;GTF2H1;POLR1H
Positive Regulation of Transcription Initiation by RNA Polymerase II (GO:0060261)	8/54	5.2381326806806984E-5	0.0018544350243552706	0	0	6.919889748377345	68.20907914459677	GTF2A2;TAF12;TAF13;TAF10;TAF9;TAF6;NKX2-5;TP53
Glycosaminoglycan Metabolic Process (GO:0030203)	6/28	5.4048967916275844E-5	0.0018889421351252302	0	0	10.820773930753564	106.32081392941386	EXT1;HYAL2;HEXA;GCNT2;IDS;HS3ST1
Positive Regulation of Apoptotic Signaling Pathway (GO:2001235)	9/70	5.691449057294462E-5	0.001963910143061355	0	0	5.878056973931739	57.45189716132062	BCAP31;BCL2L11;HYAL2;DDIT3;CAV1;TAF6;BID;TP53;GSDME
Cellular Response to Glucocorticoid Stimulus (GO:0071385)	5/18	6.0865639412592976E-5	0.002048391765910228	0	0	15.236085053158224	147.89426658791905	ZFP36;BCL2L11;HNRNPU;NR3C1;PCK1
Nucleobase-Containing Small Molecule Metabolic Process (GO:0055086)	5/18	6.0865639412592976E-5	0.002048391765910228	0	0	15.236085053158224	147.89426658791905	NUDT9;GUK1;AK4;GLRX;NME4
Regulation of Mitotic Cell Cycle (GO:0007346)	12/124	6.223443867449973E-5	0.0020689156076425155	0	0	4.283726067746686	41.48618219309274	CDKN1C;DDB1;SDCBP;BTG3;CDKN1B;ERCC3;CDK2;ERCC2;HNRNPU;ASNS;PRKCA;XPC
DNA-templated Transcription Elongation (GO:0006354)	6/29	6.672775190111963E-5	0.0021915644781018324	0	0	10.349774196404853	99.5119365016843	ERCC3;SUPT4H1;POLR2E;POLR1D;GTF2F1;SUPT5H
Response to Hydrogen Peroxide (GO:0042542)	7/42	7.121891779324868E-5	0.002311223451242808	0	0	7.946122448979592	75.88349934927855	IL6;PRKCD;PPIF;TNFAIP3;HMOX1;ANKZF1;RHOB
Positive Regulation of Angiogenesis (GO:0045766)	12/126	7.276350103125203E-5	0.002333568280131683	0	0	4.208138903960934	40.09639345614069	BTG1;SERPINE1;AGO2;FGF18;HMOX1;PRKCA;ANGPTL4;ETS1;F3;TGM2;RHOB;VEGFA
Regulation of Angiogenesis (GO:0045765)	16/211	8.038770631925717E-5	0.002535567323172989	0	0	3.2936510474972014	31.054680643256305	BTG1;SERPINE1;TNFAIP3;PRKCA;F3;ETS1;DCN;RHOB;VEGFA;EFNA3;IL6;AGO2;FGF18;PGK1;HMOX1;ANGPTL4
Negative Regulation of Transferase Activity (GO:0051348)	5/19	8.092236137786136E-5	0.002535567323172989	0	0	14.147067363530779	133.29395679651836	CDKN1C;ZFP36;CDKN1B;HNRNPU;IRS2
Positive Regulation of Cell Population Proliferation (GO:0008284)	27/484	8.658489557721364E-5	0.002682163924357777	0	0	2.394161739373341	22.395911077936024	COX17;PDGFB;HNRNPU;IRS2;RBPJ;EGFR;SDCBP;EPCAM;GCNT2;HMOX1;STX3;NKX2-5;LYN;TPD52;EDN2;TGFB3;NTRK3;PGF;NME1;VEGFA;BMP2;IL6;CDK2;FGF18;BCL2;HCLS1;IL6ST
Purine Ribonucleotide Metabolic Process (GO:0009150)	8/58	8.847387580224315E-5	0.0027098852296282565	0	0	6.364989775051125	59.40319718372206	SULT2B1;TPST2;SULT1A1;GMPR2;AK3;AK4;AMPD3;HPRT1
