Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Glucose Catabolic Process to Pyruvate (GO:0061718)	6/15	4.306768659510549E-9	5.013078719670279E-7	0	0	68.01030927835052	1310.0878886918517	PFKL;PGAM2;PGK1;ENO2;ENO3;PFKP
Cellular Response to Hypoxia (GO:0071456)	10/77	4.892478786491137E-9	5.176414624957142E-7	0	0	15.501178318931657	296.6238324657464	BNIP3L;CITED2;FAM162A;PGK1;PDK3;RORA;AK4;VHL;NDRG1;VEGFA
NADH Metabolic Process (GO:0006734)	7/26	5.040037149156438E-9	5.176414624957142E-7	0	0	37.76029451868012	721.4426130512456	PFKL;PGAM2;PGK1;ENO1;ENO2;ENO3;PFKP
Regulation of miRNA Transcription (GO:1902893)	9/66	1.8891317355208066E-8	1.7979847894871458E-6	0	0	16.32102507577845	290.26230553359085	JUN;IL6;PDGFB;FOS;NR3C1;FOXO3;ETS1;EGFR;VEGFA
Positive Regulation of miRNA Transcription (GO:1902895)	8/47	1.9565699312861265E-8	1.7979847894871458E-6	0	0	21.112179487179485	374.7303730596972	JUN;IL6;PDGFB;FOS;FOXO3;NR3C1;ETS1;EGFR
Glucan Metabolic Process (GO:0044042)	5/10	2.3012348319405374E-8	2.008978008284089E-6	0	0	101.51282051282051	1785.3298178562513	UGP2;PHKG1;PPP1R3C;GBE1;PYGM
Positive Regulation of miRNA Metabolic Process (GO:2000630)	8/53	5.239062859337803E-8	4.355906548763716E-6	0	0	18.291666666666668	306.65134284189514	JUN;IL6;PDGFB;FOS;NR3C1;FOXO3;ETS1;EGFR
Cellular Response to Decreased Oxygen Levels (GO:0036294)	9/78	8.394011110954451E-8	6.661792454421123E-6	0	0	13.474391076712953	219.54044010510876	BNIP3L;CITED2;FAM162A;PGK1;RORA;AK4;VHL;NDRG1;VEGFA
Regulation of Angiogenesis (GO:0045765)	13/211	2.1678209556583144E-7	1.6456588645997468E-5	0	0	6.882352941176471	105.60539171946503	BTG1;SERPINE1;TNFAIP3;PRKCA;F3;ETS1;DCN;VEGFA;EFNA3;IL6;PGK1;HMOX1;ANGPTL4
Negative Regulation of Apoptotic Process (GO:0043066)	19/475	3.2620561436140935E-7	2.316843903216457E-5	0	0	4.45303867403315	66.50941865200217	BNIP3L;HSPA5;CITED2;TGFB3;SIAH2;CAV1;SERPINE1;PLAUR;TNFAIP3;PRKCA;EGFR;VEGFA;PRDX5;IL6;BCL2;ANGPTL4;VHL;PPARGC1A;IER3
Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)	4/7	3.317359540687939E-7	2.316843903216457E-5	0	0	134.6734693877551	2009.18359177183	PFKL;ALDOC;FBP1;PFKP
Regulation of Epidermal Cell Differentiation (GO:0045604)	5/18	7.330902528011693E-7	4.9229830053493915E-5	0	0	39.027613412228796	551.3039505508597	SULT2B1;ERRFI1;KLF7;ZFP36;MAFF
Positive Regulation of Cellular Process (GO:0048522)	21/622	1.2165729972557867E-6	7.867172048920754E-5	0	0	3.747748166463715	51.04235372928882	TPD52;EDN2;CAVIN1;CITED2;TGFB3;CAV1;PDGFB;PRKCA;IRS2;EGFR;PGF;VEGFA;SLC6A6;ZFP36;IL6;CCN5;GCNT2;BCL2;CCN2;VHL;TGM2
Energy Reserve Metabolic Process (GO:0006112)	5/20	1.3051359438883009E-6	8.138454850103476E-5	0	0	33.82051282051282	458.24100564202934	UGP2;PHKG1;PPP1R3C;GBE1;PYGM
Negative Regulation of Smooth Muscle Cell Proliferation (GO:0048662)	6/36	1.4072003599919673E-6	8.472316650158534E-5	0	0	20.38144329896907	274.6176998194445	CDKN1B;TGFB3;IGFBP3;TNFAIP3;HMOX1;PPARGC1A
Positive Regulation of Vasculature Development (GO:1904018)	9/109	1.503164413889489E-6	8.748416888836826E-5	0	0	9.282722513089006	124.46216850870448	BTG1;SERPINE1;HMOX1;CXCR4;PRKCA;ANGPTL4;ETS1;F3;VEGFA
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	21/652	2.558752254630424E-6	1.4411553021241032E-4	0	0	3.56398905700803	45.889890376431886	PPP1R15A;EDN2;CITED2;TGFB3;CAV1;PDGFB;PRKCA;RORA;F3;EGFR;DCN;VEGFA;EFNA1;IL6;DDIT3;RRAGD;GCNT2;HMOX1;S100A4;GAPDH;TGM2
Positive Regulation of Multicellular Organismal Process (GO:0051240)	16/407	3.602932556139496E-6	1.9658500759436125E-4	0	0	4.316468364283332	54.10158908006286	KDM3A;TGFB3;CAV1;SERPINE1;PDGFB;CXCR4;PRKCA;ENO1;VEGFA;SAP30;PLAC8;IL6;GCNT2;PKP1;PPARGC1A;GAPDH
Glycosaminoglycan Biosynthetic Process (GO:0006024)	5/25	4.294348465832447E-6	2.27210073374044E-4	0	0	25.358974358974358	313.3915485176811	EXT1;HEXA;GCNT2;B3GALT6;HS3ST1
Positive Regulation of Angiogenesis (GO:0045766)	9/126	5.016921862527185E-6	2.576336932933078E-4	0	0	7.927104309303262	96.73202809044415	BTG1;SERPINE1;HMOX1;PRKCA;ANGPTL4;ETS1;F3;TGM2;VEGFA
Negative Regulation of Programmed Cell Death (GO:0043069)	15/382	7.427590449324652E-6	3.7053065498630976E-4	0	0	4.293320568524928	50.70544277383152	BNIP3L;HSPA5;CITED2;SIAH2;PLAUR;EGFR;VEGFA;PRDX5;IL6;XPNPEP1;BCL2;HMOX1;ANGPTL4;VHL;IER3
Glycosaminoglycan Metabolic Process (GO:0030203)	5/28	7.75242440134287E-6	3.759925834651292E-4	0	0	22.0479375696767	259.44921421372527	EXT1;HEXA;GCNT2;IDS;HS3ST1
Regulation of Apoptotic Process (GO:0042981)	21/704	8.34347489674727E-6	3.9372181539785767E-4	0	0	3.2837138159778174	38.39985041732832	BNIP3L;JUN;HSPA5;CITED2;TGFB3;SIAH2;IGFBP3;PLAUR;FOXO3;ETS1;EGFR;VEGFA;PRDX5;IL6;FAM162A;CASP6;BCL2;ANGPTL4;VHL;IER3;TGM2
Glucosamine-Containing Compound Metabolic Process (GO:1901071)	4/14	8.98018633910456E-6	4.1261593021254113E-4	0	0	40.38775510204081	469.32550127312595	NAGK;LARGE1;CHST2;CHST3
Positive Regulation of DNA-templated Transcription (GO:0045893)	30/1274	1.0497849717665326E-5	4.6998065659086306E-4	0	0	2.6323056553811237	30.177647308257285	CDKN1C;KDM3A;CITED2;PDGFB;RORA;RBPJ;NR3C1;FOXO3;ETS1;EGFR;PLAC8;NFIL3;VHL;PPARGC1A;JUN;ANXA2;HSPA5;TGFB3;FOS;DCN;JMJD6;FOSL2;VEGFA;KLF7;IL6;KLF6;DDIT3;MAFF;PKP1;ATF3
N-acetylglucosamine Metabolic Process (GO:0006044)	4/15	1.2150001455530943E-5	5.303475635339256E-4	0	0	36.714285714285715	415.53894085341443	NAGK;LARGE1;CHST2;CHST3
Regulation of Smooth Muscle Cell Proliferation (GO:0048660)	6/54	1.606798657939357E-5	6.842610870151505E-4	0	0	12.72680412371134	140.48713948343524	IL6;IGFBP3;PDGFB;TNFAIP3;HMOX1;PPARGC1A
Positive Regulation of Apoptotic Process (GO:0043065)	13/313	1.700602333862359E-5	7.069646845056379E-4	0	0	4.518716577540107	49.62428771881699	BNIP3L;JUN;BTG1;TGFB3;IGFBP3;FOXO3;F3;IL6;FAM162A;CASP6;DDIT3;BCL2;TGM2
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	25/983	1.7432878923904067E-5	7.078559674682907E-4	0	0	2.8097226364449748	30.786559526697303	CITED2;RORA;RBPJ;NR3C1;FOXO3;ETS1;EGFR;PLAC8;PPARGC1A;JUN;ANXA2;HSPA5;TGFB3;FOS;DCN;JMJD6;FOSL2;VEGFA;KLF7;IL6;KLF6;DDIT3;MAFF;PKP1;ATF3
Glucan Catabolic Process (GO:0009251)	3/6	1.9269523068842994E-5	7.646497108681788E-4	0	0	100.49238578680203	1091.0444080855816	GAA;STBD1;PYGM
Negative Regulation of Transferase Activity (GO:0051348)	4/19	3.343535939158139E-5	0.001243487595954456	0	0	26.918367346938776	277.4179092680899	CDKN1C;ZFP36;CDKN1B;IRS2
Fructose Metabolic Process (GO:0006000)	3/7	3.3473033797170354E-5	0.001243487595954456	0	0	75.36548223350253	776.6239908457204	ALDOC;ALDOB;FBP1
Heparan Sulfate Proteoglycan Biosynthetic Process, Chain Elongation (GO:0015014)	3/7	3.3473033797170354E-5	0.001243487595954456	0	0	75.36548223350253	776.6239908457204	EXT1;NDST2;NDST1
Negative Regulation of Phosphate Metabolic Process (GO:0045936)	4/20	4.146798801190002E-5	0.0015083980639328631	0	0	25.23469387755102	254.6329194525256	CDKN1C;CDKN1B;PGK1;INHA
Positive Regulation of Cell Motility (GO:2000147)	11/249	4.384414772011639E-5	0.001562283304475984	0	0	4.783735716508826	48.00416272585437	CAVIN1;HSPA5;CAV1;PDGFB;GCNT2;CXCR4;PRKCA;RORA;F3;EGFR;VEGFA
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	17/555	4.526727389584754E-5	0.0015807332044429964	0	0	3.3259593312613	33.26932579171273	CDKN1C;JUN;KDM3A;CITED2;TGFB3;PDGFB;RORA;FOS;FOXO3;ETS1;JMJD6;IL6;KLF6;NFIL3;DDIT3;VHL;PPARGC1A
Positive Regulation of Cell Differentiation (GO:0045597)	12/297	4.708170385798925E-5	0.0016106241423257616	0	0	4.3706606942889135	43.54762890462034	SLC6A6;ZFP36;IL6;BTG1;TGFB3;GPC1;IGFBP3;NOCT;CCN5;GCNT2;CCN2;VHL
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	20/732	4.796818751485658E-5	0.0016106241423257616	0	0	2.9787765293383273	29.623850748002805	JUN;CITED2;CAV1;ENO1;RBPJ;NR3C1;FOXO3;VEGFA;SAP30;EFNA1;KLF7;ZFP36;NFIL3;DDIT3;BHLHE40;MAFF;MXI1;VHL;FBP1;ATF3
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	10/210	5.228466891045932E-5	0.0017224345644841882	0	0	5.157894736842105	50.85069063151169	MT2A;EDN2;STC2;CAV1;STC1;HMOX1;PRKCA;ATP7A;CP;MT1E
Negative Regulation of DNA-templated Transcription (GO:0045892)	24/1006	7.141482489810847E-5	0.002309079338372174	0	0	2.6131271986669136	24.94753863655717	CDKN1C;JUN;CDKN1B;CITED2;CAV1;PDGFB;ENO1;RBPJ;NR3C1;FOXO3;VEGFA;SAP30;EFNA1;KLF7;PRDX5;ZFP36;NFIL3;DDIT3;BHLHE40;MAFF;MXI1;VHL;FBP1;ATF3
Glucan Biosynthetic Process (GO:0009250)	3/9	7.91555905106562E-5	0.002467958232707245	0	0	50.23857868020305	474.45791686900793	GYS1;UGP2;PPP1R3C
Glycogen Biosynthetic Process (GO:0005978)	3/9	7.91555905106562E-5	0.002467958232707245	0	0	50.23857868020305	474.45791686900793	GYS1;UGP2;PPP1R3C
Aminoglycan Biosynthetic Process (GO:0006023)	4/24	8.814271911404375E-5	0.0026999506591775507	0	0	20.183673469387756	188.4459421090328	EXT1;HEXA;GCNT2;HS3ST1
Negative Regulation of Cellular Process (GO:0048523)	16/531	9.221501260071032E-5	0.002742631597856205	0	0	3.256226255804137	30.254860302161266	BNIP3L;TES;BTG1;CDKN1B;TGFB3;IGFBP3;ENO1;ETS1;SULT2B1;IL6;XPNPEP1;MYH9;TGFBI;VHL;INHA;FBP1
Positive Regulation of Chemotaxis (GO:0050921)	5/46	9.34439910541812E-5	0.002742631597856205	0	0	12.357098186366478	114.65098986831539	IL6;EDN2;PDGFB;F3;VEGFA
Regulation of Cell Population Proliferation (GO:0042127)	20/769	9.424850851739534E-5	0.002742631597856205	0	0	2.826138555110518	26.19710486976432	TPD52;JUN;TES;BTG1;CDKN1B;EDN2;TGFB3;IGFBP3;PDGFB;IRS2;ETS1;EGFR;PGF;VEGFA;SULT2B1;IL6;GCNT2;BCL2;VHL;INHA
Regulation of Cell Migration (GO:0030334)	15/479	1.0045538587472195E-4	0.0028753295694633526	0	0	3.378844361602982	31.104954782955865	HSPA5;CITED2;CAV1;SERPINE1;PDGFB;STC1;CXCR4;PRKCA;RORA;FOXO3;F3;EGFR;VEGFA;SAP30;GCNT2
Negative Regulation of Cell Population Proliferation (GO:0008285)	13/379	1.204455839313828E-4	0.003391903057164425	0	0	3.691329885158236	33.31171439716541	CDKN1C;TES;BTG1;CDKN1B;TGFB3;IGFBP3;TNFAIP3;ETS1;SULT2B1;IL6;HMOX1;VHL;PPARGC1A
Regulation of Cold-Induced Thermogenesis (GO:0120161)	8/148	1.239673938185765E-4	0.003435667771543406	0	0	5.851190476190476	52.634337002102534	PLAC8;KDM3A;DDIT3;CAV1;CXCR4;RBPJ;PPARGC1A;VEGFA
Phosphate-Containing Compound Metabolic Process (GO:0006796)	8/150	1.3605373248525896E-4	0.003644097797324897	0	0	5.768192488262911	51.35110669714504	PFKL;PFKFB3;ALDOC;ALDOB;FBP1;PGM1;PFKP;GALK1
Cellular Response to Oxygen-Containing Compound (GO:1901701)	13/384	1.3712001934256478E-4	0.003644097797324897	0	0	3.640644594029722	32.38227386270882	CAV1;SERPINE1;PDGFB;TNFAIP3;RORA;FOS;EGFR;PRDX5;ZFP36;IL6;RRAGD;PDK3;TGM2
Negative Regulation of Phosphorylation (GO:0042326)	5/50	1.398365134139565E-4	0.003644097797324897	0	0	11.256410256410257	99.9010527744165	CDKN1C;CDKN1B;IGFBP3;IRS2;INHA
Positive Regulation of Blood Vessel Endothelial Cell Migration (GO:0043536)	5/50	1.398365134139565E-4	0.003644097797324897	0	0	11.256410256410257	99.9010527744165	PDGFB;HMOX1;PRKCA;ETS1;VEGFA
Polysaccharide Biosynthetic Process (GO:0000271)	3/11	1.5320271943439296E-4	0.003933705119594855	0	0	37.6751269035533	330.92884130781977	EXT1;NDST2;NDST1
Regulation of Glucose Metabolic Process (GO:0010906)	4/28	1.6460907121433117E-4	0.004165325193336554	0	0	16.816326530612244	146.50278000651662	PDK3;IRS2;RORA;FBP1
Organophosphate Metabolic Process (GO:0019637)	6/83	1.847095945840248E-4	0.004567534018592516	0	0	7.9219440353460975	68.10278008268052	PFKL;PFKFB3;ALDOC;ALDOB;FBP1;PFKP
Positive Regulation of Developmental Process (GO:0051094)	10/245	1.8652824816963582E-4	0.004567534018592516	0	0	4.381858902575588	37.62670631380046	SLC6A6;CCN5;PDGFB;CXCR4;CCN2;VLDLR;VHL;DCN;VEGFA;SAP30
Positive Regulation of Cell Migration (GO:0030335)	12/344	1.883519182924749E-4	0.004567534018592516	0	0	3.7428864393745194	32.1034797257399	SCARB1;HSPA5;CAV1;PDGFB;GCNT2;CXCR4;PRKCA;RORA;F3;ETS1;EGFR;VEGFA
Dehydroascorbic Acid Transport (GO:0070837)	3/12	2.0276702349047898E-4	0.0047842057164104905	0	0	33.48730964467005	284.75776049641166	SLC2A1;SLC2A3;SLC2A5
Intracellular Copper Ion Homeostasis (GO:0006878)	3/12	2.0276702349047898E-4	0.0047842057164104905	0	0	33.48730964467005	284.75776049641166	MT2A;ATP7A;CP
Positive Regulation of Programmed Cell Death (GO:0043068)	10/248	2.057753148162624E-4	0.004790449328922588	0	0	4.325961963732862	36.721904452047454	BNIP3L;JUN;IL6;FAM162A;TGFB3;CASP6;IGFBP3;BCL2;FOXO3;TGM2
Intrinsic Apoptotic Signaling Pathway in Response to Endoplasmic Reticulum Stress (GO:0070059)	4/30	2.1690636844734666E-4	0.004983138411961411	0	0	15.521193092621663	130.93747995826848	ERO1A;PPP1R15A;DDIT3;BCL2
Positive Regulation of Leukocyte Chemotaxis (GO:0002690)	5/56	2.4017285785957223E-4	0.005445997530166404	0	0	9.929110105580694	82.75070939715789	IL6;EDN2;SERPINE1;PGF;VEGFA
Regulation of Endothelial Cell Migration (GO:0010594)	6/88	2.5447783068659283E-4	0.005696388363830655	0	0	7.4370128237364845	61.55092569534927	SCARB1;STC1;PRKCA;ETS1;DCN;VEGFA
Regulation of Protein Autophosphorylation (GO:0031952)	3/13	2.6165809515097364E-4	0.005782975115615189	0	0	30.13705583756345	248.5846578261998	ERRFI1;PDGFB;VEGFA
Response to Steroid Hormone (GO:0048545)	4/32	2.802069439193893E-4	0.006115516551040671	0	0	14.411078717201166	117.88236655881762	JUN;TGFB3;CAV1;NR3C1
Positive Regulation of Cell Adhesion (GO:0045785)	6/92	3.239702699296485E-4	0.006983359151816868	0	0	7.0896667465835534	56.96447128938902	CITED2;PDGFB;PKP1;PRKCA;TGM2;VEGFA
Glycogen Catabolic Process (GO:0005980)	3/14	3.30570754905644E-4	0.007038738269088469	0	0	27.395939086294415	219.56995457412373	GAA;STBD1;PYGM
Regulation of Vasculature Development (GO:1901342)	4/35	3.98558082417591E-4	0.008384125444591732	0	0	13.014483212639895	101.8729147560068	IL6;CXCR4;HMOX1;ETS1
Copper Ion Homeostasis (GO:0055070)	3/15	4.1017649693527065E-4	0.008525811472011697	0	0	25.111675126903553	195.84402098106767	MT2A;ATP7A;CP
Regulation of Transcription by RNA Polymerase II (GO:0006357)	39/2250	4.215532474107373E-4	0.0086591996468135	0	0	1.9270418095856123	14.976129640549589	KDM3A;CITED2;ZNF292;RORA;ENO1;RBPJ;NR3C1;FOXO3;ETS1;EGFR;PLAC8;ZFP36;NFIL3;MXI1;HMOX1;VHL;PPARGC1A;JUN;ANXA2;HSPA5;TGFB3;CAV1;FOS;DCN;JMJD6;FOSL2;VEGFA;SAP30;EFNA1;KLF7;IL6;KLF6;HOXB9;DDIT3;BHLHE40;MAFF;PKP1;FBP1;ATF3
Carboxylic Acid Metabolic Process (GO:0019752)	4/36	4.448946011773135E-4	0.009032395042506853	0	0	12.607142857142858	97.29780799156961	GRHPR;SLC2A1;SLC2A3;PCK1
Positive Regulation of Cold-Induced Thermogenesis (GO:0120162)	6/99	4.805502438833025E-4	0.009644146273795933	0	0	6.553708014632524	50.074122316048125	PLAC8;KDM3A;CAV1;CXCR4;PPARGC1A;VEGFA
D-glucose Import (GO:0046323)	3/16	5.011239651713426E-4	0.009721804924324047	0	0	23.178836392034363	176.1280286078286	SLC2A1;SLC2A3;SLC2A5
Regulation of Plasminogen Activation (GO:0010755)	3/16	5.011239651713426E-4	0.009721804924324047	0	0	23.178836392034363	176.1280286078286	SERPINE1;PLAUR;ENO1
Positive Regulation of Positive Chemotaxis (GO:0050927)	3/16	5.011239651713426E-4	0.009721804924324047	0	0	23.178836392034363	176.1280286078286	F3;PGF;VEGFA
Negative Regulation of Cell Migration (GO:0030336)	8/184	5.419276796535403E-4	0.010397865150275618	0	0	4.645833333333333	34.93842278145076	CITED2;IGFBP3;SERPINE1;STC1;HMOX1;FOXO3;DCN;SAP30
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	4/38	5.488816438829229E-4	0.010416819024125907	0	0	11.864345738295318	89.07309099917518	JUN;CDKN1B;TGFB3;PDGFB
Apoptotic Process (GO:0006915)	9/232	5.641577261120216E-4	0.010591606341845049	0	0	4.136665649285094	30.942989961358258	PPP1R15A;FAM162A;CASP6;DDIT4;BCL2;CXCR4;LALBA;GAPDH;IER3
Regulation of Cell Adhesion (GO:0030155)	7/142	5.737992125583318E-4	0.010658015160923906	0	0	5.2832469775474955	39.43009276479297	EFNA1;PLAUR;CXCR4;PRKCA;TGFBI;TGM2;VEGFA
Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012)	3/17	6.040394207294829E-4	0.010985966964517471	0	0	21.522117476432197	159.51916044937724	EXT1;NDST2;NDST1
Positive Regulation of Leukocyte Adhesion to Vascular Endothelial Cell (GO:1904996)	3/17	6.040394207294829E-4	0.010985966964517471	0	0	21.522117476432197	159.51916044937724	IL6;ETS1;CHST2
Positive Regulation of Endothelial Cell Proliferation (GO:0001938)	5/70	6.797468732941558E-4	0.012235443719294805	0	0	7.785009861932939	56.7822276589064	PDGFB;HMOX1;PRKCA;F3;VEGFA
Positive Regulation of Metabolic Process (GO:0009893)	7/147	7.04804136627044E-4	0.012557020638273662	0	0	5.0932642487046635	36.96482680672569	PLAC8;KDM3A;CAV1;PDGFB;CXCR4;PPARGC1A;VEGFA
Cellular Response to Glucocorticoid Stimulus (GO:0071385)	3/18	7.195272026923491E-4	0.012665130425561714	0	0	20.086294416243653	145.36282995258424	ZFP36;NR3C1;PCK1
Cellular Response to Reactive Oxygen Species (GO:0034614)	5/71	7.253797494594338E-4	0.012665130425561714	0	0	7.666666666666667	55.42091690043706	PRDX5;IL6;TNFAIP3;FOS;ANKZF1
Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	5/72	7.732638317856864E-4	0.013367511389087212	0	0	7.55185610409491	54.10822023534692	SIAH2;SERPINE1;BCL2;TNFAIP3;HMOX1
Response to Hydrogen Peroxide (GO:0042542)	4/42	8.067730463282587E-4	0.013810056263619017	0	0	10.613319011815252	75.59302673955138	IL6;TNFAIP3;HMOX1;ANKZF1
Response to Endoplasmic Reticulum Stress (GO:0034976)	8/196	8.195456192668118E-4	0.013892491759610227	0	0	4.346631205673759	30.89046693505287	ERO1A;PPP1R15A;JUN;HSPA5;DDIT3;BCL2;ATF3;ANKZF1
Regulation of Smooth Muscle Cell Migration (GO:0014910)	3/19	8.481701801219675E-4	0.014103858423742432	0	0	18.82994923857868	133.17348392535672	IGFBP3;SERPINE1;PDGFB
Oxoacid Metabolic Process (GO:0043436)	3/19	8.481701801219675E-4	0.014103858423742432	0	0	18.82994923857868	133.17348392535672	SULT2B1;TPST2;GRHPR
Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	4/43	8.826236600453894E-4	0.014538310475841981	0	0	10.340659340659341	72.72184139201934	EFNA1;IL6;EGFR;VEGFA
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374)	7/153	8.921378810628239E-4	0.014557689162015799	0	0	4.882461494783164	34.284106872542154	PDGFB;GCNT2;ACKR3;PRKCA;CCN2;EGFR;VEGFA
L-ascorbic Acid Metabolic Process (GO:0019852)	2/5	9.754681839454337E-4	0.015305006406570518	0	0	66.65656565656566	462.10284137848555	SLC2A1;SLC2A3
Regulation of Plasma Membrane Repair (GO:1905684)	2/5	9.754681839454337E-4	0.015305006406570518	0	0	66.65656565656566	462.10284137848555	ANXA2;MYH9
Hexose Import Across Plasma Membrane (GO:0140271)	2/5	9.754681839454337E-4	0.015305006406570518	0	0	66.65656565656566	462.10284137848555	SLC2A3;SLC2A5
Inflammatory Response to Wounding (GO:0090594)	2/5	9.754681839454337E-4	0.015305006406570518	0	0	66.65656565656566	462.10284137848555	IL6;HMOX1
Regulation of Collagen Biosynthetic Process (GO:0032965)	3/20	9.905301969888136E-4	0.015305006406570518	0	0	17.721409375933113	122.58377707877821	IL6;PRDX5;TGFB3
Positive Regulation of Protein Processing (GO:0010954)	3/20	9.905301969888136E-4	0.015305006406570518	0	0	17.721409375933113	122.58377707877821	ANXA2;MYH9;ENO1
Collagen Fibril Organization (GO:0030199)	4/45	0.0010491576833680514	0.016061144281639766	0	0	9.835241413638625	67.46747081104573	COL5A1;LOX;P4HA1;ATP7A
Negative Regulation of Growth (GO:0045926)	6/115	0.0010578646004516456	0.016061144281639766	0	0	5.587155963302752	38.280415456425374	MT2A;BTG1;CDKN1B;ENO1;FBP1;MT1E
Cell Chemotaxis (GO:0060326)	5/78	0.0011117744076740747	0.01673412168792185	0	0	6.929048120828943	47.12998547368564	HOXB9;PDGFB;CXCR4;ACKR3;VEGFA
Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	4/46	0.0011401784650819998	0.016973909316518303	0	0	9.60058309037901	65.05902796595161	CAV1;DDIT3;PLAUR;BCL2
Regulation of Epithelial Cell Differentiation (GO:0030856)	3/21	0.0011471485105092553	0.016973909316518303	0	0	16.736040609137056	113.31096080850561	KLF7;CAV1;MAFF
