GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR	Symbol
GO:1904628	cellular response to phorbol 13-acetate 12-myristate	11	2	0.06	0.00151	0.7273009375	FOS, PCK1
GO:0032570	response to progesterone	44	3	0.24	0.00167	0.779991212121212	FOS, ERRFI1, CAV1
GO:0015015	heparan sulfate proteoglycan biosynthetic process, enzymatic modification	12	2	0.06	0.00180	0.815982352941176	NDST1, HS3ST1
GO:0006941	striated muscle contraction	194	5	1.04	0.00204	0.883123243243243	ALDOA, NEDD4L, GAA, PGAM2, CAV1
GO:0040015	negative regulation of multicellular organism growth	13	2	0.07	0.00212	0.883123243243243	PLAC8, STC2
GO:0120162	positive regulation of cold-induced thermogenesis	101	4	0.54	0.00211	0.883123243243243	PPARGC1A, PLAC8, VEGFA, CAV1
GO:0000075	cell cycle checkpoint signaling	203	2	1.09	1.00000	1	CDKN1B, IER3
GO:0000077	DNA damage checkpoint signaling	131	2	0.7	1.00000	1	CDKN1B, IER3
GO:0000082	G1/S transition of mitotic cell cycle	256	3	1.37	0.29213	1	CDKN1B, BCL2, CCNG2
GO:0000122	negative regulation of transcription by RNA polymerase II	936	11	5	0.01127	1	CITED2, EFNA1, FOXO3, MAFF, JUN, MXI1, NFIL3, VEGFA, VHL, CAV1, SAP30
GO:0000165	MAPK cascade	776	10	4.15	1.00000	1	CAVIN3, CCN2, EFNA1, GCNT2, NDST1, PRKCA, ACKR3, TPBG, VEGFA, CAV1
GO:0000209	protein polyubiquitination	262	2	1.4	0.58246	1	NEDD4L, BCL2
GO:0000271	polysaccharide biosynthetic process	66	6	0.35	1.00000	1	EXT1, GCK, GYS1, HAS1, NDST1, IRS2
GO:0000272	polysaccharide catabolic process	29	2	0.16	1.00000	1	GAA, PYGM
GO:0000278	mitotic cell cycle	928	6	4.96	1.00000	1	CDKN1B, CDKN1C, PRKCA, BCL2, IER3, CCNG2
GO:0000302	response to reactive oxygen species	199	5	1.06	1.00000	1	FOXO3, FOS, PRDX5, ANKZF1, BCL2
GO:0000902	cell morphogenesis	997	13	5.33	0.53350	1	EDN2, EFNA1, EFNA3, EXT1, ALDOA, NEDD4L, HEXA, KIF5A, BCL2, TPBG, VEGFA, VHL, VLDLR
GO:0001101	response to acid chemical	144	3	0.77	1.00000	1	CDKN1B, PCK1, VEGFA
GO:0001501	skeletal system development	537	11	2.87	0.06300	1	CITED2, NCAN, CCN2, EXT1, ANXA2, HEXA, NDST1, ERRFI1, BGN, TGM2, VEGFA
GO:0001503	ossification	455	4	2.43	0.33594	1	CCN2, EXT1, BCL2, VEGFA
GO:0001508	action potential	177	2	0.95	1.00000	1	NEDD4L, CAV1
GO:0001541	ovarian follicle development	58	3	0.31	0.02469	1	FOXO3, BCL2, VEGFA
GO:0001558	regulation of cell growth	406	5	2.17	1.00000	1	CDKN1B, NEDD4L, BCL2, BTG1, VEGFA
GO:0001568	blood vessel development	821	22	4.39	0.22522	1	CITED2, COL5A1, ADM, CCN2, DCN, EDN2, EFNA1, EFNA3, F3, JMJD6, GAA, ANXA2, HK2, NDST1, SERPINE1, ANGPTL4, PRKCA, ACKR3, BTG1, TGM2, VEGFA, CAV1
GO:0001654	eye development	410	7	2.19	1.00000	1	CDKN1B, CITED2, COL5A1, JMJD6, FOS, BCL2, VEGFA
GO:0001657	ureteric bud development	100	2	0.53	1.00000	1	BCL2, VEGFA
GO:0001658	branching involved in ureteric bud morphogenesis	61	2	0.33	0.19159	1	BCL2, VEGFA
GO:0001659	temperature homeostasis	185	5	0.99	0.15299	1	PPARGC1A, EDN2, PLAC8, VEGFA, CAV1
GO:0001667	ameboidal-type cell migration	241	4	1.29	1.00000	1	HAS1, TPBG, VEGFA, IRS2
GO:0001701	in utero embryonic development	403	4	2.15	0.29581	1	CITED2, ADM, MAFF, VEGFA
GO:0001763	morphogenesis of a branching structure	207	5	1.11	1.00000	1	ADM, EXT1, BCL2, TGM2, VEGFA
GO:0001764	neuron migration	189	2	1.01	0.60895	1	DDIT4, VEGFA
GO:0001765	membrane raft assembly	14	2	0.07	0.02101	1	ANXA2, CAV1
GO:0001775	cell activation	1138	11	6.08	1.00000	1	KLF6, EDN2, FOXO3, JMJD6, NFIL3, PCK1, PRKCA, BCL2, TPD52, CAV1, IRS2
GO:0001776	leukocyte homeostasis	113	2	0.6	1.00000	1	BCL2, CHST3
GO:0001783	B cell apoptotic process	26	2	0.14	1.00000	1	BCL2, IRS2
GO:0001816	cytokine production	887	3	4.74	1.00000	1	F3, HK1, SERPINE1
GO:0001817	regulation of cytokine production	880	3	4.7	1.00000	1	F3, HK1, SERPINE1
GO:0001819	positive regulation of cytokine production	507	3	2.71	1.00000	1	F3, HK1, SERPINE1
GO:0001822	kidney development	322	4	1.72	0.41296	1	EXT1, JMJD6, BCL2, VEGFA
GO:0001823	mesonephros development	105	2	0.56	1.00000	1	BCL2, VEGFA
GO:0001836	release of cytochrome c from mitochondria	54	3	0.29	0.07104	1	FAM162A, PLAUR, BCL2
GO:0001837	epithelial to mesenchymal transition	192	3	1.03	1.00000	1	EFNA1, GCNT2, VEGFA
GO:0001838	embryonic epithelial tube formation	115	2	0.61	1.00000	1	CITED2, ADM
GO:0001841	neural tube formation	94	2	0.5	1.00000	1	CITED2, ADM
GO:0001843	neural tube closure	82	2	0.44	0.07134	1	CITED2, ADM
GO:0001889	liver development	147	3	0.79	0.15663	1	CITED2, PCK1, ERRFI1
GO:0001890	placenta development	152	4	0.81	0.18035	1	CDKN1B, CITED2, ADM, STC2
GO:0001892	embryonic placenta development	87	2	0.47	0.17445	1	CITED2, ADM
GO:0001893	maternal placenta development	35	2	0.19	1.00000	1	CITED2, STC2
GO:0001894	tissue homeostasis	270	8	1.44	0.12853	1	CCN2, EXT1, PRDX5, GCNT2, ERRFI1, PRKCA, BCL2, VEGFA
GO:0001932	regulation of protein phosphorylation	717	7	3.83	1.00000	1	CDKN1B, CDKN1C, EFNA1, PLAUR, ERRFI1, VEGFA, CAV1
GO:0001933	negative regulation of protein phosphorylation	236	4	1.26	1.00000	1	CDKN1B, CDKN1C, ERRFI1, CAV1
GO:0001934	positive regulation of protein phosphorylation	454	4	2.43	0.37687	1	EFNA1, PLAUR, VEGFA, CAV1
GO:0001935	endothelial cell proliferation	202	5	1.08	0.09869	1	F3, PRKCA, VEGFA, CAV1, SCARB1
GO:0001936	regulation of endothelial cell proliferation	179	4	0.96	1.00000	1	F3, PRKCA, VEGFA, CAV1
GO:0001938	positive regulation of endothelial cell proliferation	107	3	0.57	0.07473	1	F3, PRKCA, VEGFA
GO:0001942	hair follicle development	96	2	0.51	1.00000	1	EXT1, BCL2
GO:0001944	vasculature development	855	23	4.57	1.00000	1	CITED2, COL5A1, ADM, CCN2, DCN, EDN2, EFNA1, EFNA3, F3, JMJD6, GAA, ANXA2, HK2, NDST1, SERPINE1, ANGPTL4, ERRFI1, PRKCA, ACKR3, BTG1, TGM2, VEGFA, CAV1
GO:0001952	regulation of cell-matrix adhesion	125	3	0.67	0.04645	1	SERPINE1, BCL2, VEGFA
GO:0001959	regulation of cytokine-mediated signaling pathway	187	2	1	1.00000	1	EXT1, CAV1
GO:0002009	morphogenesis of an epithelium	500	7	2.67	1.00000	1	CITED2, COL5A1, ADM, EXT1, BCL2, TGM2, VEGFA
GO:0002026	regulation of the force of heart contraction	26	4	0.14	0.00485	1	ADM, EDN2, GAA, CAV1
GO:0002027	regulation of heart rate	105	3	0.56	1.00000	1	ADM, EDN2, CAV1
GO:0002028	regulation of sodium ion transport	81	2	0.43	1.00000	1	NEDD4L, KLHL24
GO:0002040	sprouting angiogenesis	195	3	1.04	0.15606	1	JMJD6, TGM2, VEGFA
GO:0002052	positive regulation of neuroblast proliferation	37	2	0.2	0.01668	1	NCAN, VEGFA
GO:0002062	chondrocyte differentiation	116	2	0.62	1.00000	1	CCN2, EXT1
GO:0002065	columnar/cuboidal epithelial cell differentiation	132	3	0.71	1.00000	1	EXT1, SERPINE1, CAV1
GO:0002067	glandular epithelial cell differentiation	73	2	0.39	0.05820	1	EXT1, CAV1
GO:0002088	lens development in camera-type eye	91	2	0.49	1.00000	1	CDKN1B, CITED2
GO:0002090	regulation of receptor internalization	75	2	0.4	1.00000	1	ANXA2, VEGFA
GO:0002218	activation of innate immune response	317	3	1.69	0.10129	1	NAGK, CASP6, CAV1
GO:0002221	pattern recognition receptor signaling pathway	278	2	1.49	1.00000	1	NAGK, CAV1
GO:0002237	response to molecule of bacterial origin	374	6	2	1.00000	1	ADM, FOS, SERPINE1, PCK1, PRKCA, SCARB1
GO:0002244	hematopoietic progenitor cell differentiation	135	4	0.72	0.29166	1	CITED2, EXT1, BCL2, VEGFA
GO:0002252	immune effector process	670	2	3.58	1.00000	1	HK1, PCK1
GO:0002253	activation of immune response	570	4	3.05	1.00000	1	NAGK, BCL2, CASP6, CAV1
GO:0002260	lymphocyte homeostasis	81	2	0.43	1.00000	1	BCL2, CHST3
GO:0002262	myeloid cell homeostasis	183	4	0.98	1.00000	1	CITED2, FOXO3, JMJD6, VEGFA
GO:0002274	myeloid leukocyte activation	246	2	1.32	1.00000	1	EDN2, JMJD6
GO:0002376	immune system process	2667	23	14.26	1.00000	1	CITED2, KLF6, ADM, EDN2, EXT1, FOXO3, JMJD6, FOS, HK1, ISG20, NFIL3, SERPINE1, PCK1, NAGK, PRKCA, ACKR3, BCL2, TPD52, VEGFA, CASP6, CAV1, IRS2, CHST3
GO:0002520	immune system development	202	2	1.08	1.00000	1	CITED2, BCL2
GO:0002521	leukocyte differentiation	627	12	3.35	1.00000	1	CITED2, KLF6, FOXO3, JMJD6, FOS, ANXA2, NFIL3, PCK1, PRKCA, BCL2, TPD52, VEGFA
GO:0002526	acute inflammatory response	107	2	0.57	1.00000	1	EXT1, F3
GO:0002573	myeloid leukocyte differentiation	246	5	1.32	1.00000	1	CITED2, FOS, ANXA2, PRKCA, VEGFA
GO:0002682	regulation of immune system process	1631	13	8.72	1.00000	1	EDN2, FOXO3, FOS, HK1, SERPINE1, PCK1, NAGK, PRKCA, BCL2, VEGFA, CASP6, CAV1, IRS2
GO:0002684	positive regulation of immune system process	1117	13	5.97	1.00000	1	EDN2, FOXO3, FOS, HK1, SERPINE1, PCK1, NAGK, PRKCA, BCL2, VEGFA, CASP6, CAV1, IRS2
GO:0002685	regulation of leukocyte migration	236	3	1.26	1.00000	1	EDN2, SERPINE1, VEGFA
GO:0002687	positive regulation of leukocyte migration	152	3	0.81	1.00000	1	EDN2, SERPINE1, VEGFA
GO:0002688	regulation of leukocyte chemotaxis	126	3	0.67	1.00000	1	EDN2, SERPINE1, VEGFA
GO:0002690	positive regulation of leukocyte chemotaxis	95	3	0.51	0.29740	1	EDN2, SERPINE1, VEGFA
GO:0002694	regulation of leukocyte activation	587	5	3.14	1.00000	1	FOXO3, PCK1, BCL2, CAV1, IRS2
GO:0002696	positive regulation of leukocyte activation	370	5	1.98	1.00000	1	FOXO3, PCK1, BCL2, CAV1, IRS2
GO:0002697	regulation of immune effector process	410	2	2.19	1.00000	1	HK1, PCK1
GO:0002699	positive regulation of immune effector process	272	2	1.45	1.00000	1	HK1, PCK1
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	178	2	0.95	1.00000	1	NAGK, CAV1
GO:0002757	immune response-activating signaling pathway	503	3	2.69	1.00000	1	NAGK, BCL2, CAV1
GO:0002758	innate immune response-activating signaling pathway	297	2	1.59	1.00000	1	NAGK, CAV1
GO:0002761	regulation of myeloid leukocyte differentiation	130	2	0.69	1.00000	1	FOS, PRKCA
GO:0002763	positive regulation of myeloid leukocyte differentiation	64	2	0.34	1.00000	1	FOS, PRKCA
GO:0002764	immune response-regulating signaling pathway	562	3	3	1.00000	1	NAGK, BCL2, CAV1
GO:0002790	peptide secretion	257	3	1.37	1.00000	1	GCK, PRKCA, IRS2
GO:0002791	regulation of peptide secretion	207	3	1.11	1.00000	1	GCK, PRKCA, IRS2
GO:0002793	positive regulation of peptide secretion	116	3	0.62	1.00000	1	GCK, PRKCA, IRS2
GO:0002831	regulation of response to biotic stimulus	564	4	3.02	1.00000	1	NAGK, PRKCA, CASP6, CAV1
GO:0002833	positive regulation of response to biotic stimulus	416	4	2.22	1.00000	1	NAGK, PRKCA, CASP6, CAV1
GO:0002902	regulation of B cell apoptotic process	20	2	0.11	1.00000	1	BCL2, IRS2
GO:0002903	negative regulation of B cell apoptotic process	15	2	0.08	0.00284	1	BCL2, IRS2
GO:0002931	response to ischemia	66	3	0.35	0.00531	1	HK2, BCL2, CAV1
GO:0003002	regionalization	430	2	2.3	1.00000	1	CITED2, EXT1
GO:0003006	developmental process involved in reproduction	1036	8	5.54	1.00000	1	CDKN1B, CITED2, FOXO3, PGAM2, ERRFI1, BCL2, VEGFA, STC2
GO:0003007	heart morphogenesis	274	6	1.46	0.02779	1	CITED2, COL5A1, EFNA1, EXT1, GAA, VEGFA
GO:0003008	system process	2337	23	12.49	1.00000	1	CDKN1B, ADM, EDN2, EXT1, ALDOA, FOXO3, NEDD4L, FOS, GAA, HEXA, PGAM2, PRKCA, LXN, BCL2, SLC2A5, SLC6A6, BRS3, TPBG, VEGFA, VLDLR, CAV1, IER3, SCARB1
GO:0003012	muscle system process	465	8	2.49	1.00000	1	EDN2, ALDOA, FOXO3, NEDD4L, GAA, PGAM2, PRKCA, CAV1
GO:0003013	circulatory system process	619	11	3.31	1.00000	1	ADM, EDN2, EXT1, NEDD4L, GAA, SLC2A5, SLC6A6, BRS3, VEGFA, CAV1, IER3
GO:0003014	renal system process	129	2	0.69	0.43448	1	ADM, BCL2
GO:0003015	heart process	262	6	1.4	1.00000	1	ADM, EDN2, EXT1, NEDD4L, GAA, CAV1
GO:0003018	vascular process in circulatory system	276	6	1.48	1.00000	1	ADM, EDN2, EXT1, SLC6A6, VEGFA, CAV1
GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	45	2	0.24	0.03654	1	EDN2, SLC2A5
GO:0003057	regulation of the force of heart contraction by chemical signal	6	2	0.03	0.01579	1	EDN2, CAV1
GO:0003073	regulation of systemic arterial blood pressure	98	4	0.52	0.16258	1	ADM, EDN2, SLC2A5, IER3
GO:0003151	outflow tract morphogenesis	82	2	0.44	0.07134	1	CITED2, VEGFA
GO:0003158	endothelium development	148	2	0.79	1.00000	1	BTG1, VEGFA
GO:0003205	cardiac chamber development	172	2	0.92	1.00000	1	CITED2, NDST1
GO:0003254	regulation of membrane depolarization	50	3	0.27	0.13242	1	DCN, NEDD4L, BCL2
GO:0003279	cardiac septum development	111	2	0.59	0.06202	1	CITED2, NDST1
GO:0005975	carbohydrate metabolic process	583	28	3.12	0.00715	1	PPARGC1A, EXT1, ALDOA, ALDOB, ALDOC, SLC37A4, GAA, GCK, GYS1, HAS1, HEXA, HK1, HK2, NDST1, PCK1, PFKP, PGAM2, PGM1, PHKG1, ERRFI1, DDIT4, NAGK, PYGM, SLC2A5, BRS3, IRS2, IER3, CHST3
GO:0005976	polysaccharide metabolic process	112	9	0.6	1.00000	1	EXT1, GAA, GCK, GYS1, HAS1, NDST1, PHKG1, PYGM, IRS2
GO:0005977	glycogen metabolic process	86	6	0.46	0.07376	1	GAA, GCK, GYS1, PHKG1, PYGM, IRS2
GO:0005978	glycogen biosynthetic process	46	3	0.25	0.07101	1	GCK, GYS1, IRS2
GO:0005979	regulation of glycogen biosynthetic process	32	2	0.17	1.00000	1	GCK, IRS2
GO:0005980	glycogen catabolic process	26	2	0.14	0.07165	1	GAA, PYGM
GO:0005996	monosaccharide metabolic process	262	16	1.4	1.00000	1	PPARGC1A, ALDOA, ALDOB, ALDOC, SLC37A4, GAA, GCK, HK1, HK2, PCK1, PFKP, PGAM2, PGM1, ERRFI1, BRS3, IRS2
GO:0006007	glucose catabolic process	27	5	0.14	1.00000	1	GCK, HK1, HK2, PFKP, PGAM2
GO:0006022	aminoglycan metabolic process	122	9	0.65	1.00000	1	B3GALT6, EXT1, GCNT2, HAS1, HEXA, NDST1, IDS, CHST3, HS3ST1
GO:0006023	aminoglycan biosynthetic process	75	8	0.4	1.00000	1	B3GALT6, EXT1, GCNT2, HAS1, HEXA, NDST1, CHST3, HS3ST1
GO:0006026	aminoglycan catabolic process	34	2	0.18	1.00000	1	HEXA, IDS
GO:0006027	glycosaminoglycan catabolic process	28	2	0.15	1.00000	1	HEXA, IDS
GO:0006029	proteoglycan metabolic process	89	7	0.48	1.00000	1	B3GALT6, EXT1, HEXA, NDST1, IDS, CHST3, HS3ST1
GO:0006040	amino sugar metabolic process	43	2	0.23	1.00000	1	NAGK, CHST3
GO:0006044	N-acetylglucosamine metabolic process	18	2	0.1	0.07162	1	NAGK, CHST3
GO:0006066	alcohol metabolic process	361	4	1.93	1.00000	1	PCK1, ERRFI1, VLDLR, SCARB1
GO:0006081	cellular aldehyde metabolic process	76	3	0.41	1.00000	1	ALDOB, PCK1, GRHPR
GO:0006082	organic acid metabolic process	932	22	4.98	1.00000	1	PPARGC1A, EDN2, ALDOA, ALDOB, ALDOC, GCK, HEXA, HK1, HK2, IDS, LDHC, PCK1, PFKP, PGAM2, PGM1, ERRFI1, DDIT4, NAGK, CAV1, IRS2, IER3, GRHPR
GO:0006090	pyruvate metabolic process	126	13	0.67	1.00000	1	ALDOA, ALDOB, ALDOC, GCK, HK1, HK2, LDHC, PCK1, PFKP, PGAM2, PGM1, DDIT4, IER3
GO:0006091	generation of precursor metabolites and energy	484	19	2.59	1.00000	1	PPARGC1A, CAVIN3, AK4, ALDOA, ALDOB, ALDOC, GAA, GCK, GYS1, HK1, HK2, PFKP, PGAM2, PGM1, PHKG1, DDIT4, PYGM, IRS2, IER3
GO:0006109	regulation of carbohydrate metabolic process	193	6	1.03	1.00000	1	PPARGC1A, ALDOB, GCK, DDIT4, IRS2, IER3
GO:0006110	regulation of glycolytic process	55	3	0.29	0.17254	1	GCK, DDIT4, IER3
GO:0006111	regulation of gluconeogenesis	55	2	0.29	1.00000	1	PPARGC1A, GCK
GO:0006112	energy reserve metabolic process	101	6	0.54	1.00000	1	GAA, GCK, GYS1, PHKG1, PYGM, IRS2
GO:0006139	nucleobase-containing compound metabolic process	6076	45	32.48	1.00000	1	CDKN1B, CDKN1C, CITED2, PPARGC1A, PNRC1, KLF6, CCN2, DCN, EFNA1, AK4, ALDOA, ALDOB, ALDOC, ZNF292, FOXO3, JMJD6, FOS, MAFF, PRDX5, GCK, GLRX, ANXA2, HK1, HK2, HSPA5, ISG20, JUN, LDHC, MXI1, NFIL3, PCK1, PLAC8, PFKP, PGAM2, PGM1, DDIT4, NAGK, PRKCA, SIAH2, BTG1, VEGFA, VHL, CAV1, SAP30, IER3
GO:0006140	regulation of nucleotide metabolic process	87	4	0.47	1.00000	1	ALDOB, GCK, DDIT4, IER3
GO:0006163	purine nucleotide metabolic process	438	14	2.34	1.00000	1	AK4, ALDOA, ALDOB, ALDOC, PRDX5, GCK, HK1, HK2, LDHC, PFKP, PGAM2, PGM1, DDIT4, IER3
GO:0006164	purine nucleotide biosynthetic process	195	3	1.04	1.00000	1	AK4, ALDOA, LDHC
GO:0006195	purine nucleotide catabolic process	138	11	0.74	1.00000	1	ALDOA, ALDOB, ALDOC, GCK, HK1, HK2, PFKP, PGAM2, PGM1, DDIT4, IER3
GO:0006259	DNA metabolic process	990	5	5.29	1.00000	1	CDKN1B, CCN2, ISG20, VEGFA, IER3
GO:0006325	chromatin organization	1069	4	5.71	1.00000	1	JMJD6, PHKG1, PRKCA, TGM2
GO:0006338	chromatin remodeling	922	4	4.93	0.73276	1	JMJD6, PHKG1, PRKCA, TGM2
GO:0006351	DNA-templated transcription	3537	26	18.91	1.00000	1	CDKN1B, CDKN1C, CITED2, PPARGC1A, KLF6, DCN, EFNA1, ZNF292, FOXO3, JMJD6, FOS, MAFF, PRDX5, ANXA2, HSPA5, JUN, MXI1, NFIL3, PCK1, PLAC8, SIAH2, BTG1, VEGFA, VHL, CAV1, SAP30
GO:0006352	DNA-templated transcription initiation	207	2	1.11	1.00000	1	PPARGC1A, JUN
GO:0006355	regulation of DNA-templated transcription	3406	26	18.21	0.52356	1	CDKN1B, CDKN1C, CITED2, PPARGC1A, KLF6, DCN, EFNA1, ZNF292, FOXO3, JMJD6, FOS, MAFF, PRDX5, ANXA2, HSPA5, JUN, MXI1, NFIL3, PCK1, PLAC8, SIAH2, BTG1, VEGFA, VHL, CAV1, SAP30
GO:0006357	regulation of transcription by RNA polymerase II	2591	21	13.85	1.00000	1	CITED2, PPARGC1A, KLF6, DCN, EFNA1, ZNF292, FOXO3, JMJD6, FOS, MAFF, ANXA2, HSPA5, JUN, MXI1, NFIL3, PCK1, PLAC8, VEGFA, VHL, CAV1, SAP30
GO:0006366	transcription by RNA polymerase II	2718	21	14.53	1.00000	1	CITED2, PPARGC1A, KLF6, DCN, EFNA1, ZNF292, FOXO3, JMJD6, FOS, MAFF, ANXA2, HSPA5, JUN, MXI1, NFIL3, PCK1, PLAC8, VEGFA, VHL, CAV1, SAP30
GO:0006396	RNA processing	1338	3	7.15	1.00000	1	PPARGC1A, JMJD6, ISG20
GO:0006397	mRNA processing	518	2	2.77	0.60298	1	PPARGC1A, JMJD6
GO:0006401	RNA catabolic process	407	3	2.18	0.20170	1	PNRC1, ISG20, PRKCA
GO:0006402	mRNA catabolic process	354	2	1.89	1.00000	1	PNRC1, PRKCA
GO:0006412	translation	758	2	4.05	1.00000	1	FOXO3, ANKZF1
GO:0006468	protein phosphorylation	1161	10	6.21	0.78127	1	CDKN1B, CDKN1C, EFNA1, PCK1, PHKG1, PLAUR, ERRFI1, PRKCA, VEGFA, CAV1
GO:0006469	negative regulation of protein kinase activity	155	4	0.83	1.00000	1	CDKN1B, CDKN1C, ERRFI1, CAV1
GO:0006486	protein glycosylation	223	3	1.19	0.13940	1	B3GALT6, EXT1, GCNT2
GO:0006508	proteolysis	1730	18	9.25	0.83693	1	EFNA1, EFNA3, F3, NEDD4L, FAM162A, ANXA2, HSPA5, SERPINE1, PLAUR, KLHL24, ANKZF1, LXN, SIAH2, TGM2, VEGFA, VHL, CASP6, CAV1
GO:0006511	ubiquitin-dependent protein catabolic process	667	4	3.57	1.00000	1	NEDD4L, KLHL24, SIAH2, VHL
GO:0006629	lipid metabolic process	1384	12	7.4	0.36995	1	PPARGC1A, ADM, EDN2, HEXA, PAM, PCK1, ANGPTL4, ERRFI1, VLDLR, CAV1, IRS2, SCARB1
GO:0006631	fatty acid metabolic process	403	5	2.15	1.00000	1	PPARGC1A, EDN2, PCK1, CAV1, IRS2
GO:0006638	neutral lipid metabolic process	136	3	0.73	1.00000	1	PCK1, CAV1, SCARB1
GO:0006639	acylglycerol metabolic process	135	3	0.72	1.00000	1	PCK1, CAV1, SCARB1
GO:0006641	triglyceride metabolic process	108	3	0.58	0.19451	1	PCK1, CAV1, SCARB1
GO:0006694	steroid biosynthetic process	191	2	1.02	1.00000	1	ADM, ERRFI1
GO:0006734	NADH metabolic process	32	6	0.17	1.00000	1	ALDOB, GCK, HK1, HK2, PFKP, PGAM2
GO:0006735	NADH regeneration	18	5	0.1	1.00000	1	GCK, HK1, HK2, PFKP, PGAM2
GO:0006739	NADP metabolic process	46	3	0.25	0.07101	1	ALDOB, PRDX5, GCK
