Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation of Positive Chemotaxis (GO:0050927)	2/16	7.187392304892979E-4	0.020324718763884857	0	0	59.333333333333336	429.45537567816734	F3;VEGFA
Cellular Response to Reactive Oxygen Species (GO:0034614)	3/71	7.455208566439991E-4	0.020324718763884857	0	0	18.66270337922403	134.39810435842293	PRDX5;FOS;ANKZF1
Negative Regulation of DNA-templated Transcription (GO:0045892)	9/1006	7.734684329545441E-4	0.020324718763884857	0	0	4.172933434449691	29.89750612652679	EFNA1;PRDX5;CDKN1B;NFIL3;CITED2;CAV1;MAFF;VHL;VEGFA
Negative Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046426)	2/17	8.132713373134499E-4	0.020324718763884857	0	0	55.375	393.96243373102385	CAV1;VHL
Negative Regulation of Receptor Signaling Pathway via STAT (GO:1904893)	2/17	8.132713373134499E-4	0.020324718763884857	0	0	55.375	393.96243373102385	CAV1;VHL
Carbohydrate Derivative Transport (GO:1901264)	2/17	8.132713373134499E-4	0.020324718763884857	0	0	55.375	393.96243373102385	SCARB1;VLDLR
Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012)	2/17	8.132713373134499E-4	0.020324718763884857	0	0	55.375	393.96243373102385	EXT1;NDST1
Lymphocyte Differentiation (GO:0030098)	3/76	9.089746531003115E-4	0.020324718763884857	0	0	17.38006412124745	121.71594945135638	TPD52;KLF6;NFIL3
Regulation of Epidermal Cell Differentiation (GO:0045604)	2/18	9.134705062420161E-4	0.020324718763884857	0	0	51.911458333333336	363.2898548418271	ERRFI1;MAFF
Positive Regulation of Sprouting Angiogenesis (GO:1903672)	2/18	9.134705062420161E-4	0.020324718763884857	0	0	51.911458333333336	363.2898548418271	VEGFA;TGM2
Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902991)	2/18	9.134705062420161E-4	0.020324718763884857	0	0	51.911458333333336	363.2898548418271	EFNA1;EFNA3
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	7/652	0.001118993652998109	0.0238352095738068	0	0	4.872363439697134	33.1092956327657	EFNA1;CITED2;CAV1;F3;DCN;TGM2;VEGFA
Glycogen Metabolic Process (GO:0005977)	2/20	0.0011307590059983252	0.0238352095738068	0	0	46.138888888888886	313.0461870363529	GYS1;PYGM
Regulation of Epithelial Cell Differentiation (GO:0030856)	2/21	0.0012477930702112238	0.024987056230979757	0	0	43.708333333333336	292.25047477799524	CAV1;MAFF
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	2/21	0.0012477930702112238	0.024987056230979757	0	0	43.708333333333336	292.25047477799524	BCL2;TGM2
Regulation of Endothelial Cell Proliferation (GO:0001936)	3/87	0.001344333954493143	0.025292385558670052	0	0	15.095744680851064	99.8108989445326	CAV1;F3;VEGFA
Mammary Gland Development (GO:0030879)	2/22	0.001370383663162003	0.025292385558670052	0	0	41.520833333333336	273.7329252658829	CAV1;VEGFA
Regulation of Anoikis (GO:2000209)	2/22	0.001370383663162003	0.025292385558670052	0	0	41.520833333333336	273.7329252658829	CAV1;BCL2
Regulation of Endothelial Cell Migration (GO:0010594)	3/88	0.0013893445250705149	0.025292385558670052	0	0	14.917396745932416	98.14040765115749	SCARB1;DCN;VEGFA
Positive Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902993)	2/23	0.0014985033958486917	0.02609350478423483	0	0	39.541666666666664	257.15086234948103	EFNA1;EFNA3
Eye Morphogenesis (GO:0048592)	2/23	0.0014985033958486917	0.02609350478423483	0	0	39.541666666666664	257.15086234948103	COL5A1;VEGFA
Positive Regulation of Cell Adhesion (GO:0045785)	3/92	0.0015788398918981138	0.026680247078488893	0	0	14.244083193879991	91.88950579800434	CITED2;TGM2;VEGFA
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558)	4/202	0.0016177816738448417	0.026680247078488893	0	0	8.674571805006588	55.74886546020344	CITED2;STC2;VHL;VEGFA
Apoptotic Cell Clearance (GO:0043277)	2/24	0.001632124977335775	0.026680247078488893	0	0	37.74242424242424	242.22606459531664	SCARB1;TGM2
Regulation of Apoptotic Process (GO:0042981)	7/704	0.0017391337764560398	0.02747742400040331	0	0	4.496713489706717	28.573772840784866	PRDX5;CITED2;SIAH2;BCL2;VHL;TGM2;VEGFA
Regulation of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746)	2/25	0.0017712212130127313	0.02747742400040331	0	0	36.09963768115942	228.73040961874747	DCN;VEGFA
B Cell Activation (GO:0042113)	3/96	0.0017838028065180675	0.02747742400040331	0	0	13.628689087165409	86.25607933742052	TPD52;KLF6;BCL2
NADH Metabolic Process (GO:0006734)	2/26	0.0019157650058532817	0.028369128000509714	0	0	34.59375	216.47517339281177	PGAM2;PFKP
Amyloid Fibril Formation (GO:1990000)	2/26	0.0019157650058532817	0.028369128000509714	0	0	34.59375	216.47517339281177	SIAH2;VHL
Positive Regulation of Cold-Induced Thermogenesis (GO:0120162)	3/99	0.0019479426217578455	0.028369128000509714	0	0	13.200797872340425	82.3859356912581	CAV1;PPARGC1A;VEGFA
Cellular Response to Chemical Stress (GO:0062197)	3/100	0.0020046761378758565	0.02867402832926002	0	0	13.064049133581927	81.15743654844592	PRDX5;CAV1;PPARGC1A
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	7/732	0.0021694309595395294	0.03048621401037128	0	0	4.316760224538894	26.47594394258572	EFNA1;NFIL3;CITED2;CAV1;MAFF;VHL;VEGFA
Positive Regulation of Vasculature Development (GO:1904018)	3/109	0.0025619933727431465	0.03538201192357345	0	0	11.949417904456041	71.30181411758254	BTG1;F3;VEGFA
Regulation of Transcription by RNA Polymerase II (GO:0006357)	13/2250	0.002886389145009524	0.03866054691656148	0	0	2.782068165617562	16.268836302373394	ANXA2;CITED2;CAV1;FOS;DCN;JMJD6;VEGFA;EFNA1;KLF6;NFIL3;MAFF;VHL;PPARGC1A
Response to Estrogen (GO:0043627)	2/32	0.0028959211173454295	0.03866054691656148	0	0	27.666666666666668	161.69650653172428	CITED2;CAV1
Vasculogenesis (GO:0001570)	2/33	0.003077847146316263	0.040415664986874204	0	0	26.772849462365592	154.84144163978604	CAV1;VEGFA
Negative Regulation of Canonical Wnt Signaling Pathway (GO:0090090)	3/117	0.0031304799763545946	0.04044378163000049	0	0	11.106382978723405	64.04572311094852	SIAH2;TPBG;CAV1
Lung Development (GO:0030324)	2/34	0.003265007400933762	0.04151223695472926	0	0	25.934895833333332	148.46413612460563	ERRFI1;VEGFA
Cellular Response to Oxidative Stress (GO:0034599)	3/121	0.003441493880297341	0.043072446845596406	0	0	10.727731698521456	60.84608111150705	PRDX5;FOS;PPARGC1A
Negative Regulation of Smooth Muscle Cell Proliferation (GO:0048662)	2/36	0.0036549257227984208	0.04503993083017747	0	0	24.40686274509804	136.96349152286243	CDKN1B;PPARGC1A
Regulation of Receptor Internalization (GO:0002090)	2/37	0.0038576315924392225	0.04681761978096693	0	0	23.708333333333332	131.76384828572083	ANXA2;VEGFA
Regulation of Sprouting Angiogenesis (GO:1903670)	2/38	0.0040654672914765	0.04860357164884591	0	0	23.04861111111111	126.88782669928547	TGM2;VEGFA
Intracellular Calcium Ion Homeostasis (GO:0006874)	3/140	0.005174274872555036	0.058446952414038265	0	0	9.231091784438577	48.59298474885369	STC2;CAV1;BCL2
Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	2/43	0.005180691162792406	0.058446952414038265	0	0	20.232723577235774	106.48111760263689	EFNA1;VEGFA
Ephrin Receptor Signaling Pathway (GO:0048013)	2/43	0.005180691162792406	0.058446952414038265	0	0	20.232723577235774	106.48111760263689	EFNA1;EFNA3
Positive Regulation of Receptor-Mediated Endocytosis (GO:0048260)	2/43	0.005180691162792406	0.058446952414038265	0	0	20.232723577235774	106.48111760263689	ANXA2;VEGFA
Regulation of Cell Adhesion (GO:0030155)	3/142	0.00538205391237852	0.059875349775211036	0	0	9.097351905709475	47.53079994795231	EFNA1;TGM2;VEGFA
Negative Regulation of Wnt Signaling Pathway (GO:0030178)	3/146	0.005812549340703525	0.06242855360541038	0	0	8.841095075137629	45.5116235690624	SIAH2;TPBG;CAV1
Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	2/46	0.0059097422436154325	0.06242855360541038	0	0	18.85037878787879	96.72417883948357	CAV1;BCL2
Positive Regulation of Chemotaxis (GO:0050921)	2/46	0.0059097422436154325	0.06242855360541038	0	0	18.85037878787879	96.72417883948357	F3;VEGFA
Positive Regulation of Metabolic Process (GO:0009893)	3/147	0.005923308456942808	0.06242855360541038	0	0	8.779255319148936	45.02757253551548	CAV1;PPARGC1A;VEGFA
Regulation of Cold-Induced Thermogenesis (GO:0120161)	3/148	0.006035329465923697	0.06278310262603742	0	0	8.718268525311812	44.55144049537493	CAV1;PPARGC1A;VEGFA
Positive Regulation of Cell Differentiation (GO:0045597)	4/297	0.006419028711348809	0.06423928800361045	0	0	5.83380323490132	29.45188833143806	SLC6A6;BTG1;CCN2;VHL
Pyruvate Metabolic Process (GO:0006090)	2/48	0.0064203200925442745	0.06423928800361045	0	0	18.028985507246375	91.01549863791358	LDHC;PGAM2
Regulation of Gene Expression (GO:0010468)	8/1127	0.006448619039048695	0.06423928800361045	0	0	3.205412996297715	16.16774822939027	BTG1;NFIL3;CITED2;STC2;VHL;F3;PPARGC1A;VEGFA
Axon Guidance (GO:0007411)	3/152	0.006496107775646001	0.06423928800361045	0	0	8.482507496787091	42.72259082051396	EFNA1;EFNA3;VEGFA
Proteoglycan Biosynthetic Process (GO:0030166)	2/49	0.006682897030368853	0.0652804941625055	0	0	17.64450354609929	88.36726791367238	EXT1;B3GALT6
Blood Vessel Morphogenesis (GO:0048514)	2/51	0.00722250262714212	0.06970150125711852	0	0	16.922619047619047	83.43788300609687	CAV1;VEGFA
Cholesterol Transport (GO:0030301)	2/52	0.007499481830469069	0.07151291602625863	0	0	16.583333333333332	81.14094572244915	SCARB1;CAV1
Positive Regulation of Apoptotic Process (GO:0043065)	4/313	0.007699007925114818	0.0724738511585512	0	0	5.527226677923174	26.899153984069972	BTG1;BCL2;F3;TGM2
B Cell Differentiation (GO:0030183)	2/53	0.0077812124839393305	0.0724738511585512	0	0	16.25735294117647	78.94640668269977	TPD52;KLF6
Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046425)	2/55	0.008358830212753155	0.07695888506224458	0	0	15.642295597484276	74.83957451132376	CAV1;VHL
Sulfur Compound Biosynthetic Process (GO:0044272)	2/56	0.008654668543521428	0.07877715344728027	0	0	15.351851851851851	72.91602120992282	EXT1;B3GALT6
Heart Development (GO:0007507)	3/171	0.008968225376846163	0.08071402839161547	0	0	7.51595744680851	35.43073044803733	CDKN1B;CITED2;VEGFA
Sprouting Angiogenesis (GO:0002040)	2/58	0.00926028293931899	0.08082935549677857	0	0	14.802083333333334	69.30366021141536	JMJD6;VEGFA
Response to Reactive Oxygen Species (GO:0000302)	2/60	0.009884320404054672	0.08082935549677857	0	0	14.290229885057471	65.97521300057967	PRDX5;FOS
ATP Metabolic Process (GO:0046034)	2/62	0.010526589465425666	0.08082935549677857	0	0	13.8125	62.9000654557375	PGAM2;AK4
Regulation of Phagocytosis (GO:0050764)	2/62	0.010526589465425666	0.08082935549677857	0	0	13.8125	62.9000654557375	SCARB1;TGM2
Positive Regulation of Cell Migration (GO:0030335)	4/344	0.010636273177603494	0.08082935549677857	0	0	5.015345268542199	22.787146607753165	SCARB1;CAV1;F3;VEGFA
Canonical Wnt Signaling Pathway (GO:0060070)	2/63	0.010854501389380216	0.08082935549677857	0	0	13.585382513661202	61.44906812714711	SIAH2;CAV1
Positive Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	2/63	0.010854501389380216	0.08082935549677857	0	0	13.585382513661202	61.44906812714711	EFNA1;VEGFA
G1/S Transition of Mitotic Cell Cycle (GO:0000082)	2/64	0.01118690003742748	0.08082935549677857	0	0	13.365591397849462	60.051760195429935	CDKN1B;CCNG2
Positive Regulation of Neurogenesis (GO:0050769)	2/64	0.01118690003742748	0.08082935549677857	0	0	13.365591397849462	60.051760195429935	TGM2;VEGFA
Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	2/65	0.011523761866123172	0.08082935549677857	0	0	13.152777777777779	58.70537343689256	SIAH2;CAV1
Positive Regulation of Cell Junction Assembly (GO:1901890)	2/65	0.011523761866123172	0.08082935549677857	0	0	13.152777777777779	58.70537343689256	CAV1;VEGFA
Negative Regulation of Autophagy (GO:0010507)	2/65	0.011523761866123172	0.08082935549677857	0	0	13.152777777777779	58.70537343689256	BCL2;VHL
Macromolecule Biosynthetic Process (GO:0009059)	3/189	0.011755691339677188	0.08082935549677857	0	0	6.782429649965683	30.13716854116709	EXT1;COL5A1;TGM2
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	4/355	0.011831406350041984	0.08082935549677857	0	0	4.855444072835377	21.54359432002779	CITED2;F3;PPARGC1A;VEGFA
Regulation of miRNA Transcription (GO:1902893)	2/66	0.011865063410712947	0.08082935549677857	0	0	12.946614583333334	57.4073222604629	FOS;VEGFA
Cell Cycle G1/S Phase Transition (GO:0044843)	2/66	0.011865063410712947	0.08082935549677857	0	0	12.946614583333334	57.4073222604629	CDKN1B;CCNG2
Regulation of Cell Population Proliferation (GO:0042127)	6/769	0.011938980007620203	0.08082935549677857	0	0	3.4291075896580483	15.183905296652725	TPD52;BTG1;CDKN1B;BCL2;VHL;VEGFA
Regulation of Hormone Biosynthetic Process (GO:0046885)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	STC2
N-acetylneuraminate Catabolic Process (GO:0019262)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	NAGK
NADPH Oxidation (GO:0070995)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	PRDX5
Regulation of Mast Cell Chemotaxis (GO:0060753)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	VEGFA
Regulation of Plasma Membrane Repair (GO:1905684)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	ANXA2
Response to Cocaine (GO:0042220)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	TGM2
Cholesterol Import (GO:0070508)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	SCARB1
Response to Lithium Ion (GO:0010226)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	CDKN1B
Positive Regulation of Cholesterol Storage (GO:0010886)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	SCARB1
Positive Regulation of Gap Junction Assembly (GO:1903598)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	CAV1
Gamma-Aminobutyric Acid Import (GO:0051939)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	SLC6A6
Vascular Endothelial Growth Factor Receptor-2 Signaling Pathway (GO:0036324)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	VEGFA
Venous Blood Vessel Morphogenesis (GO:0048845)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	VEGFA
+ Reg of Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Sgnlng Pway (GO:0070426)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	NAGK
Positive Regulation of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035360)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	CITED2
Regulation of Axon Extension Involved in Axon Guidance (GO:0048841)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	VEGFA
Regulation of Blood Vessel Branching (GO:1905553)	1/5	0.012438777192772534	0.08082935549677857	0	0	101.76530612244898	446.4379351400606	VEGFA
Negative Regulation of Gene Expression (GO:0010629)	4/364	0.012871288261686096	0.08082935549677857	0	0	4.731884057971015	20.59673750232504	CITED2;STC2;VHL;VEGFA
Skin Development (GO:0043588)	2/69	0.012915373039423325	0.08082935549677857	0	0	12.365049751243781	53.77976800231812	ERRFI1;COL5A1
Positive Regulation of Endothelial Cell Proliferation (GO:0001938)	2/70	0.013274200561286012	0.08082935549677857	0	0	12.182598039215685	52.65237170003471	F3;VEGFA
Phagocytosis (GO:0006909)	2/71	0.01363735177477663	0.08082935549677857	0	0	12.005434782608695	51.56265564232933	TGM2;JMJD6
Regulation of Cell Differentiation (GO:0045595)	3/201	0.013861807993017462	0.08082935549677857	0	0	6.367504835589942	27.24411982978463	SLC6A6;CCN2;VHL
Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	2/72	0.014004803729585262	0.08082935549677857	0	0	11.833333333333334	50.50886613536219	SIAH2;BCL2
Positive Regulation of Protein Metabolic Process (GO:0051247)	3/202	0.01404639175527199	0.08082935549677857	0	0	6.33518657115364	27.02203974302383	EFNA1;EFNA3;CDKN1B
Negative Regulation of Epithelial Cell Proliferation (GO:0050680)	2/73	0.014376533555205991	0.08082935549677857	0	0	11.666079812206572	49.48935398933624	CDKN1B;CAV1
Negative Regulation of Cell Population Proliferation (GO:0008285)	4/379	0.014731626177976086	0.08082935549677857	0	0	4.539130434782609	19.14495667998926	BTG1;CDKN1B;VHL;PPARGC1A
Negative Regulation of Apoptotic Signaling Pathway (GO:2001234)	2/74	0.014752518467007555	0.08082935549677857	0	0	11.503472222222221	48.50256694786101	SIAH2;BCL2
Negative Regulation of Dendritic Spine Development (GO:0061000)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	EFNA1
Amino Sugar Catabolic Process (GO:0046348)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	NAGK
Retinal Ganglion Cell Axon Guidance (GO:0031290)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	VEGFA
Positive Regulation of Fibroblast Apoptotic Process (GO:2000271)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	BTG1
Positive Regulation of Membrane Depolarization (GO:1904181)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	DCN
Positive Regulation of Mitochondrial Calcium Ion Concentration (GO:0051561)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	TGM2
Vascular Associated Smooth Muscle Cell Development (GO:0097084)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	VEGFA
Vascular Wound Healing (GO:0061042)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	VEGFA
Glucan Catabolic Process (GO:0009251)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	PYGM
Positive Regulation of Trophoblast Cell Migration (GO:1901165)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	VEGFA
Lung Vasculature Development (GO:0060426)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	ERRFI1
Regulation of Blood-Brain Barrier Permeability (GO:1905603)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	VEGFA
Regulation of Cell Adhesion Molecule Production (GO:0060353)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	CAV1
Regulation of Cellular Response to Hypoxia (GO:1900037)	1/6	0.014908284799373634	0.08082935549677857	0	0	81.40816326530613	342.3895623444841	VHL
Regulation of DNA-templated Transcription (GO:0006355)	11/2139	0.01493476231401152	0.08082935549677857	0	0	2.3621794871794872	9.930753134470944	KLF6;BTG1;CDKN1B;NFIL3;CITED2;MAFF;FOS;VHL;PPARGC1A;JMJD6;VEGFA
Gland Development (GO:0048732)	2/75	0.015132735762129949	0.08135114996957107	0	0	11.345319634703197	47.54704276850611	CITED2;CAV1
Cellular Response to Oxygen-Containing Compound (GO:1901701)	4/384	0.015387745984985811	0.08198145390096534	0	0	4.478260869565218	18.69308398095575	PRDX5;CAV1;FOS;TGM2
Protein Stabilization (GO:0050821)	3/212	0.015969630257828295	0.08198145390096534	0	0	6.029013539651838	24.942429757967023	EFNA1;VHL;PPARGC1A
Regulation of Canonical Wnt Signaling Pathway (GO:0060828)	3/216	0.01677850105727143	0.08198145390096534	0	0	5.914593946658676	24.176830822166	SIAH2;TPBG;CAV1
Cholesterol Homeostasis (GO:0042632)	2/80	0.01709651921653639	0.08198145390096534	0	0	10.615384615384615	43.192730302148284	SCARB1;CAV1
Regulation of Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070432)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	NAGK
Nucleobase-Containing Small Molecule Interconversion (GO:0015949)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	AK4
Cellular Response to Monoamine Stimulus (GO:0071868)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	TGM2
Polysaccharide Metabolic Process (GO:0005976)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	EXT1
Coronary Vasculature Morphogenesis (GO:0060977)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	VEGFA
Detection of Molecule of Bacterial Origin (GO:0032490)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	SCARB1
Spleen Development (GO:0048536)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	CITED2
Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	PFKP
Gamma-Aminobutyric Acid Transport (GO:0015812)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	SLC6A6
Ganglioside Catabolic Process (GO:0006689)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	HEXA
Lactate Metabolic Process (GO:0006089)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	LDHC
Protein Retention in ER Lumen (GO:0006621)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	KDELR3
Natural Killer Cell Differentiation (GO:0001779)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	NFIL3
Regulation of Apoptotic Cell Clearance (GO:2000425)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	TGM2
Reg of Cardiac Muscle Cell Action Potential Inv in Reg of Contraction (GO:0098909)	1/7	0.017371741450283952	0.08198145390096534	0	0	67.83673469387755	274.9362107684438	CAV1
