Term	Ont	N	DE	P.DE	adj_pval	GOID
reproductive structure development	BP	314	9	0.000417786488017643	0.0104695696063634	GO:0048608
multicellular organismal reproductive process	BP	1004	12	0.0534742077329316	0.394731080143887	GO:0048609
system development	BP	4175	82	1.39212755261639e-19	2.60620316110823e-17	GO:0048731
anatomical structure development	BP	6107	109	1.94114234494971e-24	7.32962189165927e-22	GO:0048856
stem cell differentiation	BP	256	6	0.00990416109903942	0.127466724993877	GO:0048863
cellular developmental process	BP	4522	86	8.33359169662061e-20	1.6576406769403e-17	GO:0048869
negative regulation of immune response	BP	214	2	0.447049836861965	1	GO:0050777
positive regulation of immune response	BP	783	8	0.190742802014279	0.943674915228538	GO:0050778
response to glucocorticoid	BP	136	13	1.65501522743353e-11	1.66834521433322e-09	GO:0051384
response to other organism	BP	1624	31	4.36150884686237e-07	2.3301125681151e-05	GO:0051707
reproductive system development	BP	318	9	0.000457746541760613	0.0113056291101363	GO:0061458
regulation of response to stress	BP	1477	26	1.70427416901778e-05	0.000646811242544771	GO:0080134
response to alcohol	BP	276	4	0.13215345943607	0.721296261942146	GO:0097305
defense response to other organism	BP	1302	19	0.00228531610899214	0.0421110606088725	GO:0098542
defense response to symbiont	BP	1127	11	0.175008210462621	0.883688330164612	GO:0140546
response to ketone	BP	225	12	7.7371137765433e-08	4.774720795397e-06	GO:1901654
response to oxygen-containing compound	BP	1742	49	3.84500126988446e-17	5.90751298555076e-15	GO:1901700
metabolic process	BP	11765	162	1.94717097577018e-30	1.355596093694e-27	GO:0008152
response to xenobiotic stimulus	BP	452	13	2.17577821977988e-05	0.000798550035918552	GO:0009410
cellular response to chemical stimulus	BP	2248	64	5.7927703633695e-23	1.59322639697711e-20	GO:0070887
cellular response to xenobiotic stimulus	BP	197	4	0.0514369257025053	0.380828125889137	GO:0071466
tissue homeostasis	BP	272	13	7.93518768640865e-08	4.86997551729509e-06	GO:0001894
system process	BP	2345	40	1.42741392244654e-07	8.32458831525239e-06	GO:0003008
lipid metabolic process	BP	1388	27	1.85318250813437e-06	8.78408508855693e-05	GO:0006629
digestion	BP	144	3	0.0822669628475596	0.517431789474289	GO:0007586
regulation of lipid metabolic process	BP	343	13	1.11169450312471e-06	5.51588644557066e-05	GO:0019216
regulation of metabolic process	BP	6949	96	4.78602382867903e-13	5.49603293068616e-11	GO:0019222
digestive system process	BP	112	2	0.187459111394513	0.92887323924532	GO:0022600
homeostatic process	BP	1762	54	1.29928245514746e-20	2.95361372814031e-18	GO:0042592
primary metabolic process	BP	10156	153	6.590889569612e-32	8.6371669312833e-29	GO:0044238
multicellular organismal-level homeostasis	BP	833	31	3.89494718070059e-14	4.95837904523702e-12	GO:0048871
anatomical structure homeostasis	BP	272	13	7.93518768640865e-08	4.86997551729509e-06	GO:0060249
regulation of primary metabolic process	BP	5513	78	1.15156408963469e-10	1.04286767434478e-08	GO:0080090
neutral lipid metabolic process	BP	138	3	0.0745319926883199	0.486922595915358	GO:0006638
acylglycerol metabolic process	BP	137	3	0.0732759401336123	0.486922595915358	GO:0006639
triglyceride metabolic process	BP	110	3	0.0431881036610592	0.337950324327741	GO:0006641
catabolic process	BP	2759	72	7.11463308563188e-24	2.43845839818011e-21	GO:0009056
positive regulation of metabolic process	BP	3664	69	3.79617100596063e-15	5.45619984972844e-13	GO:0009893
regulation of catabolic process	BP	1132	31	1.02707713679839e-10	9.33927528718144e-09	GO:0009894
positive regulation of catabolic process	BP	636	17	3.09135584279564e-06	0.000140549439726125	GO:0009896
lipid catabolic process	BP	350	5	0.103021794934023	0.603978828300044	GO:0016042
positive regulation of lipid metabolic process	BP	133	6	0.000374617810469747	0.00948379043368753	GO:0045834
glycerolipid metabolic process	BP	393	4	0.301880315058352	1	GO:0046486
positive regulation of cellular process	BP	6023	101	5.44985626239601e-20	1.15630378870151e-17	GO:0048522
regulation of lipid catabolic process	BP	67	2	0.0813984231317697	0.51318991486544	GO:0050994
angiogenesis	BP	638	31	2.65995824590165e-17	4.14395453162217e-15	GO:0001525
blood vessel development	BP	819	41	3.12829000671659e-23	8.82177781894078e-21	GO:0001568
vasculature development	BP	854	42	1.67208747887965e-23	5.03388714249741e-21	GO:0001944
anatomical structure morphogenesis	BP	2801	69	2.3172853330211e-21	5.67302007132352e-19	GO:0009653
regulation of endothelial cell migration	BP	235	10	7.24134703758235e-06	0.000302125142060724	GO:0010594
positive regulation of endothelial cell migration	BP	133	7	4.62239093212903e-05	0.00155555325054336	GO:0010595
muscle cell migration	BP	115	6	0.000170704622445769	0.00482608829802898	GO:0014812
smooth muscle cell migration	BP	101	6	8.34245959888644e-05	0.00262504682124283	GO:0014909
cell migration	BP	1647	54	5.94316249987926e-22	1.53955551363151e-19	GO:0016477
regulation of cell migration	BP	1078	36	7.1950811412956e-15	9.95602594197412e-13	GO:0030334
positive regulation of cell migration	BP	600	23	5.48162364643451e-11	5.16941562756027e-09	GO:0030335
tube morphogenesis	BP	971	40	1.25913137233007e-19	2.37719734853976e-17	GO:0035239
tube development	BP	1192	45	1.39196789610725e-20	3.13234957469467e-18	GO:0035295
locomotion	BP	1369	42	5.42603588208588e-16	7.95271232770456e-14	GO:0040011
regulation of locomotion	BP	1186	38	4.27527980105138e-15	6.08369135203176e-13	GO:0040012
positive regulation of locomotion	BP	645	25	5.90356682530961e-12	6.1457785857125e-10	GO:0040017
endothelial cell migration	BP	290	12	1.16795914799402e-06	5.76935563170972e-05	GO:0043542
blood vessel morphogenesis	BP	728	34	2.17608412855593e-18	3.6178210608932e-16	GO:0048514
anatomical structure formation involved in morphogenesis	BP	1288	42	6.38095336176488e-17	9.67039993152367e-15	GO:0048646
cell motility	BP	1910	57	2.91848859716628e-21	7.06718358344244e-19	GO:0048870
circulatory system development	BP	1249	48	2.66517455353643e-22	7.15358538598609e-20	GO:0072359
regulation of cell motility	BP	1142	37	7.35353310535608e-15	1.01124697852545e-12	GO:2000145
positive regulation of cell motility	BP	629	24	2.2339057839988e-11	2.24175464215879e-09	GO:2000147
circadian rhythm	BP	206	8	0.000114237287039117	0.00342988986611515	GO:0007623
biosynthetic process	BP	8623	123	9.377269942585e-20	1.84873291841512e-17	GO:0009058
macromolecule biosynthetic process	BP	7610	101	8.89346963208429e-13	1.00065008314936e-10	GO:0009059
response to radiation	BP	439	7	0.0369586519462959	0.307053344076859	GO:0009314
response to light stimulus	BP	324	7	0.00842579063587983	0.111998665743515	GO:0009416
response to abiotic stimulus	BP	1157	43	2.07230356414662e-19	3.78416219689004e-17	GO:0009628
response to metal ion	BP	346	15	2.8298486263124e-08	1.89889661737914e-06	GO:0010038
response to zinc ion	BP	52	4	0.000500740898447049	0.0120339867697987	GO:0010043
gene expression	BP	7182	83	4.05479120196362e-07	2.18723095393088e-05	GO:0010467
regulation of hormone levels	BP	548	13	0.00015228339502525	0.00435503141767975	GO:0010817
response to purine-containing compound	BP	149	4	0.0215309934766663	0.211586886931262	GO:0014074
protein metabolic process	BP	4444	69	4.18937818009798e-11	4.00562090541729e-09	GO:0019538
response to insulin	BP	324	11	2.10988121720937e-05	0.000780796241810471	GO:0032868
response to cytokine	BP	1016	28	7.92265258420096e-10	6.58585277129959e-08	GO:0034097
protein modification process	BP	2441	39	1.10173831424908e-06	5.47868887608058e-05	GO:0036211
hormone metabolic process	BP	240	4	0.090837293196518	0.559644142099565	GO:0042445
hormone biosynthetic process	BP	67	3	0.011925646351765	0.149174368009332	GO:0042446
macromolecule metabolic process	BP	9713	119	2.49651151344085e-13	3.02267845089322e-11	GO:0043170
macromolecule modification	BP	2635	42	4.10505020644335e-07	2.20899295891655e-05	GO:0043412
response to peptide hormone	BP	494	15	2.60769049950476e-06	0.000120277699685232	GO:0043434
amide metabolic process	BP	476	10	0.00215931307079911	0.0399876779644743	GO:0043603
amide biosynthetic process	BP	174	5	0.00801038720520597	0.107244835431237	GO:0043604
response to organophosphorus	BP	134	5	0.00267012306709129	0.0474362054933491	GO:0046683
response to copper ion	BP	36	3	0.00208489148561029	0.0389331202987645	GO:0046688
response to mineralocorticoid	BP	37	3	0.00225714597891486	0.0416264057270409	GO:0051385
response to corticosterone	BP	15	3	0.0001481667252705	0.00426467481340593	GO:0051412
response to cAMP	BP	90	4	0.00383880253473384	0.0641488780697267	GO:0051591
response to calcium ion	BP	139	3	0.0757976098566479	0.491020399065543	GO:0051592
protein maturation	BP	555	10	0.00632193596677651	0.0954848064188794	GO:0051604
regulation of biological quality	BP	3081	53	5.09123209850729e-10	4.28009315813379e-08	GO:0065008
cellular response to cAMP	BP	53	2	0.0540422949419818	0.395547291698064	GO:0071320
response to peptide	BP	1031	29	2.37963177699236e-10	2.07083737218109e-08	GO:1901652
response to nitrogen compound	BP	1151	29	2.93375743379036e-09	2.31766837269438e-07	GO:1901698
cellular response to nitrogen compound	BP	702	16	4.24997409490715e-05	0.00144993756334367	GO:1901699
cellular response to oxygen-containing compound	BP	1249	32	2.64290742640482e-10	2.2909996749201e-08	GO:1901701
nucleobase-containing compound metabolic process	BP	6128	93	4.28736664991914e-15	6.08369135203176e-13	GO:0006139
RNA processing	BP	1334	4	0.98615375067414	1	GO:0006396
translation	BP	748	8	0.160923349726715	0.832054046518247	GO:0006412
regulation of translation	BP	450	6	0.100434622795244	0.592644001926239	GO:0006417
amino acid metabolic process	BP	283	2	0.59576940170825	1	GO:0006520
apoptotic process	BP	1987	61	1.75501286508165e-23	5.07890939788184e-21	GO:0006915
nervous system development	BP	2635	45	1.8626749452323e-08	1.29273122834533e-06	GO:0007399
central nervous system development	BP	1056	24	4.98270994843004e-07	2.63044578746741e-05	GO:0007417
brain development	BP	748	18	6.70911165454084e-06	0.000286170729657855	GO:0007420
cell death	BP	2056	62	1.73033224854009e-23	5.07890939788184e-21	GO:0008219
regulation of biosynthetic process	BP	5806	82	2.93546326969808e-11	2.89363941249265e-09	GO:0009889
regulation of signal transduction	BP	3179	61	1.27786292252487e-13	1.57283039712757e-11	GO:0009966
positive regulation of signal transduction	BP	1607	40	2.53671399309522e-12	2.7433453562221e-10	GO:0009967
negative regulation of signal transduction	BP	1448	36	3.92586193877491e-11	3.7861624360185e-09	GO:0009968
regulation of gene expression	BP	5517	73	1.33280510453139e-08	9.51012269886209e-07	GO:0010468
regulation of macromolecule biosynthetic process	BP	5631	76	2.18422645025874e-09	1.74409307737864e-07	GO:0010556
post-transcriptional regulation of gene expression	BP	1083	10	0.236820039654846	1	GO:0010608
regulation of cell communication	BP	3620	67	2.67592315679156e-14	3.48621146707616e-12	GO:0010646
positive regulation of cell communication	BP	1811	43	1.55336363010878e-12	1.69636445840997e-10	GO:0010647
negative regulation of cell communication	BP	1556	39	4.06222284063382e-12	4.33005743749474e-10	GO:0010648
programmed cell death	BP	2052	62	1.56264488943376e-23	4.83508372872297e-21	GO:0012501
RNA metabolic process	BP	5013	55	0.000376146466852958	0.00951168103127151	GO:0016070
cerebellum development	BP	108	3	0.0412678024047045	0.327898118136258	GO:0021549
cerebellar Purkinje cell layer development	BP	28	3	0.000997078869170965	0.0211753317896957	GO:0021680
cerebellar cortex development	BP	53	3	0.00626607833122475	0.0950770595024053	GO:0021695
metencephalon development	BP	118	4	0.00990262108791834	0.127466724993877	GO:0022037
regulation of signaling	BP	3613	68	6.814375955746e-15	9.48816672138184e-13	GO:0023051
positive regulation of signaling	BP	1812	44	3.75479426639863e-13	4.37954485166642e-11	GO:0023056
negative regulation of signaling	BP	1556	39	4.06222284063382e-12	4.33005743749474e-10	GO:0023057
hindbrain development	BP	161	4	0.0276060728716786	0.251635185178554	GO:0030902
RNA biosynthetic process	BP	4720	53	0.000282099888885247	0.00755363139974223	GO:0032774
nucleobase-containing compound biosynthetic process	BP	5128	67	1.22267419846823e-07	7.28308443675806e-06	GO:0034654
intracellular signal transduction	BP	3042	65	7.45129599623344e-17	1.12162143381141e-14	GO:0035556
regulation of apoptotic process	BP	1522	49	1.57293638647578e-19	2.92015640149229e-17	GO:0042981
negative regulation of apoptotic process	BP	912	32	7.19770296662666e-14	8.95812439611781e-12	GO:0043066
regulation of programmed cell death	BP	1567	51	1.49590586284785e-20	3.29958324876479e-18	GO:0043067
negative regulation of programmed cell death	BP	946	33	3.28758481239437e-14	4.23357308962553e-12	GO:0043069
regulation of neuron apoptotic process	BP	255	9	8.91250710839095e-05	0.00278475222104816	GO:0043523
negative regulation of neuron apoptotic process	BP	171	5	0.00746012477713549	0.101092858750015	GO:0043524
negative regulation of cellular process	BP	5647	96	3.89155813350763e-19	6.77313532017836e-17	GO:0048523
nervous system process	BP	1525	13	0.28184850341596	1	GO:0050877
neuromuscular process controlling balance	BP	55	2	0.0577130618906915	0.412093459231034	GO:0050885
neuromuscular process	BP	176	3	0.128744124606638	0.709765307593831	GO:0050905
regulation of protein metabolic process	BP	1842	34	2.4286161683424e-07	1.35941484920432e-05	GO:0051246
neuron apoptotic process	BP	309	11	1.36117236194526e-05	0.000527377354424636	GO:0051402
regulation of macromolecule metabolic process	BP	6415	82	4.66884538116974e-09	3.5743140000584e-07	GO:0060255
head development	BP	798	20	1.08596586390243e-06	5.41233725190565e-05	GO:0060322
signal transduction by p53 class mediator	BP	165	7	0.000178538407059033	0.00502206898038022	GO:0072331
nucleic acid metabolic process	BP	5558	59	0.000509311246023082	0.0122136016565148	GO:0090304
nucleic acid biosynthetic process	BP	4829	56	7.33832899452518e-05	0.0023321439848792	GO:0141187
regulation of signal transduction by p53 class mediator	BP	106	2	0.172292467124651	0.874534423012753	GO:1901796
negative regulation of signal transduction by p53 class mediator	BP	36	2	0.0266981446400195	0.251386841204714	GO:1901797
regulation of intracellular signal transduction	BP	2028	45	4.24990353126566e-12	4.50854051759697e-10	GO:1902531
negative regulation of intracellular signal transduction	BP	736	19	1.32639624859008e-06	6.40986022257915e-05	GO:1902532
positive regulation of intracellular signal transduction	BP	1123	31	8.4343839399493e-11	7.79673051511164e-09	GO:1902533
temperature homeostasis	BP	184	9	6.86231634398656e-06	0.000288995621004409	GO:0001659
response to hypoxia	BP	313	31	2.09464791866208e-26	1.01444709417291e-23	GO:0001666
peptide secretion	BP	257	7	0.0024202867198268	0.0441330481532482	GO:0002790
regulation of peptide secretion	BP	207	7	0.000699825217341373	0.0160068852073215	GO:0002791
positive regulation of peptide secretion	BP	115	4	0.00906732995208744	0.118824692160355	GO:0002793
muscle system process	BP	467	15	1.30872496019606e-06	6.33821188331475e-05	GO:0003012
circulatory system process	BP	624	20	2.15949211064119e-08	1.48944784027444e-06	GO:0003013
organic acid metabolic process	BP	918	45	3.88246651757598e-25	1.57839440384783e-22	GO:0006082
transport	BP	4429	62	3.7160501446643e-08	2.41359081990762e-06	GO:0006810
muscle contraction	BP	359	12	1.03653830343478e-05	0.000418333339201449	GO:0006936
regulation of muscle contraction	BP	175	5	0.00819990586880539	0.109322263881057	GO:0006937
smooth muscle contraction	BP	110	3	0.0431881036610592	0.337950324327741	GO:0006939
regulation of smooth muscle contraction	BP	63	3	0.0100904235820682	0.129639248305256	GO:0006940
cell surface receptor signaling pathway	BP	2850	62	2.18743828752067e-16	3.22726822313812e-14	GO:0007166
cell-cell signaling	BP	1337	25	9.12656248218069e-06	0.000374441176755104	GO:0007267
chemical synaptic transmission	BP	769	10	0.0471575650567852	0.361767462811752	GO:0007268
behavior	BP	672	14	0.000322641747841188	0.0083482147019814	GO:0007610
locomotory behavior	BP	215	4	0.0665197029062698	0.454997218712274	GO:0007626
blood circulation	BP	540	17	3.3267519540919e-07	1.82996000082122e-05	GO:0008015
protein localization	BP	2556	35	0.000108890450998182	0.00330584078606185	GO:0008104
regulation of blood pressure	BP	194	8	7.52872245380718e-05	0.00238924328811847	GO:0008217
protein secretion	BP	372	9	0.00138087840340206	0.0274916971143798	GO:0009306
hormone transport	BP	331	8	0.0025405320880207	0.0459399138449068	GO:0009914
response to iron ion	BP	29	2	0.0177674075814354	0.191681504164271	GO:0010039
protein transport	BP	1437	19	0.00656389233066926	0.0966087669353541	GO:0015031
organic anion transport	BP	464	9	0.00593776589602692	0.0909157261775563	GO:0015711
peptide transport	BP	283	7	0.00411194110777742	0.0677057087945789	GO:0015833
organic acid transport	BP	357	6	0.0417410822648185	0.328705489818178	GO:0015849
organic hydroxy compound transport	BP	291	4	0.151305627279292	0.795935481588684	GO:0015850
organic acid biosynthetic process	BP	334	7	0.00985387849717007	0.126966284071692	GO:0016053
organic acid catabolic process	BP	242	5	0.0290157400006237	0.258772079957524	GO:0016054
phenol-containing compound metabolic process	BP	115	2	0.19511130981927	0.960382182976956	GO:0018958
carboxylic acid metabolic process	BP	888	43	8.40946841839126e-24	2.83857783977152e-21	GO:0019752
signal release	BP	496	10	0.00290030425115934	0.0509164524092418	GO:0023061
peptide hormone secretion	BP	250	7	0.00207363024406166	0.0388553051236253	GO:0030072
insulin secretion	BP	207	6	0.00361619231838821	0.061450444293709	GO:0030073
adult behavior	BP	152	2	0.291284416271787	1	GO:0030534
positive regulation of insulin secretion	BP	88	3	0.0245442195698161	0.234978995950306	GO:0032024
monocarboxylic acid metabolic process	BP	629	37	2.26965303816933e-23	6.4824782544021e-21	GO:0032787
regulation of localization	BP	2080	37	1.64247120563377e-07	9.45503191708247e-06	GO:0032879
regulation of protein localization	BP	908	16	0.000763418973121747	0.0170105173119887	GO:0032880
regulation of organic acid transport	BP	78	2	0.105238705614117	0.615194931427786	GO:0032890
secretion by cell	BP	855	16	0.000400728047193545	0.0100874795879975	GO:0032940
macromolecule localization	BP	3035	42	1.49423287354985e-05	0.00057493126005084	GO:0033036
response to nicotine	BP	53	2	0.0540422949419818	0.395547291698064	GO:0035094
establishment of protein localization to extracellular region	BP	375	9	0.00145909735519511	0.0288427425723485	GO:0035592
response to decreased oxygen levels	BP	327	31	8.01976303177501e-26	3.50322119258595e-23	GO:0036293
regulation of membrane potential	BP	463	6	0.110981730130599	0.638381353950295	GO:0042391
amide transport	BP	328	7	0.00897738740163237	0.117715265764312	GO:0042886
response to alkaloid	BP	101	2	0.1598201814186	0.827804038621934	GO:0043279
oxoacid metabolic process	BP	911	45	2.83530812758496e-25	1.19179234842147e-22	GO:0043436
regulation of system process	BP	588	12	0.00102548581365859	0.0216137870924182	GO:0044057
cellular catabolic process	BP	321	9	0.000489736336948966	0.0118205266679838	GO:0044248
small molecule metabolic process	BP	1775	65	1.83925768882284e-29	1.07828902083145e-26	GO:0044281
small molecule catabolic process	BP	370	21	2.5566318915898e-13	3.07873758274797e-11	GO:0044282
small molecule biosynthetic process	BP	609	27	3.2591182888547e-14	4.22131611855262e-12	GO:0044283
establishment of protein localization	BP	1731	24	0.00123186425658689	0.0252561173301168	GO:0045184
positive regulation of muscle contraction	BP	51	2	0.0504587444360097	0.373834356017767	GO:0045933
carboxylic acid biosynthetic process	BP	331	7	0.00940815576294044	0.122426924116114	GO:0046394
carboxylic acid catabolic process	BP	242	5	0.0290157400006237	0.258772079957524	GO:0046395
hormone secretion	BP	320	8	0.00206324550360376	0.0387236590811158	GO:0046879
regulation of hormone secretion	BP	262	8	0.000576741689804081	0.0136103803908165	GO:0046883
positive regulation of hormone secretion	BP	146	5	0.00385578371632161	0.0642476811011315	GO:0046887
secretion	BP	996	23	6.68411493441643e-07	3.43900028888982e-05	GO:0046903
carboxylic acid transport	BP	356	6	0.0412714597111916	0.327898118136258	GO:0046942
regulation of protein secretion	BP	273	8	0.000753915244016834	0.0168801244283488	GO:0050708
positive regulation of protein secretion	BP	150	5	0.00432348470783717	0.0704083277201729	GO:0050714
regulation of insulin secretion	BP	174	6	0.00152181152405704	0.029896752321819	GO:0050796
regulation of secretion	BP	625	14	0.000154408180040347	0.0044044883930075	GO:0051046
positive regulation of secretion	BP	321	10	0.000102355305411289	0.00314086982638112	GO:0051047
negative regulation of secretion	BP	174	3	0.125606613488206	0.696573726680987	GO:0051048
regulation of transport	BP	1666	29	6.54287157952051e-06	0.000279773691072088	GO:0051049
positive regulation of transport	BP	864	17	0.000146857938621233	0.00426467481340593	GO:0051050
negative regulation of transport	BP	466	10	0.00185089015070721	0.0352729946770362	GO:0051051
localization	BP	5366	72	9.79791465771614e-09	7.11003070829316e-07	GO:0051179
positive regulation of protein transport	BP	257	5	0.0361654869150951	0.301532454152129	GO:0051222
regulation of protein transport	BP	449	8	0.0148509907677836	0.167096147638729	GO:0051223
establishment of localization	BP	4748	64	8.53336178095615e-08	5.19415939224429e-06	GO:0051234
regulation of multicellular organismal process	BP	3119	67	1.53703160809297e-17	2.44585644036395e-15	GO:0051239
positive regulation of multicellular organismal process	BP	1717	45	1.27630749443787e-14	1.74439131049613e-12	GO:0051240
cellular localization	BP	3443	45	2.89589813145524e-05	0.00103888596735201	GO:0051641
regulation of cellular localization	BP	1021	20	4.00775218211176e-05	0.00137893935677645	GO:0060341
regulation of establishment of protein localization	BP	547	9	0.0161410300207915	0.177926703019887	GO:0070201
response to oxygen levels	BP	355	32	6.01121990762825e-26	2.67835914204284e-23	GO:0070482
cellular macromolecule localization	BP	2569	36	5.32424283194441e-05	0.0017392006130507	GO:0070727
protein localization to extracellular region	BP	383	9	0.00168524386830189	0.0328588418431201	GO:0071692
nitrogen compound transport	BP	1918	22	0.0169881531758946	0.185207490712633	GO:0071705
regulation of peptide transport	BP	209	7	0.000740519258539234	0.0166135831236023	GO:0090087
regulation of muscle system process	BP	256	7	0.00236820724391147	0.0433393816684012	GO:0090257
regulation of peptide hormone secretion	BP	204	7	0.000642127542418137	0.014808817173904	GO:0090276
positive regulation of peptide hormone secretion	BP	113	4	0.0085368530195328	0.113204768791162	GO:0090277
anterograde trans-synaptic signaling	BP	769	10	0.0471575650567852	0.361767462811752	GO:0098916
synaptic signaling	BP	806	10	0.0608157903774387	0.426935033410193	GO:0099536
trans-synaptic signaling	BP	775	10	0.0492164787020646	0.366091723714389	GO:0099537
