GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR	Symbol
GO:0016310	phosphorylation	1367	72	36.76	5.2e-08	7.28614545454546e-05	RASGRP1, CDK2, CDKN1A, CDKN1B, CDKN1C, CDKN2B, STK25, CLP1, CHKA, CMPK2, DGUOK, DUSP1, EFNA1, EGFR, MARK2, AK1, AK4, GALK1, GTF2H1, GUK1, HCLS1, HK1, HNRNPU, DNAJA1, IGFBP3, CCN1, IL6, INHA, LYN, ARRB2, MAP3K1, MIF, NME1, NME3, NME4, NPR2, NTRK3, AK3, PCK1, PDGFB, PDK1, PDK3, PFKFB3, PFKL, PFKP, PGK1, PHKG1, PIM1, PKLR, PLAUR, ERRFI1, NAGK, PRKACA, PRKCA, PRKCD, RET, SDCBP, BMP2, TARBP2, TFRC, TK2, TNFAIP3, TP53, TSG101, TYRO3, VEGFA, CAV1, IRS2, HYAL2, FGF18, CCND3, CCNE1
GO:0006289	nucleotide-excision repair	83	21	2.23	2.2e-07	0.000282571666666667	CETN2, POLD3, ERCC8, DDB1, DDB2, ERCC1, ERCC2, ERCC3, ERCC4, ERCC5, POLL, GTF2H1, GTF2H3, GTF2H5, POLD1, POLR2I, RAD52, RPA2, RPA3, TP53, XPC
GO:0006002	fructose 6-phosphate metabolic process	13	6	0.35	5.4e-07	0.000640232307692308	FBP1, GPI, HK1, HK2, PFKL, PFKP
GO:0006287	base-excision repair, gap-filling	14	6	0.38	9.2e-07	0.00101285428571429	FEN1, POLL, LIG1, PCNA, POLB, POLD1
GO:1902895	positive regulation of miRNA transcription	56	10	1.51	2.1e-06	0.00215782	EGFR, ETS1, FOXO3, FOS, NR3C1, IL6, JUN, PDGFB, BMP2, TP53
GO:0009410	response to xenobiotic stimulus	450	41	12.1	3.3e-06	0.00317893125	ADA, CDKN1A, CDKN1B, CCNO, PLIN2, CYP1A1, EGFR, EPHX1, FBP1, FOXO3, FMO1, FOS, FOSB, FOSL2, GUK1, ACAA1, IGFBP2, KCNH2, LOX, LYN, PNP, GAL, PCNA, PDE4B, ABCB1, ERRFI1, BAK1, BCL2, RET, RORA, SOD2, SULT1A1, TFRC, TP53, TYMS, UMPS, XPC, CXCR4, CYB5B, CASP3, NAT1
GO:0035988	chondrocyte proliferation	26	7	0.7	4.1e-06	0.00371725294117647	CCN2, EXT1, FOSL2, MMP14, NPR2, ERRFI1, STC1
GO:0006383	transcription by RNA polymerase III	62	15	1.67	5.1e-06	0.00429941578947368	SNAPC5, POLR3C, PRDX5, POLR1D, POLR2E, POLR2F, POLR2H, POLR2K, BRF2, SNAPC4, ELL, POLR3GL, DDX21, GTF3C5, POLR1C
GO:0032496	response to lipopolysaccharide	353	27	9.49	5.3e-06	0.00429941578947368	CNP, CMPK2, ADM, CYP1A1, FMO1, FOS, FOSL2, NOCT, GCH1, GPX4, CXCL2, NR4A1, IL6, LYN, MIF, NFKBIA, SERPINE1, PCK1, PDE4B, PRKCA, SELENOW, SOD2, TNFAIP3, ZFP36, CASP3, SCARB1, AKAP12
GO:0009650	UV protection	12	5	0.32	9.3e-06	0.007167045	ERCC1, ERCC2, ERCC3, ERCC4, FEN1
GO:0034244	negative regulation of transcription elongation by RNA polymerase II	20	6	0.54	1.0e-05	0.00733952380952381	NELFB, HNRNPU, NELFCD, SUPT4H1, VHL, NELFE
GO:0090200	positive regulation of release of cytochrome c from mitochondria	21	6	0.56	1.4e-05	0.00980827272727273	BCL2L11, FAM162A, PLAUR, BAK1, BID, TP53
GO:0006166	purine ribonucleoside salvage	7	4	0.19	1.7e-05	0.0109175416666667	HPRT1, APRT, PNP, PGM2
GO:0006362	transcription elongation by RNA polymerase I	7	4	0.19	1.7e-05	0.0109175416666667	ERCC2, GTF2H5, POLR1D, POLR2E
GO:0009142	nucleoside triphosphate biosynthetic process	122	12	3.28	1.9e-05	0.01171388	CMPK2, ENO1, AK1, AK4, ALDOA, IMPDH2, LDHC, NME1, NME3, NME4, AK3, TYMS
GO:0006979	response to oxidative stress	404	36	10.86	2.4e-05	0.0142273846153846	PPIF, STK25, PPARGC1A, ERCC8, EGFR, ERCC1, ERCC2, ERCC3, FOXO3, FOS, PRDX5, GCH1, GPX3, GPX4, ERO1A, HMOX1, IL6, RHOB, MMP14, RRM2B, PCNA, ATP7A, ANKZF1, BRF2, PRKCD, BAK1, RAD52, BCL2, SOD2, TNFAIP3, TP53, CYB5B, CASP3, STC2, HYAL2, RBX1
GO:0060261	positive regulation of transcription initiation by RNA polymerase II	63	10	1.69	2.6e-05	0.0148421481481481	NKX2-5, ERCC1, GTF2A2, NFKBIA, TAF6, TAF9, TAF10, TAF12, TAF13, TP53
GO:0015949	nucleobase-containing small molecule interconversion	8	4	0.22	3.3e-05	0.0169543	AK1, AK4, GLRX, GUK1
GO:0042789	mRNA transcription by RNA polymerase II	47	8	1.26	3.2e-05	0.0169543	NCBP2, ANXA2, RXRB, TAF6, TAF9, TAF10, TAF12, TAF13
GO:1901990	regulation of mitotic cell cycle phase transition	368	21	9.9	3.1e-05	0.0169543	CDK2, CDKN1A, CDKN1B, CDKN2B, ZWINT, CYP1A1, DDB1, DUSP1, EGFR, ERCC2, ERCC3, HSPA2, RRM2B, BCL2, RPA2, BID, TP53, XPC, IER3, CCND3, CCNE1
GO:0035902	response to immobilization stress	28	7	0.75	4.2e-05	0.0202295625	CYP1A1, ERCC1, FOXO3, FOS, GPI, GAL, SOD2
GO:0046697	decidualization	25	6	0.67	4.2e-05	0.0202295625	PARP2, CITED2, JUNB, STC1, BSG, STC2
GO:0042149	cellular response to glucose starvation	49	8	1.32	4.4e-05	0.0205506666666667	CHKA, PLIN2, FOXO3, HSPA5, ASNS, BCL2, SLC2A1, TP53
GO:0006283	transcription-coupled nucleotide-excision repair	10	5	0.27	5.8e-05	0.0241609189189189	ERCC8, ERCC2, ERCC3, ERCC5, POLR2I
GO:0006360	transcription by RNA polymerase I	73	13	1.96	5.5e-05	0.0241609189189189	ERCC2, CAVIN1, GTF2H1, POLR1H, GTF2H5, POLR1D, POLR2E, POLR2F, POLR2H, POLR2K, TAF1C, DDX21, POLR1C
GO:0035914	skeletal muscle cell differentiation	80	12	2.15	5.7e-05	0.0241609189189189	PPIF, CITED2, B4GALNT2, FOS, MAFF, GPC1, NR4A1, ATF3, BTG2, SAP30, LARGE1, GTF3C5
GO:0051156	glucose 6-phosphate metabolic process	29	6	0.78	5.8e-05	0.0241609189189189	ALDOB, GCK, GPI, HK1, HK2, TP53
GO:0045944	positive regulation of transcription by RNA polymerase II	1259	67	33.86	6.6e-05	0.0267699473684211	CITED2, CEBPG, PPARGC1A, KLF6, NKX2-5, DCN, DDIT3, EGFR, ERCC1, ETS1, NCBP2, ZNF292, FOXO3, JMJD6, FOS, FOSB, FOSL2, MAFF, AGO2, NR3C1, GTF2A2, GTF2F1, ANXA2, HCLS1, NR4A1, ONECUT1, HNRNPU, HOXB9, HSPA5, CCN1, RBPJ, IL6, IRF1, JUN, JUNB, EPCAM, SMAD5, MSX1, ATF3, NFKBIA, PCK1, GAL, PLAC8, PKP1, KDM3A, PSMC3, RORA, RXRB, BMP2, SUPT4H1, SUPT5H, TAF6, TAF9, TAF10, TAF12, TAF13, TGFB3, TP53, VEGFA, NELFE, ELL, KLF7, HYAL2, SQSTM1, DDX21, LHX2, CDC5L
GO:0006272	leading strand elongation	4	3	0.11	7.6e-05	0.0292847	PCNA, POLE3, POLA1
GO:0006290	pyrimidine dimer repair	8	5	0.22	7.5e-05	0.0292847	DDB2, ERCC1, POLB, POLH, XPC
GO:0051384	response to glucocorticoid	134	21	3.6	7.8e-05	0.0293222926829268	BCL2L11, CDKN1A, CDO1, ADM, EGFR, FOXO3, FOS, FOSB, FOSL2, NR3C1, HNRNPU, IGFBP2, IL6, PCK1, PCNA, DDIT4, BCL2, STC1, TYMS, ZFP36, CASP3
GO:0048536	spleen development	40	7	1.08	8.4e-05	0.0301091162790698	BCL2L11, CDKN2B, CITED2, NKX2-5, ONECUT1, POLB, BCL2
GO:0070374	positive regulation of ERK1 and ERK2 cascade	196	16	5.27	8.4e-05	0.0301091162790698	CAVIN3, CCN2, EGFR, GCNT2, ICAM1, ARRB2, MIF, PDGFB, PRKCA, ACKR3, BMP2, TPBG, VEGFA, NELFE, FGF18, AKAP12
GO:0006183	GTP biosynthetic process	10	4	0.27	9.5e-05	0.0325385555555556	IMPDH2, NME1, NME3, NME4
GO:0070922	RISC complex assembly	10	4	0.27	9.5e-05	0.0325385555555556	CLP1, AGO4, AGO2, TARBP2
GO:0043525	positive regulation of neuron apoptotic process	70	9	1.88	0.00010	0.0327936170212766	BCL2L11, DDIT3, FOXO3, GCH1, NR3C1, TP53, CASP3, CASP6, CDC34
GO:0071466	cellular response to xenobiotic stimulus	197	20	5.3	0.00010	0.0327936170212766	ADA, CYP1A1, EGFR, EPHX1, FBP1, FMO1, GUK1, ACAA1, KCNH2, PCNA, PDE4B, ABCB1, RORA, SULT1A1, TFRC, TP53, UMPS, CXCR4, CYB5B, NAT1
GO:0006006	glucose metabolic process	197	37	5.3	0.00011	0.0353214583333333	PPARGC1A, DDB1, ENO1, ENO2, ENO3, FBP1, ALDOB, ALDOC, SLC37A4, GAA, GAPDH, GAPDHS, GCK, GPI, NR3C1, HK1, HK2, ONECUT1, IGFBP3, ATF3, PCK1, PDK1, PDK3, PFKL, PFKP, PGAM2, PGK1, PGM1, ERRFI1, PGM2, PRKACA, RORA, BRS3, TP53, TPI1, TKTL1, IRS2
GO:0001701	in utero embryonic development	403	28	10.84	0.00012	0.0369912	ADA, BCL2L11, CDKN1A, CITED2, TMED2, POLG2, ADM, DAD1, EGFR, ERCC2, MAFF, GPI, CCN1, RBPJ, JUNB, MGAT1, MSX1, MYH9, FURIN, PDGFB, ATP7A, POLB, BMP2, TAF10, TGFB3, TP53, VEGFA, ELL
GO:0007595	lactation	42	7	1.13	0.00012	0.0369912	CDO1, HK2, NME1, ATP7A, UMPS, VEGFA, CAV1
GO:0006000	fructose metabolic process	14	5	0.38	0.00015	0.0436216981132075	FBP1, ALDOA, ALDOB, ALDOC, PFKFB3
GO:0070914	UV-damage excision repair	13	5	0.35	0.00015	0.0436216981132075	POLD3, DDB1, DDB2, ERCC1, XPC
GO:1904628	cellular response to phorbol 13-acetate 12-myristate	11	4	0.3	0.00015	0.0436216981132075	FBP1, FOS, PCK1, BTG2
GO:0007565	female pregnancy	189	20	5.08	0.00016	0.0448378181818182	PARP2, CITED2, TMED2, ADM, FKBP4, FOS, FOSB, AGO2, IGFBP2, JUNB, ATP7A, ERRFI1, BCL2, SLC2A1, STC1, BSG, TGFB3, UMPS, VEGFA, STC2
GO:0032570	response to progesterone	44	7	1.18	0.00016	0.0448378181818182	FOS, FOSB, GPI, ERRFI1, TGFB3, TYMS, CAV1
GO:0006172	ADP biosynthetic process	5	3	0.13	0.00019	0.04575734375	AK1, AK4, AK3
GO:0006298	mismatch repair	32	6	0.86	0.00018	0.04575734375	POLD3, LIG1, PCNA, RPA2, RPA3, XPC
GO:0032263	GMP salvage	5	3	0.13	0.00019	0.04575734375	ADA, HPRT1, APRT
GO:0032264	IMP salvage	5	3	0.13	0.00019	0.04575734375	AMPD3, HPRT1, APRT
GO:0043065	positive regulation of apoptotic process	570	45	15.33	0.00017	0.04575734375	BCL2L11, BCAP31, OLFM1, ADM, CTSV, DDIT3, GSDME, ERCC3, FOXO3, FAM162A, GCH1, NR3C1, HMOX1, NR4A1, DNAJA1, IGFBP3, CCN1, IL6, JUN, RHOB, LYN, MSX1, ATF3, GAL, PRKCD, BAK1, BCL2, RET, BID, BMP2, SOD2, BNIP3L, TAF6, BTG1, TGFB3, TGM2, TP53, CASP3, CASP6, SRPX, CAV1, HYAL2, SQSTM1, AKAP12, CDC34
GO:0044209	AMP salvage	5	3	0.13	0.00019	0.04575734375	ADA, HPRT1, APRT
GO:0045786	negative regulation of cell cycle	419	27	11.27	0.00018	0.04575734375	CDK2, CDKN1A, CDKN1B, CDKN1C, CDKN2B, BTG3, ZWINT, DUSP1, EGFR, ETS1, H2AX, NR4A1, INHA, RHOB, LYN, NPR2, RAD51, BCL2, RPA2, BMP2, TAF6, TNFAIP3, TP53, XPC, CASP3, IER3, CDC5L
GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	66	9	1.77	0.00018	0.04575734375	BCL2L11, DDIT3, PPP1R15A, GRINA, ERO1A, BAK1, BCL2, TMBIM6, TP53
GO:1902961	positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	5	3	0.13	0.00019	0.04575734375	EFNA1, EFNA3, LYN
GO:0030324	lung development	198	20	5.32	0.00024	0.0569095384615385	ADA, CLCN2, CCN2, EDN2, EGFR, EXT1, JMJD6, FOSL2, GPC3, ANXA2, RBPJ, LOX, MMP14, ATP7A, ERRFI1, SRSF6, BMP2, TGFB3, VEGFA, FGF18
GO:0007507	heart development	627	37	16.86	0.00025	0.0583825757575758	PARP2, CDKN1A, CDKN1B, CITED2, OLFM1, TMED2, COL2A1, COL5A1, ADM, NKX2-5, EFNA1, EGFR, EXT1, JMJD6, GAA, GPC3, PDLIM3, GYS1, HNRNPU, NDST1, CCN1, RBPJ, LOX, ARRB2, SMAD5, MSX1, NTRK3, PCNA, PDGFB, PIM1, SHOX2, BMP2, SOD2, TP53, VEGFA, CASP3, LARGE1
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	65	9	1.75	0.00027	0.0621120895522388	BCL2L11, BCAP31, DDIT3, GSDME, MSX1, BID, TAF6, TP53, CAV1
GO:0006282	regulation of DNA repair	226	14	6.08	0.00030	0.0651253521126761	CEBPG, ERCC8, EGFR, H2AX, PCNA, POLH, RAD51, RAD52, RPA2, TAF6, TAF9, TAF10, TAF12, IER3
GO:0006941	striated muscle contraction	194	15	5.22	0.00029	0.0651253521126761	NKX2-5, DTNA, ALDOA, NEDD4L, GAA, NR4A1, KCNH2, SMAD5, PDE4B, PGAM2, PRKACA, STC1, CXCR4, CAV1, LARGE1
GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	13	4	0.35	0.00030	0.0651253521126761	AGO2, POLR2G, ZFP36, BTG2
GO:0072655	establishment of protein localization to mitochondrion	125	9	3.36	0.00030	0.0651253521126761	BCAP31, DDIT3, HK1, HK2, DNAJA1, RALA, BID, BNIP3L, GRPEL1
GO:0045732	positive regulation of protein catabolic process	213	14	5.73	0.00034	0.0727836111111111	BCAP31, CDKN1B, DDB1, NEDD4L, TIPARP, GPC3, FURIN, VPS28, PSMC3, TNFAIP3, C4BPB, CAV1, IER3, RBX1
GO:0046033	AMP metabolic process	23	8	0.62	0.00035	0.0738979452054794	ADA, AK1, AK4, AMPD3, HPRT1, APRT, AK3, PPAT
GO:0046686	response to cadmium ion	50	9	1.34	0.00037	0.077065	CDKN1B, ERCC1, GPI, HMOX1, MT1E, MT2A, PCNA, ATP7A, SOD2
GO:0005978	glycogen biosynthetic process	46	7	1.24	0.00041	0.0842577333333333	GBE1, GCK, GYS1, PPP1R3C, PGM2, UGP2, IRS2
GO:0000122	negative regulation of transcription by RNA polymerase II	936	43	25.17	0.00045	0.0912611842105263	CDK2, CITED2, NKX2-5, DDIT3, EFNA1, ENO1, FBP1, FOXO3, FOSB, MAFF, NR3C1, HCLS1, HNRNPU, DNAJB1, RBPJ, JUN, SMAD5, MSX1, MXI1, ATF3, NFIL3, NFX1, PCNA, POLE3, SDCBP, SHOX2, BMP2, SUPT4H1, SUPT5H, TP53, TSG101, VEGFA, VHL, ZFP36, BTG2, NELFE, BHLHE40, CAV1, KLF7, SAP30, SQSTM1, CCND3, CCNE1
GO:0001570	vasculogenesis	86	9	2.31	0.00051	0.102086103896104	CITED2, ADM, NKX2-5, TIPARP, JUNB, NPR2, ACKR3, VEGFA, CAV1
GO:0007179	transforming growth factor beta receptor signaling pathway	250	19	6.72	0.00052	0.102753333333333	CDKN1C, CDKN2B, CITED2, FOS, GCNT2, ERO1A, ONECUT1, HSPA5, JUN, LOX, ARRB2, SMAD5, FURIN, SDCBP, BMP2, TGFB3, TP53, SAP30, TGFBRAP1
GO:0000731	DNA synthesis involved in DNA repair	42	9	1.13	0.00054	0.105354683544304	POLD3, RRM2B, PCNA, POLA1, POLD1, POLH, POLD4, REV3L, RFC3
GO:0006809	nitric oxide biosynthetic process	81	6	2.18	0.00056	0.105848313253012	GCH1, RORA, SOD2, SPR, CYB5B, CAV1
GO:0010460	positive regulation of heart rate	26	5	0.7	0.00057	0.105848313253012	ADA, ADM, EDN2, GCH1, TACR3
GO:0046716	muscle cell cellular homeostasis	26	5	0.7	0.00057	0.105848313253012	ALDOA, GAA, LOX, CAV1, LARGE1
GO:0055093	response to hyperoxia	20	5	0.54	0.00055	0.105848313253012	CDKN1A, CYP1A1, POLB, SOD2, CAV1
GO:0006269	DNA replication, synthesis of primer	7	3	0.19	0.00062	0.113762619047619	POLA2, POLA1, PRIM1
GO:0006261	DNA-templated DNA replication	164	24	4.41	0.00064	0.116050823529412	CDK2, POLD3, POLG2, FEN1, POLA2, LIG1, RRM2B, PCNA, POLE3, POLA1, POLB, POLD1, PRIM1, POLE4, POLD4, WIZ, RAD51, REV3L, RFC2, RFC3, RFC4, RFC5, CCNE1, CDC34
GO:0030199	collagen fibril organization	72	8	1.94	0.00068	0.116814315789474	COL2A1, COL5A1, EXT1, ERO1A, ANXA2, LOX, P4HA1, ATP7A
GO:0032804	negative regulation of low-density lipoprotein particle receptor catabolic process	2	2	0.05	0.00072	0.116814315789474	ANXA2, FURIN
GO:0043103	hypoxanthine salvage	2	2	0.05	0.00072	0.116814315789474	ADA, HPRT1
GO:0071460	cellular response to cell-matrix adhesion	2	2	0.05	0.00072	0.116814315789474	CDKN1A, CDKN2B
GO:0072138	mesenchymal cell proliferation involved in ureteric bud development	2	2	0.05	0.00072	0.116814315789474	GPC3, BMP2
GO:1904030	negative regulation of cyclin-dependent protein kinase activity	25	4	0.67	0.00072	0.116814315789474	CDKN1A, CDKN1B, CDKN1C, TNFAIP3
GO:1905179	negative regulation of cardiac muscle tissue regeneration	2	2	0.05	0.00072	0.116814315789474	CDKN1A, CDKN1B
GO:1905856	negative regulation of pentose-phosphate shunt	2	2	0.05	0.00072	0.116814315789474	ALDOB, TP53
GO:1990823	response to leukemia inhibitory factor	105	9	2.82	0.00071	0.116814315789474	EXT1, FOSL2, HK2, HNRNPU, ICAM1, PFKP, KDM3A, TFRC, RNMT
GO:2000397	positive regulation of ubiquitin-dependent endocytosis	2	2	0.05	0.00072	0.116814315789474	VPS28, TSG101
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	16	4	0.43	0.00073	0.117203020833333	VPS37D, VPS28, TSG101, VPS37B
GO:0001782	B cell homeostasis	36	8	0.97	0.00079	0.124247653061224	ADA, BCL2L11, LYN, MIF, BAK1, BCL2, TNFAIP3, CASP3
GO:0048662	negative regulation of smooth muscle cell proliferation	70	9	1.88	0.00079	0.124247653061224	CDKN1A, CDKN1B, PPARGC1A, HMOX1, IGFBP3, BMP2, SOD2, TGFB3, TNFAIP3
GO:0010165	response to X-ray	28	5	0.75	0.00081	0.126106363636364	CDKN1A, ERCC8, ERCC1, TP53, CASP3
GO:0045766	positive regulation of angiogenesis	189	15	5.08	0.00082	0.1263866	ADM, ETS1, F3, AGO2, HK2, HMOX1, RHOB, SERPINE1, ANGPTL4, PRKCA, BTG1, TGM2, VEGFA, CXCR4, FGF18
GO:0035264	multicellular organism growth	158	13	4.25	0.00086	0.131239405940594	TMED2, ERCC1, ERCC2, EXT1, FOSL2, GPX4, NPR2, PLAC8, BCL2, TAF10, TP53, STC2, LARGE1
GO:0043388	positive regulation of DNA binding	37	5	1	0.00093	0.139165922330097	CEBPG, GTF2B, NME1, PLAUR, EDF1
GO:0090399	replicative senescence	17	4	0.46	0.00093	0.139165922330097	CDKN1A, ERCC1, SERPINE1, TP53
GO:0043407	negative regulation of MAP kinase activity	41	6	1.1	0.00095	0.140791826923077	DUSP1, DNAJA1, LYN, PRKCD, BMP2, HYAL2
GO:0006271	DNA strand elongation involved in DNA replication	15	7	0.4	0.00096	0.140918857142857	POLD3, LIG1, PCNA, POLE3, POLA1, RFC3, RFC4
GO:0006228	UTP biosynthetic process	8	3	0.22	0.00098	0.141165794392523	NME1, NME3, NME4
GO:0015014	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	8	3	0.22	0.00098	0.141165794392523	EXT1, NDST1, NDST2
GO:0006260	DNA replication	278	34	7.48	0.00109	0.15555712962963	CDK2, CDKN1A, CDKN1B, POLD3, POLG2, DUT, EGFR, FEN1, POLA2, POLL, LIG1, RRM2B, PCNA, POLE3, POLA1, POLB, POLD1, POLH, PRIM1, POLE4, POLD4, WIZ, RAD51, REV3L, RFC2, RFC3, RFC4, RFC5, RPA2, RPA3, SSRP1, TP53, CCNE1, CDC34
GO:0030316	osteoclast differentiation	112	7	3.01	0.00113	0.156907117117117	FOS, FOSL2, GPC3, ANXA2, JUNB, BMP2, TFRC
GO:0030879	mammary gland development	135	13	3.63	0.00112	0.156907117117117	BCL2L11, CDO1, NR3C1, HK2, HOXB9, MSX1, NME1, ATP7A, TGFB3, UMPS, VEGFA, CAV1, IRS2
GO:0050921	positive regulation of chemotaxis	145	12	3.9	0.00113	0.156907117117117	EDN2, F3, IL6, NTRK3, SERPINE1, PDGFB, PGF, STX3, TPBG, VEGFA, CXCR4, FGF18
GO:0006281	DNA repair	615	51	16.54	0.00121	0.16504185840708	PARP2, CDK2, CEBPG, CETN2, POLD3, ERCC8, DDB1, DDB2, EGFR, ERCC1, ERCC2, ERCC3, ERCC4, ERCC5, FEN1, POLL, GTF2H1, GTF2H3, H2AX, LIG1, GTF2H5, MPG, NME3, RRM2B, PCNA, POLA1, POLB, POLD1, POLH, POLR2I, POLD4, RAD51, RAD52, REV3L, RFC2, RFC3, RFC4, RFC5, RPA2, RPA3, SSRP1, TAF6, TAF9, TAF10, TAF12, TP53, XPC, BTG2, IER3, CDC5L, RBX1
GO:0051123	RNA polymerase II preinitiation complex assembly	67	8	1.8	0.00120	0.16504185840708	GTF2A2, GTF2B, TAF6, TAF9, TAF10, TAF12, TAF13, TP53
GO:0051085	chaperone cofactor-dependent protein refolding	31	5	0.83	0.00131	0.177114298245614	ERO1A, HSPA2, HSPA5, DNAJB1, HSPA13
GO:0000255	allantoin metabolic process	9	3	0.24	0.00144	0.180232661290323	ADA, NT5C, PNP
GO:0007435	salivary gland morphogenesis	34	4	0.91	0.00144	0.180232661290323	EGFR, POLB, TGFB3, TGM2
GO:0030890	positive regulation of B cell proliferation	46	6	1.24	0.00138	0.180232661290323	ADA, CDKN1A, MIF, BCL2, TFRC, IRS2
GO:0032868	response to insulin	276	15	7.42	0.00143	0.180232661290323	ADM, FBP1, FOS, GCK, IGFBP1, LYN, PCK1, GAL, PKLR, ERRFI1, PRKCD, SRSF6, SLC2A1, IRS2, RBX1
GO:0042542	response to hydrogen peroxide	99	12	2.66	0.00145	0.180232661290323	PPIF, HMOX1, IL6, RHOB, PCNA, ANKZF1, PRKCD, BAK1, BCL2, SOD2, TNFAIP3, CASP3
GO:0042796	snRNA transcription by RNA polymerase III	9	3	0.24	0.00144	0.180232661290323	SNAPC5, SNAPC4, ELL
GO:0050884	neuromuscular process controlling posture	19	4	0.51	0.00145	0.180232661290323	GAA, GCH1, HEXA, LARGE1
