Term	Ont	N	DE	P.DE	adj_pval	GOID
catabolic process	BP	2759	137	3.49971298551705e-30	1.18131221047498e-27	GO:0009056
positive regulation of metabolic process	BP	3664	160	2.15206848782068e-29	6.47888942860394e-27	GO:0009893
regulation of catabolic process	BP	1132	53	1.01682451418433e-10	5.63502898681554e-09	GO:0009894
positive regulation of catabolic process	BP	636	32	1.22839234320176e-07	4.41389106804012e-06	GO:0009896
lipid catabolic process	BP	350	8	0.273734536639268	0.841106991882587	GO:0016042
positive regulation of lipid metabolic process	BP	133	8	0.00246119383421815	0.0284833642798504	GO:0045834
glycerolipid metabolic process	BP	393	7	0.536660006525975	1	GO:0046486
positive regulation of cellular process	BP	6023	235	1.0143962971976e-38	6.8480971845358e-36	GO:0048522
regulation of lipid catabolic process	BP	67	3	0.113457073150577	0.465635758424525	GO:0050994
positive regulation of lipid catabolic process	BP	28	2	0.0861085869525643	0.379265935177783	GO:0050996
angiogenesis	BP	638	39	1.83687224641565e-11	1.10004945982925e-09	GO:0001525
blood vessel development	BP	819	53	3.26326760473715e-16	3.16082937818845e-14	GO:0001568
vasculature development	BP	854	56	2.45573086105761e-17	2.59318449778929e-15	GO:0001944
anatomical structure morphogenesis	BP	2801	119	3.22863324790911e-20	4.13376387913328e-18	GO:0009653
regulation of endothelial cell migration	BP	235	13	0.000286751153869762	0.00476024009382307	GO:0010594
positive regulation of endothelial cell migration	BP	133	10	0.000124406774366855	0.00232902026835697	GO:0010595
muscle cell migration	BP	115	6	0.0160245219585782	0.127134722291027	GO:0014812
smooth muscle cell migration	BP	101	6	0.00883710857552141	0.0795446888264509	GO:0014909
cell migration	BP	1647	76	1.07237174356479e-14	8.65590496490451e-13	GO:0016477
regulation of cell migration	BP	1078	51	1.63992097361467e-10	8.84604345040862e-09	GO:0030334
positive regulation of cell migration	BP	600	36	1.88445948609993e-10	1.00435379022331e-08	GO:0030335
tube morphogenesis	BP	971	60	2.63801085320846e-17	2.74624326111113e-15	GO:0035239
tube development	BP	1192	74	2.42093402658394e-21	3.43525912383675e-19	GO:0035295
locomotion	BP	1369	65	3.261944154577e-13	2.30697117065608e-11	GO:0040011
regulation of locomotion	BP	1186	55	6.25405405705326e-11	3.55428102762838e-09	GO:0040012
positive regulation of locomotion	BP	645	40	6.42478983003736e-12	4.02054684925765e-10	GO:0040017
endothelial cell migration	BP	290	16	6.13246865052705e-05	0.0012397380816374	GO:0043542
blood vessel morphogenesis	BP	728	45	3.22771929542387e-13	2.29003600202079e-11	GO:0048514
anatomical structure formation involved in morphogenesis	BP	1288	69	1.43631544700002e-16	1.42214380125629e-14	GO:0048646
cell motility	BP	1910	81	1.21146256437117e-13	8.93674271823207e-12	GO:0048870
circulatory system development	BP	1249	75	8.76884351705158e-21	1.18395330832046e-18	GO:0072359
regulation of cell motility	BP	1142	53	1.39633208412508e-10	7.64311699512004e-09	GO:2000145
positive regulation of cell motility	BP	629	38	4.74178997695106e-11	2.72965367200299e-09	GO:2000147
biogenic amine metabolic process	BP	99	7	0.00182276546487559	0.0220693309926622	GO:0006576
circadian rhythm	BP	206	14	1.83950488515673e-05	0.000418168263586956	GO:0007623
biosynthetic process	BP	8623	322	5.30286137564751e-57	5.90685728633376e-54	GO:0009058
macromolecule biosynthetic process	BP	7610	265	2.38699133129531e-36	1.29700958240481e-33	GO:0009059
amine metabolic process	BP	110	8	0.000728766146936269	0.0106183467766162	GO:0009308
amine biosynthetic process	BP	39	2	0.149281967559844	0.548795985692775	GO:0009309
response to radiation	BP	439	33	3.02204694298419e-12	1.95712679638958e-10	GO:0009314
response to light stimulus	BP	324	27	2.90477535952466e-11	1.70745608072534e-09	GO:0009416
response to abiotic stimulus	BP	1157	90	3.26347686973795e-33	1.37176863592494e-30	GO:0009628
photoperiodism	BP	26	2	0.0757257133497127	0.353524191534975	GO:0009648
response to metal ion	BP	346	27	1.28935836028704e-10	7.09242606184557e-09	GO:0010038
response to zinc ion	BP	52	5	0.00214820163373931	0.0252680232293792	GO:0010043
gene expression	BP	7182	225	2.44603131780473e-22	3.73237573274341e-20	GO:0010467
regulation of hormone levels	BP	548	24	4.50625468652034e-05	0.0009488690161276	GO:0010817
response to purine-containing compound	BP	149	9	0.00131084377653065	0.0172696497064162	GO:0014074
protein metabolic process	BP	4444	147	2.74898513117605e-15	2.31976858910379e-13	GO:0019538
response to insulin	BP	324	19	5.42486764062034e-06	0.000140040789452769	GO:0032868
response to cytokine	BP	1016	53	1.82415860060384e-12	1.20948230072179e-10	GO:0034097
protein modification process	BP	2441	80	3.86680829229131e-08	1.5410510757722e-06	GO:0036211
biogenic amine biosynthetic process	BP	38	2	0.143204325310955	0.541372129522733	GO:0042401
hormone metabolic process	BP	240	12	0.00117462183691305	0.0156789845912216	GO:0042445
hormone biosynthetic process	BP	67	6	0.00114297232728084	0.0153003652851686	GO:0042446
macromolecule metabolic process	BP	9713	317	1.24943736809211e-41	9.94105917369857e-39	GO:0043170
macromolecule modification	BP	2635	85	2.7218547136631e-08	1.11057654415726e-06	GO:0043412
response to peptide hormone	BP	494	31	1.22506720563041e-09	5.99825213341413e-08	GO:0043434
amide metabolic process	BP	476	23	1.41495028050895e-05	0.000327674244793955	GO:0043603
amide biosynthetic process	BP	174	9	0.00374928158455146	0.0399648302108313	GO:0043604
response to organophosphorus	BP	134	11	2.56737138258419e-05	0.000565176874122634	GO:0046683
response to copper ion	BP	36	5	0.000392013674103731	0.00612861798714591	GO:0046688
response to mineralocorticoid	BP	37	4	0.00390972326561052	0.0413584116387803	GO:0051385
response to corticosterone	BP	15	4	0.000109580452060217	0.00207235425381792	GO:0051412
response to cAMP	BP	90	7	0.00104633495447344	0.0141528927202511	GO:0051591
response to calcium ion	BP	139	7	0.0115485123652159	0.0984230139526704	GO:0051592
protein maturation	BP	555	21	0.000908479160344592	0.0125278331322396	GO:0051604
regulation of biological quality	BP	3081	124	3.50772000581579e-19	4.22405331294942e-17	GO:0065008
cellular response to cAMP	BP	53	2	0.238189390907417	0.762630533290518	GO:0071320
response to peptide	BP	1031	54	9.45856373095435e-13	6.48362716302157e-11	GO:1901652
response to nitrogen compound	BP	1151	66	2.50529645553486e-17	2.63268841681159e-15	GO:1901698
cellular response to nitrogen compound	BP	702	35	3.89025764131105e-08	1.54762785237728e-06	GO:1901699
cellular response to oxygen-containing compound	BP	1249	62	1.77833011445507e-13	1.28628695746202e-11	GO:1901701
cytoplasmic translation	BP	168	5	0.17391356292014	0.617008465075272	GO:0002181
nucleobase-containing compound metabolic process	BP	6128	272	2.46426843388117e-59	3.43118576062529e-56	GO:0006139
RNA processing	BP	1334	30	0.0994983206380225	0.42109157026923	GO:0006396
tRNA metabolic process	BP	202	5	0.281784043302855	0.863135558462945	GO:0006399
translation	BP	748	23	0.00714326535456724	0.0675743802840973	GO:0006412
regulation of translation	BP	450	17	0.00274814634315635	0.0311568469378307	GO:0006417
amino acid metabolic process	BP	283	6	0.377806363648056	1	GO:0006520
apoptotic process	BP	1987	122	2.9843204129e-35	1.51101568542241e-32	GO:0006915
nervous system development	BP	2635	97	1.53821850280827e-12	1.03218168089044e-10	GO:0007399
central nervous system development	BP	1056	44	1.26902364764818e-07	4.52340941156897e-06	GO:0007417
brain development	BP	748	33	1.48181035229422e-06	4.3666363794194e-05	GO:0007420
cell death	BP	2056	123	1.86390115492752e-34	8.83489147435645e-32	GO:0008219
RNA modification	BP	170	2	0.801770934088216	1	GO:0009451
regulation of biosynthetic process	BP	5806	195	4.24737821813033e-22	6.43694503017058e-20	GO:0009889
regulation of signal transduction	BP	3179	127	2.06267742671038e-19	2.51105615913956e-17	GO:0009966
positive regulation of signal transduction	BP	1607	78	2.90125413140495e-16	2.82245150827246e-14	GO:0009967
negative regulation of signal transduction	BP	1448	73	4.20992770083087e-16	3.95733203878102e-14	GO:0009968
regulation of gene expression	BP	5517	179	2.71728118128478e-18	3.12039124518879e-16	GO:0010468
regulation of macromolecule biosynthetic process	BP	5631	188	8.00895762772866e-21	1.08794852457646e-18	GO:0010556
post-transcriptional regulation of gene expression	BP	1083	26	0.0674947125468672	0.325531651368598	GO:0010608
regulation of cell communication	BP	3620	139	7.37878602692215e-20	9.18349693339506e-18	GO:0010646
positive regulation of cell communication	BP	1811	86	2.45606396011105e-17	2.59318449778929e-15	GO:0010647
negative regulation of cell communication	BP	1556	76	5.29650213784747e-16	4.92419610963311e-14	GO:0010648
programmed cell death	BP	2052	123	1.54100551736952e-34	7.46315672086045e-32	GO:0012501
RNA metabolic process	BP	5013	167	5.61681030389918e-18	6.2565649975133e-16	GO:0016070
cerebellum development	BP	108	6	0.0120569668026501	0.102202605002761	GO:0021549
cerebellar Purkinje cell layer development	BP	28	3	0.0126982423745524	0.105281519769363	GO:0021680
cerebellar cortex development	BP	53	4	0.0139267278587957	0.113934572164495	GO:0021695
metencephalon development	BP	118	7	0.00486684003072604	0.0494181687349657	GO:0022037
regulation of signaling	BP	3613	140	2.2496263481183e-20	2.91378928973137e-18	GO:0023051
positive regulation of signaling	BP	1812	87	7.88041456574574e-18	8.5638963753992e-16	GO:0023056
negative regulation of signaling	BP	1556	76	5.29650213784747e-16	4.92419610963311e-14	GO:0023057
hindbrain development	BP	161	7	0.0238942525412124	0.161650822384795	GO:0030902
RNA biosynthetic process	BP	4720	162	1.30643673463422e-18	1.52381139131838e-16	GO:0032774
nucleobase-containing compound biosynthetic process	BP	5128	215	3.0150595184801e-39	2.16675793395805e-36	GO:0034654
intracellular signal transduction	BP	3042	134	1.95882694446655e-24	3.60650798915915e-22	GO:0035556
regulation of apoptotic process	BP	1522	100	6.25715967466524e-31	2.21265084495543e-28	GO:0042981
negative regulation of apoptotic process	BP	912	65	6.51792916217996e-22	9.68042839166968e-20	GO:0043066
regulation of programmed cell death	BP	1567	103	6.52008765257276e-32	2.46194089362739e-29	GO:0043067
negative regulation of programmed cell death	BP	946	68	4.12533626794734e-23	6.70833878666648e-21	GO:0043069
regulation of neuron apoptotic process	BP	255	21	5.77846430132304e-09	2.6059236377505e-07	GO:0043523
negative regulation of neuron apoptotic process	BP	171	11	0.000230961376748554	0.00396406591001872	GO:0043524
negative regulation of cellular process	BP	5647	207	5.99847011597618e-29	1.6498014474533e-26	GO:0048523
nervous system process	BP	1525	31	0.222522666487614	0.727739278333978	GO:0050877
neuromuscular process controlling balance	BP	55	3	0.0721521514773967	0.339688425742486	GO:0050885
neuromuscular process	BP	176	7	0.0362352731396902	0.210935305724071	GO:0050905
regulation of protein metabolic process	BP	1842	77	1.11359969993431e-12	7.61005340955111e-11	GO:0051246
neuron apoptotic process	BP	309	28	1.65993168741078e-12	1.10387934722798e-10	GO:0051402
regulation of macromolecule metabolic process	BP	6415	207	1.3101071756458e-21	1.88300436509917e-19	GO:0060255
head development	BP	798	37	9.97148537851575e-08	3.6476970650669e-06	GO:0060322
signal transduction by p53 class mediator	BP	165	12	3.72565035488111e-05	0.000791985101202685	GO:0072331
nucleic acid metabolic process	BP	5558	209	7.07314125859411e-31	2.46211626498374e-28	GO:0090304
nucleic acid biosynthetic process	BP	4829	183	1.41321679542264e-26	2.94239661387155e-24	GO:0141187
regulation of signal transduction by p53 class mediator	BP	106	6	0.0110641102326402	0.0951684354296364	GO:1901796
negative regulation of signal transduction by p53 class mediator	BP	36	4	0.00353535184921326	0.0381591901631652	GO:1901797
regulation of intracellular signal transduction	BP	2028	92	2.80407736729026e-17	2.90554584132523e-15	GO:1902531
negative regulation of intracellular signal transduction	BP	736	35	1.22311310144599e-07	4.40202159515571e-06	GO:1902532
positive regulation of intracellular signal transduction	BP	1123	61	5.38927260524679e-15	4.44674870739585e-13	GO:1902533
temperature homeostasis	BP	184	11	0.000432386466022581	0.00664324530348349	GO:0001659
response to hypoxia	BP	313	44	1.13663581833258e-26	2.41960860796581e-24	GO:0001666
peptide secretion	BP	257	10	0.0159252938846984	0.126527709402037	GO:0002790
regulation of peptide secretion	BP	207	9	0.0112312588447093	0.0964200325789725	GO:0002791
positive regulation of peptide secretion	BP	115	6	0.0160245219585782	0.127134722291027	GO:0002793
muscle system process	BP	467	27	7.86242279055603e-08	2.94880563851864e-06	GO:0003012
circulatory system process	BP	624	35	1.99509442866673e-09	9.66232906126901e-08	GO:0003013
organic acid metabolic process	BP	918	59	8.11460184668339e-18	8.77558737574818e-16	GO:0006082
catecholamine metabolic process	BP	57	6	0.000481484412660033	0.00730191269247122	GO:0006584
transport	BP	4429	156	6.86501849759986e-19	8.10430892511965e-17	GO:0006810
amino acid transport	BP	163	4	0.320993593505434	0.951641079608788	GO:0006865
muscle contraction	BP	359	22	4.77200351896604e-07	1.52965027907231e-05	GO:0006936
regulation of muscle contraction	BP	175	11	0.000281994608787501	0.00468826559296115	GO:0006937
smooth muscle contraction	BP	110	6	0.0131108995665231	0.108219570412375	GO:0006939
regulation of smooth muscle contraction	BP	63	5	0.00496645356225223	0.0500645486243689	GO:0006940
cell surface receptor signaling pathway	BP	2850	116	3.0502681636946e-18	3.45542600726618e-16	GO:0007166
cell-cell signaling	BP	1337	48	2.42826625413957e-06	6.77906210648138e-05	GO:0007267
chemical synaptic transmission	BP	769	28	0.00025451511220204	0.00430857725656311	GO:0007268
behavior	BP	672	35	1.31802201459156e-08	5.67592181528464e-07	GO:0007610
mating behavior	BP	36	2	0.131216564509322	0.504073683502721	GO:0007617
locomotory behavior	BP	215	10	0.00489682078316828	0.0494866507590871	GO:0007626
blood circulation	BP	540	30	3.60066550767436e-08	1.44013691525977e-06	GO:0008015
protein localization	BP	2556	85	6.81324990946613e-09	3.04790324263226e-07	GO:0008104
regulation of blood pressure	BP	194	12	0.000175479374152344	0.00313498756805606	GO:0008217
amino acid biosynthetic process	BP	73	3	0.136795240656678	0.520811776719664	GO:0008652
amino acid catabolic process	BP	111	2	0.582421053062766	1	GO:0009063
protein secretion	BP	372	15	0.00260254819613938	0.0296722460151449	GO:0009306
catechol-containing compound metabolic process	BP	57	6	0.000481484412660033	0.00730191269247122	GO:0009712
hormone transport	BP	331	12	0.0146673606066312	0.119298816938492	GO:0009914
response to iron ion	BP	29	4	0.00156996045795617	0.0200778295535865	GO:0010039
protein transport	BP	1437	56	2.20235405442674e-08	9.10279102495711e-07	GO:0015031
organic anion transport	BP	464	17	0.00374140616552885	0.03991908359945	GO:0015711
acidic amino acid transport	BP	73	2	0.367343020610895	1	GO:0015800
gamma-aminobutyric acid transport	BP	20	3	0.00490024021790763	0.0494866507590871	GO:0015812
peptide transport	BP	283	12	0.00453886475851626	0.0463201232662507	GO:0015833
organic acid transport	BP	357	12	0.0247429840644854	0.165433433069809	GO:0015849
organic hydroxy compound transport	BP	291	10	0.0336936210276891	0.204288952633898	GO:0015850
organic acid biosynthetic process	BP	334	13	0.00650597210189733	0.0620728250475669	GO:0016053
organic acid catabolic process	BP	242	10	0.0108417153868606	0.093399742996319	GO:0016054
phenol-containing compound metabolic process	BP	115	8	0.000975328416854101	0.013346662451275	GO:0018958
reproductive behavior	BP	46	3	0.0467594414253603	0.262130557643225	GO:0019098
carboxylic acid metabolic process	BP	888	56	1.37246096342254e-16	1.36498595281818e-14	GO:0019752
signal release	BP	496	16	0.0150952155526341	0.122053265011265	GO:0023061
peptide hormone secretion	BP	250	10	0.0133704018642515	0.110076057920102	GO:0030072
insulin secretion	BP	207	9	0.0112312588447093	0.0964200325789725	GO:0030073
adult behavior	BP	152	7	0.0180788243420661	0.129048397530455	GO:0030534
positive regulation of insulin secretion	BP	88	5	0.0194420128690643	0.137022829072134	GO:0032024
monocarboxylic acid metabolic process	BP	629	46	3.66465698154603e-16	3.48894137755908e-14	GO:0032787
regulation of localization	BP	2080	86	7.56753907210793e-14	5.73434134178301e-12	GO:0032879
regulation of protein localization	BP	908	34	3.2744774173742e-05	0.000702782349752046	GO:0032880
regulation of organic acid transport	BP	78	3	0.157374856392158	0.575413925932136	GO:0032890
positive regulation of organic acid transport	BP	46	2	0.193051363372751	0.656009498660485	GO:0032892
secretion by cell	BP	855	35	3.7922626186728e-06	0.000100367892883212	GO:0032940
macromolecule localization	BP	3035	105	6.63347665086429e-12	4.13951240414439e-10	GO:0033036
regulation of amine metabolic process	BP	23	2	0.0609883764671873	0.307746104402265	GO:0033238
response to nicotine	BP	53	4	0.0139267278587957	0.113934572164495	GO:0035094
establishment of protein localization to extracellular region	BP	375	15	0.00280680603547902	0.0317250252959927	GO:0035592
response to decreased oxygen levels	BP	327	45	7.41639864846754e-27	1.61982871657412e-24	GO:0036293
regulation of dopamine metabolic process	BP	19	2	0.0431439513218655	0.244135368948062	GO:0042053
regulation of catecholamine metabolic process	BP	19	2	0.0431439513218655	0.244135368948062	GO:0042069
response to cocaine	BP	57	3	0.0784811093997547	0.365010888352346	GO:0042220
regulation of membrane potential	BP	463	17	0.00366181263833626	0.0391448473881263	GO:0042391
dopamine metabolic process	BP	41	5	0.00072518740987621	0.0105939181096539	GO:0042417
amide transport	BP	328	14	0.00213664649753494	0.0251852966518959	GO:0042886
response to alkaloid	BP	101	6	0.00883710857552141	0.0795446888264509	GO:0043279
oxoacid metabolic process	BP	911	59	5.68212232660528e-18	6.29782692498071e-16	GO:0043436
regulation of system process	BP	588	26	1.85918151764011e-05	0.000421351432858457	GO:0044057
cellular catabolic process	BP	321	15	0.000608816883594573	0.00901210799516272	GO:0044248
small molecule metabolic process	BP	1775	118	2.58795623909102e-37	1.51722339722289e-34	GO:0044281
small molecule catabolic process	BP	370	33	2.57361683965296e-14	2.04039273856899e-12	GO:0044282
small molecule biosynthetic process	BP	609	45	5.33602784253781e-16	4.92419610963311e-14	GO:0044283
establishment of protein localization	BP	1731	66	2.5104586601504e-09	1.18743095606859e-07	GO:0045184
response to ethanol	BP	131	7	0.00849968135277308	0.0768178098081456	GO:0045471
negative regulation of blood pressure	BP	52	3	0.063113084048319	0.317245777623748	GO:0045776
positive regulation of muscle contraction	BP	51	4	0.0122133668694556	0.103220556569701	GO:0045933
positive regulation of smooth muscle contraction	BP	32	3	0.0182621384593172	0.129816183981068	GO:0045987
carboxylic acid biosynthetic process	BP	331	12	0.0146673606066312	0.119298816938492	GO:0046394
carboxylic acid catabolic process	BP	242	10	0.0108417153868606	0.093399742996319	GO:0046395
hormone secretion	BP	320	12	0.0115020967608763	0.0981024929704451	GO:0046879
