Term	Ont	N	DE	P.DE	adj_pval	GOID
locomotion	BP	1369	21	1.05424378970082e-08	1.54516073335229e-06	GO:0040011
regulation of locomotion	BP	1186	20	5.16338564837789e-09	8.27553276795414e-07	GO:0040012
positive regulation of locomotion	BP	645	13	4.54222708747923e-07	4.93618219779816e-05	GO:0040017
endothelial cell migration	BP	290	6	0.00058243103156883	0.0236777345279022	GO:0043542
blood vessel morphogenesis	BP	728	19	9.20032441427140e-12	2.7697949635289e-09	GO:0048514
anatomical structure formation involved in morphogenesis	BP	1288	22	6.05593852856564e-10	1.17316694382074e-07	GO:0048646
cell motility	BP	1910	27	3.08149010573806e-10	6.53804157863167e-08	GO:0048870
circulatory system development	BP	1249	26	1.33244143876323e-13	8.02273793858575e-11	GO:0072359
regulation of cell motility	BP	1142	19	1.64159170639363e-08	2.32938726337818e-06	GO:2000145
positive regulation of cell motility	BP	629	12	2.29402878027773e-06	0.000208597441498071	GO:2000147
circadian rhythm	BP	206	4	0.00618510233924707	0.144133587775885	GO:0007623
biosynthetic process	BP	8623	66	2.36359295745233e-13	1.25371723586007e-10	GO:0009058
macromolecule biosynthetic process	BP	7610	53	2.65395972041563e-08	3.62729537738769e-06	GO:0009059
response to radiation	BP	439	3	0.202611195207603	1	GO:0009314
response to light stimulus	BP	324	3	0.107196499099048	0.868724484150089	GO:0009416
response to abiotic stimulus	BP	1157	18	1.12854541408894e-07	1.36639862690617e-05	GO:0009628
response to metal ion	BP	346	7	0.000231089845471912	0.0110609474796198	GO:0010038
response to zinc ion	BP	52	2	0.0145863284429	0.242865639051514	GO:0010043
gene expression	BP	7182	43	8.83102567657739e-05	0.00508365865691967	GO:0010467
regulation of hormone levels	BP	548	5	0.0449322567406158	0.493683870001463	GO:0010817
protein metabolic process	BP	4444	33	1.35857191782156e-05	0.000954766144351134	GO:0019538
response to insulin	BP	324	6	0.00103487273840989	0.0379817048868131	GO:0032868
response to cytokine	BP	1016	14	1.33696320842965e-05	0.000942559061942903	GO:0034097
protein modification process	BP	2441	20	0.000301782192722503	0.0135820276554988	GO:0036211
hormone metabolic process	BP	240	2	0.207928490378394	1	GO:0042445
hormone biosynthetic process	BP	67	2	0.0235059534192162	0.333367813833924	GO:0042446
macromolecule metabolic process	BP	9713	61	4.27723084015516e-08	5.54000864284748e-06	GO:0043170
macromolecule modification	BP	2635	22	0.000107611506346134	0.00597847665431216	GO:0043412
response to peptide hormone	BP	494	10	1.01201859509534e-05	0.000749028247891497	GO:0043434
amide metabolic process	BP	476	5	0.0269216871309731	0.363271560208249	GO:0043603
response to organophosphorus	BP	134	2	0.0814910982772065	0.718424490470758	GO:0046683
response to mineralocorticoid	BP	37	2	0.00758143073686408	0.157115454842659	GO:0051385
response to corticosterone	BP	15	2	0.00125716296378922	0.0446347520674157	GO:0051412
response to calcium ion	BP	139	2	0.0867395767590624	0.752193184522535	GO:0051592
protein maturation	BP	555	6	0.0139554058492068	0.235460390001771	GO:0051604
regulation of biological quality	BP	3081	30	1.48212395882416e-07	1.74702420924258e-05	GO:0065008
response to peptide	BP	1031	15	3.30892465569961e-06	0.000284618623473652	GO:1901652
response to nitrogen compound	BP	1151	17	5.49317244696585e-07	5.88350460449545e-05	GO:1901698
cellular response to nitrogen compound	BP	702	9	0.00085756450521198	0.0326020854046288	GO:1901699
cellular response to oxygen-containing compound	BP	1249	14	0.000124728100088407	0.00663172461520175	GO:1901701
nucleobase-containing compound metabolic process	BP	6128	45	1.55368001781401e-07	1.81219285009741e-05	GO:0006139
RNA processing	BP	1334	3	0.85554491264011	1	GO:0006396
translation	BP	748	2	0.745003525580907	1	GO:0006412
apoptotic process	BP	1987	31	7.55532656093973e-13	3.36635130249231e-10	GO:0006915
nervous system development	BP	2635	24	1.1588052758292e-05	0.000846421768358127	GO:0007399
central nervous system development	BP	1056	12	0.000347786809003571	0.0154356004024265	GO:0007417
brain development	BP	748	8	0.00502923688269342	0.122200269301753	GO:0007420
cell death	BP	2056	31	1.84367626250776e-12	7.08162409933585e-10	GO:0008219
regulation of biosynthetic process	BP	5806	41	2.37313793068564e-06	0.000214043590363622	GO:0009889
regulation of signal transduction	BP	3179	31	8.18969231210068e-08	1.00247233697241e-05	GO:0009966
positive regulation of signal transduction	BP	1607	19	3.04712113124485e-06	0.000266210841419109	GO:0009967
negative regulation of signal transduction	BP	1448	18	2.88196564010575e-06	0.000252773348544393	GO:0009968
regulation of gene expression	BP	5517	37	3.30427737174782e-05	0.00208534536226056	GO:0010468
regulation of macromolecule biosynthetic process	BP	5631	39	8.00521416272068e-06	0.000602500544314498	GO:0010556
post-transcriptional regulation of gene expression	BP	1083	4	0.534782071204621	1	GO:0010608
regulation of cell communication	BP	3620	33	1.32676196069339e-07	1.58062047916189e-05	GO:0010646
positive regulation of cell communication	BP	1811	20	4.49929216777918e-06	0.000375412849864362	GO:0010647
negative regulation of cell communication	BP	1556	18	7.79242311773884e-06	0.000590474837472741	GO:0010648
programmed cell death	BP	2052	31	1.75250793226295e-12	6.91364964319694e-10	GO:0012501
RNA metabolic process	BP	5013	29	0.00364701581245102	0.0968046480679025	GO:0016070
metencephalon development	BP	118	2	0.0654223847422963	0.628494992362604	GO:0022037
regulation of signaling	BP	3613	34	3.56736575684829e-08	4.70259019710451e-06	GO:0023051
positive regulation of signaling	BP	1812	21	1.14955623237446e-06	0.000113317759932912	GO:0023056
negative regulation of signaling	BP	1556	18	7.79242311773884e-06	0.000590474837472741	GO:0023057
hindbrain development	BP	161	2	0.110943260440777	0.890664488684548	GO:0030902
RNA biosynthetic process	BP	4720	27	0.00610113188903406	0.142474859773481	GO:0032774
nucleobase-containing compound biosynthetic process	BP	5128	33	0.000246089111867489	0.0115711146849623	GO:0034654
intracellular signal transduction	BP	3042	31	2.97072900083477e-08	4.01102428367255e-06	GO:0035556
regulation of apoptotic process	BP	1522	27	1.76891116645222e-12	6.91364964319694e-10	GO:0042981
negative regulation of apoptotic process	BP	912	19	4.18789540649991e-10	8.55944347394542e-08	GO:0043066
regulation of programmed cell death	BP	1567	27	3.47749762737204e-12	1.17381351731204e-09	GO:0043067
negative regulation of programmed cell death	BP	946	19	7.68839775951297e-10	1.43934559064227e-07	GO:0043069
regulation of neuron apoptotic process	BP	255	4	0.0128214228870938	0.226156499666409	GO:0043523
negative regulation of neuron apoptotic process	BP	171	2	0.122468456233669	0.950267936138873	GO:0043524
negative regulation of cellular process	BP	5647	45	1.20483223205206e-08	1.73169370746166e-06	GO:0048523
nervous system process	BP	1525	7	0.292826679654028	1	GO:0050877
neuromuscular process controlling balance	BP	55	2	0.0162241271681353	0.264598173537129	GO:0050885
neuromuscular process	BP	176	2	0.128337294384582	0.984537962913129	GO:0050905
regulation of protein metabolic process	BP	1842	16	0.000708830035646261	0.0280485178226064	GO:0051246
neuron apoptotic process	BP	309	5	0.0048422062727938	0.119066966164791	GO:0051402
regulation of macromolecule metabolic process	BP	6415	43	4.7018271385348e-06	0.000389395185844901	GO:0060255
head development	BP	798	8	0.00733190912282701	0.153515292705207	GO:0060322
signal transduction by p53 class mediator	BP	165	4	0.00281951890034395	0.0836394701223203	GO:0072331
nucleic acid metabolic process	BP	5558	31	0.00446456360277487	0.111629122270054	GO:0090304
nucleic acid biosynthetic process	BP	4829	28	0.00423251177562535	0.107479755629748	GO:0141187
regulation of intracellular signal transduction	BP	2028	22	1.82016475354598e-06	0.000171095486833322	GO:1902531
negative regulation of intracellular signal transduction	BP	736	9	0.00119266861934454	0.0429245096958929	GO:1902532
positive regulation of intracellular signal transduction	BP	1123	17	3.90222527529995e-07	4.36853139111218e-05	GO:1902533
temperature homeostasis	BP	184	5	0.00050064004998495	0.0211235966544786	GO:0001659
response to hypoxia	BP	313	15	3.47769557054662e-13	1.76082049819631e-10	GO:0001666
peptide secretion	BP	257	3	0.0629010269407161	0.613264366820688	GO:0002790
regulation of peptide secretion	BP	207	3	0.0370995272510992	0.441846431512188	GO:0002791
positive regulation of peptide secretion	BP	115	3	0.0079200367232911	0.162920201404875	GO:0002793
muscle system process	BP	467	8	0.000254308880832683	0.0118867013603305	GO:0003012
circulatory system process	BP	624	11	1.30502245794833e-05	0.000925900965546906	GO:0003013
organic acid metabolic process	BP	918	20	6.16648384543465e-11	1.57448051787663e-08	GO:0006082
transport	BP	4429	29	0.000512934215038289	0.0215200535642618	GO:0006810
muscle contraction	BP	359	6	0.00174332673222527	0.0575375302822439	GO:0006936
regulation of muscle contraction	BP	175	2	0.127158175502936	0.977174830581032	GO:0006937
smooth muscle contraction	BP	110	2	0.0578438525949808	0.581242548747532	GO:0006939
regulation of smooth muscle contraction	BP	63	2	0.0209524872562014	0.303539558340497	GO:0006940
cell surface receptor signaling pathway	BP	2850	34	7.38109518135675e-11	1.82706709389184e-08	GO:0007166
cell-cell signaling	BP	1337	10	0.0196942685571918	0.298893895346796	GO:0007267
chemical synaptic transmission	BP	769	4	0.288123139314944	1	GO:0007268
behavior	BP	672	8	0.00264217233146423	0.0798674561741656	GO:0007610
locomotory behavior	BP	215	2	0.176053458399664	1	GO:0007626
blood circulation	BP	540	10	2.17432058848802e-05	0.00143312171805728	GO:0008015
protein localization	BP	2556	15	0.0344960692272028	0.419834917611348	GO:0008104
regulation of blood pressure	BP	194	6	6.67131096494616e-05	0.00392146347432904	GO:0008217
protein secretion	BP	372	3	0.144586870236838	1	GO:0009306
hormone transport	BP	331	3	0.112385683101034	0.901270067719524	GO:0009914
protein transport	BP	1437	8	0.135251484437136	1	GO:0015031
organic anion transport	BP	464	5	0.0244665563822279	0.336252895177836	GO:0015711
peptide transport	BP	283	3	0.0788651679456219	0.708450891730873	GO:0015833
organic acid transport	BP	357	3	0.132466938026661	1	GO:0015849
organic hydroxy compound transport	BP	291	4	0.0198271069644222	0.300073565865079	GO:0015850
organic acid biosynthetic process	BP	334	3	0.114638860501921	0.912115905093495	GO:0016053
organic acid catabolic process	BP	242	4	0.0107512625237487	0.19536429568032	GO:0016054
carboxylic acid metabolic process	BP	888	20	3.42234789914323e-11	9.29793493867229e-09	GO:0019752
signal release	BP	496	4	0.0988835616550964	0.82321673637976	GO:0023061
peptide hormone secretion	BP	250	3	0.0588902047870218	0.584650615973829	GO:0030072
insulin secretion	BP	207	3	0.0370995272510992	0.441846431512188	GO:0030073
adult behavior	BP	152	2	0.100836687804363	0.832940204266069	GO:0030534
positive regulation of insulin secretion	BP	88	3	0.00376929487507592	0.0995578022276862	GO:0032024
monocarboxylic acid metabolic process	BP	629	19	7.25086353675356e-13	3.29662730350604e-10	GO:0032787
regulation of localization	BP	2080	15	0.00622594351628043	0.144933719598428	GO:0032879
regulation of protein localization	BP	908	6	0.10228598577175	0.843973033712243	GO:0032880
secretion by cell	BP	855	5	0.184926156791838	1	GO:0032940
macromolecule localization	BP	3035	18	0.0190278722990467	0.291944172918845	GO:0033036
establishment of protein localization to extracellular region	BP	375	3	0.147054235503835	1	GO:0035592
response to decreased oxygen levels	BP	327	15	6.53921355953145e-13	3.03501249331753e-10	GO:0036293
regulation of membrane potential	BP	463	5	0.0242687601624432	0.336252895177836	GO:0042391
amide transport	BP	328	3	0.110149945009605	0.885698847989888	GO:0042886
response to alkaloid	BP	101	2	0.0497201997541527	0.528466894142659	GO:0043279
oxoacid metabolic process	BP	911	20	5.38572949859951e-11	1.41156802082118e-08	GO:0043436
regulation of system process	BP	588	6	0.0180315030619253	0.279544763544587	GO:0044057
cellular catabolic process	BP	321	7	0.000146132773772487	0.00743275327420883	GO:0044248
small molecule metabolic process	BP	1775	29	1.65751266294707e-12	6.83816057502498e-10	GO:0044281
small molecule catabolic process	BP	370	12	7.72820803636722e-09	1.17121781383802e-06	GO:0044282
small molecule biosynthetic process	BP	609	12	1.64375276235688e-06	0.00015649369247772	GO:0044283
establishment of protein localization	BP	1731	10	0.08475044374361	0.737239510238245	GO:0045184
carboxylic acid biosynthetic process	BP	331	3	0.112385683101034	0.901270067719524	GO:0046394
carboxylic acid catabolic process	BP	242	4	0.0107512625237487	0.19536429568032	GO:0046395
hormone secretion	BP	320	3	0.10427503879067	0.85249149144167	GO:0046879
regulation of hormone secretion	BP	262	3	0.0658419862826548	0.631436836162283	GO:0046883
positive regulation of hormone secretion	BP	146	3	0.0150720287940678	0.250018359995713	GO:0046887
secretion	BP	996	9	0.00869083847641653	0.175937560193	GO:0046903
carboxylic acid transport	BP	356	3	0.131672252018214	1	GO:0046942
regulation of protein secretion	BP	273	3	0.0725305828847214	0.671028374379494	GO:0050708
positive regulation of protein secretion	BP	150	3	0.0161904333336667	0.264598173537129	GO:0050714
regulation of insulin secretion	BP	174	3	0.0238610276980585	0.336252895177836	GO:0050796
regulation of secretion	BP	625	4	0.179837290752421	1	GO:0051046
positive regulation of secretion	BP	321	4	0.027177431493877	0.365159546203738	GO:0051047
regulation of transport	BP	1666	14	0.00213557919252004	0.067293399223425	GO:0051049
positive regulation of transport	BP	864	8	0.0114974941269407	0.205735882859426	GO:0051050
negative regulation of transport	BP	466	5	0.0248652697245779	0.34026319344235	GO:0051051
localization	BP	5366	34	0.000256031640648865	0.0118867013603305	GO:0051179
positive regulation of protein transport	BP	257	3	0.0629010269407161	0.613264366820688	GO:0051222
regulation of protein transport	BP	449	3	0.211712247229523	1	GO:0051223
establishment of localization	BP	4748	30	0.000727709539288409	0.0286274983910562	GO:0051234
regulation of multicellular organismal process	BP	3119	35	1.87823210143534e-10	4.22659138947236e-08	GO:0051239
positive regulation of multicellular organismal process	BP	1717	24	4.68928313724385e-09	7.62539049135171e-07	GO:0051240
cellular localization	BP	3443	20	0.0165486415850927	0.268906372890369	GO:0051641
regulation of cellular localization	BP	1021	9	0.0101187417731411	0.193052092663315	GO:0060341
regulation of establishment of protein localization	BP	547	3	0.304407087486016	1	GO:0070201
response to oxygen levels	BP	355	15	2.12589221245012e-12	7.63881075951028e-10	GO:0070482
cellular macromolecule localization	BP	2569	15	0.0358453566670091	0.430260159389886	GO:0070727
protein localization to extracellular region	BP	383	3	0.153701132143984	1	GO:0071692
nitrogen compound transport	BP	1918	10	0.139166761568843	1	GO:0071705
regulation of peptide transport	BP	209	3	0.0380009507113704	0.441846431512188	GO:0090087
regulation of muscle system process	BP	256	4	0.0129904581452286	0.228302389555087	GO:0090257
regulation of peptide hormone secretion	BP	204	3	0.0357684083703529	0.429567979339473	GO:0090276
positive regulation of peptide hormone secretion	BP	113	3	0.00754852611951864	0.157115454842659	GO:0090277
anterograde trans-synaptic signaling	BP	769	4	0.288123139314944	1	GO:0098916
synaptic signaling	BP	806	4	0.317551132708303	1	GO:0099536
trans-synaptic signaling	BP	775	4	0.292869678720037	1	GO:0099537
export from cell	BP	948	5	0.243617079725967	1	GO:0140352
regulation of secretion by cell	BP	570	4	0.142912186254171	1	GO:1903530
positive regulation of secretion by cell	BP	297	4	0.0211844752699671	0.305863733029376	GO:1903532
positive regulation of protein localization	BP	499	4	0.100525880403616	0.832940204266069	GO:1903829
positive regulation of establishment of protein localization	BP	331	3	0.112385683101034	0.901270067719524	GO:1904951
response to molecule of bacterial origin	BP	378	5	0.0110439093668754	0.199771047520467	GO:0002237
alcohol metabolic process	BP	366	4	0.0409097733739107	0.468026807411832	GO:0006066
lipid transport	BP	458	6	0.00574526940743279	0.136162884956157	GO:0006869
endocytosis	BP	714	11	4.47417126280182e-05	0.00273834031298623	GO:0006897
phagocytosis	BP	237	3	0.0517783337734549	0.538272384416719	GO:0006909
organelle organization	BP	3598	23	0.00311333478578259	0.0910221422016595	GO:0006996
vacuole organization	BP	237	4	0.0100167719867743	0.193052092663315	GO:0007033
lysosome organization	BP	111	2	0.058773325624562	0.584010770858159	GO:0007040
G protein-coupled receptor signaling pathway	BP	1297	7	0.174352422639553	1	GO:0007186
adenylate cyclase-modulating G protein-coupled receptor signaling pathway	BP	271	2	0.248184204146956	1	GO:0007188
adenylate cyclase-activating G protein-coupled receptor signaling pathway	BP	183	2	0.136662386689006	1	GO:0007189
small GTPase-mediated signal transduction	BP	486	2	0.513884436072792	1	GO:0007264
steroid metabolic process	BP	335	4	0.0310973298370259	0.39167914380714	GO:0008202
cholesterol metabolic process	BP	150	3	0.0161904333336667	0.264598173537129	GO:0008203
response to bacterium	BP	722	9	0.00104375596735908	0.0382447293434633	GO:0009617
endomembrane system organization	BP	623	4	0.178440689770979	1	GO:0010256
lipid localization	BP	480	6	0.00716950308313087	0.151195630884643	GO:0010876
regulation of lipid storage	BP	55	2	0.0162241271681353	0.264598173537129	GO:0010883
organophosphate ester transport	BP	172	2	0.123636806229896	0.95605024963194	GO:0015748
sterol transport	BP	131	3	0.0112798295625041	0.202491573725597	GO:0015918
cellular component organization	BP	6933	44	1.48408092996807e-05	0.00103319859243214	GO:0016043
vesicle organization	BP	387	3	0.157060185864934	1	GO:0016050
sterol metabolic process	BP	161	3	0.0195012298709333	0.29736372283686	GO:0016125
vesicle-mediated transport	BP	1583	13	0.00376550024869892	0.0995578022276862	GO:0016192
lipid storage	BP	97	4	0.000393837475237101	0.0173055449178149	GO:0019915
cellular component assembly	BP	3190	18	0.029727654020943	0.384818521951521	GO:0022607
cholesterol transport	BP	122	3	0.00930442940957818	0.185240463258787	GO:0030301
positive regulation of protein-containing complex assembly	BP	205	2	0.16353976827873	1	GO:0031334
regulation of lipid transport	BP	156	3	0.0179534517767472	0.278528550614466	GO:0032368
positive regulation of lipid transport	BP	87	2	0.038012093067501	0.441846431512188	GO:0032370
regulation of sterol transport	BP	76	2	0.0296876324723567	0.384523881522769	GO:0032371
positive regulation of sterol transport	BP	35	2	0.00680427349817854	0.149349994917924	GO:0032373
regulation of cholesterol transport	BP	76	2	0.0296876324723567	0.384523881522769	GO:0032374
positive regulation of cholesterol transport	BP	35	2	0.00680427349817854	0.149349994917924	GO:0032376
response to lipopolysaccharide	BP	356	5	0.00867669180627635	0.175886569663535	GO:0032496
cholesterol efflux	BP	74	2	0.0282632371291725	0.368646602320671	GO:0033344
