Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006750~glutathione biosynthetic process	7	7.000000000000001	7.268649600548402E-11	2679, 2678, 124975, 2687, 91227, 2686, 4258	100	15	19416	90.608	9.093083674915903E-8	8.266436954805501E-9	7.909612338051306E-9
GOTERM_BP_DIRECT	GO:0070989~oxidative demethylation	6	6.0	3.858331005870449E-10	1558, 1544, 1577, 1576, 1565, 1559	100	9	19416	129.44	4.826771458077417E-7	4.0223100736199435E-8	3.848685178355773E-8
GOTERM_BP_DIRECT	GO:0019373~epoxygenase P450 pathway	7	7.000000000000001	5.514440364851331E-10	1558, 1557, 1555, 1544, 1543, 1559, 1548	100	20	19416	67.956	6.898562081580906E-7	5.3065883818684726E-8	5.077527012866956E-8
GOTERM_BP_DIRECT	GO:0016098~monoterpenoid metabolic process	5	5.0	2.1996679526642853E-8	1557, 1544, 1576, 1565, 1559	100	7	19416	138.6857142857143	2.7517467717008692E-5	1.965560434845015E-6	1.880716099527964E-6
GOTERM_BP_DIRECT	GO:0060291~long-term synaptic potentiation	8	8.0	5.433485116956123E-8	10636, 4776, 2890, 4204, 6616, 23237, 5649, 5590	100	68	19416	22.842352941176472	6.797059055996257E-5	4.531526587541407E-6	4.335921123330986E-6
GOTERM_BP_DIRECT	GO:0000077~DNA damage checkpoint signaling	7	7.000000000000001	5.86795511698241E-8	7158, 11073, 4683, 3014, 5884, 83695, 440275	100	41	19416	33.14926829268293	7.340542641742775E-5	4.588007407090622E-6	4.3899639218924655E-6
GOTERM_BP_DIRECT	GO:0031179~peptide modification	5	5.0	1.3043673639730918E-7	728441, 2679, 2678, 91227, 728226	100	10	19416	97.08	1.6316305535390985E-4	9.598609249001989E-6	9.184280792210534E-6
GOTERM_BP_DIRECT	GO:0097267~omega-hydroxylase P450 pathway	5	5.0	3.050571653801253E-7	1558, 1557, 1544, 1543, 1559	100	12	19416	80.9	3.815537619881182E-4	2.120147299391871E-5	2.028630149777833E-5
GOTERM_BP_DIRECT	GO:0018916~nitrobenzene metabolic process	4	4.0	5.124683903298541E-7	2944, 2948, 2947, 2946	100	4	19416	194.16	6.408926610192989E-4	3.3741997700139336E-5	3.2285508590780805E-5
GOTERM_BP_DIRECT	GO:0008306~associative learning	6	6.0	7.702309140272578E-7	6722, 6869, 6616, 5649, 1813, 50944	100	34	19416	34.2635294117647	9.630951704142632E-4	4.817794367240497E-5	4.609832020453138E-5
GOTERM_BP_DIRECT	GO:0006691~leukotriene metabolic process	5	5.0	1.4382856467949657E-6	2678, 4056, 91227, 4259, 240	100	17	19416	57.10588235294118	0.0017976788743322425	8.568073067335723E-5	8.198228186731305E-5
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	6	6.0	2.2799271038371647E-6	2944, 1497, 9446, 2948, 2947, 2946	100	42	19416	27.737142857142857	0.002848128422931695	1.243062020925237E-4	1.1894046675040037E-4
GOTERM_BP_DIRECT	GO:0098869~cellular oxidant detoxification	7	7.000000000000001	2.285405793867342E-6	4056, 9446, 348, 4258, 4259, 2946, 241	100	75	19416	18.1216	0.0028549627356143636	1.243062020925237E-4	1.1894046675040037E-4
GOTERM_BP_DIRECT	GO:0002933~lipid hydroxylation	4	4.0	4.434411141300259E-6	1558, 1577, 1543, 1576	100	7	19416	110.94857142857144	0.005532101891658647	2.3114368074027598E-4	2.2116625567235041E-4
GOTERM_BP_DIRECT	GO:1900273~positive regulation of long-term synaptic potentiation	5	5.0	5.227021332447415E-6	114, 107, 5649, 1813, 440275	100	23	19416	42.208695652173915	0.0065176879043546965	2.6156014747566865E-4	2.5026978139758223E-4
GOTERM_BP_DIRECT	GO:0042572~retinol metabolic process	6	6.0	8.075799406667884E-6	1558, 1544, 1577, 1543, 1576, 1565	100	54	19416	21.57333333333333	0.010052003332763682	3.885701945285201E-4	3.717973803762099E-4
GOTERM_BP_DIRECT	GO:0000724~double-strand break repair via homologous recombination	7	7.000000000000001	1.6151811888184403E-5	11073, 4683, 3014, 6117, 27336, 55719, 84250	100	105	19416	12.944	0.020003305081120804	7.48367284152544E-4	7.160636603761753E-4
GOTERM_BP_DIRECT	GO:0006082~organic acid metabolic process	4	4.0	2.736100330431689E-5	1558, 1557, 1559, 2329	100	12	19416	64.72000000000001	0.03364989549529307	0.001222450540489301	0.001169682891259547
GOTERM_BP_DIRECT	GO:0007614~short-term memory	4	4.0	3.543762989829153E-5	266743, 793, 139411, 6517	100	13	19416	59.74153846153847	0.04336490438486151	0.0015287060345780246	0.0014627187237329297
GOTERM_BP_DIRECT	GO:0019369~arachidonate metabolic process	5	5.0	4.5607649425868536E-5	1565, 5321, 1564, 4259, 240	100	39	19416	24.892307692307693	0.05545927087153635	0.001901838981058718	0.0018197452120921546
GOTERM_BP_DIRECT	GO:0008203~cholesterol metabolic process	6	6.0	6.986940804269918E-5	1544, 3949, 1576, 1565, 348, 1559	100	84	19416	13.868571428571428	0.08369837458989682	0.002819568692303763	0.002697860691197126
GOTERM_BP_DIRECT	GO:0050804~modulation of chemical synaptic transmission	6	6.0	9.709628821278034E-5	6198, 114781, 4909, 2890, 23237, 5649	100	90	19416	12.944	0.11438534883810791	0.003795858017318381	0.0036320080309593145
GOTERM_BP_DIRECT	GO:0002682~regulation of immune system process	5	5.0	1.2233301138918752E-4	728441, 2679, 2678, 91227, 728226	100	50	19416	19.416	0.1419114321143108	0.004637533249935563	0.004437351958571438
GOTERM_BP_DIRECT	GO:0008542~visual learning	5	5.0	1.4268903863597806E-4	10636, 1497, 4204, 164312, 1813	100	52	19416	18.669230769230772	0.16348993288874147	0.005250117274517899	0.005023493507272521
GOTERM_BP_DIRECT	GO:0009822~alkaloid catabolic process	3	3.0	1.5339735630379189E-4	1577, 1576, 1565	100	4	19416	145.62	0.17462282287039943	0.005482859792458389	0.005246189585589683
GOTERM_BP_DIRECT	GO:0050727~regulation of inflammatory response	6	6.0	1.7535815461424065E-4	728441, 2679, 2678, 91227, 728226, 240	100	102	19416	11.421176470588234	0.19699335359180947	0.006093695872844863	0.005830658640923502
GOTERM_BP_DIRECT	GO:0006631~fatty acid metabolic process	6	6.0	1.9206557845854801E-4	2180, 2678, 1543, 2687, 91227, 5322	100	104	19416	11.201538461538462	0.21360582377646242	0.006453034044955753	0.00617448581279939
GOTERM_BP_DIRECT	GO:0006974~DNA damage response	9	9.0	1.9601542262855207E-4	7158, 9656, 11073, 3014, 5884, 6117, 6446, 55719, 84250	100	312	19416	5.600769230769231	0.21748276389494647	0.006453034044955753	0.00617448581279939
GOTERM_BP_DIRECT	GO:0007612~learning	5	5.0	2.4912426819125456E-4	266743, 10636, 9486, 23237, 440275	100	60	19416	16.18	0.2677939285756572	0.007930734348716927	0.007588400491937778
GOTERM_BP_DIRECT	GO:0070458~cellular detoxification of nitrogen compound	3	3.0	2.5481131364814123E-4	2944, 2947, 2946	100	5	19416	116.496	0.27298602095946867	0.007930734348716927	0.007588400491937778
GOTERM_BP_DIRECT	GO:0045471~response to ethanol	6	6.0	2.7133410414468547E-4	6198, 2890, 10919, 6517, 6869, 23237	100	112	19416	10.401428571428571	0.28786303770842825	0.007930734348716927	0.007588400491937778
GOTERM_BP_DIRECT	GO:0042573~retinoic acid metabolic process	4	4.0	2.725991822500622E-4	1558, 1577, 1576, 54658	100	25	19416	31.0656	0.2889894894697821	0.007930734348716927	0.007588400491937778
GOTERM_BP_DIRECT	GO:0060999~positive regulation of dendritic spine development	4	4.0	2.725991822500622E-4	22849, 348, 4204, 50944	100	25	19416	31.0656	0.2889894894697821	0.007930734348716927	0.007588400491937778
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	8	8.0	2.9354349301959336E-4	1555, 3949, 1576, 4048, 55902, 4258, 4259, 2948	100	250	19416	6.21312	0.3073821107777046	0.008345975221988893	0.007985717298737574
GOTERM_BP_DIRECT	GO:0050482~arachidonate secretion	4	4.0	3.441203714089755E-4	5321, 5322, 1813, 5319	100	27	19416	28.764444444444443	0.34986072681649294	0.009358577926796268	0.008954610534272689
GOTERM_BP_DIRECT	GO:0006520~amino acid metabolic process	4	4.0	3.441203714089755E-4	2678, 2687, 91227, 1497	100	27	19416	28.764444444444443	0.34986072681649294	0.009358577926796268	0.008954610534272689
GOTERM_BP_DIRECT	GO:0046222~aflatoxin metabolic process	3	3.0	3.809452822873354E-4	1544, 1577, 1576	100	6	19416	97.08	0.3791422835370556	0.010139628683860778	0.009701946870168947
GOTERM_BP_DIRECT	GO:2000463~positive regulation of excitatory postsynaptic potential	4	4.0	6.860318170160525E-4	2890, 5649, 50944, 5590	100	34	19416	22.842352941176472	0.5762113109652873	0.01783694864984617	0.017067008420356407
GOTERM_BP_DIRECT	GO:0009804~coumarin metabolic process	3	3.0	7.063765859447139E-4	1543, 1565, 1548	100	8	19416	72.81	0.586868510624403	0.01783694864984617	0.017067008420356407
GOTERM_BP_DIRECT	GO:0006302~double-strand break repair	5	5.0	7.129076198979285E-4	4683, 3014, 51548, 7518, 10039	100	79	19416	12.28860759493671	0.5902325544077336	0.01783694864984617	0.017067008420356407
GOTERM_BP_DIRECT	GO:0042220~response to cocaine	4	4.0	8.125402899918213E-4	2890, 4204, 23237, 1813	100	36	19416	21.573333333333334	0.6382858772498501	0.01993113534862291	0.01907079857098451
GOTERM_BP_DIRECT	GO:0007626~locomotory behavior	5	5.0	0.0010238369332709143	793, 114, 6616, 5649, 1813	100	87	19416	11.158620689655173	0.7223728150957007	0.024631153913882955	0.0235679386370247
GOTERM_BP_DIRECT	GO:0097681~double-strand break repair via alternative nonhomologous end joining	3	3.0	0.0011277164435513252	11073, 4683, 83695	100	10	19416	58.248	0.7562395615338331	0.026618363601560526	0.025469369489262948
GOTERM_BP_DIRECT	GO:0006325~chromatin organization	7	7.000000000000001	0.0014112011486968317	7158, 9656, 11073, 5884, 6117, 83695, 27336	100	239	19416	5.686694560669457	0.8290970600682657	0.0326928266114766	0.03128162546277977
GOTERM_BP_DIRECT	GO:0043278~response to morphine	3	3.0	0.0016430193787018489	2890, 23237, 1813	100	12	19416	48.54	0.8721768536720167	0.03737122259556387	0.03575807629647478
GOTERM_BP_DIRECT	GO:0031667~response to nutrient levels	4	4.0	0.0017719673390112962	6198, 2890, 10919, 2648	100	47	19416	16.524255319148935	0.8912493304078165	0.03958448466255592	0.03787580187136646
GOTERM_BP_DIRECT	GO:0000076~DNA replication checkpoint signaling	3	3.0	0.0019353069694246388	9656, 11073, 5884	100	13	19416	44.80615384615385	0.9113815143646855	0.04247489506579338	0.040641446357917416
GOTERM_BP_DIRECT	GO:0008344~adult locomotory behavior	4	4.0	0.0025040933032907347	894, 114781, 4909, 4204	100	53	19416	14.653584905660377	0.9565675955301335	0.05401070211063292	0.0516793048972243
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	9	9.0	0.002709689382908601	114, 6850, 107, 6446, 814, 5923, 1813, 5319, 5590	100	468	19416	3.733846153846154	0.9664400676427856	0.05745460030540101	0.05497454561595924
GOTERM_BP_DIRECT	GO:0035176~social behavior	4	4.0	0.0032382702381529203	266743, 4204, 139411, 50944	100	58	19416	13.390344827586206	0.9827103894191175	0.06751793446548839	0.06460349125115075
GOTERM_BP_DIRECT	GO:0048167~regulation of synaptic plasticity	4	4.0	0.004277317826471621	266743, 22849, 5923, 2648	100	64	19416	12.135	0.9953103678905038	0.08772007542485243	0.08393359734895951
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	5	5.0	0.006493844589860375	6198, 1543, 54658, 4258, 4842	100	145	19416	6.695172413793104	0.9997113488465817	0.13102902551476336	0.12537309635585273
GOTERM_BP_DIRECT	GO:0046470~phosphatidylcholine metabolic process	3	3.0	0.00660271719005428	5322, 4204, 5319	100	24	19416	24.27	0.9997483292961338	0.1311110984882207	0.12545162661103132
GOTERM_BP_DIRECT	GO:0048168~regulation of neuronal synaptic plasticity	3	3.0	0.008314038567083282	348, 5923, 23237	100	27	19416	21.57333333333333	0.9999708874144388	0.16251347261595603	0.15549850257497952
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	4	4.0	0.010003657004918932	2890, 4204, 6869, 1813	100	87	19416	8.92689655172414	0.9999965515692507	0.19253192174082437	0.18422119130596865
GOTERM_BP_DIRECT	GO:0002540~leukotriene production involved in inflammatory response	2	2.0	0.010172037663746695	240, 241	100	2	19416	194.16	0.9999972125464682	0.19280635026283507	0.18448377399249688
GOTERM_BP_DIRECT	GO:0001676~long-chain fatty acid metabolic process	3	3.0	0.01155624372597727	2180, 1557, 1543	100	32	19416	18.2025	0.9999995159335232	0.21577404330145622	0.2064600558208178
GOTERM_BP_DIRECT	GO:0032869~cellular response to insulin stimulus	4	4.0	0.012332164309333165	6198, 6517, 5319, 5590	100	94	19416	8.262127659574467	0.9999998187619372	0.2268755522202322	0.21708236291576172
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	5	5.0	0.013093690705656693	1543, 6722, 4842, 4204, 1813	100	178	19416	5.453932584269663	0.9999999309469747	0.2373943054025583	0.22714706919813135
GOTERM_BP_DIRECT	GO:0001976~nervous system process involved in regulation of systemic arterial blood pressure	2	2.0	0.015219579040270987	4204, 1813	100	3	19416	129.44000000000003	0.9999999953484647	0.2580352617737555	0.24689704903532003
GOTERM_BP_DIRECT	GO:0061771~response to caloric restriction	2	2.0	0.015219579040270987	3949, 348	100	3	19416	129.44000000000003	0.9999999953484647	0.2580352617737555	0.24689704903532003
GOTERM_BP_DIRECT	GO:0009820~alkaloid metabolic process	2	2.0	0.015219579040270987	1544, 1565	100	3	19416	129.44000000000003	0.9999999953484647	0.2580352617737555	0.24689704903532003
GOTERM_BP_DIRECT	GO:0032787~monocarboxylic acid metabolic process	2	2.0	0.015219579040270987	1544, 1559	100	3	19416	129.44000000000003	0.9999999953484647	0.2580352617737555	0.24689704903532003
GOTERM_BP_DIRECT	GO:0006303~double-strand break repair via nonhomologous end joining	3	3.0	0.015263476715633818	7158, 7518, 25900	100	37	19416	15.742702702702703	0.9999999956007619	0.2580352617737555	0.24689704903532003
GOTERM_BP_DIRECT	GO:0010212~response to ionizing radiation	3	3.0	0.018547213967824924	11073, 3014, 4204	100	41	19416	14.206829268292683	0.9999999999326039	0.3093675289833197	0.2960135349264858
GOTERM_BP_DIRECT	GO:2000781~positive regulation of double-strand break repair	3	3.0	0.019410682295085396	55719, 84250, 51548	100	42	19416	13.868571428571428	0.9999999999775904	0.31951004672568195	0.30571824614759496
GOTERM_BP_DIRECT	GO:0042593~glucose homeostasis	4	4.0	0.022506713612778534	114, 6517, 51548, 240	100	118	19416	6.581694915254237	0.9999999999995711	0.36566102246215515	0.3498770934350117
GOTERM_BP_DIRECT	GO:0050796~regulation of insulin secretion	3	3.0	0.023028994950267584	114, 6616, 240	100	46	19416	12.662608695652173	0.9999999999997802	0.3693496497792917	0.3534064994291064
GOTERM_BP_DIRECT	GO:0034184~positive regulation of maintenance of mitotic sister chromatid cohesion	2	2.0	0.02523834667213155	55719, 84250	100	5	19416	77.664	0.999999999999987	0.380399658877549	0.3639795297173671
GOTERM_BP_DIRECT	GO:0097114~NMDA glutamate receptor clustering	2	2.0	0.02523834667213155	348, 5649	100	5	19416	77.664	0.999999999999987	0.380399658877549	0.3639795297173671
GOTERM_BP_DIRECT	GO:0006778~porphyrin-containing compound metabolic process	2	2.0	0.02523834667213155	1544, 1543	100	5	19416	77.664	0.999999999999987	0.380399658877549	0.3639795297173671
GOTERM_BP_DIRECT	GO:0019344~cysteine biosynthetic process	2	2.0	0.02523834667213155	2678, 91227	100	5	19416	77.664	0.999999999999987	0.380399658877549	0.3639795297173671
GOTERM_BP_DIRECT	GO:1902951~negative regulation of dendritic spine maintenance	2	2.0	0.02523834667213155	348, 5621	100	5	19416	77.664	0.999999999999987	0.380399658877549	0.3639795297173671
GOTERM_BP_DIRECT	GO:0031334~positive regulation of protein-containing complex assembly	3	3.0	0.02892949177304653	6850, 55719, 84250	100	52	19416	11.201538461538462	0.9999999999999999	0.43084278819144295	0.4122452577659131
GOTERM_BP_DIRECT	GO:0051260~protein homooligomerization	4	4.0	0.030032692864572642	114, 7158, 5621, 23237	100	132	19416	5.883636363636364	1.0	0.43944759903213937	0.4204786379228384
GOTERM_BP_DIRECT	GO:0006706~steroid catabolic process	2	2.0	0.03020982695184971	1544, 1576	100	6	19416	64.72000000000001	1.0	0.43944759903213937	0.4204786379228384
GOTERM_BP_DIRECT	GO:1904263~positive regulation of TORC1 signaling	3	3.0	0.031016709517715704	6198, 6850, 1497	100	54	19416	10.786666666666665	1.0	0.44599889203060167	0.4267471412954678
GOTERM_BP_DIRECT	GO:0034644~cellular response to UV	3	3.0	0.03425559453519554	4776, 83695, 440275	100	57	19416	10.218947368421052	1.0	0.4833012564441872	0.4624393317055892
GOTERM_BP_DIRECT	GO:0060992~response to fungicide	2	2.0	0.03515620650393368	2890, 10919	100	7	19416	55.47428571428572	1.0	0.4833012564441872	0.4624393317055892
GOTERM_BP_DIRECT	GO:0042159~lipoprotein catabolic process	2	2.0	0.03515620650393368	3949, 348	100	7	19416	55.47428571428572	1.0	0.4833012564441872	0.4624393317055892
GOTERM_BP_DIRECT	GO:0034384~high-density lipoprotein particle clearance	2	2.0	0.03515620650393368	3949, 348	100	7	19416	55.47428571428572	1.0	0.4833012564441872	0.4624393317055892
GOTERM_BP_DIRECT	GO:0000723~telomere maintenance	3	3.0	0.037620071627427566	4683, 6117, 10039	100	60	19416	9.708	1.0	0.5115511913686075	0.4894698449785956
GOTERM_BP_DIRECT	GO:0051122~hepoxilin biosynthetic process	2	2.0	0.0400776107780272	2944, 2946	100	8	19416	48.54	1.0	0.5277588535085477	0.5049778958031427
GOTERM_BP_DIRECT	GO:0051246~regulation of protein metabolic process	2	2.0	0.0400776107780272	3949, 348	100	8	19416	48.54	1.0	0.5277588535085477	0.5049778958031427
GOTERM_BP_DIRECT	GO:0061000~negative regulation of dendritic spine development	2	2.0	0.0400776107780272	348, 4204	100	8	19416	48.54	1.0	0.5277588535085477	0.5049778958031427
GOTERM_BP_DIRECT	GO:0032757~positive regulation of interleukin-8 production	3	3.0	0.04349448076061087	6850, 10394, 5319	100	65	19416	8.961230769230768	1.0	0.5515949011184446	0.5277850492716052
GOTERM_BP_DIRECT	GO:0043524~negative regulation of neuron apoptotic process	4	4.0	0.04491632619348207	22849, 4909, 4776, 4204	100	155	19416	5.010580645161291	1.0	0.5515949011184446	0.5277850492716052
GOTERM_BP_DIRECT	GO:0060316~positive regulation of ryanodine-sensitive calcium-release channel activity	2	2.0	0.044974164599585406	9446, 2946	100	9	19416	43.14666666666667	1.0	0.5515949011184446	0.5277850492716052
GOTERM_BP_DIRECT	GO:0150076~neuroinflammatory response	2	2.0	0.044974164599585406	114, 107	100	9	19416	43.14666666666667	1.0	0.5515949011184446	0.5277850492716052
GOTERM_BP_DIRECT	GO:0097680~double-strand break repair via classical nonhomologous end joining	2	2.0	0.044974164599585406	7158, 11073	100	9	19416	43.14666666666667	1.0	0.5515949011184446	0.5277850492716052
GOTERM_BP_DIRECT	GO:0051248~negative regulation of protein metabolic process	2	2.0	0.044974164599585406	3949, 348	100	9	19416	43.14666666666667	1.0	0.5515949011184446	0.5277850492716052
GOTERM_BP_DIRECT	GO:0046324~regulation of D-glucose import	2	2.0	0.044974164599585406	6198, 5319	100	9	19416	43.14666666666667	1.0	0.5515949011184446	0.5277850492716052
GOTERM_BP_DIRECT	GO:0007611~learning or memory	3	3.0	0.047172205730397064	114, 5621, 6517	100	68	19416	8.565882352941175	1.0	0.556761930408491	0.5327290413261101
GOTERM_BP_DIRECT	GO:0060315~negative regulation of ryanodine-sensitive calcium-release channel activity	2	2.0	0.0498459921708641	9446, 2946	100	10	19416	38.832	1.0	0.556761930408491	0.5327290413261101
GOTERM_BP_DIRECT	GO:0042359~vitamin D metabolic process	2	2.0	0.0498459921708641	1543, 1576	100	10	19416	38.832	1.0	0.556761930408491	0.5327290413261101
GOTERM_BP_DIRECT	GO:0035825~homologous recombination	2	2.0	0.0498459921708641	11073, 4683	100	10	19416	38.832	1.0	0.556761930408491	0.5327290413261101
GOTERM_BP_DIRECT	GO:0046456~icosanoid biosynthetic process	2	2.0	0.0498459921708641	1558, 1559	100	10	19416	38.832	1.0	0.556761930408491	0.5327290413261101
GOTERM_BP_DIRECT	GO:0044539~long-chain fatty acid import into cell	2	2.0	0.0498459921708641	2180, 6198	100	10	19416	38.832	1.0	0.556761930408491	0.5327290413261101
GOTERM_BP_DIRECT	GO:0031915~positive regulation of synaptic plasticity	2	2.0	0.0498459921708641	114, 4204	100	10	19416	38.832	1.0	0.556761930408491	0.5327290413261101
GOTERM_BP_DIRECT	GO:0071481~cellular response to X-ray	2	2.0	0.0498459921708641	894, 7158	100	10	19416	38.832	1.0	0.556761930408491	0.5327290413261101
GOTERM_BP_DIRECT	GO:0006171~cAMP biosynthetic process	2	2.0	0.0498459921708641	114, 107	100	10	19416	38.832	1.0	0.556761930408491	0.5327290413261101
GOTERM_BP_DIRECT	GO:0099566~regulation of postsynaptic cytosolic calcium ion concentration	2	2.0	0.0498459921708641	793, 2890	100	10	19416	38.832	1.0	0.556761930408491	0.5327290413261101
GOTERM_BP_DIRECT	GO:0060079~excitatory postsynaptic potential	3	3.0	0.050959569374031864	266743, 4204, 1813	100	71	19416	8.203943661971831	1.0	0.5641630202381758	0.5398106596523552
GOTERM_BP_DIRECT	GO:0021766~hippocampus development	3	3.0	0.05224567413520548	6722, 4204, 5649	100	72	19416	8.09	1.0	0.5733275293258074	0.5485795784196575
GOTERM_BP_DIRECT	GO:0019372~lipoxygenase pathway	2	2.0	0.054693217089901915	240, 241	100	11	19416	35.30181818181818	1.0	0.5847967058074127	0.5595536825351504
GOTERM_BP_DIRECT	GO:0033314~mitotic DNA replication checkpoint signaling	2	2.0	0.054693217089901915	11073, 5884	100	11	19416	35.30181818181818	1.0	0.5847967058074127	0.5595536825351504
GOTERM_BP_DIRECT	GO:0050665~hydrogen peroxide biosynthetic process	2	2.0	0.054693217089901915	1544, 1543	100	11	19416	35.30181818181818	1.0	0.5847967058074127	0.5595536825351504
GOTERM_BP_DIRECT	GO:0007416~synapse assembly	3	3.0	0.058846853264025056	2890, 4204, 1813	100	77	19416	7.564675324675324	1.0	0.6204539073454999	0.5936717242946149
GOTERM_BP_DIRECT	GO:0021794~thalamus development	2	2.0	0.059515962335299745	4204, 139411	100	12	19416	32.36000000000001	1.0	0.6204539073454999	0.5936717242946149
GOTERM_BP_DIRECT	GO:0032793~positive regulation of CREB transcription factor activity	2	2.0	0.059515962335299745	114, 107	100	12	19416	32.36000000000001	1.0	0.6204539073454999	0.5936717242946149
GOTERM_BP_DIRECT	GO:0006281~DNA repair	5	5.0	0.06110864637377247	9656, 11073, 5884, 6117, 10039	100	290	19416	3.347586206896552	1.0	0.6286651451131343	0.6015285201442221
GOTERM_BP_DIRECT	GO:0009636~response to toxic substance	3	3.0	0.061564236835156605	6198, 6722, 1813	100	79	19416	7.373164556962026	1.0	0.6286651451131343	0.6015285201442221
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	5	5.0	0.062350565491870825	6850, 6446, 814, 440275, 5590	100	292	19416	3.3246575342465756	1.0	0.6286651451131343	0.6015285201442221
GOTERM_BP_DIRECT	GO:0021987~cerebral cortex development	3	3.0	0.06293883582827675	3014, 2890, 4204	100	80	19416	7.281	1.0	0.6286651451131343	0.6015285201442221
GOTERM_BP_DIRECT	GO:0046685~response to arsenic-containing substance	2	2.0	0.06431435028519675	1543, 2890	100	13	19416	29.870769230769234	1.0	0.6286651451131343	0.6015285201442221
GOTERM_BP_DIRECT	GO:0046471~phosphatidylglycerol metabolic process	2	2.0	0.06431435028519675	5322, 5319	100	13	19416	29.870769230769234	1.0	0.6286651451131343	0.6015285201442221
GOTERM_BP_DIRECT	GO:0090181~regulation of cholesterol metabolic process	2	2.0	0.06431435028519675	3949, 348	100	13	19416	29.870769230769234	1.0	0.6286651451131343	0.6015285201442221
GOTERM_BP_DIRECT	GO:0051321~meiotic cell cycle	3	3.0	0.06432385177816242	4683, 3014, 6117	100	81	19416	7.191111111111111	1.0	0.6286651451131343	0.6015285201442221
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	6	6.0	0.0658224194316529	2687, 4776, 9867, 814, 6869, 5590	100	424	19416	2.7475471698113205	1.0	0.638324393093006	0.6107708221681282
