Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation of Synaptic Transmission, GABAergic (GO:0032228)	4/20	1.9082736612030244E-7	1.0781746185797088E-5	0	0	103.8125	1606.1762720072816	NPS;NLGN1;STXBP1;DRD2
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	12/732	2.837915376189894E-7	1.4965273750441374E-5	0	0	8.011666666666667	120.77608242829865	PER3;SNW1;PARP1;CTBP2;CNOT1;ZNF536;NR1D1;CALR;NR2C1;KLF2;SNCA;EZH2
Regulation of Growth Hormone Secretion (GO:0060123)	3/6	3.296902008290912E-7	1.6299059303488197E-5	0	0	407.0408163265306	6075.12993863799	GHRH;GHRL;DRD2
Negative Regulation of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)	4/31	1.2134173759443159E-6	5.6459596727761994E-5	0	0	61.48456790123457	837.547081813792	VPS18;CNOT1;VPS11;CALR
SNARE Complex Assembly (GO:0035493)	3/9	1.3771075716965954E-6	5.733116259010562E-5	0	0	203.48979591836735	2746.201673019732	STXBP1;STXBP6;SNCA
Fat-Soluble Vitamin Catabolic Process (GO:0042363)	3/9	1.3771075716965954E-6	5.733116259010562E-5	0	0	203.48979591836735	2746.201673019732	CYP26A1;CYP26B1;CYP26C1
Negative Regulation of Intracellular Estrogen Receptor Signaling Pathway (GO:0033147)	3/10	1.9636916511661936E-6	7.766400480362295E-5	0	0	174.41107871720118	2291.880934446314	VPS18;CNOT1;VPS11
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	10/652	5.810350289220247E-6	2.188565275606293E-4	0	0	7.159916926272066	86.31902551288853	ASXL1;NLGN1;SNW1;PARP1;CTBP2;AKR1C3;ADRB1;GHRL;TRIM16;KLF2
Positive Regulation of Peptide Hormone Secretion (GO:0090277)	4/48	7.263027467076109E-6	2.611388512026001E-4	0	0	37.696969696969695	446.05745391213554	GHRH;CRH;GHRL;DRD2
Regulation of Synaptic Transmission, Glutamatergic (GO:0051966)	4/52	1.002804198853493E-5	3.448774440404839E-4	0	0	34.548611111111114	397.658839048428	FXR1;NPS;NLGN1;DRD2
Response to Ethanol (GO:0045471)	3/17	1.0985559455181945E-5	3.6206573037703827E-4	0	0	87.17492711370262	995.4442967023317	CHRNB2;TH;DRD2
Modulation of Chemical Synaptic Transmission (GO:0050804)	5/117	1.3118019295412352E-5	4.150541305068468E-4	0	0	18.841185410334347	211.80363334723353	CHRNB2;FXR1;NLGN1;DRD2;BTBD9
Dopamine Metabolic Process (GO:0042417)	3/19	1.5597063582160007E-5	4.7451066513417564E-4	0	0	76.2704081632653	844.1935131506707	TH;DRD2;SNCA
Regulation of Synapse Assembly (GO:0051963)	4/64	2.299989706043738E-5	6.49747091957356E-4	0	0	27.622222222222224	295.0059083638694	CHRNB2;NLGN1;GHRL;SNCA
Retinoid Metabolic Process (GO:0001523)	4/64	2.299989706043738E-5	6.49747091957356E-4	0	0	27.622222222222224	295.0059083638694	CYP26A1;CYP26B1;AKR1C3;DHRS3
Monocarboxylic Acid Catabolic Process (GO:0072329)	3/22	2.465179786371163E-5	6.723990382826173E-4	0	0	64.21804511278195	681.395889081576	CYP26A1;CYP26B1;CYP26C1
Negative Regulation of RNA Biosynthetic Process (GO:1902679)	8/470	2.6608276955988288E-5	7.015715690728912E-4	0	0	7.668634395907123	80.78360503258413	CSF2;SNW1;PARP1;CTBP2;PRAME;NR1D1;CALR;EZH2
Retinoic Acid Metabolic Process (GO:0042573)	3/25	3.6615484374028064E-5	9.34285423866329E-4	0	0	55.452690166975884	566.4514113813482	CYP26A1;CYP26B1;CYP26C1
Regulation of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146)	3/27	4.6394773151070445E-5	0.0011468207988280226	0	0	50.826530612244895	507.1635776746594	VPS18;CNOT1;VPS11
Negative Regulation of Response to External Stimulus (GO:0032102)	5/154	4.922985668937395E-5	0.0011800247467059028	0	0	14.1360845351992	140.21596775631596	FXR1;PARP1;GHRL;NR1D1;DRD2
Chemical Synaptic Transmission (GO:0007268)	6/260	5.6196047135331834E-5	0.0013050482856302333	0	0	10.113317357069496	98.97564030686743	CHRNB2;TH;MTNR1B;CRH;DRD2;SNCA
Organelle Fusion (GO:0048284)	3/29	5.7745499364169614E-5	0.0013050482856302333	0	0	46.91208791208791	457.8368868425277	VPS18;CYP26C1;VPS11
Dopamine Biosynthetic Process (GO:0042416)	2/5	6.596944588909246E-5	0.0014494953249520038	0	0	265.93333333333334	2559.9590632869204	TH;SNCA
Synaptic Transmission, Dopaminergic (GO:0001963)	2/6	9.878966755070939E-5	0.002056384921910819	0	0	199.44	1839.3388978037547	TH;SNCA
Positive Regulation of Multicellular Organism Growth (GO:0040018)	2/6	9.878966755070939E-5	0.002056384921910819	0	0	199.44	1839.3388978037547	GHRH;GHRL
Regulation of Dopamine Uptake Involved in Synaptic Transmission (GO:0051584)	2/7	1.3807555394687994E-4	0.0028004554659482573	0	0	159.544	1417.980729295425	DRD2;SNCA
Regulation of Cell Population Proliferation (GO:0042127)	9/769	1.4613432664097031E-4	0.002889806309325188	0	0	5.284332925336598	46.66586117229212	CSF2;CTBP2;GHRH;AKR1C3;PRAME;GHRL;CALR;DRD2;EZH2
Negative Regulation of Secretion by Cell (GO:1903531)	3/41	1.6479712693431985E-4	0.0031793787171962686	0	0	32.078410311493016	279.4284681559891	STXBP6;DRD2;SNCA
Positive Regulation of Synaptic Transmission, GABAergic (GO:0032230)	2/8	1.8379456792760984E-4	0.0034614643626366516	0	0	132.94666666666666	1143.5662661624315	NPS;NLGN1
Learning (GO:0007612)	3/44	2.036214842768194E-4	0.0037456882340224217	0	0	29.726729716276754	252.65484086004645	CHRNB2;TH;DRD2
Nervous System Development (GO:0007399)	7/480	2.3080664424753947E-4	0.004146848965387057	0	0	6.404745125675358	53.63288886076571	CYP26A1;CYP26B1;NLGN1;CYP26C1;ADORA2A;ADORA1;DRD2
Regulation of NMDA Receptor Activity (GO:2000310)	2/9	2.359142900662674E-4	0.004146848965387057	0	0	113.94857142857143	951.7032540227452	NLGN1;CRH
Negative Regulation of Defense Response (GO:0031348)	4/121	2.7572420728407606E-4	0.004741257564384873	0	0	14.124643874643874	115.76712700890582	FXR1;PARP1;GHRL;NR1D1
Positive Regulation of Nervous System Development (GO:0051962)	3/51	3.1609642072434916E-4	0.005319835506233195	0	0	25.382653061224488	204.57055984017754	NLGN1;SNW1;GHRL
Sensory Perception (GO:0007600)	3/52	3.348354249176519E-4	0.005464391825067416	0	0	24.863390254060807	198.95365177270185	CHRNB2;ADORA2A;KCNA2
Negative Regulation of Exocytosis (GO:0045920)	2/11	3.5922676978951407E-4	0.005464391825067416	0	0	88.61777777777777	702.8769289105478	STXBP6;SNCA
Catecholamine Biosynthetic Process (GO:0042423)	2/11	3.5922676978951407E-4	0.005464391825067416	0	0	88.61777777777777	702.8769289105478	TH;SNCA
Positive Regulation of Behavior (GO:0048520)	2/11	3.5922676978951407E-4	0.005464391825067416	0	0	88.61777777777777	702.8769289105478	NLGN1;CRH
Positive Regulation of Circadian Rhythm (GO:0042753)	2/11	3.5922676978951407E-4	0.005464391825067416	0	0	88.61777777777777	702.8769289105478	NLGN1;CRH
Adult Locomotory Behavior (GO:0008344)	2/12	4.3035527752799174E-4	0.006303907861567435	0	0	79.752	618.1497340214149	BTBD9;DRD2
Visual Learning (GO:0008542)	2/12	4.3035527752799174E-4	0.006303907861567435	0	0	79.752	618.1497340214149	CHRNB2;DRD2
Regulation of Long-Term Neuronal Synaptic Plasticity (GO:0048169)	2/13	5.077559934978225E-4	0.007216828211240948	0	0	72.49818181818182	549.935650796121	FXR1;DRD2
Response to Retinoic Acid (GO:0032526)	3/60	5.109258910613061E-4	0.007216828211240948	0	0	21.36519871106337	161.93295159667136	ASXL1;SNW1;TRIM16
Positive Regulation of Neurogenesis (GO:0050769)	3/64	6.175325154121532E-4	0.008569617889316022	0	0	19.960187353629976	147.50137003472787	FXR1;SNW1;DRD2
Positive Regulation of Multicellular Organismal Process (GO:0051240)	6/407	6.318610149021831E-4	0.008617276944614255	0	0	6.358126423072753	46.839307059681374	GHRH;CRH;ADRB1;GHRL;TRIM16;EZH2
Regulation of Multicellular Organism Growth (GO:0040014)	2/16	7.772736651313045E-4	0.010079073264243638	0	0	56.95428571428572	407.77662815003015	GHRH;GHRL
Negative Regulation of Synaptic Transmission (GO:0050805)	2/16	7.772736651313045E-4	0.010079073264243638	0	0	56.95428571428572	407.77662815003015	STXBP1;DRD2
Late Endosome to Lysosome Transport (GO:1902774)	2/16	7.772736651313045E-4	0.010079073264243638	0	0	56.95428571428572	407.77662815003015	VPS41;VPS39
Macroautophagy (GO:0016236)	4/162	8.296777595340005E-4	0.010585082383732167	0	0	10.43776371308017	74.05043465987659	VPS33A;VPS41;VPS39;VPS16
Melanosome Localization (GO:0032400)	2/18	9.877327017010398E-4	0.012401532810246389	0	0	49.83	344.82850534778163	BLOC1S6;VPS33A
Associative Learning (GO:0008306)	2/20	0.0012225237433500786	0.015109629390467378	0	0	44.28888888888889	297.0383992061624	CHRNB2;DRD2
Regulation of Synaptic Vesicle Exocytosis (GO:2000300)	2/21	0.0013489660052641995	0.01592585239050719	0	0	41.95578947368421	277.26134829575824	VPS18;NLGN1
Sensory Perception of Pain (GO:0019233)	2/21	0.0013489660052641995	0.01592585239050719	0	0	41.95578947368421	277.26134829575824	CHRNB2;KCNA2
Vasodilation (GO:0042311)	2/21	0.0013489660052641995	0.01592585239050719	0	0	41.95578947368421	277.26134829575824	ADRB1;KLF2
Positive Regulation of Endocytosis (GO:0045807)	3/85	0.0014088074744219611	0.016387745768643696	0	0	14.832752613240418	97.37719437900752	NLGN1;CALR;SNCA
Anterograde Trans-Synaptic Signaling (GO:0098916)	4/189	0.0014677483359468975	0.01650402767409418	0	0	8.902252252252252	58.07852334300175	CHRNB2;MTNR1B;CRH;SNCA
Establishment of Protein Localization to Vacuole (GO:0072666)	2/22	0.001481398185664585	0.01650402767409418	0	0	39.856	259.65262996111744	VPS41;VPS8
Positive Regulation of Synaptic Transmission, Glutamatergic (GO:0051968)	2/22	0.001481398185664585	0.01650402767409418	0	0	39.856	259.65262996111744	NPS;NLGN1
Positive Regulation of Cell Population Proliferation (GO:0008284)	6/484	0.0015443907762727692	0.0167803068284406	0	0	5.3128979443332724	34.39105657538697	CSF2;GHRH;AKR1C3;PRAME;CALR;EZH2
Intracellular Protein Transport (GO:0006886)	5/326	0.0015486250296790946	0.0167803068284406	0	0	6.504606614966527	42.08732741123111	VPS33A;STXBP1;VPS8;VPS41;CALR
Regulation of Neurotransmitter Receptor Activity (GO:0099601)	2/23	0.0016197894958694466	0.017083379883103097	0	0	37.95619047619048	243.88594869957547	NLGN1;CRH
Prostanoid Metabolic Process (GO:0006692)	2/23	0.0016197894958694466	0.017083379883103097	0	0	37.95619047619048	243.88594869957547	AKR1C3;PTGDS
Macrophage Differentiation (GO:0030225)	2/24	0.001764109261523456	0.018360663498224388	0	0	36.22909090909091	229.6963992347988	CSF2;PARP1
Regulation of Insulin Secretion (GO:0050796)	3/93	0.0018240811047623648	0.018738287712558838	0	0	13.508843537414966	85.19593881136177	MTNR1B;GHRL;NR1D1
Response to Purine-Containing Compound (GO:0014074)	2/25	0.0019143269218730192	0.019167501205083013	0	0	34.65217391304348	216.8667907992902	ADORA2A;ADORA1
Icosanoid Biosynthetic Process (GO:0046456)	2/25	0.0019143269218730192	0.019167501205083013	0	0	34.65217391304348	216.8667907992902	AKR1C3;PTGDS
Diterpenoid Metabolic Process (GO:0016101)	2/26	0.0020704120293736665	0.020471198940432124	0	0	33.20666666666666	205.21745381534538	AKR1C3;DHRS3
Peptide Hormone Secretion (GO:0030072)	2/27	0.0022323342503811896	0.021799708543845938	0	0	31.8768	194.59853977843653	GHRH;GHRL
Sensory Perception of Light Stimulus (GO:0050953)	3/101	0.0023086051519285973	0.02200128524307856	0	0	12.401082882132444	75.28836021125726	CHRNB2;TH;DHRS3
Visual Perception (GO:0007601)	3/101	0.0023086051519285973	0.02200128524307856	0	0	12.401082882132444	75.28836021125726	CHRNB2;TH;DHRS3
Calcium Ion Homeostasis (GO:0055074)	3/105	0.0025780136237415026	0.024276294956899147	0	0	11.912364945978391	71.00646364910682	CALR;DRD2;SNCA
Regulation of DNA-templated Transcription (GO:0006355)	13/2139	0.0026811172336713433	0.02495016155098862	0	0	2.794292881781123	16.54646591632335	CSF2;PARP1;CTBP2;TGFBRAP1;NR1D1;NR2C1;KLF2;SNW1;ZNF536;PRAME;TRIM16;CALR;EZH2
Prostaglandin Metabolic Process (GO:0006693)	2/30	0.0027528219402575757	0.025319559938880725	0	0	28.457142857142856	167.75852052625558	AKR1C3;PTGDS
Cellular Response to Metal Ion (GO:0071248)	3/112	0.003094697566642654	0.027804523028032945	0	0	11.143418835424077	64.3873994049689	NLGN1;AKR1C3;SNCA
Response to Alcohol (GO:0097305)	2/32	0.0031284482294499775	0.027804523028032945	0	0	26.557333333333332	153.16193536546893	CHRNB2;TH
Protein Targeting to Vacuole (GO:0006623)	2/32	0.0031284482294499775	0.027804523028032945	0	0	26.557333333333332	153.16193536546893	VPS8;VPS41
Positive Regulation of Macromolecule Metabolic Process (GO:0010604)	2/35	0.0037342450281205603	0.0324592067828941	0	0	24.13939393939394	134.9442721051312	KLF2;SNCA
Positive Regulation of Synapse Assembly (GO:0051965)	2/35	0.0037342450281205603	0.0324592067828941	0	0	24.13939393939394	134.9442721051312	NLGN1;GHRL
Negative Regulation of Inflammatory Response (GO:0050728)	3/121	0.0038466206234897063	0.033072575143264754	0	0	10.288827395364926	57.211644904085205	FXR1;GHRL;NR1D1
Regulation of Inflammatory Response (GO:0050727)	4/249	0.003975063827335729	0.03380941384325335	0	0	6.701700680272109	37.0450878495051	FXR1;GHRL;NR1D1;SNCA
Regulation of Transcription by RNA Polymerase II (GO:0006357)	13/2250	0.004173660802881854	0.035120911649782406	0	0	2.639099985099091	14.459527840883277	PARP1;CTBP2;NR1D1;NR2C1;KLF2;ASXL1;PER3;SNW1;CNOT1;ZNF536;CALR;SNCA;EZH2
Vacuolar Transport (GO:0007034)	2/39	0.004619806890858708	0.038065283861137895	0	0	21.525405405405404	115.75076611278742	VPS8;VPS41
Negative Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)	2/39	0.004619806890858708	0.038065283861137895	0	0	21.525405405405404	115.75076611278742	DRD2;SNCA
Regulation of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412)	2/41	0.005095421171432994	0.04155132109900513	0	0	20.41948717948718	107.80290508954559	NLGN1;CRH
Protein Targeting (GO:0006605)	3/136	0.0053295643420948335	0.04224996612963587	0	0	9.12152831057235	47.746510243481126	NLGN1;VPS8;VPS41
Positive Regulation of Cellular Process (GO:0048522)	6/622	0.00533801130638428	0.04224996612963587	0	0	4.093450028232637	21.42062328954287	CSF2;GHRH;AKR1C3;PRAME;CALR;EZH2
Protein Destabilization (GO:0031648)	2/42	0.005341335793885698	0.04224996612963587	0	0	19.908	104.1642204576918	NR1D1;SNCA
Synaptic Vesicle Exocytosis (GO:0016079)	2/43	0.005592617272449293	0.04379960655947912	0	0	19.421463414634147	100.72568904417493	PRRT2;SNCA
Lysosome Organization (GO:0007040)	2/44	0.005849237139665159	0.044919869684224664	0	0	18.95809523809524	97.47198557672407	VPS18;VPS33A
Regulated Exocytosis (GO:0045055)	2/44	0.005849237139665159	0.044919869684224664	0	0	18.95809523809524	97.47198557672407	STXBP1;SNCA
Synaptic Vesicle Cycle (GO:0099504)	2/45	0.0061111670370749115	0.04648012621467553	0	0	18.516279069767442	94.3892789095494	NLGN1;SNCA
Synapse Organization (GO:0050808)	3/144	0.006242909196496775	0.04702991594694237	0	0	8.600521059487624	43.65890235454812	NLGN1;DRD2;SNCA
Mononuclear Cell Differentiation (GO:1903131)	2/46	0.0063783787113196565	0.04739475330449062	0	0	18.094545454545454	91.4650562908582	CSF2;PARP1
Positive Regulation of Metabolic Process (GO:0009893)	3/147	0.006608026416864155	0.04739475330449062	0	0	8.420068027210885	42.264280923982795	AKR1C3;ADRB1;GHRL
Central Nervous System Development (GO:0007417)	4/288	0.0066279038044861046	0.04739475330449062	0	0	5.769953051643192	28.944777303906562	CYP26A1;CYP26B1;CYP26C1;ADORA2A
Regulation of mRNA Catabolic Process (GO:0061013)	2/47	0.0066508440161801	0.04739475330449062	0	0	17.691555555555556	88.6879716765397	FXR1;CNOT1
Regulation of Trans-Synaptic Signaling (GO:0099177)	2/47	0.0066508440161801	0.04739475330449062	0	0	17.691555555555556	88.6879716765397	NLGN1;BTBD9
Positive Regulation of mRNA Catabolic Process (GO:0061014)	2/47	0.0066508440161801	0.04739475330449062	0	0	17.691555555555556	88.6879716765397	FXR1;CNOT1
Regulation of Cold-Induced Thermogenesis (GO:0120161)	3/148	0.006732506419860662	0.04754832659026593	0	0	8.361576354679803	41.814636085174676	ADRB1;GHRL;NR1D1
Regulation of Exocytosis (GO:0017157)	2/48	0.006928534910923889	0.04765627056122432	0	0	17.30608695652174	86.04771438057035	STXBP6;SNCA
Negative Regulation of Tumor Necrosis Factor Production (GO:0032720)	2/48	0.006928534910923889	0.04765627056122432	0	0	17.30608695652174	86.04771438057035	FXR1;GHRL
Primary Alcohol Metabolic Process (GO:0034308)	2/48	0.006928534910923889	0.04765627056122432	0	0	17.30608695652174	86.04771438057035	AKR1C3;DHRS3
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	3/153	0.007375889688071256	0.05027195023644944	0	0	8.080816326530613	39.67308087349405	ADORA2A;GHRH;ADRB1
Negative Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556)	2/50	0.007499481830469069	0.05027195023644944	0	0	16.583333333333332	81.14094572244915	FXR1;GHRL
Positive Regulation of Developmental Growth (GO:0048639)	2/50	0.007499481830469069	0.05027195023644944	0	0	16.583333333333332	81.14094572244915	GHRH;GHRL
Autophagosome Maturation (GO:0097352)	2/51	0.007792682298450811	0.05148964754263325	0	0	16.24408163265306	78.85803384874593	VPS33A;VPS16
Regulation of Intracellular Signal Transduction (GO:1902531)	4/302	0.007811324532384311	0.05148964754263325	0	0	5.49496644295302	26.66257031448819	NLGN1;SNW1;AKR1C3;DHRS3
Neuron Projection Morphogenesis (GO:0048812)	3/157	0.007916000216086991	0.05174839810681661	0	0	7.869334746885768	38.078681719621216	NLGN1;ANKRD27;DRD2
Endosome Organization (GO:0007032)	2/52	0.008090997243583557	0.05245884278421798	0	0	15.9184	76.67898512112798	VPS18;VPS11
Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039)	2/54	0.008702860592001184	0.055515828453814	0	0	15.304615384615385	72.6066794687417	NLGN1;ANKRD27
mRNA Destabilization (GO:0061157)	2/54	0.008702860592001184	0.055515828453814	0	0	15.304615384615385	72.6066794687417	FXR1;CNOT1
Memory (GO:0007613)	2/57	0.00965832960555829	0.06111790974397286	0	0	14.467636363636364	67.1288860286495	CHRNB2;TH
Negative Regulation of Protein-Containing Complex Assembly (GO:0031333)	2/59	0.010320108717919418	0.06377504684276765	0	0	13.95859649122807	63.841888167545946	PRRT2;ANKRD27
Cellular Response to Calcium Ion (GO:0071277)	2/59	0.010320108717919418	0.06377504684276765	0	0	13.95859649122807	63.841888167545946	NLGN1;AKR1C3
Response to Interleukin-1 (GO:0070555)	2/59	0.010320108717919418	0.06377504684276765	0	0	13.95859649122807	63.841888167545946	NR1D1;SNCA
Regulation of Reactive Oxygen Species Metabolic Process (GO:2000377)	2/61	0.011001476811495296	0.06516299847336297	0	0	13.48406779661017	60.809447886629876	AKR1C3;SNCA
Vesicle Organization (GO:0016050)	2/61	0.011001476811495296	0.06516299847336297	0	0	13.48406779661017	60.809447886629876	VPS18;VPS11
Positive Regulation of Catabolic Process (GO:0009896)	3/183	0.011991909649764737	0.06516299847336297	0	0	6.723809523809524	29.742926428647866	CNOT1;VPS11;SNCA
Endocytic Recycling (GO:0032456)	2/64	0.01205979240975848	0.06516299847336297	0	0	12.829677419354839	56.67995347918715	ANKRD27;VPS39
Positive Regulation of Cell Junction Assembly (GO:1901890)	2/65	0.0124221288506946	0.06516299847336297	0	0	12.625396825396825	55.403723507268865	NLGN1;GHRL
Positive Regulation of Organelle Assembly (GO:1902117)	2/65	0.0124221288506946	0.06516299847336297	0	0	12.625396825396825	55.403723507268865	CSF2;CNOT1
Regulation of Neurogenesis (GO:0050767)	2/66	0.012789203835481993	0.06516299847336297	0	0	12.4275	54.17338527013628	FXR1;SNW1
Protein-Containing Complex Disassembly (GO:0032984)	2/66	0.012789203835481993	0.06516299847336297	0	0	12.4275	54.17338527013628	VPS33A;VPS16
Regulation of Glucagon Secretion (GO:0070092)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	CRH
MHC Class I Protein Complex Assembly (GO:0002397)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	CALR
Regulation of Inositol Phosphate Biosynthetic Process (GO:0010919)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	SNCA
Negative Regulation of Trophoblast Cell Migration (GO:1901164)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	CALR
Behavioral Response to Nicotine (GO:0035095)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	CHRNB2
Peptide Antigen Assembly With MHC Class I Protein Complex (GO:0002502)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	CALR
Regulation of Synaptic Vesicle Fusion to Presynaptic Active Zone Membrane (GO:0031630)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	STXBP1
Regulation of Synaptic Vesicle Membrane Organization (GO:1901632)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	STXBP1
Regulation of Synaptic Vesicle Priming (GO:0010807)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	STXBP1
Regulation of Synaptic Vesicle Recycling (GO:1903421)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	SNCA
Response to Cocaine (GO:0042220)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	DRD2
Positive Regulation of Catecholamine Secretion (GO:0033605)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	CHRNB2
Positive Regulation of Long-Term Neuronal Synaptic Plasticity (GO:0048170)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	FXR1
Positive Regulation of Necroptotic Process (GO:0060545)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	PARP1
Positive Regulation of Post-Transcriptional Gene Silencing by RNA (GO:1900370)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	FXR1
Positive Regulation of Programmed Necrotic Cell Death (GO:0062100)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	PARP1
Positive Regulation of Vitamin D Receptor Signaling Pathway (GO:0070564)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	SNW1
Postsynaptic Density Protein 95 Clustering (GO:0097119)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	NLGN1
Postsynaptic Membrane Assembly (GO:0097104)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	NLGN1
Prepulse Inhibition (GO:0060134)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	DRD2
Negative Regulation of Astrocyte Differentiation (GO:0048712)	1/5	0.012933743059820464	0.06516299847336297	0	0	97.76470588235294	425.072693906196	NR1D1
Regulation of Cellular Localization (GO:0060341)	2/67	0.01316099126638936	0.06588825374502522	0	0	12.235692307692307	52.9866414552906	PARP1;GHRH
Lysosomal Transport (GO:0007041)	2/70	0.014304368780316934	0.06886610225774513	0	0	11.694117647058823	49.66714279512988	VPS41;VPS39
Phagocytosis (GO:0006909)	2/71	0.014694747022472195	0.06886610225774513	0	0	11.524057971014493	48.63458075413379	ADORA2A;ADORA1
Negative Regulation of Gene Expression (GO:0010629)	4/364	0.014710190360054819	0.06886610225774513	0	0	4.534259259259259	19.131013789991833	FXR1;CNOT1;CALR;EZH2
Regulation of Translation (GO:0006417)	3/201	0.015403883789212307	0.06886610225774513	0	0	6.106988249845393	25.485290118508214	FXR1;CNOT1;CALR
