Term	Ont	N	DE	P.DE	adj_pval	GOID
response to ketone	BP	225	10	4.31901709794432e-06	9.12894334990547e-05	GO:1901654
response to oxygen-containing compound	BP	1742	53	2.11789876184653e-20	2.21514312753131e-18	GO:1901700
xenobiotic metabolic process	BP	125	26	3.99835100988776e-31	9.27867331232078e-29	GO:0006805
metabolic process	BP	11765	157	4.87443613558992e-28	8.5506053723364e-26	GO:0008152
response to xenobiotic stimulus	BP	452	39	4.25942757690587e-31	9.78263170704217e-29	GO:0009410
cellular response to chemical stimulus	BP	2248	87	2.00110434553502e-43	1.06144291928165e-40	GO:0070887
cellular response to xenobiotic stimulus	BP	197	30	1.76428079958788e-31	4.27224431013249e-29	GO:0071466
tissue homeostasis	BP	272	5	0.0419939730315342	0.226478239650949	GO:0001894
system process	BP	2345	53	7.15645390387202e-15	4.86071585580673e-13	GO:0003008
lipid metabolic process	BP	1388	43	8.93290133721077e-17	7.28964014616782e-15	GO:0006629
digestion	BP	144	2	0.264754892491114	0.954866358251099	GO:0007586
epithelial structure maintenance	BP	38	2	0.0287107354126522	0.170020670792947	GO:0010669
regulation of lipid metabolic process	BP	343	14	1.44363184312207e-07	4.06766569545536e-06	GO:0019216
regulation of metabolic process	BP	6949	116	8.54853890436315e-25	1.26122085901591e-22	GO:0019222
digestive system process	BP	112	2	0.183194723764788	0.703317592458351	GO:0022600
maintenance of gastrointestinal epithelium	BP	24	2	0.0120093802403321	0.0898706661048437	GO:0030277
homeostatic process	BP	1762	45	1.78998519309699e-14	1.13287756056292e-12	GO:0042592
primary metabolic process	BP	10156	138	1.34648601797076e-22	1.6481876652941e-20	GO:0044238
multicellular organismal-level homeostasis	BP	833	23	2.12500896196381e-08	6.84117769575574e-07	GO:0048871
anatomical structure homeostasis	BP	272	5	0.0419939730315342	0.226478239650949	GO:0060249
regulation of primary metabolic process	BP	5513	97	4.47595218052772e-21	4.86415915501447e-19	GO:0080090
neutral lipid metabolic process	BP	138	2	0.249317999303773	0.90741813241128	GO:0006638
catabolic process	BP	2759	76	2.28762966643072e-27	3.80326967975699e-25	GO:0009056
positive regulation of metabolic process	BP	3664	93	6.71273058021596e-32	1.643364965561e-29	GO:0009893
regulation of catabolic process	BP	1132	33	2.92562557398582e-12	1.46795239948775e-10	GO:0009894
positive regulation of catabolic process	BP	636	28	8.41660441348512e-15	5.64774437119342e-13	GO:0009896
lipid catabolic process	BP	350	9	0.000813061579701363	0.00947848554295497	GO:0016042
positive regulation of lipid metabolic process	BP	133	4	0.014097737793998	0.0983002824959895	GO:0045834
glycerolipid metabolic process	BP	393	6	0.057465124685618	0.285124286803162	GO:0046486
positive regulation of cellular process	BP	6023	139	6.00800319351915e-50	4.6153894877662e-47	GO:0048522
regulation of lipid catabolic process	BP	67	2	0.0793199226590577	0.362049003965198	GO:0050994
angiogenesis	BP	638	31	1.70470768659612e-17	1.46631188579106e-15	GO:0001525
blood vessel development	BP	819	41	1.69929366530568e-23	2.26687810034011e-21	GO:0001568
vasculature development	BP	854	41	8.12241029038326e-23	1.0223223528201e-20	GO:0001944
anatomical structure morphogenesis	BP	2801	115	6.74314204292166e-64	1.00149145621472e-60	GO:0009653
regulation of endothelial cell migration	BP	235	11	8.5676186570978e-07	2.09059072631169e-05	GO:0010594
positive regulation of endothelial cell migration	BP	133	10	3.38284613443768e-08	1.05995845545714e-06	GO:0010595
muscle cell migration	BP	115	6	0.000157262991200704	0.00226617394435271	GO:0014812
smooth muscle cell migration	BP	101	5	0.00071339792831142	0.00840903653276286	GO:0014909
cell migration	BP	1647	82	7.74380777309104e-49	5.75055165229741e-46	GO:0016477
regulation of cell migration	BP	1078	57	3.27812289789828e-34	1.00041125916956e-31	GO:0030334
positive regulation of cell migration	BP	600	47	1.2618677982522e-35	4.6853151349104e-33	GO:0030335
tube morphogenesis	BP	971	47	2.39833074887042e-26	3.84388578585145e-24	GO:0035239
tube development	BP	1192	58	6.64350515261232e-33	1.7011954918379e-30	GO:0035295
locomotion	BP	1369	63	1.56684238275663e-34	4.84807147264614e-32	GO:0040011
regulation of locomotion	BP	1186	59	4.97899373926691e-34	1.44054574705699e-31	GO:0040012
positive regulation of locomotion	BP	645	47	3.39626987861238e-34	1.02246081561793e-31	GO:0040017
endothelial cell migration	BP	290	12	9.95839871645552e-07	2.40621699137957e-05	GO:0043542
blood vessel morphogenesis	BP	728	36	1.76948906410131e-20	1.88615681196406e-18	GO:0048514
anatomical structure formation involved in morphogenesis	BP	1288	80	8.44865475756157e-55	8.18767062924401e-52	GO:0048646
cell motility	BP	1910	82	6.31512831898353e-44	3.43142509000769e-41	GO:0048870
circulatory system development	BP	1249	53	4.52105732405664e-27	7.4607492640988e-25	GO:0072359
regulation of cell motility	BP	1142	57	6.92024910917392e-33	1.75192397334292e-30	GO:2000145
positive regulation of cell motility	BP	629	47	1.08565131557296e-34	3.50523768236731e-32	GO:2000147
biogenic amine metabolic process	BP	99	5	0.000651417910247485	0.00786573886422411	GO:0006576
circadian rhythm	BP	206	2	0.420409193731628	1	GO:0007623
biosynthetic process	BP	8623	108	8.86999597284181e-13	4.75013870872524e-11	GO:0009058
macromolecule biosynthetic process	BP	7610	91	4.36558597469134e-09	1.56360971614427e-07	GO:0009059
amine metabolic process	BP	110	6	0.000123194260143958	0.00185190399965391	GO:0009308
amine biosynthetic process	BP	39	3	0.00251761014456002	0.0252217616178541	GO:0009309
response to radiation	BP	439	14	2.71168203426343e-06	6.00505490649311e-05	GO:0009314
response to light stimulus	BP	324	8	0.00202823928336478	0.0211046776061656	GO:0009416
response to abiotic stimulus	BP	1157	32	2.54607996607924e-11	1.17679604739239e-09	GO:0009628
response to metal ion	BP	346	16	3.09950701941898e-09	1.12644074027106e-07	GO:0010038
gene expression	BP	7182	89	1.1637196843423e-09	4.48535417435601e-08	GO:0010467
regulation of hormone levels	BP	548	26	1.45638993282204e-14	9.45931630420099e-13	GO:0010817
protein metabolic process	BP	4444	66	4.54045752298055e-10	1.85600573755891e-08	GO:0019538
response to insulin	BP	324	7	0.00778738620073143	0.0618493368199268	GO:0032868
response to cytokine	BP	1016	25	4.68063409673413e-08	1.43038637046698e-06	GO:0034097
protein modification process	BP	2441	50	2.11591536083802e-12	1.07868106198511e-10	GO:0036211
biogenic amine biosynthetic process	BP	38	3	0.00233581055647396	0.0236103391910739	GO:0042401
hormone metabolic process	BP	240	19	7.26193464798367e-15	4.91736717592037e-13	GO:0042445
macromolecule metabolic process	BP	9713	116	1.32896045828969e-12	7.01577750942599e-11	GO:0043170
macromolecule modification	BP	2635	50	3.42642734211971e-11	1.55466289873203e-09	GO:0043412
response to peptide hormone	BP	494	12	0.000191437631932914	0.00270440555751519	GO:0043434
amide metabolic process	BP	476	12	0.000135947770027608	0.00203123478142125	GO:0043603
amide biosynthetic process	BP	174	4	0.0336148479238058	0.1939547575623	GO:0043604
response to copper ion	BP	36	3	0.00199721109588049	0.0207915274738438	GO:0046688
response to mineralocorticoid	BP	37	2	0.0273225814728533	0.163678890304464	GO:0051385
response to calcium ion	BP	139	4	0.016324166109708	0.111967294517264	GO:0051592
protein maturation	BP	555	3	0.744493579422349	1	GO:0051604
regulation of biological quality	BP	3081	84	2.04690282164408e-30	4.56009010605868e-28	GO:0065008
response to peptide	BP	1031	26	1.50025188990215e-08	4.96547293028975e-07	GO:1901652
response to nitrogen compound	BP	1151	28	8.58777975095617e-09	2.96158757417649e-07	GO:1901698
cellular response to nitrogen compound	BP	702	16	3.53873216121762e-05	0.000613986566102851	GO:1901699
cellular response to oxygen-containing compound	BP	1249	36	3.59388198293383e-13	1.97690130409382e-11	GO:1901701
nucleobase-containing compound metabolic process	BP	6128	86	3.45625795545818e-12	1.72642409712326e-10	GO:0006139
RNA processing	BP	1334	7	0.824746728636148	1	GO:0006396
translation	BP	748	7	0.265795833651163	0.958465455176531	GO:0006412
regulation of translation	BP	450	7	0.0385913276942031	0.215635214038489	GO:0006417
amino acid metabolic process	BP	283	2	0.587538378671893	1	GO:0006520
apoptotic process	BP	1987	66	6.06353324791085e-28	1.03117094425159e-25	GO:0006915
nervous system development	BP	2635	109	4.99549520045904e-60	5.85734958293824e-57	GO:0007399
central nervous system development	BP	1056	62	4.67303161262305e-40	2.12460812787788e-37	GO:0007417
brain development	BP	748	39	5.52232443729473e-23	7.11134935341341e-21	GO:0007420
cell death	BP	2056	67	6.33103600057012e-28	1.06850621227804e-25	GO:0008219
regulation of biosynthetic process	BP	5806	87	4.98574464034735e-14	2.96985077801225e-12	GO:0009889
regulation of signal transduction	BP	3179	85	3.1225510040265e-30	6.75380497744683e-28	GO:0009966
positive regulation of signal transduction	BP	1607	54	8.72575126355024e-23	1.09209149803018e-20	GO:0009967
negative regulation of signal transduction	BP	1448	48	6.19406622408775e-20	6.16033068483156e-18	GO:0009968
regulation of gene expression	BP	5517	83	2.37304227878964e-13	1.32166589717189e-11	GO:0010468
regulation of macromolecule biosynthetic process	BP	5631	84	2.47365473436505e-13	1.37426633845847e-11	GO:0010556
post-transcriptional regulation of gene expression	BP	1083	10	0.223251947943357	0.82659247071333	GO:0010608
regulation of cell communication	BP	3620	89	3.37696863058926e-29	6.6577085975458e-27	GO:0010646
positive regulation of cell communication	BP	1811	59	2.47625473835453e-24	3.51375815675556e-22	GO:0010647
negative regulation of cell communication	BP	1556	50	3.28451973976527e-20	3.31097424264663e-18	GO:0010648
programmed cell death	BP	2052	67	5.65375119738601e-28	9.76389683529966e-26	GO:0012501
RNA metabolic process	BP	5013	68	1.03638419997307e-08	3.51959865960368e-07	GO:0016070
cerebellum development	BP	108	9	6.84444261506895e-08	2.05776643155879e-06	GO:0021549
cerebellar cortex development	BP	53	3	0.00601047843551223	0.0528002518084943	GO:0021695
metencephalon development	BP	118	10	1.06913982775703e-08	3.61980198826309e-07	GO:0022037
regulation of signaling	BP	3613	88	1.67352992944026e-28	3.03113006244472e-26	GO:0023051
positive regulation of signaling	BP	1812	59	2.54655304692267e-24	3.59063979616096e-22	GO:0023056
negative regulation of signaling	BP	1556	50	3.28451973976527e-20	3.31097424264663e-18	GO:0023057
hindbrain development	BP	161	16	3.0177619515196e-14	1.8368770698348e-12	GO:0030902
RNA biosynthetic process	BP	4720	68	8.07208544169999e-10	3.18283043310075e-08	GO:0032774
nucleobase-containing compound biosynthetic process	BP	5128	71	1.62548049697093e-09	6.15858069923781e-08	GO:0034654
intracellular signal transduction	BP	3042	90	8.54176174185338e-36	3.28092013939672e-33	GO:0035556
regulation of apoptotic process	BP	1522	52	3.13218516094351e-22	3.71163941571806e-20	GO:0042981
negative regulation of apoptotic process	BP	912	46	1.57759396608402e-26	2.54678538959565e-24	GO:0043066
regulation of programmed cell death	BP	1567	52	1.15179414658286e-21	1.31588051269604e-19	GO:0043067
negative regulation of programmed cell death	BP	946	46	7.37785937586918e-26	1.16570178138733e-23	GO:0043069
regulation of neuron apoptotic process	BP	255	15	3.68670851591079e-10	1.52379392054658e-08	GO:0043523
negative regulation of neuron apoptotic process	BP	171	14	1.81515510392986e-11	8.45983795090991e-10	GO:0043524
negative regulation of cellular process	BP	5647	120	1.95569561808472e-36	8.22056358107386e-34	GO:0048523
nervous system process	BP	1525	31	7.79747514856891e-08	2.32032948579579e-06	GO:0050877
neuromuscular process controlling balance	BP	55	2	0.0561948400493277	0.279256891951578	GO:0050885
neuromuscular process	BP	176	7	0.000241732402790343	0.00333043566441761	GO:0050905
regulation of protein metabolic process	BP	1842	48	8.90659663958684e-16	6.72614101480392e-14	GO:0051246
neuron apoptotic process	BP	309	16	6.08217955163736e-10	2.43702870596002e-08	GO:0051402
regulation of macromolecule metabolic process	BP	6415	99	1.93412993401184e-17	1.64460101793572e-15	GO:0060255
head development	BP	798	44	6.25565645583461e-27	1.02473172443444e-24	GO:0060322
signal transduction by p53 class mediator	BP	165	7	0.000162698925094046	0.00233996556051979	GO:0072331
nucleic acid metabolic process	BP	5558	84	1.17054609555955e-13	6.65240457063156e-12	GO:0090304
nucleic acid biosynthetic process	BP	4829	70	2.97674683920845e-10	1.24744396456755e-08	GO:0141187
regulation of signal transduction by p53 class mediator	BP	106	4	0.00649184922862724	0.0561735990640259	GO:1901796
negative regulation of signal transduction by p53 class mediator	BP	36	4	0.000112256804639708	0.00171408985179124	GO:1901797
regulation of intracellular signal transduction	BP	2028	68	4.06945498135844e-29	7.8154584547158e-27	GO:1902531
negative regulation of intracellular signal transduction	BP	736	31	8.94909124083596e-16	6.73540049538323e-14	GO:1902532
positive regulation of intracellular signal transduction	BP	1123	47	1.15025668414141e-23	1.57211155885291e-21	GO:1902533
temperature homeostasis	BP	184	6	0.00187053794151215	0.0195918402731582	GO:0001659
response to hypoxia	BP	313	13	3.34492467767862e-07	8.77717691040334e-06	GO:0001666
peptide secretion	BP	257	7	0.00222380682231297	0.0226425815299307	GO:0002790
regulation of peptide secretion	BP	207	4	0.0569676491167149	0.282718932283844	GO:0002791
positive regulation of peptide secretion	BP	115	3	0.0464315542648143	0.246743946469282	GO:0002793
muscle system process	BP	467	13	2.60445204230333e-05	0.000467165721404457	GO:0003012
circulatory system process	BP	624	17	1.94934354971675e-06	4.39994686936066e-05	GO:0003013
organic acid metabolic process	BP	918	35	2.10432426639597e-16	1.65654190836641e-14	GO:0006082
catecholamine metabolic process	BP	57	5	4.82624954438544e-05	0.00080178364914108	GO:0006584
transport	BP	4429	71	1.76544221855627e-12	9.06233219930797e-11	GO:0006810
dicarboxylic acid transport	BP	105	3	0.0370465447584618	0.207837553293632	GO:0006835
amino acid transport	BP	163	2	0.313534189218074	1	GO:0006865
muscle contraction	BP	359	11	4.67107064884408e-05	0.000791949101331418	GO:0006936
regulation of muscle contraction	BP	175	7	0.000233471976350288	0.00322460551093101	GO:0006937
smooth muscle contraction	BP	110	7	1.22889621320631e-05	0.000235200599981188	GO:0006939
regulation of smooth muscle contraction	BP	63	3	0.00968625931005851	0.074953277148136	GO:0006940
cell surface receptor signaling pathway	BP	2850	86	1.50965257004316e-34	4.73690703597487e-32	GO:0007166
cell-cell signaling	BP	1337	32	9.60001031321305e-10	3.73244380030995e-08	GO:0007267
chemical synaptic transmission	BP	769	16	0.000102923824917288	0.00158461835681688	GO:0007268
behavior	BP	672	19	2.69895711886812e-07	7.28816565989624e-06	GO:0007610
locomotory behavior	BP	215	7	0.000800002493870725	0.00935071120590347	GO:0007626
blood circulation	BP	540	16	1.34734655196985e-06	3.11694563704924e-05	GO:0008015
protein localization	BP	2556	64	2.01077349192226e-20	2.13314342157353e-18	GO:0008104
regulation of blood pressure	BP	194	6	0.00243801640060656	0.024587654763564	GO:0008217
protein secretion	BP	372	7	0.0156973770245556	0.108299793784747	GO:0009306
catechol-containing compound metabolic process	BP	57	5	4.82624954438544e-05	0.00080178364914108	GO:0009712
hormone transport	BP	331	7	0.00870059868932782	0.068130733778856	GO:0009914
response to iron ion	BP	29	4	4.70180912158347e-05	0.000795949115582345	GO:0010039
dopamine secretion	BP	29	3	0.00105926364125011	0.0119183209089747	GO:0014046
regulation of dopamine secretion	BP	24	3	0.000601930647780483	0.00733578280703151	GO:0014059
protein transport	BP	1437	28	8.31606011126261e-07	2.0403654973426e-05	GO:0015031
organic anion transport	BP	464	7	0.0442513219504888	0.236921641531601	GO:0015711
acidic amino acid transport	BP	73	2	0.091810837926033	0.405825763356381	GO:0015800
peptide transport	BP	283	7	0.00378680394695598	0.0355508629813064	GO:0015833
amine transport	BP	97	4	0.00475136021370143	0.0432127826533212	GO:0015837
monoamine transport	BP	77	5	0.00020353943302144	0.00286627780584807	GO:0015844
organic acid transport	BP	357	5	0.104537941206975	0.448468371694394	GO:0015849
organic hydroxy compound transport	BP	291	7	0.00440471500509069	0.0405488598691778	GO:0015850
dopamine transport	BP	44	4	0.000247713907109641	0.00340022823326468	GO:0015872
organic acid biosynthetic process	BP	334	14	1.04295649999371e-07	3.01361671943709e-06	GO:0016053
organic acid catabolic process	BP	242	6	0.0071087760385648	0.0573178836725105	GO:0016054
phenol-containing compound metabolic process	BP	115	7	1.64326902593594e-05	0.000308154439055564	GO:0018958
carboxylic acid metabolic process	BP	888	35	7.63738788863878e-17	6.25535762437848e-15	GO:0019752
signal release	BP	496	14	1.08697295890875e-05	0.000211859873828251	GO:0023061
peptide hormone secretion	BP	250	7	0.00190411107409238	0.019906047165007	GO:0030072
insulin secretion	BP	207	5	0.0151038280488183	0.104530314157059	GO:0030073
adult behavior	BP	152	5	0.00429015365281907	0.0395105593540733	GO:0030534
regulation of nervous system process	BP	124	9	2.25668262311359e-07	6.14601167209348e-06	GO:0031644
positive regulation of nervous system process	BP	35	6	1.43811430739555e-07	4.06577544925864e-06	GO:0031646
positive regulation of insulin secretion	BP	88	3	0.023605770231991	0.147721727311319	GO:0032024
monocarboxylic acid metabolic process	BP	629	31	1.1438187380786e-17	1.00322810420925e-15	GO:0032787
regulation of localization	BP	2080	52	2.27578518369833e-16	1.78520923670533e-14	GO:0032879
regulation of protein localization	BP	908	23	1.0084945114234e-07	2.91782347084291e-06	GO:0032880
regulation of organic acid transport	BP	78	4	0.00216617431264169	0.0221468707375088	GO:0032890
positive regulation of organic acid transport	BP	46	3	0.00403555937616456	0.0376640937503955	GO:0032892
secretion by cell	BP	855	18	3.23411848747381e-05	0.000566428393584446	GO:0032940
macromolecule localization	BP	3035	66	6.6003038293832e-18	5.81191971189719e-16	GO:0033036
regulation of amine metabolic process	BP	23	2	0.0110587594409528	0.0837413469835308	GO:0033238
response to nicotine	BP	53	3	0.00601047843551223	0.0528002518084943	GO:0035094
establishment of protein localization to extracellular region	BP	375	7	0.0163310253947257	0.111979865725977	GO:0035592
response to decreased oxygen levels	BP	327	13	5.48804723036659e-07	1.39569310728432e-05	GO:0036293
regulation of dopamine metabolic process	BP	19	2	0.00761185910987216	0.0606065036632352	GO:0042053
regulation of catecholamine metabolic process	BP	19	2	0.00761185910987216	0.0606065036632352	GO:0042069
regulation of membrane potential	BP	463	12	0.000105028761780875	0.00161367638272712	GO:0042391
dopamine metabolic process	BP	41	3	0.00290687764387683	0.0284907259790093	GO:0042417
amide transport	BP	328	9	0.000512649820720069	0.00639105355680005	GO:0042886
response to alkaloid	BP	101	3	0.0335961435974017	0.1939547575623	GO:0043279
oxoacid metabolic process	BP	911	35	1.66710498123999e-16	1.32169981395247e-14	GO:0043436
regulation of system process	BP	588	21	1.06670974986875e-09	4.12572218881528e-08	GO:0044057
cellular catabolic process	BP	321	9	0.000438967658176057	0.00562121743994837	GO:0044248
small molecule metabolic process	BP	1775	43	4.62217181166001e-13	2.53004284079022e-11	GO:0044281
small molecule catabolic process	BP	370	10	0.000284491856917505	0.00380928014900981	GO:0044282
small molecule biosynthetic process	BP	609	19	5.9256711155826e-08	1.79852998791484e-06	GO:0044283
establishment of protein localization	BP	1731	31	1.20673340951031e-06	2.83283528947005e-05	GO:0045184
response to ethanol	BP	131	3	0.0636235654955084	0.306333648607939	GO:0045471
positive regulation of muscle contraction	BP	51	3	0.00539756848660056	0.0481793650899395	GO:0045933
positive regulation of smooth muscle contraction	BP	32	2	0.020813197719691	0.131913632659822	GO:0045987
carboxylic acid biosynthetic process	BP	331	14	9.33671721509659e-08	2.71544890493371e-06	GO:0046394
carboxylic acid catabolic process	BP	242	6	0.0071087760385648	0.0573178836725105	GO:0046395
hormone secretion	BP	320	7	0.00729850371253579	0.0586777573828482	GO:0046879
regulation of hormone secretion	BP	262	6	0.0102756189702395	0.0786397249807612	GO:0046883
positive regulation of hormone secretion	BP	146	5	0.00361633854834848	0.0340654503932801	GO:0046887
secretion	BP	996	20	2.27704751089232e-05	0.000414106648552318	GO:0046903
carboxylic acid transport	BP	356	5	0.10362366234762	0.444717385817816	GO:0046942
catecholamine secretion	BP	49	3	0.00482394496965468	0.0436329054137097	GO:0050432
regulation of catecholamine secretion	BP	42	3	0.00311460104579791	0.0300365835739221	GO:0050433
regulation of protein secretion	BP	273	5	0.0425462674269089	0.228727255245337	GO:0050708
positive regulation of protein secretion	BP	150	4	0.0209522272719657	0.132681557465848	GO:0050714
regulation of insulin secretion	BP	174	4	0.0336148479238058	0.1939547575623	GO:0050796
regulation of secretion	BP	625	14	0.00013174171536737	0.00197108256209152	GO:0051046
positive regulation of secretion	BP	321	9	0.000438967658176057	0.00562121743994837	GO:0051047
negative regulation of secretion	BP	174	5	0.00753062724485742	0.0603978023775603	GO:0051048
regulation of transport	BP	1666	47	9.29025350863709e-17	7.55358641114661e-15	GO:0051049
positive regulation of transport	BP	864	29	2.42638173954481e-12	1.23131964450067e-10	GO:0051050
negative regulation of transport	BP	466	19	7.96498408637284e-10	3.14616871411727e-08	GO:0051051
