"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
6.14411993111716e-15,37,4103,3.96800183730479,"GO:0065008 regulation of biological quality "," http://amigo.geneontology.org/amigo/term/GO:0065008"," VPS18  ADRB1  FXR1  GHRH  CNOT1  STXBP1  CRH  DRD2  GHRL  CHRNB2  AKR1C3  NPS  CYP26B1  CYP26A1  HCRTR2  SNCA  SEPTIN8  NLGN1  CYP26C1  BLOC1S6  EZH2  NR1D1  KLF2  ADORA2A  MTNR1B  PARP1  DHRS3  ADORA1  PRRT2  ASXL1  CTBP2  KCNA2  CALR  TH  BTBD9  PER3  VPS33A"
7.25111509720442e-15,7,11,280.012237762238,"GO:0034058 endosomal vesicle fusion "," http://amigo.geneontology.org/amigo/term/GO:0034058"," VPS41  TGFBRAP1  VPS8  VPS39  VPS18  VPS33A  VPS16"
4.74053890955636e-14,17,498,15.0207367933272,"GO:0023061 signal release "," http://amigo.geneontology.org/amigo/term/GO:0023061"," VPS18  GHRH  STXBP1  CRH  DRD2  GHRL  SNCA  NR1D1  ADORA2A  MTNR1B  ADORA1  PRRT2  CTBP2  KCNA2  NLGN1  CHRNB2  BLOC1S6"
9.70467054692163e-14,34,3602,4.15342971853244,"GO:0010646 regulation of cell communication "," http://amigo.geneontology.org/amigo/term/GO:0010646"," VPS18  GHRH  CRH  DRD2  GHRL  DHRS3  NLGN1  BTBD9  NPS  SNW1  EZH2  CNOT1  KLF2  SNCA  CSF2  CALR  PRAME  AKR1C3  TRIM16  CYP26B1  NR2C1  NR1D1  ADORA2A  MTNR1B  STXBP1  PARP1  ADORA1  PRRT2  ASXL1  CTBP2  ZNF536  CHRNB2  CYP26C1  CYP26A1"
1.04603468025094e-13,34,3615,4.13849345675072,"GO:0023051 regulation of signaling "," http://amigo.geneontology.org/amigo/term/GO:0023051"," VPS18  GHRH  CRH  DRD2  GHRL  DHRS3  NLGN1  BTBD9  NPS  SNW1  EZH2  CNOT1  KLF2  SNCA  CSF2  CALR  PRAME  AKR1C3  TRIM16  CYP26B1  NR2C1  NR1D1  ADORA2A  MTNR1B  STXBP1  PARP1  ADORA1  PRRT2  ASXL1  CTBP2  ZNF536  CHRNB2  CYP26C1  CYP26A1"
1.73488500779601e-13,19,764,10.9428866290777,"GO:0007268 chemical synaptic transmission "," http://amigo.geneontology.org/amigo/term/GO:0007268"," VPS18  STXBP1  SNCA  DRD2  CHRNB2  NLGN1  BTBD9  NPS  CRH  EZH2  ADORA2A  GHRL  ADORA1  PRRT2  CTBP2  TH  BLOC1S6  MTNR1B  HCRTR2"
1.73488500779601e-13,19,764,10.9428866290777,"GO:0098916 anterograde trans-synaptic signaling "," http://amigo.geneontology.org/amigo/term/GO:0098916"," VPS18  STXBP1  SNCA  DRD2  CHRNB2  NLGN1  BTBD9  NPS  CRH  EZH2  ADORA2A  GHRL  ADORA1  PRRT2  CTBP2  TH  BLOC1S6  MTNR1B  HCRTR2"
2.07633094740703e-13,19,773,10.8154791521544,"GO:0099537 trans-synaptic signaling "," http://amigo.geneontology.org/amigo/term/GO:0099537"," VPS18  STXBP1  SNCA  DRD2  CHRNB2  NLGN1  BTBD9  NPS  CRH  EZH2  ADORA2A  GHRL  ADORA1  PRRT2  CTBP2  TH  BLOC1S6  MTNR1B  HCRTR2"
4.68873614214068e-13,19,810,10.3214387464387,"GO:0099536 synaptic signaling "," http://amigo.geneontology.org/amigo/term/GO:0099536"," VPS18  STXBP1  SNCA  DRD2  CHRNB2  NLGN1  BTBD9  NPS  CRH  EZH2  ADORA2A  GHRL  ADORA1  PRRT2  CTBP2  TH  BLOC1S6  MTNR1B  HCRTR2"
5.23399909060507e-13,7,18,171.11858974359,"GO:0042753 positive regulation of circadian rhythm "," http://amigo.geneontology.org/amigo/term/GO:0042753"," GHRL  ADORA2A  MTNR1B  NPS  NLGN1  GHRH  CRH"
7.7449252700987e-13,27,2175,5.46230769230769,"GO:0071705 nitrogen compound transport "," http://amigo.geneontology.org/amigo/term/GO:0071705"," VPS41  GHRH  STXBP1  VPS33A  CRH  DRD2  GHRL  SNCA  SEPTIN8  CALR  VPS18  BLOC1S6  ANKRD27  NR1D1  ADORA2A  MTNR1B  TGFBRAP1  VPS8  VPS11  ADORA1  CSF2  VPS39  KCNA2  TH  VPS16  CHRNB2  NLGN1"
1.18511322194659e-12,19,857,9.75538551297011,"GO:0032940 secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:0032940"," VPS18  GHRH  STXBP1  CRH  DRD2  GHRL  STXBP6  SNCA  BLOC1S6  PTGDS  NR1D1  ADORA2A  MTNR1B  ADORA1  PRRT2  CTBP2  KCNA2  NLGN1  CHRNB2"
1.36277887510687e-12,20,1001,8.79159302236225,"GO:0046903 secretion "," http://amigo.geneontology.org/amigo/term/GO:0046903"," VPS18  GHRH  STXBP1  CRH  DRD2  GHRL  STXBP6  SNCA  BLOC1S6  PTGDS  NR1D1  ADORA2A  MTNR1B  ADORA1  CSF2  PRRT2  CTBP2  KCNA2  NLGN1  CHRNB2"
2.06929032664441e-12,20,1025,8.58574108818011,"GO:0044087 regulation of cellular component biogenesis "," http://amigo.geneontology.org/amigo/term/GO:0044087"," FXR1  VPS41  VPS18  TGFBRAP1  VPS33A  VPS8  VPS39  VPS16  ANKRD27  CNOT1  SNCA  GHRL  CSF2  NLGN1  STXBP1  PARP1  PRRT2  STXBP6  CHRNB2  SEPTIN8"
2.22468259982102e-12,15,438,15.0691517386723,"GO:0043254 regulation of protein-containing complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0043254"," VPS41  VPS18  TGFBRAP1  VPS33A  VPS8  VPS39  VPS16  ANKRD27  SNCA  CSF2  STXBP1  PARP1  PRRT2  STXBP6  SEPTIN8"
2.46439317680882e-12,24,1695,6.23036078965283,"GO:0016192 vesicle-mediated transport "," http://amigo.geneontology.org/amigo/term/GO:0016192"," VPS18  VPS41  ANKRD27  TGFBRAP1  STXBP1  VPS33A  SNCA  VPS8  VPS39  STXBP6  NLGN1  VPS16  PTGDS  ADORA2A  DRD2  VPS11  PRRT2  CTBP2  CALR  TH  BTBD9  SEPTIN8  BLOC1S6  ADORA1"
2.6340140918555e-12,14,356,17.3041270527226,"GO:0016050 vesicle organization "," http://amigo.geneontology.org/amigo/term/GO:0016050"," VPS41  VPS18  TGFBRAP1  VPS8  VPS39  BLOC1S6  VPS33A  VPS16  ANKRD27  SNCA  STXBP6  STXBP1  PRRT2  SEPTIN8"
3.19724055895622e-12,5,5,440.019230769231,"GO:0048386 positive regulation of retinoic acid receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0048386"," KLF2  TRIM16  NR2C1  ASXL1  CTBP2"
3.19724055895622e-12,19,915,9.13701134930643,"GO:0140352 export from cell "," http://amigo.geneontology.org/amigo/term/GO:0140352"," VPS18  GHRH  STXBP1  CRH  DRD2  GHRL  STXBP6  SNCA  BLOC1S6  PTGDS  NR1D1  ADORA2A  MTNR1B  ADORA1  PRRT2  CTBP2  KCNA2  NLGN1  CHRNB2"
1.86486733169958e-11,5,6,366.682692307692,"GO:0042748 circadian sleep/wake cycle non-REM sleep "," http://amigo.geneontology.org/amigo/term/GO:0042748"," GHRL  MTNR1B  ADORA1  KCNA2  BTBD9"
1.88907746479099e-11,7,29,106.211538461538,"GO:0048520 positive regulation of behavior "," http://amigo.geneontology.org/amigo/term/GO:0048520"," GHRL  ADORA2A  MTNR1B  NPS  NLGN1  GHRH  CRH"
4.31640231686915e-11,11,199,24.3226710475454,"GO:0099504 synaptic vesicle cycle "," http://amigo.geneontology.org/amigo/term/GO:0099504"," VPS18  SNCA  NLGN1  ADORA2A  STXBP1  DRD2  PRRT2  CTBP2  TH  BTBD9  BLOC1S6"
5.23333966651436e-11,27,2618,4.5380134571311,"GO:0071702 organic substance transport "," http://amigo.geneontology.org/amigo/term/GO:0071702"," VPS41  GHRH  STXBP1  VPS33A  CRH  DRD2  GHRL  SNCA  SEPTIN8  CALR  VPS18  BLOC1S6  ANKRD27  NR1D1  ADORA2A  MTNR1B  TGFBRAP1  VPS8  VPS11  ADORA1  CSF2  VPS39  KCNA2  TH  VPS16  CHRNB2  NLGN1"
8.49592939525809e-11,18,958,8.2675847117392,"GO:0014070 response to organic cyclic compound "," http://amigo.geneontology.org/amigo/term/GO:0014070"," DRD2  SNW1  CNOT1  ADORA2A  ADORA1  CALR  AKR1C3  EZH2  PTGDS  NR2C1  NR1D1  KLF2  STXBP1  PARP1  TH  VPS18  CHRNB2  SNCA"
1.16799353251294e-10,29,3210,3.97525161754134,"GO:0009966 regulation of signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0009966"," DHRS3  GHRL  SNW1  EZH2  CNOT1  KLF2  SNCA  CRH  CSF2  NLGN1  CALR  PRAME  AKR1C3  TRIM16  CYP26B1  NR2C1  NR1D1  ADORA2A  MTNR1B  PARP1  DRD2  ADORA1  ASXL1  CTBP2  ZNF536  VPS18  GHRH  CYP26C1  CYP26A1"
1.16799353251294e-10,18,980,8.08198587127159,"GO:0033993 response to lipid "," http://amigo.geneontology.org/amigo/term/GO:0033993"," SNW1  CNOT1  SNCA  CALR  AKR1C3  CYP26B1  CYP26A1  EZH2  PTGDS  NR2C1  NR1D1  STXBP1  PARP1  CSF2  ASXL1  TH  TRIM16  VPS18"
1.16799353251294e-10,11,220,22.0009615384615,"GO:0099003 vesicle-mediated transport in synapse "," http://amigo.geneontology.org/amigo/term/GO:0099003"," VPS18  SNCA  NLGN1  ADORA2A  STXBP1  DRD2  PRRT2  CTBP2  TH  BTBD9  BLOC1S6"
1.30896986787547e-10,15,593,11.1303346737579,"GO:1903530 regulation of secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:1903530"," VPS18  GHRH  CRH  DRD2  GHRL  NR1D1  ADORA2A  MTNR1B  STXBP1  SNCA  ADORA1  KCNA2  NLGN1  CHRNB2  STXBP6"
1.33125583087381e-10,9,108,36.6682692307692,"GO:0015837 amine transport "," http://amigo.geneontology.org/amigo/term/GO:0015837"," CRH  DRD2  SNCA  ADORA2A  STXBP1  ADORA1  KCNA2  TH  CHRNB2"
1.86644475183829e-10,28,3024,4.07425213675214,"GO:0051239 regulation of multicellular organismal process "," http://amigo.geneontology.org/amigo/term/GO:0051239"," ADRB1  GHRH  CRH  GHRL  EZH2  DRD2  CSF2  NLGN1  TRIM16  CYP26B1  PER3  ANKRD27  PTGDS  CNOT1  NR1D1  KLF2  ADORA2A  MTNR1B  PARP1  DHRS3  ADORA1  KCNA2  TH  NPS  CALR  SNW1  HCRTR2  CHRNB2"
2.10286015325909e-10,9,114,34.7383603238866,"GO:0016079 synaptic vesicle exocytosis "," http://amigo.geneontology.org/amigo/term/GO:0016079"," VPS18  SNCA  ADORA2A  STXBP1  DRD2  PRRT2  CTBP2  NLGN1  BLOC1S6"
4.47174817404586e-10,15,650,10.1542899408284,"GO:0051046 regulation of secretion "," http://amigo.geneontology.org/amigo/term/GO:0051046"," VPS18  GHRH  CRH  DRD2  GHRL  NR1D1  ADORA2A  MTNR1B  STXBP1  SNCA  ADORA1  KCNA2  NLGN1  CHRNB2  STXBP6"
4.51161353337443e-10,22,1777,5.44762131509458,"GO:0007267 cell-cell signaling "," http://amigo.geneontology.org/amigo/term/GO:0007267"," VPS18  GHRH  STXBP1  SNCA  CRH  DRD2  GHRL  CHRNB2  NLGN1  BTBD9  NPS  EZH2  NR1D1  ADORA2A  MTNR1B  ADORA1  PRRT2  CTBP2  KCNA2  TH  BLOC1S6  HCRTR2"
1.06344721021353e-09,4,4,440.019230769231,"GO:0010840 regulation of circadian sleep/wake cycle wakefulness "," http://amigo.geneontology.org/amigo/term/GO:0010840"," NPS  NLGN1  HCRTR2  CRH"
1.06344721021353e-09,4,4,440.019230769231,"GO:0042320 regulation of circadian sleep/wake cycle REM sleep "," http://amigo.geneontology.org/amigo/term/GO:0042320"," GHRL  CHRNB2  GHRH  CRH"
1.06344721021353e-09,4,4,440.019230769231,"GO:0042321 negative regulation of circadian sleep/wake cycle sleep "," http://amigo.geneontology.org/amigo/term/GO:0042321"," GHRL  DRD2  ADORA1  CRH"
1.06344721021353e-09,4,4,440.019230769231,"GO:0042746 circadian sleep/wake cycle wakefulness "," http://amigo.geneontology.org/amigo/term/GO:0042746"," NPS  NLGN1  HCRTR2  CRH"
1.13148527651473e-09,20,1483,5.93417708387365,"GO:0010648 negative regulation of cell communication "," http://amigo.geneontology.org/amigo/term/GO:0010648"," CRH  DRD2  CNOT1  SNCA  CSF2  CALR  PRAME  CYP26B1  NR1D1  MTNR1B  STXBP1  GHRL  DHRS3  ADORA1  ASXL1  ZNF536  VPS18  EZH2  CYP26C1  CYP26A1"
1.18288494962361e-09,20,1488,5.91423697270472,"GO:0023057 negative regulation of signaling "," http://amigo.geneontology.org/amigo/term/GO:0023057"," CRH  DRD2  CNOT1  SNCA  CSF2  CALR  PRAME  CYP26B1  NR1D1  MTNR1B  STXBP1  GHRL  DHRS3  ADORA1  ASXL1  ZNF536  VPS18  EZH2  CYP26C1  CYP26A1"
2.35261439908433e-09,9,152,26.053770242915,"GO:0007269 neurotransmitter secretion "," http://amigo.geneontology.org/amigo/term/GO:0007269"," VPS18  STXBP1  SNCA  ADORA2A  DRD2  PRRT2  CTBP2  NLGN1  BLOC1S6"
2.35261439908433e-09,27,3120,3.80785872781065,"GO:0051641 cellular localization "," http://amigo.geneontology.org/amigo/term/GO:0051641"," VPS18  VPS41  BLOC1S6  ANKRD27  STXBP1  VPS33A  SNCA  STXBP6  NLGN1  VPS16  DRD2  SEPTIN8  VPS39  CALR  EZH2  PTGDS  NR1D1  ADORA2A  TGFBRAP1  PARP1  GHRL  VPS11  ADORA1  PRRT2  CTBP2  TH  BTBD9"
2.35261439908433e-09,24,2388,4.42230382682644,"GO:0051649 establishment of localization in cell "," http://amigo.geneontology.org/amigo/term/GO:0051649"," VPS18  VPS41  BLOC1S6  ANKRD27  STXBP1  VPS33A  SNCA  NLGN1  VPS16  DRD2  SEPTIN8  VPS39  CALR  PTGDS  NR1D1  ADORA2A  TGFBRAP1  GHRL  VPS11  ADORA1  PRRT2  CTBP2  TH  BTBD9"
2.35261439908433e-09,9,152,26.053770242915,"GO:0099643 signal release from synapse "," http://amigo.geneontology.org/amigo/term/GO:0099643"," VPS18  STXBP1  SNCA  ADORA2A  DRD2  PRRT2  CTBP2  NLGN1  BLOC1S6"
2.54372192219445e-09,10,221,19.9103724329969,"GO:0006836 neurotransmitter transport "," http://amigo.geneontology.org/amigo/term/GO:0006836"," VPS18  STXBP1  DRD2  SNCA  ADORA2A  PRRT2  CTBP2  TH  NLGN1  BLOC1S6"
2.54372192219445e-09,8,100,35.2015384615385,"GO:0051952 regulation of amine transport "," http://amigo.geneontology.org/amigo/term/GO:0051952"," CRH  DRD2  SNCA  ADORA2A  STXBP1  ADORA1  KCNA2  CHRNB2"
4.11034708274892e-09,31,4338,3.1444435578253,"GO:0048583 regulation of response to stimulus "," http://amigo.geneontology.org/amigo/term/GO:0048583"," FXR1  GHRL  DHRS3  SNW1  EZH2  CNOT1  KLF2  PARP1  SNCA  CRH  CSF2  NLGN1  CALR  PRAME  AKR1C3  TRIM16  CYP26B1  NR2C1  NR1D1  ADORA2A  MTNR1B  STXBP1  DRD2  ADORA1  ASXL1  CTBP2  ZNF536  VPS18  GHRH  CYP26C1  CYP26A1"
4.15403359672211e-09,6,33,80.0034965034965,"GO:0001963 synaptic transmission dopaminergic "," http://amigo.geneontology.org/amigo/term/GO:0001963"," DRD2  SNCA  CRH  ADORA2A  TH  CHRNB2"
4.24664867861742e-09,10,235,18.7242225859247,"GO:0001505 regulation of neurotransmitter levels "," http://amigo.geneontology.org/amigo/term/GO:0001505"," VPS18  STXBP1  DRD2  SNCA  ADORA2A  PRRT2  CTBP2  TH  NLGN1  BLOC1S6"
4.24664867861742e-09,4,5,352.015384615385,"GO:0042747 circadian sleep/wake cycle REM sleep "," http://amigo.geneontology.org/amigo/term/GO:0042747"," GHRL  CHRNB2  GHRH  CRH"
4.24664867861742e-09,4,5,352.015384615385,"GO:0045188 regulation of circadian sleep/wake cycle non-REM sleep "," http://amigo.geneontology.org/amigo/term/GO:0045188"," GHRL  MTNR1B  ADORA1  KCNA2"
4.24664867861742e-09,4,5,352.015384615385,"GO:0045938 positive regulation of circadian sleep/wake cycle sleep "," http://amigo.geneontology.org/amigo/term/GO:0045938"," GHRL  ADORA2A  MTNR1B  GHRH"
4.24664867861742e-09,7,64,48.1271033653846,"GO:0051932 synaptic transmission GABAergic "," http://amigo.geneontology.org/amigo/term/GO:0051932"," NPS  NLGN1  EZH2  ADORA2A  STXBP1  DRD2  ADORA1"
4.93988621220097e-09,21,1830,5.04940100882724,"GO:0010647 positive regulation of cell communication "," http://amigo.geneontology.org/amigo/term/GO:0010647"," GHRH  CRH  GHRL  NPS  NLGN1  SNW1  EZH2  KLF2  AKR1C3  TRIM16  NR2C1  ADORA2A  MTNR1B  STXBP1  PARP1  SNCA  DRD2  ADORA1  ASXL1  CTBP2  CALR"
5.18116987684799e-09,21,1836,5.03289969834087,"GO:0023056 positive regulation of signaling "," http://amigo.geneontology.org/amigo/term/GO:0023056"," GHRH  CRH  GHRL  NPS  NLGN1  SNW1  EZH2  KLF2  SNCA  AKR1C3  TRIM16  NR2C1  ADORA2A  MTNR1B  STXBP1  PARP1  DRD2  ADORA1  ASXL1  CTBP2  CALR"
5.60015092963169e-09,24,2509,4.20903209982524,"GO:0051128 regulation of cellular component organization "," http://amigo.geneontology.org/amigo/term/GO:0051128"," FXR1  VPS41  VPS18  TGFBRAP1  VPS33A  VPS8  VPS39  NLGN1  VPS16  ANKRD27  CNOT1  SNCA  GHRL  CSF2  EZH2  STXBP1  PARP1  DRD2  PRRT2  STXBP6  CALR  BTBD9  CHRNB2  SEPTIN8"
7.67283943981736e-09,6,37,71.3544698544699,"GO:0032228 regulation of synaptic transmission GABAergic "," http://amigo.geneontology.org/amigo/term/GO:0032228"," NPS  NLGN1  ADORA2A  STXBP1  DRD2  ADORA1"
7.93493189864632e-09,20,1680,5.23832417582418,"GO:0015031 protein transport "," http://amigo.geneontology.org/amigo/term/GO:0015031"," VPS41  STXBP1  VPS33A  DRD2  SEPTIN8  CALR  VPS18  BLOC1S6  ANKRD27  NR1D1  ADORA2A  MTNR1B  TGFBRAP1  VPS8  GHRL  VPS11  ADORA1  VPS39  VPS16  NLGN1"
7.93493189864632e-09,12,442,11.9462234597981,"GO:0042391 regulation of membrane potential "," http://amigo.geneontology.org/amigo/term/GO:0042391"," CHRNB2  NPS  NLGN1  ADRB1  ADORA2A  MTNR1B  PARP1  SNCA  GHRL  ADORA1  KCNA2  DRD2"
8.20760940648049e-09,10,254,17.3235917625681,"GO:0045055 regulated exocytosis "," http://amigo.geneontology.org/amigo/term/GO:0045055"," VPS18  SNCA  PTGDS  ADORA2A  STXBP1  DRD2  PRRT2  CTBP2  NLGN1  BLOC1S6"
9.30921215098319e-09,32,4823,2.91947239987879,"GO:0006810 transport "," http://amigo.geneontology.org/amigo/term/GO:0006810"," VPS18  VPS41  BLOC1S6  ANKRD27  GHRH  TGFBRAP1  STXBP1  VPS33A  SNCA  CRH  DRD2  VPS8  GHRL  CHRNB2  VPS39  STXBP6  NLGN1  KCNA2  VPS16  SEPTIN8  CALR  PTGDS  NR1D1  ADORA2A  MTNR1B  VPS11  ADORA1  CSF2  PRRT2  CTBP2  TH  BTBD9"
1.67714604452228e-08,12,474,11.1397273612463,"GO:0050804 modulation of chemical synaptic transmission "," http://amigo.geneontology.org/amigo/term/GO:0050804"," VPS18  DRD2  NLGN1  BTBD9  NPS  ADORA2A  STXBP1  SNCA  GHRL  ADORA1  PRRT2  CHRNB2"
1.67714604452228e-08,15,869,7.59526865539524,"GO:0061024 membrane organization "," http://amigo.geneontology.org/amigo/term/GO:0061024"," VPS41  TGFBRAP1  VPS8  VPS39  NLGN1  VPS18  VPS33A  VPS16  ANKRD27  SNCA  STXBP6  BLOC1S6  STXBP1  PRRT2  SEPTIN8"
