Term	Ont	N	DE	P.DE	adj_pval	GOID
innate immune response	BP	1024	5	0.0392132326211468	0.475812852033719	GO:0045087
regulation of innate immune response	BP	482	3	0.0586530186063771	0.630286816277084	GO:0045088
negative regulation of innate immune response	BP	100	2	0.0145863284429	0.237299828875085	GO:0045824
rhythmic process	BP	302	23	4.98776819024274e-32	6.53632351424869e-29	GO:0048511
animal organ development	BP	3099	22	6.84719572570206e-09	8.15731691856633e-07	GO:0048513
positive regulation of biological process	BP	6372	33	2.84718090949132e-10	4.39284735189176e-08	GO:0048518
negative regulation of biological process	BP	5853	37	6.60398140100227e-15	2.26343842540813e-12	GO:0048519
response to steroid hormone	BP	338	11	2.31674793036808e-11	4.26549672667273e-09	GO:0048545
embryonic organ development	BP	457	2	0.204703073717834	1	GO:0048568
positive regulation of response to stimulus	BP	2386	21	3.68608784331268e-10	5.54855844414324e-08	GO:0048584
negative regulation of response to stimulus	BP	1829	22	2.40394060423644e-13	6.15574583691718e-11	GO:0048585
multicellular organismal reproductive process	BP	1004	7	0.00229002865476036	0.0594606740917847	GO:0048609
system development	BP	4175	28	5.32121579756921e-11	9.33433429435015e-09	GO:0048731
anatomical structure development	BP	6107	33	8.68606254238343e-11	1.43339334310532e-08	GO:0048856
stem cell differentiation	BP	256	2	0.0803668010317136	0.798934222840034	GO:0048863
cellular developmental process	BP	4522	29	5.55219758081975e-11	9.58851610120174e-09	GO:0048869
negative regulation of immune response	BP	214	2	0.0588754315770092	0.630286816277084	GO:0050777
positive regulation of immune response	BP	783	2	0.423195801698844	1	GO:0050778
response to glucocorticoid	BP	136	3	0.00201406984946449	0.05297455502523	GO:0051384
response to other organism	BP	1624	8	0.00907063615171081	0.169076295166314	GO:0051707
regulation of response to stress	BP	1477	9	0.00134229690369812	0.0395028935542756	GO:0080134
response to alcohol	BP	276	7	7.10475148123009e-07	5.50266243064556e-05	GO:0097305
defense response to other organism	BP	1302	5	0.089669818754504	0.858841024167171	GO:0098542
defense response to symbiont	BP	1127	5	0.0551171508946762	0.602206909088571	GO:0140546
response to ketone	BP	225	6	3.52425880116302e-06	0.000218700383209777	GO:1901654
response to oxygen-containing compound	BP	1742	20	1.01035199472883e-11	1.9403984257387e-09	GO:1901700
xenobiotic metabolic process	BP	125	2	0.0221836115813416	0.314180863832885	GO:0006805
metabolic process	BP	11765	40	2.19067779272469e-07	1.94437927754266e-05	GO:0008152
response to xenobiotic stimulus	BP	452	9	1.24065738306448e-07	1.15655728552445e-05	GO:0009410
cellular response to chemical stimulus	BP	2248	29	5.97142447058094e-19	3.59544309069195e-16	GO:0070887
cellular response to xenobiotic stimulus	BP	197	3	0.00569906910933244	0.117777237122178	GO:0071466
system process	BP	2345	21	2.67859402432794e-10	4.17298724992852e-08	GO:0003008
lipid metabolic process	BP	1388	12	6.08249744328415e-06	0.000362315181929102	GO:0006629
digestion	BP	144	2	0.0288298549518373	0.378620112808472	GO:0007586
regulation of lipid metabolic process	BP	343	4	0.00361895116222699	0.08552793652001	GO:0019216
regulation of metabolic process	BP	6949	28	5.38082587853354e-06	0.00032486189409748	GO:0019222
digestive system process	BP	112	2	0.0180631643989295	0.274456132734723	GO:0022600
homeostatic process	BP	1762	17	7.85824731740733e-09	9.16576092864924e-07	GO:0042592
primary metabolic process	BP	10156	34	1.40271982977602e-05	0.000764053603123478	GO:0044238
multicellular organismal-level homeostasis	BP	833	10	2.36769192308293e-06	0.000157455046753557	GO:0048871
regulation of primary metabolic process	BP	5513	24	1.15353156720961e-05	0.00064406958030816	GO:0080090
catabolic process	BP	2759	19	1.83665410063721e-07	1.6565578969229e-05	GO:0009056
positive regulation of metabolic process	BP	3664	21	7.10698006311194e-07	5.50266243064556e-05	GO:0009893
regulation of catabolic process	BP	1132	5	0.0559727790246664	0.608570800932903	GO:0009894
positive regulation of catabolic process	BP	636	5	0.00611812133633861	0.125505991833289	GO:0009896
lipid catabolic process	BP	350	5	0.000451658048338408	0.0155297600660978	GO:0016042
positive regulation of lipid metabolic process	BP	133	2	0.024894270983795	0.342765493805306	GO:0045834
positive regulation of cellular process	BP	6023	33	5.88324997038784e-11	1.00051177740687e-08	GO:0048522
angiogenesis	BP	638	2	0.327665183179583	1	GO:0001525
blood vessel development	BP	819	2	0.445922237659425	1	GO:0001568
vasculature development	BP	854	2	0.467554404165595	1	GO:0001944
anatomical structure morphogenesis	BP	2801	15	0.000104785716605544	0.00445499273766855	GO:0009653
cell migration	BP	1647	5	0.183425066696445	1	GO:0016477
regulation of cell migration	BP	1078	5	0.0471429515185196	0.540808791930783	GO:0030334
positive regulation of cell migration	BP	600	3	0.0977342552038609	0.919477929658621	GO:0030335
tube morphogenesis	BP	971	2	0.536210556989597	1	GO:0035239
tube development	BP	1192	5	0.0668470473827323	0.695246742106681	GO:0035295
locomotion	BP	1369	8	0.00329668304843477	0.0816946662436371	GO:0040011
regulation of locomotion	BP	1186	7	0.00571695294983088	0.118037328838121	GO:0040012
positive regulation of locomotion	BP	645	3	0.114854527903413	1	GO:0040017
blood vessel morphogenesis	BP	728	2	0.387631285424503	1	GO:0048514
anatomical structure formation involved in morphogenesis	BP	1288	4	0.210575305726953	1	GO:0048646
cell motility	BP	1910	5	0.2721999034766	1	GO:0048870
circulatory system development	BP	1249	6	0.0262558598252736	0.354287126097786	GO:0072359
regulation of cell motility	BP	1142	5	0.0577073741932648	0.622870582498815	GO:2000145
positive regulation of cell motility	BP	629	3	0.108640105606557	0.99518267792059	GO:2000147
biogenic amine metabolic process	BP	99	4	3.34011376337331e-05	0.00161763161783545	GO:0006576
circadian rhythm	BP	206	23	5.4605597566573e-36	9.35771925067779e-33	GO:0007623
biosynthetic process	BP	8623	27	0.000978765992173132	0.0299518527110344	GO:0009058
macromolecule biosynthetic process	BP	7610	25	0.000858139856421285	0.0267754057722036	GO:0009059
amine metabolic process	BP	110	4	5.04685713640883e-05	0.00231345438857852	GO:0009308
amine biosynthetic process	BP	39	2	0.00234474702066207	0.0605287069829775	GO:0009309
response to radiation	BP	439	6	0.00014913307946548	0.00609612246666417	GO:0009314
response to light stimulus	BP	324	6	2.79453630359117e-05	0.00141171609458966	GO:0009416
response to abiotic stimulus	BP	1157	10	4.1138901966322e-05	0.0019375361269981	GO:0009628
response to metal ion	BP	346	7	3.1849202368774e-06	0.000203889807578031	GO:0010038
response to zinc ion	BP	52	2	0.00413245747384954	0.0940376788584473	GO:0010043
gene expression	BP	7182	25	0.000335986110989884	0.0121511340594686	GO:0010467
regulation of hormone levels	BP	548	12	2.48894885533572e-10	3.90484525346261e-08	GO:0010817
response to purine-containing compound	BP	149	2	0.0306959397142398	0.394973556929747	GO:0014074
protein metabolic process	BP	4444	11	0.182912249967302	1	GO:0019538
response to cytokine	BP	1016	5	0.0381141918322924	0.463740014003173	GO:0034097
protein modification process	BP	2441	6	0.289488504654618	1	GO:0036211
biogenic amine biosynthetic process	BP	38	2	0.00222711291126656	0.0580979173737663	GO:0042401
hormone metabolic process	BP	240	5	7.86435243740379e-05	0.00345566160947696	GO:0042445
macromolecule metabolic process	BP	9713	28	0.00291169207472362	0.0731304126727088	GO:0043170
macromolecule modification	BP	2635	6	0.353833152408149	1	GO:0043412
response to peptide hormone	BP	494	4	0.0127899964261842	0.21784062720377	GO:0043434
amide metabolic process	BP	476	2	0.217482917754158	1	GO:0043603
amide biosynthetic process	BP	174	2	0.0407097174198556	0.488911635945845	GO:0043604
response to mineralocorticoid	BP	37	3	4.33721481694185e-05	0.00201721235264782	GO:0051385
response to corticosterone	BP	15	2	0.000341745943954161	0.0122205716523448	GO:0051412
response to calcium ion	BP	139	2	0.0270116075084072	0.360347271305739	GO:0051592
protein maturation	BP	555	2	0.271206016135139	1	GO:0051604
regulation of biological quality	BP	3081	32	1.76684577489879e-18	1.00927667110757e-15	GO:0065008
response to peptide	BP	1031	6	0.0112053319057091	0.19718197803743	GO:1901652
response to nitrogen compound	BP	1151	13	1.11591158269346e-07	1.05340162030699e-05	GO:1901698
cellular response to nitrogen compound	BP	702	8	3.92726264451721e-05	0.00186549162461736	GO:1901699
cellular response to oxygen-containing compound	BP	1249	13	2.85181342935894e-07	2.47208947779216e-05	GO:1901701
nucleobase-containing compound metabolic process	BP	6128	21	0.00172768305685552	0.048536346961699	GO:0006139
translation	BP	748	3	0.157850125294304	1	GO:0006412
regulation of translation	BP	450	3	0.049668223214289	0.561394559496666	GO:0006417
amino acid metabolic process	BP	283	2	0.0952786951769008	0.901324318960083	GO:0006520
apoptotic process	BP	1987	14	9.32551876979267e-06	0.000539620538060886	GO:0006915
nervous system development	BP	2635	23	4.19769050870185e-11	7.42191659943332e-09	GO:0007399
central nervous system development	BP	1056	14	4.32949217103361e-09	5.38840371990428e-07	GO:0007417
brain development	BP	748	9	7.92073783222633e-06	0.00046193245399565	GO:0007420
cell death	BP	2056	15	2.65670633414074e-06	0.000173058782783589	GO:0008219
regulation of biosynthetic process	BP	5806	24	2.85604096915197e-05	0.00143952218802642	GO:0009889
regulation of signal transduction	BP	3179	32	4.48708071812847e-18	2.27189055087423e-15	GO:0009966
positive regulation of signal transduction	BP	1607	19	2.3874704813125e-11	4.35967765431803e-09	GO:0009967
negative regulation of signal transduction	BP	1448	18	4.14645646706794e-11	7.38998057386717e-09	GO:0009968
regulation of gene expression	BP	5517	23	4.12241729148532e-05	0.0019375361269981	GO:0010468
regulation of macromolecule biosynthetic process	BP	5631	23	5.76794887174701e-05	0.00261707464286721	GO:0010556
post-transcriptional regulation of gene expression	BP	1083	3	0.319963732332418	1	GO:0010608
regulation of cell communication	BP	3620	37	4.62126978777289e-22	4.11810593328018e-19	GO:0010646
positive regulation of cell communication	BP	1811	23	1.72261027433757e-14	5.25702899886198e-12	GO:0010647
negative regulation of cell communication	BP	1556	22	8.98885696929238e-15	2.98886202331188e-12	GO:0010648
programmed cell death	BP	2052	15	2.59339646834254e-06	0.000169928489769809	GO:0012501
RNA metabolic process	BP	5013	20	0.00032441264008345	0.0117516500744375	GO:0016070
regulation of signaling	BP	3613	37	4.31807778530534e-22	4.00825570420968e-19	GO:0023051
positive regulation of signaling	BP	1812	22	1.99124384653866e-13	5.21893298978685e-11	GO:0023056
negative regulation of signaling	BP	1556	22	8.98885696929238e-15	2.98886202331188e-12	GO:0023057
RNA biosynthetic process	BP	4720	19	0.00044122400936959	0.0153002012188312	GO:0032774
nucleobase-containing compound biosynthetic process	BP	5128	19	0.00126151338391802	0.0375721860520395	GO:0034654
intracellular signal transduction	BP	3042	28	2.08159921913158e-14	6.18318232050845e-12	GO:0035556
regulation of apoptotic process	BP	1522	11	8.16596877218794e-05	0.00357225332890174	GO:0042981
negative regulation of apoptotic process	BP	912	8	0.000239931548006312	0.00916843057716057	GO:0043066
regulation of programmed cell death	BP	1567	11	0.000105883471984212	0.00449308950259863	GO:0043067
negative regulation of programmed cell death	BP	946	8	0.000306979209564719	0.0112296926612197	GO:0043069
regulation of neuron apoptotic process	BP	255	5	0.000104567075464364	0.00445419752809771	GO:0043523
negative regulation of neuron apoptotic process	BP	171	4	0.00027684421514498	0.0102792257083331	GO:0043524
negative regulation of cellular process	BP	5647	35	1.62652996184964e-13	4.31378982024838e-11	GO:0048523
nervous system process	BP	1525	16	7.54399893912635e-09	8.84553728241352e-07	GO:0050877
neuromuscular process	BP	176	3	0.00416729140381538	0.0946370212988778	GO:0050905
regulation of protein metabolic process	BP	1842	7	0.0501839464537543	0.561808019646602	GO:0051246
neuron apoptotic process	BP	309	6	2.14229336934725e-05	0.00111509373089528	GO:0051402
regulation of macromolecule metabolic process	BP	6415	24	0.000153639959295956	0.00624596900218122	GO:0060255
head development	BP	798	9	1.32714574956235e-05	0.000728230369673644	GO:0060322
nucleic acid metabolic process	BP	5558	20	0.0012790162396405	0.0379918983822815	GO:0090304
nucleic acid biosynthetic process	BP	4829	19	0.000592205468982107	0.0196189630372015	GO:0141187
regulation of intracellular signal transduction	BP	2028	28	5.67534824159617e-19	3.51209467017443e-16	GO:1902531
negative regulation of intracellular signal transduction	BP	736	16	1.59298923964915e-13	4.27573666034985e-11	GO:1902532
positive regulation of intracellular signal transduction	BP	1123	17	7.7414680266064e-12	1.59043175415184e-09	GO:1902533
temperature homeostasis	BP	184	5	2.22170721175839e-05	0.00114838035414277	GO:0001659
response to hypoxia	BP	313	4	0.00260824438259631	0.0667890440867593	GO:0001666
peptide secretion	BP	257	7	4.40289964541529e-07	3.60616905516772e-05	GO:0002790
regulation of peptide secretion	BP	207	7	1.01749141160719e-07	9.77054899473492e-06	GO:0002791
positive regulation of peptide secretion	BP	115	5	2.25435829135281e-06	0.000150367047948377	GO:0002793
muscle system process	BP	467	6	0.000208280743705806	0.00818355980295933	GO:0003012
circulatory system process	BP	624	10	1.72203592420991e-07	1.55949253331498e-05	GO:0003013
organic acid metabolic process	BP	918	9	3.98819684009375e-05	0.00188758343655582	GO:0006082
catecholamine metabolic process	BP	57	4	3.70997797666292e-06	0.000228949832033508	GO:0006584
transport	BP	4429	32	7.13680396478882e-14	1.98742148409457e-11	GO:0006810
dicarboxylic acid transport	BP	105	4	4.20718560353013e-05	0.00196906892595471	GO:0006835
amino acid transport	BP	163	4	0.000230639748777761	0.00885895228150164	GO:0006865
muscle contraction	BP	359	4	0.00425402715816016	0.0964101902639798	GO:0006936
regulation of muscle contraction	BP	175	2	0.0411329335372945	0.490255961570624	GO:0006937
smooth muscle contraction	BP	110	3	0.00109620980791365	0.0332716104914174	GO:0006939
cell surface receptor signaling pathway	BP	2850	13	0.00155396636101762	0.0446124517922043	GO:0007166
cell-cell signaling	BP	1337	22	3.93325787433164e-16	1.48517150719255e-13	GO:0007267
chemical synaptic transmission	BP	769	19	4.60785069217578e-17	2.05307395440584e-14	GO:0007268
behavior	BP	672	23	5.43064361073704e-24	5.7611370647619e-21	GO:0007610
locomotory behavior	BP	215	7	1.31716207416887e-07	1.21255110282372e-05	GO:0007626
blood circulation	BP	540	10	4.49785154870576e-08	4.53407858832882e-06	GO:0008015
protein localization	BP	2556	25	2.90714078924482e-13	7.11706401129628e-11	GO:0008104
regulation of blood pressure	BP	194	4	0.000446485451027003	0.0154453460838192	GO:0008217
protein secretion	BP	372	7	5.12244597040062e-06	0.000310102856871155	GO:0009306
catechol-containing compound metabolic process	BP	57	4	3.70997797666292e-06	0.000228949832033508	GO:0009712
hormone transport	BP	331	7	2.37815059093116e-06	0.000157679877573703	GO:0009914
response to iron ion	BP	29	2	0.00129986394511541	0.0383047208588374	GO:0010039
dopamine secretion	BP	29	4	2.31699404489827e-07	2.04833306873982e-05	GO:0014046
regulation of dopamine secretion	BP	24	4	1.04365510914761e-07	9.93613184683355e-06	GO:0014059
protein transport	BP	1437	19	3.43193821551226e-12	7.21289807218699e-10	GO:0015031
organic anion transport	BP	464	5	0.00159208263868429	0.0450106815033104	GO:0015711
acidic amino acid transport	BP	73	4	1.00035143241268e-05	0.000569970056554724	GO:0015800
peptide transport	BP	283	7	8.40004277106222e-07	6.40877235800425e-05	GO:0015833
amine transport	BP	97	9	1.44172311422788e-13	3.91691555350838e-11	GO:0015837
monoamine transport	BP	77	6	6.09500558305066e-09	7.33970456103798e-07	GO:0015844
organic acid transport	BP	357	5	0.000494159167925925	0.016877530437878	GO:0015849
organic hydroxy compound transport	BP	291	7	1.01177042343002e-06	7.4145465438072e-05	GO:0015850
dopamine transport	BP	44	4	1.29764527928089e-06	9.29547959222499e-05	GO:0015872
organic acid biosynthetic process	BP	334	3	0.0234644434915444	0.326862085695485	GO:0016053
organic acid catabolic process	BP	242	3	0.0100013699920529	0.183081775417382	GO:0016054
phenol-containing compound metabolic process	BP	115	5	2.25435829135281e-06	0.000150367047948377	GO:0018958
carboxylic acid metabolic process	BP	888	9	3.07901354458419e-05	0.001529524976068	GO:0019752
signal release	BP	496	16	3.56469219891278e-16	1.36921056564447e-13	GO:0023061
peptide hormone secretion	BP	250	6	6.44801235887034e-06	0.000379020631479983	GO:0030072
insulin secretion	BP	207	5	3.90228387615274e-05	0.00185758718360963	GO:0030073
adult behavior	BP	152	5	8.82985515427261e-06	0.000512269565434597	GO:0030534
regulation of nervous system process	BP	124	4	8.04718646416513e-05	0.00352903976473762	GO:0031644
positive regulation of insulin secretion	BP	88	2	0.011438786341637	0.200340630596689	GO:0032024
monocarboxylic acid metabolic process	BP	629	8	1.79785033549014e-05	0.000953631185096415	GO:0032787
regulation of localization	BP	2080	22	3.15149860092371e-12	6.68657960298842e-10	GO:0032879
regulation of protein localization	BP	908	11	6.2715591862637e-07	4.97216354276095e-05	GO:0032880
regulation of organic acid transport	BP	78	4	1.30214977609218e-05	0.000717288739439047	GO:0032890
positive regulation of organic acid transport	BP	46	2	0.00324829910111417	0.0805853088804247	GO:0032892
secretion by cell	BP	855	19	3.20407158730146e-16	1.25228608459477e-13	GO:0032940
macromolecule localization	BP	3035	26	1.63990443584613e-12	3.54697000211457e-10	GO:0033036
negative regulation of catecholamine secretion	BP	12	2	0.000215570865177781	0.00832320231270469	GO:0033604
response to nicotine	BP	53	3	0.000128082207268611	0.00537366367896445	GO:0035094
establishment of protein localization to extracellular region	BP	375	7	5.3985383020036e-06	0.000325050368356855	GO:0035592
response to decreased oxygen levels	BP	327	4	0.00305177780230089	0.0762191769951337	GO:0036293
response to cocaine	BP	57	3	0.000159153622267853	0.00640004403769534	GO:0042220
regulation of membrane potential	BP	463	12	3.60269511059288e-11	6.52527168079580e-09	GO:0042391
dopamine metabolic process	BP	41	4	9.71984815033421e-07	7.17015818189224e-05	GO:0042417
amide transport	BP	328	7	2.23935179784562e-06	0.00015026590166387	GO:0042886
response to alkaloid	BP	101	5	1.18620629798067e-06	8.55220191146061e-05	GO:0043279
oxoacid metabolic process	BP	911	9	3.75790566460935e-05	0.001800400481638	GO:0043436
regulation of system process	BP	588	9	1.11790363020348e-06	8.13877682146177e-05	GO:0044057
cellular catabolic process	BP	321	3	0.0211691965179998	0.308441700476128	GO:0044248
small molecule metabolic process	BP	1775	12	6.96079207230254e-05	0.00308909413917841	GO:0044281
small molecule catabolic process	BP	370	4	0.00473193746454366	0.105523626461565	GO:0044282
small molecule biosynthetic process	BP	609	4	0.0254058451894957	0.344067731994885	GO:0044283
establishment of protein localization	BP	1731	21	8.76859392042756e-13	1.95346735359285e-10	GO:0045184
response to ethanol	BP	131	4	9.95580949130707e-05	0.00425711178209864	GO:0045471
negative regulation of blood pressure	BP	52	4	2.5599617001694e-06	0.000168232527304937	GO:0045776
carboxylic acid biosynthetic process	BP	331	3	0.0229231865946703	0.3234216282179	GO:0046394
carboxylic acid catabolic process	BP	242	3	0.0100013699920529	0.183081775417382	GO:0046395
acid secretion	BP	43	2	0.00284400043997202	0.0715916856516348	GO:0046717
hormone secretion	BP	320	7	1.90194044085435e-06	0.000131588289258861	GO:0046879
regulation of hormone secretion	BP	262	7	5.01160955283995e-07	4.01613804381901e-05	GO:0046883
positive regulation of hormone secretion	BP	146	4	0.000151243885084732	0.00615980122836865	GO:0046887
secretion	BP	996	20	2.99970671726855e-16	1.19334761155909e-13	GO:0046903
carboxylic acid transport	BP	356	5	0.000487910007654212	0.0167225525392624	GO:0046942
catecholamine secretion	BP	49	6	3.73784987848586e-10	5.58871272435625e-08	GO:0050432
regulation of catecholamine secretion	BP	42	6	1.41593128260345e-10	2.28580558795939e-08	GO:0050433
regulation of protein secretion	BP	273	6	1.06431716588045e-05	0.000598759035896076	GO:0050708
positive regulation of protein secretion	BP	150	3	0.00265955908675911	0.0678690232930349	GO:0050714
regulation of insulin secretion	BP	174	5	1.69809886769978e-05	0.000907200157664645	GO:0050796
regulation of secretion	BP	625	15	2.55188530994542e-13	6.46032965170047e-11	GO:0051046
positive regulation of secretion	BP	321	10	3.15116121397641e-10	4.80832667979222e-08	GO:0051047
negative regulation of secretion	BP	174	7	3.09742929048519e-08	3.28592998730615e-06	GO:0051048
regulation of transport	BP	1666	21	4.1971742980385e-13	9.84259463281071e-11	GO:0051049
positive regulation of transport	BP	864	13	3.82083255611478e-09	4.86402901057858e-07	GO:0051050
negative regulation of transport	BP	466	9	1.60528193378814e-07	1.45969269065029e-05	GO:0051051
localization	BP	5366	34	2.80414549963808e-13	7.01918577988059e-11	GO:0051179
positive regulation of protein transport	BP	257	3	0.0117598644810319	0.205074187723348	GO:0051222
regulation of protein transport	BP	449	7	1.73372358530142e-05	0.000921811313444988	GO:0051223
establishment of localization	BP	4748	32	5.14341892871608e-13	1.1812895556076e-10	GO:0051234
regulation of multicellular organismal process	BP	3119	31	3.18520730593534e-17	1.50978826301335e-14	GO:0051239
positive regulation of multicellular organismal process	BP	1717	18	6.56779532259697e-10	9.68989034415995e-08	GO:0051240
cellular localization	BP	3443	30	5.51001255916009e-15	1.91800093426513e-12	GO:0051641
catecholamine transport	BP	65	6	2.15918136940454e-09	2.89772545467435e-07	GO:0051937
regulation of amine transport	BP	84	8	2.87441763574857e-12	6.15733423934678e-10	GO:0051952
negative regulation of amine transport	BP	26	4	1.46436947065454e-07	1.33951009696552e-05	GO:0051953
positive regulation of amine transport	BP	40	4	8.78346656982027e-07	6.63315485567647e-05	GO:0051954
regulation of amino acid transport	BP	42	4	1.07284402109771e-06	7.83633413180816e-05	GO:0051955
positive regulation of amino acid transport	BP	23	2	0.000815740143102221	0.0255598578172029	GO:0051957
regulation of postsynaptic membrane potential	BP	150	9	7.78153609850753e-12	1.59043175415184e-09	GO:0060078
regulation of cellular localization	BP	1021	11	1.96818389867683e-06	0.00013533086695902	GO:0060341
regulation of establishment of protein localization	BP	547	8	6.54801489723843e-06	0.000382878414384981	GO:0070201
response to oxygen levels	BP	355	4	0.0040886901992713	0.0937117698141626	GO:0070482
cellular macromolecule localization	BP	2569	25	3.25957905174504e-13	7.80826904459956e-11	GO:0070727
protein localization to extracellular region	BP	383	7	6.19604584447083e-06	0.000368094691528323	GO:0071692
nitrogen compound transport	BP	1918	27	2.03726090338856e-18	1.13465246014226e-15	GO:0071705
regulation of peptide transport	BP	209	7	1.08638165217335e-07	1.02988980626034e-05	GO:0090087
regulation of muscle system process	BP	256	3	0.0116374482784934	0.203500057102257	GO:0090257
regulation of peptide hormone secretion	BP	204	6	2.00183678667691e-06	0.000137221292103348	GO:0090276
positive regulation of peptide hormone secretion	BP	113	4	5.60588558112336e-05	0.00254873304033196	GO:0090277
anterograde trans-synaptic signaling	BP	769	19	4.60785069217578e-17	2.05307395440584e-14	GO:0098916
synaptic signaling	BP	806	19	1.09026692424045e-16	4.58282387513751e-14	GO:0099536
trans-synaptic signaling	BP	775	19	5.31415896102131e-17	2.32134967320848e-14	GO:0099537
chemical synaptic transmission, postsynaptic	BP	118	7	2.0822810890264e-09	2.82860110373964e-07	GO:0099565
export from cell	BP	948	19	2.09096552431677e-15	7.39405237313157e-13	GO:0140352
regulation of secretion by cell	BP	570	15	6.75145353803797e-14	1.90390989772671e-11	GO:1903530
negative regulation of secretion by cell	BP	153	7	1.27441572566983e-08	1.44854252737105e-06	GO:1903531
positive regulation of secretion by cell	BP	297	9	3.36139474350863e-09	4.35378791255147e-07	GO:1903532
positive regulation of protein localization	BP	499	6	0.000297097556025246	0.0109220121338786	GO:1903829
positive regulation of establishment of protein localization	BP	331	4	0.00318740952578846	0.0795174797486174	GO:1904951
response to molecule of bacterial origin	BP	378	4	0.0051014175621799	0.112747401240321	GO:0002237
alcohol metabolic process	BP	366	3	0.0296700699772062	0.386317836909526	GO:0006066
lipid transport	BP	458	3	0.0518457316445999	0.574808308480949	GO:0006869
endocytosis	BP	714	7	0.00031331118600234	0.0114238078588545	GO:0006897
phagocytosis	BP	237	3	0.00945195288911847	0.174169236115617	GO:0006909
organelle organization	BP	3598	24	3.35949099106728e-09	4.35378791255147e-07	GO:0006996
