Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Mitotic G2/M Transition Checkpoint (GO:0044818)	28/48	6.148043426241737E-33	1.8880082448949624E-30	0	0	58.03148936170213	4304.147642374189	BRSK1;BLM;MRE11;BRCA1;BRCC3;BABAM1;BABAM2;FZR1;MRNIP;CHEK1;UIMC1;CLSPN;TOPBP1;CDK5RAP3;PLK1;DONSON;FOXN3;TICRR;RINT1;TAOK3;TRIM39;TAOK1;TAOK2;CDK1;RAD17;ATM;DTL;NOP53
Positive Regulation of Cell Migration (GO:0030335)	59/344	2.2528930891733338E-32	6.341894046022935E-30	0	0	9.062086880070336	660.3588723897071	RET;SEMA5A;NRP1;SEMA5B;NRP2;PDCD6;ITGB3;SYDE1;C1QBP;BSG;SOX9;EPHB2;ACVR1;SEMA6B;EPHA4;SEMA6C;EDN1;SEMA6A;SPHK1;SEMA6D;RHOB;TIAM1;IL1B;FOXC2;SEMA7A;SEMA3C;SEMA3D;SRC;SEMA3A;SEMA3B;SEMA3G;TWIST1;FBLN1;SEMA3E;SEMA3F;ACVR1B;HIF1A;HDAC6;CDC42;APELA;PDGFD;ABL1;HSPA8;SEMA4A;ZNF580;SMURF2;SEMA4D;SEMA4B;SEMA4C;FN1;SEMA4F;SEMA4G;VEGFA;PTPRC;AGO2;SNAI2;ATM;CALR;EZH2
Memory (GO:0007613)	27/57	1.7370411264783445E-28	4.513634557879883E-26	0	0	37.20764331210191	2378.3199812066077	ACSS2;RGS14;RASGRF1;SLC2A4;ADCY8;NTF4;CALB1;CUX2;RELN;CAMK2N1;APOE;LDLR;CHRNB2;PRNP;LRRN4;EIF2AK4;PJA2;NFATC4;NPAS4;ARC;KAT2A;TH;CAMK4;SGK1;CPEB3;SHANK3;SHANK1
Leukotriene Biosynthetic Process (GO:0019370)	17/17	4.145578952563905E-28	1.0002689786972051E-25	0	0	331534.0	2.090333147131487E7	GGT5;GGT7;GGT6;PLA2G1B;MGST3;MGST2;PLA2G4A;PLA2G5;LTC4S;GGTA1;GGTLC2;GGTLC1;ALOX5;ALOX5AP;LTA4H;GGT1;GGTLC3
Axonogenesis (GO:0007409)	43/200	5.624870943126759E-28	1.266720936392146E-25	0	0	11.6446419822216	730.6452107690012	RET;SEMA5A;NRP1;SEMA5B;BRSK1;NRP2;SEMA7A;SEMA3C;SEMA3D;SEMA3A;SEMA3B;PTEN;SEMA3G;SEMA3E;SEMA3F;EFNB1;SHH;RELN;BSG;FYN;EPHB2;DRD2;EPHB1;EPHB3;SEMA6B;EPHA4;SEMA6C;SEMA4A;SEMA6A;SEMA4D;SEMA6D;SEMA4B;SEMA4C;WNT7A;SEMA4F;SEMA4G;BAIAP2;ISL1;EFNA1;CDK5;TAOK2;CNTN1;CDK5R1
Neuron Projection Guidance (GO:0097485)	35/132	2.735029813688405E-26	5.6327912100794496E-24	0	0	15.122687092249114	890.1375447533951	SEMA5A;RET;SEMA5B;NRP1;SEMA7A;NRP2;SEMA3C;SEMA3D;SEMA3A;SEMA3B;SEMA3G;SEMA3E;SEMA3F;EFNB1;SHH;RELN;BSG;FYN;EPHB2;EPHB1;EPHB3;SEMA6B;EPHA4;SEMA6C;SEMA4A;SEMA6A;SEMA4D;SEMA6D;SEMA4B;SEMA4C;SEMA4F;SEMA4G;EFNA1;CNTN1;CDK5R1
Axon Guidance (GO:0007411)	37/152	2.834738027571067E-26	5.6327912100794496E-24	0	0	13.530491370366878	795.9347119121339	SEMA5A;RET;SEMA5B;NRP1;SEMA7A;NRP2;SEMA3C;SEMA3D;SEMA3A;SEMA3B;SEMA3G;SEMA3E;SEMA3F;EFNB1;SHH;RELN;BSG;FYN;EPHB2;EPHB1;EPHB3;SEMA6B;EPHA4;SEMA6C;SEMA4A;SEMA6A;SEMA4D;SEMA6D;SEMA4B;SEMA4C;SEMA4F;SEMA4G;VEGFA;EFNA1;GDNF;CNTN1;CDK5R1
Semaphorin-Plexin Signaling Pathway (GO:0071526)	22/39	1.1319897743429165E-25	2.1243674765168733E-23	0	0	52.97454275827978	3042.892189532728	SEMA5A;SEMA6B;NRP1;SEMA5B;SEMA4A;SEMA6C;NRP2;SEMA7A;SEMA6A;SEMA3C;SEMA4D;SEMA3D;SEMA3A;SEMA4B;SEMA6D;SEMA3B;SEMA4C;SEMA3G;SEMA3E;SEMA4F;SEMA3F;SEMA4G
Xenobiotic Catabolic Process (GO:0042178)	18/23	2.993764101501122E-25	5.322597439405679E-23	0	0	146.2275	8257.18848332812	GSTM4;GSTM3;GSTM2;GSTM1;TPMT;GSTO1;NR1I2;CYP2C19;CYP3A4;CYP3A5;CRYZ;CYP2C9;CYP2A6;CYP2C8;CYP2B6;CYP2D7;CYP1A2;NUDT15
Stem Cell Development (GO:0048864)	15/15	7.114765594305186E-25	1.201683908878146E-22	0	0	292530.0	1.626538617259843E7	PEF1;PDCD6;NOLC1;WNT7A;KLHL12;NRG1;SHH;CYP26C1;PTPRC;CDH2;TCOF1;SNAI2;SOX8;KBTBD8;TAPT1
Regulation of Cell Migration (GO:0030334)	57/479	5.897553276289561E-23	9.486635698717208E-21	0	0	5.843892059193346	299.11914504250126	RET;SEMA5A;SEMA5B;CITED2;PTEN;DOCK10;SHH;CYP1B1;EPHB2;SEMA6B;ACVR1;SEMA6C;EPHA4;EDN1;SPHK1;SEMA6D;EMP2;SRCIN1;RHOB;TIAM1;IL1B;SGK1;ENG;CAMK2B;SEMA7A;HDAC2;SEMA3C;SEMA3D;SRC;SEMA3A;SEMA3B;SEMA3G;STC1;TWIST1;SEMA3E;SEMA3F;CORO1C;CDC42;FZR1;RELN;ERBB4;PDGFD;DRD2;SEMA4A;HSPA8;JAG1;YTHDF3;SEMA4D;SEMA4B;SEMA4C;SEMA4F;SEMA4G;VEGFA;SNAI2;ATM;RECK;EZH2
Neuron Projection Morphogenesis (GO:0048812)	34/157	1.8818902226398587E-22	2.889556896398837E-20	0	0	11.54482057751612	577.5249776235107	BRSK1;CNTNAP1;NLGN1;CTNND2;LRRK2;PTEN;WASL;DOCK10;CDC42;NTF4;DVL1;EPB41L3;DIP2A;EPHB2;DRD2;EPHB1;EPHB3;ZNF365;EPHA4;ANKRD27;DTNBP1;WNT7A;DICER1;EIF2AK4;BAIAP2;ISL1;BMP7;ARC;CDK5;TAOK3;TAOK2;SGK1;SHANK3;SHANK1
Positive Regulation of Developmental Process (GO:0051094)	41/245	2.5502184832685324E-22	3.7454947984700446E-20	0	0	8.486913802720213	421.97523579294926	PRKN;CAMK2B;HDAC2;NLGN1;PRKAA1;SRC;SRF;ACVR1B;LRP8;CORO1C;SYDE1;GJA1;APELA;SHH;RELN;C1QBP;DVL1;SOX8;SOX9;APOE;TP53BP1;TAPT1;ACVR1;EDN3;SMURF2;BNIP3;SIRT6;ISL1;SIRT1;BMP7;IRGM;ZDHHC15;VEGFA;MAD2L2;BMP4;GDNF;AGO2;CPEB3;SHANK3;BMPR1A;SHANK1
Positive Regulation of Autophagy of Mitochondrion (GO:1903599)	14/15	4.308661438912187E-22	6.064440975268902E-20	0	0	564.0785123966942	27750.544560293376	PRKN;EIF2AK1;VPS13D;DELE1;NOD2;PARK7;UBE2A;IRGM;CAMKK2;STUB1;SLC25A5;FBXO7;SLC25A4;CERS1
Regulation of Retinoic Acid Receptor Signaling Pathway (GO:0048385)	13/13	1.2111748851238383E-21	1.6365395047793302E-19	0	0	253526.0	1.2210495687625613E7	CTBP2;DHRS3;KLF2;ASXL1;CYP26A1;CYP26B1;CYP26C1;SNW1;CNOT1;PRAME;CALR;TRIM16;EZH2
Regulation of Postsynapse Organization (GO:0099175)	18/32	3.411172777182293E-21	4.43190063127761E-19	0	0	52.2	2460.041447644122	EPHA4;LRRK2;SRCIN1;TANC2;ZDHHC15;ARHGAP44;ARC;SIPA1L1;ABI2;CDK5;ABI3;IL1RAPL1;KIF1A;PDLIM5;SHANK3;LZTS3;PPFIA2;CDK5R1
Protein Localization to Site of Double-Strand Break (GO:1990166)	13/14	1.657630502199107E-20	1.9998127987244937E-18	0	0	522.7072164948454	23807.386325464562	H2AX;MDC1;PARP3;SLF1;SLF2;XRCC4;SIRT6;HTATSF1;IFFO1;RAD17;TOPBP1;TP53BP1;RHNO1
Regulation of Trophoblast Cell Migration (GO:1901163)	13/14	1.657630502199107E-20	1.9998127987244937E-18	0	0	522.7072164948454	23807.386325464562	SMURF2;YTHDF3;VEGFA;SYDE1;APELA;GJA1;ACVR1C;C1QBP;AGO2;ARHGDIB;CALR;TIMP1;NODAL
Negative Regulation of Apoptotic Process (GO:0043066)	53/475	4.1087659737684875E-20	4.75335490638277E-18	0	0	5.384951275360775	240.3765735956441	SEMA5A;MRE11;CITED2;HTR2B;TNFAIP3;PARK7;BABAM2;SHH;CCND2;SOX8;SOX9;IER3;SPHK1;PRKCD;HSPG2;ISL1;SIRT1;PRLR;MMP9;MAG;PPIF;VDAC1;FXN;PRKN;HDAC2;PRKAA1;SRC;SEMA3E;RELA;NTF4;MAPK7;ERBB4;PRAME;RIPK1;SNCA;TBX1;SEMA4D;ARMCX5-GPRASP2;BNIP3;PLK1;NFATC4;VEGFA;SOD1;IL6;GDNF;RPS6KB1;AXL;BCL2;CDK1;MDM2;SNAI2;GHRL;NFE2L2
Protein Phosphorylation (GO:0006468)	47/373	4.221451959487363E-20	4.75335490638277E-18	0	0	6.130017819977419	273.46942927923493	DDR1;RET;CAMK2B;BRSK1;CALCA;PRKAA1;SRC;LRRK2;ACVR1B;PRKCZ;CAMKK2;RELN;EEF2K;ACVR1C;ERBB4;CHEK1;ABL1;MAPK1;RIPK1;FYN;CLSPN;EPHB2;EPHB1;EPHB3;MAPK3;EPHA4;SYK;EIF2AK1;PRKCD;PLK1;ACOD1;EIF2AK4;MAPK13;ERN1;ABI2;TAOK3;CDK5;GDNF;RPS6KB1;ABI3;CAMK4;TAOK1;CDK1;ATM;SGK1;TLR2;CDK5R1
Regulation of SNARE Complex Assembly (GO:0035542)	12/12	4.9820858694612854E-20	5.428866473238781E-18	0	0	234024.0	1.0401396350972963E7	VPS18;PRRT2;STXBP1;VPS33A;TGFBRAP1;VPS41;VPS8;VPS11;VPS39;SEPTIN8;SNCA;VPS16
Dendritic Spine Organization (GO:0097061)	16/26	7.26388089127132E-20	7.667934265848288E-18	0	0	64.70373443983402	2851.415130980958	PRNP;MTMR2;CTNND2;PTEN;WNT7A;WASL;CDC42;DOCK10;DIP2A;FYN;EPHB2;EPHB1;SHANK3;EPHB3;ZNF365;SHANK1
Regulation of Neuron Projection Development (GO:0010975)	33/176	9.204227622033923E-20	9.421782093100179E-18	0	0	9.60744416873449	421.11386708348493	DDR1;RET;CAMK2B;BRSK1;HDAC2;LRRK2;SEMA3A;PTEN;ARHGAP44;SIPA1L1;RELN;APOE;KIF1A;PDLIM5;FBXO7;EPHB3;LZTS3;PPFIA2;ZNF365;EPHA4;SRCIN1;TANC2;ZDHHC15;SETX;ARC;MAG;CDK5;ABI3;IL1RAPL1;FKBP4;SHANK3;DBN1;CDK5R1
Dendritic Spine Morphogenesis (GO:0060997)	13/15	1.2153142892405202E-19	1.2074504908983758E-17	0	0	261.340206185567	11382.441145866638	CTNND2;PTEN;WNT7A;WASL;CDC42;DOCK10;DIP2A;EPHB2;EPHB1;SHANK3;EPHB3;SHANK1;ZNF365
Positive Regulation of Cellular Process (GO:0048522)	60/622	1.7170215503975439E-19	1.657171084926544E-17	0	0	4.616584604884707	199.47581424103407	CSF2;TENM4;CITED2;LRRK2;HTR2B;PTEN;NCMAP;SHH;CCND2;C1QBP;CHEK1;TIMP1;SOX9;PITX2;H3-3B;EPHA4;EDN1;EDN3;SPHK1;EMP2;NRG1;DICER1;ISL1;SIRT1;PRLR;TIAM1;IL1B;SLC25A5;FXN;HDAC2;PRKAA1;PLA2G1B;SRF;TWIST1;RELA;CDC42;FZR1;FUT7;ERBB4;PDGFD;DHX36;PRAME;RIPK1;TPPP;TBX1;BNIP3;FN1;LIF;AKR1C3;VEGFA;BMP4;KITLG;IL6;GDNF;GHRH;MDM2;BCL2;ATM;CALR;EZH2
Positive Regulation of Dendritic Spine Development (GO:0060999)	15/23	2.905915473261458E-19	2.7267173524103345E-17	0	0	75.67546583850931	3230.008103370965	CAMK2B;NLGN1;ARMCX5-GPRASP2;LRP8;PTPRD;CUX2;RELN;CAPRIN1;CAPRIN2;DHX36;IL1RAPL1;CPEB3;SHANK3;DBN1;SHANK1
Regulation of Protein-Containing Complex Assembly (GO:0043254)	28/126	5.047175517844768E-19	4.607934837643142E-17	0	0	11.795744680851064	496.95812038368274	SRC;STXBP1;TGFBRAP1;PARK7;PRKCZ;HDAC6;CDC42;VPS8;HSF1;VPS11;RPS3;APOE;TPPP;VPS39;VPS16;VPS18;HSPA8;SLF1;SLF2;SYK;VPS33A;NRG1;ISL1;IRGM;SEPTIN8;VEGFA;VPS41;NOP53
Negative Regulation of DNA-templated Transcription (GO:0045892)	77/1006	8.474077938707278E-19	7.533009283408732E-17	0	0	3.6565791122167988	152.1579536560898	CSF2;CITED2;EHMT2;BRCA1;MECP2;TRO;SHH;EDNRB;TRIM28;C1QBP;MYB;UIMC1;SOX8;SOX9;PITX2;EDN1;PARP1;SIRT6;PAX6;NRG1;DICER1;ISL1;SOX10;SIRT1;OVOL2;KAT2A;ENG;PPARD;PRKN;FOXC2;HDAC2;FOXC1;CALCA;CTBP2;SRC;SRF;NR1I2;TWIST1;HIF1A;NR2C1;HDAC6;RELA;CUX2;HSF1;PRAME;SNCA;CBX8;PRNP;HSPA8;SEMA4D;SMURF2;PCGF2;PLK1;NR1D1;FOXN3;KLF4;BMP7;KLF2;NFATC4;VEGFA;MAD2L2;BMP4;EFNA1;PTPRC;SNW1;PER3;CDK5;GDNF;CNOT1;MDM2;SNAI2;ZNF536;CALR;CPEB3;NOP53;EZH2;CDK5R1
Neuron Projection Development (GO:0031175)	34/206	1.6629114397077882E-18	1.4383434329853625E-16	0	0	8.235014033680834	337.1246893439321	CNTNAP1;NLGN1;CTNND2;LRRK2;RASGRF1;PTEN;WASL;NTF4;DOCK10;CDC42;BLOC1S6;EPB41L3;DIP2A;NRTN;APOE;EPHB2;EPHB1;EPHB3;ZNF365;EPHA4;ANKRD27;DTNBP1;WNT7A;DICER1;BMP7;ARC;IL6;TAOK3;CDK5;GDNF;SGK1;SHANK3;CDK5R1;SHANK1
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	60/652	1.7031893818654383E-18	1.4383434329853625E-16	0	0	4.375694187338023	179.0272791976749	RET;SEMA5A;DDR1;CITED2;HTR2B;PTEN;PARK7;GJA1;C1QBP;CDK5RAP3;ACVR1;EPHA4;EDN1;PARP1;SPHK1;SIRT1;ERN1;IL1B;TRIM16;ENG;TLR2;PRKN;BECN1;NLGN1;CTBP2;SRC;PLA2G1B;SEMA3E;ADRB1;AMBRA1;NOD2;RELA;RELN;ERBB4;PDGFD;DHX36;RPS3;RIPK1;ECT2;TBX1;PRNP;SEMA4D;FN1;LIF;AKR1C3;BMP7;KLF2;VEGFA;SOD1;ASXL1;BMP4;EFNA1;IL6;PTPRC;SNW1;AXL;TAOK2;GHRL;NODAL;BMPR1A
Negative Chemotaxis (GO:0050919)	15/25	1.850651667313234E-18	1.524756422483928E-16	0	0	60.53416149068323	2471.6699751915435	SEMA4A;SEMA7A;SEMA3C;SEMA4D;SEMA3D;ITGB3;SEMA3A;SEMA4B;SEMA3B;SEMA4C;SEMA3G;SEMA3E;SEMA4F;SEMA3F;SEMA4G
DNA Repair (GO:0006281)	40/302	4.926103819632909E-18	3.9619949292190396E-16	0	0	6.4135471182372745	255.59257264056706	H2AX;SETD2;BLM;PCNA;MRE11;ABRAXAS1;BRCC3;BRCA1;PARK7;PRIMPOL;BABAM1;POLD3;BABAM2;TRIM28;CHEK1;UIMC1;RPS3;POLI;POLK;TOPBP1;POLH;PARP3;XRCC4;PARP1;PLK1;SIRT6;UBE2A;SIRT1;TICRR;SETX;MAD2L2;POLR1B;POLE2;APLF;ERCC2;CDK1;RAD17;ATM;NOP53;RHNO1
Neural Crest Cell Differentiation (GO:0014033)	13/18	9.26330758174802E-18	7.277082095615073E-16	0	0	104.52	4099.323576530231	PEF1;PDCD6;HTR2B;NOLC1;KLHL12;NRG1;CYP26C1;CDH2;TCOF1;SNAI2;SOX8;KBTBD8;TAPT1
Positive Regulation of Mitophagy (GO:1901526)	13/19	2.8674269056910447E-17	2.201401838050988E-15	0	0	87.09553264604811	3317.5151299209533	PRKN;EIF2AK1;VPS13D;DELE1;NOD2;UBE2A;IRGM;STUB1;VDAC1;SLC25A5;FBXO7;SLC25A4;CERS1
Dendrite Morphogenesis (GO:0048813)	16/35	4.517022617483856E-17	3.3907783115245476E-15	0	0	34.038873116400964	1281.0902118237766	CTNND2;PTEN;WNT7A;WASL;CDC42;DOCK10;ARC;DVL1;TAOK2;DIP2A;EPHB2;EPHB1;SHANK3;EPHB3;ZNF365;SHANK1
Protein Localization to Chromosome (GO:0034502)	18/49	5.65594537775249E-17	4.153431192619111E-15	0	0	23.553629032258065	881.1704523388798	H2AX;MDC1;PARP3;SLF1;SLF2;PARP1;XRCC4;PLK1;SIRT6;HTATSF1;IFFO1;MRNIP;POLR1B;APLF;RAD17;TOPBP1;TP53BP1;RHNO1
Positive Regulation of Dendritic Spine Morphogenesis (GO:0061003)	10/10	8.378988430941256E-17	6.022175089302035E-15	0	0	195020.0	7219293.14465563	CAMK2B;PTPRD;CUX2;RELN;CAPRIN1;CAPRIN2;DHX36;IL1RAPL1;LRP8;DBN1
Positive Regulation of Cell Motility (GO:2000147)	35/249	9.674906613142358E-17	6.808715528998935E-15	0	0	6.8133465210633615	251.23813986507776	RET;SEMA5A;SEMA5B;SEMA7A;SEMA3C;SEMA3D;SEMA3A;SEMA3B;SEMA3G;TWIST1;SEMA3E;SEMA3F;CDC42;PDGFD;EPHB2;ACVR1;SEMA6B;EPHA4;SEMA6C;HSPA8;SEMA4A;EDN1;SEMA4D;SPHK1;SEMA6D;SEMA4B;SEMA4C;SEMA4F;SEMA4G;VEGFA;TIAM1;IL1B;SNAI2;ATM;EZH2
DNA Damage Response (GO:0006974)	45/421	1.6693171234445102E-16	1.1508067842848072E-14	0	0	5.053015358602226	183.5707264111589	H2AX;MDC1;BRSK1;BLM;MRE11;PARK7;BRCC3;BRCA1;BABAM1;BABAM2;MRNIP;TRIM28;CHEK1;UIMC1;RPS3;POLI;TP53BP1;POLK;TOPBP1;LDLR;POLH;IER3;MAPK3;SLF1;SLF2;PARP1;PRKCD;DELE1;UBE2A;SIRT1;TICRR;SETX;MAD2L2;TAOK3;GDNF;TAOK1;POLE2;TAOK2;APLF;BCL2;CDK1;RAD17;ATM;DTL;NOP53
Positive Regulation of Signal Transduction (GO:0009967)	35/256	2.3366072782752933E-16	1.5786118772027882E-14	0	0	6.595144786607117	237.37681379315728	NLGN1;SRC;ITGB3;PTEN;TNFAIP3;SLC2A4;NOD2;HIF1A;PRKCZ;SHH;CUX2;RELN;RPS3;EPHB2;ACVR1;EPHA4;PRNP;JAG1;LIF;WNT7A;EMP2;SIRT1;VEGFA;EFNA1;IL6;PTPRC;TRIM39;AXL;IL1B;GHRH;HAND2;GHRL;SHANK3;TLR2;SHANK1
Positive Regulation of Cell Population Proliferation (GO:0008284)	48/484	3.0948787854740747E-16	2.0499020661434166E-14	0	0	4.664464831804281	166.57556174615928	HDAC2;CSF2;PLA2G1B;HTR2B;PTEN;FBLN1;NOD2;RELA;GJA1;SHH;CCND2;ERBB4;PDGFD;PRAME;SOX8;TIMP1;SOX9;PITX2;TBX1;EPHA4;EDN1;EDN3;SPHK1;FN1;LIF;AKR1C3;EMP2;SIRT6;NRG1;SIRT1;PRLR;VEGFA;BMP4;TIAM1;KITLG;IL6;PTPRC;GDNF;IL1B;GHRH;BCL2;MDM2;CALR;SLC25A5;FXN;NODAL;EZH2;BMPR1A
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	60/732	4.0219541110667215E-16	2.6127232667660358E-14	0	0	3.838470319634703	136.07221290012905	CITED2;EHMT2;MECP2;TRO;SHH;EDNRB;C1QBP;MYB;SOX8;SOX9;PITX2;EDN1;PARP1;SIRT6;PAX6;DICER1;ISL1;SOX10;SIRT1;KAT2A;ENG;PPARD;PRKN;FOXC2;HDAC2;FOXC1;CTBP2;SRC;NR1I2;TWIST1;NR2C1;RELA;CUX2;HSF1;SNCA;CBX8;PRNP;SEMA4D;SMURF2;PCGF2;PLK1;NR1D1;KLF4;KLF2;VEGFA;MAD2L2;BMP4;EFNA1;PTPRC;SNW1;PER3;GDNF;CNOT1;MDM2;SNAI2;ZNF536;CALR;CPEB3;NOP53;EZH2
Positive Regulation of DNA-templated Transcription (GO:0045893)	83/1274	4.914199621577275E-16	3.132106853148686E-14	0	0	3.074895046179681	108.38769067754386	RET;CITED2;PTEN;PARK7;WASL;BRCA1;SHH;TRIM28;MYB;SOX8;SOX9;PITX2;MAP3K5;ACVR1;KDM6B;EDN1;PARP1;PAX6;ISL1;SOX10;SIRT1;NPAS4;UBTFL1;KAT2A;HAND2;IL1B;TRIM16;ENG;PPARD;TLR2;PRKN;FOXC2;BLM;HDAC2;PRKAA1;FOXC1;CTBP2;PLA2G1B;SRF;NR1I2;TWIST1;FOXO4;NOD2;HIF1A;RELA;CAMKK2;FZR1;MAPK7;ERBB4;DVL1;DHX36;HSF1;ABL1;STAT6;RIPK1;TP53BP1;APOE;MAPK3;TBX1;JAG1;LIF;WNT7A;NR1D1;KLF4;BMP7;KLF2;PHOX2B;NFATC4;VEGFA;SETX;ASXL1;MAD2L2;BMP4;IL6;SNW1;GDNF;CAMK4;AGO2;CAPRIN2;ATM;MBTPS2;NFE2L2;BMPR1A
Regulation of Anatomical Structure Morphogenesis (GO:0022603)	25/127	8.506061921076691E-16	5.321014290629086E-14	0	0	10.05264685155246	348.8327005250556	BRSK1;LRRK2;TNFAIP3;ARHGAP44;SIPA1L1;KIF1A;PDLIM5;EPHB3;LZTS3;PPFIA2;CHRNB2;TBX1;EPHA4;SEMA4D;EMP2;SRCIN1;TANC2;ZDHHC15;ARC;IL6;CDK5;GDNF;ABI3;SHANK3;CDK5R1
