Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation of Maintenance of Mitotic Sister Chromatid Cohesion (GO:0034184)	2/5	2.450871709985121E-4	0.004088338171294021	0	0	135.35374149659864	1125.3170126751409	SLF1;SLF2
Sulfur Compound Catabolic Process (GO:0044273)	3/25	2.5751452149389134E-4	0.00423427448913527	0	0	27.944704779756325	230.94718074554484	GGT5;GGT7;GGT1
Long-Term Synaptic Potentiation (GO:0060291)	3/28	3.6282137198050867E-4	0.005857825353108609	0	0	24.587628865979383	194.773359177925	RGS14;PRKCZ;NFATC4
Glutathione Biosynthetic Process (GO:0006750)	2/6	3.664321680484968E-4	0.005857825353108609	0	0	101.51020408163265	803.1179907171842	MGST2;GGT1
Regulation of Protein-Containing Complex Assembly (GO:0043254)	5/126	4.277730835233186E-4	0.006744750947059447	0	0	8.603305785123966	66.73513476536212	SLF1;SLF2;SYK;APOE;PRKCZ
Response to Ionizing Radiation (GO:0010212)	4/71	4.421954336138499E-4	0.006877931676885693	0	0	12.333955223880597	95.26449293118738	H2AX;XRCC4;TOPBP1;RHNO1
Modulation of Excitatory Postsynaptic Potential (GO:0098815)	3/31	4.924436798304106E-4	0.00709089191444649	0	0	21.949926362297496	167.17350275311443	RELN;PRKCZ;SHANK1
Arachidonate Secretion (GO:0050482)	2/7	5.113327792346296E-4	0.00709089191444649	0	0	81.20408163265306	615.4043164173056	PLA2G1B;DRD2
Arachidonate Transport (GO:1903963)	2/7	5.113327792346296E-4	0.00709089191444649	0	0	81.20408163265306	615.4043164173056	PLA2G1B;DRD2
Nonribosomal Peptide Biosynthetic Process (GO:0019184)	2/7	5.113327792346296E-4	0.00709089191444649	0	0	81.20408163265306	615.4043164173056	MGST2;GGT1
Double-Strand Break Repair via Alternative Nonhomologous End Joining (GO:0097681)	2/7	5.113327792346296E-4	0.00709089191444649	0	0	81.20408163265306	615.4043164173056	TOPBP1;RHNO1
Urea Metabolic Process (GO:0019627)	2/7	5.113327792346296E-4	0.00709089191444649	0	0	81.20408163265306	615.4043164173056	CYP2C9;LDLR
Hepoxilin Biosynthetic Process (GO:0051122)	2/7	5.113327792346296E-4	0.00709089191444649	0	0	81.20408163265306	615.4043164173056	GSTM2;GSTM1
Hepoxilin Metabolic Process (GO:0051121)	2/7	5.113327792346296E-4	0.00709089191444649	0	0	81.20408163265306	615.4043164173056	GSTM2;GSTM1
Positive Regulation of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060316)	2/7	5.113327792346296E-4	0.00709089191444649	0	0	81.20408163265306	615.4043164173056	GSTM2;GSTO1
Neuron Projection Development (GO:0031175)	6/206	5.92383136659119E-4	0.008117059408269595	0	0	6.287234042553192	46.72268034882961	NTF4;ARC;RASGRF1;APOE;SGK1;SHANK1
Negative Regulation of Small Molecule Metabolic Process (GO:0062014)	3/34	6.484839479590657E-4	0.008781235577657465	0	0	19.822746923844363	145.51627376631131	KAT2A;UGT1A1;SIRT6
Negative Regulation of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060315)	2/8	6.795551666861537E-4	0.008990436745468539	0	0	67.66666666666667	493.5655481733249	GSTM2;GSTO1
Double-Strand Break Repair via Classical Nonhomologous End Joining (GO:0097680)	2/8	6.795551666861537E-4	0.008990436745468539	0	0	67.66666666666667	493.5655481733249	TOPBP1;TP53BP1
Regulation of Neuronal Synaptic Plasticity (GO:0048168)	3/35	7.067159044822667E-4	0.009243522796126011	0	0	19.202319587628867	139.31055899468168	ARC;APOE;DRD2
Protein Homooligomerization (GO:0051260)	5/143	7.607477082160351E-4	0.009761854736276703	0	0	7.536994660564455	54.12473224425277	ARC;ALOX5AP;TP53BP1;ADCY8;CRYZ
Response to Insulin (GO:0032868)	4/82	7.633074945828872E-4	0.009761854736276703	0	0	10.588675213675213	76.00391815281573	RPS6KB1;PLA2G1B;SLC2A4;PRKCZ
DNA Repair (GO:0006281)	7/302	8.066794864114798E-4	0.010203165811644101	0	0	5.002186987424822	35.628497678747756	H2AX;PARP3;XRCC4;RAD17;SIRT6;TOPBP1;RHNO1
Negative Regulation of Release of Sequestered Calcium Ion Into Cytosol (GO:0051280)	2/9	8.70867194754317E-4	0.010778152055507731	0	0	57.99708454810496	408.64867956136595	GSTM2;GSTO1
Phosphatidylcholine Catabolic Process (GO:0034638)	2/9	8.70867194754317E-4	0.010778152055507731	0	0	57.99708454810496	408.64867956136595	PLA2G4A;PLA2G5
Negative Regulation of Macromolecule Metabolic Process (GO:0010605)	2/10	0.0010850384206118583	0.01300915856379426	0	0	50.744897959183675	346.39177176286466	APOE;LDLR
Icosanoid Secretion (GO:0032309)	2/10	0.0010850384206118583	0.01300915856379426	0	0	50.744897959183675	346.39177176286466	PLA2G1B;DRD2
Mitotic DNA Replication Checkpoint Signaling (GO:0033314)	2/10	0.0010850384206118583	0.01300915856379426	0	0	50.744897959183675	346.39177176286466	RAD17;TOPBP1
Regulation of Insulin Secretion (GO:0050796)	4/93	0.0012219357767157717	0.014351511010202583	0	0	9.274812734082397	62.20912744545419	SNAP25;ALOX5;SIRT6;ADCY8
Positive Regulation of DNA Repair (GO:0045739)	4/93	0.0012219357767157717	0.014351511010202583	0	0	9.274812734082397	62.20912744545419	H2AX;SLF1;SLF2;SIRT6
DNA Damage Response (GO:0006974)	8/421	0.0012416876536807625	0.01443618676148038	0	0	4.102958206126961	27.454057832815	H2AX;MDC1;SLF1;SLF2;RAD17;TP53BP1;TOPBP1;LDLR
Chromatin Looping (GO:0140588)	2/11	0.0013218400851343036	0.015214379379895834	0	0	45.10430839002267	298.984305122014	SLF1;SLF2
Negative Regulation of Biosynthetic Process (GO:0009890)	3/45	0.001477785092690149	0.016840897442439225	0	0	14.622974963181148	95.30101139877681	KAT2A;SIRT6;APOE
Positive Regulation of Cold-Induced Thermogenesis (GO:0120162)	4/99	0.001539882179182004	0.017376513610181242	0	0	8.68640350877193	56.25357799233447	SYK;ACSL1;SIRT6;LDLR
Visual Learning (GO:0008542)	2/12	0.001581045102291189	0.01749791262247268	0	0	40.59183673469388	261.8039188938469	RGS14;DRD2
Vitamin D Metabolic Process (GO:0042359)	2/12	0.001581045102291189	0.01749791262247268	0	0	40.59183673469388	261.8039188938469	CYP1A1;CYP3A4
Primary Alcohol Metabolic Process (GO:0034308)	3/48	0.0017818416942912629	0.019532378953611845	0	0	13.646048109965635	86.3809554416349	CYP1A2;CYP1A1;CYP3A4
Steroid Catabolic Process (GO:0006706)	2/13	0.0018624280503563755	0.01984865449963137	0	0	36.89981447124304	231.94759321375395	CYP1A2;CYP3A4
Mitotic DNA Integrity Checkpoint Signaling (GO:0044774)	2/13	0.0018624280503563755	0.01984865449963137	0	0	36.89981447124304	231.94759321375395	RAD17;TOPBP1
Modified Amino Acid Biosynthetic Process (GO:0042398)	2/13	0.0018624280503563755	0.01984865449963137	0	0	36.89981447124304	231.94759321375395	MGST2;GGT1
Inflammatory Response (GO:0006954)	6/261	0.001998335847666322	0.02110169321710034	0	0	4.9173967459324155	30.563786992288232	GGT5;TACR1;ADCY1;ADCY8;PJA2;NFATC4
Cellular Response to Insulin Stimulus (GO:0032869)	4/108	0.0021185340006459876	0.02206013893105047	0	0	7.931089743589744	48.83196492833459	RPS6KB1;PLA2G1B;SLC2A4;PRKCZ
Regulation of Response to Oxidative Stress (GO:1902882)	2/14	0.0021657651600423137	0.02206013893105047	0	0	33.82312925170068	207.5042741698455	GGT7;ALOX5
Positive Regulation of Double-Strand Break Repair via Nonhomologous End Joining (GO:2001034)	2/14	0.0021657651600423137	0.02206013893105047	0	0	33.82312925170068	207.5042741698455	PARP3;LDLR
Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573)	2/14	0.0021657651600423137	0.02206013893105047	0	0	33.82312925170068	207.5042741698455	MDC1;RAD17
Regulation of Telomere Maintenance (GO:0032204)	3/52	0.0022441220665619026	0.022657758759760963	0	0	12.529560277719336	76.42331236603597	SLF1;SLF2;SIRT6
Cellular Response to Metal Ion (GO:0071248)	4/112	0.0024182354828481615	0.024156326081752624	0	0	7.635802469135802	46.0035500446402	PRNP;ALOX5AP;ADCY1;ADCY8
Negative Regulation of Gluconeogenesis (GO:0045721)	2/15	0.0024908343052083164	0.024156326081752624	0	0	31.21978021978022	187.16687708215863	KAT2A;SIRT6
Regulation of Isotype Switching (GO:0045191)	2/15	0.0024908343052083164	0.024156326081752624	0	0	31.21978021978022	187.16687708215863	PARP3;TP53BP1
Regulation of Amyloid-Beta Clearance (GO:1900221)	2/15	0.0024908343052083164	0.024156326081752624	0	0	31.21978021978022	187.16687708215863	SRF;APOE
Regulation of Primary Metabolic Process (GO:0080090)	4/113	0.0024974828876877173	0.024156326081752624	0	0	7.565366972477064	45.33524899002028	KAT2A;SIRT6;APOE;LDLR
Double-Strand Break Repair via Homologous Recombination (GO:0000724)	4/114	0.0025784986150308945	0.024732099215837997	0	0	7.496212121212121	44.681532028701994	SLF1;SLF2;TOPBP1;HTATSF1
Protein Phosphorylation (GO:0006468)	7/373	0.0026913425094926436	0.025601117590297793	0	0	4.017216052647042	23.772740238141047	RELN;SYK;RPS6KB1;CAMK4;EIF2AK4;SGK1;PRKCZ
Regulation of DNA Metabolic Process (GO:0051052)	4/116	0.002745913476450517	0.025906118126184798	0	0	7.361607142857143	43.41611965307657	KAT2A;SLF1;SLF2;EHMT2
Regulation of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314)	2/16	0.0028374149918175937	0.02633761819017783	0	0	28.988338192419825	170.01259891772904	GSTM2;GSTO1
Negative Regulation of Amyloid-Beta Formation (GO:1902430)	2/16	0.0028374149918175937	0.02633761819017783	0	0	28.988338192419825	170.01259891772904	PRNP;APOE
Carboxylic Acid Biosynthetic Process (GO:0046394)	2/17	0.00320528834894988	0.028281580570972534	0	0	27.05442176870748	155.3722787250682	CYP2C9;CYP2C8
Positive Regulation of Interleukin-4 Production (GO:0032753)	2/17	0.00320528834894988	0.028281580570972534	0	0	27.05442176870748	155.3722787250682	SYK;PRKCZ
Protein Localization to Synapse (GO:0035418)	2/17	0.00320528834894988	0.028281580570972534	0	0	27.05442176870748	155.3722787250682	RELN;SHANK1
Negative Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902992)	2/17	0.00320528834894988	0.028281580570972534	0	0	27.05442176870748	155.3722787250682	PRNP;APOE
Reg of Cardiac Muscle Contraction by Reg of the Release of Sequestered Calcium Ion (GO:0010881)	2/17	0.00320528834894988	0.028281580570972534	0	0	27.05442176870748	155.3722787250682	GSTM2;GSTO1
Cellular Response to Calcium Ion (GO:0071277)	3/59	0.0032188419242375347	0.028281580570972534	0	0	10.959499263622975	62.89364704662167	ALOX5AP;ADCY1;ADCY8
Mitotic DNA Damage Checkpoint Signaling (GO:0044773)	3/59	0.0032188419242375347	0.028281580570972534	0	0	10.959499263622975	62.89364704662167	MDC1;RAD17;TOPBP1
Phosphatidylcholine Metabolic Process (GO:0046470)	3/60	0.003376073956019611	0.02943834184377706	0	0	10.766684753119913	61.27365293527066	PLA2G1B;PLA2G4A;PLA2G5
Positive Regulation of Calcium Ion Transmembrane Transporter Activity (GO:1901021)	2/18	0.0035942371173740815	0.030872887478340057	0	0	25.362244897959183	142.74945562505079	GSTM2;GSTO1
Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902991)	2/18	0.0035942371173740815	0.030872887478340057	0	0	25.362244897959183	142.74945562505079	PRNP;APOE
Import Into Cell (GO:0098657)	2/19	0.004004045638803338	0.033887180369578246	0	0	23.869147659063625	131.7684366549516	SNAP25;RPS6KB1
Negative Regulation of Calcium Ion Transmembrane Transporter Activity (GO:1901020)	2/19	0.004004045638803338	0.033887180369578246	0	0	23.869147659063625	131.7684366549516	GSTM2;GSTO1
Glycerophospholipid Metabolic Process (GO:0006650)	3/65	0.00423252222637027	0.03555936556607431	0	0	9.895909544396408	54.0807220421003	PLA2G1B;PLA2G4A;PLA2G5
Regulation of Synaptic Transmission, GABAergic (GO:0032228)	2/20	0.004434499847536051	0.03698629945299996	0	0	22.541950113378686	122.13995997533476	NPAS4;DRD2
