Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Axon Guidance (GO:0007411)	27/152	2.736430089611081E-26	5.261408763206761E-24	0	0	24.85515789473684	1462.9884686770229	SEMA5A;RET;SEMA5B;NRP1;SEMA7A;NRP2;SEMA3C;SEMA3D;SEMA3A;SEMA3B;SEMA3G;SEMA3E;SEMA3F;EFNB1;SHH;SEMA6B;SEMA6C;SEMA4A;SEMA6A;SEMA4D;SEMA6D;SEMA4B;SEMA4C;SEMA4F;SEMA4G;GDNF;CNTN1
Protein Localization to Site of Double-Strand Break (GO:1990166)	13/14	8.162734929695844E-26	1.4386820313588923E-23	0	0	1391.4216216216216	80379.1337837831	H2AX;MDC1;PARP3;SLF1;SLF2;XRCC4;SIRT6;HTATSF1;IFFO1;RAD17;TOPBP1;TP53BP1;RHNO1
Regulation of SNARE Complex Assembly (GO:0035542)	12/12	6.320641192657838E-25	1.0283197017285635E-22	0	0	237624.0	1.3240600963511463E7	VPS18;PRRT2;STXBP1;VPS33A;TGFBRAP1;VPS41;VPS8;VPS11;VPS39;SEPTIN8;SNCA;VPS16
Axonogenesis (GO:0007409)	28/200	3.0196460434078064E-24	4.561822415576794E-22	0	0	18.797537619699042	1018.0164142062151	RET;SEMA5A;NRP1;SEMA5B;NRP2;SEMA7A;SEMA3C;SEMA3D;SEMA3A;SEMA3B;SEMA3G;SEMA3E;SEMA3F;EFNB1;SHH;SEMA6B;SEMA6C;SEMA4A;SEMA6A;SEMA4D;SEMA6D;SEMA4B;SEMA4C;WNT7A;SEMA4F;SEMA4G;ISL1;CNTN1
Neural Crest Cell Differentiation (GO:0014033)	13/18	4.827647887683646E-23	6.806983521633941E-21	0	0	278.22810810810813	14296.778537382463	PEF1;PDCD6;HTR2B;NOLC1;KLHL12;NRG1;CYP26C1;CDH2;TCOF1;SNAI2;SOX8;KBTBD8;TAPT1
Positive Regulation of Mitophagy (GO:1901526)	13/19	1.5156993535551237E-22	2.003565082980679E-20	0	0	231.84504504504505	11648.125770656112	PRKN;EIF2AK1;VPS13D;DELE1;NOD2;UBE2A;IRGM;STUB1;VDAC1;SLC25A5;FBXO7;SLC25A4;CERS1
Negative Chemotaxis (GO:0050919)	14/25	2.2075435323723167E-22	2.7464438652749704E-20	0	0	136.89426877470356	6826.231572443517	SEMA4A;SEMA7A;SEMA3C;SEMA4D;SEMA3D;SEMA3A;SEMA4B;SEMA3B;SEMA4C;SEMA3G;SEMA3E;SEMA4F;SEMA3F;SEMA4G
Positive Regulation of Cell Motility (GO:2000147)	26/249	2.793827908069383E-19	3.282747791981525E-17	0	0	13.271821879236626	566.9948472104197	RET;SEMA5A;SEMA5B;SEMA7A;SEMA3C;SEMA3D;SEMA3A;SEMA3B;SEMA3G;TWIST1;SEMA3E;SEMA3F;CDC42;ACVR1;SEMA6B;SEMA6C;SEMA4A;EDN1;SEMA4D;SEMA6D;SEMA4B;SEMA4C;SEMA4F;SEMA4G;SNAI2;EZH2
Regulation of Cell Migration (GO:0030334)	32/479	1.0593487154991958E-17	1.1792223859372626E-15	0	0	8.346944826285005	326.2511251331233	RET;SEMA5A;SEMA5B;SEMA7A;SEMA3C;CITED2;SEMA3D;SEMA3A;SEMA3B;SEMA3G;TWIST1;SEMA3E;SEMA3F;CORO1C;CDC42;SHH;ERBB4;ACVR1;SEMA6B;SEMA6C;SEMA4A;EDN1;JAG1;SEMA4D;SEMA6D;SEMA4B;SEMA4C;SEMA4F;SEMA4G;SNAI2;EZH2;ENG
Regulation of Mitophagy (GO:1901524)	12/28	1.6762357641755526E-17	1.7726193206156469E-15	0	0	79.78225806451613	3081.7808694887526	PRKN;EIF2AK1;VPS13D;DELE1;STUB1;NOD2;UBE2A;SLC25A5;FBXO7;IRGM;SLC25A4;CERS1
Regulation of Protein-Containing Complex Assembly (GO:0043254)	18/126	4.1953981610016227E-16	4.225365290723063E-14	0	0	18.235185185185184	645.6600079388602	VPS18;SLF1;SLF2;VPS33A;STXBP1;TGFBRAP1;NRG1;PARK7;ISL1;IRGM;SEPTIN8;CDC42;VPS8;VPS41;VPS11;TPPP;VPS39;VPS16
Protein Localization to Chromosome (GO:0034502)	13/49	1.1329952167472371E-15	1.0892204015547303E-13	0	0	38.582282282282286	1327.767253124912	H2AX;MDC1;PARP3;SLF1;SLF2;XRCC4;SIRT6;HTATSF1;IFFO1;RAD17;TOPBP1;TP53BP1;RHNO1
Myelin Assembly (GO:0032288)	8/10	3.540774209497756E-15	3.255972805690328E-13	0	0	416.8421052631579	13870.183864650453	CNTNAP1;TENM4;GPC1;EPB41L3;CD9;DICER1;TPPP;NCMAP
Autonomic Nervous System Development (GO:0048483)	9/16	8.19622751894962E-15	7.222925501074353E-13	0	0	134.65986394557822	4367.706476940364	NRP1;EDNRB;GDNF;SEMA3A;FN1;SOX8;SOX10;PHOX2B;PHACTR4
Positive Regulation of Macroautophagy (GO:0016239)	14/78	3.210963548755487E-14	2.716475162247142E-12	0	0	23.46569293478261	729.0701681255165	PRKN;BNIP3;EIF2AK1;VPS13D;DELE1;AMBRA1;NOD2;UBE2A;IRGM;STUB1;SLC25A5;FBXO7;SLC25A4;CERS1
Endosomal Vesicle Fusion (GO:0034058)	8/13	9.873164932478238E-14	8.031439935458258E-12	0	0	166.71157894736842	4992.406766149805	VPS18;VPS33A;TGFBRAP1;VPS41;VPS8;VPS11;VPS39;VPS16
Negative Regulation of Retinoic Acid Receptor Signaling Pathway (GO:0048387)	6/6	8.72503636187552E-13	6.83461181680249E-11	0	0	118812.0	3299101.4662220385	CYP26A1;CYP26B1;CYP26C1;CNOT1;PRAME;EZH2
Retinoid Metabolic Process (GO:0001523)	12/64	1.3270475098556628E-12	1.0023948154802596E-10	0	0	24.503722084367247	670.1293734933349	CYP26A1;CYP26B1;CYP2C8;UGT1A1;ALDH1A2;RDH10;CYP1A2;AKR1C3;CYP1A1;CYP3A4;CYP3A5;DHRS3
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	32/732	1.4790776331242594E-12	1.0787066186406237E-10	0	0	5.260447504302926	143.29249869104746	PRKN;FOXC2;FOXC1;CTBP2;CITED2;NR1I2;TWIST1;NR2C1;SHH;EDNRB;SOX8;SOX9;PITX2;SNCA;EDN1;SEMA4D;PAX6;SIRT6;DICER1;ISL1;SOX10;KLF2;BMP4;SNW1;PTPRC;GDNF;CNOT1;SNAI2;ZNF536;CALR;EZH2;ENG
Nervous System Development (GO:0007399)	26/480	1.9947026993780372E-12	1.4062654030615162E-10	0	0	6.442065362155517	173.55263002422137	PRKN;SEMA5A;MSI2;UGT8;SHH;CYP26B1;EDNRB;GBX2;CDH2;MOBP;ERBB4;SOX8;NRTN;SEMA6B;JAG1;SEMA6A;FN1;PAX6;NRG1;SEMA4F;SOX10;PHOX2B;CYP26A1;CYP26C1;GDNF;ALDH1A2
Steroid Metabolic Process (GO:0008202)	14/106	2.6039115504528964E-12	1.7765396545831856E-10	0	0	16.3008034026465	434.80773361833445	UGT1A1;NR1I2;AKR1C3;CYP2C19;CYP3A4;CYP3A5;CYP2C9;CYP2C8;SHH;CYP2A6;CYP2B6;CYP1A2;CYP1A1;ACAA1
Negative Regulation of DNA-templated Transcription (GO:0045892)	37/1006	3.728214076696178E-12	2.46411649131638E-10	0	0	4.4665435968437714	117.53750476511821	PRKN;FOXC2;FOXC1;CTBP2;CITED2;NR1I2;TWIST1;HIF1A;NR2C1;SHH;EDNRB;SOX8;PRAME;SOX9;PITX2;SNCA;EDN1;SEMA4D;PAX6;SIRT6;NRG1;DICER1;ISL1;SOX10;BMP7;KLF2;OVOL2;BMP4;SNW1;PTPRC;GDNF;CNOT1;SNAI2;ZNF536;CALR;EZH2;ENG
Glial Cell Differentiation (GO:0010001)	9/28	4.467214565907638E-12	2.8630784263317134E-10	0	0	49.581453634085214	1295.7744041657504	SHH;CDH2;MIOS;GPC1;SOX8;SOX9;TPPP;SOX10;PHOX2B
Positive Regulation of Cellular Process (GO:0048522)	28/622	2.1716988564507273E-11	1.3509244357039083E-9	0	0	5.326044761338879	130.769984381242	TENM4;CITED2;HTR2B;TWIST1;NCMAP;CDC42;SHH;ERBB4;PRAME;SOX9;TPPP;PITX2;TBX1;EDN1;EDN3;BNIP3;FN1;AKR1C3;NRG1;DICER1;ISL1;BMP4;KITLG;GDNF;BCL2;CALR;SLC25A5;EZH2
Outflow Tract Septum Morphogenesis (GO:0003148)	8/24	5.140543939687975E-11	3.1063572664114478E-9	0	0	52.06842105263158	1233.567392578698	TBX1;BMP4;NRP1;NRP2;SEMA3C;ISL1;BMPR1A;ENG
Retinoic Acid Metabolic Process (GO:0042573)	8/25	7.495888060110519E-11	4.284811688414526E-9	0	0	49.0030959752322	1142.4621689768633	CYP26A1;CYP26B1;CYP2C8;CYP26C1;UGT1A1;ALDH1A2;CYP3A4;CYP3A5
Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)	8/25	7.495888060110519E-11	4.284811688414526E-9	0	0	49.0030959752322	1142.4621689768633	GSTM4;CYP2C9;GSTM2;CYP2C8;GSTM1;CYP1A2;CYP1A1;CYP3A4
Positive Regulation of Cell Population Proliferation (GO:0008284)	24/484	9.368354777482376E-11	5.214229040625059E-9	0	0	5.799700149925037	133.92144758403182	TBX1;EDN1;EDN3;FN1;AKR1C3;HTR2B;SIRT6;NRG1;NOD2;BMP4;SHH;KITLG;PTPRC;GDNF;ERBB4;BCL2;SOX8;PRAME;SOX9;CALR;PITX2;SLC25A5;EZH2;BMPR1A
Positive Regulation of DNA-templated Transcription (GO:0045893)	39/1274	2.206228581746331E-10	1.1964547308701256E-8	0	0	3.687586891757696	81.99189558683254	RET;PRKN;FOXC2;FOXC1;CTBP2;CITED2;NR1I2;TWIST1;PARK7;NOD2;HIF1A;CAMKK2;SHH;ERBB4;SOX8;SOX9;TP53BP1;PITX2;MAPK3;ACVR1;TBX1;EDN1;JAG1;WNT7A;PAX6;ISL1;SOX10;BMP7;PHOX2B;KLF2;BMP4;ASXL1;SNW1;GDNF;HAND2;TRIM16;ENG;TLR2;BMPR1A
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	27/652	3.2931578685851757E-10	1.7412572230144117E-8	0	0	4.8447157894736845	105.7795438634336	RET;PRKN;SEMA5A;CTBP2;CITED2;HTR2B;SEMA3E;PARK7;AMBRA1;NOD2;ERBB4;ACVR1;TBX1;EDN1;SEMA4D;FN1;AKR1C3;BMP7;KLF2;BMP4;ASXL1;SNW1;PTPRC;TRIM16;ENG;TLR2;BMPR1A
Positive Regulation of Developmental Process (GO:0051094)	17/245	3.865992998537441E-10	1.994286632172363E-8	0	0	8.063342056799458	174.76191133354004	ACVR1;PRKN;EDN3;BNIP3;SIRT6;ISL1;BMP7;IRGM;CORO1C;BMP4;SHH;GDNF;SOX8;SOX9;TP53BP1;TAPT1;BMPR1A
Enteric Nervous System Development (GO:0048484)	5/6	5.38071960698827E-10	2.7095766592333788E-8	0	0	512.979274611399	10948.531436330726	GDNF;SOX8;SOX10;PHOX2B;PHACTR4
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	33/983	6.792755355186522E-10	3.341087808423138E-8	0	0	3.9688421052631577	83.78223411902275	PRKN;FOXC2;FOXC1;CTBP2;CITED2;NR1I2;TWIST1;PARK7;NOD2;HIF1A;SHH;SOX8;SOX9;TP53BP1;PITX2;MAPK3;ACVR1;TBX1;EDN1;JAG1;WNT7A;PAX6;ISL1;PHOX2B;KLF2;BMP4;ASXL1;SNW1;GDNF;HAND2;ENG;TLR2;BMPR1A
Long-Chain Fatty Acid Metabolic Process (GO:0001676)	11/85	7.633689717675752E-10	3.6693758529282314E-8	0	0	15.682034976152623	329.21734528432955	GSTM4;CYP2C9;GSTM2;CYP2C8;CYP2D7;ACSL1;CYP1A2;CYP1A1;ACAA1;CYP2C19;CYP3A4
Peripheral Nervous System Development (GO:0007422)	7/21	8.664313239664925E-10	4.072227222642515E-8	0	0	51.80104712041885	1080.9137120997555	GSTM3;UGT8;GDNF;GPC1;NRG1;SOX8;SOX10
Negative Regulation of Intracellular Signal Transduction (GO:1902532)	18/297	1.028345814696452E-9	4.7281552132239044E-8	0	0	6.9974910394265235	144.81527658832664	EDN1;PDCD6;TWIST1;BMP7;IRGM;OVOL2;ASXL1;CYP26A1;CYP26B1;CYP26C1;CNOT1;BCL2;SNAI2;PRAME;STUB1;CALR;EZH2;ENG
Positive Regulation of Epithelial Cell Proliferation (GO:0050679)	12/118	2.1645762622393838E-9	9.740593180077226E-8	0	0	11.987827145465612	239.16963347519052	SEMA5A;BMP4;TBX1;NRP1;NRP2;ERBB4;PDCD6;HTR2B;WNT7A;SOX9;NOD2;HIF1A
Sympathetic Nervous System Development (GO:0048485)	6/15	4.054754260941327E-9	1.7866260962272724E-7	0	0	68.72569444444444	1328.0124176159	NRP1;NRP2;GDNF;SEMA3A;SEMA3F;PHOX2B
Sympathetic Ganglion Development (GO:0061549)	5/8	4.941771554282441E-9	2.133029966797421E-7	0	0	170.97582037996546	3270.0052261053934	NRP1;NRP2;SEMA3A;SEMA3F;PHOX2B
Monocarboxylic Acid Metabolic Process (GO:0032787)	12/127	5.048109687412122E-9	2.1353503977753275E-7	0	0	11.044600280504909	210.9988268109237	CYP26A1;CYP2C9;CYP2C8;CYP26B1;UGT1A1;ALDH1A2;CYP1A2;CYP1A1;VDAC1;ACAA1;CYP3A4;CYP3A5
Epoxygenase P450 Pathway (GO:0019373)	6/16	6.43432326906215E-9	2.6683517086404796E-7	0	0	61.85	1166.591145387496	CYP2C9;CYP2A6;CYP2C8;CYP2B6;CYP1A2;CYP2C19
Vasoconstriction (GO:0042310)	5/9	1.102975586331219E-8	4.401496915265148E-7	0	0	128.22538860103626	2349.431370403283	EDN1;EDNRA;EDNRB;EDN3;HTR2B
Oxidative Demethylation (GO:0070989)	5/9	1.102975586331219E-8	4.401496915265148E-7	0	0	128.22538860103626	2349.431370403283	CYP2C9;CYP2C8;CYP1A2;CYP3A4;CYP3A5
Negative Regulation of Apoptotic Process (GO:0043066)	21/475	1.1420555286939926E-8	4.4730508207181373E-7	0	0	5.056223400283731	92.46746021678145	PRKN;SEMA5A;TBX1;SEMA4D;CITED2;BNIP3;HTR2B;SEMA3E;PARK7;ISL1;SHH;MAG;GDNF;ERBB4;BCL2;SNAI2;SOX8;VDAC1;PRAME;SOX9;SNCA
Heart Development (GO:0007507)	13/171	1.619387602496851E-8	6.227281416874254E-7	0	0	8.73664043790626	156.72338375432076	TBX1;FOXC2;FOXC1;CITED2;FN1;HTR2B;ISL1;BMP7;BMP4;SHH;ERBB4;HAND2;SOX9
Estrogen Metabolic Process (GO:0008210)	7/31	1.8019578296918992E-8	6.805608588925655E-7	0	0	30.202006980802793	538.5563591013042	CYP2C9;CYP2C8;UGT1A1;CYP1A2;CYP1A1;CYP3A4;CYP3A5
Positive Regulation of MAPK Cascade (GO:0043410)	18/362	2.2778615520547232E-8	8.452065232624105E-7	0	0	5.65639534883721	99.5380984521426	RET;TBX1;NRP1;EDN1;SEMA7A;EDN3;SEMA3A;SEMA4C;HTR2B;WNT7A;NRG1;NOD2;BMP4;PTPRC;ERBB4;HAND2;EZH2;MAPK3
Regulation of Transcription by RNA Polymerase II (GO:0006357)	50/2250	2.5396198996857602E-8	9.144599276055918E-7	0	0	2.703009828009828	47.27203694150925	CITED2;PARK7;SHH;EDNRB;SOX8;SOX9;PITX2;ACVR1;EDN1;PAX6;SIRT6;DICER1;ISL1;SOX10;OVOL2;HAND2;ENG;TLR2;PRKN;FOXC2;FOXC1;CTBP2;NR1I2;TWIST1;NOD2;HIF1A;NR2C1;GBX2;TP53BP1;MAPK3;SNCA;TBX1;JAG1;SEMA4D;WNT7A;PHOX2B;KLF2;BMP4;ASXL1;SNW1;PTPRC;GDNF;CNOT1;ERCC2;PMP22;SNAI2;ZNF536;CALR;EZH2;BMPR1A
Arachidonate Metabolic Process (GO:0019369)	8/49	2.5509756845735187E-8	9.144599276055918E-7	0	0	20.293709884467265	354.81938051377955	CYP2C9;CYP2A6;CYP2C8;CYP2B6;CYP2D7;CYP1A2;CYP1A1;CYP2C19
Oligodendrocyte Differentiation (GO:0048709)	6/20	3.013267939065088E-8	1.0621769485204435E-6	0	0	44.169642857142854	764.9146612121704	SHH;MIOS;SOX8;SOX9;TPPP;SOX10
Central Nervous System Development (GO:0007417)	16/288	3.0819582834139954E-8	1.0685806179378032E-6	0	0	6.3122171945701355	109.17052571072601	PRKN;SEMA6B;MIOS;PAX6;NRG1;MSI2;SOX10;UGT8;CYP26A1;SHH;CYP26B1;CYP26C1;CNTN1;SOX8;SOX9;TPPP
Cellular Response to Growth Factor Stimulus (GO:0071363)	12/150	3.3203938842082375E-8	1.1326827524355518E-6	0	0	9.193080878915382	158.31034402173853	ACVR1;BMP4;TBX1;NRP1;FOXC1;SEMA6A;SNAI2;WNT7A;SOX9;BMP7;PHOX2B;BMPR1A
Ganglion Development (GO:0061548)	5/11	3.979584552879456E-8	1.3151283327093827E-6	0	0	85.47495682210707	1456.4508100174623	NRP1;NRP2;SEMA3A;SEMA3F;PHOX2B
Phasic Smooth Muscle Contraction (GO:0014821)	5/11	3.979584552879456E-8	1.3151283327093827E-6	0	0	85.47495682210707	1456.4508100174623	EDN1;EDNRB;EDN3;GDNF;HTR2B
Axon Extension (GO:0048675)	6/21	4.1839378076732393E-8	1.361388994342908E-6	0	0	41.22291666666667	700.3537697784906	SEMA5A;NRP1;SEMA5B;NRP2;SEMA3A;SEMA3F
Negative Regulation of Cell Differentiation (GO:0045596)	14/220	4.30647233297618E-8	1.3800286339764578E-6	0	0	7.237864077669903	122.7582399702731	TBX1;JAG1;SEMA4D;TWIST1;BMP7;OVOL2;BMP4;ASXL1;SHH;SNAI2;SOX8;PRAME;SOX9;CALR
Sympathetic Neuron Projection Extension (GO:0097490)	4/5	4.623376703648186E-8	1.4594689146590914E-6	0	0	408.2680412371134	6895.4657077059255	NRP1;NRP2;SEMA3A;SEMA3F
Regulation of Gene Expression (GO:0010468)	32/1127	6.829027965024009E-8	2.1240285508861438E-6	0	0	3.2933047257523245	54.33787604977994	PRKN;SETD2;FOXC1;CITED2;NR1I2;TGFBRAP1;TWIST1;PARK7;HIF1A;SHH;SOX9;PITX2;EDN1;EDN3;FN1;ANK2;PAX6;DICER1;BMP7;PHOX2B;OVOL2;BMP4;PTPRC;GDNF;HAND2;SNAI2;ZNF536;CALR;EZH2;ENG;TLR2;BMPR1A
Heart Morphogenesis (GO:0003007)	8/57	8.735506996757199E-8	2.6776227968320977E-6	0	0	16.97357679914071	275.8763771132433	ACVR1;TBX1;BMP4;HTR2B;SOX9;ISL1;ENG;BMPR1A
Mesenchymal Cell Differentiation (GO:0048762)	8/58	1.0047881448621742E-7	3.0358956091192835E-6	0	0	16.63326315789474	268.0170741563688	FOXC1;SEMA3C;HTR2B;SNAI2;SOX9;ISL1;HIF1A;BMP7
Negative Regulation of Neuron Apoptotic Process (GO:0043524)	9/81	1.0739877555239992E-7	3.19927338441304E-6	0	0	13.048941798941799	209.3926769245982	PRKN;MAG;GDNF;BCL2;SEMA3E;PARK7;FBXO7;ISL1;HIF1A
Axon Extension Involved in Axon Guidance (GO:0048846)	4/6	1.376273851234939E-7	3.881092260482528E-6	0	0	204.1237113402062	3224.892526255997	NRP1;NRP2;SEMA3A;SEMA3F
Facial Nerve Morphogenesis (GO:0021610)	4/6	1.376273851234939E-7	3.881092260482528E-6	0	0	204.1237113402062	3224.892526255997	NRP1;NRP2;SEMA3A;SEMA3F
Facial Nerve Structural Organization (GO:0021612)	4/6	1.376273851234939E-7	3.881092260482528E-6	0	0	204.1237113402062	3224.892526255997	NRP1;NRP2;SEMA3A;SEMA3F
Neuron Projection Extension Involved in Neuron Projection Guidance (GO:1902284)	4/6	1.376273851234939E-7	3.881092260482528E-6	0	0	204.1237113402062	3224.892526255997	NRP1;NRP2;SEMA3A;SEMA3F
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	21/555	1.609986121442057E-7	4.480421903749935E-6	0	0	4.2809623563765635	66.96225704813234	ACVR1;RET;TBX1;FOXC2;FOXC1;CITED2;NR1I2;WNT7A;PAX6;SOX10;HIF1A;BMP7;KLF2;CAMKK2;BMP4;SHH;ERBB4;SOX8;SOX9;TRIM16;TP53BP1
Negative Regulation of Axon Extension (GO:0030517)	5/15	2.504687360536277E-7	6.879758139654838E-6	0	0	51.27461139896373	779.3705927661961	SEMA5A;SEMA6C;MAG;SEMA6D;SEMA3G
Stem Cell Differentiation (GO:0048863)	7/47	3.7697545073745297E-7	1.0221834337304014E-5	0	0	18.1065445026178	267.8154527189046	BMP4;SETD2;SHH;PTPRC;HTR2B;WNT7A;BMPR1A
Artery Morphogenesis (GO:0048844)	6/31	5.227947078375185E-7	1.39963393300804E-5	0	0	24.72125	357.5700629917922	TBX1;BMP4;NRP1;JAG1;BMPR1A;ENG
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	16/355	5.322493610766986E-7	1.4071342483465219E-5	0	0	5.0472948880028525	72.9139978908677	PRKN;CITED2;FN1;TWIST1;ANK2;PAX6;PARK7;HIF1A;BMP7;OVOL2;BMP4;GDNF;HAND2;SOX9;TLR2;BMPR1A
Terpenoid Metabolic Process (GO:0006721)	4/8	6.323506344337567E-7	1.6310019412529213E-5	0	0	102.05154639175258	1456.6655871332866	CYP2C9;CYP1A2;CYP2C19;CYP3A4
- Reg of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Sgnlng Pway (GO:1903377)	4/8	6.323506344337567E-7	1.6310019412529213E-5	0	0	102.05154639175258	1456.6655871332866	PRKN;PARK7;FBXO7;HIF1A
Regulation of Cell Population Proliferation (GO:0042127)	24/769	6.804763838038384E-7	1.733985002102552E-5	0	0	3.528257347836149	50.10292221581503	TBX1;EDN1;JAG1;CTBP2;EDN3;FN1;AKR1C3;HTR2B;NRG1;BMP4;SHH;KITLG;GDNF;ERBB4;ALDH1A2;BCL2;PRAME;SOX9;CALR;PITX2;SLC25A5;EZH2;ENG;BMPR1A
Circulatory System Development (GO:0072359)	10/132	7.890267868940862E-7	1.9866567312868956E-5	0	0	8.58039762818277	120.57574221469204	TBX1;FOXC2;SHH;FOXC1;CITED2;ERBB4;HAND2;FN1;SOX9;ISL1
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558)	12/202	8.498736996475144E-7	2.114685735005286E-5	0	0	6.659422750424448	93.08659716306731	PRKN;BMP4;EDN1;CITED2;EIF2AK1;HAND2;DICER1;PARK7;HIF1A;OVOL2;ENG;BMPR1A
Cellular Response to BMP Stimulus (GO:0071773)	7/54	1.0012241341224013E-6	2.4623128414754404E-5	0	0	15.404366714938176	212.80034551039685	BMP4;SOX9;BMP7;PHOX2B;ENG;MAPK3;BMPR1A
Fat-Soluble Vitamin Catabolic Process (GO:0042363)	4/9	1.1294153934532206E-6	2.714447224038138E-5	0	0	81.63711340206186	1117.9231533506518	CYP26A1;CYP26B1;CYP26C1;CYP3A4
