Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707)	37	2	0.18	+	11.01	0.0142	1.0	GO:1904707
cerebral cortex radially oriented cell migration (GO:0021799)	38	2	0.19	+	10.72	0.0149	1.0	GO:0021799
regulation of striated muscle tissue development (GO:0016202)	40	2	0.2	+	10.19	0.0165	1.0	GO:0016202
leukocyte cell-cell adhesion (GO:0007159)	61	3	0.3	+	10.02	0.00336	1.0	GO:0007159
regulation of muscle tissue development (GO:1901861)	42	2	0.21	+	9.70	0.0181	1.0	GO:1901861
regulation of collagen metabolic process (GO:0010712)	42	2	0.21	+	9.70	0.0181	1.0	GO:0010712
Schwann cell development (GO:0014044)	43	2	0.21	+	9.48	0.0189	1.0	GO:0014044
regulation of muscle organ development (GO:0048634)	44	2	0.22	+	9.26	0.0197	1.0	GO:0048634
negative regulation of chemotaxis (GO:0050922)	44	2	0.22	+	9.26	0.0197	1.0	GO:0050922
regulation of neuroblast proliferation (GO:1902692)	46	2	0.23	+	8.86	0.0215	1.0	GO:1902692
acyl-CoA biosynthetic process (GO:0071616)	46	2	0.23	+	8.86	0.0215	1.0	GO:0071616
thioester biosynthetic process (GO:0035384)	46	2	0.23	+	8.86	0.0215	1.0	GO:0035384
negative regulation of peptide hormone secretion (GO:0090278)	47	2	0.23	+	8.67	0.0223	1.0	GO:0090278
ovulation cycle process (GO:0022602)	47	2	0.23	+	8.67	0.0223	1.0	GO:0022602
response to amine (GO:0014075)	48	2	0.24	+	8.49	0.0232	1.0	GO:0014075
Schwann cell differentiation (GO:0014037)	48	2	0.24	+	8.49	0.0232	1.0	GO:0014037
positive regulation of RNA splicing (GO:0033120)	48	2	0.24	+	8.49	0.0232	1.0	GO:0033120
negative regulation of peptide secretion (GO:0002792)	48	2	0.24	+	8.49	0.0232	1.0	GO:0002792
cerebral cortex cell migration (GO:0021795)	50	2	0.25	+	8.15	0.0251	1.0	GO:0021795
insulin secretion (GO:0030073)	50	2	0.25	+	8.15	0.0251	1.0	GO:0030073
peptide hormone secretion (GO:0030072)	76	3	0.37	+	8.04	0.00622	1.0	GO:0030072
cellular response to nerve growth factor stimulus (GO:1990090)	51	2	0.25	+	7.99	0.026	1.0	GO:1990090
negative regulation of leukocyte migration (GO:0002686)	51	2	0.25	+	7.99	0.026	1.0	GO:0002686
regulation of GTPase activity (GO:0043087)	129	5	0.63	+	7.90	0.000438	1.0	GO:0043087
integrin-mediated signaling pathway (GO:0007229)	105	4	0.52	+	7.76	0.00179	1.0	GO:0007229
peptide transport (GO:0015833)	105	4	0.52	+	7.76	0.00179	1.0	GO:0015833
response to vitamin (GO:0033273)	80	3	0.39	+	7.64	0.00717	1.0	GO:0033273
peptide secretion (GO:0002790)	81	3	0.4	+	7.55	0.00742	1.0	GO:0002790
response to nerve growth factor (GO:1990089)	54	2	0.27	+	7.55	0.0289	1.0	GO:1990089
regulation of natural killer cell mediated cytotoxicity (GO:0042269)	54	2	0.27	+	7.55	0.0289	1.0	GO:0042269
positive regulation of smooth muscle cell proliferation (GO:0048661)	82	3	0.4	+	7.45	0.00768	1.0	GO:0048661
protein O-linked glycosylation via xylose (GO:0180064)	57	2	0.28	+	7.15	0.032	1.0	GO:0180064
response to estradiol (GO:0032355)	114	4	0.56	+	7.15	0.00241	1.0	GO:0032355
regulation of D-glucose import (GO:0046324)	57	2	0.28	+	7.15	0.032	1.0	GO:0046324
non-motile cilium assembly (GO:1905515)	58	2	0.28	+	7.03	0.033	1.0	GO:1905515
membrane docking (GO:0022406)	88	3	0.43	+	6.95	0.00931	1.0	GO:0022406
regulation of nitric oxide biosynthetic process (GO:0045428)	59	2	0.29	+	6.91	0.034	1.0	GO:0045428
vesicle docking (GO:0048278)	59	2	0.29	+	6.91	0.034	1.0	GO:0048278
apical junction assembly (GO:0043297)	59	2	0.29	+	6.91	0.034	1.0	GO:0043297
fibroblast growth factor receptor signaling pathway (GO:0008543)	59	2	0.29	+	6.91	0.034	1.0	GO:0008543
regulation of natural killer cell mediated immunity (GO:0002715)	60	2	0.29	+	6.79	0.0351	1.0	GO:0002715
regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	61	2	0.3	+	6.68	0.0362	1.0	GO:1904705
response to fatty acid (GO:0070542)	62	2	0.3	+	6.57	0.0373	1.0	GO:0070542
visual behavior (GO:0007632)	62	2	0.3	+	6.57	0.0373	1.0	GO:0007632
telencephalon cell migration (GO:0022029)	63	2	0.31	+	6.47	0.0384	1.0	GO:0022029
positive regulation of wound healing (GO:0090303)	63	2	0.31	+	6.47	0.0384	1.0	GO:0090303
regulation of smooth muscle cell migration (GO:0014910)	63	2	0.31	+	6.47	0.0384	1.0	GO:0014910
regulation of nitric oxide metabolic process (GO:0080164)	63	2	0.31	+	6.47	0.0384	1.0	GO:0080164
regulation of neural precursor cell proliferation (GO:2000177)	97	3	0.48	+	6.30	0.0121	1.0	GO:2000177
hormone secretion (GO:0046879)	97	3	0.48	+	6.30	0.0121	1.0	GO:0046879
female gonad development (GO:0008585)	97	3	0.48	+	6.30	0.0121	1.0	GO:0008585
ovulation cycle (GO:0042698)	65	2	0.32	+	6.27	0.0406	1.0	GO:0042698
central nervous system neuron development (GO:0021954)	98	3	0.48	+	6.24	0.0125	1.0	GO:0021954
forebrain cell migration (GO:0021885)	66	2	0.32	+	6.17	0.0417	1.0	GO:0021885
positive regulation of cold-induced thermogenesis (GO:0120162)	101	3	0.5	+	6.05	0.0135	1.0	GO:0120162
development of primary female sexual characteristics (GO:0046545)	101	3	0.5	+	6.05	0.0135	1.0	GO:0046545
sulfur compound transport (GO:0072348)	68	2	0.33	+	5.99	0.0441	1.0	GO:0072348
sensory perception of pain (GO:0019233)	68	2	0.33	+	5.99	0.0441	1.0	GO:0019233
negative regulation of protein secretion (GO:0050709)	69	2	0.34	+	5.91	0.0452	1.0	GO:0050709
negative regulation of hormone secretion (GO:0046888)	70	2	0.34	+	5.82	0.0464	1.0	GO:0046888
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	70	2	0.34	+	5.82	0.0464	1.0	GO:0042058
positive regulation of response to wounding (GO:1903036)	71	2	0.35	+	5.74	0.0476	1.0	GO:1903036
regulation of lymphocyte migration (GO:2000401)	71	2	0.35	+	5.74	0.0476	1.0	GO:2000401
regulation of insulin receptor signaling pathway (GO:0046626)	71	2	0.35	+	5.74	0.0476	1.0	GO:0046626
regulation of hydrolase activity (GO:0051336)	178	5	0.87	+	5.72	0.00186	1.0	GO:0051336
axoneme assembly (GO:0035082)	107	3	0.53	+	5.71	0.0158	1.0	GO:0035082
glycosyl compound metabolic process (GO:1901657)	72	2	0.35	+	5.66	0.0488	1.0	GO:1901657
sulfur compound biosynthetic process (GO:0044272)	108	3	0.53	+	5.66	0.0162	1.0	GO:0044272
hormone transport (GO:0009914)	109	3	0.53	+	5.61	0.0166	1.0	GO:0009914
acute inflammatory response (GO:0002526)	73	2	0.36	+	5.58	0.05	1.0	GO:0002526
regulation of cartilage development (GO:0061035)	74	2	0.36	+	5.51	0.0513	1.0	GO:0061035
positive regulation of phagocytosis (GO:0050766)	75	2	0.37	+	5.43	0.0525	1.0	GO:0050766
regulation of cellular response to insulin stimulus (GO:1900076)	75	2	0.37	+	5.43	0.0525	1.0	GO:1900076
symbiont entry into host (GO:0044409)	114	3	0.56	+	5.36	0.0186	1.0	GO:0044409
regulation of ERBB signaling pathway (GO:1901184)	76	2	0.37	+	5.36	0.0538	1.0	GO:1901184
symbiont entry into host cell (GO:0046718)	114	3	0.56	+	5.36	0.0186	1.0	GO:0046718
neural precursor cell proliferation (GO:0061351)	114	3	0.56	+	5.36	0.0186	1.0	GO:0061351
amide transport (GO:0042886)	153	4	0.75	+	5.33	0.00687	1.0	GO:0042886
positive regulation of neuron projection development (GO:0010976)	154	4	0.76	+	5.29	0.00702	1.0	GO:0010976
regulation of D-glucose transmembrane transport (GO:0010827)	77	2	0.38	+	5.29	0.055	1.0	GO:0010827
organelle localization by membrane tethering (GO:0140056)	78	2	0.38	+	5.22	0.0563	1.0	GO:0140056
positive regulation of axonogenesis (GO:0050772)	78	2	0.38	+	5.22	0.0563	1.0	GO:0050772
positive regulation of small GTPase mediated signal transduction (GO:0051057)	78	2	0.38	+	5.22	0.0563	1.0	GO:0051057
female sex differentiation (GO:0046660)	117	3	0.57	+	5.22	0.0199	1.0	GO:0046660
proteoglycan biosynthetic process (GO:0030166)	78	2	0.38	+	5.22	0.0563	1.0	GO:0030166
energy reserve metabolic process (GO:0006112)	79	2	0.39	+	5.16	0.0576	1.0	GO:0006112
carbohydrate biosynthetic process (GO:0016051)	119	3	0.58	+	5.14	0.0208	1.0	GO:0016051
cellular response to monosaccharide stimulus (GO:0071326)	82	2	0.4	+	4.97	0.0615	1.0	GO:0071326
positive regulation of developmental growth (GO:0048639)	165	4	0.81	+	4.94	0.00891	1.0	GO:0048639
positive regulation of GTPase activity (GO:0043547)	83	2	0.41	+	4.91	0.0628	1.0	GO:0043547
response to activity (GO:0014823)	83	2	0.41	+	4.91	0.0628	1.0	GO:0014823
regulation of cell-matrix adhesion (GO:0001952)	126	3	0.62	+	4.85	0.0242	1.0	GO:0001952
myelination (GO:0042552)	128	3	0.63	+	4.78	0.0252	1.0	GO:0042552
ensheathment of neurons (GO:0007272)	130	3	0.64	+	4.70	0.0262	1.0	GO:0007272
cell-cell junction assembly (GO:0007043)	130	3	0.64	+	4.70	0.0262	1.0	GO:0007043
axon ensheathment (GO:0008366)	130	3	0.64	+	4.70	0.0262	1.0	GO:0008366
peripheral nervous system development (GO:0007422)	87	2	0.43	+	4.68	0.0682	1.0	GO:0007422
cellular response to fibroblast growth factor stimulus (GO:0044344)	87	2	0.43	+	4.68	0.0682	1.0	GO:0044344
cerebral cortex development (GO:0021987)	131	3	0.64	+	4.67	0.0267	1.0	GO:0021987
mitotic cytokinesis (GO:0000281)	89	2	0.44	+	4.58	0.0709	1.0	GO:0000281
female pregnancy (GO:0007565)	178	4	0.87	+	4.58	0.0115	1.0	GO:0007565
nucleoside diphosphate metabolic process (GO:0009132)	90	2	0.44	+	4.53	0.0723	1.0	GO:0009132
regulation of smooth muscle cell proliferation (GO:0048660)	136	3	0.67	+	4.49	0.0294	1.0	GO:0048660
cellular response to carbohydrate stimulus (GO:0071322)	91	2	0.45	+	4.48	0.0737	1.0	GO:0071322
regulation of insulin secretion (GO:0050796)	182	4	0.89	+	4.48	0.0124	1.0	GO:0050796
regulation of transcription elongation by RNA polymerase II (GO:0034243)	92	2	0.45	+	4.43	0.0751	1.0	GO:0034243
microtubule bundle formation (GO:0001578)	138	3	0.68	+	4.43	0.0305	1.0	GO:0001578
gonad development (GO:0008406)	233	5	1.14	+	4.37	0.00585	1.0	GO:0008406
circadian rhythm (GO:0007623)	140	3	0.69	+	4.37	0.0317	1.0	GO:0007623
neurotransmitter transport (GO:0006836)	142	3	0.7	+	4.30	0.0328	1.0	GO:0006836
response to fibroblast growth factor (GO:0071774)	95	2	0.47	+	4.29	0.0794	1.0	GO:0071774
development of primary sexual characteristics (GO:0045137)	238	5	1.17	+	4.28	0.00639	1.0	GO:0045137
regulation of axonogenesis (GO:0050770)	144	3	0.71	+	4.25	0.034	1.0	GO:0050770
smoothened signaling pathway (GO:0007224)	97	2	0.48	+	4.20	0.0823	1.0	GO:0007224
acyl-CoA metabolic process (GO:0006637)	97	2	0.48	+	4.20	0.0823	1.0	GO:0006637
thioester metabolic process (GO:0035383)	97	2	0.48	+	4.20	0.0823	1.0	GO:0035383
monoatomic anion transmembrane transport (GO:0098656)	148	3	0.73	+	4.13	0.0364	1.0	GO:0098656
negative regulation of secretion by cell (GO:1903531)	148	3	0.73	+	4.13	0.0364	1.0	GO:1903531
multi-organism reproductive process (GO:0044703)	198	4	0.97	+	4.12	0.0165	1.0	GO:0044703
organic cation transport (GO:0015695)	99	2	0.49	+	4.12	0.0852	1.0	GO:0015695
male gonad development (GO:0008584)	149	3	0.73	+	4.10	0.0371	1.0	GO:0008584
regulation of leukocyte mediated cytotoxicity (GO:0001910)	100	2	0.49	+	4.08	0.0867	1.0	GO:0001910
biological process involved in interaction with host (GO:0051701)	150	3	0.74	+	4.08	0.0377	1.0	GO:0051701
regulation of cold-induced thermogenesis (GO:0120161)	150	3	0.74	+	4.08	0.0377	1.0	GO:0120161
development of primary male sexual characteristics (GO:0046546)	150	3	0.74	+	4.08	0.0377	1.0	GO:0046546
cell-cell adhesion (GO:0098609)	551	11	2.7	+	4.07	8.27e-05	1.0	GO:0098609
response to monosaccharide (GO:0034284)	151	3	0.74	+	4.05	0.0383	1.0	GO:0034284
positive regulation of calcium ion transport (GO:0051928)	101	2	0.5	+	4.03	0.0881	1.0	GO:0051928
positive regulation of insulin secretion (GO:0032024)	101	2	0.5	+	4.03	0.0881	1.0	GO:0032024
amino acid transmembrane transport (GO:0003333)	101	2	0.5	+	4.03	0.0881	1.0	GO:0003333
sodium ion transport (GO:0006814)	204	4	1.0	+	4.00	0.0182	1.0	GO:0006814
regulation of DNA-templated transcription elongation (GO:0032784)	102	2	0.5	+	4.00	0.0896	1.0	GO:0032784
response to nutrient (GO:0007584)	153	3	0.75	+	4.00	0.0396	1.0	GO:0007584
sodium ion transmembrane transport (GO:0035725)	154	3	0.76	+	3.97	0.0402	1.0	GO:0035725
negative regulation of catalytic activity (GO:0043086)	154	3	0.76	+	3.97	0.0402	1.0	GO:0043086
regulation of phagocytosis (GO:0050764)	103	2	0.51	+	3.96	0.0911	1.0	GO:0050764
negative regulation of autophagy (GO:0010507)	103	2	0.51	+	3.96	0.0911	1.0	GO:0010507
multi-multicellular organism process (GO:0044706)	208	4	1.02	+	3.92	0.0193	1.0	GO:0044706
antigen processing and presentation (GO:0019882)	105	2	0.52	+	3.88	0.0941	1.0	GO:0019882
positive regulation of T cell proliferation (GO:0042102)	105	2	0.52	+	3.88	0.0941	1.0	GO:0042102
regulation of peptide hormone secretion (GO:0090276)	214	4	1.05	+	3.81	0.0212	1.0	GO:0090276
amide biosynthetic process (GO:0043604)	161	3	0.79	+	3.80	0.0449	1.0	GO:0043604
monoatomic anion transport (GO:0006820)	162	3	0.8	+	3.77	0.0456	1.0	GO:0006820
extracellular matrix organization (GO:0030198)	271	5	1.33	+	3.76	0.0108	1.0	GO:0030198
extracellular structure organization (GO:0043062)	272	5	1.33	+	3.75	0.011	1.0	GO:0043062
regulation of heart rate (GO:0002027)	109	2	0.53	+	3.74	0.1	1.0	GO:0002027
positive regulation of hydrolase activity (GO:0051345)	109	2	0.53	+	3.74	0.1	1.0	GO:0051345
regulation of peptide secretion (GO:0002791)	218	4	1.07	+	3.74	0.0225	1.0	GO:0002791
external encapsulating structure organization (GO:0045229)	273	5	1.34	+	3.73	0.0112	1.0	GO:0045229
positive regulation of cytosolic calcium ion concentration (GO:0007204)	164	3	0.8	+	3.73	0.047	1.0	GO:0007204
positive regulation of hormone secretion (GO:0046887)	164	3	0.8	+	3.73	0.047	1.0	GO:0046887
regulation of postsynaptic membrane potential (GO:0060078)	110	2	0.54	+	3.70	0.102	1.0	GO:0060078
regulation of peptide transport (GO:0090087)	220	4	1.08	+	3.70	0.0232	1.0	GO:0090087
regulation of protein secretion (GO:0050708)	275	5	1.35	+	3.70	0.0115	1.0	GO:0050708
regulation of cell killing (GO:0031341)	111	2	0.54	+	3.67	0.103	1.0	GO:0031341
negative regulation of angiogenesis (GO:0016525)	111	2	0.54	+	3.67	0.103	1.0	GO:0016525
nucleoside triphosphate biosynthetic process (GO:0009142)	111	2	0.54	+	3.67	0.103	1.0	GO:0009142
negative regulation of blood vessel morphogenesis (GO:2000181)	112	2	0.55	+	3.64	0.105	1.0	GO:2000181
proteoglycan metabolic process (GO:0006029)	112	2	0.55	+	3.64	0.105	1.0	GO:0006029
import across plasma membrane (GO:0098739)	169	3	0.83	+	3.62	0.0506	1.0	GO:0098739
chloride transmembrane transport (GO:1902476)	113	2	0.55	+	3.61	0.106	1.0	GO:1902476
negative regulation of vasculature development (GO:1901343)	113	2	0.55	+	3.61	0.106	1.0	GO:1901343
negative regulation of secretion (GO:0051048)	170	3	0.83	+	3.60	0.0513	1.0	GO:0051048
regulation of leukocyte migration (GO:0002685)	228	4	1.12	+	3.57	0.026	1.0	GO:0002685
male sex differentiation (GO:0046661)	172	3	0.84	+	3.55	0.0528	1.0	GO:0046661
negative regulation of protein transport (GO:0051224)	115	2	0.56	+	3.54	0.11	1.0	GO:0051224
sex differentiation (GO:0007548)	288	5	1.41	+	3.54	0.0138	1.0	GO:0007548
cytoskeleton-dependent cytokinesis (GO:0061640)	117	2	0.57	+	3.48	0.113	1.0	GO:0061640
response to carbohydrate (GO:0009743)	176	3	0.86	+	3.47	0.0558	1.0	GO:0009743
regulation of mRNA splicing, via spliceosome (GO:0048024)	118	2	0.58	+	3.45	0.114	1.0	GO:0048024
positive regulation of cell projection organization (GO:0031346)	355	6	1.74	+	3.44	0.00812	1.0	GO:0031346
cytokinesis (GO:0000910)	119	2	0.58	+	3.42	0.116	1.0	GO:0000910
central nervous system neuron differentiation (GO:0021953)	243	4	1.19	+	3.35	0.0318	1.0	GO:0021953
cell junction assembly (GO:0034329)	304	5	1.49	+	3.35	0.0171	1.0	GO:0034329
reproductive structure development (GO:0048608)	307	5	1.51	+	3.32	0.0177	1.0	GO:0048608
chloride transport (GO:0006821)	124	2	0.61	+	3.29	0.124	1.0	GO:0006821
viral life cycle (GO:0019058)	186	3	0.91	+	3.29	0.0637	1.0	GO:0019058
positive regulation of mitotic cell cycle (GO:0045931)	124	2	0.61	+	3.29	0.124	1.0	GO:0045931
reproductive system development (GO:0061458)	312	5	1.53	+	3.27	0.0189	1.0	GO:0061458
regulation of nervous system process (GO:0031644)	125	2	0.61	+	3.26	0.126	1.0	GO:0031644
cell-cell junction organization (GO:0045216)	188	3	0.92	+	3.25	0.0653	1.0	GO:0045216
biological process involved in symbiotic interaction (GO:0044403)	188	3	0.92	+	3.25	0.0653	1.0	GO:0044403
positive regulation of monoatomic ion transport (GO:0043270)	189	3	0.93	+	3.23	0.0662	1.0	GO:0043270
regulation of developmental growth (GO:0048638)	316	5	1.55	+	3.22	0.0198	1.0	GO:0048638
positive regulation of growth (GO:0045927)	253	4	1.24	+	3.22	0.0361	1.0	GO:0045927
positive regulation of peptide hormone secretion (GO:0090277)	127	2	0.62	+	3.21	0.129	1.0	GO:0090277
fatty acid biosynthetic process (GO:0006633)	128	2	0.63	+	3.18	0.131	1.0	GO:0006633
glial cell development (GO:0021782)	129	2	0.63	+	3.16	0.132	1.0	GO:0021782
cellular anatomical entity morphogenesis (GO:0032989)	129	2	0.63	+	3.16	0.132	1.0	GO:0032989
mRNA catabolic process (GO:0006402)	129	2	0.63	+	3.16	0.132	1.0	GO:0006402
cellular component assembly involved in morphogenesis (GO:0010927)	129	2	0.63	+	3.16	0.132	1.0	GO:0010927
regulation of RNA splicing (GO:0043484)	194	3	0.95	+	3.15	0.0704	1.0	GO:0043484
signal release (GO:0023061)	194	3	0.95	+	3.15	0.0704	1.0	GO:0023061
positive regulation of peptide secretion (GO:0002793)	130	2	0.64	+	3.13	0.134	1.0	GO:0002793
regulation of myeloid leukocyte differentiation (GO:0002761)	130	2	0.64	+	3.13	0.134	1.0	GO:0002761
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	261	4	1.28	+	3.12	0.0397	1.0	GO:0098742
negative regulation of establishment of protein localization (GO:1904950)	131	2	0.64	+	3.11	0.136	1.0	GO:1904950
regulation of wound healing (GO:0061041)	131	2	0.64	+	3.11	0.136	1.0	GO:0061041
inorganic anion transmembrane transport (GO:0098661)	132	2	0.65	+	3.09	0.137	1.0	GO:0098661
protein secretion (GO:0009306)	132	2	0.65	+	3.09	0.137	1.0	GO:0009306
dephosphorylation (GO:0016311)	132	2	0.65	+	3.09	0.137	1.0	GO:0016311
pallium development (GO:0021543)	200	3	0.98	+	3.06	0.0756	1.0	GO:0021543
vesicle-mediated transport to the plasma membrane (GO:0098876)	134	2	0.66	+	3.04	0.141	1.0	GO:0098876
rhythmic process (GO:0048511)	269	4	1.32	+	3.03	0.0436	1.0	GO:0048511
establishment of protein localization to extracellular region (GO:0035592)	135	2	0.66	+	3.02	0.142	1.0	GO:0035592
negative regulation of protein localization (GO:1903828)	203	3	1.0	+	3.01	0.0782	1.0	GO:1903828
positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051897)	204	3	1.0	+	3.00	0.0791	1.0	GO:0051897
regulation of chemotaxis (GO:0050920)	205	3	1.01	+	2.98	0.08	1.0	GO:0050920
amino acid transport (GO:0006865)	137	2	0.67	+	2.97	0.146	1.0	GO:0006865
response to ethanol (GO:0045471)	137	2	0.67	+	2.97	0.146	1.0	GO:0045471
regulation of hormone secretion (GO:0046883)	276	4	1.35	+	2.95	0.0471	1.0	GO:0046883
cell adhesion (GO:0007155)	968	14	4.75	+	2.95	0.000267	1.0	GO:0007155
regulation of mRNA processing (GO:0050684)	140	2	0.69	+	2.91	0.151	1.0	GO:0050684
regulation of cell shape (GO:0008360)	140	2	0.69	+	2.91	0.151	1.0	GO:0008360
protein localization to extracellular region (GO:0071692)	142	2	0.7	+	2.87	0.154	1.0	GO:0071692
hormone metabolic process (GO:0042445)	213	3	1.05	+	2.87	0.0874	1.0	GO:0042445
cilium assembly (GO:0060271)	357	5	1.75	+	2.85	0.0313	1.0	GO:0060271
nucleoside phosphate catabolic process (GO:1901292)	143	2	0.7	+	2.85	0.156	1.0	GO:1901292
striated muscle cell development (GO:0055002)	143	2	0.7	+	2.85	0.156	1.0	GO:0055002
chemical synaptic transmission (GO:0007268)	433	6	2.13	+	2.82	0.0199	1.0	GO:0007268
anterograde trans-synaptic signaling (GO:0098916)	433	6	2.13	+	2.82	0.0199	1.0	GO:0098916
glucose homeostasis (GO:0042593)	217	3	1.06	+	2.82	0.0912	1.0	GO:0042593
telencephalon development (GO:0021537)	290	4	1.42	+	2.81	0.0546	1.0	GO:0021537
regulation of mononuclear cell migration (GO:0071675)	145	2	0.71	+	2.81	0.159	1.0	GO:0071675
organic acid transmembrane transport (GO:1903825)	145	2	0.71	+	2.81	0.159	1.0	GO:1903825
carbohydrate homeostasis (GO:0033500)	218	3	1.07	+	2.80	0.0922	1.0	GO:0033500
regulation of postsynapse organization (GO:0099175)	146	2	0.72	+	2.79	0.161	1.0	GO:0099175
regulation of protein localization to nucleus (GO:1900180)	147	2	0.72	+	2.77	0.163	1.0	GO:1900180
regulation of neuron projection development (GO:0010975)	441	6	2.16	+	2.77	0.0216	1.0	GO:0010975
regulation of JNK cascade (GO:0046328)	147	2	0.72	+	2.77	0.163	1.0	GO:0046328
detection of external stimulus (GO:0009581)	148	2	0.73	+	2.75	0.164	1.0	GO:0009581
nucleoside triphosphate metabolic process (GO:0009141)	222	3	1.09	+	2.75	0.096	1.0	GO:0009141
regulation of cell-substrate adhesion (GO:0010810)	223	3	1.09	+	2.74	0.097	1.0	GO:0010810
visual perception (GO:0007601)	223	3	1.09	+	2.74	0.097	1.0	GO:0007601
morphogenesis of embryonic epithelium (GO:0016331)	149	2	0.73	+	2.74	0.166	1.0	GO:0016331
nucleoside phosphate biosynthetic process (GO:1901293)	299	4	1.47	+	2.73	0.0598	1.0	GO:1901293
positive regulation of lymphocyte proliferation (GO:0050671)	150	2	0.74	+	2.72	0.168	1.0	GO:0050671
detection of abiotic stimulus (GO:0009582)	150	2	0.74	+	2.72	0.168	1.0	GO:0009582
regulation of catalytic activity (GO:0050790)	528	7	2.59	+	2.70	0.0153	1.0	GO:0050790
monocarboxylic acid transport (GO:0015718)	151	2	0.74	+	2.70	0.17	1.0	GO:0015718
sensory perception of light stimulus (GO:0050953)	227	3	1.11	+	2.69	0.101	1.0	GO:0050953
trans-synaptic signaling (GO:0099537)	455	6	2.23	+	2.69	0.0247	1.0	GO:0099537
positive regulation of mononuclear cell proliferation (GO:0032946)	152	2	0.75	+	2.68	0.171	1.0	GO:0032946
regulation of nervous system development (GO:0051960)	456	6	2.24	+	2.68	0.0249	1.0	GO:0051960
regulation of calcium ion transport (GO:0051924)	228	3	1.12	+	2.68	0.102	1.0	GO:0051924
