GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR	Symbol
GO:0002376	immune system process	2667	8	6.84	1.0000	1	FSTL3, GPR151, CTSE, APOE, RAET1G, NKG7, PLCG2, MAVS
GO:0002440	production of molecular mediator of immune response	230	3	0.59	1.0000	1	RAET1G, PLCG2, MAVS
GO:0002443	leukocyte mediated immunity	411	4	1.05	1.0000	1	RAET1G, NKG7, PLCG2, MAVS
GO:0002449	lymphocyte mediated immunity	312	2	0.8	1.0000	1	RAET1G, NKG7
GO:0002521	leukocyte differentiation	627	2	1.61	1.0000	1	FSTL3, PLCG2
GO:0002682	regulation of immune system process	1631	6	4.18	1.0000	1	FSTL3, GPR151, APOE, RAET1G, PLCG2, MAVS
GO:0002683	negative regulation of immune system process	549	2	1.41	1.0000	1	FSTL3, MAVS
GO:0002684	positive regulation of immune system process	1117	4	2.86	1.0000	1	GPR151, RAET1G, PLCG2, MAVS
GO:0002697	regulation of immune effector process	410	3	1.05	1.0000	1	RAET1G, PLCG2, MAVS
GO:0002699	positive regulation of immune effector process	272	3	0.7	1.0000	1	RAET1G, PLCG2, MAVS
GO:0002700	regulation of production of molecular mediator of immune response	196	3	0.5	1.0000	1	RAET1G, PLCG2, MAVS
GO:0002702	positive regulation of production of molecular mediator of immune response	140	3	0.36	1.0000	1	RAET1G, PLCG2, MAVS
GO:0002703	regulation of leukocyte mediated immunity	258	3	0.66	1.0000	1	RAET1G, PLCG2, MAVS
GO:0002705	positive regulation of leukocyte mediated immunity	158	3	0.41	1.0000	1	RAET1G, PLCG2, MAVS
GO:0002718	regulation of cytokine production involved in immune response	126	3	0.32	1.0000	1	RAET1G, PLCG2, MAVS
GO:0002720	positive regulation of cytokine production involved in immune response	85	3	0.22	1.0000	1	RAET1G, PLCG2, MAVS
GO:0002730	regulation of dendritic cell cytokine production	16	2	0.04	1.0000	1	PLCG2, MAVS
GO:0002732	positive regulation of dendritic cell cytokine production	11	2	0.03	0.0125	1	PLCG2, MAVS
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	178	2	0.46	1.0000	1	PLCG2, MAVS
GO:0002757	immune response-activating signaling pathway	503	2	1.29	1.0000	1	PLCG2, MAVS
GO:0002758	innate immune response-activating signaling pathway	297	2	0.76	1.0000	1	PLCG2, MAVS
GO:0002764	immune response-regulating signaling pathway	562	2	1.44	1.0000	1	PLCG2, MAVS
GO:0002831	regulation of response to biotic stimulus	564	4	1.45	1.0000	1	APOE, RAET1G, PLCG2, MAVS
GO:0002833	positive regulation of response to biotic stimulus	416	3	1.07	1.0000	1	RAET1G, PLCG2, MAVS
GO:0003006	developmental process involved in reproduction	1036	3	2.66	1.0000	1	CRTAP, GDF9, SEPTIN4
GO:0003008	system process	2337	7	5.99	1.0000	1	NR2F6, GDF9, APOE, IMPG1, ANO1, SGCG, CACNA1F
GO:0003013	circulatory system process	619	2	1.59	1.0000	1	APOE, SGCG
GO:0005975	carbohydrate metabolic process	583	4	1.49	1.0000	1	NCOA2, GYS1, IDUA, NEU2
GO:0006066	alcohol metabolic process	361	2	0.93	1.0000	1	APOE, PLCG2
GO:0006082	organic acid metabolic process	932	2	2.39	1.0000	1	MGAT4A, IDUA
GO:0006139	nucleobase-containing compound metabolic process	6076	17	15.58	1.0000	1	FSTL3, NCOA2, HELQ, PASD1, MAGEE2, NR2F6, SALL3, GTF2H4, APOE, MAGEA4, PHF21A, PLCG2, PMS1, CCAR1, IL26, MAVS, MTDH
GO:0006259	DNA metabolic process	990	3	2.54	1.0000	1	HELQ, GTF2H4, PMS1
GO:0006281	DNA repair	615	3	1.58	1.0000	1	HELQ, GTF2H4, PMS1
GO:0006325	chromatin organization	1069	2	2.74	0.3233	1	LMNB1, PHF21A
GO:0006351	DNA-templated transcription	3537	15	9.07	1.0000	1	FSTL3, NCOA2, PASD1, MAGEE2, NR2F6, SALL3, GTF2H4, APOE, MAGEA4, PHF21A, PLCG2, CCAR1, IL26, MAVS, MTDH
GO:0006355	regulation of DNA-templated transcription	3406	14	8.73	1.0000	1	FSTL3, NCOA2, PASD1, MAGEE2, NR2F6, SALL3, APOE, MAGEA4, PHF21A, PLCG2, CCAR1, IL26, MAVS, MTDH
GO:0006357	regulation of transcription by RNA polymerase II	2591	11	6.64	0.5427	1	FSTL3, NCOA2, PASD1, MAGEE2, NR2F6, SALL3, MAGEA4, PHF21A, IL26, MAVS, MTDH
GO:0006366	transcription by RNA polymerase II	2718	12	6.97	0.2481	1	FSTL3, NCOA2, PASD1, MAGEE2, NR2F6, SALL3, GTF2H4, MAGEA4, PHF21A, IL26, MAVS, MTDH
GO:0006412	translation	758	4	1.94	0.2173	1	RPS4X, AIMP2, KBTBD8, MRPL33
GO:0006417	regulation of translation	460	2	1.18	0.5595	1	RPS4X, KBTBD8
GO:0006468	protein phosphorylation	1161	3	2.98	1.0000	1	APOE, PLCG2, MAVS
GO:0006508	proteolysis	1730	6	4.44	0.5963	1	CTSE, APOE, CCAR1, PSMA3, PAPPA2, KBTBD8
GO:0006511	ubiquitin-dependent protein catabolic process	667	3	1.71	0.4009	1	CCAR1, PSMA3, KBTBD8
GO:0006516	glycoprotein catabolic process	34	2	0.09	0.0562	1	IDUA, NEU2
GO:0006629	lipid metabolic process	1384	4	3.55	1.0000	1	NCOA2, APOE, NEU2, PLCG2
GO:0006793	phosphorus metabolic process	2368	4	6.07	1.0000	1	ADCK5, APOE, PLCG2, MAVS
GO:0006796	phosphate-containing compound metabolic process	2365	4	6.06	1.0000	1	ADCK5, APOE, PLCG2, MAVS
GO:0006810	transport	4425	11	11.34	1.0000	1	GPR151, GDF9, APOE, LMNB1, NKG7, PLCG2, SEPTIN4, ANO1, MAVS, CA4, CACNA1F
GO:0006811	monoatomic ion transport	1287	3	3.3	1.0000	1	PLCG2, ANO1, CACNA1F
GO:0006812	monoatomic cation transport	1082	3	2.77	1.0000	1	PLCG2, ANO1, CACNA1F
GO:0006816	calcium ion transport	445	2	1.14	1.0000	1	PLCG2, CACNA1F
GO:0006869	lipid transport	457	2	1.17	1.0000	1	GDF9, APOE
GO:0006873	intracellular monoatomic ion homeostasis	537	2	1.38	1.0000	1	APOE, PLCG2
GO:0006874	intracellular calcium ion homeostasis	304	2	0.78	0.3477	1	APOE, PLCG2
GO:0006887	exocytosis	356	3	0.91	1.0000	1	GPR151, NKG7, SEPTIN4
GO:0006897	endocytosis	712	2	1.83	1.0000	1	APOE, PLCG2
GO:0006898	receptor-mediated endocytosis	273	2	0.7	0.1904	1	APOE, PLCG2
GO:0006915	apoptotic process	1980	6	5.08	0.5684	1	APOE, MAGEA4, SEPTIN4, CCAR1, AIMP2, MTDH
GO:0006950	response to stress	4053	12	10.39	1.0000	1	HELQ, GPR151, GTF2H4, APOE, RAET1G, NKG7, PLCG2, PMS1, ANO1, IL26, MAVS, PAPPA2
GO:0006952	defense response	1924	5	4.93	1.0000	1	APOE, RAET1G, NKG7, PLCG2, MAVS
GO:0006954	inflammatory response	918	4	2.35	1.0000	1	APOE, NKG7, PLCG2, MAVS
GO:0006955	immune response	1865	6	4.78	1.0000	1	GPR151, APOE, RAET1G, NKG7, PLCG2, MAVS
GO:0006974	DNA damage response	914	3	2.34	1.0000	1	HELQ, GTF2H4, PMS1
GO:0006996	organelle organization	3656	5	9.37	1.0000	1	HELQ, DNAAF8, APOE, LMNB1, MAVS
GO:0007010	cytoskeleton organization	1542	3	3.95	0.6680	1	DNAAF8, APOE, LMNB1
GO:0007017	microtubule-based process	999	2	2.56	1.0000	1	DNAAF8, SEPTIN4
GO:0007049	cell cycle	1714	3	4.39	1.0000	1	MAGEA4, PLCG2, SEPTIN4
GO:0007154	cell communication	6662	17	17.08	1.0000	1	FSTL3, NCOA2, GPR151, NR2F6, GDF9, GH2, GPR34, APOE, NKG7, PLCG2, SEPTIN4, ANO1, IL26, MAVS, PAPPA2, MTDH, NMT2
GO:0007165	signal transduction	6138	17	15.74	1.0000	1	FSTL3, NCOA2, GPR151, NR2F6, GDF9, GH2, GPR34, APOE, NKG7, PLCG2, SEPTIN4, ANO1, IL26, MAVS, PAPPA2, MTDH, NMT2
GO:0007166	cell surface receptor signaling pathway	2859	10	7.33	0.8190	1	FSTL3, GDF9, GH2, GPR34, APOE, PLCG2, IL26, MAVS, PAPPA2, MTDH
GO:0007167	enzyme-linked receptor protein signaling pathway	1055	3	2.7	1.0000	1	FSTL3, GDF9, GH2
GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	425	2	1.09	1.0000	1	FSTL3, GDF9
GO:0007186	G protein-coupled receptor signaling pathway	1313	5	3.37	0.6793	1	GPR151, GPR34, APOE, ANO1, NMT2
GO:0007249	canonical NF-kappaB signal transduction	327	3	0.84	1.0000	1	PLCG2, MAVS, MTDH
GO:0007259	cell surface receptor signaling pathway via JAK-STAT	131	2	0.34	1.0000	1	GH2, IL26
GO:0007267	cell-cell signaling	1337	5	3.43	0.4627	1	GPR151, GDF9, APOE, ANO1, IL26
GO:0007268	chemical synaptic transmission	774	2	1.98	1.0000	1	GPR151, APOE
GO:0007275	multicellular organism development	4838	12	12.4	1.0000	1	FSTL3, NR2F6, GDF9, GYS1, APOE, SEPTIN4, ANO1, PAPPA2, SGCG, AIMP2, KBTBD8, MTDH
GO:0007276	gamete generation	842	3	2.16	1.0000	1	CRTAP, GDF9, SEPTIN4
GO:0007283	spermatogenesis	659	2	1.69	0.6601	1	CRTAP, SEPTIN4
GO:0007399	nervous system development	2627	4	6.74	1.0000	1	NR2F6, APOE, SEPTIN4, ANO1
GO:0007507	heart development	627	2	1.61	0.6191	1	GYS1, SGCG
GO:0007596	blood coagulation	234	2	0.6	1.0000	1	APOE, PLCG2
GO:0007599	hemostasis	241	2	0.62	1.0000	1	APOE, PLCG2
GO:0007600	sensory perception	977	4	2.5	1.0000	1	NR2F6, IMPG1, ANO1, CACNA1F
GO:0007601	visual perception	222	2	0.57	0.3970	1	IMPG1, CACNA1F
GO:0007610	behavior	668	2	1.71	1.0000	1	NCOA2, APOE
GO:0007623	circadian rhythm	205	3	0.53	1.0000	1	NCOA2, PASD1, NR2F6
GO:0007626	locomotory behavior	213	2	0.55	1.0000	1	NCOA2, APOE
GO:0008015	blood circulation	535	2	1.37	1.0000	1	APOE, SGCG
GO:0008104	protein localization	2575	6	6.6	0.3798	1	APOE, LMNB1, SEPTIN4, ANO1, MAVS, NMT2
GO:0008150	biological_process	18332	47	47	1.0000	1	FSTL3, CRTAP, NCOA2, MGAT4A, HELQ, GPR151, PASD1, MAGEE2, DNAAF8, CTSE, IBA57, ADCK5, NR2F6, GDF9, GH2, SALL3, GPR34, GTF2H4, GYS1, IDUA, APOE, RAET1G, IMPG1, LMNB1, MAGEA4, NEU2, NKG7, PHF21A, PLCG2, PMS1, SEPTIN4, ANO1, CCAR1, IL26, PSMA3, NHSL1, MAVS, PAPPA2, RPS4X, SGCG, CA4, CACNA1F, AIMP2, KBTBD8, MTDH, NMT2, MRPL33
GO:0008152	metabolic process	12053	37	30.9	1.0000	1	FSTL3, CRTAP, NCOA2, MGAT4A, HELQ, PASD1, MAGEE2, CTSE, IBA57, ADCK5, NR2F6, SALL3, GTF2H4, GYS1, IDUA, APOE, RAET1G, LMNB1, MAGEA4, NEU2, PHF21A, PLCG2, PMS1, SEPTIN4, CCAR1, IL26, PSMA3, MAVS, PAPPA2, RPS4X, SGCG, CA4, AIMP2, KBTBD8, MTDH, NMT2, MRPL33
GO:0008219	cell death	2053	8	5.26	1.0000	1	APOE, MAGEA4, NKG7, PLCG2, SEPTIN4, CCAR1, AIMP2, MTDH
GO:0008283	cell population proliferation	2085	6	5.35	1.0000	1	GDF9, APOE, CCAR1, IL26, RPS4X, AIMP2
GO:0008284	positive regulation of cell population proliferation	992	3	2.54	0.4712	1	GDF9, CCAR1, RPS4X
GO:0008285	negative regulation of cell population proliferation	791	3	2.03	0.7555	1	APOE, IL26, AIMP2
GO:0008610	lipid biosynthetic process	737	2	1.89	1.0000	1	APOE, PLCG2
GO:0009056	catabolic process	2767	8	7.09	1.0000	1	IDUA, APOE, NEU2, PLCG2, CCAR1, PSMA3, KBTBD8, MTDH
GO:0009057	macromolecule catabolic process	1557	6	3.99	1.0000	1	IDUA, APOE, NEU2, CCAR1, PSMA3, KBTBD8
GO:0009058	biosynthetic process	8610	28	22.07	1.0000	1	FSTL3, CRTAP, NCOA2, MGAT4A, PASD1, MAGEE2, CTSE, IBA57, NR2F6, SALL3, GTF2H4, GYS1, APOE, RAET1G, LMNB1, MAGEA4, PHF21A, PLCG2, CCAR1, IL26, MAVS, RPS4X, SGCG, AIMP2, KBTBD8, MTDH, NMT2, MRPL33
GO:0009059	macromolecule biosynthetic process	7611	27	19.51	1.0000	1	FSTL3, CRTAP, NCOA2, MGAT4A, PASD1, MAGEE2, CTSE, NR2F6, SALL3, GTF2H4, GYS1, APOE, RAET1G, LMNB1, MAGEA4, PHF21A, PLCG2, CCAR1, IL26, MAVS, RPS4X, SGCG, AIMP2, KBTBD8, MTDH, NMT2, MRPL33
GO:0009100	glycoprotein metabolic process	392	3	1.01	1.0000	1	MGAT4A, IDUA, NEU2
GO:0009266	response to temperature stimulus	171	2	0.44	1.0000	1	NR2F6, ANO1
GO:0009306	protein secretion	371	2	0.95	1.0000	1	APOE, ANO1
GO:0009311	oligosaccharide metabolic process	64	2	0.16	1.0000	1	IDUA, NEU2
GO:0009314	response to radiation	439	3	1.13	1.0000	1	NR2F6, CACNA1F, NMT2
GO:0009416	response to light stimulus	324	3	0.83	1.0000	1	NR2F6, CACNA1F, NMT2
GO:0009581	detection of external stimulus	144	4	0.37	1.0000	1	NR2F6, ANO1, CACNA1F, NMT2
GO:0009582	detection of abiotic stimulus	146	4	0.37	1.0000	1	NR2F6, ANO1, CACNA1F, NMT2
GO:0009583	detection of light stimulus	67	2	0.17	1.0000	1	CACNA1F, NMT2
GO:0009605	response to external stimulus	2467	10	6.32	1.0000	1	NR2F6, APOE, RAET1G, NKG7, PLCG2, ANO1, MAVS, CACNA1F, MTDH, NMT2
GO:0009607	response to biotic stimulus	1658	6	4.25	1.0000	1	APOE, RAET1G, NKG7, PLCG2, MAVS, MTDH
GO:0009611	response to wounding	581	2	1.49	1.0000	1	APOE, PLCG2
GO:0009617	response to bacterium	717	3	1.84	1.0000	1	PLCG2, MAVS, MTDH
GO:0009628	response to abiotic stimulus	1153	6	2.96	1.0000	1	GPR151, NR2F6, ANO1, PAPPA2, CACNA1F, NMT2
GO:0009653	anatomical structure morphogenesis	2783	5	7.14	1.0000	1	APOE, ANO1, PAPPA2, KBTBD8, MTDH
GO:0009719	response to endogenous stimulus	1572	5	4.03	1.0000	1	FSTL3, NCOA2, GDF9, GH2, APOE
GO:0009725	response to hormone	916	2	2.35	1.0000	1	NCOA2, GH2
GO:0009888	tissue development	2057	4	5.27	1.0000	1	NCOA2, SGCG, AIMP2, KBTBD8
GO:0009889	regulation of biosynthetic process	5753	18	14.75	1.0000	1	FSTL3, NCOA2, PASD1, MAGEE2, NR2F6, SALL3, APOE, RAET1G, LMNB1, MAGEA4, PHF21A, PLCG2, CCAR1, IL26, MAVS, RPS4X, KBTBD8, MTDH
GO:0009890	negative regulation of biosynthetic process	2814	10	7.21	1.0000	1	NCOA2, PASD1, MAGEE2, NR2F6, APOE, LMNB1, MAGEA4, PHF21A, CCAR1, MTDH
GO:0009891	positive regulation of biosynthetic process	2731	10	7	1.0000	1	FSTL3, NCOA2, APOE, RAET1G, PLCG2, CCAR1, IL26, MAVS, RPS4X, MTDH
GO:0009892	negative regulation of metabolic process	3480	11	8.92	1.0000	1	CRTAP, NCOA2, PASD1, MAGEE2, NR2F6, APOE, LMNB1, MAGEA4, PHF21A, CCAR1, MTDH
GO:0009893	positive regulation of metabolic process	3752	13	9.62	1.0000	1	FSTL3, NCOA2, HELQ, APOE, RAET1G, PLCG2, SEPTIN4, CCAR1, IL26, MAVS, RPS4X, AIMP2, MTDH
GO:0009894	regulation of catabolic process	1139	2	2.92	1.0000	1	APOE, MTDH
GO:0009896	positive regulation of catabolic process	643	2	1.65	1.0000	1	APOE, MTDH
GO:0009914	hormone transport	330	2	0.85	1.0000	1	GDF9, ANO1
GO:0009966	regulation of signal transduction	3190	9	8.18	1.0000	1	FSTL3, GH2, APOE, PLCG2, SEPTIN4, IL26, MAVS, MTDH, NMT2
GO:0009967	positive regulation of signal transduction	1622	7	4.16	1.0000	1	GH2, APOE, PLCG2, SEPTIN4, IL26, MAVS, MTDH
GO:0009968	negative regulation of signal transduction	1435	3	3.68	1.0000	1	FSTL3, APOE, MAVS
GO:0009987	cellular process	17224	46	44.16	1.0000	1	FSTL3, CRTAP, NCOA2, MGAT4A, HELQ, GPR151, PASD1, MAGEE2, DNAAF8, CTSE, IBA57, ADCK5, NR2F6, GDF9, GH2, SALL3, GPR34, GTF2H4, GYS1, IDUA, APOE, RAET1G, IMPG1, LMNB1, MAGEA4, NEU2, NKG7, PHF21A, PLCG2, PMS1, SEPTIN4, ANO1, CCAR1, IL26, NHSL1, MAVS, PAPPA2, RPS4X, SGCG, CA4, CACNA1F, AIMP2, KBTBD8, MTDH, NMT2, MRPL33
GO:0010467	gene expression	7174	24	18.39	0.8449	1	FSTL3, CRTAP, NCOA2, PASD1, MAGEE2, CTSE, NR2F6, SALL3, GTF2H4, APOE, RAET1G, LMNB1, MAGEA4, PHF21A, PLCG2, CCAR1, IL26, MAVS, RPS4X, SGCG, AIMP2, KBTBD8, MTDH, MRPL33
GO:0010468	regulation of gene expression	5463	18	14.01	1.0000	1	FSTL3, NCOA2, PASD1, MAGEE2, NR2F6, SALL3, APOE, RAET1G, LMNB1, MAGEA4, PHF21A, PLCG2, CCAR1, IL26, MAVS, RPS4X, KBTBD8, MTDH
GO:0010498	proteasomal protein catabolic process	598	3	1.53	1.0000	1	APOE, PSMA3, KBTBD8
GO:0010556	regulation of macromolecule biosynthetic process	5584	18	14.32	1.0000	1	FSTL3, NCOA2, PASD1, MAGEE2, NR2F6, SALL3, APOE, RAET1G, LMNB1, MAGEA4, PHF21A, PLCG2, CCAR1, IL26, MAVS, RPS4X, KBTBD8, MTDH
GO:0010557	positive regulation of macromolecule biosynthetic process	2618	10	6.71	1.0000	1	FSTL3, NCOA2, APOE, RAET1G, PLCG2, CCAR1, IL26, MAVS, RPS4X, MTDH
GO:0010558	negative regulation of macromolecule biosynthetic process	2745	10	7.04	1.0000	1	NCOA2, PASD1, MAGEE2, NR2F6, APOE, LMNB1, MAGEA4, PHF21A, CCAR1, MTDH
GO:0010562	positive regulation of phosphorus metabolic process	534	2	1.37	1.0000	1	PLCG2, MAVS
GO:0010604	positive regulation of macromolecule metabolic process	3436	13	8.81	1.0000	1	FSTL3, NCOA2, HELQ, APOE, RAET1G, PLCG2, SEPTIN4, CCAR1, IL26, MAVS, RPS4X, AIMP2, MTDH
GO:0010605	negative regulation of macromolecule metabolic process	3250	11	8.33	1.0000	1	CRTAP, NCOA2, PASD1, MAGEE2, NR2F6, APOE, LMNB1, MAGEA4, PHF21A, CCAR1, MTDH
GO:0010608	post-transcriptional regulation of gene expression	1091	2	2.8	1.0000	1	RPS4X, KBTBD8
GO:0010628	positive regulation of gene expression	1224	5	3.14	1.0000	1	RAET1G, PLCG2, IL26, MAVS, RPS4X
GO:0010629	negative regulation of gene expression	1675	2	4.29	0.9805	1	APOE, LMNB1
GO:0010646	regulation of cell communication	3630	12	9.31	1.0000	1	FSTL3, GPR151, GDF9, GH2, APOE, PLCG2, SEPTIN4, ANO1, IL26, MAVS, MTDH, NMT2
GO:0010647	positive regulation of cell communication	1827	8	4.68	1.0000	1	GH2, APOE, PLCG2, SEPTIN4, ANO1, IL26, MAVS, MTDH
GO:0010648	negative regulation of cell communication	1543	3	3.96	1.0000	1	FSTL3, APOE, MAVS
GO:0010817	regulation of hormone levels	548	2	1.4	1.0000	1	GDF9, ANO1
GO:0010876	lipid localization	510	2	1.31	1.0000	1	GDF9, APOE
GO:0012501	programmed cell death	2049	8	5.25	1.0000	1	APOE, MAGEA4, NKG7, PLCG2, SEPTIN4, CCAR1, AIMP2, MTDH
GO:0014070	response to organic cyclic compound	917	2	2.35	1.0000	1	NCOA2, MAVS
GO:0015031	protein transport	1430	3	3.67	1.0000	1	APOE, ANO1, MAVS
GO:0015711	organic anion transport	458	2	1.17	1.0000	1	APOE, CA4
GO:0016032	viral process	438	4	1.12	1.0000	1	MGAT4A, APOE, MAVS, NMT2
GO:0016042	lipid catabolic process	351	3	0.9	1.0000	1	APOE, NEU2, PLCG2
GO:0016043	cellular component organization	6751	14	17.31	1.0000	1	CRTAP, HELQ, DNAAF8, IBA57, GDF9, APOE, IMPG1, LMNB1, PHF21A, PLCG2, ANO1, MAVS, PAPPA2, AIMP2
GO:0016048	detection of temperature stimulus	28	2	0.07	1.0000	1	NR2F6, ANO1
GO:0016049	cell growth	488	3	1.25	1.0000	1	GDF9, APOE, PAPPA2
GO:0016055	Wnt signaling pathway	473	2	1.21	0.1798	1	APOE, PLCG2
GO:0016070	RNA metabolic process	4969	15	12.74	1.0000	1	FSTL3, NCOA2, PASD1, MAGEE2, NR2F6, SALL3, GTF2H4, APOE, MAGEA4, PHF21A, PLCG2, CCAR1, IL26, MAVS, MTDH
GO:0016192	vesicle-mediated transport	1583	5	4.06	1.0000	1	GPR151, APOE, NKG7, PLCG2, SEPTIN4
GO:0016310	phosphorylation	1367	4	3.5	0.3249	1	ADCK5, APOE, PLCG2, MAVS
GO:0016477	cell migration	1649	4	4.23	1.0000	1	APOE, PLCG2, SEPTIN4, CCAR1
GO:0016567	protein ubiquitination	727	4	1.86	0.7002	1	SEPTIN4, CCAR1, AIMP2, KBTBD8
GO:0017157	regulation of exocytosis	182	2	0.47	0.1367	1	GPR151, SEPTIN4
GO:0018193	peptidyl-amino acid modification	648	2	1.66	1.0000	1	PLCG2, NMT2
GO:0019058	viral life cycle	322	3	0.83	1.0000	1	APOE, MAVS, NMT2
GO:0019216	regulation of lipid metabolic process	344	3	0.88	0.0096	1	NCOA2, APOE, PLCG2
GO:0019219	regulation of nucleobase-containing compound metabolic process	4072	15	10.44	1.0000	1	FSTL3, NCOA2, HELQ, PASD1, MAGEE2, NR2F6, SALL3, APOE, MAGEA4, PHF21A, PLCG2, CCAR1, IL26, MAVS, MTDH
GO:0019220	regulation of phosphate metabolic process	906	3	2.32	1.0000	1	APOE, PLCG2, MAVS
GO:0019222	regulation of metabolic process	7078	23	18.15	1.0000	1	FSTL3, CRTAP, NCOA2, HELQ, PASD1, MAGEE2, NR2F6, SALL3, APOE, RAET1G, LMNB1, MAGEA4, PHF21A, PLCG2, SEPTIN4, CCAR1, IL26, PSMA3, MAVS, RPS4X, AIMP2, KBTBD8, MTDH
GO:0019233	sensory perception of pain	83	2	0.21	1.0000	1	NR2F6, ANO1
GO:0019538	protein metabolic process	4847	17	12.43	1.0000	1	CRTAP, MGAT4A, CTSE, IDUA, APOE, NEU2, PLCG2, SEPTIN4, CCAR1, PSMA3, MAVS, PAPPA2, RPS4X, AIMP2, KBTBD8, NMT2, MRPL33
GO:0019725	cellular homeostasis	831	3	2.13	1.0000	1	APOE, PLCG2, ANO1
GO:0019752	carboxylic acid metabolic process	903	2	2.32	1.0000	1	MGAT4A, IDUA
GO:0019882	antigen processing and presentation	117	2	0.3	1.0000	1	CTSE, RAET1G
GO:0019941	modification-dependent protein catabolic process	677	3	1.74	1.0000	1	CCAR1, PSMA3, KBTBD8
GO:0019953	sexual reproduction	1119	3	2.87	1.0000	1	CRTAP, GDF9, SEPTIN4
GO:0022008	neurogenesis	1793	4	4.6	1.0000	1	NR2F6, APOE, SEPTIN4, ANO1
GO:0022402	cell cycle process	1323	2	3.39	1.0000	1	PLCG2, SEPTIN4
GO:0022412	cellular process involved in reproduction in multicellular organism	426	2	1.09	1.0000	1	GDF9, SEPTIN4
GO:0022414	reproductive process	1601	3	4.1	1.0000	1	CRTAP, GDF9, SEPTIN4
GO:0022607	cellular component assembly	3186	6	8.17	1.0000	1	DNAAF8, IBA57, APOE, PLCG2, MAVS, AIMP2
GO:0023051	regulation of signaling	3623	12	9.29	1.0000	1	FSTL3, GPR151, GDF9, GH2, APOE, PLCG2, SEPTIN4, ANO1, IL26, MAVS, MTDH, NMT2
GO:0023052	signaling	6636	17	17.01	1.0000	1	FSTL3, NCOA2, GPR151, NR2F6, GDF9, GH2, GPR34, APOE, NKG7, PLCG2, SEPTIN4, ANO1, IL26, MAVS, PAPPA2, MTDH, NMT2
GO:0023056	positive regulation of signaling	1828	8	4.69	1.0000	1	GH2, APOE, PLCG2, SEPTIN4, ANO1, IL26, MAVS, MTDH
GO:0023057	negative regulation of signaling	1543	3	3.96	1.0000	1	FSTL3, APOE, MAVS
GO:0023061	signal release	492	3	1.26	1.0000	1	GPR151, GDF9, ANO1
GO:0030001	metal ion transport	899	2	2.3	1.0000	1	PLCG2, CACNA1F
GO:0030003	intracellular monoatomic cation homeostasis	528	2	1.35	1.0000	1	APOE, PLCG2
GO:0030030	cell projection organization	1644	3	4.21	1.0000	1	DNAAF8, APOE, ANO1
GO:0030097	hemopoiesis	965	2	2.47	1.0000	1	FSTL3, PLCG2
GO:0030100	regulation of endocytosis	305	2	0.78	1.0000	1	APOE, PLCG2
