Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
negative regulation of stress-activated protein kinase signaling cascade (GO:0070303)	10	2	0.25	+	7.96	0.0248	1.0	GO:0070303
monocyte activation (GO:0042117)	10	2	0.25	+	7.96	0.0248	1.0	GO:0042117
regulation of opsin-mediated signaling pathway (GO:0022400)	10	2	0.25	+	7.96	0.0248	1.0	GO:0022400
cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	15	3	0.38	+	7.96	0.00573	1.0	GO:0086064
striatum development (GO:0021756)	21	4	0.53	+	7.58	0.00168	1.0	GO:0021756
lipoxygenase pathway (GO:0019372)	11	2	0.28	+	7.24	0.0298	1.0	GO:0019372
AV node cell to bundle of His cell communication (GO:0086067)	11	2	0.28	+	7.24	0.0298	1.0	GO:0086067
angiotensin-activated signaling pathway (GO:0038166)	17	3	0.43	+	7.02	0.00824	1.0	GO:0038166
Sertoli cell development (GO:0060009)	17	3	0.43	+	7.02	0.00824	1.0	GO:0060009
cellular response to nitrogen starvation (GO:0006995)	12	2	0.3	+	6.63	0.0352	1.0	GO:0006995
cellular response to UV-B (GO:0071493)	12	2	0.3	+	6.63	0.0352	1.0	GO:0071493
interleukin-10-mediated signaling pathway (GO:0140105)	12	2	0.3	+	6.63	0.0352	1.0	GO:0140105
negative regulation of calcium ion import (GO:0090281)	12	2	0.3	+	6.63	0.0352	1.0	GO:0090281
cellular response to nitrogen levels (GO:0043562)	12	2	0.3	+	6.63	0.0352	1.0	GO:0043562
cellular pigment accumulation (GO:0043482)	12	2	0.3	+	6.63	0.0352	1.0	GO:0043482
regulation of prostaglandin biosynthetic process (GO:0031392)	12	2	0.3	+	6.63	0.0352	1.0	GO:0031392
dendritic spine morphogenesis (GO:0060997)	18	3	0.45	+	6.63	0.00971	1.0	GO:0060997
actin filament depolymerization (GO:0030042)	12	2	0.3	+	6.63	0.0352	1.0	GO:0030042
negative regulation of cell growth involved in cardiac muscle cell development (GO:0061052)	12	2	0.3	+	6.63	0.0352	1.0	GO:0061052
positive regulation of ATP-dependent activity (GO:0032781)	19	3	0.48	+	6.29	0.0113	1.0	GO:0032781
regulation of growth hormone secretion (GO:0060123)	13	2	0.33	+	6.12	0.0409	1.0	GO:0060123
regulation of cellular response to osmotic stress (GO:0106049)	13	2	0.33	+	6.12	0.0409	1.0	GO:0106049
positive regulation of insulin-like growth factor receptor signaling pathway (GO:0043568)	13	2	0.33	+	6.12	0.0409	1.0	GO:0043568
negative regulation of transcription by competitive promoter binding (GO:0010944)	13	2	0.33	+	6.12	0.0409	1.0	GO:0010944
cell communication by electrical coupling (GO:0010644)	20	3	0.5	+	5.97	0.0131	1.0	GO:0010644
subpallium development (GO:0021544)	27	4	0.68	+	5.90	0.00437	1.0	GO:0021544
regulation of unsaturated fatty acid biosynthetic process (GO:2001279)	14	2	0.35	+	5.69	0.047	1.0	GO:2001279
negative regulation of amino acid transport (GO:0051956)	14	2	0.35	+	5.69	0.047	1.0	GO:0051956
regulation of presynaptic cytosolic calcium ion concentration (GO:0099509)	14	2	0.35	+	5.69	0.047	1.0	GO:0099509
regulation of heat generation (GO:0031650)	14	2	0.35	+	5.69	0.047	1.0	GO:0031650
pigment accumulation (GO:0043476)	14	2	0.35	+	5.69	0.047	1.0	GO:0043476
proteasome assembly (GO:0043248)	14	2	0.35	+	5.69	0.047	1.0	GO:0043248
carbon dioxide transport (GO:0015670)	14	2	0.35	+	5.69	0.047	1.0	GO:0015670
striated muscle cell apoptotic process (GO:0010658)	14	2	0.35	+	5.69	0.047	1.0	GO:0010658
negative regulation of fatty acid oxidation (GO:0046322)	14	2	0.35	+	5.69	0.047	1.0	GO:0046322
central nervous system projection neuron axonogenesis (GO:0021952)	29	4	0.73	+	5.49	0.00568	1.0	GO:0021952
production of molecular mediator involved in inflammatory response (GO:0002532)	22	3	0.55	+	5.43	0.017	1.0	GO:0002532
cellular response to acidic pH (GO:0071468)	22	3	0.55	+	5.43	0.017	1.0	GO:0071468
positive regulation of macrophage differentiation (GO:0045651)	15	2	0.38	+	5.31	0.0533	1.0	GO:0045651
activation of adenylate cyclase activity (GO:0007190)	15	2	0.38	+	5.31	0.0533	1.0	GO:0007190
positive regulation of MHC class II biosynthetic process (GO:0045348)	15	2	0.38	+	5.31	0.0533	1.0	GO:0045348
positive regulation of interleukin-13 production (GO:0032736)	15	2	0.38	+	5.31	0.0533	1.0	GO:0032736
regulation of sulfur metabolic process (GO:0042762)	15	2	0.38	+	5.31	0.0533	1.0	GO:0042762
regulation of response to osmotic stress (GO:0047484)	15	2	0.38	+	5.31	0.0533	1.0	GO:0047484
regulation of gastrulation (GO:0010470)	15	2	0.38	+	5.31	0.0533	1.0	GO:0010470
exit from mitosis (GO:0010458)	15	2	0.38	+	5.31	0.0533	1.0	GO:0010458
heart valve formation (GO:0003188)	15	2	0.38	+	5.31	0.0533	1.0	GO:0003188
regulation of integrin-mediated signaling pathway (GO:2001044)	23	3	0.58	+	5.19	0.0192	1.0	GO:2001044
Sertoli cell differentiation (GO:0060008)	24	3	0.6	+	4.98	0.0216	1.0	GO:0060008
serotonin receptor signaling pathway (GO:0007210)	16	2	0.4	+	4.98	0.0599	1.0	GO:0007210
neuron cell-cell adhesion (GO:0007158)	16	2	0.4	+	4.98	0.0599	1.0	GO:0007158
negative regulation of microtubule depolymerization (GO:0007026)	32	4	0.8	+	4.98	0.00811	1.0	GO:0007026
protein heterotetramerization (GO:0051290)	16	2	0.4	+	4.98	0.0599	1.0	GO:0051290
regulation of granulocyte differentiation (GO:0030852)	16	2	0.4	+	4.98	0.0599	1.0	GO:0030852
phototransduction, visible light (GO:0007603)	16	2	0.4	+	4.98	0.0599	1.0	GO:0007603
negative regulation of necroptotic process (GO:0060546)	16	2	0.4	+	4.98	0.0599	1.0	GO:0060546
detoxification of copper ion (GO:0010273)	17	2	0.43	+	4.68	0.0668	1.0	GO:0010273
lipid droplet formation (GO:0140042)	17	2	0.43	+	4.68	0.0668	1.0	GO:0140042
attachment of mitotic spindle microtubules to kinetochore (GO:0051315)	17	2	0.43	+	4.68	0.0668	1.0	GO:0051315
stress response to copper ion (GO:1990169)	17	2	0.43	+	4.68	0.0668	1.0	GO:1990169
negative regulation of DNA binding (GO:0043392)	17	2	0.43	+	4.68	0.0668	1.0	GO:0043392
regulation of cell growth involved in cardiac muscle cell development (GO:0061050)	17	2	0.43	+	4.68	0.0668	1.0	GO:0061050
motor neuron axon guidance (GO:0008045)	26	3	0.65	+	4.59	0.0267	1.0	GO:0008045
nucleobase biosynthetic process (GO:0046112)	18	2	0.45	+	4.42	0.0739	1.0	GO:0046112
cellular response to gamma radiation (GO:0071480)	27	3	0.68	+	4.42	0.0295	1.0	GO:0071480
negative regulation of neural precursor cell proliferation (GO:2000178)	27	3	0.68	+	4.42	0.0295	1.0	GO:2000178
positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	27	3	0.68	+	4.42	0.0295	1.0	GO:0050857
behavioral response to cocaine (GO:0048148)	18	2	0.45	+	4.42	0.0739	1.0	GO:0048148
inner dynein arm assembly (GO:0036159)	18	2	0.45	+	4.42	0.0739	1.0	GO:0036159
type 2 immune response (GO:0042092)	18	2	0.45	+	4.42	0.0739	1.0	GO:0042092
positive regulation of type 2 immune response (GO:0002830)	18	2	0.45	+	4.42	0.0739	1.0	GO:0002830
regulation of necroptotic process (GO:0060544)	27	3	0.68	+	4.42	0.0295	1.0	GO:0060544
regulation of regulatory T cell differentiation (GO:0045589)	37	4	0.93	+	4.30	0.0135	1.0	GO:0045589
sperm capacitation (GO:0048240)	28	3	0.7	+	4.26	0.0324	1.0	GO:0048240
melanosome assembly (GO:1903232)	19	2	0.48	+	4.19	0.0813	1.0	GO:1903232
regulation of MHC class II biosynthetic process (GO:0045346)	19	2	0.48	+	4.19	0.0813	1.0	GO:0045346
regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000341)	19	2	0.48	+	4.19	0.0813	1.0	GO:2000341
negative regulation of meiotic cell cycle (GO:0051447)	19	2	0.48	+	4.19	0.0813	1.0	GO:0051447
fibrinolysis (GO:0042730)	19	2	0.48	+	4.19	0.0813	1.0	GO:0042730
regulation of microtubule depolymerization (GO:0031114)	38	4	0.95	+	4.19	0.0148	1.0	GO:0031114
cardiac myofibril assembly (GO:0055003)	19	2	0.48	+	4.19	0.0813	1.0	GO:0055003
negative regulation of programmed necrotic cell death (GO:0062099)	19	2	0.48	+	4.19	0.0813	1.0	GO:0062099
muscle cell apoptotic process (GO:0010657)	19	2	0.48	+	4.19	0.0813	1.0	GO:0010657
sperm DNA condensation (GO:0035092)	19	2	0.48	+	4.19	0.0813	1.0	GO:0035092
protein localization to endoplasmic reticulum (GO:0070972)	29	3	0.73	+	4.12	0.0355	1.0	GO:0070972
dendritic spine development (GO:0060996)	29	3	0.73	+	4.12	0.0355	1.0	GO:0060996
central nervous system neuron axonogenesis (GO:0021955)	39	4	0.98	+	4.08	0.0162	1.0	GO:0021955
positive regulation of adenylate cyclase activity (GO:0045762)	20	2	0.5	+	3.98	0.0889	1.0	GO:0045762
positive regulation of T cell receptor signaling pathway (GO:0050862)	20	2	0.5	+	3.98	0.0889	1.0	GO:0050862
monocyte differentiation (GO:0030224)	20	2	0.5	+	3.98	0.0889	1.0	GO:0030224
spermatid nucleus differentiation (GO:0007289)	30	3	0.75	+	3.98	0.0387	1.0	GO:0007289
cellular response to pH (GO:0071467)	30	3	0.75	+	3.98	0.0387	1.0	GO:0071467
GPI anchored protein biosynthesis (GO:0180046)	31	3	0.78	+	3.85	0.0421	1.0	GO:0180046
GPI anchor biosynthetic process (GO:0006506)	31	3	0.78	+	3.85	0.0421	1.0	GO:0006506
GPI anchor metabolic process (GO:0006505)	31	3	0.78	+	3.85	0.0421	1.0	GO:0006505
inositol phosphate metabolic process (GO:0043647)	31	3	0.78	+	3.85	0.0421	1.0	GO:0043647
negative regulation of striated muscle cell apoptotic process (GO:0010664)	31	3	0.78	+	3.85	0.0421	1.0	GO:0010664
response to UV-B (GO:0010224)	21	2	0.53	+	3.79	0.0967	1.0	GO:0010224
positive regulation of calcineurin-NFAT signaling cascade (GO:0070886)	21	2	0.53	+	3.79	0.0967	1.0	GO:0070886
response to muramyl dipeptide (GO:0032495)	21	2	0.53	+	3.79	0.0967	1.0	GO:0032495
positive regulation of calcineurin-mediated signaling (GO:0106058)	21	2	0.53	+	3.79	0.0967	1.0	GO:0106058
regulation of cellular response to oxidative stress (GO:1900407)	21	2	0.53	+	3.79	0.0967	1.0	GO:1900407
mRNA modification (GO:0016556)	21	2	0.53	+	3.79	0.0967	1.0	GO:0016556
negative regulation of cardiac muscle tissue growth (GO:0055022)	21	2	0.53	+	3.79	0.0967	1.0	GO:0055022
myeloid dendritic cell differentiation (GO:0043011)	21	2	0.53	+	3.79	0.0967	1.0	GO:0043011
gas transport (GO:0015669)	21	2	0.53	+	3.79	0.0967	1.0	GO:0015669
negative regulation of heart growth (GO:0061117)	21	2	0.53	+	3.79	0.0967	1.0	GO:0061117
Golgi to plasma membrane protein transport (GO:0043001)	32	3	0.8	+	3.73	0.0456	1.0	GO:0043001
response to acidic pH (GO:0010447)	32	3	0.8	+	3.73	0.0456	1.0	GO:0010447
dendritic spine organization (GO:0097061)	32	3	0.8	+	3.73	0.0456	1.0	GO:0097061
sarcomere organization (GO:0045214)	43	4	1.08	+	3.70	0.0224	1.0	GO:0045214
purine ribonucleoside metabolic process (GO:0046128)	22	2	0.55	+	3.62	0.105	1.0	GO:0046128
regulation of heterotypic cell-cell adhesion (GO:0034114)	22	2	0.55	+	3.62	0.105	1.0	GO:0034114
vocalization behavior (GO:0071625)	22	2	0.55	+	3.62	0.105	1.0	GO:0071625
negative regulation of organic acid transport (GO:0032891)	22	2	0.55	+	3.62	0.105	1.0	GO:0032891
genomic imprinting (GO:0071514)	22	2	0.55	+	3.62	0.105	1.0	GO:0071514
regulation of interleukin-13 production (GO:0032656)	22	2	0.55	+	3.62	0.105	1.0	GO:0032656
cellular response to glucagon stimulus (GO:0071377)	22	2	0.55	+	3.62	0.105	1.0	GO:0071377
positive regulation of lyase activity (GO:0051349)	22	2	0.55	+	3.62	0.105	1.0	GO:0051349
regulation of B cell receptor signaling pathway (GO:0050855)	22	2	0.55	+	3.62	0.105	1.0	GO:0050855
linoleic acid metabolic process (GO:0043651)	22	2	0.55	+	3.62	0.105	1.0	GO:0043651
anaphase-promoting complex-dependent catabolic process (GO:0031145)	22	2	0.55	+	3.62	0.105	1.0	GO:0031145
vascular endothelial cell response to laminar fluid shear stress (GO:0097700)	22	2	0.55	+	3.62	0.105	1.0	GO:0097700
stress response to metal ion (GO:0097501)	22	2	0.55	+	3.62	0.105	1.0	GO:0097501
reactive oxygen species biosynthetic process (GO:1903409)	22	2	0.55	+	3.62	0.105	1.0	GO:1903409
mucosal immune response (GO:0002385)	33	3	0.83	+	3.62	0.0493	1.0	GO:0002385
attachment of spindle microtubules to kinetochore (GO:0008608)	33	3	0.83	+	3.62	0.0493	1.0	GO:0008608
regulation of programmed necrotic cell death (GO:0062098)	33	3	0.83	+	3.62	0.0493	1.0	GO:0062098
cellular response to angiotensin (GO:1904385)	33	3	0.83	+	3.62	0.0493	1.0	GO:1904385
protein localization to cell surface (GO:0034394)	33	3	0.83	+	3.62	0.0493	1.0	GO:0034394
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	45	4	1.13	+	3.54	0.0261	1.0	GO:0031111
regulation of ATP-dependent activity (GO:0043462)	34	3	0.85	+	3.51	0.0531	1.0	GO:0043462
myofibril assembly (GO:0030239)	68	6	1.71	+	3.51	0.00717	1.0	GO:0030239
regulation of fatty acid oxidation (GO:0046320)	34	3	0.85	+	3.51	0.0531	1.0	GO:0046320
vasodilation (GO:0042311)	57	5	1.43	+	3.49	0.0141	1.0	GO:0042311
regulation of macrophage differentiation (GO:0045649)	23	2	0.58	+	3.46	0.113	1.0	GO:0045649
negative regulation of stem cell proliferation (GO:2000647)	23	2	0.58	+	3.46	0.113	1.0	GO:2000647
stress-activated MAPK cascade (GO:0051403)	23	2	0.58	+	3.46	0.113	1.0	GO:0051403
positive regulation of monocyte chemotaxis (GO:0090026)	23	2	0.58	+	3.46	0.113	1.0	GO:0090026
outer dynein arm assembly (GO:0036158)	23	2	0.58	+	3.46	0.113	1.0	GO:0036158
atrial septum development (GO:0003283)	23	2	0.58	+	3.46	0.113	1.0	GO:0003283
phototransduction (GO:0007602)	47	4	1.18	+	3.39	0.03	1.0	GO:0007602
respiratory burst (GO:0045730)	24	2	0.6	+	3.32	0.121	1.0	GO:0045730
positive regulation of fatty acid biosynthetic process (GO:0045723)	24	2	0.6	+	3.32	0.121	1.0	GO:0045723
integrated stress response signaling (GO:0140467)	36	3	0.9	+	3.32	0.0611	1.0	GO:0140467
regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	24	2	0.6	+	3.32	0.121	1.0	GO:0043567
glucose 6-phosphate metabolic process (GO:0051156)	24	2	0.6	+	3.32	0.121	1.0	GO:0051156
amyloid precursor protein metabolic process (GO:0042982)	24	2	0.6	+	3.32	0.121	1.0	GO:0042982
positive regulation of cyclase activity (GO:0031281)	24	2	0.6	+	3.32	0.121	1.0	GO:0031281
ribonucleoside metabolic process (GO:0009119)	24	2	0.6	+	3.32	0.121	1.0	GO:0009119
carbohydrate phosphorylation (GO:0046835)	24	2	0.6	+	3.32	0.121	1.0	GO:0046835
negative regulation of smooth muscle cell migration (GO:0014912)	24	2	0.6	+	3.32	0.121	1.0	GO:0014912
neuron recognition (GO:0008038)	48	4	1.21	+	3.32	0.0321	1.0	GO:0008038
organ or tissue specific immune response (GO:0002251)	37	3	0.93	+	3.23	0.0653	1.0	GO:0002251
endolysosomal toll-like receptor signaling pathway (GO:0140894)	25	2	0.63	+	3.18	0.13	1.0	GO:0140894
platelet dense granule organization (GO:0060155)	25	2	0.63	+	3.18	0.13	1.0	GO:0060155
negative regulation of amine transport (GO:0051953)	25	2	0.63	+	3.18	0.13	1.0	GO:0051953
protein localization to chromosome, centromeric region (GO:0071459)	25	2	0.63	+	3.18	0.13	1.0	GO:0071459
negative regulation of T cell apoptotic process (GO:0070233)	25	2	0.63	+	3.18	0.13	1.0	GO:0070233
excitatory synapse assembly (GO:1904861)	25	2	0.63	+	3.18	0.13	1.0	GO:1904861
axon regeneration (GO:0031103)	25	2	0.63	+	3.18	0.13	1.0	GO:0031103
detoxification of inorganic compound (GO:0061687)	25	2	0.63	+	3.18	0.13	1.0	GO:0061687
regulation of cardiac conduction (GO:1903779)	25	2	0.63	+	3.18	0.13	1.0	GO:1903779
decidualization (GO:0046697)	25	2	0.63	+	3.18	0.13	1.0	GO:0046697
one-carbon compound transport (GO:0019755)	25	2	0.63	+	3.18	0.13	1.0	GO:0019755
microtubule anchoring (GO:0034453)	25	2	0.63	+	3.18	0.13	1.0	GO:0034453
cellular response to mechanical stimulus (GO:0071260)	76	6	1.91	+	3.14	0.0121	1.0	GO:0071260
negative regulation of striated muscle cell differentiation (GO:0051154)	38	3	0.95	+	3.14	0.0696	1.0	GO:0051154
negative regulation of lymphocyte apoptotic process (GO:0070229)	38	3	0.95	+	3.14	0.0696	1.0	GO:0070229
neural precursor cell proliferation (GO:0061351)	114	9	2.86	+	3.14	0.00234	1.0	GO:0061351
cellular response to osmotic stress (GO:0071470)	51	4	1.28	+	3.12	0.0389	1.0	GO:0071470
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	64	5	1.61	+	3.11	0.0222	1.0	GO:2001244
DNA repair-dependent chromatin remodeling (GO:0140861)	26	2	0.65	+	3.06	0.138	1.0	GO:0140861
establishment of tissue polarity (GO:0007164)	26	2	0.65	+	3.06	0.138	1.0	GO:0007164
myeloid dendritic cell activation (GO:0001773)	26	2	0.65	+	3.06	0.138	1.0	GO:0001773
establishment of planar polarity (GO:0001736)	26	2	0.65	+	3.06	0.138	1.0	GO:0001736
cellular response to external stimulus (GO:0071496)	78	6	1.96	+	3.06	0.0137	1.0	GO:0071496
cellular response to zinc ion (GO:0071294)	26	2	0.65	+	3.06	0.138	1.0	GO:0071294
establishment of protein localization to plasma membrane (GO:0061951)	52	4	1.31	+	3.06	0.0413	1.0	GO:0061951
stress-activated protein kinase signaling cascade (GO:0031098)	26	2	0.65	+	3.06	0.138	1.0	GO:0031098
regulation of fatty acid biosynthetic process (GO:0042304)	52	4	1.31	+	3.06	0.0413	1.0	GO:0042304
response to prostaglandin (GO:0034694)	39	3	0.98	+	3.06	0.0741	1.0	GO:0034694
dendrite morphogenesis (GO:0048813)	66	5	1.66	+	3.02	0.025	1.0	GO:0048813
autophagosome maturation (GO:0097352)	53	4	1.33	+	3.00	0.0439	1.0	GO:0097352
regulation of stress-activated protein kinase signaling cascade (GO:0070302)	40	3	1.0	+	2.99	0.0787	1.0	GO:0070302
interferon-mediated signaling pathway (GO:0140888)	67	5	1.68	+	2.97	0.0265	1.0	GO:0140888
ADP catabolic process (GO:0046032)	54	4	1.36	+	2.95	0.0465	1.0	GO:0046032
cellular response to prostaglandin stimulus (GO:0071379)	27	2	0.68	+	2.95	0.147	1.0	GO:0071379
protein exit from endoplasmic reticulum (GO:0032527)	27	2	0.68	+	2.95	0.147	1.0	GO:0032527
cellular response to copper ion (GO:0071280)	27	2	0.68	+	2.95	0.147	1.0	GO:0071280
cellular response to cadmium ion (GO:0071276)	27	2	0.68	+	2.95	0.147	1.0	GO:0071276
regulation of brown fat cell differentiation (GO:0090335)	27	2	0.68	+	2.95	0.147	1.0	GO:0090335
positive regulation of meiotic cell cycle (GO:0051446)	27	2	0.68	+	2.95	0.147	1.0	GO:0051446
vascular endothelial cell response to fluid shear stress (GO:0097699)	27	2	0.68	+	2.95	0.147	1.0	GO:0097699
purine nucleoside metabolic process (GO:0042278)	27	2	0.68	+	2.95	0.147	1.0	GO:0042278
programmed necrotic cell death (GO:0097300)	27	2	0.68	+	2.95	0.147	1.0	GO:0097300
response to angiotensin (GO:1990776)	41	3	1.03	+	2.91	0.0833	1.0	GO:1990776
regulation of bone resorption (GO:0045124)	41	3	1.03	+	2.91	0.0833	1.0	GO:0045124
regulation of neuroinflammatory response (GO:0150077)	41	3	1.03	+	2.91	0.0833	1.0	GO:0150077
response to copper ion (GO:0046688)	41	3	1.03	+	2.91	0.0833	1.0	GO:0046688
positive regulation of DNA replication (GO:0045740)	42	3	1.06	+	2.84	0.0882	1.0	GO:0045740
renal system process involved in regulation of systemic arterial blood pressure (GO:0003071)	28	2	0.7	+	2.84	0.156	1.0	GO:0003071
acrosome reaction (GO:0007340)	28	2	0.7	+	2.84	0.156	1.0	GO:0007340
axonemal dynein complex assembly (GO:0070286)	42	3	1.06	+	2.84	0.0882	1.0	GO:0070286
long-chain fatty acid biosynthetic process (GO:0042759)	42	3	1.06	+	2.84	0.0882	1.0	GO:0042759
peptide hormone processing (GO:0016486)	42	3	1.06	+	2.84	0.0882	1.0	GO:0016486
cell communication involved in cardiac conduction (GO:0086065)	42	3	1.06	+	2.84	0.0882	1.0	GO:0086065
negative regulation of cardiac muscle cell apoptotic process (GO:0010667)	28	2	0.7	+	2.84	0.156	1.0	GO:0010667
positive regulation of vasoconstriction (GO:0045907)	28	2	0.7	+	2.84	0.156	1.0	GO:0045907
central nervous system neuron development (GO:0021954)	98	7	2.46	+	2.84	0.0118	1.0	GO:0021954
purine ribonucleotide catabolic process (GO:0009154)	85	6	2.14	+	2.81	0.0201	1.0	GO:0009154
negative regulation of leukocyte apoptotic process (GO:2000107)	57	4	1.43	+	2.79	0.0548	1.0	GO:2000107
purine ribonucleoside diphosphate catabolic process (GO:0009181)	57	4	1.43	+	2.79	0.0548	1.0	GO:0009181
purine nucleoside diphosphate catabolic process (GO:0009137)	57	4	1.43	+	2.79	0.0548	1.0	GO:0009137
ribonucleoside diphosphate metabolic process (GO:0009185)	86	6	2.16	+	2.78	0.0212	1.0	GO:0009185
cellular response to ionizing radiation (GO:0071479)	72	5	1.81	+	2.76	0.0347	1.0	GO:0071479
regulation of systemic arterial blood pressure by renin-angiotensin (GO:0003081)	29	2	0.73	+	2.75	0.164	1.0	GO:0003081
glial cell proliferation (GO:0014009)	29	2	0.73	+	2.75	0.164	1.0	GO:0014009
keratinocyte proliferation (GO:0043616)	29	2	0.73	+	2.75	0.164	1.0	GO:0043616
entrainment of circadian clock (GO:0009649)	29	2	0.73	+	2.75	0.164	1.0	GO:0009649
response to prostaglandin E (GO:0034695)	29	2	0.73	+	2.75	0.164	1.0	GO:0034695
cell fate determination (GO:0001709)	44	3	1.11	+	2.71	0.0981	1.0	GO:0001709
neuron projection organization (GO:0106027)	44	3	1.11	+	2.71	0.0981	1.0	GO:0106027
