GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR
GO:0021543	pallium development	191	3	0.88	1.00000	1
GO:0009790	embryo development	1126	6	5.18	1.00000	1
GO:0009792	embryo development ending in birth or egg hatching	680	4	3.13	1.00000	1
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	1518	3	6.99	1.00000	1
GO:0033554	cellular response to stress	1830	4	8.42	1.00000	1
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	2133	9	9.82	1.00000	1
GO:0060255	regulation of macromolecule metabolic process	6529	26	30.05	1.00000	1
GO:0045937	positive regulation of phosphate metabolic process	702	5	3.23	1.00000	1
GO:1903047	mitotic cell cycle process	760	4	3.5	1.00000	1
GO:0044057	regulation of system process	565	4	2.6	1.00000	1
GO:0035239	tube morphogenesis	957	5	4.41	1.00000	1
GO:0045123	cellular extravasation	75	2	0.35	1.00000	1
GO:0050714	positive regulation of protein secretion	147	2	0.68	1.00000	1
GO:0061351	neural precursor cell proliferation	167	4	0.77	1.00000	1
GO:1903034	regulation of response to wounding	179	2	0.82	1.00000	1
GO:0060284	regulation of cell development	853	7	3.93	1.00000	1
GO:0044085	cellular component biogenesis	3349	22	15.42	1.00000	1
GO:1903036	positive regulation of response to wounding	80	2	0.37	1.00000	1
GO:1903037	regulation of leukocyte cell-cell adhesion	381	4	1.75	1.00000	1
GO:0044087	regulation of cellular component biogenesis	987	6	4.54	1.00000	1
GO:1903039	positive regulation of leukocyte cell-cell adhesion	276	3	1.27	1.00000	1
GO:0034504	protein localization to nucleus	310	2	1.43	1.00000	1
GO:0019725	cellular homeostasis	814	2	3.75	1.00000	1
GO:0070977	bone maturation	29	2	0.13	1.00000	1
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	225	2	1.04	1.00000	1
GO:0071674	mononuclear cell migration	206	2	0.95	1.00000	1
GO:0071675	regulation of mononuclear cell migration	123	2	0.57	1.00000	1
GO:0070925	organelle assembly	999	7	4.6	1.00000	1
GO:0045137	development of primary sexual characteristics	238	4	1.1	1.00000	1
GO:1901861	regulation of muscle tissue development	47	2	0.22	1.00000	1
GO:0104004	cellular response to environmental stimulus	333	2	1.53	1.00000	1
GO:0048799	animal organ maturation	33	2	0.15	1.00000	1
GO:0071616	acyl-CoA biosynthetic process	47	2	0.22	1.00000	1
GO:0006518	peptide metabolic process	938	4	4.32	1.00000	1
GO:0050708	regulation of protein secretion	269	4	1.24	1.00000	1
GO:0043062	extracellular structure organization	333	4	1.53	1.00000	1
GO:0043065	positive regulation of apoptotic process	551	2	2.54	1.00000	1
GO:0043067	regulation of programmed cell death	1553	2	7.15	1.00000	1
GO:0043068	positive regulation of programmed cell death	573	2	2.64	1.00000	1
GO:0043069	negative regulation of programmed cell death	934	2	4.3	1.00000	1
GO:1901888	regulation of cell junction assembly	215	3	0.99	1.00000	1
GO:0008610	lipid biosynthetic process	736	5	3.39	1.00000	1
GO:0009725	response to hormone	883	8	4.06	1.00000	1
GO:0034660	ncRNA metabolic process	632	2	2.91	1.00000	1
GO:0008643	carbohydrate transport	158	2	0.73	1.00000	1
GO:0008645	hexose transmembrane transport	121	2	0.56	1.00000	1
GO:0043085	positive regulation of catalytic activity	878	6	4.04	1.00000	1
GO:0043086	negative regulation of catalytic activity	449	5	2.07	1.00000	1
GO:0009719	response to endogenous stimulus	1755	15	8.08	1.00000	1
GO:0033500	carbohydrate homeostasis	251	3	1.16	1.00000	1
GO:0051960	regulation of nervous system development	468	6	2.15	1.00000	1
GO:0051962	positive regulation of nervous system development	294	3	1.35	1.00000	1
GO:0051963	regulation of synapse assembly	115	2	0.53	1.00000	1
GO:0009743	response to carbohydrate	231	3	1.06	1.00000	1
GO:0034654	nucleobase-containing compound biosynthetic process	3978	16	18.31	1.00000	1
GO:0034655	nucleobase-containing compound catabolic process	615	3	2.83	1.00000	1
GO:0010256	endomembrane system organization	602	2	2.77	1.00000	1
GO:1903522	regulation of blood circulation	262	2	1.21	1.00000	1
GO:0002376	immune system process	2545	11	11.71	1.00000	1
GO:0090407	organophosphate biosynthetic process	592	6	2.72	1.00000	1
GO:1903510	mucopolysaccharide metabolic process	91	2	0.42	1.00000	1
GO:0098542	defense response to other organism	1218	5	5.61	1.00000	1
GO:0050863	regulation of T cell activation	381	4	1.75	1.00000	1
GO:0050865	regulation of cell activation	629	4	2.9	1.00000	1
GO:0042886	amide transport	311	4	1.43	1.00000	1
GO:0050867	positive regulation of cell activation	379	3	1.74	1.00000	1
GO:0048729	tissue morphogenesis	616	3	2.84	1.00000	1
GO:0043043	peptide biosynthetic process	772	4	3.55	1.00000	1
GO:0050851	antigen receptor-mediated signaling pathway	187	2	0.86	1.00000	1
GO:0022602	ovulation cycle process	50	2	0.23	1.00000	1
GO:0022603	regulation of anatomical structure morphogenesis	906	9	4.17	1.00000	1
GO:0022607	cellular component assembly	3082	22	14.19	1.00000	1
GO:0042060	wound healing	429	4	1.97	1.00000	1
GO:0051169	nuclear transport	331	2	1.52	1.00000	1
GO:0042063	gliogenesis	346	3	1.59	1.00000	1
GO:0006694	steroid biosynthetic process	185	2	0.85	1.00000	1
GO:0032535	regulation of cellular component size	370	2	1.7	1.00000	1
GO:1903530	regulation of secretion by cell	564	4	2.6	1.00000	1
GO:1903531	negative regulation of secretion by cell	151	2	0.7	1.00000	1
GO:1903532	positive regulation of secretion by cell	288	3	1.33	1.00000	1
GO:0007610	behavior	655	4	3.01	1.00000	1
GO:0034641	cellular nitrogen compound metabolic process	6700	24	30.84	1.00000	1
GO:0072359	circulatory system development	1229	8	5.66	1.00000	1
GO:0048731	system development	4067	27	18.72	1.00000	1
GO:0048732	gland development	448	2	2.06	1.00000	1
GO:0010243	response to organonitrogen compound	1033	8	4.75	1.00000	1
GO:0050877	nervous system process	1510	8	6.95	1.00000	1
GO:0048738	cardiac muscle tissue development	248	2	1.14	1.00000	1
GO:0050878	regulation of body fluid levels	369	2	1.7	1.00000	1
GO:0015698	inorganic anion transport	168	2	0.77	1.00000	1
GO:0051171	regulation of nitrogen compound metabolic process	5576	24	25.67	1.00000	1
GO:0031589	cell-substrate adhesion	358	5	1.65	1.00000	1
GO:0051172	negative regulation of nitrogen compound metabolic process	2259	6	10.4	1.00000	1
GO:0051173	positive regulation of nitrogen compound metabolic process	3071	17	14.14	1.00000	1
GO:0051174	regulation of phosphorus metabolic process	1163	6	5.35	1.00000	1
GO:0009890	negative regulation of biosynthetic process	2731	8	12.57	1.00000	1
GO:0051179	localization	5302	36	24.41	1.00000	1
GO:0032501	multicellular organismal process	7869	44	36.22	1.00000	1
GO:0009891	positive regulation of biosynthetic process	2706	14	12.46	1.00000	1
GO:0046209	nitric oxide metabolic process	84	2	0.39	1.00000	1
GO:0032502	developmental process	6582	41	30.3	1.00000	1
GO:0009892	negative regulation of metabolic process	3382	11	15.57	1.00000	1
GO:0009893	positive regulation of metabolic process	3796	20	17.47	1.00000	1
GO:0032504	multicellular organism reproduction	972	3	4.47	1.00000	1
GO:0009894	regulation of catabolic process	1114	5	5.13	1.00000	1
GO:0006665	sphingolipid metabolic process	167	2	0.77	1.00000	1
GO:0009895	negative regulation of catabolic process	352	2	1.62	1.00000	1
GO:0043009	chordate embryonic development	659	4	3.03	1.00000	1
GO:0071396	cellular response to lipid	616	4	2.84	1.00000	1
GO:0050817	coagulation	231	2	1.06	1.00000	1
GO:0051128	regulation of cellular component organization	2451	16	11.28	1.00000	1
GO:0000278	mitotic cell cycle	910	5	4.19	1.00000	1
GO:0045229	external encapsulating structure organization	334	4	1.54	1.00000	1
GO:0051129	negative regulation of cellular component organization	747	2	3.44	1.00000	1
GO:1904659	glucose transmembrane transport	118	2	0.54	1.00000	1
GO:0061458	reproductive system development	311	4	1.43	1.00000	1
GO:0150115	cell-substrate junction organization	103	2	0.47	1.00000	1
GO:0045216	cell-cell junction organization	213	3	0.98	1.00000	1
GO:0033674	positive regulation of kinase activity	303	3	1.39	1.00000	1
GO:0051146	striated muscle cell differentiation	313	2	1.44	1.00000	1
GO:0019058	viral life cycle	318	3	1.46	1.00000	1
GO:0007600	sensory perception	957	5	4.41	1.00000	1
GO:0072348	sulfur compound transport	61	2	0.28	1.00000	1
GO:0051130	positive regulation of cellular component organization	1120	9	5.16	1.00000	1
GO:0072330	monocarboxylic acid biosynthetic process	224	4	1.03	1.00000	1
GO:1902531	regulation of intracellular signal transduction	1827	10	8.41	1.00000	1
GO:0006629	lipid metabolic process	1397	8	6.43	1.00000	1
GO:1902532	negative regulation of intracellular signal transduction	591	2	2.72	1.00000	1
GO:1902533	positive regulation of intracellular signal transduction	1048	7	4.82	1.00000	1
GO:1901564	organonitrogen compound metabolic process	5954	31	27.41	1.00000	1
GO:1901565	organonitrogen compound catabolic process	1427	7	6.57	1.00000	1
GO:1901566	organonitrogen compound biosynthetic process	1794	13	8.26	1.00000	1
GO:0043588	skin development	318	4	1.46	1.00000	1
GO:0140056	organelle localization by membrane tethering	82	2	0.38	1.00000	1
GO:0098660	inorganic ion transmembrane transport	917	6	4.22	1.00000	1
GO:0009888	tissue development	2032	14	9.35	1.00000	1
GO:0098661	inorganic anion transmembrane transport	129	2	0.59	1.00000	1
GO:0009889	regulation of biosynthetic process	5681	20	26.15	1.00000	1
GO:0098662	inorganic cation transmembrane transport	825	4	3.8	1.00000	1
GO:0050803	regulation of synapse structure or activity	249	4	1.15	1.00000	1
GO:0141124	intracellular signaling cassette	1912	11	8.8	1.00000	1
GO:0008366	axon ensheathment	156	3	0.72	1.00000	1
GO:0050808	synapse organization	492	5	2.26	1.00000	1
GO:0014910	regulation of smooth muscle cell migration	91	2	0.42	1.00000	1
GO:0006643	membrane lipid metabolic process	217	2	1	1.00000	1
GO:0080164	regulation of nitric oxide metabolic process	65	2	0.3	1.00000	1
GO:0042592	homeostatic process	1714	7	7.89	1.00000	1
GO:0071375	cellular response to peptide hormone stimulus	311	3	1.43	1.00000	1
GO:0098657	import into cell	935	9	4.3	1.00000	1
GO:0006631	fatty acid metabolic process	399	4	1.84	1.00000	1
GO:0006637	acyl-CoA metabolic process	96	2	0.44	1.00000	1
GO:0008380	RNA splicing	476	3	2.19	1.00000	1
GO:0071322	cellular response to carbohydrate stimulus	153	2	0.7	1.00000	1
GO:1901575	organic substance catabolic process	2177	12	10.02	1.00000	1
GO:0009056	catabolic process	2655	13	12.22	1.00000	1
GO:0071326	cellular response to monosaccharide stimulus	142	2	0.65	1.00000	1
GO:1901576	organic substance biosynthetic process	8457	34	38.93	1.00000	1
GO:0009057	macromolecule catabolic process	1455	7	6.7	1.00000	1
GO:0009058	biosynthetic process	8514	35	39.19	1.00000	1
GO:0048869	cellular developmental process	4442	25	20.45	1.00000	1
GO:0009059	macromolecule biosynthetic process	7514	25	34.59	1.00000	1
GO:0048856	anatomical structure development	6007	39	27.65	1.00000	1
GO:0048858	cell projection morphogenesis	666	4	3.07	1.00000	1
GO:0043549	regulation of kinase activity	531	4	2.44	1.00000	1
GO:0048880	sensory system development	402	2	1.85	1.00000	1
GO:0071345	cellular response to cytokine stimulus	865	3	3.98	1.00000	1
GO:0007399	nervous system development	2535	18	11.67	1.00000	1
GO:0048870	cell motility	1827	18	8.41	1.00000	1
GO:0048871	multicellular organismal-level homeostasis	801	4	3.69	1.00000	1
GO:0042552	myelination	154	3	0.71	1.00000	1
GO:1902692	regulation of neuroblast proliferation	53	2	0.24	1.00000	1
GO:0048878	chemical homeostasis	1032	4	4.75	1.00000	1
GO:0014909	smooth muscle cell migration	98	2	0.45	1.00000	1
GO:0002429	immune response-activating cell surface receptor signaling pathway	310	3	1.43	1.00000	1
GO:0010720	positive regulation of cell development	454	4	2.09	1.00000	1
GO:0070201	regulation of establishment of protein localization	537	4	2.47	1.00000	1
GO:0010721	negative regulation of cell development	288	2	1.33	1.00000	1
GO:0048812	neuron projection morphogenesis	645	4	2.97	1.00000	1
GO:0007369	gastrulation	199	2	0.92	1.00000	1
GO:0080134	regulation of response to stress	1408	6	6.48	1.00000	1
GO:0031667	response to nutrient levels	490	4	2.26	1.00000	1
GO:0051251	positive regulation of lymphocyte activation	327	3	1.51	1.00000	1
GO:0051252	regulation of RNA metabolic process	3816	13	17.57	1.00000	1
GO:0002443	leukocyte mediated immunity	395	2	1.82	1.00000	1
GO:0051253	negative regulation of RNA metabolic process	1392	3	6.41	1.00000	1
GO:0051254	positive regulation of RNA metabolic process	1927	9	8.87	1.00000	1
GO:0051258	protein polymerization	287	2	1.32	1.00000	1
GO:0198738	cell-cell signaling by wnt	466	2	2.14	1.00000	1
GO:0002449	lymphocyte mediated immunity	298	2	1.37	1.00000	1
GO:0045787	positive regulation of cell cycle	332	2	1.53	1.00000	1
GO:0007389	pattern specification process	473	2	2.18	1.00000	1
GO:0048024	regulation of mRNA splicing, via spliceosome	111	2	0.51	1.00000	1
GO:1902680	positive regulation of RNA biosynthetic process	1683	7	7.75	1.00000	1
GO:0046700	heterocycle catabolic process	657	3	3.02	1.00000	1
GO:0062149	detection of stimulus involved in sensory perception of pain	28	2	0.13	1.00000	1
GO:0030162	regulation of proteolysis	599	4	2.76	1.00000	1
GO:0030163	protein catabolic process	992	5	4.57	1.00000	1
GO:0030166	proteoglycan biosynthetic process	65	2	0.3	1.00000	1
GO:0034329	cell junction assembly	453	8	2.09	1.00000	1
GO:0051222	positive regulation of protein transport	251	3	1.16	1.00000	1
GO:0051223	regulation of protein transport	440	4	2.03	1.00000	1
GO:0035023	regulation of Rho protein signal transduction	89	2	0.41	1.00000	1
GO:0030155	regulation of cell adhesion	806	8	3.71	1.00000	1
GO:0071495	cellular response to endogenous stimulus	1502	13	6.91	1.00000	1
GO:0006396	RNA processing	1336	4	6.15	1.00000	1
GO:0071496	cellular response to external stimulus	335	5	1.54	1.00000	1
GO:0006397	mRNA processing	517	3	2.38	1.00000	1
