Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
establishment of monopolar cell polarity (GO:0061162)	24	4	0.59	+	6.82	0.00254	1.0	GO:0061162
establishment or maintenance of monopolar cell polarity (GO:0061339)	25	4	0.61	+	6.55	0.00297	1.0	GO:0061339
regulation of MHC class II biosynthetic process (GO:0045346)	19	3	0.46	+	6.46	0.0105	1.0	GO:0045346
positive regulation of platelet aggregation (GO:1901731)	13	2	0.32	+	6.29	0.0389	1.0	GO:1901731
positive regulation of insulin-like growth factor receptor signaling pathway (GO:0043568)	13	2	0.32	+	6.29	0.0389	1.0	GO:0043568
maintenance of protein localization in endoplasmic reticulum (GO:0035437)	13	2	0.32	+	6.29	0.0389	1.0	GO:0035437
diol metabolic process (GO:0034311)	33	5	0.81	+	6.20	0.00115	1.0	GO:0034311
positive regulation of homotypic cell-cell adhesion (GO:0034112)	20	3	0.49	+	6.14	0.0121	1.0	GO:0034112
pyridine nucleotide biosynthetic process (GO:0019363)	20	3	0.49	+	6.14	0.0121	1.0	GO:0019363
nicotinamide nucleotide biosynthetic process (GO:0019359)	20	3	0.49	+	6.14	0.0121	1.0	GO:0019359
nuclear-transcribed mRNA poly(A) tail shortening (GO:0000289)	20	3	0.49	+	6.14	0.0121	1.0	GO:0000289
CTP biosynthetic process (GO:0006241)	14	2	0.34	+	5.84	0.0447	1.0	GO:0006241
regulation of keratinocyte migration (GO:0051547)	14	2	0.34	+	5.84	0.0447	1.0	GO:0051547
regulation of Wnt signaling pathway, planar cell polarity pathway (GO:2000095)	14	2	0.34	+	5.84	0.0447	1.0	GO:2000095
fructose metabolic process (GO:0006000)	14	2	0.34	+	5.84	0.0447	1.0	GO:0006000
sperm capacitation (GO:0048240)	28	4	0.68	+	5.84	0.00453	1.0	GO:0048240
branched-chain amino acid transport (GO:0015803)	14	2	0.34	+	5.84	0.0447	1.0	GO:0015803
keratinocyte development (GO:0003334)	14	2	0.34	+	5.84	0.0447	1.0	GO:0003334
branching involved in labyrinthine layer morphogenesis (GO:0060670)	14	2	0.34	+	5.84	0.0447	1.0	GO:0060670
glutamine family amino acid catabolic process (GO:0009065)	21	3	0.51	+	5.84	0.0139	1.0	GO:0009065
positive regulation of filopodium assembly (GO:0051491)	29	4	0.71	+	5.64	0.00516	1.0	GO:0051491
growth hormone receptor signaling pathway (GO:0060396)	22	3	0.54	+	5.58	0.0158	1.0	GO:0060396
sphingosine metabolic process (GO:0006670)	22	3	0.54	+	5.58	0.0158	1.0	GO:0006670
nuclear pore organization (GO:0006999)	15	2	0.37	+	5.46	0.0507	1.0	GO:0006999
activation of adenylate cyclase activity (GO:0007190)	15	2	0.37	+	5.46	0.0507	1.0	GO:0007190
endothelial cell morphogenesis (GO:0001886)	15	2	0.37	+	5.46	0.0507	1.0	GO:0001886
positive regulation of MHC class II biosynthetic process (GO:0045348)	15	2	0.37	+	5.46	0.0507	1.0	GO:0045348
negative regulation of lymphocyte migration (GO:2000402)	15	2	0.37	+	5.46	0.0507	1.0	GO:2000402
desensitization of G protein-coupled receptor signaling pathway (GO:0002029)	15	2	0.37	+	5.46	0.0507	1.0	GO:0002029
positive regulation of non-canonical Wnt signaling pathway (GO:2000052)	15	2	0.37	+	5.46	0.0507	1.0	GO:2000052
induction of positive chemotaxis (GO:0050930)	15	2	0.37	+	5.46	0.0507	1.0	GO:0050930
regulation of isotype switching to IgG isotypes (GO:0048302)	15	2	0.37	+	5.46	0.0507	1.0	GO:0048302
positive regulation of mast cell degranulation (GO:0043306)	15	2	0.37	+	5.46	0.0507	1.0	GO:0043306
telomere maintenance in response to DNA damage (GO:0043247)	15	2	0.37	+	5.46	0.0507	1.0	GO:0043247
pyrimidine ribonucleoside triphosphate biosynthetic process (GO:0009209)	15	2	0.37	+	5.46	0.0507	1.0	GO:0009209
copulation (GO:0007620)	15	2	0.37	+	5.46	0.0507	1.0	GO:0007620
regulation of chromosome condensation (GO:0060623)	15	2	0.37	+	5.46	0.0507	1.0	GO:0060623
cellular response to growth hormone stimulus (GO:0071378)	23	3	0.56	+	5.34	0.0179	1.0	GO:0071378
negative regulation of keratinocyte proliferation (GO:0010839)	23	3	0.56	+	5.34	0.0179	1.0	GO:0010839
negative regulation of lipid biosynthetic process (GO:0051055)	62	8	1.52	+	5.28	0.000128	0.377	GO:0051055
CTP metabolic process (GO:0046036)	16	2	0.39	+	5.11	0.0571	1.0	GO:0046036
regulation of endopeptidase activity (GO:0052548)	16	2	0.39	+	5.11	0.0571	1.0	GO:0052548
regulation of transmission of nerve impulse (GO:0051969)	16	2	0.39	+	5.11	0.0571	1.0	GO:0051969
olefinic compound biosynthetic process (GO:0120255)	16	2	0.39	+	5.11	0.0571	1.0	GO:0120255
pexophagy (GO:0000425)	16	2	0.39	+	5.11	0.0571	1.0	GO:0000425
N-terminal protein amino acid modification (GO:0031365)	16	2	0.39	+	5.11	0.0571	1.0	GO:0031365
non-proteinogenic amino acid biosynthetic process (GO:0170043)	16	2	0.39	+	5.11	0.0571	1.0	GO:0170043
maintenance of gastrointestinal epithelium (GO:0030277)	24	3	0.59	+	5.11	0.0201	1.0	GO:0030277
autophagy of peroxisome (GO:0030242)	16	2	0.39	+	5.11	0.0571	1.0	GO:0030242
adaptation of signaling pathway (GO:0023058)	16	2	0.39	+	5.11	0.0571	1.0	GO:0023058
sphingoid metabolic process (GO:0046519)	24	3	0.59	+	5.11	0.0201	1.0	GO:0046519
negative adaptation of signaling pathway (GO:0022401)	16	2	0.39	+	5.11	0.0571	1.0	GO:0022401
layer formation in cerebral cortex (GO:0021819)	16	2	0.39	+	5.11	0.0571	1.0	GO:0021819
positive regulation of positive chemotaxis (GO:0050927)	25	3	0.61	+	4.91	0.0224	1.0	GO:0050927
pyrimidine nucleoside triphosphate metabolic process (GO:0009147)	25	3	0.61	+	4.91	0.0224	1.0	GO:0009147
intracellular copper ion homeostasis (GO:0006878)	17	2	0.42	+	4.81	0.0637	1.0	GO:0006878
angiotensin-activated signaling pathway (GO:0038166)	17	2	0.42	+	4.81	0.0637	1.0	GO:0038166
mitotic G1/S transition checkpoint signaling (GO:0044819)	17	2	0.42	+	4.81	0.0637	1.0	GO:0044819
radial glial cell differentiation (GO:0060019)	17	2	0.42	+	4.81	0.0637	1.0	GO:0060019
establishment of epithelial cell apical/basal polarity (GO:0045198)	17	2	0.42	+	4.81	0.0637	1.0	GO:0045198
NAD+ biosynthetic process (GO:0009435)	17	2	0.42	+	4.81	0.0637	1.0	GO:0009435
negative regulation of epithelial cell migration (GO:0010633)	17	2	0.42	+	4.81	0.0637	1.0	GO:0010633
monocyte chemotaxis (GO:0002548)	26	3	0.64	+	4.72	0.0249	1.0	GO:0002548
regulation of positive chemotaxis (GO:0050926)	26	3	0.64	+	4.72	0.0249	1.0	GO:0050926
negative regulation of steroid biosynthetic process (GO:0010894)	26	3	0.64	+	4.72	0.0249	1.0	GO:0010894
pericardium development (GO:0060039)	18	2	0.44	+	4.55	0.0705	1.0	GO:0060039
anatomical structure arrangement (GO:0048532)	18	2	0.44	+	4.55	0.0705	1.0	GO:0048532
establishment of spindle orientation (GO:0051294)	45	5	1.1	+	4.55	0.00467	1.0	GO:0051294
non-proteinogenic amino acid catabolic process (GO:0170044)	18	2	0.44	+	4.55	0.0705	1.0	GO:0170044
pyrimidine ribonucleoside triphosphate metabolic process (GO:0009208)	18	2	0.44	+	4.55	0.0705	1.0	GO:0009208
glutamine family amino acid biosynthetic process (GO:0009084)	18	2	0.44	+	4.55	0.0705	1.0	GO:0009084
regulation of phospholipid metabolic process (GO:1903725)	36	4	0.88	+	4.55	0.0112	1.0	GO:1903725
positive regulation of Ras protein signal transduction (GO:0046579)	18	2	0.44	+	4.55	0.0705	1.0	GO:0046579
negative regulation of platelet activation (GO:0010544)	18	2	0.44	+	4.55	0.0705	1.0	GO:0010544
extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	36	4	0.88	+	4.55	0.0112	1.0	GO:0097192
phosphatidylethanolamine metabolic process (GO:0046337)	27	3	0.66	+	4.55	0.0275	1.0	GO:0046337
salivary gland morphogenesis (GO:0007435)	28	3	0.68	+	4.38	0.0302	1.0	GO:0007435
telencephalon glial cell migration (GO:0022030)	28	3	0.68	+	4.38	0.0302	1.0	GO:0022030
neutrophil mediated immunity (GO:0002446)	28	3	0.68	+	4.38	0.0302	1.0	GO:0002446
negative regulation of cAMP/PKA signal transduction (GO:0141162)	28	3	0.68	+	4.38	0.0302	1.0	GO:0141162
membrane raft organization (GO:0031579)	28	3	0.68	+	4.38	0.0302	1.0	GO:0031579
defense response to protozoan (GO:0042832)	28	3	0.68	+	4.38	0.0302	1.0	GO:0042832
focal adhesion assembly (GO:0048041)	28	3	0.68	+	4.38	0.0302	1.0	GO:0048041
branched-chain amino acid metabolic process (GO:0009081)	28	3	0.68	+	4.38	0.0302	1.0	GO:0009081
cerebral cortex radial glia-guided migration (GO:0021801)	28	3	0.68	+	4.38	0.0302	1.0	GO:0021801
regulation of filopodium assembly (GO:0051489)	47	5	1.15	+	4.35	0.00563	1.0	GO:0051489
NLS-bearing protein import into nucleus (GO:0006607)	19	2	0.46	+	4.31	0.0776	1.0	GO:0006607
signal transduction in absence of ligand (GO:0038034)	38	4	0.93	+	4.31	0.0135	1.0	GO:0038034
type B pancreatic cell proliferation (GO:0044342)	19	2	0.46	+	4.31	0.0776	1.0	GO:0044342
pyrimidine nucleoside triphosphate biosynthetic process (GO:0009148)	19	2	0.46	+	4.31	0.0776	1.0	GO:0009148
NAD+ metabolic process (GO:0019674)	38	4	0.93	+	4.31	0.0135	1.0	GO:0019674
keratinocyte proliferation (GO:0043616)	29	3	0.71	+	4.23	0.0331	1.0	GO:0043616
regulation of mast cell degranulation (GO:0043304)	29	3	0.71	+	4.23	0.0331	1.0	GO:0043304
sensory perception of pain (GO:0019233)	68	7	1.66	+	4.21	0.00134	1.0	GO:0019233
positive regulation of adenylate cyclase activity (GO:0045762)	20	2	0.49	+	4.09	0.0848	1.0	GO:0045762
late endosome to lysosome transport (GO:1902774)	20	2	0.49	+	4.09	0.0848	1.0	GO:1902774
acute-phase response (GO:0006953)	40	4	0.98	+	4.09	0.0161	1.0	GO:0006953
purine nucleotide salvage (GO:0032261)	20	2	0.49	+	4.09	0.0848	1.0	GO:0032261
negative regulation of nervous system process (GO:0031645)	20	2	0.49	+	4.09	0.0848	1.0	GO:0031645
regulation of postsynaptic specialization assembly (GO:0099150)	20	2	0.49	+	4.09	0.0848	1.0	GO:0099150
behavioral response to pain (GO:0048266)	20	2	0.49	+	4.09	0.0848	1.0	GO:0048266
detection of stimulus involved in sensory perception of pain (GO:0062149)	30	3	0.73	+	4.09	0.0362	1.0	GO:0062149
female genitalia development (GO:0030540)	20	2	0.49	+	4.09	0.0848	1.0	GO:0030540
positive regulation of macrophage derived foam cell differentiation (GO:0010744)	20	2	0.49	+	4.09	0.0848	1.0	GO:0010744
negative regulation of steroid metabolic process (GO:0045939)	30	3	0.73	+	4.09	0.0362	1.0	GO:0045939
pyridine-containing compound biosynthetic process (GO:0072525)	30	3	0.73	+	4.09	0.0362	1.0	GO:0072525
GPI anchored protein biosynthesis (GO:0180046)	31	3	0.76	+	3.96	0.0393	1.0	GO:0180046
GPI anchor biosynthetic process (GO:0006506)	31	3	0.76	+	3.96	0.0393	1.0	GO:0006506
GPI anchor metabolic process (GO:0006505)	31	3	0.76	+	3.96	0.0393	1.0	GO:0006505
response to protozoan (GO:0001562)	31	3	0.76	+	3.96	0.0393	1.0	GO:0001562
detection of visible light (GO:0009584)	31	3	0.76	+	3.96	0.0393	1.0	GO:0009584
positive regulation of microtubule polymerization (GO:0031116)	31	3	0.76	+	3.96	0.0393	1.0	GO:0031116
glutamine family amino acid metabolic process (GO:0009064)	63	6	1.54	+	3.90	0.00433	1.0	GO:0009064
negative regulation of fatty acid biosynthetic process (GO:0045717)	21	2	0.51	+	3.90	0.0923	1.0	GO:0045717
G protein-coupled acetylcholine receptor signaling pathway (GO:0007213)	21	2	0.51	+	3.90	0.0923	1.0	GO:0007213
TORC1 signaling (GO:0038202)	21	2	0.51	+	3.90	0.0923	1.0	GO:0038202
catecholamine transport (GO:0051937)	21	2	0.51	+	3.90	0.0923	1.0	GO:0051937
basic amino acid transmembrane transport (GO:1990822)	21	2	0.51	+	3.90	0.0923	1.0	GO:1990822
bone maturation (GO:0070977)	21	2	0.51	+	3.90	0.0923	1.0	GO:0070977
nucleosome disassembly (GO:0006337)	21	2	0.51	+	3.90	0.0923	1.0	GO:0006337
detection of temperature stimulus involved in sensory perception of pain (GO:0050965)	21	2	0.51	+	3.90	0.0923	1.0	GO:0050965
alkaloid metabolic process (GO:0009820)	21	2	0.51	+	3.90	0.0923	1.0	GO:0009820
pyrimidine deoxyribonucleotide catabolic process (GO:0009223)	21	2	0.51	+	3.90	0.0923	1.0	GO:0009223
copper ion homeostasis (GO:0055070)	21	2	0.51	+	3.90	0.0923	1.0	GO:0055070
negative regulation of cardiac muscle tissue growth (GO:0055022)	21	2	0.51	+	3.90	0.0923	1.0	GO:0055022
protein localization to cell-cell junction (GO:0150105)	21	2	0.51	+	3.90	0.0923	1.0	GO:0150105
B cell proliferation (GO:0042100)	42	4	1.03	+	3.90	0.019	1.0	GO:0042100
labyrinthine layer blood vessel development (GO:0060716)	21	2	0.51	+	3.90	0.0923	1.0	GO:0060716
negative regulation of heart growth (GO:0061117)	21	2	0.51	+	3.90	0.0923	1.0	GO:0061117
mitochondrial fusion (GO:0008053)	21	2	0.51	+	3.90	0.0923	1.0	GO:0008053
salivary gland development (GO:0007431)	32	3	0.78	+	3.84	0.0426	1.0	GO:0007431
glutamate metabolic process (GO:0006536)	32	3	0.78	+	3.84	0.0426	1.0	GO:0006536
establishment of cell polarity (GO:0030010)	140	13	3.42	+	3.80	4.06e-05	0.598	GO:0030010
purine ribonucleoside metabolic process (GO:0046128)	22	2	0.54	+	3.72	0.0999	1.0	GO:0046128
positive regulation of mitotic sister chromatid separation (GO:1901970)	22	2	0.54	+	3.72	0.0999	1.0	GO:1901970
positive regulation of release of cytochrome c from mitochondria (GO:0090200)	22	2	0.54	+	3.72	0.0999	1.0	GO:0090200
positive regulation of lyase activity (GO:0051349)	22	2	0.54	+	3.72	0.0999	1.0	GO:0051349
relaxation of muscle (GO:0090075)	22	2	0.54	+	3.72	0.0999	1.0	GO:0090075
vascular endothelial cell response to laminar fluid shear stress (GO:0097700)	22	2	0.54	+	3.72	0.0999	1.0	GO:0097700
hippo signaling (GO:0035329)	22	2	0.54	+	3.72	0.0999	1.0	GO:0035329
response to ATP (GO:0033198)	33	3	0.81	+	3.72	0.0461	1.0	GO:0033198
attachment of spindle microtubules to kinetochore (GO:0008608)	33	3	0.81	+	3.72	0.0461	1.0	GO:0008608
bicarbonate transport (GO:0015701)	33	3	0.81	+	3.72	0.0461	1.0	GO:0015701
cellular response to angiotensin (GO:1904385)	33	3	0.81	+	3.72	0.0461	1.0	GO:1904385
regulation of macrophage derived foam cell differentiation (GO:0010743)	33	3	0.81	+	3.72	0.0461	1.0	GO:0010743
establishment or maintenance of apical/basal cell polarity (GO:0035088)	55	5	1.34	+	3.72	0.0109	1.0	GO:0035088
establishment or maintenance of bipolar cell polarity (GO:0061245)	55	5	1.34	+	3.72	0.0109	1.0	GO:0061245
extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)	45	4	1.1	+	3.64	0.0239	1.0	GO:0008625
modified amino acid catabolic process (GO:0042219)	34	3	0.83	+	3.61	0.0496	1.0	GO:0042219
regulation of macrophage differentiation (GO:0045649)	23	2	0.56	+	3.56	0.108	1.0	GO:0045649
protein-DNA complex disassembly (GO:0032986)	23	2	0.56	+	3.56	0.108	1.0	GO:0032986
semaphorin-plexin signaling pathway (GO:0071526)	46	4	1.12	+	3.56	0.0256	1.0	GO:0071526
TOR signaling (GO:0031929)	46	4	1.12	+	3.56	0.0256	1.0	GO:0031929
regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266)	23	2	0.56	+	3.56	0.108	1.0	GO:0090266
regulation of flagellated sperm motility (GO:1901317)	23	2	0.56	+	3.56	0.108	1.0	GO:1901317
cellular response to sterol (GO:0036315)	23	2	0.56	+	3.56	0.108	1.0	GO:0036315
meiotic spindle organization (GO:0000212)	23	2	0.56	+	3.56	0.108	1.0	GO:0000212
polarized epithelial cell differentiation (GO:0030859)	23	2	0.56	+	3.56	0.108	1.0	GO:0030859
branched-chain amino acid catabolic process (GO:0009083)	23	2	0.56	+	3.56	0.108	1.0	GO:0009083
regulation of mitotic spindle checkpoint (GO:1903504)	23	2	0.56	+	3.56	0.108	1.0	GO:1903504
labyrinthine layer morphogenesis (GO:0060713)	23	2	0.56	+	3.56	0.108	1.0	GO:0060713
diol biosynthetic process (GO:0034312)	23	2	0.56	+	3.56	0.108	1.0	GO:0034312
neural crest cell migration (GO:0001755)	58	5	1.42	+	3.53	0.0135	1.0	GO:0001755
ketone biosynthetic process (GO:0042181)	35	3	0.86	+	3.51	0.0534	1.0	GO:0042181
regulation of cAMP/PKA signal transduction (GO:0141161)	47	4	1.15	+	3.48	0.0275	1.0	GO:0141161
phototransduction (GO:0007602)	47	4	1.15	+	3.48	0.0275	1.0	GO:0007602
establishment of spindle localization (GO:0051293)	59	5	1.44	+	3.47	0.0145	1.0	GO:0051293
positive regulation of lamellipodium organization (GO:1902745)	36	3	0.88	+	3.41	0.0572	1.0	GO:1902745
regulation of megakaryocyte differentiation (GO:0045652)	24	2	0.59	+	3.41	0.116	1.0	GO:0045652
NADP+ metabolic process (GO:0006739)	36	3	0.88	+	3.41	0.0572	1.0	GO:0006739
regulation of peptidase activity (GO:0052547)	24	2	0.59	+	3.41	0.116	1.0	GO:0052547
positive regulation of collagen biosynthetic process (GO:0032967)	24	2	0.59	+	3.41	0.116	1.0	GO:0032967
transposable element silencing by heterochromatin formation (GO:0141005)	24	2	0.59	+	3.41	0.116	1.0	GO:0141005
mesenchymal cell migration (GO:0090497)	60	5	1.47	+	3.41	0.0155	1.0	GO:0090497
pyrimidine nucleotide catabolic process (GO:0006244)	24	2	0.59	+	3.41	0.116	1.0	GO:0006244
regulation of spindle checkpoint (GO:0090231)	24	2	0.59	+	3.41	0.116	1.0	GO:0090231
platelet aggregation (GO:0070527)	48	4	1.17	+	3.41	0.0294	1.0	GO:0070527
poly(A)+ mRNA export from nucleus (GO:0016973)	24	2	0.59	+	3.41	0.116	1.0	GO:0016973
regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	24	2	0.59	+	3.41	0.116	1.0	GO:0043567
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)	36	3	0.88	+	3.41	0.0572	1.0	GO:0000288
negative regulation of cell killing (GO:0031342)	36	3	0.88	+	3.41	0.0572	1.0	GO:0031342
positive regulation of cyclase activity (GO:0031281)	24	2	0.59	+	3.41	0.116	1.0	GO:0031281
positive regulation of microtubule polymerization or depolymerization (GO:0031112)	36	3	0.88	+	3.41	0.0572	1.0	GO:0031112
basic amino acid transport (GO:0015802)	24	2	0.59	+	3.41	0.116	1.0	GO:0015802
ribonucleoside metabolic process (GO:0009119)	24	2	0.59	+	3.41	0.116	1.0	GO:0009119
regulation of keratinocyte proliferation (GO:0010837)	48	4	1.17	+	3.41	0.0294	1.0	GO:0010837
glial cell migration (GO:0008347)	48	4	1.17	+	3.41	0.0294	1.0	GO:0008347
positive regulation of smooth muscle cell migration (GO:0014911)	36	3	0.88	+	3.41	0.0572	1.0	GO:0014911
regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	72	6	1.76	+	3.41	0.00829	1.0	GO:0046425
negative regulation of lipid metabolic process (GO:0045833)	109	9	2.66	+	3.38	0.00142	1.0	GO:0045833
negative regulation of calcium ion transport (GO:0051926)	49	4	1.2	+	3.34	0.0315	1.0	GO:0051926
positive regulation of regulated secretory pathway (GO:1903307)	49	4	1.2	+	3.34	0.0315	1.0	GO:1903307
response to growth hormone (GO:0060416)	37	3	0.9	+	3.32	0.0611	1.0	GO:0060416
regulation of collagen biosynthetic process (GO:0032965)	37	3	0.9	+	3.32	0.0611	1.0	GO:0032965
epithelial structure maintenance (GO:0010669)	37	3	0.9	+	3.32	0.0611	1.0	GO:0010669
protein localization to chromosome, centromeric region (GO:0071459)	25	2	0.61	+	3.27	0.124	1.0	GO:0071459
establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	50	4	1.22	+	3.27	0.0336	1.0	GO:0045197
animal organ maturation (GO:0048799)	25	2	0.61	+	3.27	0.124	1.0	GO:0048799
regulation of non-canonical Wnt signaling pathway (GO:2000050)	25	2	0.61	+	3.27	0.124	1.0	GO:2000050
negative regulation of chondrocyte differentiation (GO:0032331)	25	2	0.61	+	3.27	0.124	1.0	GO:0032331
detection of light stimulus involved in sensory perception (GO:0050962)	25	2	0.61	+	3.27	0.124	1.0	GO:0050962
detection of temperature stimulus involved in sensory perception (GO:0050961)	25	2	0.61	+	3.27	0.124	1.0	GO:0050961
detection of light stimulus involved in visual perception (GO:0050908)	25	2	0.61	+	3.27	0.124	1.0	GO:0050908
postsynaptic cytoskeleton organization (GO:0099188)	25	2	0.61	+	3.27	0.124	1.0	GO:0099188
ruffle organization (GO:0031529)	25	2	0.61	+	3.27	0.124	1.0	GO:0031529
positive regulation of leukocyte degranulation (GO:0043302)	25	2	0.61	+	3.27	0.124	1.0	GO:0043302
purine-containing compound salvage (GO:0043101)	25	2	0.61	+	3.27	0.124	1.0	GO:0043101
pyrimidine ribonucleotide biosynthetic process (GO:0009220)	25	2	0.61	+	3.27	0.124	1.0	GO:0009220
positive regulation of collagen metabolic process (GO:0010714)	25	2	0.61	+	3.27	0.124	1.0	GO:0010714
one-carbon compound transport (GO:0019755)	25	2	0.61	+	3.27	0.124	1.0	GO:0019755
regulation of smooth muscle cell migration (GO:0014910)	63	5	1.54	+	3.25	0.0188	1.0	GO:0014910
cerebral cortex radially oriented cell migration (GO:0021799)	38	3	0.93	+	3.23	0.0652	1.0	GO:0021799
phospholipid dephosphorylation (GO:0046839)	38	3	0.93	+	3.23	0.0652	1.0	GO:0046839
phosphatidic acid metabolic process (GO:0046473)	38	3	0.93	+	3.23	0.0652	1.0	GO:0046473
