Term	Ont	N	DE	P.DE	adj_pval	GOID
response to stimulus	BP	8860	52	1.28624871076248e-05	0.0254269750167869	GO:0050896
response to other organism	BP	1535	6	0.459170221878252	1	GO:0051707
biological regulation	BP	12489	66	7.99263643908783e-06	0.0254269750167869	GO:0065007
regulation of response to stress	BP	1408	8	0.124507592903882	1	GO:0080134
defense response to other organism	BP	1218	5	0.430807714421512	1	GO:0098542
defense response to symbiont	BP	1113	4	0.556529749293304	1	GO:0140546
response to oxygen-containing compound	BP	1687	11	0.0356468946376039	1	GO:1901700
xenobiotic metabolic process	BP	125	2	0.0723055252590847	1	GO:0006805
metabolic process	BP	12005	51	0.0504599196684257	1	GO:0008152
response to xenobiotic stimulus	BP	443	3	0.206226123206293	1	GO:0009410
cellular metabolic process	BP	10651	43	0.155333772767639	1	GO:0044237
cellular response to stimulus	BP	7474	40	0.00203173159546096	1	GO:0051716
cellular response to chemical stimulus	BP	2731	16	0.0296397112172206	1	GO:0070887
cellular response to xenobiotic stimulus	BP	193	3	0.0311020017731477	1	GO:0071466
tissue homeostasis	BP	259	2	0.232528908146029	1	GO:0001894
system process	BP	2308	8	0.574364313444744	1	GO:0003008
proteolysis	BP	1609	9	0.114857237731384	1	GO:0006508
lipid metabolic process	BP	1397	5	0.551860109744413	1	GO:0006629
nitrogen compound metabolic process	BP	9959	47	0.00955482343985289	1	GO:0006807
negative regulation of metabolic process	BP	3382	13	0.41632108228219	1	GO:0009892
negative regulation of peptidase activity	BP	132	2	0.0794157906338115	1	GO:0010466
negative regulation of macromolecule metabolic process	BP	3172	12	0.445555060133882	1	GO:0010605
negative regulation of endopeptidase activity	BP	124	2	0.0713076338287981	1	GO:0010951
regulation of metabolic process	BP	7045	26	0.434409123341363	1	GO:0019222
protein metabolic process	BP	4882	27	0.00955643094048971	1	GO:0019538
regulation of proteolysis	BP	599	4	0.161971878357235	1	GO:0030162
homeostatic process	BP	1714	10	0.0805711246269131	1	GO:0042592
negative regulation of catalytic activity	BP	449	5	0.0216049065655948	1	GO:0043086
macromolecule metabolic process	BP	9918	45	0.0245229042043984	1	GO:0043170
negative regulation of molecular function	BP	751	6	0.0501354044770451	1	GO:0044092
primary metabolic process	BP	10443	50	0.00486409333478294	1	GO:0044238
negative regulation of proteolysis	BP	231	2	0.196361166099372	1	GO:0045861
multicellular organismal-level homeostasis	BP	801	5	0.153618222584876	1	GO:0048871
regulation of catalytic activity	BP	1404	9	0.0600337738331643	1	GO:0050790
regulation of nitrogen compound metabolic process	BP	5576	23	0.235068777628341	1	GO:0051171
negative regulation of nitrogen compound metabolic process	BP	2259	10	0.274472905865921	1	GO:0051172
regulation of protein metabolic process	BP	2218	10	0.256210450374876	1	GO:0051246
negative regulation of protein metabolic process	BP	897	4	0.390622814793105	1	GO:0051248
regulation of hydrolase activity	BP	743	5	0.122819392003852	1	GO:0051336
negative regulation of hydrolase activity	BP	204	3	0.0357652536559712	1	GO:0051346
regulation of peptidase activity	BP	303	2	0.289988974070513	1	GO:0052547
regulation of endopeptidase activity	BP	279	2	0.258622937938526	1	GO:0052548
anatomical structure homeostasis	BP	259	2	0.232528908146029	1	GO:0060249
regulation of macromolecule metabolic process	BP	6529	26	0.275170255351942	1	GO:0060255
regulation of molecular function	BP	2028	10	0.178215694297326	1	GO:0065009
organic substance metabolic process	BP	11490	51	0.0220094557829262	1	GO:0071704
regulation of primary metabolic process	BP	5719	24	0.201956584288715	1	GO:0080090
organonitrogen compound metabolic process	BP	5954	34	0.00177016185361375	1	GO:1901564
catabolic process	BP	2655	11	0.334774732947023	1	GO:0009056
positive regulation of metabolic process	BP	3796	18	0.116310048159607	1	GO:0009893
regulation of catabolic process	BP	1114	5	0.357620077858601	1	GO:0009894
positive regulation of catabolic process	BP	624	2	0.649856747954394	1	GO:0009896
regulation of cellular metabolic process	BP	6541	25	0.361709498387627	1	GO:0031323
positive regulation of cellular metabolic process	BP	3422	18	0.053517137872563	1	GO:0031325
regulation of cellular catabolic process	BP	782	3	0.523942625771371	1	GO:0031329
cellular catabolic process	BP	1689	7	0.387338271919138	1	GO:0044248
cellular lipid metabolic process	BP	1018	3	0.70176783816408	1	GO:0044255
glycerolipid metabolic process	BP	398	2	0.411091290580503	1	GO:0046486
positive regulation of cellular process	BP	5834	35	0.000579808163786806	0.653849666302381	GO:0048522
regulation of cellular process	BP	11512	62	1.28528464724144e-05	0.0254269750167869	GO:0050794
organic substance catabolic process	BP	2177	10	0.238401447192239	1	GO:1901575
angiogenesis	BP	624	3	0.378692193521307	1	GO:0001525
blood vessel development	BP	807	3	0.545296999315958	1	GO:0001568
ameboidal-type cell migration	BP	496	2	0.524796142110907	1	GO:0001667
vasculature development	BP	840	3	0.572634396985088	1	GO:0001944
anatomical structure morphogenesis	BP	2751	10	0.510232940688053	1	GO:0009653
cell migration	BP	1612	5	0.679109740352039	1	GO:0016477
regulation of cell migration	BP	1050	4	0.510225974031598	1	GO:0030334
positive regulation of cell migration	BP	580	2	0.610011688992171	1	GO:0030335
tube morphogenesis	BP	957	3	0.661107938617267	1	GO:0035239
tube development	BP	1173	4	0.598433844176355	1	GO:0035295
locomotion	BP	1346	5	0.518436640935726	1	GO:0040011
regulation of locomotion	BP	1151	4	0.5833355623036	1	GO:0040012
positive regulation of locomotion	BP	620	2	0.646370165134507	1	GO:0040017
blood vessel morphogenesis	BP	714	3	0.46332677179535	1	GO:0048514
anatomical structure formation involved in morphogenesis	BP	1270	3	0.831410601367484	1	GO:0048646
cell motility	BP	1827	7	0.4679260359778	1	GO:0048870
regulation of multicellular organismal process	BP	3115	15	0.132348803255202	1	GO:0051239
circulatory system development	BP	1229	3	0.814234628741444	1	GO:0072359
regulation of cell motility	BP	1110	4	0.554375789288965	1	GO:2000145
positive regulation of cell motility	BP	606	2	0.633954130422391	1	GO:2000147
cellular aromatic compound metabolic process	BP	6288	26	0.210531442497156	1	GO:0006725
circadian rhythm	BP	204	4	0.00597770896413472	1	GO:0007623
biosynthetic process	BP	8514	35	0.165407761253495	1	GO:0009058
macromolecule biosynthetic process	BP	7514	30	0.246765140087285	1	GO:0009059
response to radiation	BP	429	3	0.193594572739316	1	GO:0009314
response to light stimulus	BP	319	2	0.31083085529828	1	GO:0009416
response to abiotic stimulus	BP	1131	6	0.210130680919769	1	GO:0009628
photoperiodism	BP	27	2	0.00408793789945994	1	GO:0009648
response to inorganic substance	BP	532	3	0.289936098748473	1	GO:0010035
response to metal ion	BP	359	2	0.362299777915089	1	GO:0010038
response to organonitrogen compound	BP	1033	8	0.0298290491960405	1	GO:0010243
gene expression	BP	7028	25	0.520778944108158	1	GO:0010467
regulation of hormone levels	BP	539	3	0.29667463327438	1	GO:0010817
heterocycle biosynthetic process	BP	4052	18	0.178453350988845	1	GO:0018130
aromatic compound biosynthetic process	BP	4064	18	0.181739746653014	1	GO:0019438
response to insulin	BP	269	2	0.245561141007955	1	GO:0032868
response to cytokine	BP	960	4	0.440781894772633	1	GO:0034097
cellular nitrogen compound metabolic process	BP	6700	28	0.181039157975662	1	GO:0034641
protein modification process	BP	2950	20	0.00311951545478138	1	GO:0036211
macromolecule modification	BP	3181	21	0.00333104012199617	1	GO:0043412
response to peptide hormone	BP	438	4	0.0697344687936885	1	GO:0043434
amide metabolic process	BP	1228	4	0.63475077118273	1	GO:0043603
amide biosynthetic process	BP	907	3	0.62496219423197	1	GO:0043604
cellular biosynthetic process	BP	8376	35	0.139857659823886	1	GO:0044249
cellular nitrogen compound biosynthetic process	BP	4811	20	0.245855381008689	1	GO:0044271
heterocycle metabolic process	BP	6242	26	0.19917043529114	1	GO:0046483
protein maturation	BP	540	2	0.570922971269406	1	GO:0051604
regulation of biological quality	BP	2922	18	0.0133348467755079	1	GO:0065008
cellular response to organic substance	BP	2004	10	0.169273550494564	1	GO:0071310
cellular response to organic cyclic compound	BP	530	2	0.560725026635799	1	GO:0071407
cellular response to organonitrogen compound	BP	620	6	0.0227001535724677	1	GO:0071417
cellular response to endogenous stimulus	BP	1502	12	0.00664145338579687	1	GO:0071495
organic cyclic compound metabolic process	BP	6540	27	0.206402942089202	1	GO:1901360
organic cyclic compound biosynthetic process	BP	4220	19	0.15513491007264	1	GO:1901362
organonitrogen compound biosynthetic process	BP	1794	9	0.182262294297792	1	GO:1901566
organic substance biosynthetic process	BP	8457	35	0.154529945515444	1	GO:1901576
response to peptide	BP	526	5	0.0388146593952705	1	GO:1901652
response to nitrogen compound	BP	1137	8	0.0479810845306978	1	GO:1901698
cellular response to nitrogen compound	BP	691	6	0.0358311241669737	1	GO:1901699
cellular response to oxygen-containing compound	BP	1204	9	0.0265327569401141	1	GO:1901701
nucleobase-containing compound metabolic process	BP	6064	26	0.158462572819229	1	GO:0006139
RNA processing	BP	1336	3	0.856231642873668	1	GO:0006396
translation	BP	743	2	0.741616390127227	1	GO:0006412
peptide metabolic process	BP	938	3	0.647670387666033	1	GO:0006518
amino acid metabolic process	BP	294	6	0.000625561918343139	0.671853500300531	GO:0006520
apoptotic process	BP	1959	14	0.00885952076172725	1	GO:0006915
nervous system development	BP	2535	10	0.405339428079071	1	GO:0007399
central nervous system development	BP	1032	4	0.496613939597773	1	GO:0007417
brain development	BP	732	4	0.259129484440543	1	GO:0007420
cell death	BP	2039	14	0.0123115334086795	1	GO:0008219
regulation of biosynthetic process	BP	5681	22	0.350797223017187	1	GO:0009889
regulation of gene expression	BP	5391	20	0.442060586102242	1	GO:0010468
regulation of macromolecule biosynthetic process	BP	5519	22	0.29836813150376	1	GO:0010556
post-transcriptional regulation of gene expression	BP	1078	3	0.738095912507736	1	GO:0010608
programmed cell death	BP	2035	14	0.0121170672889509	1	GO:0012501
RNA metabolic process	BP	4962	19	0.387552142968086	1	GO:0016070
regulation of cellular biosynthetic process	BP	5650	22	0.340562597572225	1	GO:0031326
regulation of apoptotic process	BP	1504	10	0.0396548846893047	1	GO:0042981
peptide biosynthetic process	BP	772	2	0.760645416957421	1	GO:0043043
negative regulation of apoptotic process	BP	903	8	0.0146628117264032	1	GO:0043066
regulation of programmed cell death	BP	1553	10	0.0475158294796642	1	GO:0043067
negative regulation of programmed cell death	BP	934	8	0.017602930979083	1	GO:0043069
regulation of neuron apoptotic process	BP	244	2	0.213077525074673	1	GO:0043523
negative regulation of cellular process	BP	5421	25	0.0889294655191019	1	GO:0048523
nervous system process	BP	1510	6	0.443418113093154	1	GO:0050877
neuron apoptotic process	BP	292	2	0.275618671453174	1	GO:0051402
head development	BP	781	4	0.29760540704566	1	GO:0060322
nucleic acid metabolic process	BP	5510	23	0.216999010585006	1	GO:0090304
response to hypoxia	BP	310	3	0.0971072596430048	1	GO:0001666
peptide secretion	BP	247	2	0.216955850982203	1	GO:0002790
regulation of peptide secretion	BP	200	2	0.157337767443748	1	GO:0002791
circulatory system process	BP	611	2	0.638426540406866	1	GO:0003013
organic acid metabolic process	BP	933	8	0.0175019227344707	1	GO:0006082
transport	BP	4358	23	0.0286209561910716	1	GO:0006810
dicarboxylic acid transport	BP	98	3	0.00509291780519093	1	GO:0006835
amino acid transport	BP	156	2	0.105289411370777	1	GO:0006865
cell communication	BP	6565	31	0.0442400746712381	1	GO:0007154
signal transduction	BP	5991	28	0.0629867353816397	1	GO:0007165
cell surface receptor signaling pathway	BP	2818	13	0.19276656145992	1	GO:0007166
cell-cell signaling	BP	1709	6	0.564990745339034	1	GO:0007267
chemical synaptic transmission	BP	748	2	0.744985811565216	1	GO:0007268
behavior	BP	655	2	0.675969128635472	1	GO:0007610
blood circulation	BP	526	2	0.556598493557288	1	GO:0008015
protein localization	BP	2496	15	0.0287422715588494	1	GO:0008104
amino acid biosynthetic process	BP	66	2	0.0228546005819346	1	GO:0008652
protein secretion	BP	370	2	0.376224683388359	1	GO:0009306
hormone transport	BP	322	3	0.105723445620133	1	GO:0009914
regulation of signal transduction	BP	3126	11	0.55170626466161	1	GO:0009966
regulation of cell communication	BP	3544	14	0.369288753709837	1	GO:0010646
positive regulation of cell communication	BP	1807	6	0.620243175259724	1	GO:0010647
protein transport	BP	1412	9	0.0617708020956339	1	GO:0015031
organic anion transport	BP	447	4	0.0739210608570404	1	GO:0015711
peptide transport	BP	271	2	0.248171715758884	1	GO:0015833
amine transport	BP	105	2	0.0532727230952077	1	GO:0015837
organic acid transport	BP	355	4	0.0372442643213299	1	GO:0015849
organic acid biosynthetic process	BP	333	4	0.0305146112951659	1	GO:0016053
carboxylic acid metabolic process	BP	904	7	0.0410577487336119	1	GO:0019752
regulation of signaling	BP	3539	14	0.367240193884668	1	GO:0023051
signaling	BP	6473	30	0.0594552116905404	1	GO:0023052
positive regulation of signaling	BP	1808	6	0.620787014523462	1	GO:0023056
signal release	BP	485	3	0.245142471383748	1	GO:0023061
peptide hormone secretion	BP	242	2	0.210495886703626	1	GO:0030072
insulin secretion	BP	200	2	0.157337767443748	1	GO:0030073
monocarboxylic acid metabolic process	BP	635	2	0.659306092104855	1	GO:0032787
regulation of localization	BP	2048	10	0.18583704254106	1	GO:0032879
regulation of protein localization	BP	877	6	0.0902930364882158	1	GO:0032880
secretion by cell	BP	826	5	0.167813306072281	1	GO:0032940
macromolecule localization	BP	2992	17	0.0325370997953401	1	GO:0033036
establishment of protein localization to extracellular region	BP	371	2	0.377484671726613	1	GO:0035592
response to decreased oxygen levels	BP	324	3	0.107188111336897	1	GO:0036293
regulation of membrane potential	BP	446	2	0.468557170626686	1	GO:0042391
amide transport	BP	311	3	0.0978138204509651	1	GO:0042886
oxoacid metabolic process	BP	927	7	0.0459277550477674	1	GO:0043436
regulation of system process	BP	565	4	0.139707031186428	1	GO:0044057
small molecule metabolic process	BP	1814	12	0.0260342239597489	1	GO:0044281
small molecule biosynthetic process	BP	601	5	0.0619058533725152	1	GO:0044283
establishment of protein localization	BP	1693	10	0.0756077424544927	1	GO:0045184
carboxylic acid biosynthetic process	BP	330	4	0.0296578120597919	1	GO:0046394
hormone secretion	BP	311	3	0.0978138204509651	1	GO:0046879
regulation of hormone secretion	BP	254	2	0.226029711936679	1	GO:0046883
secretion	BP	962	6	0.125040327561598	1	GO:0046903
carboxylic acid transport	BP	354	4	0.0369212537542942	1	GO:0046942
regulation of protein secretion	BP	269	2	0.245561141007955	1	GO:0050708
regulation of insulin secretion	BP	167	2	0.117816348404548	1	GO:0050796
regulation of secretion	BP	619	4	0.175643724842458	1	GO:0051046
regulation of transport	BP	1641	8	0.222822307144705	1	GO:0051049
positive regulation of transport	BP	846	3	0.577496830939842	1	GO:0051050
positive regulation of nitrogen compound metabolic process	BP	3071	16	0.07210079467422	1	GO:0051173
localization	BP	5302	30	0.00425058370734046	1	GO:0051179
positive regulation of protein transport	BP	251	2	0.222137016608009	1	GO:0051222
regulation of protein transport	BP	440	5	0.0199995929540948	1	GO:0051223
establishment of localization	BP	4666	24	0.0332600727199305	1	GO:0051234
positive regulation of multicellular organismal process	BP	1686	7	0.385581975660997	1	GO:0051240
cellular localization	BP	3367	20	0.0131930495088897	1	GO:0051641
regulation of amine transport	BP	94	2	0.0437153824598825	1	GO:0051952
regulation of cellular localization	BP	987	7	0.0603366540264028	1	GO:0060341
regulation of establishment of protein localization	BP	537	6	0.0120267555795261	1	GO:0070201
response to oxygen levels	BP	351	3	0.127715005111934	1	GO:0070482
cellular macromolecule localization	BP	2507	15	0.0297376598824006	1	GO:0070727
protein localization to extracellular region	BP	379	2	0.387527042859765	1	GO:0071692
organic substance transport	BP	2360	14	0.0376352169051894	1	GO:0071702
nitrogen compound transport	BP	1896	13	0.0159288373949235	1	GO:0071705
regulation of peptide transport	BP	202	2	0.159809532058284	1	GO:0090087
regulation of peptide hormone secretion	BP	197	2	0.153644282943605	1	GO:0090276
anterograde trans-synaptic signaling	BP	748	2	0.744985811565216	1	GO:0098916
synaptic signaling	BP	779	2	0.765055362740267	1	GO:0099536
trans-synaptic signaling	BP	754	2	0.748980006718355	1	GO:0099537
export from cell	BP	907	5	0.217069384117767	1	GO:0140352
organonitrogen compound catabolic process	BP	1427	7	0.239267994310193	1	GO:1901565
organic hydroxy compound metabolic process	BP	564	4	0.139072109912255	1	GO:1901615
regulation of secretion by cell	BP	564	4	0.139072109912255	1	GO:1903530
positive regulation of protein localization	BP	483	3	0.243260450765873	1	GO:1903829
positive regulation of establishment of protein localization	BP	326	3	0.10866077334233	1	GO:1904951
alcohol metabolic process	BP	371	3	0.143756834980445	1	GO:0006066
organelle organization	BP	3607	16	0.199357105673067	1	GO:0006996
G protein-coupled receptor signaling pathway	BP	1284	5	0.476542597913814	1	GO:0007186
adenylate cyclase-modulating G protein-coupled receptor signaling pathway	BP	248	2	0.21825010601979	1	GO:0007188
adenylate cyclase-activating G protein-coupled receptor signaling pathway	BP	157	2	0.106412428304754	1	GO:0007189
small GTPase-mediated signal transduction	BP	499	3	0.258380918607814	1	GO:0007264
response to bacterium	BP	703	2	0.713291539325653	1	GO:0009617
endomembrane system organization	BP	602	6	0.0199822194156847	1	GO:0010256
cellular component organization	BP	6544	30	0.0671075639735255	1	GO:0016043
vesicle-mediated transport	BP	1536	7	0.298985999039316	1	GO:0016192
endosomal transport	BP	286	3	0.0808049669922238	1	GO:0016197
cellular component assembly	BP	3082	11	0.531948727477572	1	GO:0022607
intracellular signal transduction	BP	2719	15	0.0543126474470674	1	GO:0035556
regulation of protein-containing complex assembly	BP	418	4	0.0608878206596377	1	GO:0043254
protein-containing complex organization	BP	2435	9	0.493757070041941	1	GO:0043933
cellular component biogenesis	BP	3349	12	0.524061534239562	1	GO:0044085
regulation of cellular component biogenesis	BP	987	6	0.136364840845032	1	GO:0044087
positive regulation of cellular component biogenesis	BP	507	3	0.265990908366806	1	GO:0044089
regulation of cell differentiation	BP	1640	9	0.125011845935983	1	GO:0045595
negative regulation of cell differentiation	BP	734	4	0.260680548181829	1	GO:0045596
intracellular transport	BP	1349	9	0.0489516651781589	1	GO:0046907
chemical homeostasis	BP	1032	4	0.496613939597773	1	GO:0048878
regulation of developmental process	BP	2552	14	0.0645089667292006	1	GO:0050793
negative regulation of developmental process	BP	1015	4	0.483619561154079	1	GO:0051093
regulation of cellular component organization	BP	2451	17	0.00525966545060775	1	GO:0051128
positive regulation of cellular component organization	BP	1120	5	0.361846108672074	1	GO:0051130
establishment of localization in cell	BP	1937	11	0.0796374300334338	1	GO:0051649
transmembrane transport	BP	1548	5	0.643794273234382	1	GO:0055085
membrane organization	BP	814	4	0.323931384250222	1	GO:0061024
protein-containing complex assembly	BP	1650	6	0.530044444944451	1	GO:0065003
cellular response to cytokine stimulus	BP	865	2	0.813768290619526	1	GO:0071345
cellular response to lipid	BP	616	2	0.642856578543643	1	GO:0071396
cellular component organization or biogenesis	BP	6753	30	0.0937539119846064	1	GO:0071840
import into cell	BP	935	3	0.645515194461606	1	GO:0098657
intracellular signaling cassette	BP	1912	11	0.0741503379366694	1	GO:0141124
regulation of intracellular signal transduction	BP	1827	7	0.4679260359778	1	GO:1902531
phospholipid metabolic process	BP	381	2	0.390026908333277	1	GO:0006644
phosphorus metabolic process	BP	2576	15	0.0365780638379335	1	GO:0006793
phosphate-containing compound metabolic process	BP	2550	15	0.0338770411369434	1	GO:0006796
lipid biosynthetic process	BP	736	3	0.48331316103277	1	GO:0008610
macromolecule catabolic process	BP	1455	7	0.25422888224024	1	GO:0009057
positive regulation of biosynthetic process	BP	2706	14	0.0938188384723611	1	GO:0009891
positive regulation of macromolecule biosynthetic process	BP	2598	14	0.0725092328188616	1	GO:0010557
positive regulation of macromolecule metabolic process	BP	3488	18	0.0622707900794936	1	GO:0010604
organophosphate metabolic process	BP	1030	5	0.298961138382176	1	GO:0019637
cellular homeostasis	BP	814	4	0.323931384250222	1	GO:0019725
polyol metabolic process	BP	106	3	0.0063302818339784	1	GO:0019751
neurogenesis	BP	1738	9	0.160184808308215	1	GO:0022008
protein catabolic process	BP	992	4	0.465842833651486	1	GO:0030163
positive regulation of cellular biosynthetic process	BP	2685	14	0.0893937198259007	1	GO:0031328
regulation of protein modification process	BP	1243	7	0.149969057346379	1	GO:0031399
regulation of intracellular transport	BP	266	4	0.0147578011865604	1	GO:0032386
cellular anatomical entity morphogenesis	BP	784	4	0.299987989308	1	GO:0032989
gliogenesis	BP	346	2	0.345701321327724	1	GO:0042063
regulation of protein catabolic process	BP	362	2	0.366108983211086	1	GO:0042176
post-translational protein modification	BP	1002	9	0.00901661382534259	1	GO:0043687
alcohol biosynthetic process	BP	140	2	0.0877960719229755	1	GO:0046165
polyol biosynthetic process	BP	59	2	0.018522656357788	1	GO:0046173
cell development	BP	2834	14	0.123762071974047	1	GO:0048468
negative regulation of cellular component organization	BP	747	4	0.27080718384982	1	GO:0051129
positive regulation of protein metabolic process	BP	1245	7	0.150840608099457	1	GO:0051247
intracellular chemical homeostasis	BP	712	3	0.461493633366915	1	GO:0055082
carbohydrate derivative metabolic process	BP	1105	5	0.351285959281335	1	GO:1901135
carbohydrate derivative biosynthetic process	BP	671	4	0.212907341670914	1	GO:1901137
organic hydroxy compound biosynthetic process	BP	247	3	0.0572049859965561	1	GO:1901617
protein localization to cell periphery	BP	355	2	0.357208060534047	1	GO:1990778
glycerophospholipid metabolic process	BP	305	2	0.292598984189856	1	GO:0006650
regulation of phosphate metabolic process	BP	1162	6	0.227639943931785	1	GO:0019220
regulation of phosphorus metabolic process	BP	1163	6	0.228212795642825	1	GO:0051174
organelle assembly	BP	999	3	0.689508898599178	1	GO:0070925
transition metal ion transport	BP	99	2	0.0479731445519254	1	GO:0000041
monoatomic ion transport	BP	1254	4	0.651181415782823	1	GO:0006811
monoatomic cation transport	BP	1040	4	0.50268301168951	1	GO:0006812
intracellular monoatomic ion homeostasis	BP	530	3	0.288013044682066	1	GO:0006873
negative regulation of biosynthetic process	BP	2731	8	0.759442060517848	1	GO:0009890
metal ion transport	BP	887	4	0.382596475237199	1	GO:0030001
intracellular monoatomic cation homeostasis	BP	521	3	0.279373679819326	1	GO:0030003
negative regulation of cellular metabolic process	BP	3126	11	0.55170626466161	1	GO:0031324
monoatomic ion transmembrane transport	BP	1024	2	0.880820550032178	1	GO:0034220
monoatomic ion homeostasis	BP	608	3	0.363309975642331	1	GO:0050801
monoatomic cation homeostasis	BP	598	3	0.353668407416424	1	GO:0055080
monoatomic cation transmembrane transport	BP	846	2	0.803841599457075	1	GO:0098655
inorganic ion transmembrane transport	BP	917	2	0.838702270003949	1	GO:0098660
inorganic cation transmembrane transport	BP	825	2	0.792333003140449	1	GO:0098662
inorganic ion homeostasis	BP	531	2	0.561752439069016	1	GO:0098771
sensory perception	BP	957	4	0.438415276988576	1	GO:0007600
visual perception	BP	219	2	0.181091884848614	1	GO:0007601
sensory perception of light stimulus	BP	223	2	0.186161807373943	1	GO:0050953
detection of stimulus	BP	650	2	0.671865607105451	1	GO:0051606
MAPK cascade	BP	769	6	0.0550262661718944	1	GO:0000165
microtubule cytoskeleton organization	BP	648	2	0.670212617991159	1	GO:0000226
mitotic cell cycle	BP	910	6	0.103073853236615	1	GO:0000278
response to reactive oxygen species	BP	202	2	0.159809532058284	1	GO:0000302
cell morphogenesis	BP	971	5	0.25885147029652	1	GO:0000902
regulation of cell growth	BP	416	3	0.182051758377717	1	GO:0001558
cell activation	BP	1107	3	0.754378255082458	1	GO:0001775
regulation of protein phosphorylation	BP	924	6	0.108771375787858	1	GO:0001932
positive regulation of protein phosphorylation	BP	579	5	0.0544694234050159	1	GO:0001934
cell activation involved in immune response	BP	305	2	0.292598984189856	1	GO:0002263
leukocyte activation involved in immune response	BP	301	2	0.287377935017067	1	GO:0002366
immune system development	BP	197	2	0.153644282943605	1	GO:0002520
DNA metabolic process	BP	1028	5	0.297582546547078	1	GO:0006259
DNA recombination	BP	333	2	0.328970027755045	1	GO:0006310
DNA-templated transcription	BP	3528	14	0.362740829885046	1	GO:0006351
regulation of DNA-templated transcription	BP	3406	14	0.31370021316527	1	GO:0006355
