Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
positive regulation of interferon-beta production (GO:0032728)	41	2	0.21	+	9.65	0.0182	1.0	GO:0032728
positive regulation of protein import into nucleus (GO:0042307)	41	2	0.21	+	9.65	0.0182	1.0	GO:0042307
negative regulation of endothelial cell proliferation (GO:0001937)	42	2	0.21	+	9.42	0.0191	1.0	GO:0001937
triglyceride homeostasis (GO:0070328)	42	2	0.21	+	9.42	0.0191	1.0	GO:0070328
positive regulation of cytokine production involved in immune response (GO:0002720)	85	4	0.43	+	9.31	0.00091	1.0	GO:0002720
positive regulation of nucleocytoplasmic transport (GO:0046824)	64	3	0.32	+	9.28	0.00418	1.0	GO:0046824
acylglycerol homeostasis (GO:0055090)	43	2	0.22	+	9.20	0.02	1.0	GO:0055090
natural killer cell activation (GO:0030101)	65	3	0.33	+	9.13	0.00436	1.0	GO:0030101
regulation of NLRP3 inflammasome complex assembly (GO:1900225)	44	2	0.22	+	8.99	0.0208	1.0	GO:1900225
lipoprotein biosynthetic process (GO:0042158)	44	2	0.22	+	8.99	0.0208	1.0	GO:0042158
sensory perception of pain (GO:0019233)	67	3	0.34	+	8.86	0.00475	1.0	GO:0019233
regulation of calcium ion import (GO:0090279)	45	2	0.23	+	8.79	0.0217	1.0	GO:0090279
regulation of defense response to virus by host (GO:0050691)	45	2	0.23	+	8.79	0.0217	1.0	GO:0050691
response to fungus (GO:0009620)	69	3	0.35	+	8.60	0.00516	0.936	GO:0009620
regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	71	3	0.36	+	8.36	0.00559	0.977	GO:0046425
polyol biosynthetic process (GO:0046173)	48	2	0.24	+	8.25	0.0245	1.0	GO:0046173
type I interferon-mediated signaling pathway (GO:0060337)	48	2	0.24	+	8.25	0.0245	1.0	GO:0060337
regulation of inflammasome-mediated signaling pathway (GO:0141085)	49	2	0.25	+	8.08	0.0255	1.0	GO:0141085
cellular response to type I interferon (GO:0071357)	49	2	0.25	+	8.08	0.0255	1.0	GO:0071357
regulation of cytokine production involved in immune response (GO:0002718)	125	5	0.63	+	7.92	0.000434	1.0	GO:0002718
leukocyte mediated cytotoxicity (GO:0001909)	76	3	0.38	+	7.81	0.00675	1.0	GO:0001909
positive regulation of type I interferon production (GO:0032481)	76	3	0.38	+	7.81	0.00675	1.0	GO:0032481
cellular response to calcium ion (GO:0071277)	77	3	0.39	+	7.71	0.007	1.0	GO:0071277
regulation of gluconeogenesis (GO:0006111)	53	2	0.27	+	7.47	0.0295	1.0	GO:0006111
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	106	4	0.54	+	7.47	0.00206	1.0	GO:0051092
negative regulation of endothelial cell migration (GO:0010596)	54	2	0.27	+	7.33	0.0305	1.0	GO:0010596
mitochondrial translation (GO:0032543)	109	4	0.55	+	7.26	0.00228	1.0	GO:0032543
regulation of receptor signaling pathway via STAT (GO:1904892)	82	3	0.41	+	7.24	0.00832	1.0	GO:1904892
response to amine (GO:0014075)	55	2	0.28	+	7.20	0.0316	1.0	GO:0014075
positive regulation of alpha-beta T cell differentiation (GO:0046638)	55	2	0.28	+	7.20	0.0316	1.0	GO:0046638
negative regulation of myeloid leukocyte differentiation (GO:0002762)	55	2	0.28	+	7.20	0.0316	1.0	GO:0002762
cellular response to lipopolysaccharide (GO:0071222)	197	7	1.0	+	7.03	6.42e-05	0.955	GO:0071222
negative regulation of myeloid cell differentiation (GO:0045638)	85	3	0.43	+	6.98	0.00918	1.0	GO:0045638
negative regulation of protein serine/threonine kinase activity (GO:0071901)	57	2	0.29	+	6.94	0.0337	1.0	GO:0071901
long-term synaptic potentiation (GO:0060291)	57	2	0.29	+	6.94	0.0337	1.0	GO:0060291
response to type I interferon (GO:0034340)	57	2	0.29	+	6.94	0.0337	1.0	GO:0034340
positive regulation of DNA-binding transcription factor activity (GO:0051091)	176	6	0.89	+	6.75	0.000273	0.811	GO:0051091
regulation of interferon-beta production (GO:0032648)	59	2	0.3	+	6.71	0.0359	1.0	GO:0032648
cellular response to molecule of bacterial origin (GO:0071219)	210	7	1.06	+	6.60	9.59e-05	0.713	GO:0071219
positive regulation of calcium-mediated signaling (GO:0050850)	60	2	0.3	+	6.60	0.037	1.0	GO:0050850
embryonic digit morphogenesis (GO:0042733)	60	2	0.3	+	6.60	0.037	1.0	GO:0042733
regulation of protein import into nucleus (GO:0042306)	63	2	0.32	+	6.28	0.0405	1.0	GO:0042306
calcium ion transmembrane import into cytosol (GO:0097553)	95	3	0.48	+	6.25	0.0124	1.0	GO:0097553
interferon-mediated signaling pathway (GO:0140888)	64	2	0.32	+	6.18	0.0416	1.0	GO:0140888
oligosaccharide metabolic process (GO:0009311)	64	2	0.32	+	6.18	0.0416	1.0	GO:0009311
response to ischemia (GO:0002931)	64	2	0.32	+	6.18	0.0416	1.0	GO:0002931
polyol metabolic process (GO:0019751)	97	3	0.49	+	6.12	0.0131	1.0	GO:0019751
positive regulation of interleukin-8 production (GO:0032757)	65	2	0.33	+	6.09	0.0428	1.0	GO:0032757
T cell differentiation in thymus (GO:0033077)	65	2	0.33	+	6.09	0.0428	1.0	GO:0033077
regulation of defense response to virus (GO:0050688)	65	2	0.33	+	6.09	0.0428	1.0	GO:0050688
positive regulation of interleukin-6 production (GO:0032755)	99	3	0.5	+	6.00	0.0139	1.0	GO:0032755
regulation of glucose metabolic process (GO:0010906)	100	3	0.51	+	5.94	0.0142	1.0	GO:0010906
circadian regulation of gene expression (GO:0032922)	67	2	0.34	+	5.91	0.0452	1.0	GO:0032922
antibacterial humoral response (GO:0019731)	67	2	0.34	+	5.91	0.0452	1.0	GO:0019731
positive regulation of response to cytokine stimulus (GO:0060760)	67	2	0.34	+	5.91	0.0452	1.0	GO:0060760
cellular response to biotic stimulus (GO:0071216)	236	7	1.19	+	5.87	0.000197	0.733	GO:0071216
negative regulation of protein secretion (GO:0050709)	68	2	0.34	+	5.82	0.0464	1.0	GO:0050709
negative regulation of epithelial cell proliferation (GO:0050680)	136	4	0.69	+	5.82	0.00504	1.0	GO:0050680
antigen processing and presentation of peptide antigen (GO:0048002)	68	2	0.34	+	5.82	0.0464	1.0	GO:0048002
cell killing (GO:0001906)	176	5	0.89	+	5.62	0.00201	1.0	GO:0001906
positive regulation of tumor necrosis factor production (GO:0032760)	106	3	0.54	+	5.60	0.0166	1.0	GO:0032760
regulation of T cell mediated immunity (GO:0002709)	106	3	0.54	+	5.60	0.0166	1.0	GO:0002709
detection of external stimulus (GO:0009581)	142	4	0.72	+	5.57	0.00586	1.0	GO:0009581
positive regulation of production of molecular mediator of immune response (GO:0002702)	142	4	0.72	+	5.57	0.00586	1.0	GO:0002702
oogenesis (GO:0048477)	107	3	0.54	+	5.55	0.017	1.0	GO:0048477
B cell activation involved in immune response (GO:0002312)	72	2	0.36	+	5.50	0.0514	1.0	GO:0002312
positive regulation of chemokine production (GO:0032722)	72	2	0.36	+	5.50	0.0514	1.0	GO:0032722
detection of abiotic stimulus (GO:0009582)	144	4	0.73	+	5.50	0.00616	1.0	GO:0009582
positive regulation of T cell mediated immunity (GO:0002711)	72	2	0.36	+	5.50	0.0514	1.0	GO:0002711
positive regulation of alpha-beta T cell activation (GO:0046635)	73	2	0.37	+	5.42	0.0527	1.0	GO:0046635
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	110	3	0.56	+	5.40	0.0183	1.0	GO:1903557
neuron migration (GO:0001764)	147	4	0.74	+	5.38	0.00662	1.0	GO:0001764
regulation of osteoclast differentiation (GO:0045670)	74	2	0.37	+	5.35	0.054	1.0	GO:0045670
viral gene expression (GO:0019080)	74	2	0.37	+	5.35	0.054	1.0	GO:0019080
mitochondrial gene expression (GO:0140053)	150	4	0.76	+	5.28	0.0071	1.0	GO:0140053
disruption of cell in another organism (GO:0141061)	114	3	0.58	+	5.21	0.0201	1.0	GO:0141061
killing of cells of another organism (GO:0031640)	114	3	0.58	+	5.21	0.0201	1.0	GO:0031640
positive regulation of inflammatory response (GO:0050729)	153	4	0.77	+	5.17	0.0076	1.0	GO:0050729
lipoprotein metabolic process (GO:0042157)	77	2	0.39	+	5.14	0.0579	1.0	GO:0042157
positive regulation of leukocyte mediated immunity (GO:0002705)	154	4	0.78	+	5.14	0.00777	1.0	GO:0002705
negative regulation of leukocyte differentiation (GO:1902106)	116	3	0.59	+	5.12	0.0211	1.0	GO:1902106
modulation of process of another organism (GO:0035821)	116	3	0.59	+	5.12	0.0211	1.0	GO:0035821
glycosaminoglycan metabolic process (GO:0030203)	78	2	0.39	+	5.07	0.0593	1.0	GO:0030203
disruption of anatomical structure in another organism (GO:0141060)	118	3	0.6	+	5.03	0.022	1.0	GO:0141060
regulation of production of molecular mediator of immune response (GO:0002700)	197	5	1.0	+	5.02	0.00327	1.0	GO:0002700
positive regulation of pattern recognition receptor signaling pathway (GO:0062208)	79	2	0.4	+	5.01	0.0606	1.0	GO:0062208
skin epidermis development (GO:0098773)	119	3	0.6	+	4.99	0.0225	1.0	GO:0098773
regulation of alpha-beta T cell differentiation (GO:0046637)	80	2	0.4	+	4.95	0.062	1.0	GO:0046637
regulation of nucleocytoplasmic transport (GO:0046822)	120	3	0.61	+	4.95	0.023	1.0	GO:0046822
positive regulation of T cell differentiation (GO:0045582)	121	3	0.61	+	4.91	0.0235	1.0	GO:0045582
defense response to Gram-positive bacterium (GO:0050830)	121	3	0.61	+	4.91	0.0235	1.0	GO:0050830
negative regulation of hemopoiesis (GO:1903707)	121	3	0.61	+	4.91	0.0235	1.0	GO:1903707
maintenance of location in cell (GO:0051651)	81	2	0.41	+	4.89	0.0633	1.0	GO:0051651
carbohydrate biosynthetic process (GO:0016051)	123	3	0.62	+	4.83	0.0245	1.0	GO:0016051
response to activity (GO:0014823)	82	2	0.41	+	4.83	0.0647	1.0	GO:0014823
hair follicle development (GO:0001942)	83	2	0.42	+	4.77	0.0661	1.0	GO:0001942
polysaccharide metabolic process (GO:0005976)	83	2	0.42	+	4.77	0.0661	1.0	GO:0005976
cellular response to type II interferon (GO:0071346)	84	2	0.42	+	4.71	0.0675	1.0	GO:0071346
regulation of type I interferon production (GO:0032479)	127	3	0.64	+	4.67	0.0266	1.0	GO:0032479
epithelial to mesenchymal transition (GO:0001837)	85	2	0.43	+	4.66	0.0689	1.0	GO:0001837
regulation of interleukin-8 production (GO:0032677)	85	2	0.43	+	4.66	0.0689	1.0	GO:0032677
regulation of neurotransmitter secretion (GO:0046928)	85	2	0.43	+	4.66	0.0689	1.0	GO:0046928
dorsal/ventral pattern formation (GO:0009953)	86	2	0.43	+	4.60	0.0703	1.0	GO:0009953
hair cycle process (GO:0022405)	87	2	0.44	+	4.55	0.0717	1.0	GO:0022405
molting cycle process (GO:0022404)	87	2	0.44	+	4.55	0.0717	1.0	GO:0022404
regulation of transcription elongation by RNA polymerase II (GO:0034243)	87	2	0.44	+	4.55	0.0717	1.0	GO:0034243
regulation of fibroblast proliferation (GO:0048145)	88	2	0.44	+	4.50	0.0732	1.0	GO:0048145
regulation of smoothened signaling pathway (GO:0008589)	88	2	0.44	+	4.50	0.0732	1.0	GO:0008589
viral process (GO:0016032)	265	6	1.34	+	4.48	0.00228	1.0	GO:0016032
positive regulation of insulin secretion (GO:0032024)	89	2	0.45	+	4.45	0.0746	1.0	GO:0032024
mRNA transport (GO:0051028)	135	3	0.68	+	4.40	0.0311	1.0	GO:0051028
viral life cycle (GO:0019058)	181	4	0.91	+	4.37	0.0135	1.0	GO:0019058
positive regulation of lymphocyte differentiation (GO:0045621)	136	3	0.69	+	4.37	0.0317	1.0	GO:0045621
negative regulation of post-translational protein modification (GO:1901874)	91	2	0.46	+	4.35	0.0775	1.0	GO:1901874
response to calcium ion (GO:0051592)	137	3	0.69	+	4.33	0.0323	1.0	GO:0051592
positive regulation of intracellular transport (GO:0032388)	138	3	0.7	+	4.30	0.0329	1.0	GO:0032388
regulation of smooth muscle cell proliferation (GO:0048660)	138	3	0.7	+	4.30	0.0329	1.0	GO:0048660
maintenance of location (GO:0051235)	92	2	0.46	+	4.30	0.079	1.0	GO:0051235
response to lipopolysaccharide (GO:0032496)	323	7	1.63	+	4.29	0.00127	0.996	GO:0032496
positive regulation of intracellular protein transport (GO:0090316)	93	2	0.47	+	4.26	0.0805	1.0	GO:0090316
biological process involved in symbiotic interaction (GO:0044403)	186	4	0.94	+	4.26	0.0147	1.0	GO:0044403
aminoglycan metabolic process (GO:0006022)	93	2	0.47	+	4.26	0.0805	1.0	GO:0006022
positive regulation of protein localization to nucleus (GO:1900182)	94	2	0.48	+	4.21	0.082	1.0	GO:1900182
regulation of T cell differentiation (GO:0045580)	190	4	0.96	+	4.17	0.0158	1.0	GO:0045580
regulation of chemokine production (GO:0032642)	95	2	0.48	+	4.17	0.0835	1.0	GO:0032642
positive regulation of lipid biosynthetic process (GO:0046889)	95	2	0.48	+	4.17	0.0835	1.0	GO:0046889
alcohol biosynthetic process (GO:0046165)	96	2	0.49	+	4.12	0.085	1.0	GO:0046165
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	193	4	0.98	+	4.10	0.0167	1.0	GO:0070374
regulation of post-translational protein modification (GO:1901873)	242	5	1.22	+	4.09	0.00773	1.0	GO:1901873
cholesterol homeostasis (GO:0042632)	97	2	0.49	+	4.08	0.0865	1.0	GO:0042632
lymphocyte activation involved in immune response (GO:0002285)	146	3	0.74	+	4.07	0.0379	1.0	GO:0002285
regulation of protein ubiquitination (GO:0031396)	195	4	0.99	+	4.06	0.0172	1.0	GO:0031396
response to molecule of bacterial origin (GO:0002237)	343	7	1.73	+	4.04	0.00179	1.0	GO:0002237
sterol homeostasis (GO:0055092)	98	2	0.5	+	4.04	0.088	1.0	GO:0055092
regulation of DNA-templated transcription elongation (GO:0032784)	99	2	0.5	+	4.00	0.0895	1.0	GO:0032784
regulation of calcium-mediated signaling (GO:0050848)	99	2	0.5	+	4.00	0.0895	1.0	GO:0050848
regulation of DNA-binding transcription factor activity (GO:0051090)	297	6	1.5	+	4.00	0.004	1.0	GO:0051090
regulation of carbohydrate biosynthetic process (GO:0043255)	100	2	0.51	+	3.96	0.0911	1.0	GO:0043255
hair cycle (GO:0042633)	100	2	0.51	+	3.96	0.0911	1.0	GO:0042633
molting cycle (GO:0042303)	100	2	0.51	+	3.96	0.0911	1.0	GO:0042303
carbohydrate derivative catabolic process (GO:1901136)	201	4	1.02	+	3.94	0.019	1.0	GO:1901136
positive regulation of small molecule metabolic process (GO:0062013)	151	3	0.76	+	3.93	0.0412	1.0	GO:0062013
defense response to Gram-negative bacterium (GO:0050829)	101	2	0.51	+	3.92	0.0926	1.0	GO:0050829
intracellular receptor signaling pathway (GO:0030522)	203	4	1.03	+	3.90	0.0197	1.0	GO:0030522
positive regulation of protein transport (GO:0051222)	255	5	1.29	+	3.88	0.00956	1.0	GO:0051222
regulation of interleukin-6 production (GO:0032675)	153	3	0.77	+	3.88	0.0426	1.0	GO:0032675
regulation of neurotransmitter transport (GO:0051588)	103	2	0.52	+	3.84	0.0957	1.0	GO:0051588
antigen processing and presentation (GO:0019882)	103	2	0.52	+	3.84	0.0957	1.0	GO:0019882
myeloid leukocyte activation (GO:0002274)	155	3	0.78	+	3.83	0.044	1.0	GO:0002274
regulation of leukocyte mediated immunity (GO:0002703)	259	5	1.31	+	3.82	0.0102	1.0	GO:0002703
locomotory behavior (GO:0007626)	208	4	1.05	+	3.81	0.0213	1.0	GO:0007626
endothelium development (GO:0003158)	105	2	0.53	+	3.77	0.0989	1.0	GO:0003158
regulation of systemic arterial blood pressure (GO:0003073)	107	2	0.54	+	3.70	0.102	1.0	GO:0003073
host-mediated perturbation of symbiont process (GO:0051851)	107	2	0.54	+	3.70	0.102	1.0	GO:0051851
RNA transport (GO:0050658)	161	3	0.81	+	3.69	0.0483	1.0	GO:0050658
nucleic acid transport (GO:0050657)	161	3	0.81	+	3.69	0.0483	1.0	GO:0050657
positive regulation of protein ubiquitination (GO:0031398)	108	2	0.55	+	3.66	0.104	1.0	GO:0031398
response to type II interferon (GO:0034341)	108	2	0.55	+	3.66	0.104	1.0	GO:0034341
establishment of RNA localization (GO:0051236)	163	3	0.82	+	3.64	0.0498	1.0	GO:0051236
female gamete generation (GO:0007292)	166	3	0.84	+	3.58	0.052	1.0	GO:0007292
regulation of lymphocyte differentiation (GO:0045619)	222	4	1.12	+	3.57	0.0262	1.0	GO:0045619
regulation of leukocyte differentiation (GO:1902105)	334	6	1.69	+	3.55	0.00701	1.0	GO:1902105
tissue remodeling (GO:0048771)	112	2	0.57	+	3.53	0.11	1.0	GO:0048771
extracellular matrix organization (GO:0030198)	281	5	1.42	+	3.52	0.0141	1.0	GO:0030198
positive regulation of angiogenesis (GO:0045766)	169	3	0.85	+	3.51	0.0543	1.0	GO:0045766
extracellular structure organization (GO:0043062)	282	5	1.43	+	3.51	0.0143	1.0	GO:0043062
negative regulation of protein kinase activity (GO:0006469)	113	2	0.57	+	3.50	0.112	1.0	GO:0006469
regulation of circadian rhythm (GO:0042752)	113	2	0.57	+	3.50	0.112	1.0	GO:0042752
regulatory ncRNA-mediated gene silencing (GO:0031047)	113	2	0.57	+	3.50	0.112	1.0	GO:0031047
external encapsulating structure organization (GO:0045229)	283	5	1.43	+	3.50	0.0145	1.0	GO:0045229
regulation of secretion by cell (GO:1903530)	566	10	2.86	+	3.50	0.000589	0.973	GO:1903530
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	170	3	0.86	+	3.49	0.0551	1.0	GO:0007189
regulation of tumor necrosis factor production (GO:0032680)	170	3	0.86	+	3.49	0.0551	1.0	GO:0032680
symbiont entry into host (GO:0044409)	114	2	0.58	+	3.47	0.113	1.0	GO:0044409
positive regulation of peptide hormone secretion (GO:0090277)	114	2	0.58	+	3.47	0.113	1.0	GO:0090277
developmental cell growth (GO:0048588)	114	2	0.58	+	3.47	0.113	1.0	GO:0048588
symbiont entry into host cell (GO:0046718)	114	2	0.58	+	3.47	0.113	1.0	GO:0046718
positive regulation of vasculature development (GO:1904018)	172	3	0.87	+	3.45	0.0567	1.0	GO:1904018
phosphatidylinositol biosynthetic process (GO:0006661)	115	2	0.58	+	3.44	0.115	1.0	GO:0006661
negative regulation of protein transport (GO:0051224)	115	2	0.58	+	3.44	0.115	1.0	GO:0051224
positive regulation of calcium ion transport (GO:0051928)	116	2	0.59	+	3.41	0.117	1.0	GO:0051928
cell growth (GO:0016049)	116	2	0.59	+	3.41	0.117	1.0	GO:0016049
positive regulation of peptide secretion (GO:0002793)	116	2	0.59	+	3.41	0.117	1.0	GO:0002793
regulation of tumor necrosis factor superfamily cytokine production (GO:1903555)	175	3	0.88	+	3.39	0.0591	1.0	GO:1903555
regulation of insulin secretion (GO:0050796)	176	3	0.89	+	3.37	0.0599	1.0	GO:0050796
regulation of protein modification by small protein conjugation or removal (GO:1903320)	237	4	1.2	+	3.34	0.0323	1.0	GO:1903320
regulation of carbohydrate metabolic process (GO:0006109)	178	3	0.9	+	3.34	0.0615	1.0	GO:0006109
regulation of nervous system process (GO:0031644)	119	2	0.6	+	3.33	0.122	1.0	GO:0031644
response to estradiol (GO:0032355)	120	2	0.61	+	3.30	0.123	1.0	GO:0032355
innate immune response (GO:0045087)	783	13	3.96	+	3.29	0.000159	0.79	GO:0045087
negative regulation of kinase activity (GO:0033673)	121	2	0.61	+	3.27	0.125	1.0	GO:0033673
regulation of calcium ion transport (GO:0051924)	242	4	1.22	+	3.27	0.0345	1.0	GO:0051924
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	121	2	0.61	+	3.27	0.125	1.0	GO:0061844
cellular response to metal ion (GO:0071248)	182	3	0.92	+	3.26	0.0649	1.0	GO:0071248
regulation of alpha-beta T cell activation (GO:0046634)	122	2	0.62	+	3.24	0.127	1.0	GO:0046634
regulation of secretion (GO:0051046)	620	10	3.13	+	3.19	0.00118	1.0	GO:0051046
regulation of exocytosis (GO:0017157)	186	3	0.94	+	3.19	0.0683	1.0	GO:0017157
carbohydrate catabolic process (GO:0016052)	124	2	0.63	+	3.19	0.13	1.0	GO:0016052
embryonic limb morphogenesis (GO:0030326)	124	2	0.63	+	3.19	0.13	1.0	GO:0030326
embryonic appendage morphogenesis (GO:0035113)	124	2	0.63	+	3.19	0.13	1.0	GO:0035113
RNA localization (GO:0006403)	190	3	0.96	+	3.12	0.0718	1.0	GO:0006403
regulation of myeloid leukocyte differentiation (GO:0002761)	127	2	0.64	+	3.12	0.135	1.0	GO:0002761
negative regulation of protein modification process (GO:0031400)	255	4	1.29	+	3.10	0.0405	1.0	GO:0031400
positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051897)	193	3	0.98	+	3.08	0.0745	1.0	GO:0051897
positive regulation of leukocyte differentiation (GO:1902107)	193	3	0.98	+	3.08	0.0745	1.0	GO:1902107
positive regulation of hemopoiesis (GO:1903708)	193	3	0.98	+	3.08	0.0745	1.0	GO:1903708
regulation of cytoplasmic pattern recognition receptor signaling pathway (GO:0039531)	129	2	0.65	+	3.07	0.139	1.0	GO:0039531
positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)	129	2	0.65	+	3.07	0.139	1.0	GO:0002824
inflammatory response (GO:0006954)	583	9	2.95	+	3.05	0.00279	1.0	GO:0006954
cell-cell junction assembly (GO:0007043)	130	2	0.66	+	3.04	0.14	1.0	GO:0007043
positive regulation of establishment of protein localization (GO:1904951)	325	5	1.64	+	3.04	0.0247	1.0	GO:1904951
translation (GO:0006412)	392	6	1.98	+	3.03	0.0146	1.0	GO:0006412
