Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
positive regulation of triglyceride metabolic process (GO:0090208)	22	2	0.21	+	9.35	0.0191	1.0	GO:0090208
negative regulation of membrane permeability (GO:1905709)	22	2	0.21	+	9.35	0.0191	1.0	GO:1905709
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	33	3	0.32	+	9.35	0.00398	1.0	GO:0042771
phosphatidylglycerol metabolic process (GO:0046471)	33	3	0.32	+	9.35	0.00398	1.0	GO:0046471
acylglycerol catabolic process (GO:0046464)	33	3	0.32	+	9.35	0.00398	1.0	GO:0046464
neutral lipid catabolic process (GO:0046461)	33	3	0.32	+	9.35	0.00398	1.0	GO:0046461
apoptotic process involved in morphogenesis (GO:0060561)	22	2	0.21	+	9.35	0.0191	1.0	GO:0060561
early endosome to late endosome transport (GO:0045022)	24	2	0.23	+	8.58	0.0225	1.0	GO:0045022
maintenance of gastrointestinal epithelium (GO:0030277)	24	2	0.23	+	8.58	0.0225	1.0	GO:0030277
regulation of receptor recycling (GO:0001919)	25	2	0.24	+	8.23	0.0243	1.0	GO:0001919
cell migration involved in sprouting angiogenesis (GO:0002042)	25	2	0.24	+	8.23	0.0243	1.0	GO:0002042
negative regulation of chondrocyte differentiation (GO:0032331)	25	2	0.24	+	8.23	0.0243	1.0	GO:0032331
regulation of cardiac conduction (GO:1903779)	25	2	0.24	+	8.23	0.0243	1.0	GO:1903779
metanephros morphogenesis (GO:0003338)	25	2	0.24	+	8.23	0.0243	1.0	GO:0003338
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	38	3	0.37	+	8.12	0.00594	1.0	GO:0070059
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	38	3	0.37	+	8.12	0.00594	1.0	GO:0000184
prostanoid metabolic process (GO:0006692)	39	3	0.38	+	7.92	0.00639	1.0	GO:0006692
regulation of the force of heart contraction (GO:0002026)	26	2	0.25	+	7.92	0.0262	1.0	GO:0002026
endoplasmic reticulum calcium ion homeostasis (GO:0032469)	26	2	0.25	+	7.92	0.0262	1.0	GO:0032469
stress granule assembly (GO:0034063)	27	2	0.26	+	7.62	0.0281	1.0	GO:0034063
sodium ion import across plasma membrane (GO:0098719)	27	2	0.26	+	7.62	0.0281	1.0	GO:0098719
phosphatidylethanolamine metabolic process (GO:0046337)	27	2	0.26	+	7.62	0.0281	1.0	GO:0046337
salivary gland morphogenesis (GO:0007435)	28	2	0.27	+	7.35	0.0301	1.0	GO:0007435
positive regulation of lipid catabolic process (GO:0050996)	28	2	0.27	+	7.35	0.0301	1.0	GO:0050996
regulation of triglyceride metabolic process (GO:0090207)	43	3	0.42	+	7.18	0.00839	1.0	GO:0090207
protein localization to endoplasmic reticulum (GO:0070972)	29	2	0.28	+	7.10	0.0321	1.0	GO:0070972
vesicle-mediated transport between endosomal compartments (GO:0098927)	29	2	0.28	+	7.10	0.0321	1.0	GO:0098927
photoperiodism (GO:0009648)	29	2	0.28	+	7.10	0.0321	1.0	GO:0009648
negative regulation of biomineral tissue development (GO:0070168)	29	2	0.28	+	7.10	0.0321	1.0	GO:0070168
maintenance of protein localization in organelle (GO:0072595)	45	3	0.44	+	6.86	0.00951	1.0	GO:0072595
arachidonate metabolic process (GO:0019369)	60	4	0.58	+	6.86	0.00276	1.0	GO:0019369
acylglycerol biosynthetic process (GO:0046463)	30	2	0.29	+	6.86	0.0342	1.0	GO:0046463
neutral lipid biosynthetic process (GO:0046460)	30	2	0.29	+	6.86	0.0342	1.0	GO:0046460
heparan sulfate proteoglycan biosynthetic process (GO:0015012)	31	2	0.3	+	6.64	0.0363	1.0	GO:0015012
T cell apoptotic process (GO:0070231)	31	2	0.3	+	6.64	0.0363	1.0	GO:0070231
salivary gland development (GO:0007431)	32	2	0.31	+	6.43	0.0385	1.0	GO:0007431
negative regulation of cardiac muscle hypertrophy (GO:0010614)	32	2	0.31	+	6.43	0.0385	1.0	GO:0010614
negative regulation of cartilage development (GO:0061037)	32	2	0.31	+	6.43	0.0385	1.0	GO:0061037
negative regulation of muscle hypertrophy (GO:0014741)	34	2	0.33	+	6.05	0.043	1.0	GO:0014741
retinol metabolic process (GO:0042572)	52	3	0.51	+	5.94	0.0141	1.0	GO:0042572
D-glucose transmembrane transport (GO:1904659)	35	2	0.34	+	5.88	0.0453	1.0	GO:1904659
apoptotic process involved in development (GO:1902742)	36	2	0.35	+	5.72	0.0477	1.0	GO:1902742
regulation of response to nutrient levels (GO:0032107)	36	2	0.35	+	5.72	0.0477	1.0	GO:0032107
blood vessel endothelial cell migration (GO:0043534)	36	2	0.35	+	5.72	0.0477	1.0	GO:0043534
regulation of phospholipid metabolic process (GO:1903725)	36	2	0.35	+	5.72	0.0477	1.0	GO:1903725
response to gamma radiation (GO:0010332)	54	3	0.52	+	5.72	0.0156	1.0	GO:0010332
unsaturated fatty acid metabolic process (GO:0033559)	109	6	1.06	+	5.66	0.00069	1.0	GO:0033559
prostaglandin metabolic process (GO:0006693)	37	2	0.36	+	5.56	0.0501	1.0	GO:0006693
epithelial structure maintenance (GO:0010669)	37	2	0.36	+	5.56	0.0501	1.0	GO:0010669
cardiac conduction system development (GO:0003161)	37	2	0.36	+	5.56	0.0501	1.0	GO:0003161
regulation of cytoplasmic translation (GO:2000765)	38	2	0.37	+	5.42	0.0526	1.0	GO:2000765
regulation of isotype switching (GO:0045191)	38	2	0.37	+	5.42	0.0526	1.0	GO:0045191
epithelial cell differentiation involved in kidney development (GO:0035850)	38	2	0.37	+	5.42	0.0526	1.0	GO:0035850
positive regulation of morphogenesis of an epithelium (GO:1905332)	38	2	0.37	+	5.42	0.0526	1.0	GO:1905332
glycerolipid catabolic process (GO:0046503)	57	3	0.55	+	5.42	0.018	1.0	GO:0046503
intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	58	3	0.56	+	5.32	0.0189	1.0	GO:0072332
skeletal muscle contraction (GO:0003009)	39	2	0.38	+	5.28	0.0551	1.0	GO:0003009
icosanoid metabolic process (GO:0006690)	117	6	1.14	+	5.28	0.001	1.0	GO:0006690
lymphocyte apoptotic process (GO:0070227)	39	2	0.38	+	5.28	0.0551	1.0	GO:0070227
endocrine pancreas development (GO:0031018)	39	2	0.38	+	5.28	0.0551	1.0	GO:0031018
maintenance of protein location in cell (GO:0032507)	59	3	0.57	+	5.23	0.0197	1.0	GO:0032507
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	79	4	0.77	+	5.21	0.00737	1.0	GO:0008630
acute-phase response (GO:0006953)	40	2	0.39	+	5.15	0.0576	1.0	GO:0006953
regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	40	2	0.39	+	5.15	0.0576	1.0	GO:0090049
chromosome condensation (GO:0030261)	40	2	0.39	+	5.15	0.0576	1.0	GO:0030261
positive regulation of glial cell differentiation (GO:0045687)	41	2	0.4	+	5.02	0.0602	1.0	GO:0045687
blood vessel remodeling (GO:0001974)	41	2	0.4	+	5.02	0.0602	1.0	GO:0001974
intracellular lipid transport (GO:0032365)	41	2	0.4	+	5.02	0.0602	1.0	GO:0032365
positive regulation of nitric oxide metabolic process (GO:1904407)	41	2	0.4	+	5.02	0.0602	1.0	GO:1904407
negative regulation of epithelial to mesenchymal transition (GO:0010719)	41	2	0.4	+	5.02	0.0602	1.0	GO:0010719
positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427)	41	2	0.4	+	5.02	0.0602	1.0	GO:0046427
hexose transmembrane transport (GO:0008645)	42	2	0.41	+	4.90	0.0628	1.0	GO:0008645
cell communication involved in cardiac conduction (GO:0086065)	42	2	0.41	+	4.90	0.0628	1.0	GO:0086065
heparan sulfate proteoglycan metabolic process (GO:0030201)	42	2	0.41	+	4.90	0.0628	1.0	GO:0030201
gland morphogenesis (GO:0022612)	108	5	1.05	+	4.76	0.0041	1.0	GO:0022612
cell fate determination (GO:0001709)	44	2	0.43	+	4.68	0.0681	1.0	GO:0001709
sprouting angiogenesis (GO:0002040)	66	3	0.64	+	4.68	0.0264	1.0	GO:0002040
maintenance of protein location (GO:0045185)	66	3	0.64	+	4.68	0.0264	1.0	GO:0045185
receptor metabolic process (GO:0043112)	44	2	0.43	+	4.68	0.0681	1.0	GO:0043112
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	44	2	0.43	+	4.68	0.0681	1.0	GO:0030330
negative regulation of ossification (GO:0030279)	44	2	0.43	+	4.68	0.0681	1.0	GO:0030279
positive regulation of DNA biosynthetic process (GO:2000573)	45	2	0.44	+	4.57	0.0709	1.0	GO:2000573
regulation of telomere maintenance via telomerase (GO:0032210)	45	2	0.44	+	4.57	0.0709	1.0	GO:0032210
monosaccharide transmembrane transport (GO:0015749)	45	2	0.44	+	4.57	0.0709	1.0	GO:0015749
olefinic compound metabolic process (GO:0120254)	158	7	1.54	+	4.56	0.000913	1.0	GO:0120254
regulation of morphogenesis of an epithelium (GO:1905330)	68	3	0.66	+	4.54	0.0286	1.0	GO:1905330
phosphatidylcholine metabolic process (GO:0046470)	68	3	0.66	+	4.54	0.0286	1.0	GO:0046470
bone remodeling (GO:0046849)	46	2	0.45	+	4.47	0.0736	1.0	GO:0046849
exocrine system development (GO:0035272)	46	2	0.45	+	4.47	0.0736	1.0	GO:0035272
response to fungus (GO:0009620)	70	3	0.68	+	4.41	0.0308	1.0	GO:0009620
unsaturated fatty acid biosynthetic process (GO:0006636)	47	2	0.46	+	4.38	0.0764	1.0	GO:0006636
tissue remodeling (GO:0048771)	119	5	1.16	+	4.32	0.00616	1.0	GO:0048771
positive regulation of receptor signaling pathway via STAT (GO:1904894)	48	2	0.47	+	4.29	0.0793	1.0	GO:1904894
cell differentiation involved in kidney development (GO:0061005)	48	2	0.47	+	4.29	0.0793	1.0	GO:0061005
semi-lunar valve development (GO:1905314)	49	2	0.48	+	4.20	0.0821	1.0	GO:1905314
host-mediated perturbation of viral process (GO:0044788)	75	3	0.73	+	4.12	0.0367	1.0	GO:0044788
DNA-templated transcription elongation (GO:0006354)	50	2	0.49	+	4.12	0.085	1.0	GO:0006354
response to hydrogen peroxide (GO:0042542)	100	4	0.97	+	4.12	0.0165	1.0	GO:0042542
intraciliary transport (GO:0042073)	50	2	0.49	+	4.12	0.085	1.0	GO:0042073
musculoskeletal movement (GO:0050881)	51	2	0.5	+	4.04	0.0879	1.0	GO:0050881
icosanoid biosynthetic process (GO:0046456)	51	2	0.5	+	4.04	0.0879	1.0	GO:0046456
negative regulation of DNA recombination (GO:0045910)	51	2	0.5	+	4.04	0.0879	1.0	GO:0045910
cell junction maintenance (GO:0034331)	51	2	0.5	+	4.04	0.0879	1.0	GO:0034331
maintenance of location in cell (GO:0051651)	77	3	0.75	+	4.01	0.0392	1.0	GO:0051651
acylglycerol metabolic process (GO:0006639)	103	4	1.0	+	4.00	0.0181	1.0	GO:0006639
embryonic limb morphogenesis (GO:0030326)	130	5	1.26	+	3.96	0.00887	1.0	GO:0030326
embryonic appendage morphogenesis (GO:0035113)	130	5	1.26	+	3.96	0.00887	1.0	GO:0035113
proteoglycan biosynthetic process (GO:0030166)	78	3	0.76	+	3.96	0.0404	1.0	GO:0030166
leukocyte apoptotic process (GO:0071887)	52	2	0.51	+	3.96	0.0909	1.0	GO:0071887
neutral lipid metabolic process (GO:0006638)	104	4	1.01	+	3.96	0.0187	1.0	GO:0006638
limb morphogenesis (GO:0035108)	157	6	1.53	+	3.93	0.00439	1.0	GO:0035108
appendage morphogenesis (GO:0035107)	157	6	1.53	+	3.93	0.00439	1.0	GO:0035107
multicellular organismal movement (GO:0050879)	53	2	0.52	+	3.88	0.0939	1.0	GO:0050879
protein sumoylation (GO:0016925)	53	2	0.52	+	3.88	0.0939	1.0	GO:0016925
regulation of telomere maintenance via telomere lengthening (GO:1904356)	53	2	0.52	+	3.88	0.0939	1.0	GO:1904356
sperm-egg recognition (GO:0035036)	53	2	0.52	+	3.88	0.0939	1.0	GO:0035036
axoneme assembly (GO:0035082)	107	4	1.04	+	3.85	0.0206	1.0	GO:0035082
regulation of bone mineralization (GO:0030500)	81	3	0.79	+	3.81	0.0444	1.0	GO:0030500
morphogenesis of an epithelial sheet (GO:0002011)	54	2	0.52	+	3.81	0.0969	1.0	GO:0002011
regulation of chondrocyte differentiation (GO:0032330)	54	2	0.52	+	3.81	0.0969	1.0	GO:0032330
long-chain fatty acid transport (GO:0015909)	54	2	0.52	+	3.81	0.0969	1.0	GO:0015909
positive regulation of TORC1 signaling (GO:1904263)	55	2	0.53	+	3.74	0.0999	1.0	GO:1904263
regulation of morphogenesis of a branching structure (GO:0060688)	55	2	0.53	+	3.74	0.0999	1.0	GO:0060688
endoderm formation (GO:0001706)	56	2	0.54	+	3.68	0.103	1.0	GO:0001706
positive regulation of fibroblast proliferation (GO:0048146)	56	2	0.54	+	3.68	0.103	1.0	GO:0048146
positive regulation of miRNA transcription (GO:1902895)	56	2	0.54	+	3.68	0.103	1.0	GO:1902895
nephron tubule development (GO:0072080)	84	3	0.82	+	3.67	0.0486	1.0	GO:0072080
lens development in camera-type eye (GO:0002088)	84	3	0.82	+	3.67	0.0486	1.0	GO:0002088
regulation of DNA biosynthetic process (GO:2000278)	84	3	0.82	+	3.67	0.0486	1.0	GO:2000278
regulation of animal organ morphogenesis (GO:2000027)	84	3	0.82	+	3.67	0.0486	1.0	GO:2000027
digestive system process (GO:0022600)	84	3	0.82	+	3.67	0.0486	1.0	GO:0022600
endoderm development (GO:0007492)	85	3	0.83	+	3.63	0.05	1.0	GO:0007492
metanephros development (GO:0001656)	85	3	0.83	+	3.63	0.05	1.0	GO:0001656
carbohydrate transmembrane transport (GO:0034219)	57	2	0.55	+	3.61	0.106	1.0	GO:0034219
protein O-linked glycosylation via xylose (GO:0180064)	57	2	0.55	+	3.61	0.106	1.0	GO:0180064
response to estradiol (GO:0032355)	114	4	1.11	+	3.61	0.0252	1.0	GO:0032355
maintenance of location (GO:0051235)	87	3	0.85	+	3.55	0.0529	1.0	GO:0051235
renal system process (GO:0003014)	146	5	1.42	+	3.52	0.0141	1.0	GO:0003014
retinoid metabolic process (GO:0001523)	88	3	0.86	+	3.51	0.0544	1.0	GO:0001523
kidney morphogenesis (GO:0060993)	88	3	0.86	+	3.51	0.0544	1.0	GO:0060993
neuroblast proliferation (GO:0007405)	59	2	0.57	+	3.49	0.112	1.0	GO:0007405
long-chain fatty acid metabolic process (GO:0001676)	118	4	1.15	+	3.49	0.0282	1.0	GO:0001676
regulation of cholesterol transport (GO:0032374)	59	2	0.57	+	3.49	0.112	1.0	GO:0032374
regulation of sterol transport (GO:0032371)	59	2	0.57	+	3.49	0.112	1.0	GO:0032371
defense response to fungus (GO:0050832)	59	2	0.57	+	3.49	0.112	1.0	GO:0050832
nucleosome assembly (GO:0006334)	90	3	0.87	+	3.43	0.0575	1.0	GO:0006334
renal tubule development (GO:0061326)	90	3	0.87	+	3.43	0.0575	1.0	GO:0061326
cell surface receptor signaling pathway via JAK-STAT (GO:0007259)	60	2	0.58	+	3.43	0.115	1.0	GO:0007259
regulatory ncRNA processing (GO:0070918)	60	2	0.58	+	3.43	0.115	1.0	GO:0070918
regulation of cardiac muscle hypertrophy (GO:0010611)	60	2	0.58	+	3.43	0.115	1.0	GO:0010611
actin polymerization or depolymerization (GO:0008154)	60	2	0.58	+	3.43	0.115	1.0	GO:0008154
regulation of extracellular matrix organization (GO:1903053)	61	2	0.59	+	3.37	0.119	1.0	GO:1903053
regulation of mitotic sister chromatid separation (GO:0010965)	61	2	0.59	+	3.37	0.119	1.0	GO:0010965
carbohydrate transport (GO:0008643)	61	2	0.59	+	3.37	0.119	1.0	GO:0008643
diterpenoid metabolic process (GO:0016101)	92	3	0.89	+	3.36	0.0606	1.0	GO:0016101
B cell differentiation (GO:0030183)	123	4	1.2	+	3.35	0.0321	1.0	GO:0030183
positive regulation of miRNA metabolic process (GO:2000630)	62	2	0.6	+	3.32	0.122	1.0	GO:2000630
response to fatty acid (GO:0070542)	62	2	0.6	+	3.32	0.122	1.0	GO:0070542
microtubule polymerization or depolymerization (GO:0031109)	62	2	0.6	+	3.32	0.122	1.0	GO:0031109
regulation of immunoglobulin mediated immune response (GO:0002889)	62	2	0.6	+	3.32	0.122	1.0	GO:0002889
regulation of B cell mediated immunity (GO:0002712)	62	2	0.6	+	3.32	0.122	1.0	GO:0002712
respiratory gaseous exchange by respiratory system (GO:0007585)	62	2	0.6	+	3.32	0.122	1.0	GO:0007585
signal transduction by p53 class mediator (GO:0072331)	94	3	0.91	+	3.28	0.0638	1.0	GO:0072331
primary alcohol metabolic process (GO:0034308)	94	3	0.91	+	3.28	0.0638	1.0	GO:0034308
glutathione metabolic process (GO:0006749)	63	2	0.61	+	3.27	0.125	1.0	GO:0006749
cellular pigmentation (GO:0033059)	63	2	0.61	+	3.27	0.125	1.0	GO:0033059
skeletal muscle cell differentiation (GO:0035914)	63	2	0.61	+	3.27	0.125	1.0	GO:0035914
regulation of muscle hypertrophy (GO:0014743)	63	2	0.61	+	3.27	0.125	1.0	GO:0014743
heart valve morphogenesis (GO:0003179)	63	2	0.61	+	3.27	0.125	1.0	GO:0003179
regulation of nitric oxide metabolic process (GO:0080164)	63	2	0.61	+	3.27	0.125	1.0	GO:0080164
protein O-linked glycosylation (GO:0006493)	158	5	1.54	+	3.26	0.0192	1.0	GO:0006493
neuron cellular homeostasis (GO:0070050)	64	2	0.62	+	3.22	0.128	1.0	GO:0070050
homotypic cell-cell adhesion (GO:0034109)	65	2	0.63	+	3.17	0.132	1.0	GO:0034109
positive regulation of gliogenesis (GO:0014015)	65	2	0.63	+	3.17	0.132	1.0	GO:0014015
regulation of lipid catabolic process (GO:0050994)	65	2	0.63	+	3.17	0.132	1.0	GO:0050994
negative regulation of small GTPase mediated signal transduction (GO:0051058)	65	2	0.63	+	3.17	0.132	1.0	GO:0051058
actin filament bundle organization (GO:0061572)	65	2	0.63	+	3.17	0.132	1.0	GO:0061572
collagen fibril organization (GO:0030199)	65	2	0.63	+	3.17	0.132	1.0	GO:0030199
limb development (GO:0060173)	196	6	1.9	+	3.15	0.0125	1.0	GO:0060173
appendage development (GO:0048736)	196	6	1.9	+	3.15	0.0125	1.0	GO:0048736
regulation of non-canonical NF-kappaB signal transduction (GO:1901222)	98	3	0.95	+	3.15	0.0704	1.0	GO:1901222
nephron tubule morphogenesis (GO:0072078)	66	2	0.64	+	3.12	0.135	1.0	GO:0072078
positive regulation of non-canonical NF-kappaB signal transduction (GO:1901224)	66	2	0.64	+	3.12	0.135	1.0	GO:1901224
endoplasmic reticulum organization (GO:0007029)	100	3	0.97	+	3.09	0.0738	1.0	GO:0007029
retrograde transport, endosome to Golgi (GO:0042147)	100	3	0.97	+	3.09	0.0738	1.0	GO:0042147
regulation of SMAD protein signal transduction (GO:0060390)	67	2	0.65	+	3.07	0.138	1.0	GO:0060390
xenobiotic metabolic process (GO:0006805)	134	4	1.3	+	3.07	0.0419	1.0	GO:0006805
regulation of focal adhesion assembly (GO:0051893)	67	2	0.65	+	3.07	0.138	1.0	GO:0051893
cellular component maintenance (GO:0043954)	67	2	0.65	+	3.07	0.138	1.0	GO:0043954
regulation of cell-substrate junction assembly (GO:0090109)	67	2	0.65	+	3.07	0.138	1.0	GO:0090109
intracellular calcium ion homeostasis (GO:0006874)	202	6	1.96	+	3.06	0.0143	1.0	GO:0006874
hematopoietic progenitor cell differentiation (GO:0002244)	101	3	0.98	+	3.06	0.0756	1.0	GO:0002244
extracellular matrix organization (GO:0030198)	271	8	2.63	+	3.04	0.00514	1.0	GO:0030198
sodium ion transport (GO:0006814)	204	6	1.98	+	3.03	0.0149	1.0	GO:0006814
protein polymerization (GO:0051258)	102	3	0.99	+	3.03	0.0773	1.0	GO:0051258
response to oxidative stress (GO:0006979)	374	11	3.63	+	3.03	0.00113	1.0	GO:0006979
nephron epithelium morphogenesis (GO:0072088)	68	2	0.66	+	3.03	0.142	1.0	GO:0072088
extracellular structure organization (GO:0043062)	272	8	2.64	+	3.03	0.00525	1.0	GO:0043062
external encapsulating structure organization (GO:0045229)	273	8	2.65	+	3.02	0.00536	1.0	GO:0045229
cytosolic transport (GO:0016482)	137	4	1.33	+	3.00	0.0449	1.0	GO:0016482
cellular response to leukemia inhibitory factor (GO:1990830)	103	3	1.0	+	3.00	0.0791	1.0	GO:1990830
regulation of biomineral tissue development (GO:0070167)	103	3	1.0	+	3.00	0.0791	1.0	GO:0070167
regulation of glucose metabolic process (GO:0010906)	103	3	1.0	+	3.00	0.0791	1.0	GO:0010906
negative regulation of autophagy (GO:0010507)	103	3	1.0	+	3.00	0.0791	1.0	GO:0010507
regulation of membrane permeability (GO:0090559)	69	2	0.67	+	2.98	0.145	1.0	GO:0090559
microtubule bundle formation (GO:0001578)	138	4	1.34	+	2.98	0.0459	1.0	GO:0001578
determination of heart left/right asymmetry (GO:0061371)	69	2	0.67	+	2.98	0.145	1.0	GO:0061371
cardiac conduction (GO:0061337)	69	2	0.67	+	2.98	0.145	1.0	GO:0061337
neuromuscular process (GO:0050905)	173	5	1.68	+	2.97	0.0271	1.0	GO:0050905
response to reactive oxygen species (GO:0000302)	173	5	1.68	+	2.97	0.0271	1.0	GO:0000302
nuclear-transcribed mRNA catabolic process (GO:0000956)	104	3	1.01	+	2.97	0.0809	1.0	GO:0000956
regulation of epithelial to mesenchymal transition (GO:0010717)	104	3	1.01	+	2.97	0.0809	1.0	GO:0010717
nephron morphogenesis (GO:0072028)	70	2	0.68	+	2.94	0.148	1.0	GO:0072028
response to leukemia inhibitory factor (GO:1990823)	105	3	1.02	+	2.94	0.0827	1.0	GO:1990823
mitotic DNA damage checkpoint signaling (GO:0044773)	70	2	0.68	+	2.94	0.148	1.0	GO:0044773
negative regulation of protein kinase activity (GO:0006469)	70	2	0.68	+	2.94	0.148	1.0	GO:0006469
regulation of DNA recombination (GO:0000018)	141	4	1.37	+	2.92	0.049	1.0	GO:0000018
negative regulation of canonical Wnt signaling pathway (GO:0090090)	142	4	1.38	+	2.90	0.05	1.0	GO:0090090
renal tubule morphogenesis (GO:0061333)	71	2	0.69	+	2.90	0.152	1.0	GO:0061333
terpenoid metabolic process (GO:0006721)	107	3	1.04	+	2.89	0.0864	1.0	GO:0006721
negative regulation of cellular response to growth factor stimulus (GO:0090288)	107	3	1.04	+	2.89	0.0864	1.0	GO:0090288
camera-type eye morphogenesis (GO:0048593)	143	4	1.39	+	2.88	0.0511	1.0	GO:0048593
regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	72	2	0.7	+	2.86	0.155	1.0	GO:0046425
host-mediated perturbation of symbiont process (GO:0051851)	109	3	1.06	+	2.83	0.0901	1.0	GO:0051851
mitochondrial translation (GO:0032543)	109	3	1.06	+	2.83	0.0901	1.0	GO:0032543
response to toxic substance (GO:0009636)	255	7	2.48	+	2.82	0.0126	1.0	GO:0009636
regulation of glial cell differentiation (GO:0045685)	73	2	0.71	+	2.82	0.158	1.0	GO:0045685
acute inflammatory response (GO:0002526)	73	2	0.71	+	2.82	0.158	1.0	GO:0002526
cell-cell recognition (GO:0009988)	73	2	0.71	+	2.82	0.158	1.0	GO:0009988
positive regulation of telomere maintenance (GO:0032206)	73	2	0.71	+	2.82	0.158	1.0	GO:0032206
purine ribonucleoside diphosphate metabolic process (GO:0009179)	73	2	0.71	+	2.82	0.158	1.0	GO:0009179
purine nucleoside diphosphate metabolic process (GO:0009135)	73	2	0.71	+	2.82	0.158	1.0	GO:0009135
intrinsic apoptotic signaling pathway (GO:0097193)	183	5	1.78	+	2.81	0.0334	1.0	GO:0097193
cerebellum development (GO:0021549)	110	3	1.07	+	2.81	0.092	1.0	GO:0021549
nephron epithelium development (GO:0072009)	110	3	1.07	+	2.81	0.092	1.0	GO:0072009
regulation of telomere maintenance (GO:0032204)	110	3	1.07	+	2.81	0.092	1.0	GO:0032204
pigmentation (GO:0043473)	110	3	1.07	+	2.81	0.092	1.0	GO:0043473
nucleosome organization (GO:0034728)	110	3	1.07	+	2.81	0.092	1.0	GO:0034728
tube formation (GO:0035148)	147	4	1.43	+	2.80	0.0555	1.0	GO:0035148
intracellular iron ion homeostasis (GO:0006879)	74	2	0.72	+	2.78	0.162	1.0	GO:0006879
mitotic DNA integrity checkpoint signaling (GO:0044774)	74	2	0.72	+	2.78	0.162	1.0	GO:0044774
negative regulation of ERK1 and ERK2 cascade (GO:0070373)	74	2	0.72	+	2.78	0.162	1.0	GO:0070373
pancreas development (GO:0031016)	74	2	0.72	+	2.78	0.162	1.0	GO:0031016
regulation of cartilage development (GO:0061035)	74	2	0.72	+	2.78	0.162	1.0	GO:0061035
detoxification (GO:0098754)	149	4	1.45	+	2.76	0.0577	1.0	GO:0098754
cellular detoxification (GO:1990748)	112	3	1.09	+	2.76	0.0959	1.0	GO:1990748
proteoglycan metabolic process (GO:0006029)	112	3	1.09	+	2.76	0.0959	1.0	GO:0006029
