Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
regulation of fibroblast migration (GO:0010762)	39	2	0.38	+	5.25	0.0556	1.0	GO:0010762
chemical synaptic transmission, postsynaptic (GO:0099565)	79	4	0.77	+	5.18	0.0075	1.0	GO:0099565
inner ear receptor cell stereocilium organization (GO:0060122)	40	2	0.39	+	5.12	0.0581	1.0	GO:0060122
regulation of p38MAPK cascade (GO:1900744)	40	2	0.39	+	5.12	0.0581	1.0	GO:1900744
renal absorption (GO:0070293)	40	2	0.39	+	5.12	0.0581	1.0	GO:0070293
tight junction organization (GO:0120193)	61	3	0.6	+	5.04	0.0218	1.0	GO:0120193
modified amino acid transport (GO:0072337)	41	2	0.4	+	4.99	0.0607	1.0	GO:0072337
negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051898)	63	3	0.62	+	4.88	0.0237	1.0	GO:0051898
syncytium formation (GO:0006949)	42	2	0.41	+	4.88	0.0633	1.0	GO:0006949
regulation of hematopoietic progenitor cell differentiation (GO:1901532)	42	2	0.41	+	4.88	0.0633	1.0	GO:1901532
axonemal dynein complex assembly (GO:0070286)	42	2	0.41	+	4.88	0.0633	1.0	GO:0070286
exploration behavior (GO:0035640)	42	2	0.41	+	4.88	0.0633	1.0	GO:0035640
cell communication involved in cardiac conduction (GO:0086065)	42	2	0.41	+	4.88	0.0633	1.0	GO:0086065
positive regulation of peptide hormone secretion (GO:0090277)	127	6	1.24	+	4.84	0.00157	1.0	GO:0090277
response to dexamethasone (GO:0071548)	43	2	0.42	+	4.76	0.066	1.0	GO:0071548
positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774)	43	2	0.42	+	4.76	0.066	1.0	GO:0035774
positive regulation of peptide secretion (GO:0002793)	130	6	1.27	+	4.73	0.00176	1.0	GO:0002793
positive regulation of stem cell proliferation (GO:2000648)	45	2	0.44	+	4.55	0.0715	1.0	GO:2000648
regulation of morphogenesis of an epithelium (GO:1905330)	68	3	0.66	+	4.52	0.0289	1.0	GO:1905330
regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178)	68	3	0.66	+	4.52	0.0289	1.0	GO:0061178
regulation of polysaccharide metabolic process (GO:0032881)	46	2	0.45	+	4.45	0.0743	1.0	GO:0032881
potassium ion import across plasma membrane (GO:1990573)	46	2	0.45	+	4.45	0.0743	1.0	GO:1990573
negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	46	2	0.45	+	4.45	0.0743	1.0	GO:0050858
regulation of macrophage migration (GO:1905521)	46	2	0.45	+	4.45	0.0743	1.0	GO:1905521
feeding behavior (GO:0007631)	93	4	0.91	+	4.40	0.0131	1.0	GO:0007631
excitatory postsynaptic potential (GO:0060079)	70	3	0.68	+	4.39	0.0312	1.0	GO:0060079
regulation of cAMP/PKA signal transduction (GO:0141161)	47	2	0.46	+	4.36	0.0771	1.0	GO:0141161
negative regulation of interleukin-6 production (GO:0032715)	47	2	0.46	+	4.36	0.0771	1.0	GO:0032715
cardiac muscle cell action potential involved in contraction (GO:0086002)	47	2	0.46	+	4.36	0.0771	1.0	GO:0086002
positive regulation of mitotic nuclear division (GO:0045840)	47	2	0.46	+	4.36	0.0771	1.0	GO:0045840
negative regulation of cold-induced thermogenesis (GO:0120163)	48	2	0.47	+	4.27	0.0799	1.0	GO:0120163
neuron maturation (GO:0042551)	48	2	0.47	+	4.27	0.0799	1.0	GO:0042551
regulation of inflammatory response to antigenic stimulus (GO:0002861)	48	2	0.47	+	4.27	0.0799	1.0	GO:0002861
positive regulation of muscle contraction (GO:0045933)	48	2	0.47	+	4.27	0.0799	1.0	GO:0045933
regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	72	3	0.7	+	4.27	0.0335	1.0	GO:0046425
polyol biosynthetic process (GO:0046173)	49	2	0.48	+	4.18	0.0828	1.0	GO:0046173
regulation of Ras protein signal transduction (GO:0046578)	49	2	0.48	+	4.18	0.0828	1.0	GO:0046578
polyol metabolic process (GO:0019751)	99	4	0.97	+	4.14	0.0162	1.0	GO:0019751
establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	50	2	0.49	+	4.10	0.0857	1.0	GO:0045197
bicellular tight junction assembly (GO:0070830)	50	2	0.49	+	4.10	0.0857	1.0	GO:0070830
positive regulation of insulin secretion (GO:0032024)	101	4	0.99	+	4.05	0.0173	1.0	GO:0032024
epithelial cilium movement involved in extracellular fluid movement (GO:0003351)	51	2	0.5	+	4.02	0.0887	1.0	GO:0003351
negative regulation of DNA recombination (GO:0045910)	51	2	0.5	+	4.02	0.0887	1.0	GO:0045910
negative regulation of leukocyte migration (GO:0002686)	51	2	0.5	+	4.02	0.0887	1.0	GO:0002686
body fluid secretion (GO:0007589)	77	3	0.75	+	3.99	0.0396	1.0	GO:0007589
cell-cell junction assembly (GO:0007043)	130	5	1.27	+	3.94	0.00905	1.0	GO:0007043
regulation of antigen receptor-mediated signaling pathway (GO:0050854)	78	3	0.76	+	3.94	0.0409	1.0	GO:0050854
positive regulation of actin filament polymerization (GO:0030838)	52	2	0.51	+	3.94	0.0917	1.0	GO:0030838
macrophage differentiation (GO:0030225)	52	2	0.51	+	3.94	0.0917	1.0	GO:0030225
peptide transport (GO:0015833)	105	4	1.03	+	3.90	0.0197	1.0	GO:0015833
regulation of sequestering of calcium ion (GO:0051282)	133	5	1.3	+	3.85	0.00993	1.0	GO:0051282
extracellular transport (GO:0006858)	54	2	0.53	+	3.79	0.0977	1.0	GO:0006858
phospholipid translocation (GO:0045332)	54	2	0.53	+	3.79	0.0977	1.0	GO:0045332
mitochondrial RNA metabolic process (GO:0000959)	54	2	0.53	+	3.79	0.0977	1.0	GO:0000959
inorganic ion import across plasma membrane (GO:0099587)	108	4	1.05	+	3.79	0.0215	1.0	GO:0099587
inorganic cation import across plasma membrane (GO:0098659)	108	4	1.05	+	3.79	0.0215	1.0	GO:0098659
visual learning (GO:0008542)	54	2	0.53	+	3.79	0.0977	1.0	GO:0008542
positive regulation of hormone secretion (GO:0046887)	164	6	1.6	+	3.75	0.00555	1.0	GO:0046887
inner ear receptor cell development (GO:0060119)	55	2	0.54	+	3.72	0.101	1.0	GO:0060119
cardiac muscle cell contraction (GO:0086003)	55	2	0.54	+	3.72	0.101	1.0	GO:0086003
establishment or maintenance of apical/basal cell polarity (GO:0035088)	55	2	0.54	+	3.72	0.101	1.0	GO:0035088
establishment or maintenance of bipolar cell polarity (GO:0061245)	55	2	0.54	+	3.72	0.101	1.0	GO:0061245
adherens junction organization (GO:0034332)	55	2	0.54	+	3.72	0.101	1.0	GO:0034332
regulation of receptor signaling pathway via STAT (GO:1904892)	83	3	0.81	+	3.70	0.0478	1.0	GO:1904892
mesenchyme morphogenesis (GO:0072132)	56	2	0.55	+	3.66	0.104	1.0	GO:0072132
cellular response to glucocorticoid stimulus (GO:0071385)	56	2	0.55	+	3.66	0.104	1.0	GO:0071385
methylation (GO:0032259)	224	8	2.19	+	3.66	0.00166	1.0	GO:0032259
endothelial cell migration (GO:0043542)	85	3	0.83	+	3.61	0.0506	1.0	GO:0043542
actin-mediated cell contraction (GO:0070252)	85	3	0.83	+	3.61	0.0506	1.0	GO:0070252
ovarian follicle development (GO:0001541)	57	2	0.56	+	3.59	0.107	1.0	GO:0001541
cardiac muscle cell action potential (GO:0086001)	58	2	0.57	+	3.53	0.11	1.0	GO:0086001
cytoskeleton-dependent cytokinesis (GO:0061640)	117	4	1.14	+	3.50	0.0279	1.0	GO:0061640
retinoid metabolic process (GO:0001523)	88	3	0.86	+	3.49	0.0551	1.0	GO:0001523
lipid translocation (GO:0034204)	59	2	0.58	+	3.47	0.113	1.0	GO:0034204
reciprocal meiotic recombination (GO:0007131)	59	2	0.58	+	3.47	0.113	1.0	GO:0007131
reciprocal homologous recombination (GO:0140527)	59	2	0.58	+	3.47	0.113	1.0	GO:0140527
Fc receptor signaling pathway (GO:0038093)	59	2	0.58	+	3.47	0.113	1.0	GO:0038093
apical junction assembly (GO:0043297)	59	2	0.58	+	3.47	0.113	1.0	GO:0043297
cytokinesis (GO:0000910)	119	4	1.16	+	3.44	0.0294	1.0	GO:0000910
regulation of cold-induced thermogenesis (GO:0120161)	150	5	1.47	+	3.41	0.016	1.0	GO:0120161
positive regulation of protein polymerization (GO:0032273)	90	3	0.88	+	3.41	0.0582	1.0	GO:0032273
regulation of T cell receptor signaling pathway (GO:0050856)	60	2	0.59	+	3.41	0.116	1.0	GO:0050856
glomerulus development (GO:0032835)	61	2	0.6	+	3.36	0.12	1.0	GO:0032835
positive regulation of nucleocytoplasmic transport (GO:0046824)	61	2	0.6	+	3.36	0.12	1.0	GO:0046824
regulation of peptide hormone secretion (GO:0090276)	214	7	2.09	+	3.35	0.00517	1.0	GO:0090276
regulation of hormone secretion (GO:0046883)	276	9	2.7	+	3.34	0.00162	1.0	GO:0046883
diterpenoid metabolic process (GO:0016101)	92	3	0.9	+	3.34	0.0613	1.0	GO:0016101
macromolecule methylation (GO:0043414)	123	4	1.2	+	3.33	0.0327	1.0	GO:0043414
endochondral bone morphogenesis (GO:0060350)	62	2	0.61	+	3.30	0.123	1.0	GO:0060350
visual behavior (GO:0007632)	62	2	0.61	+	3.30	0.123	1.0	GO:0007632
positive regulation of endothelial cell proliferation (GO:0001938)	93	3	0.91	+	3.30	0.0629	1.0	GO:0001938
regulation of peptide secretion (GO:0002791)	218	7	2.13	+	3.29	0.00571	1.0	GO:0002791
regulation of peptide transport (GO:0090087)	220	7	2.15	+	3.26	0.00599	1.0	GO:0090087
somitogenesis (GO:0001756)	63	2	0.62	+	3.25	0.126	1.0	GO:0001756
peptide metabolic process (GO:0006518)	63	2	0.62	+	3.25	0.126	1.0	GO:0006518
positive regulation of nuclear division (GO:0051785)	63	2	0.62	+	3.25	0.126	1.0	GO:0051785
translational elongation (GO:0006414)	64	2	0.63	+	3.20	0.129	1.0	GO:0006414
glycogen metabolic process (GO:0005977)	64	2	0.63	+	3.20	0.129	1.0	GO:0005977
response to estrogen (GO:0043627)	64	2	0.63	+	3.20	0.129	1.0	GO:0043627
calcium ion transmembrane import into cytosol (GO:0097553)	96	3	0.94	+	3.20	0.0679	1.0	GO:0097553
regulation of lipid catabolic process (GO:0050994)	65	2	0.63	+	3.15	0.133	1.0	GO:0050994
positive regulation of epithelial cell differentiation (GO:0030858)	65	2	0.63	+	3.15	0.133	1.0	GO:0030858
regulation of binding (GO:0051098)	99	3	0.97	+	3.10	0.073	1.0	GO:0051098
associative learning (GO:0008306)	99	3	0.97	+	3.10	0.073	1.0	GO:0008306
sprouting angiogenesis (GO:0002040)	66	2	0.64	+	3.10	0.136	1.0	GO:0002040
cellular response to corticosteroid stimulus (GO:0071384)	66	2	0.64	+	3.10	0.136	1.0	GO:0071384
glucan metabolic process (GO:0044042)	66	2	0.64	+	3.10	0.136	1.0	GO:0044042
regulation of membrane lipid distribution (GO:0097035)	66	2	0.64	+	3.10	0.136	1.0	GO:0097035
Rho protein signal transduction (GO:0007266)	67	2	0.65	+	3.06	0.139	1.0	GO:0007266
positive regulation of muscle cell differentiation (GO:0051149)	67	2	0.65	+	3.06	0.139	1.0	GO:0051149
homologous recombination (GO:0035825)	67	2	0.65	+	3.06	0.139	1.0	GO:0035825
negative regulation of endocytosis (GO:0045806)	67	2	0.65	+	3.06	0.139	1.0	GO:0045806
positive regulation of cold-induced thermogenesis (GO:0120162)	101	3	0.99	+	3.04	0.0765	1.0	GO:0120162
import across plasma membrane (GO:0098739)	169	5	1.65	+	3.03	0.0253	1.0	GO:0098739
sulfur compound transport (GO:0072348)	68	2	0.66	+	3.01	0.143	1.0	GO:0072348
protein localization to cilium (GO:0061512)	68	2	0.66	+	3.01	0.143	1.0	GO:0061512
cardiac conduction (GO:0061337)	69	2	0.67	+	2.97	0.146	1.0	GO:0061337
inner ear receptor cell differentiation (GO:0060113)	70	2	0.68	+	2.93	0.149	1.0	GO:0060113
negative regulation of hormone secretion (GO:0046888)	70	2	0.68	+	2.93	0.149	1.0	GO:0046888
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	70	2	0.68	+	2.93	0.149	1.0	GO:0042058
terpenoid metabolic process (GO:0006721)	107	3	1.05	+	2.87	0.0874	1.0	GO:0006721
axoneme assembly (GO:0035082)	107	3	1.05	+	2.87	0.0874	1.0	GO:0035082
actin filament-based movement (GO:0030048)	108	3	1.05	+	2.84	0.0893	1.0	GO:0030048
peptidyl-lysine modification (GO:0018205)	109	3	1.06	+	2.82	0.0912	1.0	GO:0018205
regulation of sodium ion transport (GO:0002028)	73	2	0.71	+	2.81	0.16	1.0	GO:0002028
regulation of postsynaptic membrane potential (GO:0060078)	110	3	1.07	+	2.79	0.0931	1.0	GO:0060078
nephron epithelium development (GO:0072009)	110	3	1.07	+	2.79	0.0931	1.0	GO:0072009
mitochondrial gene expression (GO:0140053)	147	4	1.44	+	2.79	0.0563	1.0	GO:0140053
muscle tissue morphogenesis (GO:0060415)	74	2	0.72	+	2.77	0.163	1.0	GO:0060415
biogenic amine metabolic process (GO:0006576)	74	2	0.72	+	2.77	0.163	1.0	GO:0006576
negative regulation of reproductive process (GO:2000242)	74	2	0.72	+	2.77	0.163	1.0	GO:2000242
negative regulation of ERK1 and ERK2 cascade (GO:0070373)	74	2	0.72	+	2.77	0.163	1.0	GO:0070373
negative regulation of angiogenesis (GO:0016525)	111	3	1.08	+	2.77	0.095	1.0	GO:0016525
negative regulation of blood vessel morphogenesis (GO:2000181)	112	3	1.09	+	2.74	0.097	1.0	GO:2000181
CD4-positive, alpha-beta T cell activation (GO:0035710)	75	2	0.73	+	2.73	0.167	1.0	GO:0035710
cell-cell junction organization (GO:0045216)	188	5	1.84	+	2.72	0.0375	1.0	GO:0045216
negative regulation of vasculature development (GO:1901343)	113	3	1.1	+	2.72	0.0989	1.0	GO:1901343
cellular response to mechanical stimulus (GO:0071260)	76	2	0.74	+	2.69	0.17	1.0	GO:0071260
regulation of ERBB signaling pathway (GO:1901184)	76	2	0.74	+	2.69	0.17	1.0	GO:1901184
mechanoreceptor differentiation (GO:0042490)	76	2	0.74	+	2.69	0.17	1.0	GO:0042490
peptide hormone secretion (GO:0030072)	76	2	0.74	+	2.69	0.17	1.0	GO:0030072
amide transport (GO:0042886)	153	4	1.49	+	2.68	0.0633	1.0	GO:0042886
phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0043491)	77	2	0.75	+	2.66	0.173	1.0	GO:0043491
T cell proliferation (GO:0042098)	77	2	0.75	+	2.66	0.173	1.0	GO:0042098
cellular response to ketone (GO:1901655)	116	3	1.13	+	2.65	0.105	1.0	GO:1901655
Ras protein signal transduction (GO:0007265)	78	2	0.76	+	2.63	0.177	1.0	GO:0007265
cellular response to external stimulus (GO:0071496)	78	2	0.76	+	2.63	0.177	1.0	GO:0071496
positive regulation of small GTPase mediated signal transduction (GO:0051057)	78	2	0.76	+	2.63	0.177	1.0	GO:0051057
protein processing (GO:0016485)	196	5	1.91	+	2.61	0.0436	1.0	GO:0016485
Notch signaling pathway (GO:0007219)	118	3	1.15	+	2.60	0.109	1.0	GO:0007219
polysaccharide metabolic process (GO:0005976)	79	2	0.77	+	2.59	0.18	1.0	GO:0005976
endocytic recycling (GO:0032456)	79	2	0.77	+	2.59	0.18	1.0	GO:0032456
energy reserve metabolic process (GO:0006112)	79	2	0.77	+	2.59	0.18	1.0	GO:0006112
regulation of mitotic nuclear division (GO:0007088)	119	3	1.16	+	2.58	0.111	1.0	GO:0007088
tissue remodeling (GO:0048771)	119	3	1.16	+	2.58	0.111	1.0	GO:0048771
lymphocyte proliferation (GO:0046651)	119	3	1.16	+	2.58	0.111	1.0	GO:0046651
regulation of stem cell proliferation (GO:0072091)	80	2	0.78	+	2.56	0.184	1.0	GO:0072091
chemokine-mediated signaling pathway (GO:0070098)	80	2	0.78	+	2.56	0.184	1.0	GO:0070098
somite development (GO:0061053)	80	2	0.78	+	2.56	0.184	1.0	GO:0061053
isoprenoid metabolic process (GO:0006720)	121	3	1.18	+	2.54	0.115	1.0	GO:0006720
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051896)	283	7	2.76	+	2.53	0.0215	1.0	GO:0051896
neural crest cell development (GO:0014032)	81	2	0.79	+	2.53	0.187	1.0	GO:0014032
regulation of viral genome replication (GO:0045069)	81	2	0.79	+	2.53	0.187	1.0	GO:0045069
proteinogenic amino acid catabolic process (GO:0170040)	81	2	0.79	+	2.53	0.187	1.0	GO:0170040
myotube differentiation (GO:0014902)	81	2	0.79	+	2.53	0.187	1.0	GO:0014902
peptide secretion (GO:0002790)	81	2	0.79	+	2.53	0.187	1.0	GO:0002790
mononuclear cell migration (GO:0071674)	122	3	1.19	+	2.52	0.117	1.0	GO:0071674
positive regulation of protein secretion (GO:0050714)	163	4	1.59	+	2.51	0.076	1.0	GO:0050714
phagocytosis (GO:0006909)	164	4	1.6	+	2.50	0.0773	1.0	GO:0006909
mononuclear cell proliferation (GO:0032943)	123	3	1.2	+	2.50	0.119	1.0	GO:0032943
positive regulation of smooth muscle cell proliferation (GO:0048661)	82	2	0.8	+	2.50	0.191	1.0	GO:0048661
muscle organ morphogenesis (GO:0048644)	82	2	0.8	+	2.50	0.191	1.0	GO:0048644
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	82	2	0.8	+	2.50	0.191	1.0	GO:0051279
L-amino acid catabolic process (GO:0170035)	83	2	0.81	+	2.47	0.195	1.0	GO:0170035
regulation of nervous system process (GO:0031644)	125	3	1.22	+	2.46	0.124	1.0	GO:0031644
amine metabolic process (GO:0009308)	84	2	0.82	+	2.44	0.198	1.0	GO:0009308
digestive system process (GO:0022600)	84	2	0.82	+	2.44	0.198	1.0	GO:0022600
negative regulation of secretion (GO:0051048)	170	4	1.66	+	2.41	0.0856	1.0	GO:0051048
myelination (GO:0042552)	128	3	1.25	+	2.40	0.13	1.0	GO:0042552
cardiac muscle contraction (GO:0060048)	86	2	0.84	+	2.38	0.205	1.0	GO:0060048
ureteric bud development (GO:0001657)	86	2	0.84	+	2.38	0.205	1.0	GO:0001657
oligodendrocyte differentiation (GO:0048709)	86	2	0.84	+	2.38	0.205	1.0	GO:0048709
ensheathment of neurons (GO:0007272)	130	3	1.27	+	2.36	0.135	1.0	GO:0007272
axon ensheathment (GO:0008366)	130	3	1.27	+	2.36	0.135	1.0	GO:0008366
cell junction assembly (GO:0034329)	304	7	2.97	+	2.36	0.0302	1.0	GO:0034329
vascular transport (GO:0010232)	87	2	0.85	+	2.35	0.209	1.0	GO:0010232
mesonephric tubule development (GO:0072164)	87	2	0.85	+	2.35	0.209	1.0	GO:0072164
mesonephric epithelium development (GO:0072163)	87	2	0.85	+	2.35	0.209	1.0	GO:0072163
stem cell development (GO:0048864)	87	2	0.85	+	2.35	0.209	1.0	GO:0048864
positive regulation of protein localization to membrane (GO:1905477)	87	2	0.85	+	2.35	0.209	1.0	GO:1905477
transport across blood-brain barrier (GO:0150104)	87	2	0.85	+	2.35	0.209	1.0	GO:0150104
striated muscle contraction (GO:0006941)	131	3	1.28	+	2.34	0.137	1.0	GO:0006941
embryonic heart tube development (GO:0035050)	88	2	0.86	+	2.33	0.212	1.0	GO:0035050
cellular response to hypoxia (GO:0071456)	133	3	1.3	+	2.31	0.141	1.0	GO:0071456
myeloid leukocyte migration (GO:0097529)	133	3	1.3	+	2.31	0.141	1.0	GO:0097529
cellular response to chemokine (GO:1990869)	89	2	0.87	+	2.30	0.216	1.0	GO:1990869
