Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
potassium ion transmembrane transport (GO:0071805)	168	3	0.83	+	3.60	0.0511	1.0	GO:0071805
negative regulation of phosphorus metabolic process (GO:0010563)	168	3	0.83	+	3.60	0.0511	1.0	GO:0010563
negative regulation of phosphate metabolic process (GO:0045936)	168	3	0.83	+	3.60	0.0511	1.0	GO:0045936
regulation of transferase activity (GO:0051338)	284	5	1.41	+	3.55	0.0136	1.0	GO:0051338
mitochondrial membrane organization (GO:0007006)	114	2	0.57	+	3.54	0.11	1.0	GO:0007006
regulation of protein serine/threonine kinase activity (GO:0071900)	115	2	0.57	+	3.51	0.111	1.0	GO:0071900
monocarboxylic acid catabolic process (GO:0072329)	115	2	0.57	+	3.51	0.111	1.0	GO:0072329
positive regulation of cell junction assembly (GO:1901890)	115	2	0.57	+	3.51	0.111	1.0	GO:1901890
cellular response to light stimulus (GO:0071482)	115	2	0.57	+	3.51	0.111	1.0	GO:0071482
gastrulation (GO:0007369)	173	3	0.86	+	3.50	0.0548	1.0	GO:0007369
regulation of mitochondrion organization (GO:0010821)	117	2	0.58	+	3.45	0.115	1.0	GO:0010821
multicellular organism growth (GO:0035264)	117	2	0.58	+	3.45	0.115	1.0	GO:0035264
cellular response to radiation (GO:0071478)	176	3	0.87	+	3.44	0.0572	1.0	GO:0071478
long-chain fatty acid metabolic process (GO:0001676)	118	2	0.58	+	3.42	0.116	1.0	GO:0001676
positive regulation of catalytic activity (GO:0043085)	295	5	1.46	+	3.42	0.0158	1.0	GO:0043085
regulation of hydrolase activity (GO:0051336)	178	3	0.88	+	3.40	0.0587	1.0	GO:0051336
cytokinesis (GO:0000910)	119	2	0.59	+	3.39	0.118	1.0	GO:0000910
regulation of mRNA stability (GO:0043488)	179	3	0.89	+	3.38	0.0595	1.0	GO:0043488
protein localization to cell periphery (GO:1990778)	239	4	1.18	+	3.38	0.0312	1.0	GO:1990778
actomyosin structure organization (GO:0031032)	120	2	0.59	+	3.36	0.119	1.0	GO:0031032
phospholipid biosynthetic process (GO:0008654)	240	4	1.19	+	3.36	0.0316	1.0	GO:0008654
isoprenoid metabolic process (GO:0006720)	121	2	0.6	+	3.33	0.121	1.0	GO:0006720
negative regulation of small molecule metabolic process (GO:0062014)	122	2	0.6	+	3.31	0.123	1.0	GO:0062014
cellular response to metal ion (GO:0071248)	184	3	0.91	+	3.29	0.0636	1.0	GO:0071248
sperm motility (GO:0097722)	184	3	0.91	+	3.29	0.0636	1.0	GO:0097722
flagellated sperm motility (GO:0030317)	184	3	0.91	+	3.29	0.0636	1.0	GO:0030317
formation of primary germ layer (GO:0001704)	124	2	0.61	+	3.25	0.126	1.0	GO:0001704
potassium ion transport (GO:0006813)	187	3	0.93	+	3.24	0.0661	1.0	GO:0006813
regulation of nervous system process (GO:0031644)	125	2	0.62	+	3.23	0.128	1.0	GO:0031644
regulation of cell-matrix adhesion (GO:0001952)	126	2	0.62	+	3.20	0.129	1.0	GO:0001952
regulation of RNA stability (GO:0043487)	192	3	0.95	+	3.15	0.0703	1.0	GO:0043487
glycerophospholipid biosynthetic process (GO:0046474)	193	3	0.96	+	3.14	0.0712	1.0	GO:0046474
cell-cell junction assembly (GO:0007043)	130	2	0.64	+	3.10	0.136	1.0	GO:0007043
intracellular signaling cassette (GO:0141124)	854	13	4.23	+	3.07	0.000304	1.0	GO:0141124
regulation of catalytic activity (GO:0050790)	528	8	2.62	+	3.06	0.00475	1.0	GO:0050790
dephosphorylation (GO:0016311)	132	2	0.65	+	3.06	0.139	1.0	GO:0016311
cilium movement involved in cell motility (GO:0060294)	199	3	0.99	+	3.04	0.0764	1.0	GO:0060294
vesicle-mediated transport to the plasma membrane (GO:0098876)	134	2	0.66	+	3.01	0.143	1.0	GO:0098876
regulation of mRNA catabolic process (GO:0061013)	201	3	1.0	+	3.01	0.0782	1.0	GO:0061013
cilium-dependent cell motility (GO:0060285)	202	3	1.0	+	3.00	0.0791	1.0	GO:0060285
cilium or flagellum-dependent cell motility (GO:0001539)	202	3	1.0	+	3.00	0.0791	1.0	GO:0001539
negative regulation of DNA metabolic process (GO:0051053)	136	2	0.67	+	2.97	0.146	1.0	GO:0051053
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	137	2	0.68	+	2.95	0.148	1.0	GO:0032434
positive regulation of proteolysis (GO:0045862)	206	3	1.02	+	2.94	0.0828	1.0	GO:0045862
regulation of lipid metabolic process (GO:0019216)	345	5	1.71	+	2.92	0.0286	1.0	GO:0019216
positive regulation of lipid metabolic process (GO:0045834)	138	2	0.68	+	2.92	0.15	1.0	GO:0045834
response to calcium ion (GO:0051592)	139	2	0.69	+	2.90	0.151	1.0	GO:0051592
regulation of cell shape (GO:0008360)	140	2	0.69	+	2.88	0.153	1.0	GO:0008360
positive regulation of DNA metabolic process (GO:0051054)	281	4	1.39	+	2.87	0.0512	1.0	GO:0051054
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051896)	283	4	1.4	+	2.85	0.0523	1.0	GO:0051896
ossification (GO:0001503)	286	4	1.42	+	2.82	0.054	1.0	GO:0001503
regulation of ketone metabolic process (GO:0010565)	144	2	0.71	+	2.80	0.16	1.0	GO:0010565
post-transcriptional regulation of gene expression (GO:0010608)	510	7	2.53	+	2.77	0.0135	1.0	GO:0010608
regulation of translation (GO:0006417)	367	5	1.82	+	2.75	0.036	1.0	GO:0006417
positive regulation of synaptic transmission (GO:0050806)	148	2	0.73	+	2.73	0.167	1.0	GO:0050806
positive regulation of transferase activity (GO:0051347)	149	2	0.74	+	2.71	0.169	1.0	GO:0051347
glial cell differentiation (GO:0010001)	224	3	1.11	+	2.70	0.1	1.0	GO:0010001
response to radiation (GO:0009314)	453	6	2.25	+	2.67	0.0253	1.0	GO:0009314
monocarboxylic acid transport (GO:0015718)	151	2	0.75	+	2.67	0.172	1.0	GO:0015718
regulation of proteolysis (GO:0030162)	386	5	1.91	+	2.61	0.0431	1.0	GO:0030162
alcohol metabolic process (GO:0006066)	310	4	1.54	+	2.60	0.0684	1.0	GO:0006066
organic acid catabolic process (GO:0016054)	233	3	1.15	+	2.60	0.109	1.0	GO:0016054
carboxylic acid catabolic process (GO:0046395)	233	3	1.15	+	2.60	0.109	1.0	GO:0046395
blood vessel diameter maintenance (GO:0097746)	157	2	0.78	+	2.57	0.183	1.0	GO:0097746
positive regulation of small molecule metabolic process (GO:0062013)	157	2	0.78	+	2.57	0.183	1.0	GO:0062013
regulation of tube diameter (GO:0035296)	157	2	0.78	+	2.57	0.183	1.0	GO:0035296
regulation of small GTPase mediated signal transduction (GO:0051056)	315	4	1.56	+	2.56	0.0716	1.0	GO:0051056
regulation of lipid localization (GO:1905952)	158	2	0.78	+	2.55	0.185	1.0	GO:1905952
regulation of tube size (GO:0035150)	158	2	0.78	+	2.55	0.185	1.0	GO:0035150
regulation of actin filament-based process (GO:0032970)	398	5	1.97	+	2.53	0.048	1.0	GO:0032970
regulation of epithelial cell differentiation (GO:0030856)	160	2	0.79	+	2.52	0.188	1.0	GO:0030856
regulation of mRNA metabolic process (GO:1903311)	320	4	1.59	+	2.52	0.0749	1.0	GO:1903311
transcription initiation at RNA polymerase II promoter (GO:0006367)	161	2	0.8	+	2.51	0.19	1.0	GO:0006367
protein localization to membrane (GO:0072657)	322	4	1.6	+	2.51	0.0762	1.0	GO:0072657
cilium movement (GO:0003341)	244	3	1.21	+	2.48	0.121	1.0	GO:0003341
plasma membrane organization (GO:0007009)	163	2	0.81	+	2.48	0.194	1.0	GO:0007009
positive regulation of intracellular signal transduction (GO:1902533)	1145	14	5.67	+	2.47	0.00153	1.0	GO:1902533
phagocytosis (GO:0006909)	164	2	0.81	+	2.46	0.195	1.0	GO:0006909
cellular response to nutrient levels (GO:0031669)	246	3	1.22	+	2.46	0.123	1.0	GO:0031669
regulation of DNA metabolic process (GO:0051052)	493	6	2.44	+	2.46	0.036	1.0	GO:0051052
connective tissue development (GO:0061448)	247	3	1.22	+	2.45	0.124	1.0	GO:0061448
epithelial cell differentiation (GO:0030855)	662	8	3.28	+	2.44	0.0171	1.0	GO:0030855
myeloid leukocyte differentiation (GO:0002573)	166	2	0.82	+	2.43	0.199	1.0	GO:0002573
positive regulation of inflammatory response (GO:0050729)	166	2	0.82	+	2.43	0.199	1.0	GO:0050729
response to light stimulus (GO:0009416)	333	4	1.65	+	2.42	0.0838	1.0	GO:0009416
import across plasma membrane (GO:0098739)	169	2	0.84	+	2.39	0.204	1.0	GO:0098739
apoptotic signaling pathway (GO:0097190)	341	4	1.69	+	2.37	0.0896	1.0	GO:0097190
regulation of small molecule metabolic process (GO:0062012)	347	4	1.72	+	2.33	0.094	1.0	GO:0062012
lipid metabolic process (GO:0006629)	1217	14	6.03	+	2.32	0.00269	1.0	GO:0006629
calcium-mediated signaling (GO:0019722)	174	2	0.86	+	2.32	0.213	1.0	GO:0019722
positive regulation of supramolecular fiber organization (GO:1902905)	174	2	0.86	+	2.32	0.213	1.0	GO:1902905
response to metal ion (GO:0010038)	350	4	1.73	+	2.31	0.0963	1.0	GO:0010038
mesenchymal cell differentiation (GO:0048762)	175	2	0.87	+	2.31	0.215	1.0	GO:0048762
positive regulation of protein metabolic process (GO:0051247)	788	9	3.91	+	2.30	0.0163	1.0	GO:0051247
positive regulation of cell cycle process (GO:0090068)	263	3	1.3	+	2.30	0.142	1.0	GO:0090068
regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	176	2	0.87	+	2.29	0.217	1.0	GO:2000058
regulation of actin cytoskeleton organization (GO:0032956)	353	4	1.75	+	2.29	0.0986	1.0	GO:0032956
protein localization to organelle (GO:0033365)	707	8	3.5	+	2.28	0.0243	1.0	GO:0033365
lipid transport (GO:0006869)	354	4	1.75	+	2.28	0.0993	1.0	GO:0006869
lipid localization (GO:0010876)	355	4	1.76	+	2.27	0.1	1.0	GO:0010876
regulation of actin filament organization (GO:0110053)	269	3	1.33	+	2.25	0.149	1.0	GO:0110053
endosomal transport (GO:0016197)	269	3	1.33	+	2.25	0.149	1.0	GO:0016197
transcription by RNA polymerase II (GO:0006366)	449	5	2.23	+	2.25	0.0726	1.0	GO:0006366
organophosphate metabolic process (GO:0019637)	988	11	4.9	+	2.25	0.00978	1.0	GO:0019637
regulation of carbohydrate metabolic process (GO:0006109)	182	2	0.9	+	2.22	0.228	1.0	GO:0006109
cartilage development (GO:0051216)	182	2	0.9	+	2.22	0.228	1.0	GO:0051216
single fertilization (GO:0007338)	183	2	0.91	+	2.21	0.23	1.0	GO:0007338
intrinsic apoptotic signaling pathway (GO:0097193)	183	2	0.91	+	2.21	0.23	1.0	GO:0097193
positive regulation of transmembrane transport (GO:0034764)	184	2	0.91	+	2.19	0.232	1.0	GO:0034764
cell-substrate adhesion (GO:0031589)	185	2	0.92	+	2.18	0.233	1.0	GO:0031589
protein complex oligomerization (GO:0051259)	278	3	1.38	+	2.18	0.16	1.0	GO:0051259
cellular response to starvation (GO:0009267)	186	2	0.92	+	2.17	0.235	1.0	GO:0009267
regulation of cell junction assembly (GO:1901888)	280	3	1.39	+	2.16	0.162	1.0	GO:1901888
negative regulation of cell projection organization (GO:0031345)	187	2	0.93	+	2.16	0.237	1.0	GO:0031345
cell-cell junction organization (GO:0045216)	188	2	0.93	+	2.15	0.239	1.0	GO:0045216
regulation of pattern recognition receptor signaling pathway (GO:0062207)	188	2	0.93	+	2.15	0.239	1.0	GO:0062207
phosphate-containing compound metabolic process (GO:0006796)	1412	15	7.0	+	2.14	0.00471	1.0	GO:0006796
phosphorus metabolic process (GO:0006793)	1415	15	7.01	+	2.14	0.00478	1.0	GO:0006793
gliogenesis (GO:0042063)	283	3	1.4	+	2.14	0.166	1.0	GO:0042063
positive regulation of cytoskeleton organization (GO:0051495)	189	2	0.94	+	2.14	0.241	1.0	GO:0051495
regulation of cell division (GO:0051302)	189	2	0.94	+	2.14	0.241	1.0	GO:0051302
regulation of phosphate metabolic process (GO:0019220)	568	6	2.82	+	2.13	0.0633	1.0	GO:0019220
positive regulation of nervous system development (GO:0051962)	284	3	1.41	+	2.13	0.167	1.0	GO:0051962
regulation of phosphorus metabolic process (GO:0051174)	569	6	2.82	+	2.13	0.0637	1.0	GO:0051174
negative regulation of catabolic process (GO:0009895)	381	4	1.89	+	2.12	0.121	1.0	GO:0009895
organophosphate biosynthetic process (GO:0090407)	572	6	2.83	+	2.12	0.065	1.0	GO:0090407
positive regulation of molecular function (GO:0044093)	480	5	2.38	+	2.10	0.0904	1.0	GO:0044093
regulation of lipid biosynthetic process (GO:0046890)	195	2	0.97	+	2.07	0.252	1.0	GO:0046890
translation (GO:0006412)	391	4	1.94	+	2.06	0.13	1.0	GO:0006412
DNA-templated transcription initiation (GO:0006352)	196	2	0.97	+	2.06	0.254	1.0	GO:0006352
regulation of monoatomic ion transmembrane transport (GO:0034765)	295	3	1.46	+	2.05	0.18	1.0	GO:0034765
regulation of protein metabolic process (GO:0051246)	1479	15	7.33	+	2.05	0.00663	1.0	GO:0051246
membrane organization (GO:0061024)	789	8	3.91	+	2.05	0.0606	1.0	GO:0061024
multicellular organismal-level homeostasis (GO:0048871)	691	7	3.42	+	2.04	0.0864	1.0	GO:0048871
lipid biosynthetic process (GO:0008610)	596	6	2.95	+	2.03	0.0759	1.0	GO:0008610
organophosphate catabolic process (GO:0046434)	199	2	0.99	+	2.03	0.259	1.0	GO:0046434
bone development (GO:0060348)	202	2	1.0	+	2.00	0.265	1.0	GO:0060348
positive regulation of signal transduction (GO:0009967)	1619	16	8.02	+	1.99	0.00818	1.0	GO:0009967
positive regulation of cell communication (GO:0010647)	1822	18	9.03	+	1.99	0.00433	1.0	GO:0010647
