Enrichment FDR	nGenes	Pathway Genes	Fold Enrichment	Pathway	URL	Genes	GOID
0.0904831880726842	36	898	1.83823325939184	GO:0009725 response to hormone 	 http://amigo.geneontology.org/amigo/term/GO:0009725	 NCOA1  PCK2  CSN1S1  PIK3R1  SAFB  GH1  GATA1  MEAK7  PID1  ATP1A1  CITED2  PDK2  OTC  HDAC4  NUCKS1  EPHA8  BCKDHB  FLT3  MYOD1  ATP5F1A  PRKAA2  PGRMC2  GJB2  PRKCE  BSG  ESRRA  ADIPOQ  LBH  GPX1  CTSL  DDX5  FOXA1  APC  NCK1  ME1  GNB1	GO:0009725
0.0904831880726842	11	146	3.45473138056936	GO:0014074 response to purine-containing compound 	 http://amigo.geneontology.org/amigo/term/GO:0014074	 RAPGEF1  RAPGEF2  ADORA2A  RYR2  BCKDHB  GATA1  BSG  ADIPOQ  SLC8A1  CASQ2  P2RY2	GO:0014074
0.0904831880726842	4	15	12.2276553106212	GO:0031000 response to caffeine 	 http://amigo.geneontology.org/amigo/term/GO:0031000	 RYR2  ADORA2A  CASQ2  SLC8A1	GO:0031000
0.0904831880726842	28	630	2.03794255177021	GO:0032870 cellular response to hormone stimulus 	 http://amigo.geneontology.org/amigo/term/GO:0032870	 NCOA1  PCK2  PIK3R1  SAFB  GH1  GATA1  PID1  ATP1A1  PDK2  HDAC4  NUCKS1  EPHA8  FLT3  MYOD1  ATP5F1A  PRKAA2  PGRMC2  GJB2  PRKCE  ESRRA  ADIPOQ  LBH  CTSL  DDX5  FOXA1  APC  NCK1  GNB1	GO:0032870
0.0904831880726842	3	7	19.6515888920699	GO:0038107 nodal signaling pathway involved in determination of left/right asymmetry 	 http://amigo.geneontology.org/amigo/term/GO:0038107	 CER1  DAND5  CITED2	GO:0038107
0.0904831880726842	4	15	12.2276553106212	GO:0048368 lateral mesoderm development 	 http://amigo.geneontology.org/amigo/term/GO:0048368	 CER1  DAND5  BMPR1A  CITED2	GO:0048368
0.0904831880726842	7	56	5.73171342685371	GO:0055078 sodium ion homeostasis 	 http://amigo.geneontology.org/amigo/term/GO:0055078	 ATP1B3  ATP1B2  ATP1A1  SLC8A1  ADORA2A  SCN7A  NPR1	GO:0055078
0.0904831880726842	51	1409	1.65971545646296	GO:0071495 cellular response to endogenous stimulus 	 http://amigo.geneontology.org/amigo/term/GO:0071495	 GNA15  NCOA1  PCK2  BMPR1A  LAMTOR3  BMP2  BMP15  PIK3R1  CER1  SAFB  DAND5  GH1  BRMS1L  GATA1  RAPGEF1  RAPGEF2  PID1  ATP1A1  RYR2  PDK2  HDAC4  NUCKS1  EPHA8  ITGA8  ITGB8  KDM5B  FLT3  MYOD1  KLF16  ATP5F1A  PRKAA2  PGRMC2  CITED2  GJB2  ALK  PRKCE  ESRRA  OR10H4  ADIPOQ  SLC8A1  HRH1  LBH  CTSL  DDX5  CASQ2  FOXA1  APC  CRIM1  NCK1  GNB1  P2RY2	GO:0071495
0.0904831880726842	3	7	19.6515888920699	GO:1900164 nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry 	 http://amigo.geneontology.org/amigo/term/GO:1900164	 CER1  DAND5  CITED2	GO:1900164
0.0904831880726842	61	1752	1.5965046531419	GO:1901700 response to oxygen-containing compound 	 http://amigo.geneontology.org/amigo/term/GO:1901700	 GNA15  CXCL2  PCK2  LAMTOR3  CD80  CSN1S1  PIK3R1  LY6H  S100A14  PDCD1LG2  GPX1  GH1  NCOA1  CX3CL1  HIF1A  RAPGEF1  RAPGEF2  MAN1A1  FOXA1  DEFB118  MEAK7  BCL10  PID1  ATP1A1  IL12A  SLC8A1  PDK2  PAF1  OTC  CASP8  NUCKS1  BCKDHB  ACHE  MTAP  GATA1  EFTUD2  OPRL1  MYOD1  KLF16  HADHB  ILDR2  ATP5F1A  KCNB1  PRKAA2  GJB2  ALK  PRKCE  BSG  ESRRA  OR10H4  ADIPOQ  HRH1  RYR2  IP6K2  APC  MTDH  NCK1  LGALS9  GNB1  ME1  P2RY2	GO:1901700
0.0904831880726842	3	7	19.6515888920699	GO:1904781 positive regulation of protein localization to centrosome 	 http://amigo.geneontology.org/amigo/term/GO:1904781	 BICD1  PARD6A  APC	GO:1904781
0.0991408349582279	4	17	10.7891076270187	GO:0036376 sodium ion export across plasma membrane 	 http://amigo.geneontology.org/amigo/term/GO:0036376	 ATP1B3  ATP1B2  ATP1A1  SLC8A1	GO:0036376
0.109376255716315	14	227	2.82798195509963	GO:0002064 epithelial cell development 	 http://amigo.geneontology.org/amigo/term/GO:0002064	 F2RL1  B4GALT1  HIF1A  GATA1  PLOD3  FOXA1  BMP15  FZD5  ADIPOQ  GPX1  RHEB  RAPGEF1  RAPGEF2  ABI2	GO:0002064
0.109376255716315	3	8	17.1951402805611	GO:0003140 determination of left/right asymmetry in lateral mesoderm 	 http://amigo.geneontology.org/amigo/term/GO:0003140	 CER1  DAND5  CITED2	GO:0003140
0.109376255716315	5	31	7.3957592604564	GO:0070977 bone maturation 	 http://amigo.geneontology.org/amigo/term/GO:0070977	 SEMA4D  BMP2  GH1  PLXNB1  DCHS1	GO:0070977
0.119328964805797	17	315	2.47464452714954	GO:0051047 positive regulation of secretion 	 http://amigo.geneontology.org/amigo/term/GO:0051047	 F2RL1  BSG  KLRC2  HIF1A  PCK2  GATA1  PARD6A  OPRL1  BMP2  ADORA2A  KCNB1  CACNB2  PRKCE  P2RY2  FRMD4A  ACHE  NPR1	GO:0051047
0.119746239385377	8	88	4.1685188558936	GO:0031424 keratinization 	 http://amigo.geneontology.org/amigo/term/GO:0031424	 KRT85  KRT82  PPL  LCE3D  LCE5A  LCE2C  KRTAP6-3  LCE6A	GO:0031424
0.119746239385377	35	892	1.79919255551462	GO:0032880 regulation of protein localization 	 http://amigo.geneontology.org/amigo/term/GO:0032880	 NPEPPS  FZD5  ENTR1  GPC2  MEAK7  PIK3R1  PID1  RAB11FIP1  KCNB1  SEPTIN8  BSG  ADIPOQ  EIPR1  HIF1A  PCK2  PARD6A  CCNE1  NEDD9  ADORA2A  CELSR2  OAZ3  FRMD4A  PRKAA2  F2RL1  PKIA  PRKCE  SHISA6  BICD1  IL12A  NDFIP2  ERGIC3  APC  HDAC8  BYSL  ACHE	GO:0032880
0.119746239385377	4	19	9.65341208733256	GO:0038092 nodal signaling pathway 	 http://amigo.geneontology.org/amigo/term/GO:0038092	 CER1  DAND5  CITED2  NOMO3	GO:0038092
0.123943970498372	135	4821	1.28401794254346	GO:0042221 response to chemical 	 http://amigo.geneontology.org/amigo/term/GO:0042221	 CX3CL1  GNA15  EPHA8  CXCL2  BCKDHB  NCOA1  HIF1A  PCK2  BMPR1A  LAMTOR3  CD80  FLT3  CNTFR  BMP2  CSN1S1  MTUS1  BMP15  AOC3  PIK3R1  CER1  SERP2  NCK1  SAFB  CXCR1  PLXNB1  GAP43  BSG  LY6H  DAND5  CCR4  CNTN2  MT1X  SEMA4D  S100A14  PDCD1LG2  MT1H  GPX1  CYP2A6  GH1  BRMS1L  GATA1  C5  RAPGEF1  RAPGEF2  MAN1A1  ANXA11  ADORA2A  FOXA1  ACTN4  DEFB118  MEAK7  NPEPPS  BCL10  PID1  FZD5  ATP1A1  F2RL1  CITED2  IL12A  LGALS9  IL17RA  ADIPOQ  SLC8A1  RYR2  GPR52  CRIP1  CD300H  PDK2  PAF1  OTC  CASP8  HDAC4  NUCKS1  ITGA8  ACHE  MTAP  RNMT  ITGB8  LHX2  EFTUD2  NEDD9  RPL24  KDM5B  CHRNB4  PRXL2A  AMELX  OPRL1  MYOD1  KLF16  HADHB  ILDR2  ATP5F1A  KCNB1  PRKAA2  PGRMC2  MELK  GJB2  NKIRAS2  PLA2G4F  ARL13B  ALK  PRKCE  OR4X2  ESRRA  OR10H4  OR2G3  OR9A2  OR4A15  OR4F6  OR51M1  OR4C46  GJB4  HRH1  OR1S2  OR2M2  OR2J3  LBH  OR52B4  OR6V1  SELENOP  OR51G1  CTSL  IP6K2  DDX5  CASQ2  APC  MTDH  CRIM1  CHRNB1  ATP6V0A2  ME1  GNB1  NIBAN2  FEZ2  P2RY2	GO:0042221
0.123943970498372	130	4617	1.29109420921114	GO:0048731 system development 	 http://amigo.geneontology.org/amigo/term/GO:0048731	 CDKL3  CD79B  CASP8  EPHA8  PCK2  LHX2  AKNA  FLT3  BTBD2  APC  NLGN4X  CER1  BEND6  CD8A  CLSTN2  PLXNB1  ALK  GAP43  BSG  DAND5  CNTN2  SEMA4D  ANHX  HIF1A  BMPR1A  PIK3R1  BRD7  BPTF  CX3CL1  PAF1  GATA1  RAPGEF2  PRXL2A  BMP2  MTDH  F2RL1  LGALS9  ADIPOQ  GH1  CIAPIN1  OTC  JADE2  PREX2  HEXB  NGEF  HDAC4  NFKB2  ITGA8  GNB1  NCOA1  B4GALT1  ACHE  PHGDH  ARHGEF10  GYS1  SLC17A7  ITGB8  PLOD3  RHEB  C5  RAPGEF1  NEDD9  RBM24  MDFI  RPL24  KDM5B  GNA13  KIAA1217  ADORA2A  ORMDL1  HOXD10  ATP1B2  FOXA1  BMP15  ELP3  CEMIP2  ABI2  PCDH10  BCL10  CELSR2  PCDH15  NCAM2  GRHL3  NCK1  KCNB1  FZD5  CITED2  GJB2  CLEC1B  DCHS1  ANPEP  NKIRAS2  ARL13B  GJB1  FOXB1  ESRRA  GPR149  SLC8A1  CCR4  FOXE3  CPLANE1  RYR2  ODAD4  GPC2  PPP3R1  GPX1  SELENOP  CRIP1  IL12A  POU2F2  CLC  NAXE  NPY5R  CCDC103  PCP4  ADGRL1  ESRP1  AMELX  PLAAT1  CTSL  NIBAN2  MAPK8IP3  MELK  CD80  POU6F2  CNTFR  CRIM1  NPR1  FEZ2  LY6H	GO:0048731
0.123943970498372	37	973	1.74366616068725	GO:0051050 positive regulation of transport 	 http://amigo.geneontology.org/amigo/term/GO:0051050	 NPEPPS  FZD5  AZIN2  BICD1  PPP3R1  EIPR1  ATP1B3  ATP1B2  PIK3R1  KCNB1  F2RL1  CACNB2  BSG  ABCA13  ADIPOQ  RYR2  KLRC2  GH1  HIF1A  PCK2  GATA1  PARD6A  RAPGEF1  OPRL1  BMP2  ADORA2A  OAZ3  PRKCE  P2RY2  CX3CL1  RIOK2  ERGIC3  FRMD4A  CREBL2  ACTN4  ACHE  NPR1	GO:0051050
0.123943970498372	3	9	15.2845691382766	GO:1900107 regulation of nodal signaling pathway 	 http://amigo.geneontology.org/amigo/term/GO:1900107	 CER1  DAND5  NOMO3	GO:1900107
0.134258830115749	5	35	6.55052963068995	GO:0048009 insulin-like growth factor receptor signaling pathway 	 http://amigo.geneontology.org/amigo/term/GO:0048009	 IGFBP4  BMP2  PIK3R1  GH1  CRIM1	GO:0048009
0.134258830115749	5	35	6.55052963068995	GO:0048799 animal organ maturation 	 http://amigo.geneontology.org/amigo/term/GO:0048799	 SEMA4D  BMP2  GH1  PLXNB1  DCHS1	GO:0048799
0.146823081552934	11	165	3.05691382765531	GO:0055067 monovalent inorganic cation homeostasis 	 http://amigo.geneontology.org/amigo/term/GO:0055067	 ATP1B3  ATP1B2  ATP1A1  ATP6V0A2  SLC8A1  PDK2  ADORA2A  SCN7A  OTC  ATP6V0E1  NPR1	GO:0055067
0.149914300196017	61	1874	1.49256998522124	GO:0051049 regulation of transport 	 http://amigo.geneontology.org/amigo/term/GO:0051049	 NPEPPS  FZD5  CASQ2  BMP2K  AZIN2  BICD1  PID1  CACNB2  SHISA6  RYR2  PPP3R1  EIPR1  ATP1B3  ATP1B2  PIK3R1  PROM2  RAB11FIP1  KCNB1  F2RL1  SEPTIN8  BSG  ABCA13  ADIPOQ  ANO9  KLRC2  GH1  HIF1A  PCK2  GATA1  PARD6A  SLC17A7  RAPGEF1  KCNQ4  KDM5B  OPRL1  BMP2  ADORA2A  SCN7A  OAZ3  ATG3  FRMD4A  PIP4P2  NPY5R  PKIA  PRKCE  P2RY2  SLC8A1  CX3CL1  IL12A  RIOK2  NDFIP2  ERGIC3  NAXE  LGALS9  PLPP4  CREBL2  ATP1A1  CHRNB4  ACTN4  ACHE  NPR1	GO:0051049
0.153307255856101	4	23	7.97455781127472	GO:0006883 cellular sodium ion homeostasis 	 http://amigo.geneontology.org/amigo/term/GO:0006883	 ATP1B3  ATP1B2  ATP1A1  SLC8A1	GO:0006883
0.153307255856101	57	1729	1.51166068400537	GO:0007155 cell adhesion 	 http://amigo.geneontology.org/amigo/term/GO:0007155	 ADGRL1  ITGA8  CEACAM5  ITGB8  AKNA  ATRNL1  ICAM2  CD80  PCDH10  SIGLEC10  CELSR2  NLGN4X  PCDH15  PLXNB1  DCHS1  LGALS9  BSG  AMBN  CNTN2  CLDN6  PDCD1LG2  FOXA1  BRD7  CX3CL1  ACHE  BMP2  DEFB118  AOC3  ILDR2  CERCAM  IL12A  ADIPOQ  SEMA4D  EPHA8  COL5A3  B4GALT1  GATA1  RAPGEF1  NEDD9  COL7A1  ADORA2A  CDC42EP1  ATP1B2  PSTPIP1  BCL10  PIK3R1  NCAM2  CLSTN2  MPZL3  CITED2  PRKCE  PEAR1  BTNL2  ACTN4  NCK1  AMELX  APC	GO:0007155
0.153307255856101	89	2990	1.36487624077587	GO:0007166 cell surface receptor signaling pathway 	 http://amigo.geneontology.org/amigo/term/GO:0007166	 CX3CL1  CD79B  CASP8  EPHA8  ITGA8  CXCL2  ITGB8  BMPR1A  NEDD9  CD80  FLT3  CNTFR  BMP2  ADORA2A  BMP15  APC  BMP2K  IGFBP4  BCL10  PIK3R1  CER1  BEND6  CD8A  DKK2  FCGR3B  FZD5  PLXNB1  NPR1  ALK  DAND5  DLK1  SEMA4D  PDCD1LG2  BTNL2  KLRC2  GPC2  GH1  HIF1A  BRMS1L  RAPGEF1  ACTN4  DEFB118  NLGN4X  PID1  CXCR1  F2RL1  IL12A  IL17RA  ADIPOQ  PDK2  PAF1  JADE2  NUCKS1  ADGRL1  CCNE1  CHRNB4  FOXA1  CELSR2  CRIM1  GRHL3  NCK1  KCNB1  PRKAA2  CITED2  BRD7  BEX3  NKIRAS2  ARL13B  CHRNB1  PRKCE  P2RY2  CCR4  CNTN2  SHISA6  GATA1  DDX5  MTDH  GPX1  NGEF  NOMO3  RAPGEF2  MDFI  NIBAN2  CD7  C5  CNKSR1  CLEC1B  BSG  PLPP4	GO:0007166
0.153307255856101	22	491	2.05454493508402	GO:0007389 pattern specification process 	 http://amigo.geneontology.org/amigo/term/GO:0007389	 BMPR1A  APC  CER1  CITED2  CCDC103  DAND5  BMP2  FZD5  HIF1A  LHX2  HOXD10  FOXA1  GRSF1  CELSR2  GRHL3  DCHS1  ARL13B  BPTF  FOXB1  ODAD4  CFAP52  MDFI	GO:0007389
0.153307255856101	96	3269	1.34657568425318	GO:0010033 response to organic substance 	 http://amigo.geneontology.org/amigo/term/GO:0010033	 CX3CL1  GNA15  CXCL2  NCOA1  PCK2  BMPR1A  LAMTOR3  CD80  FLT3  CNTFR  BMP2  CSN1S1  BMP15  PIK3R1  CER1  SERP2  NCK1  SAFB  LY6H  DAND5  S100A14  PDCD1LG2  GH1  HIF1A  BRMS1L  GATA1  RAPGEF1  RAPGEF2  MAN1A1  ADORA2A  FOXA1  ACTN4  DEFB118  MEAK7  BCL10  PID1  FZD5  ATP1A1  F2RL1  CITED2  IL12A  LGALS9  IL17RA  ADIPOQ  RYR2  PDK2  PAF1  OTC  CASP8  HDAC4  NUCKS1  EPHA8  ITGA8  BCKDHB  ACHE  MTAP  RNMT  ITGB8  EFTUD2  KDM5B  OPRL1  MYOD1  KLF16  HADHB  ILDR2  ATP5F1A  KCNB1  PRKAA2  CXCR1  PGRMC2  GJB2  NKIRAS2  PLA2G4F  ALK  PRKCE  BSG  ESRRA  OR10H4  SLC8A1  CCR4  HRH1  LBH  GPX1  CTSL  MT1X  CRIP1  IP6K2  DDX5  CASQ2  APC  MTDH  CRIM1  ME1  GNB1  NIBAN2  P2RY2	GO:0010033
0.153307255856101	11	169	2.98456083765163	GO:0021915 neural tube development 	 http://amigo.geneontology.org/amigo/term/GO:0021915	 PHGDH  HIF1A  PLOD3  LHX2  FOXA1  BCL10  GRHL3  CITED2  DCHS1  ARL13B  FOXB1	GO:0021915
0.153307255856101	127	4552	1.2793103782257	GO:0030154 cell differentiation 	 http://amigo.geneontology.org/amigo/term/GO:0030154	 CDKL3  CD79B  CASP8  EPHA8  PCK2  GATA1  LHX2  AKNA  ATRNL1  KRT32  IQCG  FLT3  MYOD1  FOXA1  ACTN4  BTBD2  APC  KRT85  BEND6  CD8A  KRT82  PLXNB1  ALK  FOXB1  GAP43  BSG  FLII  CNTN2  FOXD4L1  FOXE3  SEMA4D  RIMBP3B  HIF1A  PIK3R1  BRD7  CX3CL1  PAF1  CEACAM5  RAPGEF2  NANOG  PRXL2A  BMP2  F2RL1  LGALS9  ADIPOQ  JADE2  PREX2  HEXB  NGEF  HDAC4  NFKB2  ITGA8  NCOA1  B4GALT1  PHGDH  ARHGEF10  ITGB8  PLOD3  RHEB  RAPGEF1  BMPR1A  CREBL2  NEDD9  RBM24  MDFI  BYSL  RPL24  KDM5B  PPL  GNA13  ADORA2A  HOXD10  ATP1B2  GDPD2  BMP15  ELP3  CELSR2  ILDR2  PCDH15  PSMA8  NCAM2  LRGUK  NCK1  KCNB1  NAPEPLD  LCE3D  FZD5  CITED2  CLEC1B  DCHS1  ANPEP  ARL13B  ESRRA  IHO1  GPR149  CCR4  OSBP2  DLK1  LCE5A  LCE2C  KRTAP6-3  GPC2  LBH  PPP3R1  GPX1  LCE6A  PRAMEF4  ACHE  COL7A1  POU2F2  AP1M1  DDX5  CRIM1  CHRNB1  PCP4  ESRP1  AMELX  PLAAT1  CTSL  NIBAN2  ABI2  MAPK8IP3  SLC8A1  CD80  NLGN4X  POU6F2  FEZ2	GO:0030154
0.153307255856101	9	123	3.35514932303632	GO:0032355 response to estradiol 	 http://amigo.geneontology.org/amigo/term/GO:0032355	 CSN1S1  FOXA1  GH1  CASP8  OPRL1  MYOD1  GJB2  ESRRA  GPX1	GO:0032355
0.153307255856101	108	3774	1.31218876544823	GO:0048513 animal organ development 	 http://amigo.geneontology.org/amigo/term/GO:0048513	 CD79B  CASP8  PCK2  AKNA  ATRNL1  FLT3  MYOD1  KRT85  BMP2K  ILDR2  CER1  CD8A  KRT82  DAND5  SEMA4D  ANHX  GH1  NCOA1  HIF1A  BMPR1A  PIK3R1  BRD7  BPTF  PAF1  GATA1  PRXL2A  BMP2  F2RL1  LGALS9  ADIPOQ  CIAPIN1  OTC  HDAC4  NFKB2  ITGA8  GNB1  ACHE  PHGDH  GYS1  SLC17A7  ITGB8  PLOD3  LHX2  NEDD9  RBM24  MDFI  RPL24  KCNQ4  KDM5B  PPL  CNTFR  AMELX  GPCPD1  HOXD10  ATP1B2  FOXA1  BMP15  CELSR2  PCDH15  GRHL3  LCE3D  FZD5  PLXNB1  CITED2  GJB2  CLEC1B  DCHS1  NKIRAS2  ARL13B  ALK  FOXB1  BSG  ESRRA  GPR149  AMBN  SLC8A1  CNTN2  LCE5A  FOXE3  LCE2C  CPLANE1  RYR2  ODAD4  KRTAP6-3  LBH  PPP3R1  GPX1  LCE6A  SELENOP  CRIP1  POU2F2  RHEB  DDX5  PGRMC2  NPY5R  CCDC103  ESRP1  RAPGEF2  PLAAT1  CTSL  NIBAN2  ABI2  NLGN4X  MELK  ASPRV1  COL5A3  CD80  LY6H	GO:0048513
0.153307255856101	128	4576	1.2826211864288	GO:0048869 cellular developmental process 	 http://amigo.geneontology.org/amigo/term/GO:0048869	 CDKL3  CD79B  CASP8  EPHA8  PCK2  GATA1  LHX2  AKNA  ATRNL1  KRT32  IQCG  FLT3  MYOD1  FOXA1  ACTN4  BTBD2  APC  KRT85  BEND6  CD8A  KRT82  PLXNB1  ALK  FOXB1  GAP43  BSG  FLII  CNTN2  FOXD4L1  FOXE3  SEMA4D  RIMBP3B  HIF1A  PIK3R1  BRD7  CX3CL1  PAF1  CEACAM5  RAPGEF2  NANOG  PRXL2A  BMP2  F2RL1  LGALS9  ADIPOQ  JADE2  PREX2  HEXB  NGEF  HDAC4  NFKB2  ITGA8  NCOA1  B4GALT1  PHGDH  ARHGEF10  ITGB8  PLOD3  RHEB  RAPGEF1  BMPR1A  CREBL2  NEDD9  RBM24  MDFI  BYSL  RPL24  KDM5B  PPL  GNA13  ADORA2A  HOXD10  ATP1B2  GDPD2  BMP15  ELP3  CELSR2  ILDR2  PCDH15  PSMA8  NCAM2  LRGUK  NCK1  KCNB1  NAPEPLD  LCE3D  FZD5  CITED2  CLEC1B  DCHS1  ANPEP  ARL13B  ESRRA  IHO1  GPR149  CCR4  OSBP2  DLK1  LCE5A  LCE2C  KRTAP6-3  GPC2  LBH  PPP3R1  GPX1  LCE6A  PRAMEF4  ACHE  COL7A1  POU2F2  AP1M1  DDX5  CRIM1  PID1  CHRNB1  PCP4  ESRP1  AMELX  PLAAT1  CTSL  NIBAN2  ABI2  MAPK8IP3  SLC8A1  CD80  NLGN4X  POU6F2  FEZ2	GO:0048869
0.153307255856101	2	3	30.5691382765531	GO:0060715 syncytiotrophoblast cell differentiation involved in labyrinthine layer development 	 http://amigo.geneontology.org/amigo/term/GO:0060715	 FZD5  CASP8	GO:0060715
0.153307255856101	2	3	30.5691382765531	GO:0060741 prostate gland stromal morphogenesis 	 http://amigo.geneontology.org/amigo/term/GO:0060741	 FOXA1  CRIP1	GO:0060741
0.153307255856101	3	11	12.5055565676808	GO:0071313 cellular response to caffeine 	 http://amigo.geneontology.org/amigo/term/GO:0071313	 RYR2  CASQ2  SLC8A1	GO:0071313
0.153307255856101	3	11	12.5055565676808	GO:1904779 regulation of protein localization to centrosome 	 http://amigo.geneontology.org/amigo/term/GO:1904779	 BICD1  PARD6A  APC	GO:1904779
0.161865194943374	29	734	1.81165873982297	GO:1901699 cellular response to nitrogen compound 	 http://amigo.geneontology.org/amigo/term/GO:1901699	 GNA15  PCK2  LAMTOR3  PIK3R1  LY6H  GH1  NCOA1  RAPGEF1  RAPGEF2  PID1  RYR2  PDK2  NUCKS1  ACHE  GATA1  KLF16  ATP5F1A  GJB2  ALK  ESRRA  OR10H4  ADIPOQ  SLC8A1  HRH1  CASQ2  APC  NCK1  GNB1  P2RY2	GO:1901699
