GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR
GO:0050794	regulation of cellular process	11512	50	52.99	1.00000	1
GO:0070848	response to growth factor	778	3	3.58	1.00000	1
GO:0050795	regulation of behavior	74	2	0.34	1.00000	1
GO:0045861	negative regulation of proteolysis	231	2	1.06	1.00000	1
GO:1905475	regulation of protein localization to membrane	180	3	0.83	1.00000	1
GO:0071453	cellular response to oxygen levels	175	2	0.81	1.00000	1
GO:1905477	positive regulation of protein localization to membrane	105	2	0.48	1.00000	1
GO:2000145	regulation of cell motility	1110	8	5.11	1.00000	1
GO:0060429	epithelium development	1228	8	5.65	1.00000	1
GO:2000146	negative regulation of cell motility	395	2	1.82	1.00000	1
GO:2000147	positive regulation of cell motility	606	7	2.79	1.00000	1
GO:0048869	cellular developmental process	4442	23	20.45	1.00000	1
GO:0042330	taxis	468	3	2.15	1.00000	1
GO:0198738	cell-cell signaling by wnt	466	2	2.14	1.00000	1
GO:0000910	cytokinesis	187	4	0.86	1.00000	1
GO:0009790	embryo development	1126	5	5.18	1.00000	1
GO:0009792	embryo development ending in birth or egg hatching	680	3	3.13	1.00000	1
GO:0048856	anatomical structure development	6007	29	27.65	1.00000	1
GO:0007098	centrosome cycle	139	2	0.64	1.00000	1
GO:0016051	carbohydrate biosynthetic process	206	2	0.95	1.00000	1
GO:0016052	carbohydrate catabolic process	158	2	0.73	1.00000	1
GO:0048858	cell projection morphogenesis	666	3	3.07	1.00000	1
GO:0009060	aerobic respiration	195	2	0.9	1.00000	1
GO:0050767	regulation of neurogenesis	393	2	1.81	1.00000	1
GO:0050769	positive regulation of neurogenesis	246	2	1.13	1.00000	1
GO:0014909	smooth muscle cell migration	98	3	0.45	1.00000	1
GO:0048880	sensory system development	402	4	1.85	1.00000	1
GO:0061061	muscle structure development	708	5	3.26	1.00000	1
GO:0032271	regulation of protein polymerization	204	2	0.94	1.00000	1
GO:0032273	positive regulation of protein polymerization	91	2	0.42	1.00000	1
GO:0048870	cell motility	1827	10	8.41	1.00000	1
GO:0001568	blood vessel development	807	8	3.71	1.00000	1
GO:0048871	multicellular organismal-level homeostasis	801	4	3.69	1.00000	1
GO:0009056	catabolic process	2655	16	12.22	1.00000	1
GO:0048872	homeostasis of number of cells	322	3	1.48	1.00000	1
GO:0009057	macromolecule catabolic process	1455	9	6.7	1.00000	1
GO:0009058	biosynthetic process	8514	30	39.19	1.00000	1
GO:0009059	macromolecule biosynthetic process	7514	28	34.59	1.00000	1
GO:0016070	RNA metabolic process	4962	16	22.84	1.00000	1
GO:0016071	mRNA metabolic process	862	2	3.97	1.00000	1
GO:0048878	chemical homeostasis	1032	3	4.75	1.00000	1
GO:0050789	regulation of biological process	12069	56	55.55	1.00000	1
GO:0042303	molting cycle	118	2	0.54	1.00000	1
GO:0071417	cellular response to organonitrogen compound	620	4	2.85	1.00000	1
GO:0002790	peptide secretion	247	2	1.14	1.00000	1
GO:0032989	cellular anatomical entity morphogenesis	784	5	3.61	1.00000	1
GO:0050776	regulation of immune response	903	3	4.16	1.00000	1
GO:0050777	negative regulation of immune response	194	3	0.89	1.00000	1
GO:0006576	biogenic amine metabolic process	97	3	0.45	1.00000	1
GO:0032970	regulation of actin filament-based process	382	5	1.76	1.00000	1
GO:1901564	organonitrogen compound metabolic process	5954	28	27.41	1.00000	1
GO:0048812	neuron projection morphogenesis	645	3	2.97	1.00000	1
GO:1901565	organonitrogen compound catabolic process	1427	7	6.57	1.00000	1
GO:0002064	epithelial cell development	216	3	0.99	1.00000	1
GO:1901566	organonitrogen compound biosynthetic process	1794	8	8.26	1.00000	1
GO:0002065	columnar/cuboidal epithelial cell differentiation	125	2	0.58	1.00000	1
GO:0002066	columnar/cuboidal epithelial cell development	53	2	0.24	1.00000	1
GO:0014070	response to organic cyclic compound	896	3	4.12	1.00000	1
GO:0050727	regulation of inflammatory response	423	5	1.95	1.00000	1
GO:0000902	cell morphogenesis	971	6	4.47	1.00000	1
GO:0061024	membrane organization	814	6	3.75	1.00000	1
GO:0140546	defense response to symbiont	1113	2	5.12	1.00000	1
GO:0061025	membrane fusion	183	2	0.84	1.00000	1
GO:1902903	regulation of supramolecular fiber organization	389	3	1.79	1.00000	1
GO:1902905	positive regulation of supramolecular fiber organization	175	3	0.81	1.00000	1
GO:0016043	cellular component organization	6544	27	30.12	1.00000	1
GO:0062197	cellular response to chemical stress	310	2	1.43	1.00000	1
GO:0006518	peptide metabolic process	938	4	4.32	1.00000	1
GO:0044255	cellular lipid metabolic process	1018	5	4.69	1.00000	1
GO:0097435	supramolecular fiber organization	851	7	3.92	1.00000	1
GO:0023061	signal release	485	2	2.23	1.00000	1
GO:0044281	small molecule metabolic process	1814	10	8.35	1.00000	1
GO:0032940	secretion by cell	826	3	3.8	1.00000	1
GO:0044282	small molecule catabolic process	373	2	1.72	1.00000	1
GO:1901575	organic substance catabolic process	2177	12	10.02	1.00000	1
GO:0032943	mononuclear cell proliferation	314	3	1.45	1.00000	1
GO:1901576	organic substance biosynthetic process	8457	30	38.93	1.00000	1
GO:0032944	regulation of mononuclear cell proliferation	240	3	1.1	1.00000	1
GO:0032945	negative regulation of mononuclear cell proliferation	90	2	0.41	1.00000	1
GO:0009725	response to hormone	883	4	4.06	1.00000	1
GO:0007010	cytoskeleton organization	1505	11	6.93	1.00000	1
GO:0023051	regulation of signaling	3539	13	16.29	1.00000	1
GO:0051350	negative regulation of lyase activity	18	3	0.08	1.00000	1
GO:0023052	signaling	6473	32	29.8	1.00000	1
GO:0044270	cellular nitrogen compound catabolic process	656	3	3.02	1.00000	1
GO:0044271	cellular nitrogen compound biosynthetic process	4811	18	22.14	1.00000	1
GO:0071407	cellular response to organic cyclic compound	530	2	2.44	1.00000	1
GO:0023056	positive regulation of signaling	1808	8	8.32	1.00000	1
GO:0030239	myofibril assembly	77	2	0.35	1.00000	1
GO:0023057	negative regulation of signaling	1484	3	6.83	1.00000	1
GO:0007017	microtubule-based process	938	2	4.32	1.00000	1
GO:0009719	response to endogenous stimulus	1755	9	8.08	1.00000	1
GO:0007041	lysosomal transport	134	2	0.62	1.00000	1
GO:0072521	purine-containing compound metabolic process	565	4	2.6	1.00000	1
GO:0072522	purine-containing compound biosynthetic process	262	2	1.21	1.00000	1
GO:0070588	calcium ion transmembrane transport	333	2	1.53	1.00000	1
GO:0141124	intracellular signaling cassette	1912	11	8.8	1.00000	1
GO:0051668	localization within membrane	692	6	3.19	1.00000	1
GO:0007034	vacuolar transport	169	2	0.78	1.00000	1
GO:0051651	maintenance of location in cell	227	2	1.04	1.00000	1
GO:0051321	meiotic cell cycle	290	2	1.33	1.00000	1
GO:0008150	biological_process	18249	84	84	1.00000	1
GO:0045595	regulation of cell differentiation	1640	9	7.55	1.00000	1
GO:0008152	metabolic process	12005	51	55.26	1.00000	1
GO:0045597	positive regulation of cell differentiation	901	6	4.15	1.00000	1
GO:0006396	RNA processing	1336	4	6.15	1.00000	1
GO:0044248	cellular catabolic process	1689	10	7.77	1.00000	1
GO:0045598	regulation of fat cell differentiation	146	3	0.67	1.00000	1
GO:0008154	actin polymerization or depolymerization	196	2	0.9	1.00000	1
GO:0044249	cellular biosynthetic process	8376	30	38.55	1.00000	1
GO:0006399	tRNA metabolic process	201	3	0.93	1.00000	1
GO:0030097	hemopoiesis	959	4	4.41	1.00000	1
GO:0030098	lymphocyte differentiation	432	2	1.99	1.00000	1
GO:0080090	regulation of primary metabolic process	5719	22	26.32	1.00000	1
GO:0001508	action potential	149	2	0.69	1.00000	1
GO:0048592	eye morphogenesis	162	2	0.75	1.00000	1
GO:0048593	camera-type eye morphogenesis	133	2	0.61	1.00000	1
GO:0140694	non-membrane-bounded organelle assembly	411	3	1.89	1.00000	1
GO:0044237	cellular metabolic process	10651	39	49.03	1.00000	1
GO:0044238	primary metabolic process	10443	44	48.07	1.00000	1
GO:0048598	embryonic morphogenesis	617	2	2.84	1.00000	1
GO:0097190	apoptotic signaling pathway	619	2	2.85	1.00000	1
GO:0097193	intrinsic apoptotic signaling pathway	319	2	1.47	1.00000	1
GO:0098542	defense response to other organism	1218	2	5.61	1.00000	1
GO:0090407	organophosphate biosynthetic process	592	4	2.72	1.00000	1
GO:0007005	mitochondrion organization	511	2	2.35	1.00000	1
GO:0050890	cognition	322	3	1.48	1.00000	1
GO:0140352	export from cell	907	3	4.17	1.00000	1
GO:0050896	response to stimulus	8860	39	40.78	1.00000	1
GO:1903169	regulation of calcium ion transmembrane transport	168	2	0.77	1.00000	1
GO:0051336	regulation of hydrolase activity	743	2	3.42	1.00000	1
GO:0014706	striated muscle tissue development	265	2	1.22	1.00000	1
GO:0006366	transcription by RNA polymerase II	2685	13	12.36	1.00000	1
GO:0051339	regulation of lyase activity	58	3	0.27	1.00000	1
GO:0002009	morphogenesis of an epithelium	501	3	2.31	1.00000	1
GO:0006351	DNA-templated transcription	3528	13	16.24	1.00000	1
GO:0051640	organelle localization	604	2	2.78	1.00000	1
GO:0006355	regulation of DNA-templated transcription	3406	13	15.68	1.00000	1
GO:0051641	cellular localization	3367	16	15.5	1.00000	1
GO:0046903	secretion	962	4	4.43	1.00000	1
GO:0048568	embryonic organ development	455	2	2.09	1.00000	1
GO:0044092	negative regulation of molecular function	751	4	3.46	1.00000	1
GO:0044093	positive regulation of molecular function	1210	5	5.57	1.00000	1
GO:0046907	intracellular transport	1349	7	6.21	1.00000	1
GO:0150063	visual system development	396	4	1.82	1.00000	1
GO:0051649	establishment of localization in cell	1937	10	8.92	1.00000	1
GO:0009890	negative regulation of biosynthetic process	2731	14	12.57	1.00000	1
GO:0000003	reproduction	1539	8	7.08	1.00000	1
GO:0009891	positive regulation of biosynthetic process	2706	12	12.46	1.00000	1
GO:0009892	negative regulation of metabolic process	3382	16	15.57	1.00000	1
GO:0009893	positive regulation of metabolic process	3796	17	17.47	1.00000	1
GO:0009894	regulation of catabolic process	1114	5	5.13	1.00000	1
GO:0050863	regulation of T cell activation	381	3	1.75	1.00000	1
GO:0009895	negative regulation of catabolic process	352	2	1.62	1.00000	1
GO:0009896	positive regulation of catabolic process	624	2	2.87	1.00000	1
GO:1903170	negative regulation of calcium ion transmembrane transport	49	2	0.23	1.00000	1
GO:0050865	regulation of cell activation	629	3	2.9	1.00000	1
GO:0050866	negative regulation of cell activation	215	2	0.99	1.00000	1
GO:0050868	negative regulation of T cell activation	129	2	0.59	1.00000	1
GO:0099177	regulation of trans-synaptic signaling	484	4	2.23	1.00000	1
GO:0032787	monocarboxylic acid metabolic process	635	2	2.92	1.00000	1
GO:0051302	regulation of cell division	186	3	0.86	1.00000	1
GO:0048583	regulation of response to stimulus	4085	16	18.8	1.00000	1
GO:0048584	positive regulation of response to stimulus	2339	9	10.77	1.00000	1
GO:0048585	negative regulation of response to stimulus	1763	5	8.12	1.00000	1
GO:1901698	response to nitrogen compound	1137	4	5.23	1.00000	1
GO:0030072	peptide hormone secretion	242	2	1.11	1.00000	1
GO:1901360	organic cyclic compound metabolic process	6540	24	30.1	1.00000	1
GO:0006650	glycerophospholipid metabolic process	305	4	1.4	1.00000	1
GO:1901699	cellular response to nitrogen compound	691	4	3.18	1.00000	1
GO:1901361	organic cyclic compound catabolic process	704	3	3.24	1.00000	1
GO:0048589	developmental growth	665	4	3.06	1.00000	1
GO:1901362	organic cyclic compound biosynthetic process	4220	16	19.42	1.00000	1
GO:0032774	RNA biosynthetic process	3559	13	16.38	1.00000	1
GO:0001666	response to hypoxia	310	2	1.43	1.00000	1
GO:0001667	ameboidal-type cell migration	496	2	2.28	1.00000	1
GO:0006325	chromatin organization	802	3	3.69	1.00000	1
GO:0001654	eye development	392	4	1.8	1.00000	1
GO:0030029	actin filament-based process	820	9	3.77	1.00000	1
GO:0006310	DNA recombination	333	2	1.53	1.00000	1
GO:0048522	positive regulation of cellular process	5834	29	26.85	1.00000	1
GO:0048523	negative regulation of cellular process	5421	24	24.95	1.00000	1
GO:0051603	proteolysis involved in protein catabolic process	754	5	3.47	1.00000	1
GO:0051606	detection of stimulus	650	5	2.99	1.00000	1
GO:0090150	establishment of protein localization to membrane	272	2	1.25	1.00000	1
GO:0050877	nervous system process	1510	10	6.95	1.00000	1
GO:0050878	regulation of body fluid levels	369	3	1.7	1.00000	1
GO:0044057	regulation of system process	565	2	2.6	1.00000	1
GO:0048511	rhythmic process	296	2	1.36	1.00000	1
GO:0051493	regulation of cytoskeleton organization	519	5	2.39	1.00000	1
GO:0072359	circulatory system development	1229	9	5.66	1.00000	1
GO:0048512	circadian behavior	42	2	0.19	1.00000	1
GO:0048513	animal organ development	3050	14	14.04	1.00000	1
GO:0051495	positive regulation of cytoskeleton organization	184	3	0.85	1.00000	1
GO:0048514	blood vessel morphogenesis	714	8	3.29	1.00000	1
GO:0030041	actin filament polymerization	167	2	0.77	1.00000	1
GO:0008104	protein localization	2496	12	11.49	1.00000	1
GO:0048518	positive regulation of biological process	6363	32	29.29	1.00000	1
GO:0048519	negative regulation of biological process	5768	25	26.55	1.00000	1
GO:1903131	mononuclear cell differentiation	484	2	2.23	1.00000	1
GO:0044085	cellular component biogenesis	3349	11	15.42	1.00000	1
GO:0031399	regulation of protein modification process	1243	6	5.72	1.00000	1
GO:0044087	regulation of cellular component biogenesis	987	5	4.54	1.00000	1
GO:1901652	response to peptide	526	2	2.42	1.00000	1
GO:0044089	positive regulation of cellular component biogenesis	507	4	2.33	1.00000	1
GO:1901653	cellular response to peptide	376	2	1.73	1.00000	1
GO:0030030	cell projection organization	1608	7	7.4	1.00000	1
GO:0030031	cell projection assembly	596	4	2.74	1.00000	1
GO:0006338	chromatin remodeling	658	3	3.03	1.00000	1
GO:0006612	protein targeting to membrane	123	2	0.57	1.00000	1
GO:0030036	actin cytoskeleton organization	722	9	3.32	1.00000	1
GO:0009887	animal organ morphogenesis	1024	2	4.71	1.00000	1
GO:0009888	tissue development	2032	12	9.35	1.00000	1
GO:0009889	regulation of biosynthetic process	5681	21	26.15	1.00000	1
GO:0043542	endothelial cell migration	284	2	1.31	1.00000	1
GO:0072657	protein localization to membrane	602	5	2.77	1.00000	1
GO:0006644	phospholipid metabolic process	381	4	1.75	1.00000	1
GO:0098660	inorganic ion transmembrane transport	917	4	4.22	1.00000	1
GO:0098662	inorganic cation transmembrane transport	825	4	3.8	1.00000	1
GO:0044782	cilium organization	412	2	1.9	1.00000	1
GO:0070661	leukocyte proliferation	351	3	1.62	1.00000	1
GO:0070663	regulation of leukocyte proliferation	266	3	1.22	1.00000	1
GO:0070664	negative regulation of leukocyte proliferation	98	2	0.45	1.00000	1
GO:1901342	regulation of vasculature development	362	4	1.67	1.00000	1
GO:0070371	ERK1 and ERK2 cascade	331	4	1.52	1.00000	1
GO:0044770	cell cycle phase transition	555	3	2.55	1.00000	1
GO:0098655	monoatomic cation transmembrane transport	846	4	3.89	1.00000	1
GO:0019953	sexual reproduction	1090	5	5.02	1.00000	1
GO:0098657	import into cell	935	8	4.3	1.00000	1
GO:0030001	metal ion transport	887	5	4.08	1.00000	1
GO:0030003	intracellular monoatomic cation homeostasis	521	2	2.4	1.00000	1
GO:0019220	regulation of phosphate metabolic process	1162	6	5.35	1.00000	1
GO:0019221	cytokine-mediated signaling pathway	526	2	2.42	1.00000	1
GO:0044042	glucan metabolic process	76	2	0.35	1.00000	1
GO:0019222	regulation of metabolic process	7045	26	32.43	1.00000	1
GO:0005996	monosaccharide metabolic process	252	2	1.16	1.00000	1
GO:0014812	muscle cell migration	111	3	0.51	1.00000	1
GO:1901615	organic hydroxy compound metabolic process	564	4	2.6	1.00000	1
