Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
GMP biosynthetic process (GO:0006177)	14	2	0.34	+	5.81	0.0452	1.0	GO:0006177
dorsal/ventral axis specification (GO:0009950)	14	2	0.34	+	5.81	0.0452	1.0	GO:0009950
maternal behavior (GO:0042711)	14	2	0.34	+	5.81	0.0452	1.0	GO:0042711
protein localization to microtubule (GO:0035372)	14	2	0.34	+	5.81	0.0452	1.0	GO:0035372
muscle cell migration (GO:0014812)	28	4	0.69	+	5.81	0.00463	1.0	GO:0014812
ventricular trabecula myocardium morphogenesis (GO:0003222)	14	2	0.34	+	5.81	0.0452	1.0	GO:0003222
mitral valve development (GO:0003174)	14	2	0.34	+	5.81	0.0452	1.0	GO:0003174
transcytosis (GO:0045056)	21	3	0.52	+	5.81	0.0141	1.0	GO:0045056
cardiac muscle cell membrane repolarization (GO:0099622)	21	3	0.52	+	5.81	0.0141	1.0	GO:0099622
tongue development (GO:0043586)	21	3	0.52	+	5.81	0.0141	1.0	GO:0043586
membrane repolarization during cardiac muscle cell action potential (GO:0086013)	21	3	0.52	+	5.81	0.0141	1.0	GO:0086013
retrograde axonal transport (GO:0008090)	21	3	0.52	+	5.81	0.0141	1.0	GO:0008090
positive regulation of systemic arterial blood pressure (GO:0003084)	15	2	0.37	+	5.42	0.0513	1.0	GO:0003084
negative regulation of lyase activity (GO:0051350)	15	2	0.37	+	5.42	0.0513	1.0	GO:0051350
regulation of monoatomic anion transport (GO:0044070)	15	2	0.37	+	5.42	0.0513	1.0	GO:0044070
ventricular cardiac muscle cell differentiation (GO:0055012)	15	2	0.37	+	5.42	0.0513	1.0	GO:0055012
potassium ion export across plasma membrane (GO:0097623)	15	2	0.37	+	5.42	0.0513	1.0	GO:0097623
positive regulation of neuroinflammatory response (GO:0150078)	15	2	0.37	+	5.42	0.0513	1.0	GO:0150078
parental behavior (GO:0060746)	15	2	0.37	+	5.42	0.0513	1.0	GO:0060746
parturition (GO:0007567)	15	2	0.37	+	5.42	0.0513	1.0	GO:0007567
negative regulation of type I interferon-mediated signaling pathway (GO:0060339)	23	3	0.57	+	5.31	0.0182	1.0	GO:0060339
membrane repolarization during action potential (GO:0086011)	23	3	0.57	+	5.31	0.0182	1.0	GO:0086011
detection of stimulus involved in sensory perception of pain (GO:0062149)	31	4	0.76	+	5.25	0.00671	1.0	GO:0062149
copper ion transport (GO:0006825)	16	2	0.39	+	5.08	0.0577	1.0	GO:0006825
response to vitamin A (GO:0033189)	16	2	0.39	+	5.08	0.0577	1.0	GO:0033189
regulation of myoblast proliferation (GO:2000291)	16	2	0.39	+	5.08	0.0577	1.0	GO:2000291
positive regulation of potassium ion transmembrane transport (GO:1901381)	32	4	0.79	+	5.08	0.00753	1.0	GO:1901381
sensory perception of temperature stimulus (GO:0050951)	32	4	0.79	+	5.08	0.00753	1.0	GO:0050951
fucosylation (GO:0036065)	16	2	0.39	+	5.08	0.0577	1.0	GO:0036065
proteoglycan catabolic process (GO:0030167)	16	2	0.39	+	5.08	0.0577	1.0	GO:0030167
negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	16	2	0.39	+	5.08	0.0577	1.0	GO:1904030
type B pancreatic cell development (GO:0003323)	16	2	0.39	+	5.08	0.0577	1.0	GO:0003323
regulation of skeletal muscle cell proliferation (GO:0014857)	16	2	0.39	+	5.08	0.0577	1.0	GO:0014857
P-body assembly (GO:0033962)	16	2	0.39	+	5.08	0.0577	1.0	GO:0033962
regulation of dendritic cell cytokine production (GO:0002730)	16	2	0.39	+	5.08	0.0577	1.0	GO:0002730
positive regulation of muscle contraction (GO:0045933)	49	6	1.2	+	4.98	0.00122	1.0	GO:0045933
cell communication involved in cardiac conduction (GO:0086065)	41	5	1.01	+	4.96	0.00318	1.0	GO:0086065
positive regulation of interferon-alpha production (GO:0032727)	25	3	0.61	+	4.88	0.0227	1.0	GO:0032727
circadian behavior (GO:0048512)	25	3	0.61	+	4.88	0.0227	1.0	GO:0048512
positive regulation of leukocyte degranulation (GO:0043302)	25	3	0.61	+	4.88	0.0227	1.0	GO:0043302
nucleobase biosynthetic process (GO:0046112)	17	2	0.42	+	4.78	0.0643	1.0	GO:0046112
tail-anchored membrane protein insertion into ER membrane (GO:0071816)	17	2	0.42	+	4.78	0.0643	1.0	GO:0071816
negative regulation of activin receptor signaling pathway (GO:0032926)	17	2	0.42	+	4.78	0.0643	1.0	GO:0032926
synapse maturation (GO:0060074)	17	2	0.42	+	4.78	0.0643	1.0	GO:0060074
cellular response to exogenous dsRNA (GO:0071360)	17	2	0.42	+	4.78	0.0643	1.0	GO:0071360
fucose metabolic process (GO:0006004)	17	2	0.42	+	4.78	0.0643	1.0	GO:0006004
maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)	17	2	0.42	+	4.78	0.0643	1.0	GO:0000463
positive regulation of membrane protein ectodomain proteolysis (GO:0051044)	17	2	0.42	+	4.78	0.0643	1.0	GO:0051044
positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774)	34	4	0.84	+	4.78	0.00934	1.0	GO:0035774
ganglion development (GO:0061548)	17	2	0.42	+	4.78	0.0643	1.0	GO:0061548
type 2 immune response (GO:0042092)	17	2	0.42	+	4.78	0.0643	1.0	GO:0042092
regulation of activin receptor signaling pathway (GO:0032925)	26	3	0.64	+	4.69	0.0253	1.0	GO:0032925
regulation of anoikis (GO:2000209)	26	3	0.64	+	4.69	0.0253	1.0	GO:2000209
regulation of postsynaptic neurotransmitter receptor internalization (GO:0099149)	26	3	0.64	+	4.69	0.0253	1.0	GO:0099149
positive regulation of heart rate (GO:0010460)	26	3	0.64	+	4.69	0.0253	1.0	GO:0010460
mitochondrial cytochrome c oxidase assembly (GO:0033617)	27	3	0.66	+	4.52	0.0279	1.0	GO:0033617
IMP metabolic process (GO:0046040)	18	2	0.44	+	4.52	0.0712	1.0	GO:0046040
positive regulation of neuron migration (GO:2001224)	18	2	0.44	+	4.52	0.0712	1.0	GO:2001224
response to amphetamine (GO:0001975)	36	4	0.89	+	4.52	0.0114	1.0	GO:0001975
postsynaptic membrane organization (GO:0001941)	27	3	0.66	+	4.52	0.0279	1.0	GO:0001941
glycoprotein catabolic process (GO:0006516)	36	4	0.89	+	4.52	0.0114	1.0	GO:0006516
positive regulation of mesenchymal cell proliferation (GO:0002053)	27	3	0.66	+	4.52	0.0279	1.0	GO:0002053
positive regulation of Ras protein signal transduction (GO:0046579)	18	2	0.44	+	4.52	0.0712	1.0	GO:0046579
glycosphingolipid catabolic process (GO:0046479)	18	2	0.44	+	4.52	0.0712	1.0	GO:0046479
positive regulation of type 2 immune response (GO:0002830)	18	2	0.44	+	4.52	0.0712	1.0	GO:0002830
positive regulation of reactive oxygen species biosynthetic process (GO:1903428)	18	2	0.44	+	4.52	0.0712	1.0	GO:1903428
cardiac muscle cell action potential involved in contraction (GO:0086002)	46	5	1.13	+	4.42	0.00526	1.0	GO:0086002
multicellular organismal-level iron ion homeostasis (GO:0060586)	28	3	0.69	+	4.36	0.0307	1.0	GO:0060586
ectoderm development (GO:0007398)	19	2	0.47	+	4.28	0.0784	1.0	GO:0007398
NLS-bearing protein import into nucleus (GO:0006607)	19	2	0.47	+	4.28	0.0784	1.0	GO:0006607
glycogen biosynthetic process (GO:0005978)	19	2	0.47	+	4.28	0.0784	1.0	GO:0005978
paraxial mesoderm development (GO:0048339)	19	2	0.47	+	4.28	0.0784	1.0	GO:0048339
mRNA modification (GO:0016556)	19	2	0.47	+	4.28	0.0784	1.0	GO:0016556
fibrinolysis (GO:0042730)	19	2	0.47	+	4.28	0.0784	1.0	GO:0042730
negative regulation of vascular permeability (GO:0043116)	19	2	0.47	+	4.28	0.0784	1.0	GO:0043116
glucan biosynthetic process (GO:0009250)	19	2	0.47	+	4.28	0.0784	1.0	GO:0009250
chloride ion homeostasis (GO:0055064)	19	2	0.47	+	4.28	0.0784	1.0	GO:0055064
purine ribonucleoside monophosphate biosynthetic process (GO:0009168)	19	2	0.47	+	4.28	0.0784	1.0	GO:0009168
membrane repolarization (GO:0086009)	29	3	0.71	+	4.21	0.0336	1.0	GO:0086009
positive regulation of homotypic cell-cell adhesion (GO:0034112)	20	2	0.49	+	4.07	0.0857	1.0	GO:0034112
TORC1 signaling (GO:0038202)	20	2	0.49	+	4.07	0.0857	1.0	GO:0038202
genomic imprinting (GO:0071514)	20	2	0.49	+	4.07	0.0857	1.0	GO:0071514
response to hydroperoxide (GO:0033194)	20	2	0.49	+	4.07	0.0857	1.0	GO:0033194
regulation of myoblast fusion (GO:1901739)	20	2	0.49	+	4.07	0.0857	1.0	GO:1901739
regulation of voltage-gated calcium channel activity (GO:1901385)	20	2	0.49	+	4.07	0.0857	1.0	GO:1901385
positive regulation of skeletal muscle tissue development (GO:0048643)	20	2	0.49	+	4.07	0.0857	1.0	GO:0048643
inositol phosphate metabolic process (GO:0043647)	30	3	0.74	+	4.07	0.0367	1.0	GO:0043647
regulation of potassium ion transmembrane transporter activity (GO:1901016)	30	3	0.74	+	4.07	0.0367	1.0	GO:1901016
regulation of neuronal synaptic plasticity (GO:0048168)	60	6	1.48	+	4.07	0.00349	1.0	GO:0048168
positive regulation of potassium ion transport (GO:0043268)	40	4	0.98	+	4.07	0.0164	1.0	GO:0043268
ionotropic glutamate receptor signaling pathway (GO:0035235)	30	3	0.74	+	4.07	0.0367	1.0	GO:0035235
regulation of viral transcription (GO:0046782)	20	2	0.49	+	4.07	0.0857	1.0	GO:0046782
cGMP-mediated signaling (GO:0019934)	30	3	0.74	+	4.07	0.0367	1.0	GO:0019934
protein import into mitochondrial matrix (GO:0030150)	20	2	0.49	+	4.07	0.0857	1.0	GO:0030150
visual learning (GO:0008542)	51	5	1.25	+	3.99	0.00817	1.0	GO:0008542
purine ribonucleoside monophosphate metabolic process (GO:0009167)	41	4	1.01	+	3.97	0.0178	1.0	GO:0009167
natural killer cell mediated cytotoxicity (GO:0042267)	41	4	1.01	+	3.97	0.0178	1.0	GO:0042267
positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427)	41	4	1.01	+	3.97	0.0178	1.0	GO:0046427
skeletal muscle contraction (GO:0003009)	31	3	0.76	+	3.94	0.0399	1.0	GO:0003009
regulation of interferon-alpha production (GO:0032647)	31	3	0.76	+	3.94	0.0399	1.0	GO:0032647
respiratory chain complex IV assembly (GO:0008535)	31	3	0.76	+	3.94	0.0399	1.0	GO:0008535
neutrophil activation (GO:0042119)	31	3	0.76	+	3.94	0.0399	1.0	GO:0042119
positive regulation of smooth muscle contraction (GO:0045987)	31	3	0.76	+	3.94	0.0399	1.0	GO:0045987
cardiac muscle cell contraction (GO:0086003)	52	5	1.28	+	3.91	0.00886	1.0	GO:0086003
glycolipid catabolic process (GO:0019377)	21	2	0.52	+	3.87	0.0932	1.0	GO:0019377
regulation of interleukin-13 production (GO:0032656)	21	2	0.52	+	3.87	0.0932	1.0	GO:0032656
positive regulation of amyloid-beta formation (GO:1902004)	21	2	0.52	+	3.87	0.0932	1.0	GO:1902004
purine nucleotide salvage (GO:0032261)	21	2	0.52	+	3.87	0.0932	1.0	GO:0032261
ribosomal large subunit assembly (GO:0000027)	21	2	0.52	+	3.87	0.0932	1.0	GO:0000027
monoatomic anion homeostasis (GO:0055081)	21	2	0.52	+	3.87	0.0932	1.0	GO:0055081
purine nucleoside monophosphate biosynthetic process (GO:0009127)	21	2	0.52	+	3.87	0.0932	1.0	GO:0009127
ceramide catabolic process (GO:0046514)	21	2	0.52	+	3.87	0.0932	1.0	GO:0046514
positive regulation of myeloid leukocyte mediated immunity (GO:0002888)	21	2	0.52	+	3.87	0.0932	1.0	GO:0002888
phasic smooth muscle contraction (GO:0014821)	21	2	0.52	+	3.87	0.0932	1.0	GO:0014821
mitochondrial fusion (GO:0008053)	21	2	0.52	+	3.87	0.0932	1.0	GO:0008053
regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway (GO:1903376)	21	2	0.52	+	3.87	0.0932	1.0	GO:1903376
cellular response to interleukin-4 (GO:0071353)	32	3	0.79	+	3.81	0.0433	1.0	GO:0071353
negative regulation of MAP kinase activity (GO:0043407)	32	3	0.79	+	3.81	0.0433	1.0	GO:0043407
purine nucleoside monophosphate metabolic process (GO:0009126)	43	4	1.06	+	3.78	0.0209	1.0	GO:0009126
regulation of potassium ion transmembrane transport (GO:1901379)	76	7	1.87	+	3.75	0.00264	1.0	GO:1901379
response to amine (GO:0014075)	55	5	1.35	+	3.70	0.0112	1.0	GO:0014075
natural killer cell mediated immunity (GO:0002228)	44	4	1.08	+	3.70	0.0226	1.0	GO:0002228
sympathetic nervous system development (GO:0048485)	22	2	0.54	+	3.70	0.101	1.0	GO:0048485
pyroptotic inflammatory response (GO:0070269)	33	3	0.81	+	3.70	0.0468	1.0	GO:0070269
ventricular cardiac muscle cell action potential (GO:0086005)	22	2	0.54	+	3.70	0.101	1.0	GO:0086005
type B pancreatic cell differentiation (GO:0003309)	22	2	0.54	+	3.70	0.101	1.0	GO:0003309
ammonium ion metabolic process (GO:0097164)	22	2	0.54	+	3.70	0.101	1.0	GO:0097164
myotube differentiation (GO:0014902)	78	7	1.92	+	3.65	0.00306	1.0	GO:0014902
sensory perception of pain (GO:0019233)	67	6	1.65	+	3.64	0.00603	1.0	GO:0019233
neural crest cell development (GO:0014032)	79	7	1.94	+	3.60	0.00329	1.0	GO:0014032
polysaccharide biosynthetic process (GO:0000271)	34	3	0.84	+	3.59	0.0504	1.0	GO:0000271
hair follicle morphogenesis (GO:0031069)	34	3	0.84	+	3.59	0.0504	1.0	GO:0031069
vasoconstriction (GO:0042310)	34	3	0.84	+	3.59	0.0504	1.0	GO:0042310
cardiac conduction (GO:0061337)	68	6	1.67	+	3.59	0.00648	1.0	GO:0061337
regulation of mesenchymal cell proliferation (GO:0010464)	34	3	0.84	+	3.59	0.0504	1.0	GO:0010464
regulation of type 2 immune response (GO:0002828)	34	3	0.84	+	3.59	0.0504	1.0	GO:0002828
positive regulation of natural killer cell mediated immunity (GO:0002717)	34	3	0.84	+	3.59	0.0504	1.0	GO:0002717
negative regulation of protein serine/threonine kinase activity (GO:0071901)	57	5	1.4	+	3.57	0.0129	1.0	GO:0071901
cardiac muscle cell action potential (GO:0086001)	57	5	1.4	+	3.57	0.0129	1.0	GO:0086001
response to glucagon (GO:0033762)	23	2	0.57	+	3.54	0.109	1.0	GO:0033762
innate immune response in mucosa (GO:0002227)	23	2	0.57	+	3.54	0.109	1.0	GO:0002227
positive regulation of amino acid transport (GO:0051957)	23	2	0.57	+	3.54	0.109	1.0	GO:0051957
neural crest cell differentiation (GO:0014033)	92	8	2.26	+	3.54	0.00193	1.0	GO:0014033
cellular response to dsRNA (GO:0071359)	23	2	0.57	+	3.54	0.109	1.0	GO:0071359
N-terminal protein amino acid modification (GO:0031365)	23	2	0.57	+	3.54	0.109	1.0	GO:0031365
negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706)	23	2	0.57	+	3.54	0.109	1.0	GO:1904706
negative regulation of Rho protein signal transduction (GO:0035024)	23	2	0.57	+	3.54	0.109	1.0	GO:0035024
negative regulation of blood coagulation (GO:0030195)	46	4	1.13	+	3.54	0.0261	1.0	GO:0030195
cell differentiation involved in embryonic placenta development (GO:0060706)	23	2	0.57	+	3.54	0.109	1.0	GO:0060706
maternal placenta development (GO:0001893)	35	3	0.86	+	3.49	0.0541	1.0	GO:0001893
positive regulation of excitatory postsynaptic potential (GO:2000463)	35	3	0.86	+	3.49	0.0541	1.0	GO:2000463
response to interleukin-4 (GO:0070670)	35	3	0.86	+	3.49	0.0541	1.0	GO:0070670
ribonucleoside monophosphate biosynthetic process (GO:0009156)	35	3	0.86	+	3.49	0.0541	1.0	GO:0009156
superoxide metabolic process (GO:0006801)	47	4	1.16	+	3.46	0.028	1.0	GO:0006801
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	47	4	1.16	+	3.46	0.028	1.0	GO:0000079
receptor clustering (GO:0043113)	47	4	1.16	+	3.46	0.028	1.0	GO:0043113
negative regulation of hemostasis (GO:1900047)	47	4	1.16	+	3.46	0.028	1.0	GO:1900047
positive regulation of regulated secretory pathway (GO:1903307)	47	4	1.16	+	3.46	0.028	1.0	GO:1903307
visual behavior (GO:0007632)	59	5	1.45	+	3.45	0.0148	1.0	GO:0007632
polyol biosynthetic process (GO:0046173)	48	4	1.18	+	3.39	0.03	1.0	GO:0046173
AMP metabolic process (GO:0046033)	24	2	0.59	+	3.39	0.117	1.0	GO:0046033
regulation of cytoplasmic translation (GO:2000765)	36	3	0.89	+	3.39	0.058	1.0	GO:2000765
positive regulation of cardiac muscle cell proliferation (GO:0060045)	24	2	0.59	+	3.39	0.117	1.0	GO:0060045
membrane protein ectodomain proteolysis (GO:0006509)	24	2	0.59	+	3.39	0.117	1.0	GO:0006509
positive regulation of muscle tissue development (GO:1901863)	24	2	0.59	+	3.39	0.117	1.0	GO:1901863
positive regulation of muscle organ development (GO:0048636)	24	2	0.59	+	3.39	0.117	1.0	GO:0048636
positive regulation of telomere maintenance via telomerase (GO:0032212)	24	2	0.59	+	3.39	0.117	1.0	GO:0032212
lipopolysaccharide-mediated signaling pathway (GO:0031663)	36	3	0.89	+	3.39	0.058	1.0	GO:0031663
positive regulation of receptor signaling pathway via STAT (GO:1904894)	48	4	1.18	+	3.39	0.03	1.0	GO:1904894
phosphatidylinositol-mediated signaling (GO:0048015)	24	2	0.59	+	3.39	0.117	1.0	GO:0048015
regulation of cell fate specification (GO:0042659)	24	2	0.59	+	3.39	0.117	1.0	GO:0042659
T-helper 1 type immune response (GO:0042088)	24	2	0.59	+	3.39	0.117	1.0	GO:0042088
positive regulation of striated muscle tissue development (GO:0045844)	24	2	0.59	+	3.39	0.117	1.0	GO:0045844
ribonucleoside monophosphate metabolic process (GO:0009161)	60	5	1.48	+	3.39	0.0159	1.0	GO:0009161
regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178)	60	5	1.48	+	3.39	0.0159	1.0	GO:0061178
stem cell development (GO:0048864)	85	7	2.09	+	3.35	0.00494	1.0	GO:0048864
negative regulation of smooth muscle cell proliferation (GO:0048662)	49	4	1.2	+	3.32	0.0321	1.0	GO:0048662
negative regulation of coagulation (GO:0050819)	49	4	1.2	+	3.32	0.0321	1.0	GO:0050819
protein localization to chromatin (GO:0071168)	37	3	0.91	+	3.30	0.062	1.0	GO:0071168
granulocyte activation (GO:0036230)	37	3	0.91	+	3.30	0.062	1.0	GO:0036230
positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)	37	3	0.91	+	3.30	0.062	1.0	GO:0043372
regulation of receptor internalization (GO:0002090)	75	6	1.84	+	3.25	0.0103	1.0	GO:0002090
