Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
peptide catabolic process (GO:0043171)	20	3	0.49	+	6.08	0.0125	1.0	GO:0043171
acetylcholine receptor signaling pathway (GO:0095500)	48	7	1.18	+	5.91	0.000164	0.404	GO:0095500
calcium ion transport into cytosol (GO:0060402)	14	2	0.35	+	5.79	0.0455	1.0	GO:0060402
positive regulation of monocyte chemotactic protein-1 production (GO:0071639)	14	2	0.35	+	5.79	0.0455	1.0	GO:0071639
nerve growth factor signaling pathway (GO:0038180)	14	2	0.35	+	5.79	0.0455	1.0	GO:0038180
regulation of angiotensin levels in blood (GO:0002002)	14	2	0.35	+	5.79	0.0455	1.0	GO:0002002
left/right axis specification (GO:0070986)	14	2	0.35	+	5.79	0.0455	1.0	GO:0070986
dorsal/ventral axis specification (GO:0009950)	14	2	0.35	+	5.79	0.0455	1.0	GO:0009950
negative regulation of phagocytosis (GO:0050765)	21	3	0.52	+	5.79	0.0143	1.0	GO:0050765
neuron remodeling (GO:0016322)	14	2	0.35	+	5.79	0.0455	1.0	GO:0016322
cell communication involved in cardiac conduction (GO:0086065)	42	6	1.04	+	5.79	0.000542	0.444	GO:0086065
mitral valve development (GO:0003174)	14	2	0.35	+	5.79	0.0455	1.0	GO:0003174
intestinal epithelial cell development (GO:0060576)	14	2	0.35	+	5.79	0.0455	1.0	GO:0060576
cellular response to acetylcholine (GO:1905145)	50	7	1.23	+	5.67	0.000213	0.45	GO:1905145
positive regulation of Rho protein signal transduction (GO:0035025)	29	4	0.72	+	5.59	0.00534	1.0	GO:0035025
estrogen receptor signaling pathway (GO:0030520)	22	3	0.54	+	5.52	0.0162	1.0	GO:0030520
regulation of hormone biosynthetic process (GO:0046885)	22	3	0.54	+	5.52	0.0162	1.0	GO:0046885
negative regulation of activated T cell proliferation (GO:0046007)	15	2	0.37	+	5.40	0.0516	1.0	GO:0046007
response to epinephrine (GO:0071871)	15	2	0.37	+	5.40	0.0516	1.0	GO:0071871
regulation of motor neuron apoptotic process (GO:2000671)	15	2	0.37	+	5.40	0.0516	1.0	GO:2000671
nodal signaling pathway (GO:0038092)	15	2	0.37	+	5.40	0.0516	1.0	GO:0038092
positive regulation of interleukin-13 production (GO:0032736)	15	2	0.37	+	5.40	0.0516	1.0	GO:0032736
UV-damage excision repair (GO:0070914)	15	2	0.37	+	5.40	0.0516	1.0	GO:0070914
detection of calcium ion (GO:0005513)	15	2	0.37	+	5.40	0.0516	1.0	GO:0005513
negative regulation of myotube differentiation (GO:0010832)	15	2	0.37	+	5.40	0.0516	1.0	GO:0010832
postsynaptic signal transduction (GO:0098926)	54	7	1.33	+	5.25	0.000348	0.513	GO:0098926
response to acetylcholine (GO:1905144)	54	7	1.33	+	5.25	0.000348	0.466	GO:1905144
sodium ion homeostasis (GO:0055078)	39	5	0.96	+	5.19	0.00259	0.931	GO:0055078
regulation of renal system process (GO:0098801)	24	3	0.59	+	5.06	0.0206	1.0	GO:0098801
regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	24	3	0.59	+	5.06	0.0206	1.0	GO:0043567
regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)	24	3	0.59	+	5.06	0.0206	1.0	GO:0010881
regulation of mammary gland epithelial cell proliferation (GO:0033599)	16	2	0.39	+	5.06	0.0581	1.0	GO:0033599
neuron cell-cell adhesion (GO:0007158)	16	2	0.39	+	5.06	0.0581	1.0	GO:0007158
response to follicle-stimulating hormone (GO:0032354)	16	2	0.39	+	5.06	0.0581	1.0	GO:0032354
dendrite self-avoidance (GO:0070593)	16	2	0.39	+	5.06	0.0581	1.0	GO:0070593
positive regulation of synaptic transmission, GABAergic (GO:0032230)	16	2	0.39	+	5.06	0.0581	1.0	GO:0032230
regulation of steroid hormone biosynthetic process (GO:0090030)	16	2	0.39	+	5.06	0.0581	1.0	GO:0090030
protein localization to site of double-strand break (GO:1990166)	16	2	0.39	+	5.06	0.0581	1.0	GO:1990166
interneuron migration (GO:1904936)	16	2	0.39	+	5.06	0.0581	1.0	GO:1904936
RNA capping (GO:0036260)	16	2	0.39	+	5.06	0.0581	1.0	GO:0036260
non-proteinogenic amino acid biosynthetic process (GO:0170043)	16	2	0.39	+	5.06	0.0581	1.0	GO:0170043
positive regulation of dendrite development (GO:1900006)	16	2	0.39	+	5.06	0.0581	1.0	GO:1900006
mating behavior (GO:0007617)	33	4	0.81	+	4.91	0.00852	1.0	GO:0007617
regulation of activin receptor signaling pathway (GO:0032925)	25	3	0.62	+	4.86	0.023	1.0	GO:0032925
lens morphogenesis in camera-type eye (GO:0002089)	25	3	0.62	+	4.86	0.023	1.0	GO:0002089
epithelial cell maturation (GO:0002070)	25	3	0.62	+	4.86	0.023	1.0	GO:0002070
positive regulation of leukocyte degranulation (GO:0043302)	25	3	0.62	+	4.86	0.023	1.0	GO:0043302
ribosomal large subunit assembly (GO:0000027)	25	3	0.62	+	4.86	0.023	1.0	GO:0000027
cell-cell signaling involved in cardiac conduction (GO:0086019)	25	3	0.62	+	4.86	0.023	1.0	GO:0086019
endocardial cushion formation (GO:0003272)	25	3	0.62	+	4.86	0.023	1.0	GO:0003272
detoxification of copper ion (GO:0010273)	17	2	0.42	+	4.77	0.0648	1.0	GO:0010273
cell migration in hindbrain (GO:0021535)	17	2	0.42	+	4.77	0.0648	1.0	GO:0021535
regulation of transforming growth factor beta production (GO:0071634)	34	4	0.84	+	4.77	0.00947	1.0	GO:0071634
regulation of protein neddylation (GO:2000434)	17	2	0.42	+	4.77	0.0648	1.0	GO:2000434
stress response to copper ion (GO:1990169)	17	2	0.42	+	4.77	0.0648	1.0	GO:1990169
mitotic intra-S DNA damage checkpoint signaling (GO:0031573)	17	2	0.42	+	4.77	0.0648	1.0	GO:0031573
dermatan sulfate proteoglycan metabolic process (GO:0050655)	17	2	0.42	+	4.77	0.0648	1.0	GO:0050655
membrane depolarization during cardiac muscle cell action potential (GO:0086012)	17	2	0.42	+	4.77	0.0648	1.0	GO:0086012
regulation of cell communication by electrical coupling (GO:0010649)	17	2	0.42	+	4.77	0.0648	1.0	GO:0010649
hyaluronan catabolic process (GO:0030214)	17	2	0.42	+	4.77	0.0648	1.0	GO:0030214
cardiac left ventricle morphogenesis (GO:0003214)	17	2	0.42	+	4.77	0.0648	1.0	GO:0003214
N-glycan processing (GO:0006491)	26	3	0.64	+	4.67	0.0255	1.0	GO:0006491
regulation of the force of heart contraction (GO:0002026)	26	3	0.64	+	4.67	0.0255	1.0	GO:0002026
negative regulation of steroid biosynthetic process (GO:0010894)	26	3	0.64	+	4.67	0.0255	1.0	GO:0010894
cell differentiation involved in embryonic placenta development (GO:0060706)	26	3	0.64	+	4.67	0.0255	1.0	GO:0060706
endocardial cushion development (GO:0003197)	52	6	1.28	+	4.67	0.00171	0.84	GO:0003197
cerebrospinal fluid circulation (GO:0090660)	18	2	0.44	+	4.50	0.0717	1.0	GO:0090660
glandular epithelial cell differentiation (GO:0002067)	36	4	0.89	+	4.50	0.0116	1.0	GO:0002067
myeloid cell apoptotic process (GO:0033028)	18	2	0.44	+	4.50	0.0717	1.0	GO:0033028
alanine transport (GO:0032328)	18	2	0.44	+	4.50	0.0717	1.0	GO:0032328
regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035358)	18	2	0.44	+	4.50	0.0717	1.0	GO:0035358
negative regulation of protein import into nucleus (GO:0042308)	18	2	0.44	+	4.50	0.0717	1.0	GO:0042308
regulation of viral entry into host cell (GO:0046596)	18	2	0.44	+	4.50	0.0717	1.0	GO:0046596
regulation of osteoblast proliferation (GO:0033688)	27	3	0.67	+	4.50	0.0282	1.0	GO:0033688
cellular response to prostaglandin stimulus (GO:0071379)	27	3	0.67	+	4.50	0.0282	1.0	GO:0071379
cellular response to cadmium ion (GO:0071276)	27	3	0.67	+	4.50	0.0282	1.0	GO:0071276
purine nucleoside metabolic process (GO:0042278)	27	3	0.67	+	4.50	0.0282	1.0	GO:0042278
atrioventricular valve morphogenesis (GO:0003181)	27	3	0.67	+	4.50	0.0282	1.0	GO:0003181
regulation of systemic arterial blood pressure by circulatory renin-angiotensin (GO:0001991)	19	2	0.47	+	4.26	0.0789	1.0	GO:0001991
arginine metabolic process (GO:0006525)	19	2	0.47	+	4.26	0.0789	1.0	GO:0006525
membrane depolarization (GO:0051899)	57	6	1.41	+	4.26	0.00275	0.965	GO:0051899
N-acetylglucosamine metabolic process (GO:0006044)	19	2	0.47	+	4.26	0.0789	1.0	GO:0006044
negative regulation of bone mineralization (GO:0030502)	19	2	0.47	+	4.26	0.0789	1.0	GO:0030502
regulation of glial cell migration (GO:1903975)	19	2	0.47	+	4.26	0.0789	1.0	GO:1903975
dendritic cell differentiation (GO:0097028)	38	4	0.94	+	4.26	0.014	1.0	GO:0097028
purinergic nucleotide receptor signaling pathway (GO:0035590)	29	3	0.72	+	4.19	0.034	1.0	GO:0035590
membrane repolarization (GO:0086009)	29	3	0.72	+	4.19	0.034	1.0	GO:0086009
response to prostaglandin E (GO:0034695)	29	3	0.72	+	4.19	0.034	1.0	GO:0034695
trophectodermal cell differentiation (GO:0001829)	20	2	0.49	+	4.05	0.0863	1.0	GO:0001829
positive regulation of superoxide anion generation (GO:0032930)	20	2	0.49	+	4.05	0.0863	1.0	GO:0032930
regulation of monocyte chemotactic protein-1 production (GO:0071637)	20	2	0.49	+	4.05	0.0863	1.0	GO:0071637
regulation of sodium ion transmembrane transport (GO:1902305)	40	4	0.99	+	4.05	0.0166	1.0	GO:1902305
cell-cell junction maintenance (GO:0045217)	20	2	0.49	+	4.05	0.0863	1.0	GO:0045217
cellular response to gonadotropin stimulus (GO:0071371)	20	2	0.49	+	4.05	0.0863	1.0	GO:0071371
positive regulation of T cell receptor signaling pathway (GO:0050862)	20	2	0.49	+	4.05	0.0863	1.0	GO:0050862
nuclear-transcribed mRNA poly(A) tail shortening (GO:0000289)	20	2	0.49	+	4.05	0.0863	1.0	GO:0000289
DNA replication checkpoint signaling (GO:0000076)	20	2	0.49	+	4.05	0.0863	1.0	GO:0000076
mammary gland lobule development (GO:0061377)	20	2	0.49	+	4.05	0.0863	1.0	GO:0061377
mammary gland alveolus development (GO:0060749)	20	2	0.49	+	4.05	0.0863	1.0	GO:0060749
endocardial cushion morphogenesis (GO:0003203)	40	4	0.99	+	4.05	0.0166	1.0	GO:0003203
regulation of astrocyte differentiation (GO:0048710)	30	3	0.74	+	4.05	0.0371	1.0	GO:0048710
negative regulation of steroid metabolic process (GO:0045939)	30	3	0.74	+	4.05	0.0371	1.0	GO:0045939
lens fiber cell differentiation (GO:0070306)	31	3	0.77	+	3.92	0.0403	1.0	GO:0070306
serine family amino acid metabolic process (GO:0009069)	31	3	0.77	+	3.92	0.0403	1.0	GO:0009069
positive regulation of vascular endothelial growth factor production (GO:0010575)	31	3	0.77	+	3.92	0.0403	1.0	GO:0010575
glycerophospholipid catabolic process (GO:0046475)	31	3	0.77	+	3.92	0.0403	1.0	GO:0046475
atrioventricular valve development (GO:0003171)	31	3	0.77	+	3.92	0.0403	1.0	GO:0003171
response to UV-B (GO:0010224)	21	2	0.52	+	3.86	0.0938	1.0	GO:0010224
axonal fasciculation (GO:0007413)	21	2	0.52	+	3.86	0.0938	1.0	GO:0007413
ectoderm development (GO:0007398)	21	2	0.52	+	3.86	0.0938	1.0	GO:0007398
G protein-coupled acetylcholine receptor signaling pathway (GO:0007213)	21	2	0.52	+	3.86	0.0938	1.0	GO:0007213
neuron projection fasciculation (GO:0106030)	21	2	0.52	+	3.86	0.0938	1.0	GO:0106030
regulation of urine volume (GO:0035809)	21	2	0.52	+	3.86	0.0938	1.0	GO:0035809
keratinization (GO:0031424)	84	8	2.07	+	3.86	0.0011	0.706	GO:0031424
peptide hormone processing (GO:0016486)	42	4	1.04	+	3.86	0.0196	1.0	GO:0016486
regulation of myotube differentiation (GO:0010830)	42	4	1.04	+	3.86	0.0196	1.0	GO:0010830
skeletal muscle fiber development (GO:0048741)	32	3	0.79	+	3.80	0.0437	1.0	GO:0048741
response to zinc ion (GO:0010043)	54	5	1.33	+	3.75	0.0105	1.0	GO:0010043
endothelial cell development (GO:0001885)	54	5	1.33	+	3.75	0.0105	1.0	GO:0001885
purine ribonucleoside metabolic process (GO:0046128)	22	2	0.54	+	3.68	0.102	1.0	GO:0046128
growth hormone receptor signaling pathway (GO:0060396)	22	2	0.54	+	3.68	0.102	1.0	GO:0060396
regulation of superoxide anion generation (GO:0032928)	22	2	0.54	+	3.68	0.102	1.0	GO:0032928
regulation of skeletal muscle cell differentiation (GO:2001014)	22	2	0.54	+	3.68	0.102	1.0	GO:2001014
regulation of interleukin-13 production (GO:0032656)	22	2	0.54	+	3.68	0.102	1.0	GO:0032656
relaxation of muscle (GO:0090075)	22	2	0.54	+	3.68	0.102	1.0	GO:0090075
intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631)	22	2	0.54	+	3.68	0.102	1.0	GO:0008631
positive regulation of viral life cycle (GO:1903902)	22	2	0.54	+	3.68	0.102	1.0	GO:1903902
aspartate family amino acid biosynthetic process (GO:0009067)	22	2	0.54	+	3.68	0.102	1.0	GO:0009067
stress response to metal ion (GO:0097501)	22	2	0.54	+	3.68	0.102	1.0	GO:0097501
negative regulation of protein serine/threonine kinase activity (GO:0071901)	33	3	0.81	+	3.68	0.0472	1.0	GO:0071901
regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)	33	3	0.81	+	3.68	0.0472	1.0	GO:0010882
positive regulation of D-glucose transmembrane transport (GO:0010828)	45	4	1.11	+	3.60	0.0246	1.0	GO:0010828
ventricular system development (GO:0021591)	34	3	0.84	+	3.57	0.0509	1.0	GO:0021591
regulation of synaptic transmission, GABAergic (GO:0032228)	34	3	0.84	+	3.57	0.0509	1.0	GO:0032228
eating behavior (GO:0042755)	34	3	0.84	+	3.57	0.0509	1.0	GO:0042755
