Term	Ont	N	DE	P.DE	adj_pval	GOID
stem cell differentiation	BP	248	3	0.253373464224513	1	GO:0048863
cellular developmental process	BP	4442	39	0.0796000838649629	1	GO:0048869
regulation of immune response	BP	903	8	0.302552800719034	1	GO:0050776
negative regulation of immune response	BP	194	2	0.396121477849062	1	GO:0050777
positive regulation of immune response	BP	740	5	0.596944317990358	1	GO:0050778
regulation of biological process	BP	12069	111	0.000118712643945353	0.0836701553607338	GO:0050789
response to stimulus	BP	8860	91	1.2763520754317e-05	0.0142650354061285	GO:0050896
response to glucocorticoid	BP	134	3	0.068744576428057	1	GO:0051384
response to other organism	BP	1535	11	0.516913617308463	1	GO:0051707
reproductive system development	BP	311	4	0.176180966029466	1	GO:0061458
biological regulation	BP	12489	116	3.71405623320853e-05	0.0335067297135141	GO:0065007
regulation of response to stress	BP	1408	9	0.661059891523174	1	GO:0080134
defense response to other organism	BP	1218	7	0.756561256479752	1	GO:0098542
defense response to symbiont	BP	1113	6	0.798035398039152	1	GO:0140546
response to ketone	BP	217	3	0.196387961085544	1	GO:1901654
response to oxygen-containing compound	BP	1687	14	0.298565914096771	1	GO:1901700
metabolic process	BP	12005	118	1.06863804667075e-06	0.00172157589318658	GO:0008152
cellular metabolic process	BP	10651	97	0.000836187850673267	0.325161737656636	GO:0044237
cellular response to stimulus	BP	7474	77	9.39129367800121e-05	0.0702268627247933	GO:0051716
cellular response to chemical stimulus	BP	2731	26	0.0684649482628741	1	GO:0070887
tissue homeostasis	BP	259	4	0.110273194043345	1	GO:0001894
system process	BP	2308	26	0.011354615765872	0.933288846514602	GO:0003008
proteolysis	BP	1609	19	0.0188565804033158	1	GO:0006508
lipid metabolic process	BP	1397	14	0.115970903005915	1	GO:0006629
nitrogen compound metabolic process	BP	9959	98	2.91353042565155e-05	0.0273799021750604	GO:0006807
digestion	BP	136	2	0.247713274265433	1	GO:0007586
negative regulation of metabolic process	BP	3382	30	0.106255135332042	1	GO:0009892
negative regulation of macromolecule metabolic process	BP	3172	27	0.169722341922935	1	GO:0010605
regulation of lipid metabolic process	BP	326	3	0.402019194125859	1	GO:0019216
regulation of metabolic process	BP	7045	58	0.0951598955095189	1	GO:0019222
protein metabolic process	BP	4882	53	0.000568102195091601	0.305670903654626	GO:0019538
digestive system process	BP	104	2	0.165977353319186	1	GO:0022600
regulation of proteolysis	BP	599	5	0.412232451494801	1	GO:0030162
homeostatic process	BP	1714	21	0.00943489611230078	0.90293430695937	GO:0042592
macromolecule metabolic process	BP	9918	99	1.29286465774019e-05	0.0142650354061285	GO:0043170
negative regulation of molecular function	BP	751	4	0.776353488749233	1	GO:0044092
primary metabolic process	BP	10443	104	6.40628988721041e-06	0.00816878730397833	GO:0044238
negative regulation of proteolysis	BP	231	2	0.483878572729402	1	GO:0045861
multicellular organismal-level homeostasis	BP	801	11	0.0266384396716284	1	GO:0048871
regulation of catalytic activity	BP	1404	13	0.189815137958725	1	GO:0050790
regulation of nitrogen compound metabolic process	BP	5576	42	0.333017909456101	1	GO:0051171
negative regulation of nitrogen compound metabolic process	BP	2259	20	0.168908859982237	1	GO:0051172
regulation of protein metabolic process	BP	2218	18	0.296196579543526	1	GO:0051246
negative regulation of protein metabolic process	BP	897	6	0.605265379252303	1	GO:0051248
regulation of hydrolase activity	BP	743	5	0.600532764880735	1	GO:0051336
anatomical structure homeostasis	BP	259	4	0.110273194043345	1	GO:0060249
regulation of macromolecule metabolic process	BP	6529	52	0.170106103326287	1	GO:0060255
regulation of molecular function	BP	2028	18	0.182246753936094	1	GO:0065009
organic substance metabolic process	BP	11490	114	1.32029217379288e-06	0.00198519131251498	GO:0071704
regulation of primary metabolic process	BP	5719	45	0.219493628099674	1	GO:0080090
organonitrogen compound metabolic process	BP	5954	65	8.26842035871428e-05	0.0643055009553248	GO:1901564
catabolic process	BP	2655	22	0.238054445191156	1	GO:0009056
positive regulation of metabolic process	BP	3796	36	0.0364386567924859	1	GO:0009893
regulation of catabolic process	BP	1114	10	0.258538605528544	1	GO:0009894
positive regulation of catabolic process	BP	624	6	0.275729045679648	1	GO:0009896
lipid catabolic process	BP	340	5	0.0924917134699879	1	GO:0016042
regulation of cellular metabolic process	BP	6541	52	0.173790513078639	1	GO:0031323
positive regulation of cellular metabolic process	BP	3422	32	0.0558377012375132	1	GO:0031325
regulation of cellular catabolic process	BP	782	5	0.64551085110352	1	GO:0031329
positive regulation of cellular catabolic process	BP	427	2	0.804087210839453	1	GO:0031331
cellular lipid catabolic process	BP	230	3	0.219925237019863	1	GO:0044242
cellular catabolic process	BP	1689	14	0.300070582796	1	GO:0044248
cellular lipid metabolic process	BP	1018	10	0.180829666096971	1	GO:0044255
positive regulation of lipid metabolic process	BP	123	2	0.21409324207618	1	GO:0045834
glycerolipid metabolic process	BP	398	4	0.306626638075678	1	GO:0046486
positive regulation of cellular process	BP	5834	56	0.00666865843965807	0.816664501387041	GO:0048522
regulation of cellular process	BP	11512	106	0.00020498098904448	0.138063558411593	GO:0050794
regulation of lipid catabolic process	BP	66	2	0.078641109301284	1	GO:0050994
positive regulation of lipid catabolic process	BP	27	2	0.0153554654131269	0.978325330304138	GO:0050996
organic substance catabolic process	BP	2177	19	0.192821197057444	1	GO:1901575
angiogenesis	BP	624	6	0.275729045679648	1	GO:0001525
blood vessel development	BP	807	10	0.0595862547369458	1	GO:0001568
ameboidal-type cell migration	BP	496	8	0.0245102411196371	1	GO:0001667
vasculature development	BP	840	10	0.0734993477698269	1	GO:0001944
anatomical structure morphogenesis	BP	2751	20	0.470496487805088	1	GO:0009653
regulation of endothelial cell migration	BP	233	3	0.225438452686154	1	GO:0010594
positive regulation of endothelial cell migration	BP	131	2	0.234745520830153	1	GO:0010595
epithelial cell migration	BP	373	6	0.0487320585075056	1	GO:0010631
regulation of epithelial cell migration	BP	297	4	0.157253323399406	1	GO:0010632
positive regulation of epithelial cell migration	BP	177	3	0.128915953991141	1	GO:0010634
cell migration	BP	1612	16	0.103683535148011	1	GO:0016477
regulation of cell migration	BP	1050	11	0.12246471056924	1	GO:0030334
positive regulation of cell migration	BP	580	6	0.224510397661582	1	GO:0030335
tube morphogenesis	BP	957	11	0.0757688286935296	1	GO:0035239
tube development	BP	1173	13	0.0710595221719017	1	GO:0035295
locomotion	BP	1346	12	0.238591146675268	1	GO:0040011
regulation of locomotion	BP	1151	12	0.112892671453416	1	GO:0040012
positive regulation of locomotion	BP	620	6	0.270953410122548	1	GO:0040017
endothelial cell migration	BP	284	4	0.140412323082983	1	GO:0043542
blood vessel morphogenesis	BP	714	8	0.131583608057674	1	GO:0048514
anatomical structure formation involved in morphogenesis	BP	1270	15	0.0349007286455315	1	GO:0048646
cell motility	BP	1827	18	0.0926471419564821	1	GO:0048870
regulation of multicellular organismal process	BP	3115	28	0.103386394943548	1	GO:0051239
circulatory system development	BP	1229	13	0.0936728335403001	1	GO:0072359
tissue migration	BP	381	6	0.0529743144596925	1	GO:0090130
epithelium migration	BP	376	6	0.0502973694818477	1	GO:0090132
regulation of cell motility	BP	1110	11	0.159596431330294	1	GO:2000145
positive regulation of cell motility	BP	606	6	0.254411011058101	1	GO:2000147
biogenic amine metabolic process	BP	97	2	0.14877794095072	1	GO:0006576
cellular aromatic compound metabolic process	BP	6288	49	0.227192240815434	1	GO:0006725
circadian rhythm	BP	204	2	0.42056178485404	1	GO:0007623
biosynthetic process	BP	8514	68	0.117075188662232	1	GO:0009058
macromolecule biosynthetic process	BP	7514	62	0.0816700920599507	1	GO:0009059
amine metabolic process	BP	117	2	0.198724385076305	1	GO:0009308
response to radiation	BP	429	3	0.582356354945914	1	GO:0009314
response to light stimulus	BP	319	3	0.3887974342738	1	GO:0009416
response to abiotic stimulus	BP	1131	13	0.0566867812302753	1	GO:0009628
response to inorganic substance	BP	532	5	0.319265523504986	1	GO:0010035
response to metal ion	BP	359	4	0.24606608829625	1	GO:0010038
response to organonitrogen compound	BP	1033	10	0.192192191203716	1	GO:0010243
gene expression	BP	7028	57	0.120986198432483	1	GO:0010467
regulation of hormone levels	BP	539	11	0.00158582818603613	0.501606531254516	GO:0010817
response to purine-containing compound	BP	142	2	0.263304712783934	1	GO:0014074
heterocycle biosynthetic process	BP	4052	30	0.407777371990652	1	GO:0018130
aromatic compound biosynthetic process	BP	4064	30	0.414484060718309	1	GO:0019438
response to insulin	BP	269	2	0.565395960651707	1	GO:0032868
response to cytokine	BP	960	8	0.362314210747967	1	GO:0034097
cellular nitrogen compound metabolic process	BP	6700	51	0.279394368662973	1	GO:0034641
protein modification process	BP	2950	28	0.0616971090945825	1	GO:0036211
hormone metabolic process	BP	240	5	0.0276128767869732	1	GO:0042445
macromolecule modification	BP	3181	30	0.0578103995400986	1	GO:0043412
response to peptide hormone	BP	438	3	0.59644353326223	1	GO:0043434
amide metabolic process	BP	1228	11	0.246664124395048	1	GO:0043603
amide biosynthetic process	BP	907	7	0.454265251079399	1	GO:0043604
cellular biosynthetic process	BP	8376	67	0.116932800486457	1	GO:0044249
cellular nitrogen compound biosynthetic process	BP	4811	36	0.366464016677353	1	GO:0044271
heterocycle metabolic process	BP	6242	47	0.320035498467678	1	GO:0046483
response to calcium ion	BP	146	2	0.273703613778199	1	GO:0051592
protein maturation	BP	540	9	0.0145293519436218	0.948772862598244	GO:0051604
regulation of biological quality	BP	2922	32	0.00755333773779301	0.82565579229854	GO:0065008
cellular response to organic substance	BP	2004	20	0.0714839061532991	1	GO:0071310
cellular response to organic cyclic compound	BP	530	5	0.316514015718772	1	GO:0071407
cellular response to organonitrogen compound	BP	620	7	0.147919955304577	1	GO:0071417
cellular response to endogenous stimulus	BP	1502	14	0.172483269745903	1	GO:0071495
organic cyclic compound metabolic process	BP	6540	51	0.218949248619504	1	GO:1901360
organic cyclic compound biosynthetic process	BP	4220	31	0.423328774774739	1	GO:1901362
organonitrogen compound biosynthetic process	BP	1794	12	0.611532452645512	1	GO:1901566
organic substance biosynthetic process	BP	8457	67	0.135504188212541	1	GO:1901576
response to peptide	BP	526	4	0.506654261129837	1	GO:1901652
response to nitrogen compound	BP	1137	10	0.278678914951509	1	GO:1901698
cellular response to nitrogen compound	BP	691	7	0.214182409843435	1	GO:1901699
cellular response to oxygen-containing compound	BP	1204	9	0.472630376253063	1	GO:1901701
nucleobase-containing compound metabolic process	BP	6064	46	0.303111764660419	1	GO:0006139
RNA processing	BP	1336	6	0.911839073854931	1	GO:0006396
tRNA metabolic process	BP	201	2	0.413281113152252	1	GO:0006399
translation	BP	743	6	0.423078089283119	1	GO:0006412
translational elongation	BP	68	2	0.0827731645348314	1	GO:0006414
regulation of translation	BP	450	3	0.614742880038951	1	GO:0006417
peptide metabolic process	BP	938	10	0.12600884319798	1	GO:0006518
amino acid metabolic process	BP	294	3	0.341115666295617	1	GO:0006520
apoptotic process	BP	1959	20	0.0595721073723281	1	GO:0006915
nervous system development	BP	2535	21	0.245202323045706	1	GO:0007399
central nervous system development	BP	1032	10	0.191424843452553	1	GO:0007417
brain development	BP	732	6	0.409330982290624	1	GO:0007420
cell death	BP	2039	21	0.0503879553655713	1	GO:0008219
regulation of biosynthetic process	BP	5681	41	0.451182066347191	1	GO:0009889
regulation of gene expression	BP	5391	38	0.519342982842087	1	GO:0010468
regulation of macromolecule biosynthetic process	BP	5519	40	0.440772480653503	1	GO:0010556
post-transcriptional regulation of gene expression	BP	1078	5	0.87884900668416	1	GO:0010608
programmed cell death	BP	2035	20	0.0805823909174027	1	GO:0012501
RNA metabolic process	BP	4962	35	0.518590280720649	1	GO:0016070
cerebellum development	BP	105	2	0.1684625540791	1	GO:0021549
metencephalon development	BP	115	2	0.193631695232706	1	GO:0022037
hindbrain development	BP	158	3	0.100434215742553	1	GO:0030902
regulation of cellular biosynthetic process	BP	5650	41	0.435825314584342	1	GO:0031326
regulation of amide metabolic process	BP	522	3	0.71257897142538	1	GO:0034248
ncRNA processing	BP	430	2	0.807217616468568	1	GO:0034470
ncRNA metabolic process	BP	632	4	0.651067369260729	1	GO:0034660
regulation of apoptotic process	BP	1504	11	0.489406936130212	1	GO:0042981
peptide biosynthetic process	BP	772	7	0.300310195599974	1	GO:0043043
negative regulation of apoptotic process	BP	903	8	0.302552800719034	1	GO:0043066
regulation of programmed cell death	BP	1553	11	0.532696421553572	1	GO:0043067
negative regulation of programmed cell death	BP	934	8	0.334825861676013	1	GO:0043069
negative regulation of cellular process	BP	5421	41	0.325546254301001	1	GO:0048523
nervous system process	BP	1510	17	0.0378306986072044	1	GO:0050877
head development	BP	781	6	0.470162285560676	1	GO:0060322
nucleic acid metabolic process	BP	5510	42	0.303076785510192	1	GO:0090304
temperature homeostasis	BP	183	5	0.00963130724240655	0.906010522591379	GO:0001659
response to hypoxia	BP	310	4	0.174803626019133	1	GO:0001666
peptide secretion	BP	247	6	0.00819950150105369	0.860146776068674	GO:0002790
regulation of peptide secretion	BP	200	6	0.00297993486684401	0.640090009398094	GO:0002791
positive regulation of peptide secretion	BP	113	5	0.00123619017411974	0.422439896774193	GO:0002793
muscle system process	BP	459	7	0.0441091512706334	1	GO:0003012
circulatory system process	BP	611	7	0.140314893469566	1	GO:0003013
organic acid metabolic process	BP	933	6	0.643276927807249	1	GO:0006082
transport	BP	4358	48	0.000819323725844267	0.324193461626169	GO:0006810
amino acid transport	BP	156	3	0.0976001504492997	1	GO:0006865
muscle contraction	BP	355	5	0.106007066781906	1	GO:0006936
regulation of muscle contraction	BP	167	2	0.328031200400319	1	GO:0006937
cell communication	BP	6565	66	0.00081576157609898	0.324193461626169	GO:0007154
signal transduction	BP	5991	60	0.00173951386047688	0.502987123194814	GO:0007165
cell surface receptor signaling pathway	BP	2818	27	0.0601593695432441	1	GO:0007166
cell-cell signaling	BP	1709	23	0.00213717061613221	0.529689517321382	GO:0007267
chemical synaptic transmission	BP	748	12	0.00686769586196421	0.816664501387041	GO:0007268
behavior	BP	655	7	0.179270573577707	1	GO:0007610
locomotory behavior	BP	202	3	0.170088534305572	1	GO:0007626
blood circulation	BP	526	5	0.311020606327258	1	GO:0008015
protein localization	BP	2496	21	0.22362141914107	1	GO:0008104
amino acid catabolic process	BP	111	2	0.183500514185404	1	GO:0009063
protein secretion	BP	370	4	0.262903910556206	1	GO:0009306
hormone transport	BP	322	8	0.00207810476602474	0.529689517321382	GO:0009914
regulation of signal transduction	BP	3126	25	0.275505063538337	1	GO:0009966
regulation of cell communication	BP	3544	34	0.0362497122893385	1	GO:0010646
positive regulation of cell communication	BP	1807	22	0.0085148579825237	0.868137640653178	GO:0010647
protein transport	BP	1412	13	0.195073719261964	1	GO:0015031
organic anion transport	BP	447	4	0.384443157682333	1	GO:0015711
acidic amino acid transport	BP	66	3	0.0112958237849274	0.933288846514602	GO:0015800
gamma-aminobutyric acid transport	BP	20	2	0.00858360795715433	0.868137640653178	GO:0015812
peptide transport	BP	271	8	0.000695543372704284	0.307640823790614	GO:0015833
organic acid transport	BP	355	4	0.24000456190962	1	GO:0015849
organic hydroxy compound transport	BP	308	4	0.172060288285129	1	GO:0015850
organic acid catabolic process	BP	250	4	0.100217348393067	1	GO:0016054
phenol-containing compound metabolic process	BP	112	3	0.0445955120230633	1	GO:0018958
carboxylic acid metabolic process	BP	904	6	0.612824853495543	1	GO:0019752
regulation of signaling	BP	3539	34	0.0356243760205912	1	GO:0023051
signaling	BP	6473	66	0.000548474509665051	0.305670903654626	GO:0023052
positive regulation of signaling	BP	1808	22	0.00856698225030312	0.868137640653178	GO:0023056
signal release	BP	485	9	0.00758823449542178	0.82565579229854	GO:0023061
peptide hormone secretion	BP	242	6	0.0074529347766366	0.82565579229854	GO:0030072
insulin secretion	BP	200	3	0.166663164496013	1	GO:0030073
adult behavior	BP	144	2	0.268504398481176	1	GO:0030534
regulation of nervous system process	BP	119	3	0.051732895772906	1	GO:0031644
positive regulation of nervous system process	BP	31	2	0.019973620640089	1	GO:0031646
positive regulation of insulin secretion	BP	86	3	0.0228237518376672	1	GO:0032024
monocarboxylic acid metabolic process	BP	635	3	0.826127291268033	1	GO:0032787
regulation of localization	BP	2048	27	0.00118125244948675	0.41628074602694	GO:0032879
regulation of protein localization	BP	877	8	0.276080033738089	1	GO:0032880
secretion by cell	BP	826	11	0.0322618901527634	1	GO:0032940
macromolecule localization	BP	2992	25	0.206971043659635	1	GO:0033036
establishment of protein localization to extracellular region	BP	371	4	0.264445835057234	1	GO:0035592
exploration behavior	BP	35	2	0.0250950068344377	1	GO:0035640
response to decreased oxygen levels	BP	324	4	0.194414172382906	1	GO:0036293
response to cocaine	BP	51	2	0.0500072978861538	1	GO:0042220
regulation of membrane potential	BP	446	6	0.0955609160268295	1	GO:0042391
amide transport	BP	311	8	0.00167399785113934	0.501606531254516	GO:0042886
response to alkaloid	BP	94	4	0.00440352255425497	0.782023997548555	GO:0043279
oxoacid metabolic process	BP	927	6	0.63709366319345	1	GO:0043436
regulation of system process	BP	565	11	0.00228734440119177	0.554717909940636	GO:0044057
small molecule metabolic process	BP	1814	15	0.294143463449327	1	GO:0044281
small molecule catabolic process	BP	373	5	0.123431148959133	1	GO:0044282
small molecule biosynthetic process	BP	601	2	0.926194697135654	1	GO:0044283
establishment of protein localization	BP	1693	14	0.303086742505496	1	GO:0045184
positive regulation of muscle contraction	BP	47	2	0.0431725313751951	1	GO:0045933
carboxylic acid catabolic process	BP	250	4	0.100217348393067	1	GO:0046395
acid secretion	BP	44	4	0.00025739266465129	0.165863833101291	GO:0046717
hormone secretion	BP	311	8	0.00167399785113934	0.501606531254516	GO:0046879
regulation of hormone secretion	BP	254	8	0.000454930022470556	0.270012940178971	GO:0046883
positive regulation of hormone secretion	BP	144	5	0.00355891243921245	0.693410628050048	GO:0046887
secretion	BP	962	14	0.00829993494845467	0.864382132967885	GO:0046903
carboxylic acid transport	BP	354	4	0.238494730978604	1	GO:0046942
regulation of protein secretion	BP	269	3	0.293217237440581	1	GO:0050708
positive regulation of protein secretion	BP	147	3	0.0852676085676089	1	GO:0050714
regulation of insulin secretion	BP	167	3	0.113585678069385	1	GO:0050796
regulation of secretion	BP	619	11	0.00455029332010563	0.783414622455438	GO:0051046
positive regulation of secretion	BP	312	6	0.0233305256531419	1	GO:0051047
negative regulation of secretion	BP	172	4	0.0334576751804167	1	GO:0051048
regulation of transport	BP	1641	22	0.00279598346112734	0.612238941575398	GO:0051049
positive regulation of transport	BP	846	12	0.0168642364231056	1	GO:0051050
negative regulation of transport	BP	461	8	0.0166614991874201	1	GO:0051051
positive regulation of nitrogen compound metabolic process	BP	3071	23	0.405063661126177	1	GO:0051173
localization	BP	5302	50	0.0149583116948078	0.969453338979007	GO:0051179
positive regulation of protein transport	BP	251	4	0.101312699378741	1	GO:0051222
regulation of protein transport	BP	440	4	0.373321988647629	1	GO:0051223
establishment of localization	BP	4666	49	0.00201368178843799	0.529689517321382	GO:0051234
positive regulation of multicellular organismal process	BP	1686	20	0.0154599716239599	0.982209014103638	GO:0051240
cellular localization	BP	3367	36	0.00665894773953912	0.816664501387041	GO:0051641
regulation of postsynaptic membrane potential	BP	148	3	0.086602997082874	1	GO:0060078
regulation of cellular localization	BP	987	10	0.158391948485727	1	GO:0060341
regulation of establishment of protein localization	BP	537	5	0.326157046033595	1	GO:0070201
response to oxygen levels	BP	351	4	0.233979092631145	1	GO:0070482
cellular macromolecule localization	BP	2507	21	0.229617205645217	1	GO:0070727
protein localization to extracellular region	BP	379	4	0.276840727457417	1	GO:0071692
organic substance transport	BP	2360	24	0.0427902418689278	1	GO:0071702
nitrogen compound transport	BP	1896	20	0.0453520142525353	1	GO:0071705
regulation of peptide transport	BP	202	6	0.00312955025115194	0.641671603313462	GO:0090087
regulation of muscle system process	BP	245	3	0.247742890567124	1	GO:0090257
regulation of peptide hormone secretion	BP	197	6	0.00276562652863097	0.612238941575398	GO:0090276
positive regulation of peptide hormone secretion	BP	111	5	0.00114153974644305	0.408671229226611	GO:0090277
anterograde trans-synaptic signaling	BP	748	12	0.00686769586196421	0.816664501387041	GO:0098916
synaptic signaling	BP	779	12	0.00930888142286268	0.90293430695937	GO:0099536
trans-synaptic signaling	BP	754	12	0.00729548508626713	0.82565579229854	GO:0099537
chemical synaptic transmission, postsynaptic	BP	115	4	0.00891224605972995	0.89336354502733	GO:0099565
export from cell	BP	907	11	0.0562064985842209	1	GO:0140352
organonitrogen compound catabolic process	BP	1427	11	0.420015367454505	1	GO:1901565
organic hydroxy compound metabolic process	BP	564	8	0.0465260965811982	1	GO:1901615
regulation of secretion by cell	BP	564	8	0.0465260965811982	1	GO:1903530
negative regulation of secretion by cell	BP	151	2	0.286693092744979	1	GO:1903531
positive regulation of secretion by cell	BP	288	5	0.0531873853065909	1	GO:1903532
positive regulation of protein localization	BP	483	8	0.0213421237207585	1	GO:1903829
positive regulation of establishment of protein localization	BP	326	5	0.0807374009552839	1	GO:1904951
response to molecule of bacterial origin	BP	368	4	0.259825374662964	1	GO:0002237
alcohol metabolic process	BP	371	5	0.121432337586891	1	GO:0006066
lipid transport	BP	454	5	0.215767568711946	1	GO:0006869
endocytosis	BP	712	8	0.130114363290672	1	GO:0006897
phagocytosis	BP	236	4	0.0854788413631316	1	GO:0006909
organelle organization	BP	3607	42	0.00062567353865049	0.307640823790614	GO:0006996
G protein-coupled receptor signaling pathway	BP	1284	16	0.0193896131914477	1	GO:0007186
small GTPase-mediated signal transduction	BP	499	7	0.0633050735950344	1	GO:0007264
Rho protein signal transduction	BP	145	2	0.271104128157282	1	GO:0007266
steroid metabolic process	BP	329	2	0.67450451984491	1	GO:0008202
response to bacterium	BP	703	7	0.226347498905229	1	GO:0009617
endomembrane system organization	BP	602	9	0.0270256426770527	1	GO:0010256
lipid localization	BP	504	5	0.281088883876286	1	GO:0010876
organophosphate ester transport	BP	154	2	0.294476163368832	1	GO:0015748
phospholipid transport	BP	103	2	0.163498748984233	1	GO:0015914
cellular component organization	BP	6544	67	0.000430761475379536	0.26257822474892	GO:0016043
vesicle organization	BP	369	4	0.261363746272437	1	GO:0016050
vesicle-mediated transport	BP	1536	16	0.0753414373242235	1	GO:0016192
endosomal transport	BP	286	4	0.142954243828362	1	GO:0016197
cellular component assembly	BP	3082	24	0.327569233197261	1	GO:0022607
positive regulation of protein-containing complex assembly	BP	197	3	0.161564449037493	1	GO:0031334
regulation of lipid transport	BP	155	2	0.297068066191366	1	GO:0032368
response to lipopolysaccharide	BP	347	4	0.227991816686753	1	GO:0032496
lipid translocation	BP	56	2	0.0590537178412459	1	GO:0034204
intracellular signal transduction	BP	2719	28	0.0257876020840954	1	GO:0035556
regulation of protein-containing complex assembly	BP	418	3	0.564725793871273	1	GO:0043254
protein-containing complex organization	BP	2435	26	0.02108508548279	1	GO:0043933
cellular component biogenesis	BP	3349	25	0.404767615163606	1	GO:0044085
regulation of cellular component biogenesis	BP	987	6	0.696038232755771	1	GO:0044087
positive regulation of cellular component biogenesis	BP	507	5	0.285137986474142	1	GO:0044089
phospholipid translocation	BP	52	2	0.0517732018598816	1	GO:0045332
regulation of cell differentiation	BP	1640	14	0.263925380296799	1	GO:0045595
negative regulation of cell differentiation	BP	734	3	0.89187998515219	1	GO:0045596
intracellular transport	BP	1349	16	0.0289258750045774	1	GO:0046907
chemical homeostasis	BP	1032	11	0.112377860017978	1	GO:0048878
regulation of developmental process	BP	2552	19	0.430445128312881	1	GO:0050793
regulation of small GTPase mediated signal transduction	BP	304	4	0.166619913731031	1	GO:0051056
negative regulation of developmental process	BP	1015	6	0.721280541150835	1	GO:0051093
