Term	Ont	N	DE	P.DE	adj_pval	GOID
positive regulation of cellular metabolic process	BP	3422	15	0.223123383562761	1	GO:0031325
regulation of cellular catabolic process	BP	782	3	0.523942625771371	1	GO:0031329
cellular lipid catabolic process	BP	230	2	0.195082216256356	1	GO:0044242
cellular catabolic process	BP	1689	8	0.246072745342261	1	GO:0044248
cellular lipid metabolic process	BP	1018	8	0.0276781701739134	1	GO:0044255
positive regulation of cellular process	BP	5834	31	0.00920830928090228	0.862354513432551	GO:0048522
regulation of cellular process	BP	11512	58	0.000333600986320703	0.201674748305008	GO:0050794
organic substance catabolic process	BP	2177	12	0.0817315363342055	1	GO:1901575
angiogenesis	BP	624	4	0.179123148558215	1	GO:0001525
blood vessel development	BP	807	4	0.318328139884448	1	GO:0001568
ameboidal-type cell migration	BP	496	2	0.524796142110907	1	GO:0001667
vasculature development	BP	840	5	0.175984904951322	1	GO:0001944
anatomical structure morphogenesis	BP	2751	21	0.000537724866545083	0.239168426779819	GO:0009653
muscle cell migration	BP	111	2	0.0587696837202843	1	GO:0014812
smooth muscle cell migration	BP	98	2	0.0471098239279627	1	GO:0014909
cell migration	BP	1612	18	1.25887387744462e-05	0.0258114922108054	GO:0016477
regulation of cell migration	BP	1050	10	0.00398923164742133	0.680727532818067	GO:0030334
positive regulation of cell migration	BP	580	5	0.054795473487937	1	GO:0030335
tube morphogenesis	BP	957	5	0.249535551939121	1	GO:0035239
tube development	BP	1173	5	0.399208258888512	1	GO:0035295
locomotion	BP	1346	13	0.000902974724296294	0.345181219182688	GO:0040011
regulation of locomotion	BP	1151	12	0.00074553670466348	0.317261034660003	GO:0040012
positive regulation of locomotion	BP	620	6	0.0227001535724677	1	GO:0040017
blood vessel morphogenesis	BP	714	4	0.2452607014674	1	GO:0048514
anatomical structure formation involved in morphogenesis	BP	1270	9	0.0355699076287717	1	GO:0048646
cell motility	BP	1827	18	6.55385773199607e-05	0.0671889578579269	GO:0048870
regulation of multicellular organismal process	BP	3115	23	0.00044475854072102	0.220157206407318	GO:0051239
circulatory system development	BP	1229	8	0.0691004401729127	1	GO:0072359
regulation of cell motility	BP	1110	11	0.00186680649183171	0.593013431222145	GO:2000145
positive regulation of cell motility	BP	606	5	0.0636728220785469	1	GO:2000147
cellular aromatic compound metabolic process	BP	6288	19	0.812360099842887	1	GO:0006725
circadian rhythm	BP	204	3	0.0357652536559712	1	GO:0007623
biosynthetic process	BP	8514	35	0.165407761253495	1	GO:0009058
macromolecule biosynthetic process	BP	7514	25	0.671802703431591	1	GO:0009059
response to radiation	BP	429	3	0.193594572739316	1	GO:0009314
response to light stimulus	BP	319	3	0.10354159249072	1	GO:0009416
response to abiotic stimulus	BP	1131	8	0.0467731764121551	1	GO:0009628
response to inorganic substance	BP	532	3	0.289936098748473	1	GO:0010035
response to metal ion	BP	359	2	0.362299777915089	1	GO:0010038
response to organonitrogen compound	BP	1033	8	0.0298290491960405	1	GO:0010243
gene expression	BP	7028	21	0.841297785367008	1	GO:0010467
regulation of hormone levels	BP	539	4	0.123594471088001	1	GO:0010817
heterocycle biosynthetic process	BP	4052	16	0.354944309570264	1	GO:0018130
aromatic compound biosynthetic process	BP	4064	16	0.359535628073486	1	GO:0019438
response to insulin	BP	269	2	0.245561141007955	1	GO:0032868
response to cytokine	BP	960	3	0.663196123919778	1	GO:0034097
cellular nitrogen compound metabolic process	BP	6700	24	0.505909100113921	1	GO:0034641
protein modification process	BP	2950	12	0.346905060782381	1	GO:0036211
hormone metabolic process	BP	240	2	0.207917579414398	1	GO:0042445
macromolecule modification	BP	3181	13	0.330984917863991	1	GO:0043412
response to peptide hormone	BP	438	3	0.20169236369151	1	GO:0043434
amide metabolic process	BP	1228	7	0.143510556029611	1	GO:0043603
amide biosynthetic process	BP	907	6	0.101874113960801	1	GO:0043604
cellular biosynthetic process	BP	8376	33	0.257092343730205	1	GO:0044249
cellular nitrogen compound biosynthetic process	BP	4811	21	0.172885330025827	1	GO:0044271
heterocycle metabolic process	BP	6242	19	0.801812091263585	1	GO:0046483
regulation of biological quality	BP	2922	15	0.0887330913901106	1	GO:0065008
cellular response to organic substance	BP	2004	11	0.0955898493709562	1	GO:0071310
cellular response to organic cyclic compound	BP	530	5	0.0398854630473517	1	GO:0071407
cellular response to organonitrogen compound	BP	620	5	0.0687713179127168	1	GO:0071417
cellular response to endogenous stimulus	BP	1502	13	0.00240084736370463	0.639891431930269	GO:0071495
organic cyclic compound metabolic process	BP	6540	20	0.801415595531053	1	GO:1901360
organic cyclic compound biosynthetic process	BP	4220	17	0.316699130385564	1	GO:1901362
organonitrogen compound biosynthetic process	BP	1794	13	0.0104209221550802	0.862354513432551	GO:1901566
organic substance biosynthetic process	BP	8457	34	0.21080776524936	1	GO:1901576
response to peptide	BP	526	3	0.284170282876371	1	GO:1901652
response to nitrogen compound	BP	1137	8	0.0479810845306978	1	GO:1901698
cellular response to nitrogen compound	BP	691	5	0.0979968530273285	1	GO:1901699
cellular response to oxygen-containing compound	BP	1204	9	0.0265327569401141	1	GO:1901701
nucleobase-containing compound metabolic process	BP	6064	19	0.757349762073769	1	GO:0006139
RNA processing	BP	1336	4	0.699785440894556	1	GO:0006396
translation	BP	743	3	0.489600791299207	1	GO:0006412
regulation of translation	BP	450	2	0.473198773812468	1	GO:0006417
peptide metabolic process	BP	938	4	0.423367979858016	1	GO:0006518
apoptotic process	BP	1959	4	0.92153634593569	1	GO:0006915
nervous system development	BP	2535	18	0.00316136690455883	0.639891431930269	GO:0007399
central nervous system development	BP	1032	6	0.15792632688615	1	GO:0007417
brain development	BP	732	5	0.117339120324742	1	GO:0007420
cell death	BP	2039	4	0.935356040786135	1	GO:0008219
regulation of biosynthetic process	BP	5681	20	0.545308750102744	1	GO:0009889
regulation of gene expression	BP	5391	18	0.643418077065031	1	GO:0010468
regulation of macromolecule biosynthetic process	BP	5519	19	0.588551343513046	1	GO:0010556
post-transcriptional regulation of gene expression	BP	1078	2	0.898026257878637	1	GO:0010608
programmed cell death	BP	2035	4	0.934720321279394	1	GO:0012501
RNA metabolic process	BP	4962	14	0.856192458721963	1	GO:0016070
regulation of cellular biosynthetic process	BP	5650	20	0.534423945371367	1	GO:0031326
regulation of amide metabolic process	BP	522	2	0.552444999958773	1	GO:0034248
ncRNA metabolic process	BP	632	2	0.656749134509663	1	GO:0034660
regulation of apoptotic process	BP	1504	2	0.971950053973617	1	GO:0042981
peptide biosynthetic process	BP	772	4	0.290473417955067	1	GO:0043043
negative regulation of apoptotic process	BP	903	2	0.832299906821029	1	GO:0043066
regulation of programmed cell death	BP	1553	2	0.975961185715563	1	GO:0043067
negative regulation of programmed cell death	BP	934	2	0.84618223255434	1	GO:0043069
negative regulation of cellular process	BP	5421	23	0.19378697218151	1	GO:0048523
nervous system process	BP	1510	8	0.164244993526902	1	GO:0050877
head development	BP	781	5	0.142648872309903	1	GO:0060322
nucleic acid metabolic process	BP	5510	14	0.938906657846817	1	GO:0090304
temperature homeostasis	BP	183	3	0.027161064717288	1	GO:0001659
response to hypoxia	BP	310	2	0.299118762482249	1	GO:0001666
peptide secretion	BP	247	3	0.0572049859965561	1	GO:0002790
regulation of peptide secretion	BP	200	3	0.0340299466455218	1	GO:0002791
positive regulation of peptide secretion	BP	113	2	0.0606440523439296	1	GO:0002793
muscle system process	BP	459	3	0.220887901096266	1	GO:0003012
circulatory system process	BP	611	3	0.366198738423347	1	GO:0003013
organic acid metabolic process	BP	933	6	0.112519218271005	1	GO:0006082
transport	BP	4358	29	0.000390356716476264	0.21473427764404	GO:0006810
amino acid transport	BP	156	3	0.0179517944064724	0.982730026804805	GO:0006865
cell communication	BP	6565	41	5.38409276621493e-05	0.0607164141246058	GO:0007154
signal transduction	BP	5991	36	0.000447527491556138	0.220157206407318	GO:0007165
cell surface receptor signaling pathway	BP	2818	20	0.00182293904608317	0.593013431222145	GO:0007166
cell-cell signaling	BP	1709	12	0.0172270885879792	0.980625993049676	GO:0007267
chemical synaptic transmission	BP	748	7	0.0168192139434997	0.980625993049676	GO:0007268
behavior	BP	655	4	0.201200335251757	1	GO:0007610
blood circulation	BP	526	2	0.556598493557288	1	GO:0008015
protein localization	BP	2496	18	0.00267548234393778	0.639891431930269	GO:0008104
protein secretion	BP	370	4	0.0422858003444163	1	GO:0009306
hormone transport	BP	322	3	0.105723445620133	1	GO:0009914
regulation of signal transduction	BP	3126	17	0.046401872995208	1	GO:0009966
regulation of cell communication	BP	3544	20	0.0220034374189938	1	GO:0010646
positive regulation of cell communication	BP	1807	13	0.0110248093726992	0.891879788016682	GO:0010647
protein transport	BP	1412	9	0.0617708020956339	1	GO:0015031
organic anion transport	BP	447	4	0.0739210608570404	1	GO:0015711
peptide transport	BP	271	4	0.0156966521294019	0.980625993049676	GO:0015833
organic acid transport	BP	355	3	0.130869365325202	1	GO:0015849
organic acid biosynthetic process	BP	333	4	0.0305146112951659	1	GO:0016053
carboxylic acid metabolic process	BP	904	6	0.100681888313718	1	GO:0019752
regulation of signaling	BP	3539	20	0.0217036058516624	1	GO:0023051
signaling	BP	6473	41	3.81930889249661e-05	0.0465199095125718	GO:0023052
positive regulation of signaling	BP	1808	13	0.0110723747736397	0.891879788016682	GO:0023056
signal release	BP	485	3	0.245142471383748	1	GO:0023061
peptide hormone secretion	BP	242	3	0.0544565955848776	1	GO:0030072
insulin secretion	BP	200	3	0.0340299466455218	1	GO:0030073
adult behavior	BP	144	2	0.0920816169221439	1	GO:0030534
regulation of nervous system process	BP	119	2	0.0663880102350352	1	GO:0031644
positive regulation of insulin secretion	BP	86	2	0.0372197827249255	1	GO:0032024
monocarboxylic acid metabolic process	BP	635	6	0.025147989632377	1	GO:0032787
regulation of localization	BP	2048	12	0.056905705449073	1	GO:0032879
regulation of protein localization	BP	877	5	0.198292435875835	1	GO:0032880
secretion by cell	BP	826	6	0.0723743839972796	1	GO:0032940
macromolecule localization	BP	2992	19	0.00804900088017797	0.842977344856363	GO:0033036
establishment of protein localization to extracellular region	BP	371	4	0.0426350035982871	1	GO:0035592
response to decreased oxygen levels	BP	324	2	0.317321580349198	1	GO:0036293
regulation of membrane potential	BP	446	3	0.208957797028483	1	GO:0042391
amide transport	BP	311	4	0.0245670166923908	1	GO:0042886
oxoacid metabolic process	BP	927	6	0.110013295379955	1	GO:0043436
regulation of system process	BP	565	4	0.139707031186428	1	GO:0044057
small molecule metabolic process	BP	1814	12	0.0260342239597489	1	GO:0044281
small molecule catabolic process	BP	373	2	0.380001570495709	1	GO:0044282
small molecule biosynthetic process	BP	601	6	0.0198380893818159	1	GO:0044283
establishment of protein localization	BP	1693	10	0.0756077424544927	1	GO:0045184
carboxylic acid biosynthetic process	BP	330	4	0.0296578120597919	1	GO:0046394
hormone secretion	BP	311	3	0.0978138204509651	1	GO:0046879
regulation of hormone secretion	BP	254	3	0.0611616403559594	1	GO:0046883
positive regulation of hormone secretion	BP	144	3	0.0145284853777126	0.972330739492374	GO:0046887
secretion	BP	962	6	0.125040327561598	1	GO:0046903
carboxylic acid transport	BP	354	3	0.130078167288549	1	GO:0046942
regulation of protein secretion	BP	269	4	0.0153167112269599	0.980625993049676	GO:0050708
positive regulation of protein secretion	BP	147	2	0.0953354061855859	1	GO:0050714
regulation of insulin secretion	BP	167	3	0.0214511973234044	1	GO:0050796
regulation of secretion	BP	619	4	0.175643724842458	1	GO:0051046
positive regulation of secretion	BP	312	3	0.0985224924793294	1	GO:0051047
negative regulation of secretion	BP	172	2	0.123629712573242	1	GO:0051048
regulation of transport	BP	1641	11	0.0300109213973057	1	GO:0051049
positive regulation of transport	BP	846	7	0.030320716810453	1	GO:0051050
negative regulation of transport	BP	461	2	0.48583863901943	1	GO:0051051
positive regulation of nitrogen compound metabolic process	BP	3071	17	0.0402708939467071	1	GO:0051173
localization	BP	5302	36	3.42444393289922e-05	0.0465199095125718	GO:0051179
positive regulation of protein transport	BP	251	3	0.0594504882435319	1	GO:0051222
regulation of protein transport	BP	440	4	0.0706538887771174	1	GO:0051223
establishment of localization	BP	4666	30	0.000540817139565964	0.239168426779819	GO:0051234
positive regulation of multicellular organismal process	BP	1686	10	0.073997490349961	1	GO:0051240
cellular localization	BP	3367	22	0.00297674204334174	0.639891431930269	GO:0051641
regulation of postsynaptic membrane potential	BP	148	2	0.0964273419171122	1	GO:0060078
regulation of cellular localization	BP	987	6	0.136364840845032	1	GO:0060341
regulation of establishment of protein localization	BP	537	4	0.122390054405786	1	GO:0070201
response to oxygen levels	BP	351	3	0.127715005111934	1	GO:0070482
cellular macromolecule localization	BP	2507	18	0.00280567904284774	0.639891431930269	GO:0070727
protein localization to extracellular region	BP	379	4	0.045487583837084	1	GO:0071692
organic substance transport	BP	2360	15	0.0184002495899328	1	GO:0071702
nitrogen compound transport	BP	1896	15	0.0026377258268999	0.639891431930269	GO:0071705
regulation of peptide transport	BP	202	3	0.0348919641528619	1	GO:0090087
regulation of peptide hormone secretion	BP	197	3	0.0327581098873717	1	GO:0090276
positive regulation of peptide hormone secretion	BP	111	2	0.0587696837202843	1	GO:0090277
anterograde trans-synaptic signaling	BP	748	7	0.0168192139434997	0.980625993049676	GO:0098916
synaptic signaling	BP	779	7	0.0205022978074861	1	GO:0099536
trans-synaptic signaling	BP	754	7	0.0174921798373243	0.980625993049676	GO:0099537
export from cell	BP	907	6	0.101874113960801	1	GO:0140352
organonitrogen compound catabolic process	BP	1427	7	0.239267994310193	1	GO:1901565
organic hydroxy compound metabolic process	BP	564	3	0.320810142669081	1	GO:1901615
regulation of secretion by cell	BP	564	4	0.139072109912255	1	GO:1903530
negative regulation of secretion by cell	BP	151	2	0.0997246261193736	1	GO:1903531
positive regulation of secretion by cell	BP	288	3	0.0821140547698264	1	GO:1903532
positive regulation of protein localization	BP	483	3	0.243260450765873	1	GO:1903829
positive regulation of establishment of protein localization	BP	326	3	0.10866077334233	1	GO:1904951
alcohol metabolic process	BP	371	3	0.143756834980445	1	GO:0006066
endocytosis	BP	712	6	0.0404924282417423	1	GO:0006897
phagocytosis	BP	236	4	0.00987272471919072	0.862354513432551	GO:0006909
organelle organization	BP	3607	14	0.395256007841939	1	GO:0006996
vacuole organization	BP	233	2	0.198922284165746	1	GO:0007033
G protein-coupled receptor signaling pathway	BP	1284	3	0.836959965137474	1	GO:0007186
small GTPase-mediated signal transduction	BP	499	5	0.03205163173984	1	GO:0007264
Rho protein signal transduction	BP	145	2	0.093162504715551	1	GO:0007266
steroid metabolic process	BP	329	2	0.323798877228471	1	GO:0008202
response to bacterium	BP	703	2	0.713291539325653	1	GO:0009617
endomembrane system organization	BP	602	2	0.630345636928875	1	GO:0010256
cellular component organization	BP	6544	33	0.0151808963656243	0.980625993049676	GO:0016043
vesicle-mediated transport	BP	1536	10	0.044677431839379	1	GO:0016192
endosomal transport	BP	286	2	0.267774313524015	1	GO:0016197
cellular component assembly	BP	3082	22	0.000958021018845841	0.360120100984152	GO:0022607
response to vitamin	BP	91	2	0.0412327844442249	1	GO:0033273
regulation of Rho protein signal transduction	BP	89	2	0.0396086176396184	1	GO:0035023
intracellular signal transduction	BP	2719	18	0.00656472073019148	0.794754118282764	GO:0035556
regulation of protein-containing complex assembly	BP	418	2	0.435416783924878	1	GO:0043254
protein-containing complex organization	BP	2435	6	0.869368453441021	1	GO:0043933
cellular component biogenesis	BP	3349	22	0.00278532682012026	0.639891431930269	GO:0044085
regulation of cellular component biogenesis	BP	987	6	0.136364840845032	1	GO:0044087
regulation of cell differentiation	BP	1640	10	0.0639617009840613	1	GO:0045595
negative regulation of cell differentiation	BP	734	3	0.481510163065283	1	GO:0045596
intracellular transport	BP	1349	7	0.199322001509465	1	GO:0046907
chemical homeostasis	BP	1032	4	0.496613939597773	1	GO:0048878
regulation of developmental process	BP	2552	20	0.000535796902617574	0.239168426779819	GO:0050793
regulation of small GTPase mediated signal transduction	BP	304	4	0.0228361251870765	1	GO:0051056
negative regulation of developmental process	BP	1015	8	0.0272613721466236	1	GO:0051093
regulation of cellular component organization	BP	2451	16	0.0118309200026651	0.928947543196975	GO:0051128
positive regulation of cellular component organization	BP	1120	9	0.0175655272320683	0.980625993049676	GO:0051130
maintenance of location	BP	336	2	0.332841663316311	1	GO:0051235
establishment of localization in cell	BP	1937	9	0.244325710390632	1	GO:0051649
transmembrane transport	BP	1548	12	0.00835549091173516	0.860501105129109	GO:0055085
membrane organization	BP	814	4	0.323931384250222	1	GO:0061024
protein-containing complex assembly	BP	1650	6	0.530044444944451	1	GO:0065003
cellular response to cytokine stimulus	BP	865	3	0.592669124132849	1	GO:0071345
cellular response to lipid	BP	616	4	0.173567586423049	1	GO:0071396
cellular component organization or biogenesis	BP	6753	33	0.0236501561902369	1	GO:0071840
import into cell	BP	935	9	0.00584982161663142	0.794754118282764	GO:0098657
intracellular signaling cassette	BP	1912	11	0.0741503379366694	1	GO:0141124
regulation of intracellular signal transduction	BP	1827	10	0.110710548941942	1	GO:1902531
vascular process in circulatory system	BP	275	2	0.253395824683565	1	GO:0003018
protein glycosylation	BP	225	2	0.188704499567782	1	GO:0006486
membrane lipid metabolic process	BP	217	2	0.178565052121708	1	GO:0006643
sphingolipid metabolic process	BP	167	2	0.117816348404548	1	GO:0006665
phosphorus metabolic process	BP	2576	15	0.0365780638379335	1	GO:0006793
phosphate-containing compound metabolic process	BP	2550	15	0.0338770411369434	1	GO:0006796
ensheathment of neurons	BP	156	3	0.0179517944064724	0.982730026804805	GO:0007272
axon ensheathment	BP	156	3	0.0179517944064724	0.982730026804805	GO:0008366
lipid biosynthetic process	BP	736	5	0.119318057774013	1	GO:0008610
macromolecule catabolic process	BP	1455	7	0.25422888224024	1	GO:0009057
glycoprotein metabolic process	BP	386	5	0.0120027003936955	0.928947543196975	GO:0009100
glycoprotein biosynthetic process	BP	324	4	0.0279877416919662	1	GO:0009101
positive regulation of biosynthetic process	BP	2706	14	0.0938188384723611	1	GO:0009891
glial cell differentiation	BP	260	2	0.233830274381765	1	GO:0010001
positive regulation of macromolecule biosynthetic process	BP	2598	14	0.0725092328188616	1	GO:0010557
positive regulation of macromolecule metabolic process	BP	3488	18	0.0622707900794936	1	GO:0010604
cellular component assembly involved in morphogenesis	BP	135	2	0.0825276628204245	1	GO:0010927
organophosphate metabolic process	BP	1030	7	0.0722126099808087	1	GO:0019637
cellular homeostasis	BP	814	2	0.786072996523568	1	GO:0019725
glial cell development	BP	133	2	0.0804488867355308	1	GO:0021782
neurogenesis	BP	1738	13	0.0081105827717403	0.842977344856363	GO:0022008
regulation of endocytosis	BP	289	2	0.271696697609672	1	GO:0030100
protein catabolic process	BP	992	5	0.272982643993813	1	GO:0030163
positive regulation of cellular biosynthetic process	BP	2685	14	0.0893937198259007	1	GO:0031328
regulation of protein modification process	BP	1243	7	0.149969057346379	1	GO:0031399
myelin assembly	BP	24	2	0.00323665477780194	0.639891431930269	GO:0032288
regulation of intracellular transport	BP	266	2	0.241647534564399	1	GO:0032386
cellular anatomical entity morphogenesis	BP	784	6	0.0593167815556535	1	GO:0032989
gliogenesis	BP	346	3	0.12381171302532	1	GO:0042063
myelination	BP	154	3	0.0173527596690052	0.980625993049676	GO:0042552
receptor metabolic process	BP	72	2	0.0268656687248822	1	GO:0043112
macromolecule glycosylation	BP	225	2	0.188704499567782	1	GO:0043413
post-translational protein modification	BP	1002	2	0.873079662428349	1	GO:0043687
cell development	BP	2834	18	0.00992280020861284	0.862354513432551	GO:0048468
negative regulation of cellular component organization	BP	747	2	0.744314913110875	1	GO:0051129
positive regulation of protein metabolic process	BP	1245	9	0.0319269745702799	1	GO:0051247
intracellular chemical homeostasis	BP	712	2	0.719880098918955	1	GO:0055082
