Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	GOID	Count
Positive Regulation of Interleukin-18 Production (GO:0032741)	2/6	0.0087524127649488	0.6249648037468921	0	0	19.57429718875502	92.75135622654078	NLRP9;DHX9	GO:0032741	2
Positive Regulation of Striated Muscle Contraction (GO:0045989)	2/6	0.0087524127649488	0.6249648037468921	0	0	19.57429718875502	92.75135622654078	KCNQ1;NPPA	GO:0045989	2
Regulation of Atrial Cardiac Muscle Cell Membrane Repolarization (GO:0060372)	2/6	0.0087524127649488	0.6249648037468921	0	0	19.57429718875502	92.75135622654078	KCNQ1;NPPA	GO:0060372	2
Regulation of Defense Response to Virus (GO:0050688)	3/18	0.0095822241063975	0.6249648037468921	0	0	7.841046277665996	36.44397206879493	DHX9;ELMOD2;PCBP2	GO:0050688	3
Positive Regulation of Potassium Ion Transmembrane Transport (GO:1901381)	3/18	0.0095822241063975	0.6249648037468921	0	0	7.841046277665996	36.44397206879493	KCNQ1;NPPA;KCNN4	GO:1901381	3
Regulation of Activin Receptor Signaling Pathway (GO:0032925)	3/18	0.0095822241063975	0.6249648037468921	0	0	7.841046277665996	36.44397206879493	IGSF1;ACVR2A;FSTL3	GO:0032925	3
cGMP-mediated Signaling (GO:0019934)	3/19	0.0111708181685346	0.6249648037468921	0	0	7.350603621730382	33.03692354687861	NPPA;HTR2B;APOE	GO:0019934	3
Cell Projection Organization (GO:0030030)	3/19	0.0111708181685346	0.6249648037468921	0	0	7.350603621730382	33.03692354687861	ITGB1;NCAPG;QRICH2	GO:0030030	3
Superoxide Anion Generation (GO:0042554)	3/19	0.0111708181685346	0.6249648037468921	0	0	7.350603621730382	33.03692354687861	NCF4;SH3PXD2B;NOX3	GO:0042554	3
Negative Regulation of Type I Interferon-Mediated Signaling Pathway (GO:0060339)	3/19	0.0111708181685346	0.6249648037468921	0	0	7.350603621730382	33.03692354687861	MAVS;METTL3;DCST1	GO:0060339	3
Nuclear Envelope Organization (GO:0006998)	3/19	0.0111708181685346	0.6249648037468921	0	0	7.350603621730382	33.03692354687861	NUP155;REEP4;LMNB1	GO:0006998	3
Glycoprotein Biosynthetic Process (GO:0009101)	6/76	0.0118609514739354	0.6249648037468921	0	0	3.371312897628687	14.950099394233906	ALG1L2;CANT1;FUT10;MGAT4A;PMM2;FUT2	GO:0009101	6
Regulation of Notch Signaling Pathway (GO:0008593)	6/76	0.0118609514739354	0.6249648037468921	0	0	3.371312897628687	14.950099394233906	GALNT11;METTL3;RFNG;NEPRO;DLK1;DLL3	GO:0008593	6
Nucleus Organization (GO:0006997)	5/55	0.0119322323434278	0.6249648037468921	0	0	3.9292929292929295	17.400920654011042	RPS19;NUP155;REEP4;LMNB1;AGFG1	GO:0006997	5
Double-Strand Break Repair via Alternative Nonhomologous End Joining (GO:0097681)	2/7	0.0120516628821714	0.6249648037468921	0	0	15.65863453815261	69.18850082148239	HELQ;LRIG3	GO:0097681	2
Polysaccharide Metabolic Process (GO:0005976)	2/7	0.0120516628821714	0.6249648037468921	0	0	15.65863453815261	69.18850082148239	DDX18;HAS3	GO:0005976	2
Positive Regulation of Dendritic Cell Cytokine Production (GO:0002732)	2/7	0.0120516628821714	0.6249648037468921	0	0	15.65863453815261	69.18850082148239	MAVS;PLCG2	GO:0002732	2
Positive Regulation of Receptor Catabolic Process (GO:2000646)	2/7	0.0120516628821714	0.6249648037468921	0	0	15.65863453815261	69.18850082148239	APOE;HAMP	GO:2000646	2
Proteoglycan Catabolic Process (GO:0030167)	2/7	0.0120516628821714	0.6249648037468921	0	0	15.65863453815261	69.18850082148239	IDUA;GNS	GO:0030167	2
Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	10/174	0.0123516973753186	0.6256278344987	0	0	2.406172224987556	10.57262880726227	MAVS;CHUK;DHX9;DDIT3;CAMK2A;PLCG2;IL18;ESR2;MTDH;RNF220	GO:0051091	10
Regulation of Anatomical Structure Morphogenesis (GO:0022603)	8/127	0.0145537358507473	0.6307287964841428	0	0	2.6482202637152423	11.20172691090988	CHRNA3;INF2;PDE3B;CHN1;CTNNB1;KIF1A;LZTS3;HTATIP2	GO:0022603	8
Positive Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046427)	4/38	0.0145547264859569	0.6307287964841428	0	0	4.617172675521822	19.529899332244668	GH2;IL26;IL10RB;CAMK2A	GO:0046427	4
Inflammatory Response (GO:0006954)	13/261	0.0146235672775744	0.6307287964841428	0	0	2.072232893952441	8.755434415804867	CHUK;KDM4D;DHX9;IL10RB;IFNA2;IL18;F11R;CXCL5;NLRP9;IL36B;CASP4;C3AR1;KLRG1	GO:0006954	13
Sympathetic Ganglion Development (GO:0061549)	2/8	0.0158049145251787	0.6307287964841428	0	0	13.048192771084338	54.116522792218696	CTNNB1;INSM1	GO:0061549	2
Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0099625)	2/8	0.0158049145251787	0.6307287964841428	0	0	13.048192771084338	54.116522792218696	KCNQ1;KCNJ3	GO:0099625	2
Positive Regulation of Heart Contraction (GO:0045823)	3/22	0.0167997142081718	0.6307287964841428	0	0	6.189028910303929	25.290806917072743	EDN3;KCNQ1;NPPA	GO:0045823	3
Regulation of Anoikis (GO:2000209)	3/22	0.0167997142081718	0.6307287964841428	0	0	6.189028910303929	25.290806917072743	ITGB1;CEACAM5;MCL1	GO:2000209	3
Regulation of Potassium Ion Transmembrane Transport (GO:1901379)	4/40	0.0173330548874912	0.6307287964841428	0	0	4.360215053763441	17.681282095441013	DPP6;KCNQ1;KCNN2;KCNN4	GO:1901379	4
Positive Regulation of Cytokinesis (GO:0032467)	4/40	0.0173330548874912	0.6307287964841428	0	0	4.360215053763441	17.681282095441013	MRGPRX2;OPN1MW3;KIF20B;OR2A4	GO:0032467	4
Actomyosin Structure Organization (GO:0031032)	6/85	0.0197071529756545	0.6307287964841428	0	0	2.9858555834571825	11.724778920126482	ITGB1;EPB41L4A;EPB41L2;MYO18B;KCTD13;F11R	GO:0031032	6
Regulation of Delayed Rectifier Potassium Channel Activity (GO:1902259)	2/9	0.0199874982867268	0.6307287964841428	0	0	11.183591508892714	43.75746015462454	KCNQ1;NPPA	GO:1902259	2
L-fucose Catabolic Process (GO:0042355)	2/9	0.0199874982867268	0.6307287964841428	0	0	11.183591508892714	43.75746015462454	FUT10;FUT2	GO:0042355	2
L-fucose Metabolic Process (GO:0042354)	2/9	0.0199874982867268	0.6307287964841428	0	0	11.183591508892714	43.75746015462454	FUT10;FUT2	GO:0042354	2
Regulation of Interleukin-18 Production (GO:0032661)	2/9	0.0199874982867268	0.6307287964841428	0	0	11.183591508892714	43.75746015462454	NLRP9;DHX9	GO:0032661	2
Fucose Catabolic Process (GO:0019317)	2/9	0.0199874982867268	0.6307287964841428	0	0	11.183591508892714	43.75746015462454	FUT10;FUT2	GO:0019317	2
Vasoconstriction (GO:0042310)	2/9	0.0199874982867268	0.6307287964841428	0	0	11.183591508892714	43.75746015462454	EDN3;HTR2B	GO:0042310	2
Glucan Biosynthetic Process (GO:0009250)	2/9	0.0199874982867268	0.6307287964841428	0	0	11.183591508892714	43.75746015462454	GYS1;GYG2	GO:0009250	2
Glycogen Biosynthetic Process (GO:0005978)	2/9	0.0199874982867268	0.6307287964841428	0	0	11.183591508892714	43.75746015462454	GYS1;GYG2	GO:0005978	2
Organic Acid Metabolic Process (GO:0006082)	2/9	0.0199874982867268	0.6307287964841428	0	0	11.183591508892714	43.75746015462454	CYP2J2;CYP2U1	GO:0006082	2
Positive Regulation of Cell Population Proliferation (GO:0008284)	20/484	0.0201099581495667	0.6307287964841428	0	0	1.7094109195402298	6.677882400759712	CNOT6L;EDN3;BICRAL;DHX9;COX17;HTR2B;PTEN;IL18;NRG1;CXCL5;CCAR1;RPS4X;GDF9;NACC1;BCL7B;CHP2;CTNNB1;INSM1;KIF20B;BMPR1A	GO:0008284	20
Positive Regulation of Receptor Signaling Pathway via STAT (GO:1904894)	4/42	0.0204208115883408	0.6307287964841428	0	0	4.130305602716469	16.071848144439432	GH2;IL26;IL10RB;CAMK2A	GO:1904894	4
Macromolecule Biosynthetic Process (GO:0009059)	10/189	0.0208301017924295	0.6307287964841428	0	0	2.20282749971497	8.527929759559548	RPS4X;DDX18;RPS19;HAS3;MRPL36;RPS3A;APOE;GSPT2;H3C7;EIF4G2	GO:0009059	10
Neural Crest Cell Development (GO:0014032)	4/43	0.0220833197743579	0.6307287964841428	0	0	4.024193548387097	15.343979239281811	SEMA6A;HTR2B;NRG1;KBTBD8	GO:0014032	4
Negative Regulation of Catalytic Activity (GO:0043086)	3/25	0.0237480115110783	0.6307287964841428	0	0	5.344247301993781	19.988855590546823	PPP1R12A;CAMK2A;PHPT1	GO:0043086	3
Mitral Valve Morphogenesis (GO:0003183)	2/10	0.0245756901852624	0.6307287964841428	0	0	9.785140562248996	36.26370673962478	DCHS1;BMPR1A	GO:0003183	2
Negative Regulation of JUN Kinase Activity (GO:0043508)	2/10	0.0245756901852624	0.6307287964841428	0	0	9.785140562248996	36.26370673962478	NPPA;PDCD4	GO:0043508	2
Protein Localization to Nuclear Envelope (GO:0090435)	2/10	0.0245756901852624	0.6307287964841428	0	0	9.785140562248996	36.26370673962478	NUP155;LMNB1	GO:0090435	2
Positive Regulation of Inflammatory Response (GO:0050729)	7/115	0.0254797040082269	0.6307287964841428	0	0	2.549470362857787	9.356232614609551	RPS19;DHX9;CASP4;PLCG2;IL18;PDCD4;NKG7	GO:0050729	7
Extracellular Matrix Disassembly (GO:0022617)	4/45	0.0256499122385115	0.6307287964841428	0	0	3.827498033044847	14.020948700376689	SH3PXD2B;NCAPG;MMP19;PRSS58	GO:0022617	4
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	4/45	0.0256499122385115	0.6307287964841428	0	0	3.827498033044847	14.020948700376689	ATP5F1A;NPPA;AMPD1;GART	GO:0009152	4
Synaptic Transmission, Glutamatergic (GO:0035249)	3/26	0.0263593220079696	0.6307287964841428	0	0	5.111626279415624	18.585532156211286	GRIN2A;NAPSA;GRIK3	GO:0035249	3
Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	4/46	0.0275554281538663	0.6307287964841428	0	0	3.736175115207373	13.418681156803242	PSRC1;PTEN;NR2F2;CDC25A	GO:0000079	4
Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	4/46	0.0275554281538663	0.6307287964841428	0	0	3.736175115207373	13.418681156803242	PTPMT1;DDIT3;PPIF;SEPTIN4	GO:2001242	4
BMP Signaling Pathway (GO:0030509)	4/47	0.0295432170730386	0.6307287964841428	0	0	3.649099774943736	12.851768519244382	PDCD4;ACVR2A;RGMA;BMPR1A	GO:0030509	4
Cardiac Conduction (GO:0061337)	4/47	0.0295432170730386	0.6307287964841428	0	0	3.649099774943736	12.851768519244382	MEF2A;KCNQ1;CACNA1C;KCNJ3	GO:0061337	4
Regulation of T Cell Differentiation (GO:0045580)	4/47	0.0295432170730386	0.6307287964841428	0	0	3.649099774943736	12.851768519244382	IL36B;IFNA2;METTL3;PRDM1	GO:0045580	4
Cardiac Muscle Cell Membrane Repolarization (GO:0099622)	2/11	0.0295466799670865	0.6307287964841428	0	0	8.697456492637215	30.63056219889971	KCNQ1;KCNJ3	GO:0099622	2
Ganglion Development (GO:0061548)	2/11	0.0295466799670865	0.6307287964841428	0	0	8.697456492637215	30.63056219889971	CTNNB1;INSM1	GO:0061548	2
Phasic Smooth Muscle Contraction (GO:0014821)	2/11	0.0295466799670865	0.6307287964841428	0	0	8.697456492637215	30.63056219889971	EDN3;HTR2B	GO:0014821	2
Polysaccharide Biosynthetic Process (GO:0000271)	2/11	0.0295466799670865	0.6307287964841428	0	0	8.697456492637215	30.63056219889971	DDX18;HAS3	GO:0000271	2
Positive Regulation of Neuron Migration (GO:2001224)	2/11	0.0295466799670865	0.6307287964841428	0	0	8.697456492637215	30.63056219889971	SEMA6A;KIF20B	GO:2001224	2
Purine Ribonucleoside Monophosphate Biosynthetic Process (GO:0009168)	2/11	0.0295466799670865	0.6307287964841428	0	0	8.697456492637215	30.63056219889971	AMPD1;GART	GO:0009168	2
Regulation of TORC2 Signaling (GO:1903939)	2/11	0.0295466799670865	0.6307287964841428	0	0	8.697456492637215	30.63056219889971	OTUD5;RPS6KB1	GO:1903939	2
Regulation of Cardiac Muscle Cell Apoptotic Process (GO:0010665)	2/11	0.0295466799670865	0.6307287964841428	0	0	8.697456492637215	30.63056219889971	CAMK2A;NRG1	GO:0010665	2
Positive Regulation of Cell Cycle Process (GO:0090068)	7/119	0.0299685222771916	0.6307287964841428	0	0	2.457910750507099	8.621386688162815	DYNC1H1;EDN3;MRGPRX2;OPN1MW3;NCAPG;KIF20B;OR2A4	GO:0090068	7
Regulation of Exocytosis (GO:0017157)	4/48	0.0316137550250017	0.6307287964841428	0	0	3.565982404692082	12.31748436503416	NSF;SEPTIN4;RAB5A;CFTR	GO:0017157	4
Response to Calcium Ion (GO:0051592)	6/95	0.0318992868636463	0.6307287964841428	0	0	2.6490015011599874	9.126264805882927	MEF2A;ITPKB;CPNE8;CHP2;PPIF;PLCG2	GO:0051592	6
Regulation of Insulin Secretion Involved in Cellular Response to Glucose Stimulus (GO:0061178)	3/28	0.0320229320300246	0.6307287964841428	0	0	4.702213279678069	16.18174069843137	ANO1;GCG;CFTR	GO:0061178	3
Carbohydrate Biosynthetic Process (GO:0016051)	3/28	0.0320229320300246	0.6307287964841428	0	0	4.702213279678069	16.18174069843137	DDX18;HAS3;FUT2	GO:0016051	3
Glycosaminoglycan Metabolic Process (GO:0030203)	3/28	0.0320229320300246	0.6307287964841428	0	0	4.702213279678069	16.18174069843137	DDX18;IDUA;GNS	GO:0030203	3
Hematopoietic Progenitor Cell Differentiation (GO:0002244)	3/28	0.0320229320300246	0.6307287964841428	0	0	4.702213279678069	16.18174069843137	PLD4;MEOX1;FSTL3	GO:0002244	3
Membrane Fusion (GO:0061025)	3/28	0.0320229320300246	0.6307287964841428	0	0	4.702213279678069	16.18174069843137	NSF;NAPSA;HUWE1	GO:0061025	3
Apoptotic Process (GO:0006915)	11/232	0.032158421633215	0.6307287964841428	0	0	1.9623481294358236	6.744749303180615	IFI27L1;CSRNP1;MAGEH1;SEMA6A;FAM162A;CGB7;IFNA2;CASP4;MRPS30;SEPTIN4;PPARD	GO:0006915	11
Cellular Component Disassembly (GO:0022411)	4/49	0.0337674247955063	0.6307287964841428	0	0	3.486559139784946	11.81336435468238	SH3PXD2B;MMP19;NCAPG;PRSS58	GO:0022411	4
Glycosaminoglycan Catabolic Process (GO:0006027)	2/12	0.0348785404213484	0.6307287964841428	0	0	7.827309236947791	26.2675381253694	IDUA;GNS	GO:0006027	2
Intestinal Absorption (GO:0050892)	2/12	0.0348785404213484	0.6307287964841428	0	0	7.827309236947791	26.2675381253694	KCNQ1;F11R	GO:0050892	2
Midbrain Dopaminergic Neuron Differentiation (GO:1904948)	2/12	0.0348785404213484	0.6307287964841428	0	0	7.827309236947791	26.2675381253694	RYK;CTNNB1	GO:1904948	2
Positive Regulation of Neuroinflammatory Response (GO:0150078)	2/12	0.0348785404213484	0.6307287964841428	0	0	7.827309236947791	26.2675381253694	IL18;PLCG2	GO:0150078	2
Potassium Ion Export Across Plasma Membrane (GO:0097623)	2/12	0.0348785404213484	0.6307287964841428	0	0	7.827309236947791	26.2675381253694	KCNT2;KCNQ1	GO:0097623	2
Purine Ribonucleoside Monophosphate Metabolic Process (GO:0009167)	2/12	0.0348785404213484	0.6307287964841428	0	0	7.827309236947791	26.2675381253694	AMPD1;GART	GO:0009167	2
Negative Regulation of Epithelial Cell Proliferation (GO:0050680)	5/73	0.0359083217314145	0.6307287964841428	0	0	2.886512180629828	9.60280890956868	RCAN1;ATP5F1A;IL26;APOE;NR2F2	GO:0050680	5
Nucleocytoplasmic Transport (GO:0006913)	4/50	0.0360045175536496	0.6307287964841428	0	0	3.410589060308556	11.337176137089008	RANBP2;ANP32A;NUP155;HTATIP2	GO:0006913	4
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	5/74	0.0377512904292007	0.6307287964841428	0	0	2.844532279314888	9.320780242770784	GRIN2A;HTR2B;PLCG2;CACNA1C;CACNA1F	GO:0097553	5
Negative Regulation of Notch Signaling Pathway (GO:0045746)	3/30	0.0382687559338916	0.6307287964841428	0	0	4.35345405767941	14.20584948123967	METTL3;DLK1;DLL3	GO:0045746	3
Pyroptotic Inflammatory Response (GO:0070269)	3/30	0.0382687559338916	0.6307287964841428	0	0	4.35345405767941	14.20584948123967	NLRP9;DHX9;CASP4	GO:0070269	3
Cardiac Muscle Tissue Development (GO:0048738)	4/51	0.0383252347174999	0.6307287964841428	0	0	3.3378517501715854	10.886893245659255	NPPA;NRG1;SGCG;BMPR1A	GO:0048738	4
P-body Assembly (GO:0033962)	2/13	0.0405501976116738	0.6307287964841428	0	0	7.115370573201899	22.806289824577288	DYNC1H1;PATL1	GO:0033962	2
Aminoglycan Catabolic Process (GO:0006026)	2/13	0.0405501976116738	0.6307287964841428	0	0	7.115370573201899	22.806289824577288	IDUA;GNS	GO:0006026	2
Cell Projection Assembly (GO:0030031)	2/13	0.0405501976116738	0.6307287964841428	0	0	7.115370573201899	22.806289824577288	NCAPG;QRICH2	GO:0030031	2
Hyaluronan Metabolic Process (GO:0030212)	2/13	0.0405501976116738	0.6307287964841428	0	0	7.115370573201899	22.806289824577288	DDX18;HAS3	GO:0030212	2
Negative Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736)	2/13	0.0405501976116738	0.6307287964841428	0	0	7.115370573201899	22.806289824577288	PTEN;NR2F2	GO:0045736	2
Sensory Perception (GO:0007600)	4/52	0.0407296898070353	0.6307287964841428	0	0	3.2681451612903225	10.46067240833551	GNAL;OBP2A;MRGPRX2;PRDM12	GO:0007600	4
Regulation of Cell Development (GO:0060284)	4/52	0.0407296898070353	0.6307287964841428	0	0	3.2681451612903225	10.46067240833551	ING5;RPS19;HLTF;CTNNB1	GO:0060284	4
Positive Regulation of DNA-templated Transcription (GO:0045893)	42/1274	0.0408414837725917	0.6307287964841428	0	0	1.3597657800714569	4.348608410114013	CSRNP1;ENY2;DHX9;IL26;PTEN;HOXC13;SGF29;FSTL3;HOXA10;GALR3;HLTF;HAS3;CHP2;PCBD2;APOE;APBB1;MYBL1;HTATIP2;MEF2A;NCOA2;PPP1R12A;CHUK;BICRAL;IL18;RFX3;NR2F2;ESR2;ACVR2A;RGMA;MORF4L1;BCL9;MAVS;MYCN;PSRC1;MDFIC;DDIT3;MAFF;CTNNB1;RBMX;PPARD;PICALM;BMPR1A	GO:0045893	42
Recombinational Repair (GO:0000725)	6/101	0.041154814929614	0.6307287964841428	0	0	2.480929043255913	7.915191619642808	MORF4L1;MMS22L;HELQ;KDM4D;LRIG3;ERCC5	GO:0000725	6
Regulation of Neuron Migration (GO:2001222)	3/31	0.0416069111316127	0.6307287964841428	0	0	4.197757976430009	13.346725279414647	SEMA6A;CAMK2A;KIF20B	GO:2001222	3
Natural Killer Cell Mediated Immunity (GO:0002228)	3/31	0.0416069111316127	0.6307287964841428	0	0	4.197757976430009	13.346725279414647	RAET1G;NKG7;PVR	GO:0002228	3
Negative Regulation of MAP Kinase Activity (GO:0043407)	3/31	0.0416069111316127	0.6307287964841428	0	0	4.197757976430009	13.346725279414647	NPPA;PDCD4;APOE	GO:0043407	3
Positive Regulation of Signaling (GO:0023056)	3/31	0.0416069111316127	0.6307287964841428	0	0	4.197757976430009	13.346725279414647	NSF;EDN3;KCTD13	GO:0023056	3
Monoatomic Cation Transmembrane Transport (GO:0098655)	13/304	0.0430154868870765	0.6307287964841428	0	0	1.7620821778615128	5.543854257338866	SLC12A4;CACNA1C;KCNA7;SLC9A2;GRIN2A;KCNT2;KCNQ1;KCNQ5;KCNN2;KCNN4;KCNK1;ATP6V0A1;KCNJ3	GO:0098655	13
Neuron Projection Morphogenesis (GO:0048812)	8/157	0.0439493684587235	0.6307287964841428	0	0	2.111747694658155	6.598613972934388	MEF2A;PPP1R12A;ALS2;RYK;PTEN;CTNNB1;APBB1;KIF20B	GO:0048812	8
Natural Killer Cell Mediated Cytotoxicity (GO:0042267)	3/32	0.045086472796717	0.6307287964841428	0	0	4.052799555956428	12.560327020857772	RAET1G;NKG7;PVR	GO:0042267	3
Cellular Response to BMP Stimulus (GO:0071773)	4/54	0.0457898405520508	0.6307287964841428	0	0	3.1370967741935485	9.673843471057026	PDCD4;ACVR2A;RGMA;BMPR1A	GO:0071773	4
Inorganic Cation Transmembrane Transport (GO:0098662)	13/307	0.0458826189410463	0.6307287964841428	0	0	1.743829359259104	5.373904713691367	SLC12A4;CACNA1C;KCNA7;SLC9A2;GRIN2A;KCNT2;KCNQ1;KCNQ5;KCNN2;KCNN4;KCNK1;ATP6V0A1;KCNJ3	GO:0098662	13
Cellular Response to Exogenous dsRNA (GO:0071360)	2/14	0.0465414020768534	0.6307287964841428	0	0	6.522088353413655	20.005938571667496	MAVS;DHX9	GO:0071360	2
Regulation of Voltage-Gated Calcium Channel Activity (GO:1901385)	2/14	0.0465414020768534	0.6307287964841428	0	0	6.522088353413655	20.005938571667496	NPPA;CACNA1F	GO:1901385	2
Response to Muscle Stretch (GO:0035994)	2/14	0.0465414020768534	0.6307287964841428	0	0	6.522088353413655	20.005938571667496	NPPA;CTNNB1	GO:0035994	2
Fucosylation (GO:0036065)	2/14	0.0465414020768534	0.6307287964841428	0	0	6.522088353413655	20.005938571667496	FUT10;FUT2	GO:0036065	2
Negative Regulation of Lyase Activity (GO:0051350)	2/14	0.0465414020768534	0.6307287964841428	0	0	6.522088353413655	20.005938571667496	LTB4R2;PHPT1	GO:0051350	2
Positive Regulation of Cardiac Muscle Cell Proliferation (GO:0060045)	2/14	0.0465414020768534	0.6307287964841428	0	0	6.522088353413655	20.005938571667496	NRG1;BMPR1A	GO:0060045	2
Positive Regulation of Response to Cytokine Stimulus (GO:0060760)	2/14	0.0465414020768534	0.6307287964841428	0	0	6.522088353413655	20.005938571667496	MAVS;DHX9	GO:0060760	2
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	14/340	0.0476866127718988	0.6307287964841428	0	0	1.69428665202353	5.155891462398392	KCMF1;LRRC75A;FBXO2;HUWE1;KEAP1;FBXO48;KBTBD3;PSMA3;DDIT3;PCBP2;KCTD13;CTNNB1;FBXL5;KBTBD8	GO:0043161	14
Regulation of Cell Cycle G1/S Phase Transition (GO:1902806)	5/79	0.0478245338234982	0.6307287964841428	0	0	2.6516516516516515	8.061595133439239	BCL7B;PTEN;PLCG2;APBB1;MNAT1	GO:1902806	5
