GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR
GO:0032543	mitochondrial translation	130	3	1.31	0.14398	1
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	67	2	0.68	0.14657	1
GO:0016925	protein sumoylation	67	2	0.68	0.14657	1
GO:0032204	regulation of telomere maintenance	106	3	1.07	0.14891	1
GO:0002042	cell migration involved in sprouting angiogenesis	97	2	0.98	0.14960	1
GO:0006090	pyruvate metabolic process	118	3	1.19	0.15754	1
GO:0010633	negative regulation of epithelial cell migration	117	2	1.18	0.15832	1
GO:0051056	regulation of small GTPase mediated signal transduction	304	5	3.07	0.16010	1
GO:0006879	intracellular iron ion homeostasis	72	2	0.73	0.16418	1
GO:0070293	renal absorption	35	4	0.35	0.16446	1
GO:0045926	negative regulation of growth	246	6	2.48	0.16454	1
GO:0032469	endoplasmic reticulum calcium ion homeostasis	26	2	0.26	0.16605	1
GO:0050658	RNA transport	159	3	1.6	0.16633	1
GO:1902600	proton transmembrane transport	157	4	1.58	0.16647	1
GO:0003007	heart morphogenesis	269	4	2.71	0.16772	1
GO:0050821	protein stabilization	213	4	2.15	0.16863	1
GO:0070373	negative regulation of ERK1 and ERK2 cascade	74	2	0.75	0.17133	1
GO:0007565	female pregnancy	183	4	1.85	0.17358	1
GO:0006693	prostaglandin metabolic process	50	3	0.5	0.17375	1
GO:0032374	regulation of cholesterol transport	82	2	0.83	0.17490	1
GO:0007601	visual perception	219	4	2.21	0.18049	1
GO:0060395	SMAD protein signal transduction	95	3	0.96	0.18242	1
GO:0022414	reproductive process	1529	20	15.42	0.18790	1
GO:0071897	DNA biosynthetic process	186	5	1.88	0.18957	1
GO:0090207	regulation of triglyceride metabolic process	46	3	0.46	0.19014	1
GO:0007155	cell adhesion	1530	15	15.43	0.19019	1
GO:0032331	negative regulation of chondrocyte differentiation	25	2	0.25	0.19088	1
GO:0060561	apoptotic process involved in morphogenesis	25	2	0.25	0.19088	1
GO:0002026	regulation of the force of heart contraction	26	2	0.26	0.19089	1
GO:0001881	receptor recycling	47	3	0.47	0.19824	1
GO:0001516	prostaglandin biosynthetic process	31	2	0.31	0.19906	1
GO:0010614	negative regulation of cardiac muscle hypertrophy	35	2	0.35	0.19910	1
GO:0032094	response to food	36	2	0.36	0.19911	1
GO:0002011	morphogenesis of an epithelial sheet	65	2	0.66	0.19939	1
GO:0035264	multicellular organism growth	147	3	1.48	0.20348	1
GO:0035108	limb morphogenesis	150	6	1.51	0.20423	1
GO:0007517	muscle organ development	359	6	3.62	0.20565	1
GO:0001736	establishment of planar polarity	37	2	0.37	0.20715	1
GO:0009165	nucleotide biosynthetic process	291	3	2.93	0.20874	1
GO:0018105	peptidyl-serine phosphorylation	282	4	2.84	0.20922	1
GO:0051258	protein polymerization	287	6	2.89	0.21353	1
GO:0071230	cellular response to amino acid stimulus	86	2	0.87	0.21514	1
GO:0150104	transport across blood-brain barrier	87	2	0.88	0.21884	1
GO:0007492	endoderm development	85	3	0.86	0.22243	1
GO:0042147	retrograde transport, endosome to Golgi	96	3	0.97	0.22459	1
GO:0009636	response to toxic substance	258	6	2.6	0.22574	1
GO:0034644	cellular response to UV	89	2	0.9	0.22626	1
GO:0001843	neural tube closure	89	2	0.9	0.22626	1
GO:0006644	phospholipid metabolic process	381	9	3.84	0.23437	1
GO:0007154	cell communication	6565	60	66.19	0.23555	1
GO:0048870	cell motility	1827	16	18.42	0.23565	1
GO:0009410	response to xenobiotic stimulus	443	9	4.47	0.23646	1
GO:0045666	positive regulation of neuron differentiation	94	3	0.95	0.23928	1
GO:0050680	negative regulation of epithelial cell proliferation	173	3	1.74	0.25191	1
GO:0051726	regulation of cell cycle	1114	10	11.23	0.25233	1
GO:0044344	cellular response to fibroblast growth factor stimulus	116	3	1.17	0.25345	1
GO:0007405	neuroblast proliferation	82	2	0.83	0.25425	1
GO:0002244	hematopoietic progenitor cell differentiation	133	3	1.34	0.25482	1
GO:0098869	cellular oxidant detoxification	98	2	0.99	0.25982	1
GO:0032200	telomere organization	188	4	1.9	0.26799	1
GO:0030041	actin filament polymerization	167	3	1.68	0.26899	1
GO:0045765	regulation of angiogenesis	353	3	3.56	0.27137	1
GO:0030855	epithelial cell differentiation	748	9	7.54	0.27209	1
GO:0006417	regulation of translation	450	8	4.54	0.27317	1
GO:0045807	positive regulation of endocytosis	153	3	1.54	0.27615	1
GO:0051262	protein tetramerization	92	2	0.93	0.27665	1
GO:0051301	cell division	642	8	6.47	0.28036	1
GO:0071902	positive regulation of protein serine/threonine kinase activity	127	3	1.28	0.28307	1
GO:0045687	positive regulation of glial cell differentiation	46	2	0.46	0.28332	1
GO:0032206	positive regulation of telomere maintenance	71	2	0.72	0.28365	1
GO:0001667	ameboidal-type cell migration	496	6	5	0.28402	1
GO:0021549	cerebellum development	105	2	1.06	0.28598	1
GO:0031214	biomineral tissue development	180	5	1.81	0.28828	1
GO:2000377	regulation of reactive oxygen species metabolic process	148	3	1.49	0.29054	1
GO:0008217	regulation of blood pressure	187	3	1.89	0.29202	1
GO:1902476	chloride transmembrane transport	108	2	1.09	0.29717	1
GO:0042073	intraciliary transport	49	2	0.49	0.29767	1
GO:0007585	respiratory gaseous exchange by respiratory system	77	2	0.78	0.29805	1
GO:0007389	pattern specification process	473	6	4.77	0.30509	1
GO:0010389	regulation of G2/M transition of mitotic cell cycle	104	2	1.05	0.30549	1
GO:1904659	glucose transmembrane transport	118	3	1.19	0.30624	1
GO:0008283	cell population proliferation	2077	24	20.94	0.30651	1
GO:0090263	positive regulation of canonical Wnt signaling pathway	111	2	1.12	0.30833	1
GO:0070231	T cell apoptotic process	56	2	0.56	0.31179	1
GO:0051893	regulation of focal adhesion assembly	63	2	0.64	0.31189	1
GO:0030183	B cell differentiation	155	4	1.56	0.31581	1
GO:0007159	leukocyte cell-cell adhesion	418	2	4.21	0.31702	1
GO:0016310	phosphorylation	1545	16	15.58	0.31870	1
GO:0032355	response to estradiol	115	2	1.16	0.32316	1
GO:1901222	regulation of non-canonical NF-kappaB signal transduction	105	3	1.06	0.32480	1
GO:0046849	bone remodeling	90	2	0.91	0.32604	1
GO:0030282	bone mineralization	127	4	1.28	0.33039	1
GO:0045727	positive regulation of translation	134	3	1.35	0.33589	1
GO:0043588	skin development	318	5	3.21	0.34508	1
GO:0097305	response to alcohol	259	4	2.61	0.34571	1
GO:0050673	epithelial cell proliferation	482	6	4.86	0.34608	1
GO:0015031	protein transport	1412	11	14.24	0.34662	1
GO:0030155	regulation of cell adhesion	806	4	8.13	0.34763	1
GO:0055007	cardiac muscle cell differentiation	130	3	1.31	0.35181	1
GO:0030336	negative regulation of cell migration	380	6	3.83	0.35401	1
GO:0002009	morphogenesis of an epithelium	501	12	5.05	0.35611	1
GO:0048705	skeletal system morphogenesis	229	4	2.31	0.35830	1
GO:0008285	negative regulation of cell population proliferation	789	11	7.96	0.36023	1
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	50	2	0.5	0.36505	1
GO:0010468	regulation of gene expression	5391	42	54.36	0.36580	1
GO:0030154	cell differentiation	4440	47	44.77	0.38222	1
GO:0001568	blood vessel development	807	10	8.14	0.38328	1
GO:0032365	intracellular lipid transport	51	2	0.51	0.38398	1
GO:0008543	fibroblast growth factor receptor signaling pathway	87	2	0.88	0.38458	1
GO:0021954	central nervous system neuron development	86	2	0.87	0.39074	1
GO:0051384	response to glucocorticoid	134	2	1.35	0.39223	1
GO:0007411	axon guidance	234	4	2.36	0.39339	1
GO:0051260	protein homooligomerization	195	3	1.97	0.39475	1
GO:0002376	immune system process	2545	21	25.66	0.39536	1
GO:0043010	camera-type eye development	346	7	3.49	0.39882	1
GO:0030833	regulation of actin filament polymerization	136	2	1.37	0.39933	1
GO:0008202	steroid metabolic process	329	6	3.32	0.40025	1
GO:0009411	response to UV	153	4	1.54	0.40067	1
GO:0043473	pigmentation	114	3	1.15	0.40171	1
GO:0007018	microtubule-based movement	425	8	4.29	0.40440	1
GO:0008360	regulation of cell shape	140	2	1.41	0.41341	1
GO:0043066	negative regulation of apoptotic process	903	10	9.1	0.41448	1
GO:0008544	epidermis development	387	5	3.9	0.41491	1
GO:0007292	female gamete generation	163	2	1.64	0.41620	1
GO:0030317	flagellated sperm motility	141	2	1.42	0.41691	1
GO:0010951	negative regulation of endopeptidase activity	124	4	1.25	0.41792	1
GO:0001837	epithelial to mesenchymal transition	187	3	1.89	0.42077	1
GO:0007049	cell cycle	1811	20	18.26	0.42383	1
GO:0031345	negative regulation of cell projection organization	201	2	2.03	0.42859	1
GO:0000902	cell morphogenesis	971	11	9.79	0.42890	1
GO:0055013	cardiac muscle cell development	87	2	0.88	0.43234	1
GO:0048708	astrocyte differentiation	88	2	0.89	0.43235	1
GO:0051225	spindle assembly	128	2	1.29	0.43306	1
GO:0030199	collagen fibril organization	66	2	0.67	0.43766	1
GO:0051028	mRNA transport	129	2	1.3	0.43879	1
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	102	4	1.03	0.44036	1
GO:0008584	male gonad development	149	2	1.5	0.44448	1
GO:0051592	response to calcium ion	146	2	1.47	0.45034	1
GO:0035725	sodium ion transmembrane transport	181	4	1.82	0.45979	1
GO:0031640	killing of cells of another organism	90	2	0.91	0.46575	1
GO:0042110	T cell activation	564	4	5.69	0.47095	1
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	157	2	1.58	0.47133	1
GO:0016311	dephosphorylation	307	4	3.1	0.47146	1
GO:0097746	blood vessel diameter maintenance	152	2	1.53	0.47227	1
GO:0010467	gene expression	7028	55	70.86	0.47235	1
GO:0001666	response to hypoxia	310	3	3.13	0.47615	1
GO:0002027	regulation of heart rate	104	2	1.05	0.47669	1
GO:0030099	myeloid cell differentiation	439	3	4.43	0.48117	1
GO:0071466	cellular response to xenobiotic stimulus	193	5	1.95	0.49338	1
GO:0051216	cartilage development	209	4	2.11	0.49560	1
GO:0010629	negative regulation of gene expression	1603	12	16.16	0.49625	1
GO:0007179	transforming growth factor beta receptor signaling pathway	245	2	2.47	0.50012	1
GO:0010717	regulation of epithelial to mesenchymal transition	120	2	1.21	0.50277	1
GO:0009725	response to hormone	883	7	8.9	0.50809	1
GO:0006508	proteolysis	1609	19	16.22	0.50929	1
GO:0001704	formation of primary germ layer	131	3	1.32	0.51100	1
GO:0010001	glial cell differentiation	260	4	2.62	0.51157	1
GO:0007338	single fertilization	166	4	1.67	0.51463	1
GO:0006955	immune response	1750	14	17.64	0.51945	1
GO:0022900	electron transport chain	172	2	1.73	0.51951	1
GO:0000278	mitotic cell cycle	910	9	9.18	0.51955	1
GO:0010035	response to inorganic substance	532	7	5.36	0.53032	1
GO:0051099	positive regulation of binding	114	2	1.15	0.53190	1
GO:0048754	branching morphogenesis of an epithelial tube	157	3	1.58	0.53549	1
GO:0045444	fat cell differentiation	248	4	2.5	0.53997	1
GO:0002040	sprouting angiogenesis	193	3	1.95	0.54086	1
GO:1901796	regulation of signal transduction by p53 class mediator	108	2	1.09	0.54575	1
GO:0061448	connective tissue development	288	5	2.9	0.54794	1
GO:0001701	in utero embryonic development	401	4	4.04	0.54882	1
GO:0014070	response to organic cyclic compound	896	8	9.03	0.55073	1
GO:0042742	defense response to bacterium	319	4	3.22	0.55401	1
GO:0031503	protein-containing complex localization	191	4	1.93	0.55697	1
GO:0016485	protein processing	244	3	2.46	0.56055	1
GO:0006898	receptor-mediated endocytosis	258	3	2.6	0.56474	1
GO:0009755	hormone-mediated signaling pathway	196	3	1.98	0.56487	1
GO:0006457	protein folding	215	3	2.17	0.56829	1
GO:0006892	post-Golgi vesicle-mediated transport	102	2	1.03	0.57661	1
GO:0045598	regulation of fat cell differentiation	146	2	1.47	0.57750	1
GO:0006629	lipid metabolic process	1397	20	14.09	0.57835	1
GO:0019221	cytokine-mediated signaling pathway	526	5	5.3	0.58421	1
GO:0016042	lipid catabolic process	340	4	3.43	0.59004	1
GO:0001942	hair follicle development	94	2	0.95	0.59320	1
GO:0002181	cytoplasmic translation	159	3	1.6	0.59658	1
GO:0050905	neuromuscular process	165	3	1.66	0.59670	1
GO:0007032	endosome organization	96	2	0.97	0.60535	1
GO:0009617	response to bacterium	703	7	7.09	0.60765	1
GO:0071901	negative regulation of protein serine/threonine kinase activity	95	2	0.96	0.60929	1
GO:0050852	T cell receptor signaling pathway	139	2	1.4	0.61018	1
GO:0007519	skeletal muscle tissue development	170	2	1.71	0.61082	1
GO:0060041	retina development in camera-type eye	160	2	1.61	0.61453	1
GO:0017148	negative regulation of translation	205	2	2.07	0.61480	1
GO:0030216	keratinocyte differentiation	177	2	1.78	0.61488	1
GO:0032869	cellular response to insulin stimulus	206	2	2.08	0.61745	1
GO:0007160	cell-matrix adhesion	240	3	2.42	0.61802	1
GO:0001822	kidney development	319	6	3.22	0.62114	1
GO:0006906	vesicle fusion	119	2	1.2	0.62142	1
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	388	5	3.91	0.62428	1
GO:0009611	response to wounding	565	5	5.7	0.62829	1
GO:0008203	cholesterol metabolic process	141	2	1.42	0.63684	1
GO:0042445	hormone metabolic process	240	5	2.42	0.64001	1
GO:0001933	negative regulation of protein phosphorylation	296	5	2.98	0.64474	1
GO:0051321	meiotic cell cycle	290	3	2.92	0.65467	1
GO:0031175	neuron projection development	1007	9	10.15	0.65486	1
GO:0006364	rRNA processing	223	2	2.25	0.66040	1
GO:0007420	brain development	732	7	7.38	0.66558	1
GO:0045165	cell fate commitment	289	3	2.91	0.67601	1
GO:0042060	wound healing	429	4	4.33	0.68011	1
GO:0033365	protein localization to organelle	957	10	9.65	0.68517	1
GO:0045597	positive regulation of cell differentiation	901	7	9.08	0.69127	1
GO:0016192	vesicle-mediated transport	1536	21	15.49	0.69543	1
GO:0009966	regulation of signal transduction	3126	33	31.52	0.69800	1
GO:0007015	actin filament organization	464	6	4.68	0.69872	1
GO:0051607	defense response to virus	307	4	3.1	0.70205	1
GO:0021987	cerebral cortex development	127	2	1.28	0.70296	1
GO:0045184	establishment of protein localization	1693	13	17.07	0.70709	1
GO:0045087	innate immune response	975	7	9.83	0.71148	1
GO:0005975	carbohydrate metabolic process	560	6	5.65	0.71542	1
GO:0032496	response to lipopolysaccharide	347	2	3.5	0.71619	1
GO:0006325	chromatin organization	802	9	8.09	0.71714	1
GO:0034976	response to endoplasmic reticulum stress	269	4	2.71	0.71926	1
GO:0009887	animal organ morphogenesis	1024	21	10.32	0.72110	1
GO:0006909	phagocytosis	236	2	2.38	0.72254	1
GO:0071333	cellular response to glucose stimulus	137	2	1.38	0.72891	1
GO:0043547	positive regulation of GTPase activity	229	2	2.31	0.73343	1
GO:0006357	regulation of transcription by RNA polymerase II	2565	15	25.86	0.73390	1
GO:0046395	carboxylic acid catabolic process	250	3	2.52	0.73459	1
GO:0001764	neuron migration	183	2	1.85	0.74571	1
GO:0007005	mitochondrion organization	511	3	5.15	0.74663	1
GO:0030307	positive regulation of cell growth	162	2	1.63	0.75538	1
GO:0030036	actin cytoskeleton organization	722	7	7.28	0.75909	1
GO:0006954	inflammatory response	887	8	8.94	0.76398	1
GO:0006874	intracellular calcium ion homeostasis	302	5	3.04	0.76441	1
GO:0030522	intracellular receptor signaling pathway	369	6	3.72	0.77972	1
GO:0009451	RNA modification	179	2	1.8	0.80237	1
GO:0045893	positive regulation of DNA-templated transcription	1680	10	16.94	0.80440	1
GO:0006338	chromatin remodeling	658	6	6.63	0.80903	1
GO:0000209	protein polyubiquitination	266	3	2.68	0.80998	1
GO:0016236	macroautophagy	341	2	3.44	0.82048	1
GO:0006397	mRNA processing	517	3	5.21	0.82543	1
GO:0002262	myeloid cell homeostasis	177	2	1.78	0.82662	1
GO:0006511	ubiquitin-dependent protein catabolic process	595	6	6	0.82872	1
GO:0006959	humoral immune response	248	2	2.5	0.83127	1
GO:0006470	protein dephosphorylation	208	2	2.1	0.83230	1
GO:0051649	establishment of localization in cell	1937	21	19.53	0.84334	1
GO:0031334	positive regulation of protein-containing complex assembly	197	2	1.99	0.84823	1
GO:0001525	angiogenesis	624	6	6.29	0.84872	1
GO:0016477	cell migration	1612	13	16.25	0.86103	1
GO:0000398	mRNA splicing, via spliceosome	329	2	3.32	0.87405	1
GO:0050727	regulation of inflammatory response	423	2	4.27	0.89736	1
GO:0050807	regulation of synapse organization	243	2	2.45	0.90216	1
GO:0001817	regulation of cytokine production	862	4	8.69	0.90619	1
GO:0000122	negative regulation of transcription by RNA polymerase II	921	6	9.29	0.90757	1
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	409	2	4.12	0.92046	1
GO:0043065	positive regulation of apoptotic process	551	3	5.56	0.92047	1
GO:0007283	spermatogenesis	634	3	6.39	0.92425	1
GO:0007399	nervous system development	2535	21	25.56	0.92433	1
GO:0007165	signal transduction	5991	57	60.41	0.94558	1
GO:0010975	regulation of neuron projection development	460	2	4.64	0.95998	1
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	641	5	6.46	0.96076	1
GO:0008284	positive regulation of cell population proliferation	983	7	9.91	0.96981	1
GO:0065003	protein-containing complex assembly	1650	25	16.64	0.97517	1
GO:0007186	G protein-coupled receptor signaling pathway	1284	7	12.95	0.98620	1
GO:0007268	chemical synaptic transmission	748	4	7.54	0.98642	1
GO:0006886	intracellular protein transport	673	3	6.79	0.98697	1
GO:0045944	positive regulation of transcription by RNA polymerase II	1239	6	12.49	0.98777	1
GO:0016567	protein ubiquitination	757	5	7.63	0.99087	1
GO:0010628	positive regulation of gene expression	1197	7	12.07	0.99417	1
GO:0030335	positive regulation of cell migration	580	2	5.85	0.99681	1
GO:0070661	leukocyte proliferation	351	5	3.54	1.00000	1
GO:0070085	glycosylation	241	2	2.43	1.00000	1
GO:0070663	regulation of leukocyte proliferation	266	3	2.68	1.00000	1
GO:0045930	negative regulation of mitotic cell cycle	248	4	2.5	1.00000	1
GO:0070664	negative regulation of leukocyte proliferation	98	2	0.99	1.00000	1
GO:0098781	ncRNA transcription	146	4	1.47	1.00000	1
GO:0019752	carboxylic acid metabolic process	904	15	9.11	1.00000	1
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	1518	16	15.31	1.00000	1
GO:0044057	regulation of system process	565	5	5.7	1.00000	1
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	2133	15	21.51	1.00000	1
GO:0002429	immune response-activating cell surface receptor signaling pathway	310	4	3.13	1.00000	1
GO:0045936	negative regulation of phosphate metabolic process	378	5	3.81	1.00000	1
GO:0045937	positive regulation of phosphate metabolic process	702	6	7.08	1.00000	1
GO:0010498	proteasomal protein catabolic process	524	5	5.28	1.00000	1
GO:0061326	renal tubule development	104	3	1.05	1.00000	1
GO:0044085	cellular component biogenesis	3349	41	33.77	1.00000	1
GO:0098771	inorganic ion homeostasis	531	9	5.35	1.00000	1
GO:0098773	skin epidermis development	129	2	1.3	1.00000	1
GO:0044087	regulation of cellular component biogenesis	987	10	9.95	1.00000	1
GO:0007368	determination of left/right symmetry	137	2	1.38	1.00000	1
GO:0007369	gastrulation	199	3	2.01	1.00000	1
GO:0044089	positive regulation of cellular component biogenesis	507	5	5.11	1.00000	1
GO:0009628	response to abiotic stimulus	1131	10	11.4	1.00000	1
GO:0071900	regulation of protein serine/threonine kinase activity	267	5	2.69	1.00000	1
GO:0002440	production of molecular mediator of immune response	223	2	2.25	1.00000	1
GO:0002443	leukocyte mediated immunity	395	3	3.98	1.00000	1
GO:0006575	cellular modified amino acid metabolic process	188	3	1.9	1.00000	1
GO:0009612	response to mechanical stimulus	216	2	2.18	1.00000	1
GO:0034502	protein localization to chromosome	124	2	1.25	1.00000	1
GO:0002449	lymphocyte mediated immunity	298	3	3	1.00000	1
GO:0009615	response to virus	409	4	4.12	1.00000	1
GO:0098727	maintenance of cell number	186	2	1.88	1.00000	1
GO:0006520	amino acid metabolic process	294	2	2.96	1.00000	1
GO:0071495	cellular response to endogenous stimulus	1502	14	15.14	1.00000	1
GO:0071496	cellular response to external stimulus	335	2	3.38	1.00000	1
GO:0019722	calcium-mediated signaling	232	2	2.34	1.00000	1
GO:0019724	B cell mediated immunity	140	3	1.41	1.00000	1
GO:0019725	cellular homeostasis	814	12	8.21	1.00000	1
GO:0034097	response to cytokine	960	8	9.68	1.00000	1
GO:0061333	renal tubule morphogenesis	81	2	0.82	1.00000	1
GO:0010466	negative regulation of peptidase activity	132	4	1.33	1.00000	1
GO:0010469	regulation of signaling receptor activity	104	2	1.05	1.00000	1
GO:0061337	cardiac conduction	99	3	1	1.00000	1
GO:0006518	peptide metabolic process	938	15	9.46	1.00000	1
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	279	2	2.81	1.00000	1
GO:0061919	process utilizing autophagic mechanism	577	5	5.82	1.00000	1
GO:0046700	heterocycle catabolic process	657	6	6.62	1.00000	1
GO:0042391	regulation of membrane potential	446	3	4.5	1.00000	1
GO:1990823	response to leukemia inhibitory factor	106	3	1.07	1.00000	1
GO:0030162	regulation of proteolysis	599	8	6.04	1.00000	1
GO:0030163	protein catabolic process	992	6	10	1.00000	1
GO:0098739	import across plasma membrane	203	3	2.05	1.00000	1
GO:0030166	proteoglycan biosynthetic process	65	2	0.66	1.00000	1
GO:0000723	telomere maintenance	157	3	1.58	1.00000	1
GO:0051960	regulation of nervous system development	468	3	4.72	1.00000	1
GO:0051962	positive regulation of nervous system development	294	3	2.96	1.00000	1
GO:0070647	protein modification by small protein conjugation or removal	945	7	9.53	1.00000	1
GO:0043200	response to amino acid	124	2	1.25	1.00000	1
GO:0071453	cellular response to oxygen levels	175	2	1.76	1.00000	1
GO:0043207	response to external biotic stimulus	1538	13	15.51	1.00000	1
GO:0007346	regulation of mitotic cell cycle	522	5	5.26	1.00000	1
GO:0030182	neuron differentiation	1423	11	14.35	1.00000	1
GO:0009605	response to external stimulus	2747	20	27.7	1.00000	1
GO:0009607	response to biotic stimulus	1575	13	15.88	1.00000	1
