Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	GOID	Count
Regulation of Protein Import Into Nucleus (GO:0042306)	2/41	0.0178804597481127	0.2189597479135662	0	0	10.392987964416536	41.82186992516352	MAVS;CHP2	GO:0042306	2
Positive Regulation of Insulin Secretion (GO:0032024)	2/41	0.0178804597481127	0.2189597479135662	0	0	10.392987964416536	41.82186992516352	ANO1;GCG	GO:0032024	2
Cellular Response to Metal Ion (GO:0071248)	3/112	0.0186665018739365	0.2189597479135662	0	0	5.615530123900501	22.35556415568353	ITPKB;CHP2;PLCG2	GO:0071248	3
Positive Regulation of Protein Metabolic Process (GO:0051247)	4/202	0.018672432369582	0.2189597479135662	0	0	4.146043771043771	16.504185659325106	NSF;RPS4X;IL18;APOE	GO:0051247	4
Type I Interferon-Mediated Signaling Pathway (GO:0060337)	2/42	0.0187140554000922	0.2189597479135662	0	0	10.13265306122449	40.31256172341721	MAVS;IFNA2	GO:0060337	2
Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900225)	2/42	0.0187140554000922	0.2189597479135662	0	0	10.13265306122449	40.31256172341721	MAVS;PLCG2	GO:1900225	2
Regulation of Interleukin-6 Production (GO:0032675)	3/114	0.0195542061325188	0.2189597479135662	0	0	5.513792142658122	21.694372855325803	MAVS;DHX9;PLCG2	GO:0032675	3
Cellular Response to Type I Interferon (GO:0071357)	2/43	0.0195637897091908	0.2189597479135662	0	0	9.885017421602788	38.888398778373954	MAVS;IFNA2	GO:0071357	2
Regulation of Fibroblast Proliferation (GO:0048145)	2/46	0.0222080432575084	0.2189597479135662	0	0	9.20964749536178	35.063897787087264	DHX9;CTNNB1	GO:0048145	2
Negative Regulation of Protein Serine/Threonine Kinase Activity (GO:0071901)	2/46	0.0222080432575084	0.2189597479135662	0	0	9.20964749536178	35.063897787087264	APOE;NR2F2	GO:0071901	2
Regulation of T Cell Differentiation (GO:0045580)	2/47	0.0231205576171507	0.2189597479135662	0	0	9.004535147392291	33.92038210413699	IL36B;IFNA2	GO:0045580	2
Positive Regulation of Cytokine Production (GO:0001819)	5/325	0.0236480947272543	0.2189597479135662	0	0	3.2203947368421053	12.058680267125926	MAVS;DHX9;IL26;PLCG2;IL18	GO:0001819	5
Regulation of Exocytosis (GO:0017157)	2/48	0.0240483300532171	0.2189597479135662	0	0	8.808340727595386	32.83476119194659	NSF;SEPTIN4	GO:0017157	2
Oligosaccharide Metabolic Process (GO:0009311)	2/48	0.0240483300532171	0.2189597479135662	0	0	8.808340727595386	32.83476119194659	NEU2;IDUA	GO:0009311	2
Positive Regulation of Innate Immune Response (GO:0045089)	2/48	0.0240483300532171	0.2189597479135662	0	0	8.808340727595386	32.83476119194659	MAVS;DHX9	GO:0045089	2
Positive Regulation of Cell-Cell Adhesion (GO:0022409)	2/50	0.025948961945953	0.2189597479135662	0	0	8.44047619047619	30.82144266223132	CTNNB1;FSTL3	GO:0022409	2
Regulation of Interferon-Beta Production (GO:0032648)	2/51	0.0269214810715392	0.2189597479135662	0	0	8.26780508121616	29.886716110404755	MAVS;DHX9	GO:0032648	2
Regulation of Lipid Metabolic Process (GO:0019216)	2/51	0.0269214810715392	0.2189597479135662	0	0	8.26780508121616	29.886716110404755	NCOA2;PLCG2	GO:0019216	2
Positive Regulation of Defense Response (GO:0031349)	3/130	0.0274860097045577	0.2189597479135662	0	0	4.81524474389155	17.306365881326172	DHX9;IL18;NKG7	GO:0031349	3
Sensory Perception (GO:0007600)	2/52	0.0279085775805053	0.2189597479135662	0	0	8.10204081632653	28.995755414400413	GNAL;OBP2A	GO:0007600	2
Regulation of Tumor Necrosis Factor Production (GO:0032680)	3/131	0.0280307213331602	0.2189597479135662	0	0	4.777384020618556	17.076540281059767	MAVS;DHX9;PLCG2	GO:0032680	3
Regulation of Smoothened Signaling Pathway (GO:0008589)	2/53	0.0289100845392208	0.2189597479135662	0	0	7.942777110844338	28.14574537420548	NCOA2;INTU	GO:0008589	2
Translation (GO:0006412)	4/232	0.0291582650142166	0.2189597479135662	0	0	3.595029239766082	12.708489019482474	RPS4X;MRPS35;MRPS30;MRPL33	GO:0006412	4
Positive Regulation of Chemokine Production (GO:0032722)	2/54	0.029925836282038	0.2189597479135662	0	0	7.789638932496075	27.33410071093129	MAVS;IL18	GO:0032722	2
Interferon-Mediated Signaling Pathway (GO:0140888)	2/55	0.0309556684055239	0.2189597479135662	0	0	7.642279553330766	26.55844340345009	MAVS;IFNA2	GO:0140888	2
Regulation of Calcium Ion Transport (GO:0051924)	2/58	0.0341280219187038	0.2189597479135662	0	0	7.231778425655976	24.426318589638807	CAMK2A;CTNNB1	GO:0051924	2
Positive Regulation of Developmental Process (GO:0051094)	4/245	0.0345986057651233	0.2189597479135662	0	0	3.3988589211618256	11.433563915114975	NCOA2;BICRAL;CTNNB1;APOE	GO:0051094	4
Regulation of Inflammatory Response (GO:0050727)	4/249	0.0363836622743811	0.2247210624433683	0	0	3.342687074829932	11.07644636839962	DHX9;IL18;NKG7;APOE	GO:0050727	4
Protein Localization (GO:0008104)	5/371	0.0385624907339049	0.2247210624433683	0	0	2.8090307736554503	9.144730069123083	NSF;ANO1;NMT2;CTNNB1;SEPTIN4	GO:0008104	5
Pattern Recognition Receptor Signaling Pathway (GO:0002221)	2/65	0.0419931324107679	0.2285923822411145	0	0	6.425979915775834	20.37195761072225	MAVS;PLCG2	GO:0002221	2
Positive Regulation of Type I Interferon Production (GO:0032481)	2/68	0.0455522545652315	0.2292367542415967	0	0	6.132962275819419	18.944077490294053	MAVS;DHX9	GO:0032481	2
Positive Regulation of Intracellular Protein Transport (GO:0090316)	2/69	0.0467626402187707	0.2292367542415967	0	0	6.041120925982333	18.501963939065423	MAVS;CHP2	GO:0090316	2
+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897)	3/162	0.0477283097674535	0.2292367542415967	0	0	3.839914413538222	11.681904980352178	IL26;IL18;MTDH	GO:0051897	3
Positive Regulation of Response to External Stimulus (GO:0032103)	3/163	0.0484525934448118	0.2292367542415967	0	0	3.815721649484536	11.550835868914136	DHX9;IL18;NKG7	GO:0032103	3
Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0008277)	2/72	0.0504637828415356	0.2353205873557927	0	0	5.78134110787172	17.265971584773993	CAMK2A;NMT2	GO:0008277	2
Positive Regulation of Protein Localization to Nucleus (GO:1900182)	2/75	0.0542668897312265	0.2404023215093337	0	0	5.542913055633212	16.15116734069409	MAVS;CHP2	GO:1900182	2
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	9/983	0.0574280511804909	0.2417561070184585	0	0	1.921768170228129	5.490919060711009	NCOA2;MAVS;DHX9;IL26;CHP2;IL18;CTNNB1;NR2F2;FSTL3	GO:0045944	9
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	6/555	0.0598025418690883	0.2452176452364188	0	0	2.2498546680618534	6.337181646199063	ENY2;BICRAL;HAS3;CTNNB1;APOE;NR2F2	GO:1902680	6
Cholesterol Homeostasis (GO:0042632)	2/80	0.0608217071927091	0.2452176452364188	0	0	5.186289900575615	14.520618689888993	IL18;APOE	GO:0042632	2
Sterol Homeostasis (GO:0055092)	2/81	0.0621638842786596	0.2452176452364188	0	0	5.120382330147248	14.224325268693594	IL18;APOE	GO:0055092	2
Regulation of Vesicle-Mediated Transport (GO:0060627)	2/82	0.0635161526621471	0.2457437172867353	0	0	5.056122448979592	13.93700450766989	NSF;SEPTIN4	GO:0060627	2
Negative Regulation of DNA-templated Transcription (GO:0045892)	9/1006	0.0645074751902375	0.2473799493682553	0	0	1.8751529313214368	5.139745744814011	MAGEE2;IFNA2;PASD1;CTNNB1;NR2F2;PHF21A;MAGEA4;MTDH;NR2F6	GO:0045892	9
Wnt Signaling Pathway (GO:0016055)	2/83	0.0648783802345316	0.2473799493682553	0	0	4.99344923154447	13.658286245847664	PLCG2;CTNNB1	GO:0016055	2
Positive Regulation of Synaptic Transmission (GO:0050806)	2/84	0.0662504359060044	0.2473799493682553	0	0	4.9323046291687405	13.387819731164344	GRIN2A;CAMK2A	GO:0050806	2
Macromolecule Biosynthetic Process (GO:0009059)	3/189	0.0691342274417198	0.2473799493682553	0	0	3.278017958097772	8.757898079454668	RPS4X;HAS3;APOE	GO:0009059	3
Regulation of Endothelial Cell Proliferation (GO:0001936)	2/87	0.0704242763009009	0.2473799493682553	0	0	4.75750300120048	12.622688988987855	APOE;NR2F2	GO:0001936	2
Positive Regulation of Biosynthetic Process (GO:0009891)	2/87	0.0704242763009009	0.2473799493682553	0	0	4.75750300120048	12.622688988987855	PLCG2;APOE	GO:0009891	2
Regulation of Endothelial Cell Migration (GO:0010594)	2/88	0.071834354272908	0.2473799493682553	0	0	4.701945894636925	12.382068798517093	APOE;NR2F2	GO:0010594	2
Phosphatidylinositol Biosynthetic Process (GO:0006661)	2/91	0.0761192182371278	0.2473799493682553	0	0	4.542765420775051	11.699685676018186	ITPKB;PLCG2	GO:0006661	2
Glucose Homeostasis (GO:0042593)	2/92	0.0775653030615549	0.2473799493682553	0	0	4.492063492063492	11.484567093173029	OBP2A;GCG	GO:0042593	2
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	3/202	0.0807477880229416	0.2473799493682553	0	0	3.061855670103093	7.704929267188818	GNAL;OR5AN1;GCG	GO:0007188	3
Positive Regulation of Immune Response (GO:0050778)	2/95	0.0819552402371426	0.2473799493682553	0	0	4.346499890278692	10.873126025503971	GPR151;DHX9	GO:0050778	2
B Cell Activation (GO:0042113)	2/96	0.0834353800745875	0.2473799493682553	0	0	4.300043421623969	10.679944049183517	IFNA2;PLCG2	GO:0042113	2
Protein Metabolic Process (GO:0019538)	6/614	0.0874394871453682	0.2473799493682553	0	0	2.0253359462486	4.935355444813197	RPS4X;FBXO2;CIAO2A;APOE;CTSE;PAPPA2	GO:0019538	6
Regulation of Protein Secretion (GO:0050708)	2/99	0.0879246283814666	0.2473799493682553	0	0	4.166421207658321	10.129717084781952	GCG;APOE	GO:0050708	2
Positive Regulation of Protein Catabolic Process (GO:0045732)	2/99	0.0879246283814666	0.2473799493682553	0	0	4.166421207658321	10.129717084781952	NSF;APOE	GO:0045732	2
Regulation of Cell Population Proliferation (GO:0042127)	7/769	0.0905645242826805	0.2473799493682553	0	0	1.890412891936895	4.540190855449604	RPS4X;GDF9;CNOT6L;BICRAL;CHP2;CTNNB1;CCAR1	GO:0042127	7
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	4/340	0.0910224192935115	0.2473799493682553	0	0	2.4260912698412698	5.814490275843735	PSMA3;FBXO2;CTNNB1;KBTBD8	GO:0043161	4
Regulation of RNA Splicing (GO:0043484)	2/104	0.0955625544444408	0.2534982731669897	0	0	3.961184473789516	9.300759047174036	ENY2;ESRP1	GO:0043484	2
Positive Regulation of Protein-Containing Complex Assembly (GO:0031334)	2/105	0.0971124998083676	0.2560805280162025	0	0	3.9225282345948087	9.146885461046203	MAVS;PLCG2	GO:0031334	2
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	3/219	0.0971140602860542	0.2560805280162025	0	0	2.8184421534937	6.572238201819216	IL26;IL18;MTDH	GO:0051896	3
Protein Catabolic Process (GO:0030163)	2/107	0.1002338670046704	0.256721558198737	0	0	3.847424684159378	8.850035372430577	NEU2;FBXO2	GO:0030163	2
Positive Regulation of Translation (GO:0045727)	2/108	0.1018050719773058	0.256721558198737	0	0	3.81093569503273	8.70682707358352	RPS4X;DHX9	GO:0045727	2
Negative Regulation of Developmental Process (GO:0051093)	2/111	0.1065594896807097	0.256721558198737	0	0	3.705485864070399	8.296775020722748	BICRAL;APOE	GO:0051093	2
Positive Regulation of Cellular Component Organization (GO:0051130)	2/111	0.1065594896807097	0.256721558198737	0	0	3.705485864070399	8.296775020722748	HAS3;APOE	GO:0051130	2
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	6/652	0.108421893611077	0.256721558198737	0	0	1.902443844279033	4.226707506114062	MAVS;IL26;PLCG2;IL18;SEPTIN4;MTDH	GO:1902533	6
Regulation of Protein Ubiquitination (GO:0031396)	2/113	0.109762052329387	0.2579553802754295	0	0	3.638352638352639	8.038723369904124	CTNNB1;SEPTIN4	GO:0031396	2
Apoptotic Process (GO:0006915)	3/232	0.1104659121595449	0.2589227464903619	0	0	2.656687525323009	5.852810917325962	IFNA2;MRPS30;SEPTIN4	GO:0006915	3
Cellular Response to Lipid (GO:0071396)	3/234	0.1125804881940829	0.2596361954852385	0	0	2.633418128263489	5.751613937505418	IL36B;PLCG2;IL18	GO:0071396	3
Protein Ubiquitination (GO:0016567)	4/369	0.1137690179944684	0.2597921390286057	0	0	2.230022831050228	4.847144273273048	FBXO2;CTNNB1;KBTBD8;CCAR1	GO:0016567	4
Proteasomal Protein Catabolic Process (GO:0010498)	4/372	0.116255087078813	0.2630013202514197	0	0	2.2115036231884058	4.759086080896843	PSMA3;FBXO2;CTNNB1;KBTBD8	GO:0010498	4
Negative Regulation of Programmed Cell Death (GO:0043069)	4/382	0.1247133484116841	0.2704043013983239	0	0	2.1518959435626104	4.479682240424137	CTNNB1;GCG;MAGEA4;MTDH	GO:0043069	4
Cellular Response to Molecule of Bacterial Origin (GO:0071219)	2/123	0.1261397529272332	0.2704043013983239	0	0	3.335975712599089	6.906686810673667	IL36B;IL18	GO:0071219	2
Positive Regulation of Programmed Cell Death (GO:0043068)	3/248	0.1278067157842533	0.2708848872387001	0	0	2.4811697875026297	5.104352278516203	CTNNB1;SEPTIN4;CCAR1	GO:0043068	3
Calcium Ion Transport (GO:0006816)	2/126	0.1311620955139981	0.2708848872387001	0	0	3.2547728768926927	6.611489635394594	GRIN2A;CAMK2A	GO:0006816	2
Positive Regulation of Angiogenesis (GO:0045766)	2/126	0.1311620955139981	0.2708848872387001	0	0	3.2547728768926927	6.611489635394594	CTNNB1;MTDH	GO:0045766	2
Monocarboxylic Acid Metabolic Process (GO:0032787)	2/127	0.1328465079421489	0.2730905012453455	0	0	3.2285714285714286	6.5170680254594	CYP2J2;MGAT4A	GO:0032787	2
Regulation of Anatomical Structure Morphogenesis (GO:0022603)	2/127	0.1328465079421489	0.2730905012453455	0	0	3.2285714285714286	6.5170680254594	CTNNB1;LZTS3	GO:0022603	2
Regulation of Protein Catabolic Process (GO:0042176)	2/129	0.1362302303723226	0.2743181457042679	0	0	3.177406395629118	6.333870360024791	NSF;APOE	GO:0042176	2
Regulation of DNA Repair (GO:0006282)	2/130	0.1379293598318549	0.2755928288340426	0	0	3.152423469387755	6.244993797842871	ENY2;DHX9	GO:0006282	2
Regulation of Apoptotic Process (GO:0042981)	6/704	0.1409630767634799	0.2755928288340426	0	0	1.7559592757422422	3.440376011629905	CTNNB1;GCG;SEPTIN4;CCAR1;MAGEA4;MTDH	GO:0042981	6
Receptor-Mediated Endocytosis (GO:0006898)	2/136	0.1482203237770773	0.2777956943625886	0	0	3.010356381358513	5.746937220227204	MRC1;APOE	GO:0006898	2
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	3/270	0.153105703772365	0.280272011451065	0	0	2.274180470288428	4.26778784074879	MAVS;PLCG2;MTDH	GO:0043122	3
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	6/732	0.160187809627797	0.2859286696110956	0	0	1.685774573588887	3.0873416167197645	MAGEE2;NR2F2;PHF21A;MAGEA4;MTDH;NR2F6	GO:0000122	6
