GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR
GO:0051171	regulation of nitrogen compound metabolic process	5576	13	13.75	1.0000	1
GO:0051172	negative regulation of nitrogen compound metabolic process	2259	6	5.57	1.0000	1
GO:0051173	positive regulation of nitrogen compound metabolic process	3071	5	7.57	1.0000	1
GO:0051174	regulation of phosphorus metabolic process	1163	4	2.87	1.0000	1
GO:0007275	multicellular organism development	4758	10	11.73	1.0000	1
GO:0051179	localization	5302	11	13.07	1.0000	1
GO:0072521	purine-containing compound metabolic process	565	2	1.39	1.0000	1
GO:0009725	response to hormone	883	3	2.18	1.0000	1
GO:0051128	regulation of cellular component organization	2451	7	6.04	1.0000	1
GO:0048729	tissue morphogenesis	616	2	1.52	1.0000	1
GO:0006310	DNA recombination	333	2	0.82	1.0000	1
GO:0045892	negative regulation of DNA-templated transcription	1262	4	3.11	1.0000	1
GO:0045893	positive regulation of DNA-templated transcription	1680	4	4.14	1.0000	1
GO:0006996	organelle organization	3607	9	8.89	1.0000	1
GO:0034097	response to cytokine	960	3	2.37	1.0000	1
GO:0009719	response to endogenous stimulus	1755	3	4.33	1.0000	1
GO:1901342	regulation of vasculature development	362	2	0.89	1.0000	1
GO:0007249	canonical NF-kappaB signal transduction	311	3	0.77	1.0000	1
GO:0090130	tissue migration	381	2	0.94	1.0000	1
GO:0051130	positive regulation of cellular component organization	1120	3	2.76	1.0000	1
GO:0032870	cellular response to hormone stimulus	614	3	1.51	1.0000	1
GO:1903530	regulation of secretion by cell	564	2	1.39	1.0000	1
GO:0120031	plasma membrane bounded cell projection assembly	583	3	1.44	1.0000	1
GO:0048731	system development	4067	7	10.03	1.0000	1
GO:0090132	epithelium migration	376	2	0.93	1.0000	1
GO:0048732	gland development	448	3	1.1	1.0000	1
GO:0031175	neuron projection development	1007	2	2.48	1.0000	1
GO:0120036	plasma membrane bounded cell projection organization	1566	5	3.86	1.0000	1
GO:0032879	regulation of localization	2048	5	5.05	1.0000	1
GO:0120039	plasma membrane bounded cell projection morphogenesis	661	2	1.63	1.0000	1
GO:0060322	head development	781	2	1.93	1.0000	1
GO:0000165	MAPK cascade	769	2	1.9	1.0000	1
GO:0070925	organelle assembly	999	5	2.46	1.0000	1
GO:0006950	response to stress	3939	8	9.71	1.0000	1
GO:0006810	transport	4358	9	10.75	1.0000	1
GO:0042592	homeostatic process	1714	3	4.23	1.0000	1
GO:0006952	defense response	1843	3	4.54	1.0000	1
GO:0016192	vesicle-mediated transport	1536	5	3.79	1.0000	1
GO:0016053	organic acid biosynthetic process	333	2	0.82	1.0000	1
GO:0006955	immune response	1750	3	4.32	1.0000	1
GO:0016197	endosomal transport	286	3	0.71	1.0000	1
GO:0098657	import into cell	935	3	2.31	1.0000	1
GO:0051641	cellular localization	3367	9	8.3	1.0000	1
GO:0006302	double-strand break repair	312	2	0.77	1.0000	1
GO:1901987	regulation of cell cycle phase transition	455	2	1.12	1.0000	1
GO:0051649	establishment of localization in cell	1937	5	4.78	1.0000	1
GO:0032989	cellular anatomical entity morphogenesis	784	3	1.93	1.0000	1
GO:0016070	RNA metabolic process	4962	9	12.24	1.0000	1
GO:0006974	DNA damage response	884	2	2.18	1.0000	1
GO:0008150	biological_process	18249	45	45	1.0000	1
GO:0080090	regulation of primary metabolic process	5719	13	14.1	1.0000	1
GO:0009890	negative regulation of biosynthetic process	2731	7	6.73	1.0000	1
GO:0009891	positive regulation of biosynthetic process	2706	5	6.67	1.0000	1
GO:0008152	metabolic process	12005	28	29.6	1.0000	1
GO:0009892	negative regulation of metabolic process	3382	9	8.34	1.0000	1
GO:0009893	positive regulation of metabolic process	3796	7	9.36	1.0000	1
GO:0009894	regulation of catabolic process	1114	2	2.75	1.0000	1
GO:0006915	apoptotic process	1959	4	4.83	1.0000	1
GO:0050896	response to stimulus	8860	25	21.85	1.0000	1
GO:0032940	secretion by cell	826	2	2.04	1.0000	1
GO:0000003	reproduction	1539	2	3.8	1.0000	1
GO:0016043	cellular component organization	6544	19	16.14	1.0000	1
GO:0051606	detection of stimulus	650	3	1.6	1.0000	1
GO:0006807	nitrogen compound metabolic process	9959	23	24.56	1.0000	1
GO:0006935	chemotaxis	466	2	1.15	1.0000	1
GO:0019438	aromatic compound biosynthetic process	4064	10	10.02	1.0000	1
GO:2000026	regulation of multicellular organismal development	1491	6	3.68	1.0000	1
GO:0045927	positive regulation of growth	257	3	0.63	1.0000	1
GO:0048869	cellular developmental process	4442	11	10.95	1.0000	1
GO:0036211	protein modification process	2950	8	7.27	1.0000	1
GO:0051252	regulation of RNA metabolic process	3816	9	9.41	1.0000	1
GO:0051253	negative regulation of RNA metabolic process	1392	4	3.43	1.0000	1
GO:0034654	nucleobase-containing compound biosynthetic process	3978	9	9.81	1.0000	1
GO:0051254	positive regulation of RNA metabolic process	1927	5	4.75	1.0000	1
GO:0034655	nucleobase-containing compound catabolic process	615	2	1.52	1.0000	1
GO:0048856	anatomical structure development	6007	15	14.81	1.0000	1
GO:0001816	cytokine production	875	2	2.16	1.0000	1
GO:0001817	regulation of cytokine production	862	2	2.13	1.0000	1
GO:0048858	cell projection morphogenesis	666	2	1.64	1.0000	1
GO:0001819	positive regulation of cytokine production	497	2	1.23	1.0000	1
GO:0048880	sensory system development	402	2	0.99	1.0000	1
GO:0009888	tissue development	2032	4	5.01	1.0000	1
GO:0009889	regulation of biosynthetic process	5681	12	14.01	1.0000	1
GO:0048870	cell motility	1827	7	4.51	1.0000	1
GO:0048871	multicellular organismal-level homeostasis	801	2	1.98	1.0000	1
GO:0048872	homeostasis of number of cells	322	2	0.79	1.0000	1
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	1518	4	3.74	1.0000	1
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	2133	5	5.26	1.0000	1
GO:0051276	chromosome organization	629	2	1.55	1.0000	1
GO:0050877	nervous system process	1510	2	3.72	1.0000	1
GO:0045937	positive regulation of phosphate metabolic process	702	2	1.73	1.0000	1
GO:0048878	chemical homeostasis	1032	2	2.54	1.0000	1
GO:0050878	regulation of body fluid levels	369	2	0.91	1.0000	1
GO:0019538	protein metabolic process	4882	11	12.04	1.0000	1
GO:1901564	organonitrogen compound metabolic process	5954	14	14.68	1.0000	1
GO:1901565	organonitrogen compound catabolic process	1427	3	3.52	1.0000	1
GO:1901566	organonitrogen compound biosynthetic process	1794	4	4.42	1.0000	1
GO:0009966	regulation of signal transduction	3126	10	7.71	1.0000	1
GO:0009967	positive regulation of signal transduction	1599	5	3.94	1.0000	1
GO:0009968	negative regulation of signal transduction	1380	5	3.4	1.0000	1
GO:0008610	lipid biosynthetic process	736	2	1.81	1.0000	1
GO:0048812	neuron projection morphogenesis	645	2	1.59	1.0000	1
GO:0006412	translation	743	2	1.83	1.0000	1
GO:0045595	regulation of cell differentiation	1640	5	4.04	1.0000	1
GO:0006555	methionine metabolic process	16	2	0.04	1.0000	1
GO:0044255	cellular lipid metabolic process	1018	2	2.51	1.0000	1
GO:0030855	epithelial cell differentiation	748	3	1.84	1.0000	1
GO:0045596	negative regulation of cell differentiation	734	3	1.81	1.0000	1
GO:0045597	positive regulation of cell differentiation	901	4	2.22	1.0000	1
GO:0006417	regulation of translation	450	2	1.11	1.0000	1
GO:0051240	positive regulation of multicellular organismal process	1686	5	4.16	1.0000	1
GO:0044281	small molecule metabolic process	1814	8	4.47	1.0000	1
GO:0034641	cellular nitrogen compound metabolic process	6700	15	16.52	1.0000	1
GO:0051241	negative regulation of multicellular organismal process	1252	2	3.09	1.0000	1
GO:0044282	small molecule catabolic process	373	3	0.92	1.0000	1
GO:0044283	small molecule biosynthetic process	601	2	1.48	1.0000	1
GO:0001944	vasculature development	840	3	2.07	1.0000	1
GO:0008104	protein localization	2496	8	6.15	1.0000	1
GO:2000145	regulation of cell motility	1110	3	2.74	1.0000	1
GO:0051246	regulation of protein metabolic process	2218	5	5.47	1.0000	1
GO:0009987	cellular process	17161	42	42.32	1.0000	1
GO:0051248	negative regulation of protein metabolic process	897	2	2.21	1.0000	1
GO:0044270	cellular nitrogen compound catabolic process	656	2	1.62	1.0000	1
GO:0044271	cellular nitrogen compound biosynthetic process	4811	11	11.86	1.0000	1
GO:0044272	sulfur compound biosynthetic process	170	2	0.42	1.0000	1
GO:0001932	regulation of protein phosphorylation	924	3	2.28	1.0000	1
GO:0051234	establishment of localization	4666	9	11.51	1.0000	1
GO:1901575	organic substance catabolic process	2177	5	5.37	1.0000	1
GO:1901576	organic substance biosynthetic process	8457	16	20.85	1.0000	1
GO:0051239	regulation of multicellular organismal process	3115	7	7.68	1.0000	1
GO:0030879	mammary gland development	134	2	0.33	1.0000	1
GO:0006520	amino acid metabolic process	294	2	0.72	1.0000	1
GO:0010720	positive regulation of cell development	454	3	1.12	1.0000	1
GO:0060560	developmental growth involved in morphogenesis	242	2	0.6	1.0000	1
GO:0060562	epithelial tube morphogenesis	335	2	0.83	1.0000	1
GO:0141124	intracellular signaling cassette	1912	8	4.71	1.0000	1
GO:0060429	epithelium development	1228	3	3.03	1.0000	1
GO:0071396	cellular response to lipid	616	3	1.52	1.0000	1
GO:0006518	peptide metabolic process	938	2	2.31	1.0000	1
GO:1901099	negative regulation of signal transduction in absence of ligand	35	2	0.09	1.0000	1
GO:0007399	nervous system development	2535	4	6.25	1.0000	1
GO:0071702	organic substance transport	2360	6	5.82	1.0000	1
GO:0071704	organic substance metabolic process	11490	26	28.33	1.0000	1
GO:0050804	modulation of chemical synaptic transmission	483	2	1.19	1.0000	1
GO:0071705	nitrogen compound transport	1896	5	4.68	1.0000	1
GO:0003008	system process	2308	3	5.69	1.0000	1
GO:0044248	cellular catabolic process	1689	6	4.16	1.0000	1
GO:0050808	synapse organization	492	2	1.21	1.0000	1
GO:0044249	cellular biosynthetic process	8376	16	20.65	1.0000	1
GO:0080134	regulation of response to stress	1408	3	3.47	1.0000	1
GO:0044237	cellular metabolic process	10651	26	26.26	1.0000	1
GO:0044238	primary metabolic process	10443	25	25.75	1.0000	1
GO:0033365	protein localization to organelle	957	3	2.36	1.0000	1
GO:0000226	microtubule cytoskeleton organization	648	2	1.6	1.0000	1
GO:0006066	alcohol metabolic process	371	2	0.91	1.0000	1
GO:0001568	blood vessel development	807	3	1.99	1.0000	1
GO:0048468	cell development	2834	7	6.99	1.0000	1
GO:0048592	eye morphogenesis	162	2	0.4	1.0000	1
GO:0009593	detection of chemical stimulus	488	2	1.2	1.0000	1
GO:0048593	camera-type eye morphogenesis	133	2	0.33	1.0000	1
GO:0022414	reproductive process	1529	2	3.77	1.0000	1
GO:0046394	carboxylic acid biosynthetic process	330	2	0.81	1.0000	1
GO:0048598	embryonic morphogenesis	617	2	1.52	1.0000	1
GO:0046700	heterocycle catabolic process	657	2	1.62	1.0000	1
GO:0032501	multicellular organismal process	7869	17	19.4	1.0000	1
GO:0032502	developmental process	6582	15	16.23	1.0000	1
GO:0006082	organic acid metabolic process	933	6	2.3	1.0000	1
GO:0008283	cell population proliferation	2077	4	5.12	1.0000	1
GO:0071383	cellular response to steroid hormone stimulus	213	2	0.53	1.0000	1
GO:0032504	multicellular organism reproduction	972	2	2.4	1.0000	1
GO:0008284	positive regulation of cell population proliferation	983	3	2.42	1.0000	1
GO:0050906	detection of stimulus involved in sensory perception	523	2	1.29	1.0000	1
GO:0050907	detection of chemical stimulus involved in sensory perception	454	2	1.12	1.0000	1
GO:1990748	cellular detoxification	118	2	0.29	1.0000	1
GO:0099536	synaptic signaling	779	2	1.92	1.0000	1
GO:0099537	trans-synaptic signaling	754	2	1.86	1.0000	1
GO:0001525	angiogenesis	624	2	1.54	1.0000	1
GO:0071310	cellular response to organic substance	2004	6	4.94	1.0000	1
GO:0140352	export from cell	907	2	2.24	1.0000	1
GO:0033993	response to lipid	928	4	2.29	1.0000	1
GO:0008219	cell death	2039	4	5.03	1.0000	1
GO:0022402	cell cycle process	1289	3	3.18	1.0000	1
GO:0048583	regulation of response to stimulus	4085	13	10.07	1.0000	1
GO:0048584	positive regulation of response to stimulus	2339	7	5.77	1.0000	1
GO:0071345	cellular response to cytokine stimulus	865	3	2.13	1.0000	1
GO:0048585	negative regulation of response to stimulus	1763	6	4.35	1.0000	1
GO:0034248	regulation of amide metabolic process	522	2	1.29	1.0000	1
GO:0048589	developmental growth	665	4	1.64	1.0000	1
GO:0043933	protein-containing complex organization	2435	4	6	1.0000	1
GO:0019637	organophosphate metabolic process	1030	2	2.54	1.0000	1
GO:0048522	positive regulation of cellular process	5834	10	14.39	1.0000	1
GO:0048523	negative regulation of cellular process	5421	13	13.37	1.0000	1
GO:0045165	cell fate commitment	289	2	0.71	1.0000	1
GO:0051726	regulation of cell cycle	1114	2	2.75	1.0000	1
GO:0048511	rhythmic process	296	2	0.73	1.0000	1
GO:0048513	animal organ development	3050	8	7.52	1.0000	1
GO:0048514	blood vessel morphogenesis	714	3	1.76	1.0000	1
GO:1901654	response to ketone	217	2	0.54	1.0000	1
GO:0098754	detoxification	156	2	0.38	1.0000	1
GO:0051716	cellular response to stimulus	7474	24	18.43	1.0000	1
GO:0048518	positive regulation of biological process	6363	11	15.69	1.0000	1
GO:0048519	negative regulation of biological process	5768	14	14.22	1.0000	1
GO:0071840	cellular component organization or biogenesis	6753	20	16.65	1.0000	1
GO:0060041	retina development in camera-type eye	160	2	0.39	1.0000	1
GO:0044782	cilium organization	412	3	1.02	1.0000	1
GO:0008202	steroid metabolic process	329	3	0.81	1.0000	1
GO:0060042	retina morphogenesis in camera-type eye	66	2	0.16	1.0000	1
GO:0065003	protein-containing complex assembly	1650	4	4.07	1.0000	1
GO:0045184	establishment of protein localization	1693	6	4.17	1.0000	1
GO:0055085	transmembrane transport	1548	2	3.82	1.0000	1
GO:0097485	neuron projection guidance	234	2	0.58	1.0000	1
GO:0048545	response to steroid hormone	338	2	0.83	1.0000	1
GO:0055086	nucleobase-containing small molecule metabolic process	672	2	1.66	1.0000	1
GO:0065007	biological regulation	12489	29	30.8	1.0000	1
GO:0065008	regulation of biological quality	2922	9	7.21	1.0000	1
GO:0065009	regulation of molecular function	2028	5	5	1.0000	1
GO:0044770	cell cycle phase transition	555	2	1.37	1.0000	1
GO:1901135	carbohydrate derivative metabolic process	1105	3	2.72	1.0000	1
GO:0002376	immune system process	2545	4	6.28	1.0000	1
GO:1901137	carbohydrate derivative biosynthetic process	671	2	1.65	1.0000	1
GO:0099177	regulation of trans-synaptic signaling	484	2	1.19	1.0000	1
GO:0006139	nucleobase-containing compound metabolic process	6064	13	14.95	1.0000	1
GO:0009066	aspartate family amino acid metabolic process	45	2	0.11	1.0000	1
GO:0006629	lipid metabolic process	1397	5	3.44	1.0000	1
GO:0040011	locomotion	1346	5	3.32	1.0000	1
GO:0040012	regulation of locomotion	1151	4	2.84	1.0000	1
GO:0043412	macromolecule modification	3181	8	7.84	1.0000	1
GO:1901615	organic hydroxy compound metabolic process	564	3	1.39	1.0000	1
GO:0071495	cellular response to endogenous stimulus	1502	3	3.7	1.0000	1
GO:0009056	catabolic process	2655	8	6.55	1.0000	1
GO:0040017	positive regulation of locomotion	620	2	1.53	1.0000	1
GO:0009057	macromolecule catabolic process	1455	2	3.59	1.0000	1
GO:0030097	hemopoiesis	959	3	2.36	1.0000	1
GO:0009058	biosynthetic process	8514	16	20.99	1.0000	1
GO:0009059	macromolecule biosynthetic process	7514	14	18.53	1.0000	1
GO:0030099	myeloid cell differentiation	439	2	1.08	1.0000	1
GO:0032101	regulation of response to external stimulus	1142	2	2.82	1.0000	1
GO:0032103	positive regulation of response to external stimulus	640	2	1.58	1.0000	1
GO:0051707	response to other organism	1535	3	3.79	1.0000	1
GO:0097435	supramolecular fiber organization	851	2	2.1	1.0000	1
GO:0043436	oxoacid metabolic process	927	5	2.29	1.0000	1
GO:0019220	regulation of phosphate metabolic process	1162	4	2.87	1.0000	1
GO:0042221	response to chemical	4061	12	10.01	1.0000	1
GO:0019221	cytokine-mediated signaling pathway	526	2	1.3	1.0000	1
GO:0019222	regulation of metabolic process	7045	15	17.37	1.0000	1
GO:0000725	recombinational repair	181	2	0.45	1.0000	1
GO:0071466	cellular response to xenobiotic stimulus	193	2	0.48	1.0000	1
GO:0001667	ameboidal-type cell migration	496	2	1.22	1.0000	1
GO:0060627	regulation of vesicle-mediated transport	525	2	1.29	1.0000	1
GO:0001654	eye development	392	2	0.97	1.0000	1
GO:0031399	regulation of protein modification process	1243	3	3.07	1.0000	1
GO:0048699	generation of neurons	1505	3	3.71	1.0000	1
GO:0019219	regulation of nucleobase-containing compound metabolic process	4123	9	10.17	1.0000	1
GO:0012501	programmed cell death	2035	4	5.02	1.0000	1
GO:1901605	alpha-amino acid metabolic process	215	2	0.53	1.0000	1
GO:0040007	growth	928	4	2.29	1.0000	1
GO:0040008	regulation of growth	616	3	1.52	1.0000	1
GO:0022008	neurogenesis	1738	3	4.29	1.0000	1
GO:0043408	regulation of MAPK cascade	668	2	1.65	1.0000	1
GO:0007423	sensory organ development	591	2	1.46	1.0000	1
GO:0043066	negative regulation of apoptotic process	903	3	2.23	1.0000	1
GO:0048666	neuron development	1154	2	2.85	1.0000	1
GO:0043067	regulation of programmed cell death	1553	3	3.83	1.0000	1
GO:0048667	cell morphogenesis involved in neuron differentiation	583	2	1.44	1.0000	1
GO:0010467	gene expression	7028	13	17.33	1.0000	1
GO:0010468	regulation of gene expression	5391	12	13.29	1.0000	1
GO:0043069	negative regulation of programmed cell death	934	3	2.3	1.0000	1
GO:0097190	apoptotic signaling pathway	619	2	1.53	1.0000	1
GO:0097191	extrinsic apoptotic signaling pathway	230	2	0.57	1.0000	1
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	67	2	0.17	1.0000	1
GO:0022612	gland morphogenesis	125	2	0.31	1.0000	1
GO:0033554	cellular response to stress	1830	4	4.51	1.0000	1
GO:0006259	DNA metabolic process	1028	2	2.53	1.0000	1
GO:0006281	DNA repair	600	2	1.48	1.0000	1
GO:0030182	neuron differentiation	1423	3	3.51	1.0000	1
GO:0046483	heterocycle metabolic process	6242	15	15.39	1.0000	1
GO:0046903	secretion	962	3	2.37	1.0000	1
GO:0043085	positive regulation of catalytic activity	878	4	2.17	1.0000	1
GO:0051345	positive regulation of hydrolase activity	480	3	1.18	1.0000	1
GO:0046907	intracellular transport	1349	4	3.33	1.0000	1
GO:0043087	regulation of GTPase activity	297	2	0.73	1.0000	1
GO:0030030	cell projection organization	1608	5	3.97	1.0000	1
GO:0030031	cell projection assembly	596	3	1.47	1.0000	1
GO:0050673	epithelial cell proliferation	482	2	1.19	1.0000	1
GO:0051336	regulation of hydrolase activity	743	3	1.83	1.0000	1
GO:0051960	regulation of nervous system development	468	2	1.15	1.0000	1
GO:0010562	positive regulation of phosphorus metabolic process	702	2	1.73	1.0000	1
GO:0031323	regulation of cellular metabolic process	6541	14	16.13	1.0000	1
GO:0031324	negative regulation of cellular metabolic process	3126	8	7.71	1.0000	1
GO:0010564	regulation of cell cycle process	744	2	1.83	1.0000	1
GO:0031325	positive regulation of cellular metabolic process	3422	7	8.44	1.0000	1
GO:0031326	regulation of cellular biosynthetic process	5650	12	13.93	1.0000	1
GO:0031327	negative regulation of cellular biosynthetic process	2717	7	6.7	1.0000	1
GO:0009628	response to abiotic stimulus	1131	2	2.79	1.0000	1
GO:0031328	positive regulation of cellular biosynthetic process	2685	5	6.62	1.0000	1
GO:0043010	camera-type eye development	346	2	0.85	1.0000	1
GO:0060255	regulation of macromolecule metabolic process	6529	13	16.1	1.0000	1
