Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
regulation of systemic arterial blood pressure mediated by a chemical signal (GO:0003044)	51	3	0.5	+	5.96	0.0139	1.0	GO:0003044
positive regulation of B cell activation (GO:0050871)	87	5	0.86	+	5.83	0.00171	1.0	GO:0050871
positive regulation of neutrophil migration (GO:1902624)	35	2	0.35	+	5.79	0.0466	1.0	GO:1902624
positive regulation of cholesterol transport (GO:0032376)	35	2	0.35	+	5.79	0.0466	1.0	GO:0032376
positive regulation of sterol transport (GO:0032373)	35	2	0.35	+	5.79	0.0466	1.0	GO:0032373
negative regulation of protein localization to cell periphery (GO:1904376)	35	2	0.35	+	5.79	0.0466	1.0	GO:1904376
positive regulation of blood pressure (GO:0045777)	36	2	0.36	+	5.63	0.049	1.0	GO:0045777
negative regulation of protein localization to membrane (GO:1905476)	36	2	0.36	+	5.63	0.049	1.0	GO:1905476
negative regulation of cell killing (GO:0031342)	36	2	0.36	+	5.63	0.049	1.0	GO:0031342
renal water homeostasis (GO:0003091)	37	2	0.36	+	5.48	0.0515	1.0	GO:0003091
T cell migration (GO:0072678)	37	2	0.36	+	5.48	0.0515	1.0	GO:0072678
regulation of isotype switching (GO:0045191)	38	2	0.37	+	5.34	0.054	1.0	GO:0045191
response to mineralocorticoid (GO:0051385)	38	2	0.37	+	5.34	0.054	1.0	GO:0051385
regulation of cholesterol efflux (GO:0010874)	38	2	0.37	+	5.34	0.054	1.0	GO:0010874
T cell proliferation (GO:0042098)	77	4	0.76	+	5.27	0.0071	1.0	GO:0042098
positive regulation of immunoglobulin production (GO:0002639)	59	3	0.58	+	5.15	0.0205	1.0	GO:0002639
endocrine process (GO:0050886)	59	3	0.58	+	5.15	0.0205	1.0	GO:0050886
positive regulation of lipid localization (GO:1905954)	100	5	0.99	+	5.07	0.00314	1.0	GO:1905954
positive regulation of viral process (GO:0048524)	61	3	0.6	+	4.99	0.0224	1.0	GO:0048524
regulation of interleukin-10 production (GO:0032653)	62	3	0.61	+	4.91	0.0234	1.0	GO:0032653
actin filament bundle assembly (GO:0051017)	62	3	0.61	+	4.91	0.0234	1.0	GO:0051017
regulation of activated T cell proliferation (GO:0046006)	42	2	0.41	+	4.83	0.0645	1.0	GO:0046006
positive regulation of organic acid transport (GO:0032892)	42	2	0.41	+	4.83	0.0645	1.0	GO:0032892
positive regulation of interleukin-10 production (GO:0032733)	42	2	0.41	+	4.83	0.0645	1.0	GO:0032733
positive regulation of lipid transport (GO:0032370)	84	4	0.83	+	4.83	0.0096	1.0	GO:0032370
B cell proliferation (GO:0042100)	42	2	0.41	+	4.83	0.0645	1.0	GO:0042100
positive regulation of leukocyte proliferation (GO:0070665)	169	8	1.67	+	4.80	0.000281	1.0	GO:0070665
positive regulation of lymphocyte proliferation (GO:0050671)	150	7	1.48	+	4.73	0.000734	1.0	GO:0050671
cyclic purine nucleotide metabolic process (GO:0052652)	43	2	0.42	+	4.72	0.0672	1.0	GO:0052652
positive regulation of interleukin-12 production (GO:0032735)	43	2	0.42	+	4.72	0.0672	1.0	GO:0032735
regulation of hippo signaling (GO:0035330)	43	2	0.42	+	4.72	0.0672	1.0	GO:0035330
positive regulation of immunoglobulin mediated immune response (GO:0002891)	43	2	0.42	+	4.72	0.0672	1.0	GO:0002891
positive regulation of B cell mediated immunity (GO:0002714)	43	2	0.42	+	4.72	0.0672	1.0	GO:0002714
actin filament bundle organization (GO:0061572)	65	3	0.64	+	4.68	0.0264	1.0	GO:0061572
positive regulation of mononuclear cell proliferation (GO:0032946)	152	7	1.5	+	4.67	0.000794	1.0	GO:0032946
regulation of type I interferon-mediated signaling pathway (GO:0060338)	44	2	0.43	+	4.61	0.0699	1.0	GO:0060338
T cell costimulation (GO:0031295)	44	2	0.43	+	4.61	0.0699	1.0	GO:0031295
cyclic nucleotide metabolic process (GO:0009187)	44	2	0.43	+	4.61	0.0699	1.0	GO:0009187
cytoplasmic microtubule organization (GO:0031122)	67	3	0.66	+	4.54	0.0286	1.0	GO:0031122
macrophage activation (GO:0042116)	67	3	0.66	+	4.54	0.0286	1.0	GO:0042116
regulation of neutrophil migration (GO:1902622)	45	2	0.44	+	4.51	0.0727	1.0	GO:1902622
regulation of DNA binding (GO:0051101)	45	2	0.44	+	4.51	0.0727	1.0	GO:0051101
lymphocyte costimulation (GO:0031294)	45	2	0.44	+	4.51	0.0727	1.0	GO:0031294
nucleoside diphosphate metabolic process (GO:0009132)	90	4	0.89	+	4.51	0.0121	1.0	GO:0009132
bone remodeling (GO:0046849)	46	2	0.45	+	4.41	0.0755	1.0	GO:0046849
epithelial cell apoptotic process (GO:1904019)	46	2	0.45	+	4.41	0.0755	1.0	GO:1904019
mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	47	2	0.46	+	4.31	0.0784	1.0	GO:0006120
phototransduction (GO:0007602)	47	2	0.46	+	4.31	0.0784	1.0	GO:0007602
lymphocyte proliferation (GO:0046651)	119	5	1.17	+	4.26	0.00655	1.0	GO:0046651
platelet aggregation (GO:0070527)	48	2	0.47	+	4.22	0.0813	1.0	GO:0070527
mRNA stabilization (GO:0048255)	73	3	0.72	+	4.17	0.0355	1.0	GO:0048255
purine ribonucleoside diphosphate metabolic process (GO:0009179)	73	3	0.72	+	4.17	0.0355	1.0	GO:0009179
purine nucleoside diphosphate metabolic process (GO:0009135)	73	3	0.72	+	4.17	0.0355	1.0	GO:0009135
CD4-positive, alpha-beta T cell differentiation involved in immune response (GO:0002294)	49	2	0.48	+	4.14	0.0842	1.0	GO:0002294
T-helper cell differentiation (GO:0042093)	49	2	0.48	+	4.14	0.0842	1.0	GO:0042093
mononuclear cell proliferation (GO:0032943)	123	5	1.21	+	4.12	0.00751	1.0	GO:0032943
positive regulation of chemokine production (GO:0032722)	74	3	0.73	+	4.11	0.0368	1.0	GO:0032722
alpha-beta T cell differentiation involved in immune response (GO:0002293)	50	2	0.49	+	4.06	0.0872	1.0	GO:0002293
alpha-beta T cell activation involved in immune response (GO:0002287)	50	2	0.49	+	4.06	0.0872	1.0	GO:0002287
glycolytic process (GO:0006096)	50	2	0.49	+	4.06	0.0872	1.0	GO:0006096
CD4-positive, alpha-beta T cell activation (GO:0035710)	75	3	0.74	+	4.06	0.038	1.0	GO:0035710
regulation of alcohol biosynthetic process (GO:1902930)	50	2	0.49	+	4.06	0.0872	1.0	GO:1902930
positive regulation of DNA recombination (GO:0045911)	76	3	0.75	+	4.00	0.0393	1.0	GO:0045911
platelet activation (GO:0030168)	102	4	1.01	+	3.98	0.0185	1.0	GO:0030168
negative regulation of osteoblast differentiation (GO:0045668)	52	2	0.51	+	3.90	0.0932	1.0	GO:0045668
mitotic spindle assembly (GO:0090307)	52	2	0.51	+	3.90	0.0932	1.0	GO:0090307
positive chemotaxis (GO:0050918)	52	2	0.51	+	3.90	0.0932	1.0	GO:0050918
retinol metabolic process (GO:0042572)	52	2	0.51	+	3.90	0.0932	1.0	GO:0042572
lipid storage (GO:0019915)	52	2	0.51	+	3.90	0.0932	1.0	GO:0019915
execution phase of apoptosis (GO:0097194)	52	2	0.51	+	3.90	0.0932	1.0	GO:0097194
positive regulation of T cell proliferation (GO:0042102)	105	4	1.04	+	3.86	0.0203	1.0	GO:0042102
positive regulation of type I interferon production (GO:0032481)	79	3	0.78	+	3.85	0.0433	1.0	GO:0032481
regulation of B cell activation (GO:0050864)	133	5	1.31	+	3.81	0.0103	1.0	GO:0050864
regulation of immunoglobulin production (GO:0002637)	80	3	0.79	+	3.80	0.0447	1.0	GO:0002637
cellular response to virus (GO:0098586)	81	3	0.8	+	3.75	0.0461	1.0	GO:0098586
ADP catabolic process (GO:0046032)	54	2	0.53	+	3.75	0.0993	1.0	GO:0046032
G1/S transition of mitotic cell cycle (GO:0000082)	82	3	0.81	+	3.71	0.0475	1.0	GO:0000082
pyridine nucleotide catabolic process (GO:0019364)	55	2	0.54	+	3.69	0.102	1.0	GO:0019364
intracellular pH reduction (GO:0051452)	55	2	0.54	+	3.69	0.102	1.0	GO:0051452
positive regulation of epithelial to mesenchymal transition (GO:0010718)	55	2	0.54	+	3.69	0.102	1.0	GO:0010718
T cell differentiation involved in immune response (GO:0002292)	56	2	0.55	+	3.62	0.106	1.0	GO:0002292
somatic diversification of immune receptors (GO:0002200)	56	2	0.55	+	3.62	0.106	1.0	GO:0002200
regulation of endothelial cell apoptotic process (GO:2000351)	56	2	0.55	+	3.62	0.106	1.0	GO:2000351
positive regulation of fibroblast proliferation (GO:0048146)	56	2	0.55	+	3.62	0.106	1.0	GO:0048146
cell cycle G1/S phase transition (GO:0044843)	84	3	0.83	+	3.62	0.0504	1.0	GO:0044843
RNA stabilization (GO:0043489)	84	3	0.83	+	3.62	0.0504	1.0	GO:0043489
regulation of viral life cycle (GO:1903900)	113	4	1.11	+	3.59	0.0257	1.0	GO:1903900
purine-containing compound catabolic process (GO:0072523)	113	4	1.11	+	3.59	0.0257	1.0	GO:0072523
endothelial cell migration (GO:0043542)	85	3	0.84	+	3.58	0.0519	1.0	GO:0043542
purine ribonucleotide catabolic process (GO:0009154)	85	3	0.84	+	3.58	0.0519	1.0	GO:0009154
leukocyte proliferation (GO:0070661)	142	5	1.4	+	3.57	0.0134	1.0	GO:0070661
protein acylation (GO:0043543)	57	2	0.56	+	3.56	0.109	1.0	GO:0043543
positive regulation of blood vessel endothelial cell migration (GO:0043536)	57	2	0.56	+	3.56	0.109	1.0	GO:0043536
nutrient storage (GO:0170062)	57	2	0.56	+	3.56	0.109	1.0	GO:0170062
purine ribonucleoside diphosphate catabolic process (GO:0009181)	57	2	0.56	+	3.56	0.109	1.0	GO:0009181
purine nucleoside diphosphate catabolic process (GO:0009137)	57	2	0.56	+	3.56	0.109	1.0	GO:0009137
negative regulation of mRNA catabolic process (GO:1902373)	86	3	0.85	+	3.54	0.0534	1.0	GO:1902373
regulation of DNA-templated transcription initiation (GO:2000142)	86	3	0.85	+	3.54	0.0534	1.0	GO:2000142
ribonucleoside diphosphate metabolic process (GO:0009185)	86	3	0.85	+	3.54	0.0534	1.0	GO:0009185
cellular response to light stimulus (GO:0071482)	115	4	1.13	+	3.53	0.0272	1.0	GO:0071482
non-proteinogenic amino acid metabolic process (GO:0170041)	58	2	0.57	+	3.50	0.112	1.0	GO:0170041
pyridine-containing compound catabolic process (GO:0072526)	58	2	0.57	+	3.50	0.112	1.0	GO:0072526
Fc receptor signaling pathway (GO:0038093)	59	2	0.58	+	3.44	0.115	1.0	GO:0038093
regulation of cholesterol transport (GO:0032374)	59	2	0.58	+	3.44	0.115	1.0	GO:0032374
regulation of sterol transport (GO:0032371)	59	2	0.58	+	3.44	0.115	1.0	GO:0032371
protein homooligomerization (GO:0051260)	209	7	2.06	+	3.40	0.0048	1.0	GO:0051260
biological process involved in intraspecies interaction between organisms (GO:0051703)	60	2	0.59	+	3.38	0.118	1.0	GO:0051703
social behavior (GO:0035176)	60	2	0.59	+	3.38	0.118	1.0	GO:0035176
ADP metabolic process (GO:0046031)	61	2	0.6	+	3.32	0.122	1.0	GO:0046031
CD4-positive, alpha-beta T cell differentiation (GO:0043367)	61	2	0.6	+	3.32	0.122	1.0	GO:0043367
multicellular organismal-level chemical homeostasis (GO:0140962)	92	3	0.91	+	3.31	0.0628	1.0	GO:0140962
regulation of interleukin-12 production (GO:0032655)	62	2	0.61	+	3.27	0.125	1.0	GO:0032655
response to fatty acid (GO:0070542)	62	2	0.61	+	3.27	0.125	1.0	GO:0070542
ribonucleoside diphosphate catabolic process (GO:0009191)	62	2	0.61	+	3.27	0.125	1.0	GO:0009191
nucleoside diphosphate catabolic process (GO:0009134)	62	2	0.61	+	3.27	0.125	1.0	GO:0009134
osteoclast differentiation (GO:0030316)	62	2	0.61	+	3.27	0.125	1.0	GO:0030316
regulation of immunoglobulin mediated immune response (GO:0002889)	62	2	0.61	+	3.27	0.125	1.0	GO:0002889
regulation of B cell mediated immunity (GO:0002712)	62	2	0.61	+	3.27	0.125	1.0	GO:0002712
ribonucleotide catabolic process (GO:0009261)	94	3	0.93	+	3.24	0.0661	1.0	GO:0009261
regulation of lipid localization (GO:1905952)	158	5	1.56	+	3.21	0.0204	1.0	GO:1905952
purine nucleotide catabolic process (GO:0006195)	95	3	0.94	+	3.20	0.0678	1.0	GO:0006195
regulation of chemokine production (GO:0032642)	96	3	0.95	+	3.17	0.0695	1.0	GO:0032642
positive regulation of cytokine-mediated signaling pathway (GO:0001961)	64	2	0.63	+	3.17	0.131	1.0	GO:0001961
proton motive force-driven mitochondrial ATP synthesis (GO:0042776)	64	2	0.63	+	3.17	0.131	1.0	GO:0042776
homotypic cell-cell adhesion (GO:0034109)	65	2	0.64	+	3.12	0.135	1.0	GO:0034109
regulation of lipid catabolic process (GO:0050994)	65	2	0.64	+	3.12	0.135	1.0	GO:0050994
positive regulation of epithelial cell differentiation (GO:0030858)	65	2	0.64	+	3.12	0.135	1.0	GO:0030858
lymphocyte migration (GO:0072676)	65	2	0.64	+	3.12	0.135	1.0	GO:0072676
negative regulation of RNA catabolic process (GO:1902369)	98	3	0.97	+	3.10	0.0729	1.0	GO:1902369
positive regulation of lipid biosynthetic process (GO:0046889)	98	3	0.97	+	3.10	0.0729	1.0	GO:0046889
regulation of vasoconstriction (GO:0019229)	66	2	0.65	+	3.07	0.138	1.0	GO:0019229
protein homotetramerization (GO:0051289)	66	2	0.65	+	3.07	0.138	1.0	GO:0051289
cholesterol homeostasis (GO:0042632)	100	3	0.99	+	3.04	0.0765	1.0	GO:0042632
regulation of lipid transport (GO:0032368)	134	4	1.32	+	3.03	0.0439	1.0	GO:0032368
mitotic spindle organization (GO:0007052)	101	3	1.0	+	3.01	0.0782	1.0	GO:0007052
positive regulation of cold-induced thermogenesis (GO:0120162)	101	3	1.0	+	3.01	0.0782	1.0	GO:0120162
sterol homeostasis (GO:0055092)	101	3	1.0	+	3.01	0.0782	1.0	GO:0055092
microtubule cytoskeleton organization involved in mitosis (GO:1902850)	135	4	1.33	+	3.00	0.0449	1.0	GO:1902850
regulation of multicellular organism growth (GO:0040014)	68	2	0.67	+	2.98	0.145	1.0	GO:0040014
neutrophil migration (GO:1990266)	69	2	0.68	+	2.94	0.148	1.0	GO:1990266
detection of light stimulus (GO:0009583)	69	2	0.68	+	2.94	0.148	1.0	GO:0009583
regulation of epithelial to mesenchymal transition (GO:0010717)	104	3	1.03	+	2.92	0.0837	1.0	GO:0010717
fat cell differentiation (GO:0045444)	139	4	1.37	+	2.92	0.049	1.0	GO:0045444
regulation of leukocyte proliferation (GO:0070663)	278	8	2.74	+	2.92	0.00651	1.0	GO:0070663
mRNA splicing, via spliceosome (GO:0000398)	244	7	2.41	+	2.91	0.0108	1.0	GO:0000398
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	244	7	2.41	+	2.91	0.0108	1.0	GO:0000377
transforming growth factor beta receptor signaling pathway (GO:0007179)	105	3	1.04	+	2.90	0.0856	1.0	GO:0007179
pyruvate metabolic process (GO:0006090)	70	2	0.69	+	2.90	0.152	1.0	GO:0006090
regulation of viral process (GO:0050792)	140	4	1.38	+	2.90	0.0501	1.0	GO:0050792
regulation of organic acid transport (GO:0032890)	71	2	0.7	+	2.86	0.155	1.0	GO:0032890
positive regulation of response to cytokine stimulus (GO:0060760)	71	2	0.7	+	2.86	0.155	1.0	GO:0060760
regulation of lymphocyte proliferation (GO:0050670)	249	7	2.46	+	2.85	0.012	1.0	GO:0050670
RNA splicing, via transesterification reactions (GO:0000375)	249	7	2.46	+	2.85	0.012	1.0	GO:0000375
nucleoside phosphate catabolic process (GO:1901292)	143	4	1.41	+	2.84	0.0534	1.0	GO:1901292
proton motive force-driven ATP synthesis (GO:0015986)	72	2	0.71	+	2.82	0.159	1.0	GO:0015986
positive regulation of canonical Wnt signaling pathway (GO:0090263)	108	3	1.07	+	2.82	0.0913	1.0	GO:0090263
regulation of mononuclear cell proliferation (GO:0032944)	253	7	2.5	+	2.80	0.013	1.0	GO:0032944
negative regulation of mRNA metabolic process (GO:1903312)	109	3	1.08	+	2.79	0.0932	1.0	GO:1903312
osteoblast differentiation (GO:0001649)	146	4	1.44	+	2.78	0.0568	1.0	GO:0001649
mitotic cell cycle phase transition (GO:0044772)	147	4	1.45	+	2.76	0.0579	1.0	GO:0044772
intracellular iron ion homeostasis (GO:0006879)	74	2	0.73	+	2.74	0.166	1.0	GO:0006879
regulation of systemic arterial blood pressure (GO:0003073)	112	3	1.1	+	2.72	0.0991	1.0	GO:0003073
cellular response to abiotic stimulus (GO:0071214)	336	9	3.31	+	2.72	0.00632	1.0	GO:0071214
cellular response to environmental stimulus (GO:0104004)	336	9	3.31	+	2.72	0.00632	1.0	GO:0104004
regulation of transcription initiation by RNA polymerase II (GO:0060260)	75	2	0.74	+	2.70	0.169	1.0	GO:0060260
positive regulation of DNA-templated transcription initiation (GO:2000144)	75	2	0.74	+	2.70	0.169	1.0	GO:2000144
positive regulation of lymphocyte activation (GO:0051251)	339	9	3.34	+	2.69	0.00668	1.0	GO:0051251
cellular response to mechanical stimulus (GO:0071260)	76	2	0.75	+	2.67	0.173	1.0	GO:0071260
disruption of cell in another organism (GO:0141061)	115	3	1.13	+	2.64	0.105	1.0	GO:0141061
killing of cells of another organism (GO:0031640)	115	3	1.13	+	2.64	0.105	1.0	GO:0031640
cellular response to external stimulus (GO:0071496)	78	2	0.77	+	2.60	0.18	1.0	GO:0071496
cellular response to oxygen levels (GO:0071453)	157	4	1.55	+	2.58	0.0702	1.0	GO:0071453
positive regulation of small molecule metabolic process (GO:0062013)	157	4	1.55	+	2.58	0.0702	1.0	GO:0062013
hemostasis (GO:0007599)	197	5	1.94	+	2.57	0.046	1.0	GO:0007599
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	79	2	0.78	+	2.57	0.183	1.0	GO:0008630
disruption of anatomical structure in another organism (GO:0141060)	119	3	1.17	+	2.56	0.113	1.0	GO:0141060
protein complex oligomerization (GO:0051259)	278	7	2.74	+	2.55	0.0207	1.0	GO:0051259
regulation of blood pressure (GO:0008217)	199	5	1.96	+	2.55	0.0476	1.0	GO:0008217
organophosphate catabolic process (GO:0046434)	199	5	1.96	+	2.55	0.0476	1.0	GO:0046434
response to vitamin (GO:0033273)	80	2	0.79	+	2.53	0.187	1.0	GO:0033273
cell cycle phase transition (GO:0044770)	160	4	1.58	+	2.53	0.0741	1.0	GO:0044770
positive regulation of pattern recognition receptor signaling pathway (GO:0062208)	80	2	0.79	+	2.53	0.187	1.0	GO:0062208
alpha-beta T cell activation (GO:0046631)	120	3	1.18	+	2.53	0.116	1.0	GO:0046631
isoprenoid metabolic process (GO:0006720)	121	3	1.19	+	2.51	0.118	1.0	GO:0006720
nucleotide catabolic process (GO:0009166)	121	3	1.19	+	2.51	0.118	1.0	GO:0009166
intracellular calcium ion homeostasis (GO:0006874)	202	5	1.99	+	2.51	0.0502	1.0	GO:0006874
regulation of viral genome replication (GO:0045069)	81	2	0.8	+	2.50	0.19	1.0	GO:0045069
myotube differentiation (GO:0014902)	81	2	0.8	+	2.50	0.19	1.0	GO:0014902
positive regulation of carbohydrate metabolic process (GO:0045913)	81	2	0.8	+	2.50	0.19	1.0	GO:0045913
mononuclear cell migration (GO:0071674)	122	3	1.2	+	2.49	0.12	1.0	GO:0071674
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	122	3	1.2	+	2.49	0.12	1.0	GO:0061844
myeloid leukocyte activation (GO:0002274)	163	4	1.61	+	2.49	0.0782	1.0	GO:0002274
positive regulation of smooth muscle cell proliferation (GO:0048661)	82	2	0.81	+	2.47	0.194	1.0	GO:0048661
regulation of leukocyte chemotaxis (GO:0002688)	123	3	1.21	+	2.47	0.122	1.0	GO:0002688
positive regulation of leukocyte activation (GO:0002696)	372	9	3.67	+	2.45	0.0118	1.0	GO:0002696
alpha-beta T cell differentiation (GO:0046632)	83	2	0.82	+	2.44	0.197	1.0	GO:0046632
regulation of DNA biosynthetic process (GO:2000278)	84	2	0.83	+	2.41	0.201	1.0	GO:2000278
antimicrobial humoral response (GO:0019730)	168	4	1.66	+	2.41	0.0851	1.0	GO:0019730
purine ribonucleotide metabolic process (GO:0009150)	297	7	2.93	+	2.39	0.0283	1.0	GO:0009150
RNA splicing (GO:0008380)	382	9	3.77	+	2.39	0.0139	1.0	GO:0008380
ATP biosynthetic process (GO:0006754)	85	2	0.84	+	2.39	0.205	1.0	GO:0006754
regulation of CD4-positive, alpha-beta T cell activation (GO:2000514)	85	2	0.84	+	2.39	0.205	1.0	GO:2000514
regulation of interleukin-8 production (GO:0032677)	85	2	0.84	+	2.39	0.205	1.0	GO:0032677
positive regulation of exocytosis (GO:0045921)	85	2	0.84	+	2.39	0.205	1.0	GO:0045921
hormone metabolic process (GO:0042445)	213	5	2.1	+	2.38	0.0603	1.0	GO:0042445
carbohydrate catabolic process (GO:0016052)	129	3	1.27	+	2.36	0.135	1.0	GO:0016052
ATP metabolic process (GO:0046034)	172	4	1.7	+	2.36	0.0909	1.0	GO:0046034
negative regulation of cytokine-mediated signaling pathway (GO:0001960)	86	2	0.85	+	2.36	0.208	1.0	GO:0001960
positive regulation of cell activation (GO:0050867)	391	9	3.86	+	2.33	0.0159	1.0	GO:0050867
aerobic electron transport chain (GO:0019646)	87	2	0.86	+	2.33	0.212	1.0	GO:0019646
intracellular monoatomic cation homeostasis (GO:0030003)	436	10	4.3	+	2.33	0.0116	1.0	GO:0030003
regulation of cytokine-mediated signaling pathway (GO:0001959)	175	4	1.73	+	2.32	0.0953	1.0	GO:0001959
cellular response to radiation (GO:0071478)	176	4	1.74	+	2.30	0.0969	1.0	GO:0071478
retinoid metabolic process (GO:0001523)	88	2	0.87	+	2.30	0.215	1.0	GO:0001523
regulation of type I interferon production (GO:0032479)	132	3	1.3	+	2.30	0.142	1.0	GO:0032479
cellular response to hypoxia (GO:0071456)	133	3	1.31	+	2.29	0.144	1.0	GO:0071456
intracellular monoatomic ion homeostasis (GO:0006873)	445	10	4.39	+	2.28	0.0132	1.0	GO:0006873
cytoplasmic translation (GO:0002181)	134	3	1.32	+	2.27	0.147	1.0	GO:0002181
negative regulation of response to cytokine stimulus (GO:0060761)	90	2	0.89	+	2.25	0.223	1.0	GO:0060761
regulation of smooth muscle cell proliferation (GO:0048660)	136	3	1.34	+	2.24	0.151	1.0	GO:0048660
pyridine-containing compound metabolic process (GO:0072524)	136	3	1.34	+	2.24	0.151	1.0	GO:0072524
membraneless organelle assembly (GO:0140694)	363	8	3.58	+	2.23	0.028	1.0	GO:0140694
phospholipid metabolic process (GO:0006644)	363	8	3.58	+	2.23	0.028	1.0	GO:0006644
humoral immune response (GO:0006959)	273	6	2.69	+	2.23	0.054	1.0	GO:0006959
fatty acid derivative metabolic process (GO:1901568)	91	2	0.9	+	2.23	0.226	1.0	GO:1901568
mitochondrial ATP synthesis coupled electron transport (GO:0042775)	91	2	0.9	+	2.23	0.226	1.0	GO:0042775
ATP synthesis coupled electron transport (GO:0042773)	91	2	0.9	+	2.23	0.226	1.0	GO:0042773
cellular response to UV (GO:0034644)	91	2	0.9	+	2.23	0.226	1.0	GO:0034644
