Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
Schwann cell development (GO:0014044)	43	2	0.43	+	4.69	0.0678	1.0	GO:0014044
positive regulation of binding (GO:0051099)	43	2	0.43	+	4.69	0.0678	1.0	GO:0051099
positive regulation of double-strand break repair via homologous recombination (GO:1905168)	43	2	0.43	+	4.69	0.0678	1.0	GO:1905168
aromatic amino acid metabolic process (GO:0009072)	43	2	0.43	+	4.69	0.0678	1.0	GO:0009072
negative regulation of cation transmembrane transport (GO:1904063)	65	3	0.64	+	4.66	0.0268	1.0	GO:1904063
regulation of oligodendrocyte differentiation (GO:0048713)	44	2	0.44	+	4.59	0.0705	1.0	GO:0048713
cytochrome complex assembly (GO:0017004)	44	2	0.44	+	4.59	0.0705	1.0	GO:0017004
cellular detoxification (GO:1990748)	112	5	1.11	+	4.50	0.00519	1.0	GO:1990748
ligand-gated ion channel signaling pathway (GO:1990806)	45	2	0.45	+	4.48	0.0733	1.0	GO:1990806
extracellular matrix disassembly (GO:0022617)	45	2	0.45	+	4.48	0.0733	1.0	GO:0022617
regulation of Rho protein signal transduction (GO:0035023)	90	4	0.89	+	4.48	0.0123	1.0	GO:0035023
TOR signaling (GO:0031929)	46	2	0.46	+	4.39	0.0762	1.0	GO:0031929
regulation of postsynapse assembly (GO:0150052)	46	2	0.46	+	4.39	0.0762	1.0	GO:0150052
coronary vasculature development (GO:0060976)	46	2	0.46	+	4.39	0.0762	1.0	GO:0060976
endosome to lysosome transport (GO:0008333)	69	3	0.68	+	4.39	0.0312	1.0	GO:0008333
cardiac conduction (GO:0061337)	69	3	0.68	+	4.39	0.0312	1.0	GO:0061337
negative regulation of monoatomic ion transmembrane transport (GO:0034766)	70	3	0.69	+	4.32	0.0324	1.0	GO:0034766
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	70	3	0.69	+	4.32	0.0324	1.0	GO:0042058
endodermal cell differentiation (GO:0035987)	47	2	0.47	+	4.29	0.0791	1.0	GO:0035987
response to exogenous dsRNA (GO:0043330)	47	2	0.47	+	4.29	0.0791	1.0	GO:0043330
cardiac muscle cell action potential involved in contraction (GO:0086002)	47	2	0.47	+	4.29	0.0791	1.0	GO:0086002
tissue remodeling (GO:0048771)	119	5	1.18	+	4.24	0.00669	1.0	GO:0048771
Schwann cell differentiation (GO:0014037)	48	2	0.48	+	4.20	0.082	1.0	GO:0014037
phospholipid catabolic process (GO:0009395)	48	2	0.48	+	4.20	0.082	1.0	GO:0009395
synaptic transmission, glutamatergic (GO:0035249)	48	2	0.48	+	4.20	0.082	1.0	GO:0035249
protein localization to lysosome (GO:0061462)	48	2	0.48	+	4.20	0.082	1.0	GO:0061462
glial cell migration (GO:0008347)	48	2	0.48	+	4.20	0.082	1.0	GO:0008347
ribosomal large subunit biogenesis (GO:0042273)	72	3	0.71	+	4.20	0.0348	1.0	GO:0042273
canonical NF-kappaB signal transduction (GO:0007249)	49	2	0.49	+	4.12	0.0849	1.0	GO:0007249
positive regulation of double-strand break repair (GO:2000781)	98	4	0.97	+	4.12	0.0164	1.0	GO:2000781
positive regulation of mononuclear cell migration (GO:0071677)	98	4	0.97	+	4.12	0.0164	1.0	GO:0071677
regulation of Ras protein signal transduction (GO:0046578)	49	2	0.49	+	4.12	0.0849	1.0	GO:0046578
macromolecule methylation (GO:0043414)	123	5	1.22	+	4.10	0.00767	1.0	GO:0043414
negative regulation of blood pressure (GO:0045776)	50	2	0.5	+	4.04	0.0879	1.0	GO:0045776
cerebral cortex cell migration (GO:0021795)	50	2	0.5	+	4.04	0.0879	1.0	GO:0021795
type I interferon-mediated signaling pathway (GO:0060337)	50	2	0.5	+	4.04	0.0879	1.0	GO:0060337
cell surface receptor signaling pathway via STAT (GO:0097696)	75	3	0.74	+	4.04	0.0385	1.0	GO:0097696
secondary metabolic process (GO:0019748)	50	2	0.5	+	4.04	0.0879	1.0	GO:0019748
regulation of membrane depolarization (GO:0003254)	50	2	0.5	+	4.04	0.0879	1.0	GO:0003254
cellular response to toxic substance (GO:0097237)	126	5	1.25	+	4.00	0.00846	1.0	GO:0097237
cellular response to mechanical stimulus (GO:0071260)	76	3	0.75	+	3.98	0.0398	1.0	GO:0071260
regulation of ERBB signaling pathway (GO:1901184)	76	3	0.75	+	3.98	0.0398	1.0	GO:1901184
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	76	3	0.75	+	3.98	0.0398	1.0	GO:0050730
glutamate receptor signaling pathway (GO:0007215)	51	2	0.51	+	3.96	0.0909	1.0	GO:0007215
cellular response to type I interferon (GO:0071357)	51	2	0.51	+	3.96	0.0909	1.0	GO:0071357
cellular response to nerve growth factor stimulus (GO:1990090)	51	2	0.51	+	3.96	0.0909	1.0	GO:1990090
response to amyloid-beta (GO:1904645)	51	2	0.51	+	3.96	0.0909	1.0	GO:1904645
ephrin receptor signaling pathway (GO:0048013)	51	2	0.51	+	3.96	0.0909	1.0	GO:0048013
negative regulation of TORC1 signaling (GO:1904262)	51	2	0.51	+	3.96	0.0909	1.0	GO:1904262
icosanoid biosynthetic process (GO:0046456)	51	2	0.51	+	3.96	0.0909	1.0	GO:0046456
negative regulation of transmembrane transport (GO:0034763)	103	4	1.02	+	3.92	0.0194	1.0	GO:0034763
positive chemotaxis (GO:0050918)	52	2	0.52	+	3.88	0.094	1.0	GO:0050918
establishment of protein localization to plasma membrane (GO:0061951)	52	2	0.52	+	3.88	0.094	1.0	GO:0061951
cellular response to external stimulus (GO:0071496)	78	3	0.77	+	3.88	0.0425	1.0	GO:0071496
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	79	3	0.78	+	3.83	0.0438	1.0	GO:0051092
regulation of neuron migration (GO:2001222)	53	2	0.53	+	3.81	0.0971	1.0	GO:2001222
face development (GO:0060324)	54	2	0.54	+	3.74	0.1	1.0	GO:0060324
lysosome organization (GO:0007040)	108	4	1.07	+	3.74	0.0226	1.0	GO:0007040
morphogenesis of an epithelial sheet (GO:0002011)	54	2	0.54	+	3.74	0.1	1.0	GO:0002011
response to nerve growth factor (GO:1990089)	54	2	0.54	+	3.74	0.1	1.0	GO:1990089
lytic vacuole organization (GO:0080171)	108	4	1.07	+	3.74	0.0226	1.0	GO:0080171
regulation of heart rate (GO:0002027)	109	4	1.08	+	3.70	0.0233	1.0	GO:0002027
cellular oxidant detoxification (GO:0098869)	82	3	0.81	+	3.69	0.0481	1.0	GO:0098869
lung morphogenesis (GO:0060425)	55	2	0.55	+	3.67	0.103	1.0	GO:0060425
cardiac muscle cell contraction (GO:0086003)	55	2	0.55	+	3.67	0.103	1.0	GO:0086003
RNA methylation (GO:0001510)	83	3	0.82	+	3.65	0.0495	1.0	GO:0001510
regulation of axon extension (GO:0030516)	83	3	0.82	+	3.65	0.0495	1.0	GO:0030516
endoderm formation (GO:0001706)	56	2	0.56	+	3.60	0.106	1.0	GO:0001706
endoderm development (GO:0007492)	85	3	0.84	+	3.56	0.0525	1.0	GO:0007492
cellular response to amino acid stimulus (GO:0071230)	85	3	0.84	+	3.56	0.0525	1.0	GO:0071230
protein O-linked glycosylation via xylose (GO:0180064)	57	2	0.57	+	3.54	0.11	1.0	GO:0180064
ovarian follicle development (GO:0001541)	57	2	0.57	+	3.54	0.11	1.0	GO:0001541
vasodilation (GO:0042311)	57	2	0.57	+	3.54	0.11	1.0	GO:0042311
positive regulation of DNA repair (GO:0045739)	143	5	1.42	+	3.53	0.0141	1.0	GO:0045739
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	58	2	0.57	+	3.48	0.113	1.0	GO:0045744
tumor necrosis factor-mediated signaling pathway (GO:0033209)	58	2	0.57	+	3.48	0.113	1.0	GO:0033209
cardiac muscle cell action potential (GO:0086001)	58	2	0.57	+	3.48	0.113	1.0	GO:0086001
positive regulation of protein localization to membrane (GO:1905477)	87	3	0.86	+	3.48	0.0555	1.0	GO:1905477
long-term synaptic potentiation (GO:0060291)	59	2	0.58	+	3.42	0.116	1.0	GO:0060291
maternal process involved in female pregnancy (GO:0060135)	59	2	0.58	+	3.42	0.116	1.0	GO:0060135
maintenance of protein location in cell (GO:0032507)	59	2	0.58	+	3.42	0.116	1.0	GO:0032507
regulation of cholesterol transport (GO:0032374)	59	2	0.58	+	3.42	0.116	1.0	GO:0032374
regulation of sterol transport (GO:0032371)	59	2	0.58	+	3.42	0.116	1.0	GO:0032371
response to type I interferon (GO:0034340)	59	2	0.58	+	3.42	0.116	1.0	GO:0034340
detoxification (GO:0098754)	149	5	1.48	+	3.39	0.0165	1.0	GO:0098754
arachidonate metabolic process (GO:0019369)	60	2	0.59	+	3.36	0.119	1.0	GO:0019369
negative regulation of proteasomal protein catabolic process (GO:1901799)	60	2	0.59	+	3.36	0.119	1.0	GO:1901799
cellular response to UV (GO:0034644)	91	3	0.9	+	3.33	0.0619	1.0	GO:0034644
membrane assembly (GO:0071709)	61	2	0.6	+	3.31	0.123	1.0	GO:0071709
regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	61	2	0.6	+	3.31	0.123	1.0	GO:1904705
tRNA modification (GO:0006400)	93	3	0.92	+	3.25	0.0652	1.0	GO:0006400
cellular response to acid chemical (GO:0071229)	93	3	0.92	+	3.25	0.0652	1.0	GO:0071229
feeding behavior (GO:0007631)	93	3	0.92	+	3.25	0.0652	1.0	GO:0007631
endochondral bone morphogenesis (GO:0060350)	62	2	0.61	+	3.25	0.126	1.0	GO:0060350
granulocyte migration (GO:0097530)	94	3	0.93	+	3.22	0.0669	1.0	GO:0097530
limb morphogenesis (GO:0035108)	157	5	1.56	+	3.21	0.0203	1.0	GO:0035108
appendage morphogenesis (GO:0035107)	157	5	1.56	+	3.21	0.0203	1.0	GO:0035107
telencephalon cell migration (GO:0022029)	63	2	0.62	+	3.20	0.129	1.0	GO:0022029
regulation of small GTPase mediated signal transduction (GO:0051056)	315	10	3.12	+	3.20	0.00124	1.0	GO:0051056
regulation of dendrite morphogenesis (GO:0048814)	64	2	0.63	+	3.15	0.133	1.0	GO:0048814
response to estrogen (GO:0043627)	64	2	0.63	+	3.15	0.133	1.0	GO:0043627
aorta development (GO:0035904)	64	2	0.63	+	3.15	0.133	1.0	GO:0035904
proton motive force-driven mitochondrial ATP synthesis (GO:0042776)	64	2	0.63	+	3.15	0.133	1.0	GO:0042776
protein localization to synapse (GO:0035418)	64	2	0.63	+	3.15	0.133	1.0	GO:0035418
positive regulation of protein localization to plasma membrane (GO:1903078)	65	2	0.64	+	3.10	0.136	1.0	GO:1903078
positive regulation of gliogenesis (GO:0014015)	65	2	0.64	+	3.10	0.136	1.0	GO:0014015
embryonic limb morphogenesis (GO:0030326)	130	4	1.29	+	3.10	0.0406	1.0	GO:0030326
embryonic appendage morphogenesis (GO:0035113)	130	4	1.29	+	3.10	0.0406	1.0	GO:0035113
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	98	3	0.97	+	3.09	0.0738	1.0	GO:2001237
negative regulation of monoatomic ion transport (GO:0043271)	98	3	0.97	+	3.09	0.0738	1.0	GO:0043271
regulation of vasoconstriction (GO:0019229)	66	2	0.65	+	3.06	0.139	1.0	GO:0019229
maintenance of protein location (GO:0045185)	66	2	0.65	+	3.06	0.139	1.0	GO:0045185
mitochondrial respiratory chain complex assembly (GO:0033108)	99	3	0.98	+	3.06	0.0755	1.0	GO:0033108
dendrite morphogenesis (GO:0048813)	66	2	0.65	+	3.06	0.139	1.0	GO:0048813
positive regulation of non-canonical NF-kappaB signal transduction (GO:1901224)	66	2	0.65	+	3.06	0.139	1.0	GO:1901224
ribosome assembly (GO:0042255)	66	2	0.65	+	3.06	0.139	1.0	GO:0042255
polyol metabolic process (GO:0019751)	99	3	0.98	+	3.06	0.0755	1.0	GO:0019751
forebrain cell migration (GO:0021885)	66	2	0.65	+	3.06	0.139	1.0	GO:0021885
negative regulation of MAPK cascade (GO:0043409)	166	5	1.65	+	3.04	0.025	1.0	GO:0043409
myeloid leukocyte migration (GO:0097529)	133	4	1.32	+	3.03	0.0435	1.0	GO:0097529
regulation of dendrite development (GO:0050773)	100	3	0.99	+	3.03	0.0773	1.0	GO:0050773
regulation of extent of cell growth (GO:0061387)	100	3	0.99	+	3.03	0.0773	1.0	GO:0061387
regulation of TORC1 signaling (GO:1903432)	100	3	0.99	+	3.03	0.0773	1.0	GO:1903432
interferon-mediated signaling pathway (GO:0140888)	67	2	0.66	+	3.01	0.143	1.0	GO:0140888
cytoplasmic microtubule organization (GO:0031122)	67	2	0.66	+	3.01	0.143	1.0	GO:0031122
negative regulation of endocytosis (GO:0045806)	67	2	0.66	+	3.01	0.143	1.0	GO:0045806
bone morphogenesis (GO:0060349)	101	3	1.0	+	3.00	0.0791	1.0	GO:0060349
response to interleukin-1 (GO:0070555)	101	3	1.0	+	3.00	0.0791	1.0	GO:0070555
positive regulation of insulin secretion (GO:0032024)	101	3	1.0	+	3.00	0.0791	1.0	GO:0032024
sensory perception of pain (GO:0019233)	68	2	0.67	+	2.97	0.146	1.0	GO:0019233
receptor internalization (GO:0031623)	68	2	0.67	+	2.97	0.146	1.0	GO:0031623
pigment metabolic process (GO:0042440)	68	2	0.67	+	2.97	0.146	1.0	GO:0042440
natural killer cell activation (GO:0030101)	68	2	0.67	+	2.97	0.146	1.0	GO:0030101
vacuole organization (GO:0007033)	206	6	2.04	+	2.94	0.017	1.0	GO:0007033
collagen metabolic process (GO:0032963)	69	2	0.68	+	2.92	0.15	1.0	GO:0032963
membrane biogenesis (GO:0044091)	69	2	0.68	+	2.92	0.15	1.0	GO:0044091
vesicle fusion (GO:0006906)	104	3	1.03	+	2.91	0.0847	1.0	GO:0006906
organelle fusion (GO:0048284)	139	4	1.38	+	2.90	0.0498	1.0	GO:0048284
negative regulation of hormone secretion (GO:0046888)	70	2	0.69	+	2.88	0.153	1.0	GO:0046888
regulation of organic acid transport (GO:0032890)	71	2	0.7	+	2.84	0.156	1.0	GO:0032890
female pregnancy (GO:0007565)	178	5	1.76	+	2.83	0.0325	1.0	GO:0007565
ameboidal-type cell migration (GO:0001667)	143	4	1.42	+	2.82	0.0542	1.0	GO:0001667
proton motive force-driven ATP synthesis (GO:0015986)	72	2	0.71	+	2.80	0.16	1.0	GO:0015986
gland morphogenesis (GO:0022612)	108	3	1.07	+	2.80	0.0923	1.0	GO:0022612
positive regulation of protein phosphorylation (GO:0001934)	217	6	2.15	+	2.79	0.0214	1.0	GO:0001934
regulation of cell size (GO:0008361)	181	5	1.79	+	2.79	0.0345	1.0	GO:0008361
regulation of mononuclear cell migration (GO:0071675)	145	4	1.44	+	2.78	0.0565	1.0	GO:0071675
organelle membrane fusion (GO:0090174)	109	3	1.08	+	2.78	0.0943	1.0	GO:0090174
regulation of glial cell differentiation (GO:0045685)	73	2	0.72	+	2.76	0.163	1.0	GO:0045685
acute inflammatory response (GO:0002526)	73	2	0.72	+	2.76	0.163	1.0	GO:0002526
positive regulation of telomere maintenance (GO:0032206)	73	2	0.72	+	2.76	0.163	1.0	GO:0032206
regulation of postsynaptic membrane potential (GO:0060078)	110	3	1.09	+	2.75	0.0963	1.0	GO:0060078
regulation of double-strand break repair (GO:2000779)	147	4	1.46	+	2.75	0.0588	1.0	GO:2000779
leukocyte chemotaxis (GO:0030595)	147	4	1.46	+	2.75	0.0588	1.0	GO:0030595
protein-containing complex localization (GO:0031503)	74	2	0.73	+	2.73	0.167	1.0	GO:0031503
negative regulation of transport (GO:0051051)	409	11	4.05	+	2.71	0.00266	1.0	GO:0051051
regulation of systemic arterial blood pressure (GO:0003073)	112	3	1.11	+	2.70	0.1	1.0	GO:0003073
positive regulation of DNA-binding transcription factor activity (GO:0051091)	112	3	1.11	+	2.70	0.1	1.0	GO:0051091
MAPK cascade (GO:0000165)	224	6	2.22	+	2.70	0.0245	1.0	GO:0000165
potassium ion transport (GO:0006813)	187	5	1.85	+	2.70	0.0388	1.0	GO:0006813
neuron migration (GO:0001764)	150	4	1.49	+	2.69	0.0624	1.0	GO:0001764
negative regulation of TOR signaling (GO:0032007)	75	2	0.74	+	2.69	0.17	1.0	GO:0032007
regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)	75	2	0.74	+	2.69	0.17	1.0	GO:0099072
neuropeptide signaling pathway (GO:0007218)	113	3	1.12	+	2.68	0.102	1.0	GO:0007218
negative regulation of proteolysis involved in protein catabolic process (GO:1903051)	76	2	0.75	+	2.65	0.174	1.0	GO:1903051
cellular response to interleukin-1 (GO:0071347)	76	2	0.75	+	2.65	0.174	1.0	GO:0071347
neural precursor cell proliferation (GO:0061351)	114	3	1.13	+	2.65	0.104	1.0	GO:0061351
positive regulation of DNA recombination (GO:0045911)	76	2	0.75	+	2.65	0.174	1.0	GO:0045911
protein localization to vacuole (GO:0072665)	76	2	0.75	+	2.65	0.174	1.0	GO:0072665
positive regulation of leukocyte migration (GO:0002687)	153	4	1.52	+	2.64	0.0661	1.0	GO:0002687
cellular response to light stimulus (GO:0071482)	115	3	1.14	+	2.63	0.106	1.0	GO:0071482
maintenance of location in cell (GO:0051651)	77	2	0.76	+	2.62	0.177	1.0	GO:0051651
positive regulation of protein localization to cell periphery (GO:1904377)	77	2	0.76	+	2.62	0.177	1.0	GO:1904377
T cell proliferation (GO:0042098)	77	2	0.76	+	2.62	0.177	1.0	GO:0042098
icosanoid metabolic process (GO:0006690)	117	3	1.16	+	2.59	0.111	1.0	GO:0006690
granulocyte chemotaxis (GO:0071621)	78	2	0.77	+	2.59	0.181	1.0	GO:0071621
cytoskeleton-dependent cytokinesis (GO:0061640)	117	3	1.16	+	2.59	0.111	1.0	GO:0061640
proteoglycan biosynthetic process (GO:0030166)	78	2	0.77	+	2.59	0.181	1.0	GO:0030166
limb development (GO:0060173)	196	5	1.94	+	2.57	0.0459	1.0	GO:0060173
appendage development (GO:0048736)	196	5	1.94	+	2.57	0.0459	1.0	GO:0048736
long-chain fatty acid metabolic process (GO:0001676)	118	3	1.17	+	2.56	0.113	1.0	GO:0001676
chemical synaptic transmission, postsynaptic (GO:0099565)	79	2	0.78	+	2.55	0.185	1.0	GO:0099565
