"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
6.30522010079749e-11,61,825,2.85041551246537,"GO:1903047 mitotic cell cycle process "," http://amigo.geneontology.org/amigo/term/GO:1903047"," ANLN  MCM2  NDC80  AURKA  TPX2  KIF4A  CDC45  CDC6  GINS1  MCM4  NCAPG  TTK  ECT2  CENPF  NCAPH  ZWINT  DLGAP5  CCNB1  CDCA8  NUSAP1  KIF23  KIF11  CEP55  NUF2  CCNA2  CDCA5  MKI67  BUB1B  CCNB2  MAD2L1  PTTG1  BUB1  CDK1  UBE2C  AURKB  PRC1  BIRC5  ID2  CDC20  FHL1  RGCC  FOXM1  HYAL1  CENPE  CHEK1  RRM2  EZH2  KIF20A  NEK2  ID4  CAV2  TRIP13  SPAG5  CENPA  SPTBN1  KIF14  KIF2C  FAM107A  GTSE1  CDKN3  MELK"
9.54943745339739e-11,24,133,6.52987837123215,"GO:0051983 regulation of chromosome segregation "," http://amigo.geneontology.org/amigo/term/GO:0051983"," TTK  MKI67  BUB1B  MAD2L1  PTTG1  BUB1  UBE2C  RMI2  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  CDC6  ZWINT  NCAPG  NCAPH  TRIP13  CCNB1  CENPE  KIF2C  CENPF  DLGAP5"
6.99312149922854e-10,38,395,3.79299641090309,"GO:0007059 chromosome segregation "," http://amigo.geneontology.org/amigo/term/GO:0007059"," NDC80  OIP5  NCAPG  TTK  NEK2  CENPF  NCAPH  ZWINT  DLGAP5  TOP2A  CCNB1  CDCA8  NUSAP1  KIF23  NUF2  CDCA5  MKI67  BUB1B  MAD2L1  PTTG1  BUB1  UBE2C  RMI2  PRC1  BIRC5  CDC20  AURKB  CDC6  CENPE  TRIP13  SPAG5  KIF2C  CENPN  KIF4A  FAM83D  ECT2  KIF14  HJURP"
9.29950114574595e-10,76,1237,2.34375280966224,"GO:0048646 anatomical structure formation involved in morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048646"," TIE1  COL12A1  TEK  PTPRB  ANGPT1  PGM5  SCGB3A1  SOX17  THBS2  ECSCR  IL6  RGCC  HYAL1  COL5A1  FGFBP1  SULF1  ANXA3  GATA6  PROK2  COL4A3  SOX7  NDNF  SOX2  COL5A2  EMP2  ALOX5  TP63  CAPN3  FOXF1  CAV1  TSPAN12  COBL  SLC1A1  COL1A1  FOLR1  PERP  IFT57  SPTBN1  TCF21  SIX1  RHOJ  CD36  NKX2-1  ANK2  ROBO4  KIF26B  CTHRC1  TMEM100  WDR72  GREM1  CX3CR1  COL3A1  ATOH8  UGT8  CXCR2  CCBE1  COL11A1  ITGA8  TFAP2A  EMCN  AGTR1  JUP  CDH5  ADTRP  LEPR  KLF2  ADAM12  HMGA2  AQP1  CFLAR  FOXA2  RBP4  JAM2  DLC1  S100A7  CXCL13"
1.19570202619771e-09,34,333,4.08214223207514,"GO:0098813 nuclear chromosome segregation "," http://amigo.geneontology.org/amigo/term/GO:0098813"," NDC80  NCAPG  TTK  CENPF  NCAPH  ZWINT  TOP2A  CCNB1  CDCA8  NUSAP1  KIF23  NUF2  CDCA5  BUB1B  MAD2L1  PTTG1  BUB1  UBE2C  RMI2  PRC1  BIRC5  CDC20  AURKB  CENPE  TRIP13  SPAG5  NEK2  KIF4A  CDC6  FAM83D  ECT2  KIF14  KIF2C  DLGAP5"
1.34713402528208e-09,22,121,6.34384195039933,"GO:0007088 regulation of mitotic nuclear division "," http://amigo.geneontology.org/amigo/term/GO:0007088"," TTK  MKI67  BUB1B  MAD2L1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  NUSAP1  CHEK1  CAV2  TRIP13  RGCC  CCNB1  CENPF  DLGAP5  AURKA  NEK2"
1.61759234686483e-09,55,781,2.79033649698016,"GO:0010564 regulation of cell cycle process "," http://amigo.geneontology.org/amigo/term/GO:0010564"," TRIP13  AURKA  CDC6  FAM83D  TTK  CENPF  CDCA5  MKI67  BUB1B  MAD2L1  PTTG1  BUB1  CDK1  UBE2C  RMI2  AURKB  NDC80  BIRC5  CDC20  CDCA8  NUF2  FHL1  SUSD2  RGCC  RAD51AP1  KIF20A  ECT2  HYAL1  ZWINT  CCNB1  NUSAP1  CHEK1  HMGA2  RRM2  SOX2  PRC1  SPAG5  TPX2  EZH2  NCAPG  NCAPH  DACH1  CAV2  TP63  ID2  NEK2  KIF14  KIF23  KIF11  CENPE  FAM107A  GTSE1  DLGAP5  ANLN  CDC45"
1.61759234686483e-09,21,112,6.62141872223073,"GO:1905818 regulation of chromosome separation "," http://amigo.geneontology.org/amigo/term/GO:1905818"," TTK  BUB1B  MAD2L1  PTTG1  BUB1  UBE2C  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  NCAPG  NCAPH  TRIP13  CDC6  CCNB1  CENPE  CENPF  DLGAP5"
1.63473552654443e-09,15,52,10.327868852459,"GO:0033046 negative regulation of sister chromatid segregation "," http://amigo.geneontology.org/amigo/term/GO:0033046"," TTK  BUB1B  MAD2L1  PTTG1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CCNB1  CENPF"
1.63473552654443e-09,15,52,10.327868852459,"GO:0033048 negative regulation of mitotic sister chromatid segregation "," http://amigo.geneontology.org/amigo/term/GO:0033048"," TTK  BUB1B  MAD2L1  PTTG1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CCNB1  CENPF"
1.63473552654443e-09,15,52,10.327868852459,"GO:2000816 negative regulation of mitotic sister chromatid separation "," http://amigo.geneontology.org/amigo/term/GO:2000816"," TTK  BUB1B  MAD2L1  PTTG1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CCNB1  CENPF"
2.55635325980578e-09,51,689,2.88211549551034,"GO:0051301 cell division "," http://amigo.geneontology.org/amigo/term/GO:0051301"," ANLN  AURKA  ECT2  NUSAP1  CEP55  AURKB  BIRC5  CDCA8  SUSD2  KIF20A  PRC1  ASPM  TP63  SPAG5  NDC80  TPX2  CDC6  FAM83D  OIP5  NCAPG  ZBTB16  CDCA3  CENPA  CDC20  NEK2  CENPF  KIF14  HELLS  NCAPH  ZWINT  TOP2A  CCNB1  KIF23  KIF11  CENPE  KIF2C  NUF2  CCNA2  CDCA5  HMGA2  BUB1B  CCNB2  PPBP  MAD2L1  PTTG1  SOX17  BUB1  CDK1  UBE2C  KIF4A  SPTBN1"
2.6502956487343e-09,88,1602,2.10561562608999,"GO:0016477 cell migration "," http://amigo.geneontology.org/amigo/term/GO:0016477"," SELE  NTN4  CXCL2  TEK  TREM1  RHOJ  JAM2  CXCL13  CXCL3  PPBP  CX3CR1  CXCR2  S100A2  CCL14  IL6  FERMT1  FAM83D  RGCC  COL1A1  HYAL1  GLIPR2  LYVE1  NKX2-1  FGFBP1  ANXA3  S100A7  AGTR1  IGFBP3  GPM6A  ANGPT1  DLC1  NDNF  CDH5  KRT16  ADARB1  DEFA1  EMP2  MMP12  DACH1  FGR  ALOX5  TIE1  ASPM  FOXF1  FOLR1  PHACTR1  ATP8A1  FLRT3  SIX1  PTPRB  EDNRB  IL33  CXCL14  IGSF10  NR4A2  SOX17  CTHRC1  GREM1  COL3A1  LDB2  FOXE1  CCBE1  AQP1  MMP28  NR4A3  JUP  ANLN  SERPINB3  LIMCH1  CAV1  ADTRP  KIF14  COL5A1  SULF1  CLDN1  FAM107A  ATOH8  LRRK2  AGER  SPOCK1  PLA2G1B  KRT5  CD24  ROBO4  AGTR2  SFTPD  S100A12  CDK1"
2.6502956487343e-09,15,54,9.9228543876567,"GO:0051985 negative regulation of chromosome segregation "," http://amigo.geneontology.org/amigo/term/GO:0051985"," TTK  BUB1B  MAD2L1  PTTG1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CCNB1  CENPF"
2.6502956487343e-09,15,54,9.9228543876567,"GO:1905819 negative regulation of chromosome separation "," http://amigo.geneontology.org/amigo/term/GO:1905819"," TTK  BUB1B  MAD2L1  PTTG1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CCNB1  CENPF"
3.51721468334474e-09,42,514,3.25743357829282,"GO:0000280 nuclear division "," http://amigo.geneontology.org/amigo/term/GO:0000280"," TRIP13  NDC80  TPX2  NCAPG  TTK  NCAPH  ZWINT  TOP2A  CCNB1  CDCA8  NUSAP1  KIF23  KIF11  NUF2  CDCA5  MKI67  BUB1B  MAD2L1  PTTG1  BUB1  UBE2C  PRC1  BIRC5  CDC20  AURKB  RGCC  RAD51AP1  CENPE  CHEK1  ASPM  AURKA  NEK2  CCNB2  CAV2  SPAG5  KIF4A  CDC6  KIF14  KIF2C  CENPF  DLGAP5  ANLN"
3.73613127128510e-09,22,136,5.89071038251366,"GO:0051304 chromosome separation "," http://amigo.geneontology.org/amigo/term/GO:0051304"," TTK  TOP2A  BUB1B  MAD2L1  PTTG1  BUB1  UBE2C  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  NCAPG  NCAPH  TRIP13  CDC6  CCNB1  CENPE  CENPF  DLGAP5"
3.76825338895191e-09,71,1123,2.32786885245902,"GO:0035295 tube development "," http://amigo.geneontology.org/amigo/term/GO:0035295"," TIE1  TEK  PTPRB  ANGPT1  SOX17  THBS2  ECSCR  IL6  RGCC  HYAL1  FGFBP1  SULF1  ANXA3  GATA6  PROK2  COL4A3  NDNF  EMP2  ALOX5  CLDN18  TP63  FOXF1  CAV1  TSPAN12  COBL  SLC1A1  FOLR1  IFT57  TCF21  SIX1  RHOJ  KLF2  EDNRB  NKX2-1  SMAD6  SLC7A11  ROBO4  KIF26B  HPGD  HHIP  CTHRC1  GJB2  TMEM100  GREM1  ABCA3  CX3CR1  COL3A1  TYMS  AGTR2  CXCR2  CCBE1  LGR4  AQP1  MMP12  EMCN  FOXE1  AGTR1  JUP  CDH5  ADTRP  LEPR  SFTPD  ADAM12  ATOH8  CD24  ID2  RBP4  HMGA2  DLC1  S100A7  CXCL13"
3.86427666624275e-09,20,108,6.55101066369569,"GO:0033045 regulation of sister chromatid segregation "," http://amigo.geneontology.org/amigo/term/GO:0033045"," TTK  BUB1B  MAD2L1  PTTG1  BUB1  UBE2C  RMI2  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CDC6  CCNB1  CENPE  CENPF  DLGAP5"
4.28910743008115e-09,14,48,10.496174863388,"GO:0007094 mitotic spindle assembly checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0007094"," TTK  BUB1B  MAD2L1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CCNB1  CENPF"
4.28910743008115e-09,14,48,10.496174863388,"GO:0071173 spindle assembly checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0071173"," TTK  BUB1B  MAD2L1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CCNB1  CENPF"
4.28910743008115e-09,14,48,10.496174863388,"GO:0071174 mitotic spindle checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0071174"," TTK  BUB1B  MAD2L1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CCNB1  CENPF"
4.50899593968314e-09,23,150,5.50331356818975,"GO:0051783 regulation of nuclear division "," http://amigo.geneontology.org/amigo/term/GO:0051783"," TRIP13  TTK  MKI67  BUB1B  MAD2L1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  RAD51AP1  ZWINT  NUSAP1  CHEK1  CAV2  RGCC  CCNB1  CENPF  DLGAP5  AURKA  NEK2"
4.8390813169708e-09,15,57,9.37158469945355,"GO:0033047 regulation of mitotic sister chromatid segregation "," http://amigo.geneontology.org/amigo/term/GO:0033047"," TTK  BUB1B  MAD2L1  PTTG1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CCNB1  CENPF"
4.89111422926602e-09,19,99,6.81932333449599,"GO:0010965 regulation of mitotic sister chromatid separation "," http://amigo.geneontology.org/amigo/term/GO:0010965"," TTK  BUB1B  MAD2L1  PTTG1  BUB1  UBE2C  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CDC6  CCNB1  CENPE  CENPF  DLGAP5"
4.99500485079528e-09,132,2867,1.7375642017871,"GO:0009653 anatomical structure morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0009653"," NEDD4L  TIE1  PITX1  FRY  NTN4  IGSF9  CCM2L  FOXF1  COL12A1  TEK  SMAD9  FOXA2  PTPRB  SMAD6  ROBO4  ANGPT1  PGM5  SCGB3A1  SOX17  GREM1  SOX7  FOXE1  CDH5  SOX2  THBS2  LRRK2  ECSCR  IL6  RGCC  HYAL1  KIF14  COL5A1  TFAP2A  FGFBP1  SULF1  ANXA3  GATA6  PROK2  COL4A3  NDNF  COL5A2  EMP2  MMP12  FGR  CFLAR  ALOX5  COL11A1  TP63  ITGA8  CPB2  AURKA  CAPN3  DSP  PALMD  SLC7A5  CAV1  TSPAN12  COBL  PTPRZ1  SLC1A1  SLC6A4  COL1A1  ZBTB16  FOLR1  PHACTR1  PERP  ECT2  IFT57  SPTBN1  TCF21  SPP1  BCL11A  GJB6  FLRT3  SIX1  RHOJ  KLF2  CD36  NKX2-1  CRABP2  AFF3  CSRNP1  ANK2  GPM6A  NR4A2  UCHL1  KIF26B  HPGD  HHIP  CTHRC1  TMEM100  WDR72  CX3CR1  COL3A1  ATOH8  ID4  UGT8  AGTR2  CXCR2  CCBE1  KRT16  ADARB1  LGR4  SERPINB5  AQP1  EFEMP1  EMCN  CRIP1  FERMT1  AGTR1  JUP  COCH  ADTRP  TNNC1  LEPR  ADAM12  HMGA2  COL1A2  DLC1  S100A10  ID2  NR4A3  RBP4  JAM2  KRT6A  FHL1  S100A7  CXCL13  LYVE1  CPM  IGF2BP3  SFTPB"
5.18931999320049e-09,14,49,10.2679971489665,"GO:0031577 spindle checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0031577"," TTK  BUB1B  MAD2L1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CCNB1  CENPF"
5.49837240888469e-09,142,3300,1.68629148129555,"GO:0070887 cellular response to chemical stimulus "," http://amigo.geneontology.org/amigo/term/GO:0070887"," CXCL2  CAV2  TSPAN12  LIFR  LEPR  NR4A3  SMAD9  RAMP3  TREM1  SULF1  SMAD6  SESN3  NR4A2  CXCL13  MNDA  CXCL3  PPBP  TMEM100  GREM1  CX3CR1  CXCR2  GBP6  LRRK2  CYP2B6  LGR4  MT1M  DEFA1  UGT1A1  CCL14  IL6  LMO3  FMO2  CAV1  SLC1A1  FOLR1  ECT2  HYAL1  SPP1  POSTN  NKX2-1  TFAP2A  DUOX1  GATA6  S100A7  AGTR1  S100A12  HPGD  COL1A2  SPIDR  FBP1  COL3A1  AQP4  NDNF  JUP  CDH5  NQO1  CCBE1  VEPH1  AKR1B10  AGER  CRIP1  AQP1  GCLC  CFLAR  PDK4  ALOX5  MSR1  CLDN18  MCM2  TP63  ITGA8  CPB2  BIRC5  CAPN3  CDC6  FERMT1  CHRDL1  FOXF1  SLC7A5  EZH2  SPOCK2  SLC6A4  COL1A1  CD69  IGFBP2  IL1RL1  SLC2A1  TCF21  BCL11A  HELLS  GJB6  FOSB  FLRT3  SIX1  KLF2  CD36  EDNRB  IL33  FGFBP1  CCNA2  SRD5A1  CXCL14  CHEK1  SLC7A11  ANGPT1  UCHL1  SLC16A1  FBXO32  VSNL1  CLDN1  PCOLCE2  HHIP  SOX17  MELK  GJB2  ADRB2  CDK1  FABP4  KCNK3  LPL  GPX2  AGTR2  COL5A2  HBA1  GPX3  ACKR1  HBB  MRC1  MMP12  MMP28  ADTRP  CLEC3B  RGCC  AK4  SORBS1  FOXA2  FBLN5  FAM107A  PLA2G1B  CD24  SFTPD  GDF10"
5.64467244950951e-09,15,58,9.20119225037258,"GO:0045839 negative regulation of mitotic nuclear division "," http://amigo.geneontology.org/amigo/term/GO:0045839"," TTK  BUB1B  MAD2L1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  CHEK1  TRIP13  CCNB1  CENPF"
5.82433596626142e-09,74,1321,2.23909431742998,"GO:0022402 cell cycle process "," http://amigo.geneontology.org/amigo/term/GO:0022402"," ANLN  TRIP13  MCM2  NDC80  AURKA  TPX2  KIF4A  CDC45  CDC6  GINS1  FAM83D  MCM4  NCAPG  TTK  ECT2  CENPF  NCAPH  ZWINT  DLGAP5  TOP2A  CCNB1  CDCA8  NUSAP1  KIF23  KIF11  CEP55  NUF2  CCNA2  CDCA5  MKI67  BUB1B  CCNB2  MAD2L1  PTTG1  BUB1  CDK1  UBE2C  RMI2  AURKB  PRC1  BIRC5  ID2  CDC20  FHL1  SUSD2  RGCC  FOXM1  RAD51AP1  KIF20A  HYAL1  NEK2  CENPE  GATA6  CHEK1  HMGA2  RRM2  SOX2  ASPM  SPAG5  CAPN3  EZH2  ID4  DACH1  CAV2  TP63  CENPA  SPTBN1  KIF14  KIF2C  SLC16A1  FAM107A  GTSE1  CDKN3  MELK"
6.49083569629175e-09,14,50,10.0495291245204,"GO:0045841 negative regulation of mitotic metaphase/anaphase transition "," http://amigo.geneontology.org/amigo/term/GO:0045841"," TTK  BUB1B  MAD2L1  BUB1  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CCNB1  CENPF"
7.27547825664198e-09,19,102,6.60841642724354,"GO:0051306 mitotic sister chromatid separation "," http://amigo.geneontology.org/amigo/term/GO:0051306"," TTK  BUB1B  MAD2L1  PTTG1  BUB1  UBE2C  NDC80  BIRC5  CDC20  CDCA8  NUF2  AURKB  ZWINT  TRIP13  CDC6  CCNB1  CENPE  CENPF  DLGAP5"
