Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Response to Hydroxyurea (GO:0072710)	1/7	0.016274037839186968	0.09577364797314629	0	0	72.45918367346938	298.400266187989	SPIDR
Response to Magnesium Ion (GO:0032026)	1/7	0.016274037839186968	0.09577364797314629	0	0	72.45918367346938	298.400266187989	FBP1
Regulation of Cellular Extravasation (GO:0002691)	1/7	0.016274037839186968	0.09577364797314629	0	0	72.45918367346938	298.400266187989	LYVE1
Regulation of Osteoblast Differentiation (GO:0045667)	2/85	0.016942668770796487	0.09853390619535615	0	0	10.655622489959839	43.45277669951096	GDF10;SMAD6
Cellular Response to Hormone Stimulus (GO:0032870)	2/86	0.017320413198402447	0.09853390619535615	0	0	10.52827380952381	42.70130483606833	CLDN18;ADTRP
Positive Regulation of Cellular Component Biogenesis (GO:0044089)	2/86	0.017320413198402447	0.09853390619535615	0	0	10.52827380952381	42.70130483606833	CDH5;SPIDR
Negative Regulation of Multicellular Organismal Process (GO:0051241)	3/236	0.017828071811127243	0.09908063712944484	0	0	5.773719295041548	23.25065787684614	GDF10;DSG2;SMAD6
Regulation of Mitotic Centrosome Separation (GO:0046602)	1/8	0.01857761946177091	0.09908063712944484	0	0	62.10495626822158	247.53779045503552	NEK2
Positive Regulation of Ubiquitin Protein Ligase Activity (GO:1904668)	1/8	0.01857761946177091	0.09908063712944484	0	0	62.10495626822158	247.53779045503552	CDC20
Bundle of His Cell to Purkinje Myocyte Communication (GO:0086069)	1/8	0.01857761946177091	0.09908063712944484	0	0	62.10495626822158	247.53779045503552	DSG2
Mesodermal Cell Differentiation (GO:0048333)	1/8	0.01857761946177091	0.09908063712944484	0	0	62.10495626822158	247.53779045503552	HMGA2
Mitral Valve Development (GO:0003174)	1/8	0.01857761946177091	0.09908063712944484	0	0	62.10495626822158	247.53779045503552	SMAD6
Recombinational Repair (GO:0000725)	2/92	0.019661463428246158	0.10181060418527173	0	0	9.823611111111111	38.597898648150114	RMI2;SPIDR
Negative Regulation of Apoptotic Process (GO:0043066)	4/443	0.019850237548148603	0.10181060418527173	0	0	4.133901158760028	16.20298807375038	CDH5;HMGA2;DSG2;SMAD6
Protein K27-linked Ubiquitination (GO:0044314)	1/9	0.020875915157042305	0.10181060418527173	0	0	54.339285714285715	210.2473455772408	UBE2T
Protein K29-linked Ubiquitination (GO:0035519)	1/9	0.020875915157042305	0.10181060418527173	0	0	54.339285714285715	210.2473455772408	UBE2T
Receptor-Mediated Endocytosis of Virus by Host Cell (GO:0019065)	1/9	0.020875915157042305	0.10181060418527173	0	0	54.339285714285715	210.2473455772408	CAV2
Skeletal Muscle Fiber Development (GO:0048741)	1/9	0.020875915157042305	0.10181060418527173	0	0	54.339285714285715	210.2473455772408	CAV2
Positive Regulation of Chondrocyte Differentiation (GO:0032332)	1/9	0.020875915157042305	0.10181060418527173	0	0	54.339285714285715	210.2473455772408	ZBTB16
Endocytosis Involved in Viral Entry Into Host Cell (GO:0075509)	1/9	0.020875915157042305	0.10181060418527173	0	0	54.339285714285715	210.2473455772408	CAV2
Positive Regulation of Protein Catabolic Process (GO:0045732)	2/95	0.020879127811432675	0.10181060418527173	0	0	9.505376344086022	36.77635134277165	ECSCR;C4BPA
Cellular Response to Transforming Growth Factor Beta Stimulus (GO:0071560)	2/96	0.021291881052019106	0.10284380281729984	0	0	9.40381205673759	36.199311075329874	GDF10;CDH5
Positive Regulation of Protein-Containing Complex Assembly (GO:0031334)	2/98	0.022127579669394066	0.10405697887344616	0	0	9.20703125	35.08735620192922	CDH5;SPIDR
Negative Regulation of Glycolytic Process (GO:0045820)	1/10	0.023168936702290747	0.10405697887344616	0	0	48.29931972789116	181.8441776352917	FBP1
Negative Regulation of Purine Nucleotide Catabolic Process (GO:0033122)	1/10	0.023168936702290747	0.10405697887344616	0	0	48.29931972789116	181.8441776352917	FBP1
Reg of Single Stranded Viral RNA Replication via Double Stranded DNA Intermediate (GO:0045091)	1/10	0.023168936702290747	0.10405697887344616	0	0	48.29931972789116	181.8441776352917	HMGA2
Mesenchymal to Epithelial Transition (GO:0060231)	1/10	0.023168936702290747	0.10405697887344616	0	0	48.29931972789116	181.8441776352917	DSG2
Mesonephros Development (GO:0001823)	1/10	0.023168936702290747	0.10405697887344616	0	0	48.29931972789116	181.8441776352917	ZBTB16
Mitral Valve Morphogenesis (GO:0003183)	1/10	0.023168936702290747	0.10405697887344616	0	0	48.29931972789116	181.8441776352917	SMAD6
Response to Laminar Fluid Shear Stress (GO:0034616)	1/10	0.023168936702290747	0.10405697887344616	0	0	48.29931972789116	181.8441776352917	SMAD6
Cell-Matrix Adhesion (GO:0007160)	2/101	0.023406346148083956	0.1042091237201651	0	0	8.926767676767676	33.51776388848213	SORBS1;LYVE1
Cellular Response to Insulin Stimulus (GO:0032869)	2/103	0.02427546728640366	0.1048728394470278	0	0	8.749174917491748	32.531960988583556	CAV2;SORBS1
Positive Regulation of Vasculature Development (GO:1904018)	2/105	0.025157716034209566	0.1048728394470278	0	0	8.578478964401295	31.591026244735012	CDH5;HMGA2
Double-Strand Break Repair via Homologous Recombination (GO:0000724)	2/105	0.025157716034209566	0.1048728394470278	0	0	8.578478964401295	31.591026244735012	RMI2;SPIDR
Positive Regulation of Insulin Receptor Signaling Pathway (GO:0046628)	1/11	0.02545669585753323	0.1048728394470278	0	0	43.46734693877551	159.5589144458188	SORBS1
Regulation of Establishment of Cell Polarity (GO:2000114)	1/11	0.02545669585753323	0.1048728394470278	0	0	43.46734693877551	159.5589144458188	CDH5
Positive Regulation of Metaphase/Anaphase Transition of Cell Cycle (GO:1902101)	1/11	0.02545669585753323	0.1048728394470278	0	0	43.46734693877551	159.5589144458188	CDC20
Regulation of Synapse Maturation (GO:0090128)	1/11	0.02545669585753323	0.1048728394470278	0	0	43.46734693877551	159.5589144458188	CDC20
Regulation of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	1/11	0.02545669585753323	0.1048728394470278	0	0	43.46734693877551	159.5589144458188	DSG2
Positive Regulation of Cellular Extravasation (GO:0002693)	1/11	0.02545669585753323	0.1048728394470278	0	0	43.46734693877551	159.5589144458188	LYVE1
External Encapsulating Structure Organization (GO:0045229)	2/106	0.02560372056812202	0.1048728394470278	0	0	8.495592948717949	31.136497708069896	MMP11;POSTN
Extracellular Structure Organization (GO:0043062)	2/107	0.026052955880879802	0.10586597945246395	0	0	8.414285714285715	30.69215091568417	MMP11;POSTN
Positive Regulation of Cell Differentiation (GO:0045597)	3/279	0.027530769720307185	0.10678550863321427	0	0	4.8642460684551345	17.47456565719791	GDF10;MSR1;ZBTB16
Negative Regulation of Complement Activation (GO:0045916)	1/12	0.027739204391049804	0.10678550863321427	0	0	39.5139146567718	141.6537703166516	C4BPA
Regulation of Establishment of Protein Localization (GO:0070201)	1/12	0.027739204391049804	0.10678550863321427	0	0	39.5139146567718	141.6537703166516	SPIDR
Regulation of Establishment or Maintenance of Cell Polarity (GO:0032878)	1/12	0.027739204391049804	0.10678550863321427	0	0	39.5139146567718	141.6537703166516	CDH5
Negative Regulation of Microtubule Polymerization (GO:0031115)	1/12	0.027739204391049804	0.10678550863321427	0	0	39.5139146567718	141.6537703166516	CDH5
Myotube Cell Development (GO:0014904)	1/12	0.027739204391049804	0.10678550863321427	0	0	39.5139146567718	141.6537703166516	CAV2
Positive Regulation of Cellular Response to Insulin Stimulus (GO:1900078)	1/12	0.027739204391049804	0.10678550863321427	0	0	39.5139146567718	141.6537703166516	SORBS1
Positive Regulation of Glycogen Biosynthetic Process (GO:0045725)	1/13	0.03001647405126963	0.10899599088120603	0	0	36.21938775510204	126.985496292687	SORBS1
Positive Regulation of Lipid Storage (GO:0010884)	1/13	0.03001647405126963	0.10899599088120603	0	0	36.21938775510204	126.985496292687	MSR1
Positive Regulation of Mitotic Metaphase/Anaphase Transition (GO:0045842)	1/13	0.03001647405126963	0.10899599088120603	0	0	36.21938775510204	126.985496292687	CDC20
Cellular Response to Estrogen Stimulus (GO:0071391)	1/13	0.03001647405126963	0.10899599088120603	0	0	36.21938775510204	126.985496292687	CLDN18
Negative Regulation by Host of Viral Transcription (GO:0043922)	1/13	0.03001647405126963	0.10899599088120603	0	0	36.21938775510204	126.985496292687	HMGA2
Negative Regulation of ATP Metabolic Process (GO:1903579)	1/13	0.03001647405126963	0.10899599088120603	0	0	36.21938775510204	126.985496292687	FBP1
Regulation of Attachment of Spindle Microtubules to Kinetochore (GO:0051988)	1/13	0.03001647405126963	0.10899599088120603	0	0	36.21938775510204	126.985496292687	NEK2
Negative Regulation of Ras Protein Signal Transduction (GO:0046580)	1/13	0.03001647405126963	0.10899599088120603	0	0	36.21938775510204	126.985496292687	FBP1
Regulation of Protein-Containing Complex Assembly (GO:0043254)	2/116	0.0302386870344985	0.10902963212438896	0	0	7.746710526315789	27.102898225914732	CDH5;SPIDR
Negative Regulation of Epithelial Cell Differentiation (GO:0030857)	1/14	0.03228851657002332	0.11170081408008069	0	0	33.43171114599686	114.77252319420289	DSG2
Regulation of Immune Effector Process (GO:0002697)	1/14	0.03228851657002332	0.11170081408008069	0	0	33.43171114599686	114.77252319420289	C4BPA
Protein K6-linked Ubiquitination (GO:0085020)	1/14	0.03228851657002332	0.11170081408008069	0	0	33.43171114599686	114.77252319420289	UBE2T
Mammary Gland Epithelium Development (GO:0061180)	1/14	0.03228851657002332	0.11170081408008069	0	0	33.43171114599686	114.77252319420289	IRF6
Dendrite Self-Avoidance (GO:0070593)	1/14	0.03228851657002332	0.11170081408008069	0	0	33.43171114599686	114.77252319420289	ROBO4
Embryonic Axis Specification (GO:0000578)	1/14	0.03228851657002332	0.11170081408008069	0	0	33.43171114599686	114.77252319420289	SMAD6
Epithelial Cell Differentiation (GO:0030855)	2/122	0.03316781497544121	0.11197680985128414	0	0	7.357291666666667	25.060225162476275	DSG2;IRF6
Positive Regulation of Glycogen Metabolic Process (GO:0070875)	1/15	0.034555343665044716	0.11197680985128414	0	0	31.042274052478135	104.46324570586285	SORBS1
Fluid Transport (GO:0042044)	1/15	0.034555343665044716	0.11197680985128414	0	0	31.042274052478135	104.46324570586285	CLDN18
Positive Regulation of Mitotic Sister Chromatid Separation (GO:1901970)	1/15	0.034555343665044716	0.11197680985128414	0	0	31.042274052478135	104.46324570586285	CDC20
Protein Localization to Cell-Cell Junction (GO:0150105)	1/15	0.034555343665044716	0.11197680985128414	0	0	31.042274052478135	104.46324570586285	CDH5
Cellular Response to Alkaloid (GO:0071312)	1/15	0.034555343665044716	0.11197680985128414	0	0	31.042274052478135	104.46324570586285	SPIDR
Centromere Complex Assembly (GO:0034508)	1/15	0.034555343665044716	0.11197680985128414	0	0	31.042274052478135	104.46324570586285	OIP5
Positive Regulation of Cartilage Development (GO:0061036)	1/15	0.034555343665044716	0.11197680985128414	0	0	31.042274052478135	104.46324570586285	ZBTB16
Negative Regulation of Activin Receptor Signaling Pathway (GO:0032926)	1/15	0.034555343665044716	0.11197680985128414	0	0	31.042274052478135	104.46324570586285	SMAD6
Regulation of Cholesterol Storage (GO:0010885)	1/15	0.034555343665044716	0.11197680985128414	0	0	31.042274052478135	104.46324570586285	MSR1
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	4/531	0.03539599182109168	0.11366806788840951	0	0	3.429090009075159	11.457127026648056	ZBTB16;ATOH8;HMGA2;IRF6
Regulation of Establishment of Endothelial Barrier (GO:1903140)	1/16	0.03681696702842878	0.11366806788840951	0	0	28.97142857142857	95.65776086345689	CDH5
Lymphocyte Mediated Immunity (GO:0002449)	1/16	0.03681696702842878	0.11366806788840951	0	0	28.97142857142857	95.65776086345689	C4BPA
Regulation of Stem Cell Proliferation (GO:0072091)	1/16	0.03681696702842878	0.11366806788840951	0	0	28.97142857142857	95.65776086345689	HMGA2
Regulation of Cartilage Development (GO:0061035)	1/16	0.03681696702842878	0.11366806788840951	0	0	28.97142857142857	95.65776086345689	ZBTB16
Receptor-Mediated Endocytosis (GO:0006898)	2/131	0.0377607214691407	0.11366806788840951	0	0	6.841085271317829	22.414718961390516	MSR1;CAV2
Negative Regulation of Double-Strand Break Repair via Homologous Recombination (GO:2000042)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	RMI2
Epithelial Cell Morphogenesis (GO:0003382)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	CDH5
DNA Conformation Change (GO:0071103)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	HMGB3
Transepithelial Transport (GO:0070633)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	CLDN18
Positive Regulation of Ubiquitin-Protein Transferase Activity (GO:0051443)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	CDC20
Mesoderm Formation (GO:0001707)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	HMGA2
Regulation of Ubiquitin Protein Ligase Activity (GO:1904666)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	CDC20
Contractile Actin Filament Bundle Assembly (GO:0030038)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	SORBS1
Regulation of Activin Receptor Signaling Pathway (GO:0032925)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	SMAD6
Embryo Development Ending in Birth or Egg Hatching (GO:0009792)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	SCEL
Stress Fiber Assembly (GO:0043149)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	SORBS1
Negative Regulation of Cellular Senescence (GO:2000773)	1/17	0.039073398336640766	0.11366806788840951	0	0	27.159438775510203	88.05941208765857	HMGA2
Intracellular Calcium Ion Homeostasis (GO:0006874)	2/135	0.03987614537921141	0.11375387320213351	0	0	6.634085213032582	21.3748699329325	CDH5;CAV2
Negative Regulation of Wnt Signaling Pathway (GO:0030178)	2/137	0.04095049932281429	0.11375387320213351	0	0	6.535185185185185	20.882473723093444	WIF1;IGFBP2
Positive Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010744)	1/18	0.04132464924921256	0.11375387320213351	0	0	25.56062424969988	81.44371794644914	MSR1
Regulation of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567)	1/18	0.04132464924921256	0.11375387320213351	0	0	25.56062424969988	81.44371794644914	IGFBP2
