Term	Ont	N	DE	P.DE	adj_pval	GOID
hemopoiesis	BP	953	22	0.622531007906137	1	GO:0030097
lymphocyte differentiation	BP	427	10	0.587415655333154	1	GO:0030098
cell differentiation	BP	4253	172	2.73469131690142e-13	9.93410244118338e-11	GO:0030154
regulation of cell adhesion	BP	781	45	7.55841232657701e-08	8.90887546513936e-06	GO:0030155
B cell differentiation	BP	141	5	0.256711541144572	1	GO:0030183
T cell differentiation	BP	319	5	0.888306256777473	1	GO:0030217
respiratory tube development	BP	203	14	0.000449813624644519	0.0175482748389047	GO:0030323
lung development	BP	199	14	0.000368061359381556	0.0149924111443675	GO:0030324
regulation of cell migration	BP	950	60	1.0775664888656e-11	2.74457423296239e-09	GO:0030334
negative regulation of cell migration	BP	302	22	4.96942160550942e-06	0.000382352129710011	GO:0030336
regulation of defense response	BP	821	35	0.000914799086680053	0.0304827563334486	GO:0031347
negative regulation of defense response	BP	267	12	0.0300624917004565	0.364816403937796	GO:0031348
regulation of response to external stimulus	BP	1092	47	9.98350572084314e-05	0.00510911092998067	GO:0032101
negative regulation of response to external stimulus	BP	399	18	0.00891281027501845	0.173244704284328	GO:0032102
multicellular organismal process	BP	6798	259	9.67641760426429e-19	1.42946491795262e-15	GO:0032501
developmental process	BP	6292	248	1.19089290755122e-19	2.02992276449443e-16	GO:0032502
regulation of localization	BP	1994	68	0.00241829845896899	0.0662386595207587	GO:0032879
mononuclear cell proliferation	BP	300	10	0.193542060690136	1	GO:0032943
regulation of mononuclear cell proliferation	BP	241	8	0.230850733523273	1	GO:0032944
positive regulation of mononuclear cell proliferation	BP	147	4	0.478028646000139	1	GO:0032946
cell adhesion mediated by integrin	BP	88	3	0.359177080744825	1	GO:0033627
regulation of cell adhesion mediated by integrin	BP	48	2	0.324470899678408	1	GO:0033628
nucleobase-containing compound biosynthetic process	BP	4537	103	0.788522979624591	1	GO:0034654
nucleobase-containing compound catabolic process	BP	528	7	0.973475022005029	1	GO:0034655
tube development	BP	1098	74	1.02254336968254e-15	6.12392933210689e-13	GO:0035295
intracellular signal transduction	BP	2919	105	1.51427847022026e-05	0.00100850098113261	GO:0035556
response to decreased oxygen levels	BP	316	19	0.000276552969721232	0.0117251145186531	GO:0036293
locomotion	BP	1224	78	3.31143910361453e-15	1.83445447742486e-12	GO:0040011
regulation of locomotion	BP	1052	63	2.96635707547551e-11	6.44501486101989e-09	GO:0040012
negative regulation of locomotion	BP	334	22	2.40751504871607e-05	0.00152859959783666	GO:0040013
T cell activation	BP	577	13	0.643899903648092	1	GO:0042110
B cell activation	BP	279	6	0.671585759509526	1	GO:0042113
regulation of cell population proliferation	BP	1628	100	2.24226372697435e-18	2.76035121811248e-15	GO:0042127
homeostatic process	BP	1703	75	2.87482419789236e-07	2.97459035143669e-05	GO:0042592
regulation of apoptotic process	BP	1408	62	3.53027508084061e-06	0.000285501334001267	GO:0042981
chordate embryonic development	BP	655	29	0.00140797091981678	0.0426802019319016	GO:0043009
negative regulation of apoptotic process	BP	850	42	1.05163030014794e-05	0.00073050394423129	GO:0043066
regulation of programmed cell death	BP	1447	63	4.21135784665265e-06	0.000333283851871343	GO:0043067
negative regulation of programmed cell death	BP	880	44	4.77133765367219e-06	0.00036967857016686	GO:0043069
amide metabolic process	BP	443	12	0.387368188936754	1	GO:0043603
regulation of system process	BP	556	25	0.00239472646698409	0.0656741878488867	GO:0044057
primary metabolic process	BP	9240	239	0.0896556339922779	0.680149468274647	GO:0044238
small molecule metabolic process	BP	1712	51	0.0718628833839358	0.586738995174883	GO:0044281
small molecule catabolic process	BP	361	8	0.649492568216883	1	GO:0044282
small molecule biosynthetic process	BP	586	15	0.450137043868427	1	GO:0044283
leukocyte activation	BP	965	34	0.0188395940413803	0.294405193485857	GO:0045321
regulation of T cell differentiation	BP	189	3	0.839495975818717	1	GO:0045580
regulation of cell differentiation	BP	1520	72	3.04232438152261e-08	3.96558035118585e-06	GO:0045595
positive regulation of cell differentiation	BP	857	43	5.63278879258592e-06	0.000423108362220039	GO:0045597
regulation of lymphocyte differentiation	BP	222	5	0.626674509332224	1	GO:0045619
negative regulation of G protein-coupled receptor signaling pathway	BP	64	3	0.202110020069211	1	GO:0045744
positive regulation of cell adhesion	BP	486	26	0.0001514567489722	0.00720199592376603	GO:0045785
positive regulation of heart contraction	BP	37	2	0.225495108241083	1	GO:0045823
positive regulation of muscle contraction	BP	49	2	0.333375394025187	1	GO:0045933
positive regulation of smooth muscle contraction	BP	31	2	0.17239892055432	0.966550661995001	GO:0045987
AMP metabolic process	BP	23	2	0.106077889586693	0.745505853267217	GO:0046033
ribose phosphate biosynthetic process	BP	172	2	0.923102117636694	1	GO:0046390
organophosphate catabolic process	BP	234	2	0.978528561147411	1	GO:0046434
alpha-beta T cell activation	BP	193	5	0.50255860658609	1	GO:0046631
alpha-beta T cell differentiation	BP	135	3	0.638295949543084	1	GO:0046632
regulation of alpha-beta T cell activation	BP	117	4	0.314833523250656	1	GO:0046634
regulation of alpha-beta T cell differentiation	BP	79	2	0.573560869745329	1	GO:0046637
lymphocyte activation	BP	803	22	0.305853386952028	1	GO:0046649
lymphocyte proliferation	BP	292	10	0.17282306212867	0.966550661995001	GO:0046651
secretion	BP	964	28	0.184238937489801	0.99139160170872	GO:0046903
lung alveolus development	BP	54	8	4.36992261872158e-05	0.00258221640822004	GO:0048286
cell development	BP	2783	76	0.141518877760604	0.859862026952898	GO:0048468
animal organ development	BP	2962	152	1.0416434875623e-20	2.56464200454367e-17	GO:0048513
positive regulation of biological process	BP	6022	232	1.2696478712877e-16	8.85342494348707e-14	GO:0048518
negative regulation of biological process	BP	5174	214	1.4324330418537e-18	1.86713433967271e-15	GO:0048519
positive regulation of cellular process	BP	5688	217	1.03614189613388e-14	5.13930843744518e-12	GO:0048522
negative regulation of cellular process	BP	4972	206	9.12678697255483e-18	8.79306402281924e-15	GO:0048523
hematopoietic or lymphoid organ development	BP	101	5	0.0987072642142572	0.70647747665495	GO:0048534
digestive tract development	BP	134	13	2.3165268726696e-05	0.00147505514285879	GO:0048565
embryonic digestive tract development	BP	33	3	0.0450251642433556	0.473074477070111	GO:0048566
embryonic organ development	BP	450	17	0.0481232930377398	0.475206796088804	GO:0048568
positive regulation of response to stimulus	BP	2282	87	1.15065691949791e-05	0.000786867249358866	GO:0048584
negative regulation of response to stimulus	BP	1679	70	5.24812823004113e-06	0.00040239887006741	GO:0048585
multicellular organismal reproductive process	BP	941	35	0.0081073220076106	0.163819242531063	GO:0048609
anatomical structure formation involved in morphogenesis	BP	1189	76	6.75107032999818e-15	3.56183255815309e-12	GO:0048646
system development	BP	3958	153	3.83643694852938e-10	7.32858675366056e-08	GO:0048731
gland development	BP	443	32	4.32891105160294e-08	5.38900786474548e-06	GO:0048732
anatomical structure development	BP	5774	232	5.43056918636858e-19	8.59542732862439e-16	GO:0048856
cellular developmental process	BP	4254	172	2.79368179916567e-13	9.98470886898582e-11	GO:0048869
cell motility	BP	1744	96	1.39534182804279e-14	6.72160425382612e-12	GO:0048870
multicellular organismal-level homeostasis	BP	819	45	2.91297489174495e-07	2.97459035143669e-05	GO:0048871
homeostasis of number of cells	BP	331	12	0.108587085845591	0.760487116072202	GO:0048872
regulation of lymphocyte proliferation	BP	236	8	0.214685515199523	1	GO:0050670
positive regulation of lymphocyte proliferation	BP	144	4	0.462169562762001	1	GO:0050671
regulation of inflammatory response	BP	395	22	0.000276737889492106	0.0117251145186531	GO:0050727
negative regulation of inflammatory response	BP	170	8	0.05532503718929	0.523238369217873	GO:0050728
positive regulation of immune response	BP	753	21	0.283573282204953	1	GO:0050778
regulation of developmental process	BP	2388	115	2.1841562164195e-13	8.20317247451519e-11	GO:0050793
regulation of calcium-mediated signaling	BP	97	3	0.418179150834402	1	GO:0050848
antigen receptor-mediated signaling pathway	BP	198	2	0.95457177808314	1	GO:0050851
regulation of T cell activation	BP	383	12	0.220474179854602	1	GO:0050863
regulation of B cell activation	BP	131	4	0.391824860318211	1	GO:0050864
regulation of cell activation	BP	627	22	0.0536708285795899	0.510864214130211	GO:0050865
positive regulation of cell activation	BP	380	11	0.316005385303853	1	GO:0050867
positive regulation of T cell activation	BP	255	6	0.585319052934988	1	GO:0050870
regulation of body fluid levels	BP	382	17	0.0122719861986696	0.218246342035569	GO:0050878
leukocyte migration	BP	384	25	8.31084206040078e-06	0.000592154177544762	GO:0050900
regulation of secretion	BP	605	19	0.150675263767937	0.903114192543608	GO:0051046
negative regulation of secretion	BP	165	4	0.568781229556875	1	GO:0051048
regulation of transport	BP	1587	51	0.0233822807867239	0.312711589757428	GO:0051049
negative regulation of transport	BP	410	10	0.535602553245744	1	GO:0051051
positive regulation of developmental process	BP	1311	72	5.36598232940757e-11	1.12174341922021e-08	GO:0051094
localization	BP	5163	164	4.51236409859632e-05	0.00265929457608499	GO:0051179
establishment of localization	BP	4568	146	0.000110614544546041	0.00554549251718492	GO:0051234
regulation of multicellular organismal process	BP	2897	127	6.92578610922176e-12	1.87156700480787e-09	GO:0051239
positive regulation of multicellular organismal process	BP	1628	78	4.43027567087334e-09	6.77037783385396e-07	GO:0051240
negative regulation of multicellular organismal process	BP	1103	56	1.34446567491067e-07	1.52000075971151e-05	GO:0051241
regulation of lymphocyte activation	BP	504	16	0.165442658579034	0.93782909219915	GO:0051249
positive regulation of lymphocyte activation	BP	328	6	0.808976938474297	1	GO:0051251
nucleobase-containing small molecule metabolic process	BP	665	16	0.546489095377096	1	GO:0055086
digestive system development	BP	146	13	5.71572326677305e-05	0.00322276620530341	GO:0055123
heart contraction	BP	240	14	0.00224873976632054	0.0624433890750588	GO:0060047
regulation of cell development	BP	812	26	0.0907427492831632	0.680149468274647	GO:0060284
respiratory system development	BP	226	15	0.000428120904183711	0.016832618637681	GO:0060541
hepaticobiliary system development	BP	146	13	5.71572326677305e-05	0.00322276620530341	GO:0061008
regulation of biological quality	BP	2880	95	0.000922027415544169	0.0306774857373022	GO:0065008
lymphocyte apoptotic process	BP	84	4	0.146496673818754	0.882755524539989	GO:0070227
regulation of lymphocyte apoptotic process	BP	61	4	0.0602245972888978	0.557209541262917	GO:0070228
negative regulation of lymphocyte apoptotic process	BP	39	2	0.243481864622685	1	GO:0070229
T cell apoptotic process	BP	60	3	0.177526731845772	0.966550661995001	GO:0070231
regulation of T cell apoptotic process	BP	41	3	0.0765171622201963	0.613882620433501	GO:0070232
response to oxygen levels	BP	343	21	0.000104375177380505	0.00529256191207004	GO:0070482
leukocyte proliferation	BP	334	12	0.113903316874061	0.763967869875955	GO:0070661
regulation of leukocyte proliferation	BP	264	10	0.109567861553851	0.763967869875955	GO:0070663
positive regulation of leukocyte proliferation	BP	163	4	0.559124319422457	1	GO:0070665
leukocyte apoptotic process	BP	121	7	0.0279406778109584	0.345115651958209	GO:0071887
purine-containing compound metabolic process	BP	561	12	0.709513341868388	1	GO:0072521
purine-containing compound biosynthetic process	BP	254	4	0.866491148883746	1	GO:0072522
purine-containing compound catabolic process	BP	152	2	0.885939281047412	1	GO:0072523
regulation of response to stress	BP	1394	52	0.00128335249298173	0.0395518885841199	GO:0080134
regulation of muscle system process	BP	232	11	0.0263646471770041	0.335948370785069	GO:0090257
organophosphate biosynthetic process	BP	603	10	0.921798777616199	1	GO:0090407
cell-cell adhesion	BP	941	50	1.71141684929276e-07	1.884669888339e-05	GO:0098609
intracellular signaling cassette	BP	1864	68	0.0004202917528636	0.0167504405606196	GO:0141124
carbohydrate derivative metabolic process	BP	976	29	0.149746209716988	0.898517806964187	GO:1901135
carbohydrate derivative catabolic process	BP	249	7	0.398464332405277	1	GO:1901136
carbohydrate derivative biosynthetic process	BP	590	12	0.770329918052507	1	GO:1901137
nucleoside phosphate catabolic process	BP	179	2	0.933167705949959	1	GO:1901292
nucleoside phosphate biosynthetic process	BP	311	7	0.630145420988679	1	GO:1901293
glycosyl compound metabolic process	BP	84	4	0.146496673818754	0.882755524539989	GO:1901657
response to nitrogen compound	BP	1111	53	1.97516364960514e-06	0.000169642059347288	GO:1901698
regulation of leukocyte differentiation	BP	332	7	0.696401003586071	1	GO:1902105
positive regulation of leukocyte differentiation	BP	191	3	0.844615874098418	1	GO:1902107
regulation of intracellular signal transduction	BP	1929	70	0.00039841341810184	0.0159758950682456	GO:1902531
positive regulation of intracellular signal transduction	BP	1085	41	0.00330309272722469	0.0849190844031708	GO:1902533
regulation of leukocyte cell-cell adhesion	BP	376	15	0.041411350819886	0.464154842092996	GO:1903037
positive regulation of leukocyte cell-cell adhesion	BP	278	9	0.233579291649279	1	GO:1903039
mononuclear cell differentiation	BP	522	14	0.386380415800545	1	GO:1903131
regulation of blood circulation	BP	254	12	0.0214790791192777	0.312711589757428	GO:1903522
positive regulation of blood circulation	BP	38	2	0.234478550077787	1	GO:1903524
regulation of hemopoiesis	BP	419	7	0.884278840065765	1	GO:1903706
positive regulation of hemopoiesis	BP	191	3	0.844615874098418	1	GO:1903708
regulation of multicellular organismal development	BP	1390	71	1.74782458745757e-09	2.89030186816957e-07	GO:2000026
regulation of leukocyte apoptotic process	BP	92	6	0.0243001733543529	0.312880616710695	GO:2000106
negative regulation of leukocyte apoptotic process	BP	58	3	0.165566469997882	0.93782909219915	GO:2000107
regulation of cell motility	BP	1009	62	1.49240857039268e-11	3.55594424853025e-09	GO:2000145
negative regulation of cell motility	BP	317	22	1.07257156080678e-05	0.00074272228799742	GO:2000146
regulation of reproductive process	BP	193	12	0.00269569592008073	0.0718819806174116	GO:2000241
negative regulation of reproductive process	BP	71	6	0.00742697861607394	0.153895995915432	GO:2000242
MAPK cascade	BP	734	31	0.00203983888308	0.0572161896331263	GO:0000165
cell morphogenesis	BP	977	31	0.0763500845994226	0.613882620433501	GO:0000902
blood vessel development	BP	730	54	2.94433366348559e-13	1.03561094681234e-10	GO:0001568
ameboidal-type cell migration	BP	234	8	0.208344713956512	1	GO:0001667
postsynaptic membrane organization	BP	40	2	0.252498836229407	1	GO:0001941
vasculature development	BP	761	54	1.52626536445093e-12	4.63294715217372e-10	GO:0001944
epithelial cell development	BP	216	7	0.270107010374978	1	GO:0002064
columnar/cuboidal epithelial cell differentiation	BP	111	6	0.0530149423501387	0.50521775113668	GO:0002065
organelle organization	BP	3481	101	0.0269613320054861	0.339838541473018	GO:0006996
cell-cell junction assembly	BP	156	14	2.73843535513309e-05	0.00172389173393165	GO:0007043
homophilic cell adhesion via plasma membrane adhesion molecules	BP	150	9	0.0109618474422908	0.203096636683714	GO:0007156
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	BP	45	2	0.297590611388326	1	GO:0007157
nervous system development	BP	2535	85	0.00110768752960664	0.0356762325124324	GO:0007399
synapse assembly	BP	261	6	0.607959285817304	1	GO:0007416
central nervous system development	BP	1025	40	0.00210807874854884	0.0589809557943103	GO:0007417
brain development	BP	727	28	0.0110316258302649	0.204218710754253	GO:0007420
protein localization	BP	2477	73	0.0432752103233437	0.473074477070111	GO:0008104
detection of external stimulus	BP	137	3	0.648135237095504	1	GO:0009581
detection of abiotic stimulus	BP	139	2	0.853495548663042	1	GO:0009582
response to mechanical stimulus	BP	219	13	0.0027381894352204	0.0727524456775167	GO:0009612
animal organ morphogenesis	BP	999	58	6.371853972893e-10	1.13866058213981e-07	GO:0009887
glial cell differentiation	BP	253	10	0.0890122398401314	0.680149468274647	GO:0010001
neural crest cell development	BP	80	2	0.580420259934431	1	GO:0014032
neural crest cell differentiation	BP	93	3	0.392129402255489	1	GO:0014033
cellular component organization	BP	6637	221	7.75533218883225e-09	1.12320526779303e-06	GO:0016043
Wnt signaling pathway	BP	450	24	0.000281732847315991	0.0118237086433239	GO:0016055
vesicle-mediated transport	BP	1546	48	0.0454260786438784	0.473074477070111	GO:0016192
calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	BP	47	2	0.315535925278044	1	GO:0016339
stem cell population maintenance	BP	181	5	0.446715626654955	1	GO:0019827
telencephalon development	BP	275	14	0.00744188366702193	0.153895995915432	GO:0021537
pallium development	BP	191	10	0.0182860068208365	0.294304032895979	GO:0021543
