GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR	Symbol
GO:0001937	negative regulation of endothelial cell proliferation	46	2	0.14	0.0085	1	ATOH8, CAV2
GO:0001944	vasculature development	760	9	2.3	1.0000	1	CDH5, WIF1, AQP1, SMAD6, ROBO4, ECSCR, ADAM12, HMGA2, ADTRP
GO:0002062	chondrocyte differentiation	112	2	0.34	0.1687	1	ZBTB16, HMGA2
GO:0002064	epithelial cell development	214	2	0.65	1.0000	1	CDH5, ROBO4
GO:0002250	adaptive immune response	491	3	1.48	0.3623	1	TREM1, C4BPA, IL1RL1
GO:0002252	immune effector process	658	2	1.99	1.0000	1	TREM1, C4BPA
GO:0002376	immune system process	2538	12	7.67	0.2337	1	LYVE1, HMGB3, IGFBP2, IRF6, SMAD6, CLDN18, TREM1, C4BPA, ZBTB16, ADTRP, CCNB2, IL1RL1
GO:0002443	leukocyte mediated immunity	409	2	1.24	1.0000	1	TREM1, C4BPA
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	327	2	0.99	1.0000	1	C4BPA, IL1RL1
GO:0002521	leukocyte differentiation	616	3	1.86	1.0000	1	CLDN18, ZBTB16, IL1RL1
GO:0002573	myeloid leukocyte differentiation	239	2	0.72	1.0000	1	CLDN18, IL1RL1
GO:0002682	regulation of immune system process	1557	7	4.71	1.0000	1	LYVE1, IGFBP2, CLDN18, C4BPA, ZBTB16, ADTRP, IL1RL1
GO:0002683	negative regulation of immune system process	510	4	1.54	1.0000	1	CLDN18, C4BPA, ADTRP, IL1RL1
GO:0002684	positive regulation of immune system process	1077	5	3.25	1.0000	1	LYVE1, IGFBP2, C4BPA, ZBTB16, IL1RL1
GO:0002685	regulation of leukocyte migration	229	2	0.69	1.0000	1	LYVE1, ADTRP
GO:0002694	regulation of leukocyte activation	566	3	1.71	1.0000	1	IGFBP2, ZBTB16, IL1RL1
GO:0002696	positive regulation of leukocyte activation	360	3	1.09	1.0000	1	IGFBP2, ZBTB16, IL1RL1
GO:0002819	regulation of adaptive immune response	214	2	0.65	1.0000	1	C4BPA, IL1RL1
GO:0002820	negative regulation of adaptive immune response	67	2	0.2	1.0000	1	C4BPA, IL1RL1
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	199	2	0.6	1.0000	1	C4BPA, IL1RL1
GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	62	2	0.19	1.0000	1	C4BPA, IL1RL1
GO:0003002	regionalization	419	4	1.27	1.0000	1	WIF1, SMAD6, HHIP, ZBTB16
GO:0003006	developmental process involved in reproduction	982	2	2.97	1.0000	1	RPL39L, ZBTB16
GO:0003008	system process	1931	4	5.84	1.0000	1	CDH5, POSTN, DSG2, AQP1
GO:0003013	circulatory system process	597	3	1.8	1.0000	1	CDH5, POSTN, DSG2
GO:0003158	endothelium development	138	3	0.42	1.0000	1	CDH5, ROBO4, ATOH8
GO:0005975	carbohydrate metabolic process	558	2	1.69	1.0000	1	SORBS1, FBP1
GO:0005996	monosaccharide metabolic process	257	2	0.78	1.0000	1	SORBS1, FBP1
GO:0006006	glucose metabolic process	193	2	0.58	1.0000	1	SORBS1, FBP1
GO:0006082	organic acid metabolic process	888	2	2.68	1.0000	1	FBP1, ADTRP
GO:0006091	generation of precursor metabolites and energy	465	2	1.41	1.0000	1	SORBS1, FBP1
GO:0006109	regulation of carbohydrate metabolic process	182	2	0.55	1.0000	1	SORBS1, FBP1
GO:0006139	nucleobase-containing compound metabolic process	5372	13	16.23	1.0000	1	RMI2, FBP1, SPIDR, UBE2T, HMGB3, IRF6, SMAD6, NEK2, MCM10, ZBTB16, HMGA2, ATOH8, CDC6
GO:0006259	DNA metabolic process	978	8	2.96	1.0000	1	RMI2, SPIDR, UBE2T, HMGB3, NEK2, MCM10, HMGA2, CDC6
GO:0006260	DNA replication	274	3	0.83	0.1294	1	RMI2, MCM10, CDC6
GO:0006261	DNA-templated DNA replication	161	2	0.49	1.0000	1	MCM10, CDC6
GO:0006270	DNA replication initiation	37	2	0.11	0.0056	1	MCM10, CDC6
GO:0006281	DNA repair	609	4	1.84	0.4534	1	RMI2, SPIDR, UBE2T, HMGA2
GO:0006282	regulation of DNA repair	223	3	0.67	1.0000	1	RMI2, SPIDR, HMGA2
GO:0006302	double-strand break repair	316	3	0.95	1.0000	1	RMI2, SPIDR, HMGA2
GO:0006310	DNA recombination	341	3	1.03	0.2426	1	RMI2, SPIDR, HMGB3
GO:0006325	chromatin organization	1015	3	3.07	1.0000	1	OIP5, NEK2, HMGA2
GO:0006338	chromatin remodeling	870	3	2.63	0.8307	1	OIP5, NEK2, HMGA2
GO:0006351	DNA-templated transcription	3319	7	10.03	1.0000	1	FBP1, HMGB3, IRF6, SMAD6, ZBTB16, HMGA2, ATOH8
GO:0006355	regulation of DNA-templated transcription	3203	7	9.68	1.0000	1	FBP1, HMGB3, IRF6, SMAD6, ZBTB16, HMGA2, ATOH8
GO:0006357	regulation of transcription by RNA polymerase II	2446	7	7.39	0.6223	1	FBP1, HMGB3, IRF6, SMAD6, ZBTB16, HMGA2, ATOH8
GO:0006366	transcription by RNA polymerase II	2558	7	7.73	1.0000	1	FBP1, HMGB3, IRF6, SMAD6, ZBTB16, HMGA2, ATOH8
GO:0006468	protein phosphorylation	1107	5	3.35	1.0000	1	CDH5, NEK2, HMGA2, ADTRP, CDC6
GO:0006508	proteolysis	1634	6	4.94	0.2737	1	CPM, AQP1, MMP11, ECSCR, ADAM12, CDC20
GO:0006629	lipid metabolic process	1308	4	3.95	1.0000	1	SORBS1, UGT8, PIP5K1B, ADTRP
GO:0006793	phosphorus metabolic process	2281	7	6.89	1.0000	1	CDH5, FBP1, NEK2, HMGA2, PIP5K1B, ADTRP, CDC6
GO:0006796	phosphate-containing compound metabolic process	2278	7	6.88	1.0000	1	CDH5, FBP1, NEK2, HMGA2, PIP5K1B, ADTRP, CDC6
GO:0006810	transport	4251	11	12.85	1.0000	1	SORBS1, LYVE1, AQP1, KCNJ15, MSR1, CLDN18, RRAD, C4BPA, CA4, ADTRP, CAV2
GO:0006811	monoatomic ion transport	1231	3	3.72	1.0000	1	AQP1, KCNJ15, RRAD
GO:0006812	monoatomic cation transport	1032	3	3.12	1.0000	1	AQP1, KCNJ15, RRAD
GO:0006813	potassium ion transport	233	2	0.7	1.0000	1	AQP1, KCNJ15
GO:0006873	intracellular monoatomic ion homeostasis	518	2	1.57	1.0000	1	CDH5, CAV2
GO:0006874	intracellular calcium ion homeostasis	296	2	0.89	0.5100	1	CDH5, CAV2
GO:0006897	endocytosis	694	4	2.1	1.0000	1	LYVE1, MSR1, C4BPA, CAV2
GO:0006898	receptor-mediated endocytosis	266	3	0.8	0.1755	1	LYVE1, MSR1, CAV2
GO:0006909	phagocytosis	231	2	0.7	1.0000	1	MSR1, C4BPA
GO:0006915	apoptotic process	1858	7	5.61	1.0000	1	CDH5, AQP1, SMAD6, ECSCR, HHIP, ZBTB16, HMGA2
GO:0006935	chemotaxis	447	2	1.35	0.3501	1	TREM1, ECSCR
GO:0006950	response to stress	3844	18	11.62	1.0000	1	CDH5, POSTN, LYVE1, RMI2, FBP1, SPIDR, GPX2, UBE2T, HMGB3, AQP1, SMAD6, TREM1, MCM10, C4BPA, UGT8, HMGA2, ADTRP, IL1RL1
GO:0006952	defense response	1771	6	5.35	1.0000	1	CDH5, HMGB3, AQP1, TREM1, C4BPA, IL1RL1
GO:0006954	inflammatory response	846	2	2.56	1.0000	1	CDH5, IL1RL1
GO:0006955	immune response	1774	5	5.36	0.5003	1	HMGB3, SMAD6, TREM1, C4BPA, IL1RL1
GO:0006959	humoral immune response	285	2	0.86	0.4478	1	TREM1, C4BPA
GO:0006970	response to osmotic stress	85	2	0.26	1.0000	1	FBP1, AQP1
GO:0006972	hyperosmotic response	28	2	0.08	1.0000	1	FBP1, AQP1
GO:0006974	DNA damage response	904	5	2.73	0.5768	1	RMI2, SPIDR, UBE2T, MCM10, HMGA2
GO:0006979	response to oxidative stress	390	2	1.18	0.2679	1	GPX2, AQP1
GO:0006996	organelle organization	3539	13	10.69	1.0000	1	CDH5, SORBS1, OIP5, RMI2, HMGB3, AQP1, NEK2, UGT8, HMGA2, CAV2, CCNB2, CDC6, CDC20
GO:0007010	cytoskeleton organization	1493	7	4.51	0.3936	1	CDH5, SORBS1, AQP1, NEK2, UGT8, CCNB2, CDC20
GO:0007017	microtubule-based process	970	4	2.93	1.0000	1	CDH5, NEK2, CCNB2, CDC20
GO:0007043	cell-cell junction assembly	154	3	0.47	1.0000	1	CDH5, CLDN18, UGT8
GO:0007049	cell cycle	1614	8	4.88	1.0000	1	OIP5, RMI2, NEK2, HMGA2, CAV2, CCNB2, CDC6, CDC20
GO:0007051	spindle organization	199	3	0.6	1.0000	1	NEK2, CCNB2, CDC20
GO:0007052	mitotic spindle organization	130	2	0.39	1.0000	1	NEK2, CDC20
GO:0007059	chromosome segregation	419	6	1.27	0.1396	1	OIP5, RMI2, NEK2, CCNB2, CDC6, CDC20
GO:0007088	regulation of mitotic nuclear division	119	3	0.36	0.0016	1	NEK2, CAV2, CDC20
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	97	2	0.29	1.0000	1	CDC6, CDC20
GO:0007093	mitotic cell cycle checkpoint signaling	151	2	0.46	1.0000	1	CDC6, CDC20
GO:0007154	cell communication	6053	25	18.29	0.0688	1	CDH5, MYZAP, SORBS1, POSTN, WIF1, OIP5, DSG2, FBP1, GDF10, IGFBP2, AQP1, SMAD6, CLDN18, TREM1, MS4A7, RRAD, HHIP, HMGA2, PIP5K1B, ATOH8, CAV2, SCEL, IL1RL1, CDC6, CDC20
GO:0007155	cell adhesion	1478	12	4.47	0.4251	1	CDH5, SORBS1, POSTN, LYVE1, DSG2, IGFBP2, SMAD6, CLDN18, ROBO4, ZBTB16, ADAM12, ADTRP
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	149	3	0.45	0.0103	1	CDH5, DSG2, ROBO4
GO:0007159	leukocyte cell-cell adhesion	411	3	1.24	1.0000	1	IGFBP2, ZBTB16, ADTRP
GO:0007160	cell-matrix adhesion	231	3	0.7	0.2390	1	SORBS1, POSTN, LYVE1
GO:0007162	negative regulation of cell adhesion	288	2	0.87	1.0000	1	POSTN, ADTRP
GO:0007163	establishment or maintenance of cell polarity	226	2	0.68	1.0000	1	CDH5, AQP1
GO:0007165	signal transduction	5550	23	16.77	1.0000	1	CDH5, MYZAP, SORBS1, POSTN, WIF1, FBP1, GDF10, IGFBP2, AQP1, SMAD6, CLDN18, TREM1, MS4A7, RRAD, HHIP, HMGA2, PIP5K1B, ATOH8, CAV2, SCEL, IL1RL1, CDC6, CDC20
GO:0007166	cell surface receptor signaling pathway	2721	14	8.22	0.8684	1	CDH5, SORBS1, POSTN, WIF1, GDF10, IGFBP2, SMAD6, CLDN18, MS4A7, HHIP, ATOH8, CAV2, SCEL, IL1RL1
GO:0007167	enzyme-linked receptor protein signaling pathway	969	9	2.93	1.0000	1	CDH5, SORBS1, WIF1, GDF10, IGFBP2, SMAD6, HHIP, ATOH8, CAV2
GO:0007169	cell surface receptor protein tyrosine kinase signaling pathway	629	4	1.9	1.0000	1	SORBS1, IGFBP2, HHIP, CAV2
GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	365	6	1.1	1.0000	1	CDH5, WIF1, GDF10, SMAD6, ATOH8, CAV2
GO:0007179	transforming growth factor beta receptor signaling pathway	210	4	0.63	0.0159	1	CDH5, GDF10, SMAD6, CAV2
GO:0007264	small GTPase-mediated signal transduction	481	2	1.45	0.3143	1	FBP1, RRAD
GO:0007267	cell-cell signaling	1299	3	3.93	1.0000	1	AQP1, HMGA2, CDC20
GO:0007275	multicellular organism development	4588	22	13.86	1.0000	1	CDH5, POSTN, WIF1, DSG2, GDF10, AQP1, IRF6, SMAD6, NEK2, CLDN18, ROBO4, ECSCR, HHIP, UGT8, ZBTB16, ADAM12, HMGA2, ADTRP, ATOH8, SCEL, CCNB2, CDC20
GO:0007276	gamete generation	787	3	2.38	1.0000	1	RPL39L, ZBTB16, CCNB2
GO:0007283	spermatogenesis	614	2	1.86	0.8422	1	RPL39L, ZBTB16
GO:0007346	regulation of mitotic cell cycle	495	4	1.5	1.0000	1	NEK2, CAV2, CDC6, CDC20
GO:0007369	gastrulation	193	2	0.58	1.0000	1	HMGA2, ATOH8
GO:0007389	pattern specification process	464	4	1.4	1.0000	1	WIF1, SMAD6, HHIP, ZBTB16
GO:0007399	nervous system development	2527	9	7.64	0.6305	1	POSTN, GDF10, AQP1, ROBO4, HHIP, UGT8, ZBTB16, ATOH8, CDC20
GO:0007417	central nervous system development	1022	4	3.09	0.2253	1	GDF10, AQP1, UGT8, ZBTB16
GO:0007420	brain development	727	2	2.2	1.0000	1	GDF10, AQP1
GO:0007507	heart development	598	3	1.81	0.3866	1	WIF1, DSG2, SMAD6
GO:0007565	female pregnancy	181	2	0.55	0.3115	1	DSG2, IGFBP2
GO:0007584	response to nutrient	164	2	0.5	0.1516	1	POSTN, IGFBP2
GO:0008015	blood circulation	514	3	1.55	1.0000	1	CDH5, POSTN, DSG2
GO:0008037	cell recognition	151	2	0.46	1.0000	1	ROBO4, C4BPA
GO:0008104	protein localization	2493	8	7.53	1.0000	1	CDH5, SORBS1, SPIDR, MSR1, CLDN18, UGT8, ZBTB16, ADTRP
GO:0008150	biological_process	16215	49	49	1.0000	1	CDH5, MYZAP, SORBS1, POSTN, LYVE1, WIF1, OIP5, RMI2, RPL39L, CPM, DSG2, FBP1, SPIDR, GDF10, GPX2, UBE2T, HMGB3, IGFBP2, AQP1, IRF6, KCNJ15, SMAD6, MMP11, MSR1, NEK2, CLDN18, TREM1, ROBO4, MCM10, MS4A7, RRAD, ECSCR, HHIP, C4BPA, UGT8, CA4, ZBTB16, C1orf116, ADAM12, HMGA2, PIP5K1B, ADTRP, ATOH8, CAV2, SCEL, CCNB2, IL1RL1, CDC6, CDC20
GO:0008152	metabolic process	10659	32	32.21	1.0000	1	CDH5, SORBS1, POSTN, LYVE1, RMI2, RPL39L, CPM, FBP1, SPIDR, UBE2T, HMGB3, AQP1, IRF6, SMAD6, MMP11, MSR1, NEK2, TREM1, MCM10, ECSCR, C4BPA, UGT8, CA4, ZBTB16, ADAM12, HMGA2, PIP5K1B, ADTRP, ATOH8, IL1RL1, CDC6, CDC20
GO:0008219	cell death	1920	7	5.8	1.0000	1	CDH5, AQP1, SMAD6, ECSCR, HHIP, ZBTB16, HMGA2
GO:0008283	cell population proliferation	1936	13	5.85	0.2416	1	CDH5, IGFBP2, AQP1, IRF6, SMAD6, CLDN18, MCM10, HHIP, ZBTB16, HMGA2, ATOH8, CAV2, CDC6
GO:0008284	positive regulation of cell population proliferation	922	5	2.79	1.0000	1	IGFBP2, AQP1, HMGA2, CAV2, CDC6
GO:0008285	negative regulation of cell population proliferation	699	7	2.11	0.0692	1	CDH5, IRF6, SMAD6, ZBTB16, ATOH8, CAV2, CDC6
GO:0008286	insulin receptor signaling pathway	124	2	0.37	0.1588	1	SORBS1, CAV2
GO:0008544	epidermis development	357	2	1.08	1.0000	1	IRF6, SCEL
GO:0008610	lipid biosynthetic process	698	3	2.11	1.0000	1	SORBS1, UGT8, PIP5K1B
GO:0008643	carbohydrate transport	131	2	0.4	1.0000	1	SORBS1, AQP1
GO:0009056	catabolic process	2592	7	7.83	1.0000	1	LYVE1, FBP1, MMP11, ECSCR, C4BPA, ADTRP, CDC20
GO:0009057	macromolecule catabolic process	1422	4	4.3	1.0000	1	LYVE1, ECSCR, C4BPA, CDC20
GO:0009058	biosynthetic process	7390	18	22.33	1.0000	1	CDH5, SORBS1, POSTN, RPL39L, CPM, FBP1, HMGB3, IRF6, SMAD6, MSR1, TREM1, UGT8, ZBTB16, HMGA2, PIP5K1B, ADTRP, ATOH8, IL1RL1
GO:0009059	macromolecule biosynthetic process	6423	16	19.41	1.0000	1	CDH5, SORBS1, POSTN, RPL39L, CPM, FBP1, HMGB3, IRF6, SMAD6, MSR1, TREM1, ZBTB16, HMGA2, ADTRP, ATOH8, IL1RL1
GO:0009314	response to radiation	433	2	1.31	1.0000	1	SPIDR, AQP1
GO:0009410	response to xenobiotic stimulus	421	2	1.27	0.5069	1	FBP1, IGFBP2
GO:0009605	response to external stimulus	2301	13	6.95	1.0000	1	CDH5, POSTN, HMGB3, IGFBP2, AQP1, SMAD6, TREM1, ECSCR, C4BPA, HMGA2, ADTRP, SCEL, IL1RL1
GO:0009607	response to biotic stimulus	1541	6	4.66	1.0000	1	HMGB3, AQP1, SMAD6, TREM1, C4BPA, HMGA2
GO:0009611	response to wounding	563	3	1.7	0.2546	1	LYVE1, AQP1, ADTRP
GO:0009612	response to mechanical stimulus	218	4	0.66	0.0091	1	POSTN, IGFBP2, AQP1, SCEL
GO:0009617	response to bacterium	662	4	2	1.0000	1	AQP1, SMAD6, TREM1, C4BPA
GO:0009628	response to abiotic stimulus	1127	6	3.41	1.0000	1	POSTN, FBP1, SPIDR, IGFBP2, AQP1, SCEL
GO:0009651	response to salt stress	24	2	0.07	1.0000	1	FBP1, AQP1
GO:0009653	anatomical structure morphogenesis	2637	15	7.97	0.0162	1	CDH5, POSTN, LYVE1, CPM, AQP1, SMAD6, ROBO4, ECSCR, HHIP, UGT8, ZBTB16, ADAM12, HMGA2, ADTRP, ATOH8
GO:0009719	response to endogenous stimulus	1472	14	4.45	1.0000	1	CDH5, SORBS1, POSTN, DSG2, FBP1, GDF10, IGFBP2, AQP1, SMAD6, CLDN18, HHIP, ADTRP, CAV2, CDC6
GO:0009725	response to hormone	892	10	2.7	1.0000	1	SORBS1, DSG2, FBP1, IGFBP2, AQP1, SMAD6, CLDN18, ADTRP, CAV2, CDC6
GO:0009790	embryo development	1105	7	3.34	1.0000	1	SMAD6, NEK2, ZBTB16, HMGA2, ATOH8, SCEL, CCNB2
GO:0009792	embryo development ending in birth or egg hatching	672	3	2.03	0.0616	1	NEK2, SCEL, CCNB2
GO:0009880	embryonic pattern specification	76	2	0.23	0.0962	1	SMAD6, ZBTB16
GO:0009887	animal organ morphogenesis	997	3	3.01	1.0000	1	AQP1, SMAD6, HHIP
GO:0009888	tissue development	1932	13	5.84	0.2684	1	CDH5, POSTN, DSG2, AQP1, IRF6, SMAD6, ROBO4, HHIP, ZBTB16, HMGA2, ATOH8, CAV2, SCEL
GO:0009889	regulation of biosynthetic process	4968	13	15.01	1.0000	1	CDH5, SORBS1, POSTN, FBP1, HMGB3, IRF6, SMAD6, MSR1, ZBTB16, HMGA2, ADTRP, ATOH8, IL1RL1
GO:0009890	negative regulation of biosynthetic process	2212	6	6.68	1.0000	1	FBP1, MSR1, ZBTB16, HMGA2, ATOH8, IL1RL1
GO:0009891	positive regulation of biosynthetic process	2625	10	7.93	1.0000	1	CDH5, SORBS1, POSTN, IRF6, SMAD6, ZBTB16, HMGA2, ADTRP, ATOH8, IL1RL1
GO:0009892	negative regulation of metabolic process	2854	9	8.62	1.0000	1	RMI2, FBP1, AQP1, MSR1, ZBTB16, HMGA2, ATOH8, IL1RL1, CDC6
GO:0009893	positive regulation of metabolic process	3540	15	10.7	1.0000	1	CDH5, SORBS1, POSTN, SPIDR, IRF6, SMAD6, NEK2, ECSCR, C4BPA, ZBTB16, HMGA2, ADTRP, ATOH8, IL1RL1, CDC20
GO:0009894	regulation of catabolic process	1028	4	3.11	1.0000	1	FBP1, ECSCR, C4BPA, CDC20
GO:0009896	positive regulation of catabolic process	545	3	1.65	1.0000	1	ECSCR, C4BPA, CDC20
GO:0009913	epidermal cell differentiation	218	2	0.66	1.0000	1	IRF6, SCEL
GO:0009952	anterior/posterior pattern specification	213	2	0.64	0.1355	1	WIF1, ZBTB16
GO:0009953	dorsal/ventral pattern formation	86	2	0.26	0.1927	1	SMAD6, HHIP
GO:0009966	regulation of signal transduction	3008	13	9.09	1.0000	1	CDH5, SORBS1, POSTN, WIF1, FBP1, IGFBP2, SMAD6, CLDN18, HHIP, PIP5K1B, ATOH8, CAV2, SCEL
GO:0009967	positive regulation of signal transduction	1553	5	4.69	1.0000	1	CDH5, SORBS1, ATOH8, CAV2, SCEL
GO:0009968	negative regulation of signal transduction	1311	7	3.96	1.0000	1	WIF1, FBP1, IGFBP2, SMAD6, CLDN18, HHIP, CAV2
GO:0009987	cellular process	15203	48	45.94	1.0000	1	CDH5, MYZAP, SORBS1, POSTN, LYVE1, WIF1, OIP5, RMI2, RPL39L, CPM, DSG2, FBP1, SPIDR, GDF10, GPX2, UBE2T, HMGB3, IGFBP2, AQP1, IRF6, KCNJ15, SMAD6, MMP11, MSR1, NEK2, CLDN18, TREM1, ROBO4, MCM10, MS4A7, RRAD, ECSCR, HHIP, C4BPA, UGT8, CA4, ZBTB16, ADAM12, HMGA2, PIP5K1B, ADTRP, ATOH8, CAV2, SCEL, CCNB2, IL1RL1, CDC6, CDC20
GO:0010038	response to metal ion	334	2	1.01	1.0000	1	FBP1, AQP1
GO:0010256	endomembrane system organization	590	2	1.78	1.0000	1	AQP1, CAV2
GO:0010467	gene expression	5995	15	18.12	1.0000	1	CDH5, POSTN, RPL39L, CPM, FBP1, HMGB3, IRF6, SMAD6, MSR1, TREM1, ZBTB16, HMGA2, ADTRP, ATOH8, IL1RL1
GO:0010468	regulation of gene expression	4684	12	14.15	1.0000	1	CDH5, POSTN, FBP1, HMGB3, IRF6, SMAD6, MSR1, ZBTB16, HMGA2, ADTRP, ATOH8, IL1RL1
GO:0010498	proteasomal protein catabolic process	568	2	1.72	1.0000	1	ECSCR, CDC20
GO:0010556	regulation of macromolecule biosynthetic process	4802	13	14.51	1.0000	1	CDH5, SORBS1, POSTN, FBP1, HMGB3, IRF6, SMAD6, MSR1, ZBTB16, HMGA2, ADTRP, ATOH8, IL1RL1
GO:0010557	positive regulation of macromolecule biosynthetic process	2521	10	7.62	1.0000	1	CDH5, SORBS1, POSTN, IRF6, SMAD6, ZBTB16, HMGA2, ADTRP, ATOH8, IL1RL1
GO:0010558	negative regulation of macromolecule biosynthetic process	2143	6	6.48	1.0000	1	FBP1, MSR1, ZBTB16, HMGA2, ATOH8, IL1RL1
GO:0010562	positive regulation of phosphorus metabolic process	506	2	1.53	1.0000	1	HMGA2, ADTRP
GO:0010564	regulation of cell cycle process	719	6	2.17	0.1566	1	RMI2, NEK2, HMGA2, CAV2, CDC6, CDC20
GO:0010569	regulation of double-strand break repair via homologous recombination	81	2	0.24	0.1534	1	RMI2, SPIDR
GO:0010586	miRNA metabolic process	110	2	0.33	1.0000	1	SMAD6, ATOH8
GO:0010604	positive regulation of macromolecule metabolic process	3235	15	9.78	1.0000	1	CDH5, SORBS1, POSTN, SPIDR, IRF6, SMAD6, NEK2, ECSCR, C4BPA, ZBTB16, HMGA2, ADTRP, ATOH8, IL1RL1, CDC20
GO:0010605	negative regulation of macromolecule metabolic process	2630	9	7.95	1.0000	1	RMI2, FBP1, AQP1, MSR1, ZBTB16, HMGA2, ATOH8, IL1RL1, CDC6
GO:0010628	positive regulation of gene expression	1149	5	3.47	0.3172	1	CDH5, POSTN, HMGA2, ADTRP, IL1RL1
GO:0010629	negative regulation of gene expression	1121	4	3.39	0.5884	1	MSR1, HMGA2, ATOH8, IL1RL1
GO:0010638	positive regulation of organelle organization	504	2	1.52	1.0000	1	NEK2, CDC20
GO:0010639	negative regulation of organelle organization	359	2	1.08	1.0000	1	CDH5, CDC20
GO:0010646	regulation of cell communication	3433	14	10.37	1.0000	1	CDH5, SORBS1, POSTN, WIF1, FBP1, IGFBP2, SMAD6, CLDN18, HHIP, PIP5K1B, ATOH8, CAV2, SCEL, CDC20
GO:0010647	positive regulation of cell communication	1748	5	5.28	1.0000	1	CDH5, SORBS1, ATOH8, CAV2, SCEL
GO:0010648	negative regulation of cell communication	1418	7	4.29	1.0000	1	WIF1, FBP1, IGFBP2, SMAD6, CLDN18, HHIP, CAV2
GO:0010720	positive regulation of cell development	451	2	1.36	1.0000	1	CDH5, ZBTB16
GO:0010906	regulation of glucose metabolic process	101	2	0.31	1.0000	1	SORBS1, FBP1
GO:0010948	negative regulation of cell cycle process	306	3	0.92	1.0000	1	NEK2, CDC6, CDC20
GO:0012501	programmed cell death	1916	7	5.79	1.0000	1	CDH5, AQP1, SMAD6, ECSCR, HHIP, ZBTB16, HMGA2
