Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cell-Matrix Adhesion (GO:0007160)	3/101	0.011916245483096957	0.14683662518157234	0	0	6.67820324005891	29.583456274872734	SORBS1;ARHGAP6;LYVE1
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	7/531	0.012408817471603216	0.14683662518157234	0	0	2.9784330624640893	13.073379124411478	SOX2;IL6;ZBTB16;ATOH8;HMGA2;IRF6;FOXM1
Cellular Response to Insulin Stimulus (GO:0032869)	3/103	0.012561357068343562	0.14683662518157234	0	0	6.544020618556701	28.644029473574406	CAV2;PLA2G1B;SORBS1
Regulation of Cell Cycle (GO:0051726)	5/295	0.01260954199309972	0.14683662518157234	0	0	3.8056261343012703	16.643150293553564	CDC20;GADD45B;HMGA2;FOXM1;CDKN3
Positive Regulation of Cellular Component Organization (GO:0051130)	3/104	0.012891292295930435	0.14683662518157234	0	0	6.478922119016025	28.191106730411338	CDC20;CDH5;SPIDR
Regulation of DNA Binding (GO:0051101)	2/37	0.012991873746471051	0.14683662518157234	0	0	12.375510204081632	53.75217730215998	HJURP;HMGA2
Double-Strand Break Repair via Homologous Recombination (GO:0000724)	3/105	0.013226161640913444	0.14683662518157234	0	0	6.415100060642814	27.748890392646377	RMI2;CDC45;SPIDR
Positive Regulation of Vasculature Development (GO:1904018)	3/105	0.013226161640913444	0.14683662518157234	0	0	6.415100060642814	27.748890392646377	CDH5;ANXA3;HMGA2
External Encapsulating Structure Organization (GO:0045229)	3/106	0.013565975362616717	0.14683662518157234	0	0	6.352517265538985	27.317033968022237	MMP11;POSTN;SLC39A8
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	4/197	0.013845144567051526	0.14683662518157234	0	0	4.5479274611398965	19.464314002009036	CDH5;SMAD9;SLC39A8;CP
Extracellular Structure Organization (GO:0043062)	3/107	0.013910743233487372	0.14683662518157234	0	0	6.291137985725615	26.895205267478627	MMP11;POSTN;SLC39A8
Negative Regulation of BMP Signaling Pathway (GO:0030514)	2/39	0.014367731823249531	0.14683662518157234	0	0	11.70546056260342	49.663581973333436	GREM1;SMAD6
Negative Regulation of Canonical Wnt Signaling Pathway (GO:0090090)	3/110	0.014974862324096274	0.14683662518157234	0	0	6.113883803834666	25.686763373396555	SOX2;GREM1;IGFBP2
Neutrophil Chemotaxis (GO:0030593)	2/40	0.015078270905505153	0.14683662518157234	0	0	11.396885069817401	47.804241085860845	PLA2G1B;TREM1
Keratinocyte Differentiation (GO:0030216)	2/40	0.015078270905505153	0.14683662518157234	0	0	11.396885069817401	47.804241085860845	SCEL;SPRR1B
Mitotic Cell Cycle Phase Transition (GO:0044772)	3/111	0.015339535030842432	0.14683662518157234	0	0	6.056987399770905	25.30198547346467	CCNB2;FOXM1;CDKN3
DNA Recombination (GO:0006310)	2/41	0.015803679055054753	0.14683662518157234	0	0	11.104133961276819	46.054534566738006	RMI2;HMGB3
Response to Hydrogen Peroxide (GO:0042542)	2/41	0.015803679055054753	0.14683662518157234	0	0	11.104133961276819	46.054534566738006	IL6;HBA1
Regulation of Canonical Wnt Signaling Pathway (GO:0060828)	4/206	0.01606033159711206	0.14683662518157234	0	0	4.343440594059406	17.9445031674113	SOX2;GREM1;SCEL;IGFBP2
BMP Signaling Pathway (GO:0030509)	2/42	0.01654380439195932	0.14683662518157234	0	0	10.826020408163265	44.40555996844109	SMAD9;SMAD6
Regulation of Protein-Containing Complex Assembly (GO:0043254)	3/116	0.01723797062436756	0.14683662518157234	0	0	5.787610619469026	23.50140743324701	CDH5;HJURP;SPIDR
Regulation of Mitotic Cell Cycle (GO:0007346)	3/117	0.017632714827190477	0.14683662518157234	0	0	5.73657080846446	23.16426893975033	CDC20;CAV2;NEK2
Negative Regulation of Apoptotic Process (GO:0043066)	6/443	0.017904752617898534	0.14683662518157234	0	0	3.0413359949364622	12.234349131928747	GREM1;CDH5;IL6;HMGA2;DSG2;SMAD6
Bicellular Tight Junction Assembly (GO:0070830)	2/44	0.01806760448805856	0.14683662518157234	0	0	10.30952380952381	41.37866303454556	CDH5;CLDN18
Cellular Response to Radiation (GO:0071478)	2/44	0.01806760448805856	0.14683662518157234	0	0	10.30952380952381	41.37866303454556	RRAD;SPIDR
Positive Regulation of Osteoblast Differentiation (GO:0045669)	2/44	0.01806760448805856	0.14683662518157234	0	0	10.30952380952381	41.37866303454556	GDF10;IL6
Negative Regulation of Monocyte Chemotaxis (GO:0090027)	1/4	0.018597510913485757	0.14683662518157234	0	0	71.56902356902357	285.1830584444005	GREM1
Regulation of Osteoclast Proliferation (GO:0090289)	1/4	0.018597510913485757	0.14683662518157234	0	0	71.56902356902357	285.1830584444005	GREM1
Cellular Response to Magnesium Ion (GO:0071286)	1/4	0.018597510913485757	0.14683662518157234	0	0	71.56902356902357	285.1830584444005	FBP1
Response to Peptidoglycan (GO:0032494)	1/4	0.018597510913485757	0.14683662518157234	0	0	71.56902356902357	285.1830584444005	IL6
Epithelial Fluid Transport (GO:0042045)	1/4	0.018597510913485757	0.14683662518157234	0	0	71.56902356902357	285.1830584444005	CLDN18
Leukocyte Apoptotic Process (GO:0071887)	1/4	0.018597510913485757	0.14683662518157234	0	0	71.56902356902357	285.1830584444005	IL6
Negative Regulation of T Cell Migration (GO:2000405)	1/4	0.018597510913485757	0.14683662518157234	0	0	71.56902356902357	285.1830584444005	CD69
Regulation of Cell Population Proliferation (GO:0042127)	8/712	0.018608371546791583	0.14683662518157234	0	0	2.5389081027667983	10.115374764051767	GREM1;IL6;PLA2G1B;CDC6;IRF6;SMAD6;FOXM1;CDKN3
Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	2/45	0.018850980820527267	0.14683662518157234	0	0	10.069292833412435	39.987078365455496	CDC6;CDKN3
Stem Cell Differentiation (GO:0048863)	2/45	0.018850980820527267	0.14683662518157234	0	0	10.069292833412435	39.987078365455496	HMGA2;SMAD9
Positive Regulation of miRNA Transcription (GO:1902895)	2/45	0.018850980820527267	0.14683662518157234	0	0	10.069292833412435	39.987078365455496	IL6;ATOH8
Regulation of Endothelial Cell Apoptotic Process (GO:2000351)	2/47	0.020459947905500774	0.14683662518157234	0	0	9.620861678004536	37.41828325394875	CDH5;ECSCR
Regulation of Mitotic Metaphase/Anaphase Transition (GO:0030071)	2/47	0.020459947905500774	0.14683662518157234	0	0	9.620861678004536	37.41828325394875	CDC20;CDC6
Neutrophil Migration (GO:1990266)	2/47	0.020459947905500774	0.14683662518157234	0	0	9.620861678004536	37.41828325394875	PLA2G1B;TREM1
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	5/338	0.02140383776637156	0.14683662518157234	0	0	3.3074126758337283	12.714306323446634	CDH5;IL6;HMGA2;ADTRP;SORBS1
Cellular Response to BMP Stimulus (GO:0071773)	2/49	0.02212422883779064	0.14683662518157234	0	0	9.210594876248372	35.102331821622954	SMAD9;SMAD6
Tight Junction Assembly (GO:0120192)	2/49	0.02212422883779064	0.14683662518157234	0	0	9.210594876248372	35.102331821622954	CDH5;CLDN18
Regulation of Metabolic Process (GO:0019222)	2/50	0.022976751352551273	0.14683662518157234	0	0	9.01828231292517	34.02843561172304	MFAP4;FOXM1
Apical Junction Assembly (GO:0043297)	2/50	0.022976751352551273	0.14683662518157234	0	0	9.01828231292517	34.02843561172304	CDH5;CLDN18
Cellular Response to Ionizing Radiation (GO:0071479)	2/50	0.022976751352551273	0.14683662518157234	0	0	9.01828231292517	34.02843561172304	RRAD;SPIDR
Positive Regulation of miRNA Metabolic Process (GO:2000630)	2/50	0.022976751352551273	0.14683662518157234	0	0	9.01828231292517	34.02843561172304	IL6;ATOH8
Insulin Receptor Signaling Pathway (GO:0008286)	2/50	0.022976751352551273	0.14683662518157234	0	0	9.01828231292517	34.02843561172304	CAV2;SORBS1
Negative Regulation of Double-Strand Break Repair via Nonhomologous End Joining (GO:2001033)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	HMGA2
Regulation of Glucagon Secretion (GO:0070092)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	IL6
Negative Regulation of miRNA Processing (GO:1903799)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	IL6
Negative Regulation of Nervous System Process (GO:0031645)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	JAM2
Bundle of His cell-Purkinje Myocyte Adhesion Involved in Cell Communication (GO:0086073)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	DSG2
Plasma Membrane Raft Assembly (GO:0044854)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	CAV2
Renal Filtration Cell Differentiation (GO:0061318)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	CD24
Resolution of DNA Recombination Intermediates (GO:0071139)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	RMI2
Positive Regulation of Aggrephagy (GO:1905337)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	SLC6A4
Positive Regulation of Cholesterol Storage (GO:0010886)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	MSR1
Positive Regulation of Endothelial Cell Development (GO:1901552)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	CDH5
Positive Regulation of Establishment of Endothelial Barrier (GO:1903142)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	CDH5
Endothelial Cell Morphogenesis (GO:0001886)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	CDH5
Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	FBP1
Fructose Metabolic Process (GO:0006000)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	FBP1
Galactolipid Biosynthetic Process (GO:0019375)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	UGT8
Galactosylceramide Biosynthetic Process (GO:0006682)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	UGT8
Gap Junction Assembly (GO:0016264)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	GJB6
Glomerular Epithelial Cell Differentiation (GO:0072311)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	CD24
Vocal Learning (GO:0042297)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	SLC6A4
Imitative Learning (GO:0098596)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	SLC6A4
Inflammatory Response to Wounding (GO:0090594)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	IL6
Maintenance of DNA Repeat Elements (GO:0043570)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	RMI2
Negative Regulation of Actin Filament Depolymerization (GO:0030835)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	PLEKHH2
Regulation of Carbohydrate Biosynthetic Process (GO:0043255)	1/5	0.023193148857655763	0.14683662518157234	0	0	53.67424242424242	202.0243925937262	FBP1
Intracellular Iron Ion Homeostasis (GO:0006879)	2/51	0.02384267160068734	0.14991488033856834	0	0	8.833819241982507	33.00560784025547	SMAD9;CP
Cartilage Development (GO:0051216)	2/52	0.024721848128798074	0.15334227420430158	0	0	8.656734693877551	32.030506044458185	ZBTB16;HMGA2
Regulation of Stem Cell Population Maintenance (GO:2000036)	2/52	0.024721848128798074	0.15334227420430158	0	0	8.656734693877551	32.030506044458185	HMGA2;DSG2
Positive Regulation of Signal Transduction (GO:0009967)	4/237	0.025339177420998126	0.1544881778762547	0	0	3.7600143061516453	13.819569990158422	CDH5;IL6;SORBS1;SLC6A4
Epidermal Cell Differentiation (GO:0009913)	2/53	0.025614140490906098	0.1544881778762547	0	0	8.486594637855141	31.100065661286003	SCEL;SPRR1B
Homophilic Cell Adhesion via Plasma Membrane Adhesion Molecules (GO:0007156)	2/53	0.025614140490906098	0.1544881778762547	0	0	8.486594637855141	31.100065661286003	ROBO4;DSG2
Regulation of Cell Cycle Process (GO:0010564)	3/138	0.027088370884739386	0.1544881778762547	0	0	4.839404352806414	17.463720204599607	CAV2;HMGA2;NEK2
Regulation of Mitotic Nuclear Division (GO:0007088)	2/55	0.02743751593358929	0.1544881778762547	0	0	8.165575664227955	29.36213631938006	CAV2;NEK2
Regulation of Interleukin-1-Mediated Signaling Pathway (GO:2000659)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	IL6
Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	DSG2
Pituitary Gland Development (GO:0021983)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	SOX2
Cellular Response to Hydroxyurea (GO:0072711)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	SPIDR
Dorsal/Ventral Axis Specification (GO:0009950)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	SMAD6
Positive Regulation of Extracellular Matrix Disassembly (GO:0090091)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	IL6
Positive Regulation of Gliogenesis (GO:0014015)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	IL6
Tight Junction Organization (GO:0120193)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	CLDN18
Glycosylceramide Biosynthetic Process (GO:0046476)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	UGT8
Positive Regulation of Synaptic Plasticity (GO:0031915)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	CDC20
Lipoprotein Metabolic Process (GO:0042157)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	OLR1
Metaphase/Anaphase Transition of Cell Cycle (GO:0044784)	1/6	0.02776748295161441	0.1544881778762547	0	0	42.93737373737374	153.88280808574467	CDC20
Regulation of Apoptotic Process (GO:0042981)	7/645	0.031843089720385555	0.15453291871432107	0	0	2.432787272053123	8.385659312800177	GREM1;IL6;GADD45B;HMGA2;DSG2;SMAD6;SLC6A4
DNA Damage Response (GO:0006974)	5/377	0.03220591436146109	0.15453291871432107	0	0	2.9551499717034524	10.15272851345194	RMI2;RRAD;UBE2T;MCM10;SPIDR
Granulocyte Chemotaxis (GO:0071621)	2/60	0.03221584158441888	0.15453291871432107	0	0	7.459887403237157	25.626928613323663	PLA2G1B;TREM1
DNA Geometric Change (GO:0032392)	1/7	0.03232061045005408	0.15453291871432107	0	0	35.77946127946128	122.79690573090025	HMGB3
Regulation of Glial Cell Proliferation (GO:0060251)	1/7	0.03232061045005408	0.15453291871432107	0	0	35.77946127946128	122.79690573090025	IL6
