Term	Ont	N	DE	P.DE	adj_pval	GOID
cell population proliferation	BP	1932	25	3.82949933810093e-06	0.00644630120137284	GO:0008283
positive regulation of cell population proliferation	BP	911	11	0.00458487115047755	0.393121085497446	GO:0008284
catabolic process	BP	2585	14	0.370243157102541	1	GO:0009056
biosynthetic process	BP	7407	37	0.443945481778742	1	GO:0009058
response to external stimulus	BP	2311	23	0.000565853603933465	0.136290760973496	GO:0009605
response to abiotic stimulus	BP	1130	14	0.0010771065359482	0.200605489134452	GO:0009628
anatomical structure morphogenesis	BP	2654	25	0.000700863610027099	0.152904018929152	GO:0009653
embryo development	BP	1107	12	0.00719036166142046	0.49328552339138	GO:0009790
embryo development ending in birth or egg hatching	BP	676	5	0.230076462959357	1	GO:0009792
tissue development	BP	1941	22	0.00012393083400776	0.045769722512966	GO:0009888
regulation of signal transduction	BP	2997	24	0.00788201250461448	0.526076852679977	GO:0009966
positive regulation of signal transduction	BP	1539	12	0.0682349885448244	1	GO:0009967
negative regulation of signal transduction	BP	1324	13	0.0114283789121268	0.594463493694408	GO:0009968
regulation of cell communication	BP	3423	27	0.00566189525547032	0.419605140354404	GO:0010646
positive regulation of cell communication	BP	1733	12	0.132231286731594	1	GO:0010647
negative regulation of cell communication	BP	1431	14	0.00897646805919811	0.536618742834633	GO:0010648
positive regulation of cell development	BP	438	4	0.163143284391924	1	GO:0010720
programmed cell death	BP	1921	17	0.0105460657159602	0.567209393689228	GO:0012501
response to purine-containing compound	BP	148	4	0.00583743008419314	0.429739578855933	GO:0014074
cell migration	BP	1502	16	0.00225997401603779	0.30879086778599	GO:0016477
organophosphate metabolic process	BP	1048	5	0.577912367545205	1	GO:0019637
regulation of cell-cell adhesion	BP	489	8	0.00259393226175161	0.331852521553615	GO:0022407
positive regulation of cell-cell adhesion	BP	327	5	0.021452705379503	0.78314744399408	GO:0022409
reproductive process	BP	1528	14	0.0153141604764872	0.658925207764039	GO:0022414
regulation of anatomical structure morphogenesis	BP	829	9	0.0191270776114708	0.724657822494895	GO:0022603
regulation of signaling	BP	3416	27	0.00550551392042178	0.409384842156464	GO:0023051
positive regulation of signaling	BP	1734	12	0.132628316411199	1	GO:0023056
negative regulation of signaling	BP	1431	14	0.00897646805919811	0.536618742834633	GO:0023057
hemopoiesis	BP	953	6	0.315061867623003	1	GO:0030097
lymphocyte differentiation	BP	427	4	0.153067479031694	1	GO:0030098
cell differentiation	BP	4253	38	4.69510104888862e-05	0.0227390218950901	GO:0030154
regulation of cell adhesion	BP	781	12	0.00039168951428851	0.103326761275227	GO:0030155
B cell differentiation	BP	141	2	0.149212713531303	1	GO:0030183
T cell differentiation	BP	319	3	0.201292469024785	1	GO:0030217
respiratory tube development	BP	203	3	0.0758580938077519	1	GO:0030323
lung development	BP	199	3	0.0724116505344552	1	GO:0030324
regulation of cell migration	BP	950	12	0.00212572977138012	0.298863198194462	GO:0030334
negative regulation of cell migration	BP	302	3	0.180486006860693	1	GO:0030336
regulation of defense response	BP	821	5	0.366315977101829	1	GO:0031347
negative regulation of defense response	BP	267	2	0.371626860576193	1	GO:0031348
regulation of response to external stimulus	BP	1092	7	0.277745141558407	1	GO:0032101
negative regulation of response to external stimulus	BP	399	4	0.12858387459128	1	GO:0032102
multicellular organismal process	BP	6798	49	0.000605814924766081	0.14130792545149	GO:0032501
developmental process	BP	6292	53	2.14723447674239e-06	0.00475805687701346	GO:0032502
regulation of localization	BP	1994	12	0.256805506060053	1	GO:0032879
mononuclear cell proliferation	BP	300	4	0.0580613954673558	1	GO:0032943
regulation of mononuclear cell proliferation	BP	241	4	0.0297399238045163	0.871702343365444	GO:0032944
positive regulation of mononuclear cell proliferation	BP	147	3	0.0346455055439143	0.930395817394318	GO:0032946
nucleobase-containing compound biosynthetic process	BP	4537	20	0.720242078391806	1	GO:0034654
nucleobase-containing compound catabolic process	BP	528	3	0.472887763753683	1	GO:0034655
tube development	BP	1098	17	1.95023042531808e-05	0.0156676240015098	GO:0035295
intracellular signal transduction	BP	2919	27	0.000536025560655971	0.133214584040432	GO:0035556
response to decreased oxygen levels	BP	316	5	0.0188175967130952	0.724657822494895	GO:0036293
locomotion	BP	1224	15	0.000788535284927428	0.168011090179874	GO:0040011
regulation of locomotion	BP	1052	12	0.00484327164316092	0.393121085497446	GO:0040012
negative regulation of locomotion	BP	334	3	0.220103558991872	1	GO:0040013
T cell activation	BP	577	6	0.0614417213359566	1	GO:0042110
B cell activation	BP	279	2	0.392312386445576	1	GO:0042113
regulation of cell population proliferation	BP	1628	22	8.49808304645932e-06	0.0100422995961202	GO:0042127
homeostatic process	BP	1703	13	0.0672902567097317	1	GO:0042592
regulation of apoptotic process	BP	1408	14	0.00783594257985891	0.524582029084875	GO:0042981
chordate embryonic development	BP	655	4	0.391938577918563	1	GO:0043009
negative regulation of apoptotic process	BP	850	8	0.0540189692760044	1	GO:0043066
regulation of programmed cell death	BP	1447	14	0.00984506724840365	0.540464525956603	GO:0043067
negative regulation of programmed cell death	BP	880	9	0.0268530665431975	0.856267806982118	GO:0043069
amide metabolic process	BP	443	2	0.635725916143387	1	GO:0043603
regulation of system process	BP	556	3	0.50728988224102	1	GO:0044057
primary metabolic process	BP	9240	48	0.288786967371577	1	GO:0044238
small molecule metabolic process	BP	1712	7	0.732709457481351	1	GO:0044281
small molecule biosynthetic process	BP	586	3	0.542849803882486	1	GO:0044283
leukocyte activation	BP	965	9	0.0442746739949753	1	GO:0045321
regulation of T cell differentiation	BP	189	2	0.232889490135006	1	GO:0045580
regulation of cell differentiation	BP	1520	17	0.000957564579205311	0.186128715005355	GO:0045595
positive regulation of cell differentiation	BP	857	10	0.00858910597719542	0.536618742834633	GO:0045597
regulation of lymphocyte differentiation	BP	222	3	0.0931852738848578	1	GO:0045619
positive regulation of cell adhesion	BP	486	6	0.0308038109273832	0.888778185338391	GO:0045785
alpha-beta T cell activation	BP	193	3	0.067379107295386	1	GO:0046631
alpha-beta T cell differentiation	BP	135	3	0.0279097548236309	0.856267806982118	GO:0046632
regulation of alpha-beta T cell activation	BP	117	2	0.110292826204222	1	GO:0046634
regulation of alpha-beta T cell differentiation	BP	79	2	0.0562407990025612	1	GO:0046637
lymphocyte activation	BP	803	7	0.0947697919407198	1	GO:0046649
lymphocyte proliferation	BP	292	4	0.0535941459180542	1	GO:0046651
secretion	BP	964	6	0.324502999466253	1	GO:0046903
lung alveolus development	BP	54	2	0.0282223199026064	0.856267806982118	GO:0048286
cell development	BP	2783	16	0.268795644283459	1	GO:0048468
animal organ development	BP	2962	25	0.00331160324189659	0.378256784727766	GO:0048513
positive regulation of biological process	BP	6022	41	0.00740840334238926	0.505116337427703	GO:0048518
negative regulation of biological process	BP	5174	48	5.75841214623558e-07	0.0018228664964062	GO:0048519
positive regulation of cellular process	BP	5688	39	0.0084096527120627	0.536618742834633	GO:0048522
negative regulation of cellular process	BP	4972	45	3.61578773137541e-06	0.00644630120137284	GO:0048523
embryonic organ development	BP	450	2	0.644251993959306	1	GO:0048568
positive regulation of response to stimulus	BP	2282	17	0.04684918758218	1	GO:0048584
negative regulation of response to stimulus	BP	1679	20	0.00013783771280227	0.0469693193883144	GO:0048585
multicellular organismal reproductive process	BP	941	9	0.0387382474022711	0.964495308075197	GO:0048609
anatomical structure formation involved in morphogenesis	BP	1189	15	0.000585169633410417	0.139399065676681	GO:0048646
system development	BP	3958	31	0.00308395630829095	0.365870126673812	GO:0048731
gland development	BP	443	4	0.167802342188812	1	GO:0048732
anatomical structure development	BP	5774	47	3.81787018936296e-05	0.0201429013157366	GO:0048856
cellular developmental process	BP	4254	38	4.72040709045601e-05	0.0227390218950901	GO:0048869
cell motility	BP	1744	16	0.00948255135114851	0.536618742834633	GO:0048870
multicellular organismal-level homeostasis	BP	819	9	0.0178270215430885	0.724657822494895	GO:0048871
homeostasis of number of cells	BP	331	3	0.216311216367812	1	GO:0048872
regulation of lymphocyte proliferation	BP	236	4	0.027830885527246	0.856267806982118	GO:0050670
positive regulation of lymphocyte proliferation	BP	144	3	0.0328893365659723	0.903010883167944	GO:0050671
regulation of inflammatory response	BP	395	5	0.0430692907268041	0.99725435027717	GO:0050727
negative regulation of inflammatory response	BP	170	2	0.199170137229422	1	GO:0050728
positive regulation of immune response	BP	753	4	0.497509278176785	1	GO:0050778
regulation of developmental process	BP	2388	26	5.04087973385854e-05	0.0237661391537386	GO:0050793
regulation of T cell activation	BP	383	6	0.0108386119426549	0.57872964346335	GO:0050863
regulation of B cell activation	BP	131	2	0.132659045795105	1	GO:0050864
regulation of cell activation	BP	627	8	0.011162116834324	0.587509137605191	GO:0050865
positive regulation of cell activation	BP	380	5	0.0374820596113466	0.955012242801842	GO:0050867
positive regulation of T cell activation	BP	255	4	0.0354908797300831	0.950958166794331	GO:0050870
regulation of body fluid levels	BP	382	5	0.0381995878221943	0.956457250341247	GO:0050878
leukocyte migration	BP	384	8	0.000558533942259703	0.136006083808052	GO:0050900
regulation of secretion	BP	605	5	0.170023171789135	1	GO:0051046
regulation of transport	BP	1587	9	0.361665696468025	1	GO:0051049
positive regulation of developmental process	BP	1311	18	5.27880287064653e-05	0.0238720393491136	GO:0051094
localization	BP	5163	31	0.103398294853916	1	GO:0051179
establishment of localization	BP	4568	27	0.145556193761094	1	GO:0051234
regulation of multicellular organismal process	BP	2897	29	7.63326925265793e-05	0.0307537478853904	GO:0051239
positive regulation of multicellular organismal process	BP	1628	16	0.00498912376299889	0.398065808574939	GO:0051240
negative regulation of multicellular organismal process	BP	1103	14	0.000853380580537635	0.176729535365733	GO:0051241
regulation of lymphocyte activation	BP	504	7	0.0112986860771968	0.590489586756139	GO:0051249
positive regulation of lymphocyte activation	BP	328	4	0.0752140026331792	1	GO:0051251
nucleobase-containing small molecule metabolic process	BP	665	2	0.83677876918282	1	GO:0055086
regulation of cell development	BP	812	7	0.099043580625281	1	GO:0060284
respiratory system development	BP	226	3	0.0970258617798802	1	GO:0060541
regulation of biological quality	BP	2880	15	0.423300746835553	1	GO:0065008
response to oxygen levels	BP	343	5	0.0256986922042724	0.831324555553974	GO:0070482
leukocyte proliferation	BP	334	5	0.0232491642323453	0.795572764171773	GO:0070661
regulation of leukocyte proliferation	BP	264	5	0.00924886599249691	0.536618742834633	GO:0070663
positive regulation of leukocyte proliferation	BP	163	3	0.0448133081130175	1	GO:0070665
leukocyte apoptotic process	BP	121	2	0.116575511978115	1	GO:0071887
regulation of response to stress	BP	1394	12	0.0368660627704729	0.955012242801842	GO:0080134
organophosphate biosynthetic process	BP	603	3	0.562347396643853	1	GO:0090407
cell-cell adhesion	BP	941	17	2.56795809117915e-06	0.00517303484931262	GO:0098609
intracellular signaling cassette	BP	1864	18	0.00344904500810195	0.387001989259201	GO:0141124
carbohydrate derivative metabolic process	BP	976	7	0.194288151327847	1	GO:1901135
carbohydrate derivative catabolic process	BP	249	4	0.0329526952973269	0.903010883167944	GO:1901136
carbohydrate derivative biosynthetic process	BP	590	3	0.547481393043288	1	GO:1901137
response to nitrogen compound	BP	1111	12	0.00739110170980316	0.505116337427703	GO:1901698
regulation of leukocyte differentiation	BP	332	4	0.0778533340131042	1	GO:1902105
regulation of intracellular signal transduction	BP	1929	15	0.0445779856524244	1	GO:1902531
positive regulation of intracellular signal transduction	BP	1085	8	0.155291224315452	1	GO:1902533
regulation of leukocyte cell-cell adhesion	BP	376	7	0.00235792313731203	0.312869573650881	GO:1903037
positive regulation of leukocyte cell-cell adhesion	BP	278	4	0.046248066314583	1	GO:1903039
mononuclear cell differentiation	BP	522	5	0.109521542851424	1	GO:1903131
regulation of hemopoiesis	BP	419	4	0.145896415450052	1	GO:1903706
regulation of multicellular organismal development	BP	1390	18	0.000111628249257527	0.0433959714964482	GO:2000026
regulation of cell motility	BP	1009	12	0.00347549058452913	0.387001989259201	GO:2000145
negative regulation of cell motility	BP	317	3	0.198814497307481	1	GO:2000146
regulation of reproductive process	BP	193	3	0.067379107295386	1	GO:2000241
MAPK cascade	BP	734	7	0.0655696138974701	1	GO:0000165
cell morphogenesis	BP	977	6	0.335715723961167	1	GO:0000902
blood vessel development	BP	730	12	0.000212202604254246	0.0671742501095691	GO:0001568
vasculature development	BP	761	12	0.000310039454444504	0.0862622087711457	GO:0001944
epithelial cell development	BP	216	2	0.281295404951629	1	GO:0002064
organelle organization	BP	3481	20	0.235118646559818	1	GO:0006996
cell-cell junction assembly	BP	156	4	0.00701268257188617	0.484093561091669	GO:0007043
homophilic cell adhesion via plasma membrane adhesion molecules	BP	150	3	0.0364495024701402	0.955012242801842	GO:0007156
nervous system development	BP	2535	18	0.0607377429879994	1	GO:0007399
central nervous system development	BP	1025	10	0.0266799228165105	0.856014663252598	GO:0007417
brain development	BP	727	7	0.0629615530264928	1	GO:0007420
protein localization	BP	2477	13	0.423322473117526	1	GO:0008104
response to mechanical stimulus	BP	219	5	0.00427075305912957	0.393121085497446	GO:0009612
animal organ morphogenesis	BP	999	9	0.0529991343368508	1	GO:0009887
glial cell differentiation	BP	253	2	0.347160061599183	1	GO:0010001
cellular component organization	BP	6637	44	0.00845517329635117	0.536618742834633	GO:0016043
Wnt signaling pathway	BP	450	7	0.00627259970547826	0.452750934441996	GO:0016055
vesicle-mediated transport	BP	1546	9	0.333185429635179	1	GO:0016192
stem cell population maintenance	BP	181	3	0.0578224004048685	1	GO:0019827
telencephalon development	BP	275	4	0.0447523864627872	1	GO:0021537
pallium development	BP	191	2	0.236464038702796	1	GO:0021543
neurogenesis	BP	1734	9	0.465248390633135	1	GO:0022008
cellular component assembly	BP	3037	23	0.0176704410972828	0.724657822494895	GO:0022607
regulation of Wnt signaling pathway	BP	325	6	0.00501976644142554	0.398065808574939	GO:0030111
negative regulation of Wnt signaling pathway	BP	169	4	0.00923889235611957	0.536618742834633	GO:0030178
epithelial cell differentiation	BP	701	10	0.00211501065779005	0.298863198194462	GO:0030855
forebrain development	BP	406	5	0.0474703577617518	1	GO:0030900
regulation of protein localization	BP	885	7	0.137537993594272	1	GO:0032880
macromolecule localization	BP	2927	13	0.675209250935134	1	GO:0033036
regulation of organelle organization	BP	1141	9	0.101245773895848	1	GO:0033043
cell junction assembly	BP	504	8	0.00311917043587625	0.367647328130754	GO:0034329
cell junction organization	BP	826	11	0.00217665497269715	0.301453109624976	GO:0034330
tube morphogenesis	BP	879	13	0.000319215719086328	0.0862622087711457	GO:0035239
endocrine system development	BP	136	2	0.140882235661988	1	GO:0035270
gliogenesis	BP	339	2	0.490617172542461	1	GO:0042063
muscle cell differentiation	BP	391	3	0.294171632553071	1	GO:0042692
regulation of MAPK cascade	BP	628	7	0.0328930670220991	0.903010883167944	GO:0043408
positive regulation of MAPK cascade	BP	444	6	0.0209514421983797	0.769922069110939	GO:0043410
cellular component biogenesis	BP	3298	23	0.0416925570923272	0.994095020148415	GO:0044085
cell-cell junction organization	BP	215	5	0.0039506012349443	0.393121085497446	GO:0045216
blood vessel morphogenesis	BP	640	11	0.000270727848429255	0.0789349788597878	GO:0048514
mesenchymal cell differentiation	BP	254	3	0.125620290316949	1	GO:0048762
stem cell differentiation	BP	252	3	0.123484459484976	1	GO:0048863
regulation of synapse structure or activity	BP	307	3	0.1865430139418	1	GO:0050803
regulation of synapse organization	BP	301	3	0.179281264716655	1	GO:0050807
synapse organization	BP	559	3	0.510908976216007	1	GO:0050808
positive regulation of transport	BP	845	5	0.389547737125579	1	GO:0051050
regulation of cellular component organization	BP	2414	18	0.0408272503516779	0.994095020148415	GO:0051128
striated muscle cell differentiation	BP	287	3	0.162663903161398	1	GO:0051146
organelle localization	BP	605	3	0.564608735407979	1	GO:0051640
cellular localization	BP	3339	19	0.257078819544931	1	GO:0051641
establishment of localization in cell	BP	1947	7	0.843339965853403	1	GO:0051649
localization within membrane	BP	690	4	0.430261901927353	1	GO:0051668
canonical Wnt signaling pathway	BP	311	5	0.0176941321006578	0.724657822494895	GO:0060070
head development	BP	776	7	0.08258927586693	1	GO:0060322
regulation of cellular localization	BP	995	7	0.207209453564813	1	GO:0060341
epithelium development	BP	1176	13	0.00438902302721149	0.393121085497446	GO:0060429
mesenchyme development	BP	313	3	0.193881695164151	1	GO:0060485
regulation of canonical Wnt signaling pathway	BP	255	5	0.00803311331385839	0.526983509428439	GO:0060828
membrane organization	BP	808	4	0.553428625193233	1	GO:0061024
muscle structure development	BP	677	3	0.641199051397983	1	GO:0061061
neural precursor cell proliferation	BP	156	3	0.0402000194512508	0.983214383024576	GO:0061351
cellular macromolecule localization	BP	2490	13	0.431017550898014	1	GO:0070727
cellular component organization or biogenesis	BP	6835	44	0.0146958302344433	0.6448413904258	GO:0071840
circulatory system development	BP	1139	14	0.00116190799061678	0.214555993033977	GO:0072359
protein localization to membrane	BP	595	4	0.325751022012268	1	GO:0072657
protein localization to plasma membrane	BP	291	2	0.412694679106047	1	GO:0072659
negative regulation of canonical Wnt signaling pathway	BP	137	3	0.0289787311607715	0.860777082830478	GO:0090090
neuronal stem cell population maintenance	BP	25	2	0.00647811042743166	0.458773561231817	GO:0097150
maintenance of cell number	BP	185	3	0.060931314513912	1	GO:0098727
cell-cell adhesion via plasma-membrane adhesion molecules	BP	258	4	0.0368014713774616	0.955012242801842	GO:0098742
regulation of protein localization to membrane	BP	193	2	0.240041788730379	1	GO:1905475
protein localization to cell periphery	BP	355	2	0.515148848668938	1	GO:1990778
regulation of neural precursor cell proliferation	BP	88	2	0.067970231900498	1	GO:2000177
angiogenesis	BP	553	11	7.57171328629528e-05	0.0307537478853904	GO:0001525
tissue homeostasis	BP	267	6	0.00191025787795739	0.286009488632823	GO:0001894
endothelial cell proliferation	BP	163	2	0.186903217074058	1	GO:0001935
regulation of endothelial cell proliferation	BP	140	2	0.147538507729683	1	GO:0001936
sprouting angiogenesis	BP	139	2	0.14586827953929	1	GO:0002040
cell migration involved in sprouting angiogenesis	BP	60	2	0.0342636901765335	0.92253840901799	GO:0002042
chromatin organization	BP	1363	7	0.492694958125549	1	GO:0006325
chromatin remodeling	BP	1219	6	0.543529220509935	1	GO:0006338
protein phosphorylation	BP	911	10	0.012814182591236	0.638088701211682	GO:0006468
regulation of endothelial cell migration	BP	175	2	0.207991683340426	1	GO:0010594
positive regulation of endothelial cell migration	BP	110	2	0.0995298290234656	1	GO:0010595
phosphorylation	BP	1001	10	0.0231226126817897	0.795572764171773	GO:0016310
protein metabolic process	BP	4202	26	0.102143859449205	1	GO:0019538
positive regulation of cell migration	BP	550	8	0.00525992113720029	0.40611356264537	GO:0030335
regulation of cellular component size	BP	345	2	0.49990620879517	1	GO:0032535
cellular response to stress	BP	1841	14	0.0600959040084339	1	GO:0033554
protein modification process	BP	2355	16	0.101880062857238	1	GO:0036211
positive regulation of locomotion	BP	591	8	0.00798754487696152	0.526983509428439	GO:0040017
macromolecule metabolic process	BP	8450	54	0.00550213392005322	0.409384842156464	GO:0043170
macromolecule modification	BP	2544	16	0.16504887178771	1	GO:0043412
blood vessel endothelial cell migration	BP	124	3	0.0224163877093751	0.795572764171773	GO:0043534
endothelial cell migration	BP	231	5	0.00534219183950608	0.40838896074161	GO:0043542
regulation of angiogenesis	BP	300	9	1.53065769219848e-05	0.0144680074860077	GO:0045765
positive regulation of angiogenesis	BP	168	7	1.76584189854052e-05	0.0156517162519037	GO:0045766
epithelial cell proliferation	BP	440	6	0.0201428263435749	0.750159477222312	GO:0050673
regulation of epithelial cell proliferation	BP	362	4	0.0990934556426911	1	GO:0050678
anatomical structure homeostasis	BP	267	6	0.00191025787795739	0.286009488632823	GO:0060249
regulation of cellular response to stress	BP	516	6	0.0394498651628935	0.972875879414423	GO:0080135
regulation of anatomical structure size	BP	490	3	0.424616712326762	1	GO:0090066
regulation of vasculature development	BP	307	9	1.83721343750796e-05	0.0156580048314381	GO:1901342
negative regulation of intracellular signal transduction	BP	677	6	0.110624111276471	1	GO:1902532
positive regulation of vasculature development	BP	171	7	1.97975302153651e-05	0.0156676240015098	GO:1904018
positive regulation of cell motility	BP	575	8	0.00681944616732241	0.475195306986469	GO:2000147
DNA-templated transcription	BP	3379	19	0.274719114002892	1	GO:0006351
regulation of DNA-templated transcription	BP	3265	18	0.312819384559254	1	GO:0006355
regulation of transcription by RNA polymerase II	BP	2525	16	0.157890568236444	1	GO:0006357
transcription by RNA polymerase II	BP	2643	17	0.134622287914453	1	GO:0006366
macromolecule biosynthetic process	BP	6426	33	0.377958346675848	1	GO:0009059
regulation of biosynthetic process	BP	5019	28	0.225095518238929	1	GO:0009889
positive regulation of biosynthetic process	BP	2629	18	0.0803375295895716	1	GO:0009891
positive regulation of metabolic process	BP	3473	25	0.0237618465017787	0.795572764171773	GO:0009893
gene expression	BP	6007	31	0.37276629299036	1	GO:0010467
regulation of gene expression	BP	4735	26	0.265753597408479	1	GO:0010468
regulation of macromolecule biosynthetic process	BP	4847	27	0.233962528072946	1	GO:0010556
positive regulation of macromolecule biosynthetic process	BP	2518	18	0.0575909314346714	1	GO:0010557
positive regulation of macromolecule metabolic process	BP	3172	25	0.0080757465851849	0.526983509428439	GO:0010604
RNA metabolic process	BP	4339	19	0.726842731194321	1	GO:0016070
protein ubiquitination	BP	712	3	0.674909387757392	1	GO:0016567
regulation of nucleobase-containing compound metabolic process	BP	3829	23	0.153715928316792	1	GO:0019219
regulation of metabolic process	BP	6136	38	0.0461120753782351	1	GO:0019222
protein modification by small protein conjugation	BP	795	3	0.745509309806123	1	GO:0032446
RNA biosynthetic process	BP	4138	19	0.642018912521291	1	GO:0032774
post-translational protein modification	BP	939	3	0.838791819647441	1	GO:0043687
protein-containing complex organization	BP	1783	10	0.362147550376293	1	GO:0043933
positive regulation of DNA-templated transcription	BP	1671	12	0.108949568429946	1	GO:0045893
positive regulation of nucleobase-containing compound metabolic process	BP	2000	15	0.05780084399674	1	GO:0045935
positive regulation of transcription by RNA polymerase II	BP	1239	11	0.0372417313860981	0.955012242801842	GO:0045944
regulation of RNA metabolic process	BP	3528	18	0.444722492397688	1	GO:0051252
positive regulation of RNA metabolic process	BP	1801	12	0.160744523451568	1	GO:0051254
regulation of macromolecule metabolic process	BP	5616	36	0.0332546906918586	0.903010883167944	GO:0060255
protein-containing complex assembly	BP	1585	9	0.360267775407343	1	GO:0065003
protein-DNA complex assembly	BP	203	4	0.0170977257967505	0.713500011167973	GO:0065004
protein modification by small protein conjugation or removal	BP	881	3	0.805379044863193	1	GO:0070647
protein-DNA complex organization	BP	223	4	0.0232197601157315	0.795572764171773	GO:0071824
regulation of primary metabolic process	BP	5121	32	0.0627654878566226	1	GO:0080090
nucleic acid metabolic process	BP	4876	29	0.125511439109452	1	GO:0090304
nucleic acid biosynthetic process	BP	4247	20	0.595548277360222	1	GO:0141187
positive regulation of RNA biosynthetic process	BP	1673	12	0.109659268970719	1	GO:1902680
regulation of RNA biosynthetic process	BP	3277	18	0.318595574236395	1	GO:2001141
negative regulation of transcription by RNA polymerase II	BP	912	8	0.0748093451517019	1	GO:0000122
eye development	BP	407	3	0.315365137231711	1	GO:0001654
