Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Embryonic Organ Morphogenesis (GO:0048562)	8/41	4.129731513967492E-6	3.114075669751112E-4	0	0	10.261640798226164	127.21662060519942	RBP4;EFEMP1;FOXE1;SOX17;FOXF1;ID2;SIX1;TCF21
Regulation of Mitotic Nuclear Division (GO:0007088)	9/55	4.7972974166228764E-6	3.507842020094243E-4	0	0	8.293500398476933	101.57429644999219	CCNB1;PDZD2;RGCC;CAV2;CHEK1;NUSAP1;NEK2;MKI67;AURKA
Antimicrobial Humoral Immune Response Mediated by Antimicrobial Peptide (GO:0061844)	12/104	5.828304854222097E-6	4.1363822391876236E-4	0	0	5.550694939415538	66.90132916652135	CCL14;PLA2G1B;S100A12;DEFA1;PPBP;CXCL13;NTS;CXCL3;CXCL14;CXCL2;KRT6A;S100A7
Cell Cycle G2/M Phase Transition (GO:0044839)	8/43	6.015356556522697E-6	4.147158677396933E-4	0	0	9.674332171893148	116.29703287913664	CCNA2;CCNB1;MELK;CDK1;BIRC5;FOXM1;AURKB;AURKA
Negative Regulation of Apoptotic Process (GO:0043066)	27/443	6.64059126321002E-6	4.451040755034938E-4	0	0	2.805135997723207	33.443699702491514	CX3CR1;GATA6;KIF14;SIX1;NDNF;CDH5;PTPRZ1;GRK5;PDK4;PROK2;CAPN3;PRAME;TFAP2A;ANGPT1;CAV1;HMGA2;CFLAR;SMAD6;NR4A2;GREM1;GCLC;IL6;CEACAM5;CDK1;BIRC5;DSG2;TEK
Regulation of Epithelial to Mesenchymal Transition (GO:0010717)	11/89	7.298888013387229E-6	4.760058588190103E-4	0	0	5.993157149598868	70.8857955024641	SERPINB3;GREM1;COL1A1;IL6;RGCC;GLIPR2;NKX2-1;DSG2;ZNF750;EZH2;FOXA2
Positive Regulation of Cell Differentiation (GO:0045597)	20/279	1.0385458303310454E-5	6.594766022602139E-4	0	0	3.314028314028314	38.02881946410252	SERPINB3;GDF10;MSR1;IGFBP3;LMO3;ZBTB16;ADIRF;LPL;COL1A1;TMEM100;IL6;RGCC;GLIPR2;MUSTN1;ID2;AGTR1;CD36;ECT2;TP63;EZH2
Neutrophil Migration (GO:1990266)	8/47	1.2016958176719728E-5	7.435107712929412E-4	0	0	8.68042526579112	98.34220208533488	PLA2G1B;CXCR2;S100A12;EMP2;PPBP;CXCL13;CXCL3;TREM1
Negative Regulation of Endothelial Cell Proliferation (GO:0001937)	7/35	1.4069522641525993E-5	8.410916014336909E-4	0	0	10.563387423935092	118.00887853758387	RGCC;CAV2;ALOX5;CAV1;ATOH8;COL4A3;SULF1
Negative Regulation of Cellular Process (GO:0048523)	28/489	1.4291237322329602E-5	8.410916014336909E-4	0	0	2.6248391484981064	29.28234851838087	ADAMDEC1;HPGD;ADARB1;PTHLH;PDZD2;SOX17;ALOX5;PRAME;ADAMTS8;JAM2;TP63;TFAP2A;FGFBP1;ANGPT1;IGFBP3;SUSD2;HMGA2;CDC6;SMAD6;IL6;RGCC;DLC1;COL4A3;SCGB3A1;AGTR2;IRF6;FBP1;CDKN3
Antimicrobial Humoral Response (GO:0019730)	13/133	1.5048151976389874E-5	8.490258896225335E-4	0	0	4.613398357289528	51.22835346708251	CCL14;PLA2G1B;DEFA1;PPBP;CXCL13;NTS;CXCL3;CXCL14;CXCL2;S100A12;PI3;KRT6A;S100A7
Positive Regulation of Mitotic Cell Cycle Phase Transition (GO:1901992)	9/63	1.512976098374179E-5	8.490258896225335E-4	0	0	7.062118126272912	78.38136736329268	CDC20;CCNB1;RRM2;RGCC;UBE2C;CDCA5;CDK1;BIRC5;DLGAP5
Centromere Complex Assembly (GO:0034508)	5/15	1.703944106464413E-5	9.320326084657834E-4	0	0	21.05959595959596	231.2339390427244	CENPE;CENPF;HJURP;OIP5;DLGAP5
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	22/338	1.738146182385423E-5	9.320326084657834E-4	0	0	2.992068746358773	32.793391613108774	TFAP2A;IL33;RAMP3;ANGPT1;TNNC1;HMGA2;ANK2;SORBS1;LDB2;NTS;CDH5;IL6;RGCC;ID2;LAMP3;NAMPT;NKX2-1;PKP1;CD36;ADTRP;SLC26A9;RBMS3
Regulation of Chromosome Segregation (GO:0051983)	6/25	1.936730133124262E-5	0.0010159412633106183	0	0	13.321968889835926	144.5689994159791	RMI2;NCAPG;KIF2C;CDC6;BUB1;NCAPH
Positive Regulation of MAPK Cascade (GO:0043410)	22/343	2.178041121424703E-5	0.0011182155799995337	0	0	2.9447464122316505	31.610379067229122	RAMP3;GADD45B;ANGPT1;CAV2;PLA2G1B;LRRK2;ADRB1;ARRB1;ADRB2;AGER;SOX2;MARCO;IL6;GLIPR2;NAMPT;S100A12;CD36;TEK;CD24;EZH2;DSC3;S100A7
Regulation of Cell Migration (GO:0030334)	26/448	2.2939868996559392E-5	0.0011532063310145378	0	0	2.656438098666187	28.37775636871069	CCL14;ROBO4;FAM107A;KIF14;ADARB1;LDB2;CLDN1;CDH5;DACH1;NKX2-1;PHACTR1;SERPINB3;LIMCH1;TNNC1;CAV1;EMP2;KRT5;SULF1;COL1A1;FGR;IGSF10;KRT16;DLC1;RHOJ;DSG3;EZH2
Negative Regulation of Cell Differentiation (GO:0045596)	16/202	2.3545524161875646E-5	0.0011594969347470598	0	0	3.6742202079445483	39.15460252313969	CAV1;ZBTB16;SMAD6;PTHLH;SOX2;GREM1;IL6;EFEMP1;COL5A1;ID2;COL5A2;NKX2-1;PRAME;DSG2;FOXA2;ZNF750
Epithelial Cell Differentiation (GO:0030855)	12/122	2.993646311398198E-5	0.0014447337098807704	0	0	4.638375558867362	48.3153297147148	UPK1B;KRT16;KRT15;KRT14;GATA6;CDK1;KRT13;SIX1;TCF21;DSG2;IRF6;RHCG
Establishment of Chromosome Localization (GO:0051303)	5/17	3.377584907320694E-5	0.0015980612512480068	0	0	17.5479797979798	180.66986807074355	CENPE;CENPF;KIF2C;FAM83D;NDC80
G2/M Transition of Mitotic Cell Cycle (GO:0000086)	7/40	3.525656605686974E-5	0.0016051715829288056	0	0	8.960722847132583	91.87302587298774	CCNA2;CCNB1;MELK;CDK1;BIRC5;FOXM1;AURKA
Neutrophil Chemotaxis (GO:0030593)	7/40	3.525656605686974E-5	0.0016051715829288056	0	0	8.960722847132583	91.87302587298774	PLA2G1B;CXCR2;S100A12;PPBP;CXCL13;CXCL3;TREM1
Maintenance of Blood-Brain Barrier (GO:0035633)	6/28	3.8815816408519476E-5	0.0017344919443288425	0	0	11.50368052999632	116.83923365807256	CDH5;IL6;GJB6;SLC1A1;CLDN1;JAM2
Positive Regulation of Cellular Process (GO:0048522)	30/577	4.3835299305312186E-5	0.0019083127379908138	0	0	2.370220545334319	23.785331801648717	CCL14;VIPR1;MYRF;BNC1;PLA2G1B;LRRK2;KIF14;LPL;TTK;FOXM1;PTHLH;DUOX1;GRK5;SPOCK2;NAMPT;CHEK1;CXCR2;PRAME;KRT6A;SERPINB3;SPAG5;CAV1;EMP2;LIFR;GREM1;IL6;PRC1;BIRC5;DSG2;EZH2
Chromosome Condensation (GO:0030261)	5/18	4.586910020864782E-5	0.0019083127379908138	0	0	16.1973581973582	161.8070547580993	TOP2A;CDCA5;NUSAP1;NCAPG;NCAPH
Nuclear Chromosome Segregation (GO:0098813)	5/18	4.586910020864782E-5	0.0019083127379908138	0	0	16.1973581973582	161.8070547580993	TOP2A;CENPF;KIF2C;FAM83D;NDC80
Positive Regulation of Chromosome Segregation (GO:0051984)	5/18	4.586910020864782E-5	0.0019083127379908138	0	0	16.1973581973582	161.8070547580993	CCNB1;CDK1;NCAPG;CDC6;NCAPH
Epithelium Development (GO:0060429)	13/148	4.681524314059747E-5	0.0019146640965807067	0	0	4.09783253479352	40.85252885518495	TNNC1;GATA6;KRT13;SIX1;TCF21;UPK1B;SOX17;KRT16;KRT15;KRT14;CDK1;RHCG;KRT6A
Regulation of Mitotic Sister Chromatid Separation (GO:0010965)	4/10	5.5702272734540806E-5	0.002167896517878177	0	0	28.028225806451612	274.55019463823123	CCNB1;BIRC5;CDCA8;AURKB
Positive Regulation of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090267)	4/10	5.5702272734540806E-5	0.002167896517878177	0	0	28.028225806451612	274.55019463823123	BIRC5;CDCA8;NDC80;MAD2L1
Positive Regulation of Spindle Checkpoint (GO:0090232)	4/10	5.5702272734540806E-5	0.002167896517878177	0	0	28.028225806451612	274.55019463823123	BIRC5;CDCA8;NDC80;MAD2L1
Peptide Cross-Linking (GO:0018149)	5/19	6.105695994814466E-5	0.0023385784818233824	0	0	15.03968253968254	145.94061799125822	COL3A1;PI3;SPRR1A;IVL;SPRR1B
Negative Regulation of DNA-templated Transcription (GO:0045892)	42/952	6.678609728517242E-5	0.0025180445742050165	0	0	2.0103123950285524	19.327174774032873	FOXE1;UHRF1;GATA6;TCF21;LDB2;FOXM1;AURKB;SOX2;DACH1;EDNRB;ATOH8;NKX2-1;ZBED2;CAPN3;PRAME;LRRFIP1;MAGEA6;SOX7;TP63;MAGEA3;TFAP2A;IL33;BCL11A;ZBTB16;CAV1;HMGA2;KLF2;NR4A2;CENPF;GCLC;NR4A3;ID2;ID4;MAGED4;DEPDC1;DPEP2;FOSB;BIRC5;FBP1;EZH2;ZNF750;FOXA2
Regulation of Cytokinesis (GO:0032465)	9/76	6.9614581838077E-5	0.0025843074765427663	0	0	5.688299844970666	54.451457908266875	PDZD2;PRC1;KIF14;KIF23;KIF20A;CDC6;ECT2;AURKB;AURKA
Regulation of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	4/11	8.591342803382273E-5	0.003025920874606209	0	0	24.023041474654377	224.9078082802733	JUP;CAV1;DSG2;DSC3
Kinetochore Organization (GO:0051383)	4/11	8.591342803382273E-5	0.003025920874606209	0	0	24.023041474654377	224.9078082802733	CENPE;CENPF;NUF2;DLGAP5
Positive Regulation of Mitotic Cytokinesis (GO:1903490)	4/11	8.591342803382273E-5	0.003025920874606209	0	0	24.023041474654377	224.9078082802733	BIRC5;CDCA8;ECT2;AURKB
Inflammatory Response (GO:0006954)	17/249	8.652653972143739E-5	0.003025920874606209	0	0	3.12931926893696	29.274967559531795	CCL14;AOC3;PPBP;CXCL13;AGER;SELE;IL1RL1;IL6;KRT16;NAMPT;MMP28;CXCR2;AGTR1;PROK2;AGTR2;ACKR1;CDO1
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	33/691	9.553405518408426E-5	0.0032931953594170756	0	0	2.169421971713648	20.08023002643564	FOXE1;UHRF1;GATA6;TCF21;LDB2;FOXM1;AURKB;SOX2;DACH1;EDNRB;NKX2-1;ZBED2;LRRFIP1;MAGEA6;MAGEA3;TFAP2A;IL33;BCL11A;ZBTB16;CAV1;HMGA2;KLF2;NR4A2;NR4A3;ID2;ID4;MAGED4;DPEP2;FOSB;FBP1;EZH2;ZNF750;FOXA2
Negative Regulation of Programmed Cell Death (GO:0043069)	21/358	1.1929581657821882E-4	0.004054377540890732	0	0	2.66976824863867	24.118430850374054	TFAP2A;NQO1;ANGPT1;GATA6;KIF14;HMGA2;SLC7A11;CFLAR;SMAD6;GREM1;GCLC;IL6;GRK5;CEACAM5;CDK1;PROK2;CAPN3;BIRC5;PRAME;DSG2;TEK
Positive Regulation of Mitotic Nuclear Division (GO:0045840)	6/34	1.230237689295985E-4	0.004069584501021953	0	0	9.036003470213997	81.35234083138145	CDC20;RGCC;UBE2C;NUSAP1;DLGAP5;AURKA
Bundle of His cell-Purkinje Myocyte Adhesion Involved in Cell Communication (GO:0086073)	3/5	1.2311631519875782E-4	0.004069584501021953	0	0	62.9486921529175	566.6881100496533	JUP;DSG2;DSC3
Negative Regulation of Peptidase Activity (GO:0010466)	5/22	1.3047974452782396E-4	0.004191035259335297	0	0	12.383838383838384	110.7646734910212	SERPINB3;SERPINB4;SERPINB13;SPOCK2;SPOCK1
Protein Localization to Cell Surface (GO:0034394)	5/22	1.3047974452782396E-4	0.004191035259335297	0	0	12.383838383838384	110.7646734910212	FCN1;ANK2;EMP2;FBLN5;GPIHBP1
Intermediate Filament Organization (GO:0045109)	8/65	1.3347699247912194E-4	0.004191035259335297	0	0	5.934103551561831	52.94158808465901	KRT16;KRT15;KRT14;KRT13;PKP1;KRT5;KRT6B;KRT6A
Positive Regulation of Multicellular Organismal Process (GO:0051240)	22/388	1.349087583103341E-4	0.004191035259335297	0	0	2.5770286027848277	22.96367477205173	SERPINB3;IL33;ANGPT1;ZBTB16;CAV1;LPL;SIX1;ADRB1;ADRB2;COL1A1;FGR;IL6;FABP4;RGCC;ACADL;GLIPR2;ZBED2;PKP1;DSG2;CD36;EZH2;FOXA2
Positive Regulation of Epithelial to Mesenchymal Transition (GO:0010718)	7/49	1.3547482396525205E-4	0.004191035259335297	0	0	7.037525354969574	62.681301158645795	SERPINB3;COL1A1;IL6;RGCC;GLIPR2;EMP2;EZH2
Regulation of Endothelial Cell Proliferation (GO:0001936)	9/83	1.3902328877254407E-4	0.004193289947601861	0	0	5.148483514063962	45.72300811968818	RGCC;ANGPT1;CAV2;ALOX5;CAV1;TIE1;ATOH8;TEK;SULF1
Regulation of Mitotic Cell Cycle Phase Transition (GO:1901990)	9/83	1.3902328877254407E-4	0.004193289947601861	0	0	5.148483514063962	45.72300811968818	ANLN;CENPE;CENPF;RGCC;UBE2C;ID2;KIF14;CDC6;AURKA
Protein Polymerization (GO:0051258)	7/50	1.543882046648237E-4	0.004599243677237279	0	0	6.873531770366527	60.3223919434448	TPPP3;PDZD2;UBE2C;FAM107A;COBL;KRT5;ARHGAP6
Positive Regulation of DNA-templated Transcription (GO:0045893)	49/1217	1.571297779707758E-4	0.004623831149310756	0	0	1.831658339154998	16.04246688498218	CSRNP1;FOXE1;BNC1;TCF21;ADIRF;SIX1;ARRB1;FHL5;LDB2;FOXM1;SOX2;SOX17;NAMPT;CAPN3;SOX7;TP63;LMO3;LMO7;MMP12;GREM1;DPEP2;PKP1;IRF6;ZNF750;MYRF;UHRF1;PLA2G1B;GATA6;PDZD2;ATOH8;NKX2-1;S100A10;TFAP2A;IL33;JUP;FOXF1;BCL11A;ZBTB16;ATAD2;HMGA2;SMAD9;KLF2;COL1A1;NR4A2;IL6;RGCC;NR4A3;ID2;FOXA2
Mitotic Chromosome Condensation (GO:0007076)	4/13	1.7933227936480642E-4	0.005090926942438563	0	0	18.682795698924732	161.16284311093747	CDCA5;NUSAP1;NCAPG;NCAPH
Positive Regulation of Chromosome Separation (GO:1905820)	4/13	1.7933227936480642E-4	0.005090926942438563	0	0	18.682795698924732	161.16284311093747	CDCA8;NCAPG;BIRC5;NCAPH
Regulation of Attachment of Spindle Microtubules to Kinetochore (GO:0051988)	4/13	1.7933227936480642E-4	0.005090926942438563	0	0	18.682795698924732	161.16284311093747	SPAG5;CDK1;NEK2;ECT2
Regulation of Focal Adhesion Assembly (GO:0051893)	7/52	1.9862756635184655E-4	0.005541207275643714	0	0	6.567410412440839	55.981125263834656	LIMCH1;DLC1;FAM107A;LDB2;TEK;ARHGAP6;S100A10
Negative Regulation of Angiogenesis (GO:0016525)	9/87	1.9978658639908955E-4	0.005541207275643714	0	0	4.883518721604261	41.59908623462894	RGCC;ALOX5;COL4A3;ECSCR;CD36;TEK;THBS2;SULF1;KLF2
Positive Regulation of Cell Population Proliferation (GO:0008284)	24/456	2.0969772041623958E-4	0.005750006810958933	0	0	2.3841036414565826	20.192984708997457	SERPINB3;CCL14;VIPR1;BNC1;PLA2G1B;KIF14;HMGA2;EMP2;TTK;LIFR;FOXM1;PTHLH;GREM1;IL6;NR4A3;GRK5;PRC1;ID2;NAMPT;CXCR2;BIRC5;PRAME;EZH2;KRT6A
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	40/943	2.259173107125047E-4	0.006125151356733414	0	0	1.9217102412249025	16.13341375343976	CSRNP1;UHRF1;PLA2G1B;GATA6;TCF21;ADIRF;SIX1;ARRB1;FHL5;LDB2;FOXM1;SOX2;PDZD2;SOX17;NAMPT;ATOH8;NKX2-1;SOX7;TP63;S100A10;TFAP2A;IL33;JUP;FOXF1;BCL11A;LMO3;HMGA2;SMAD9;LMO7;KLF2;MMP12;NR4A2;GREM1;IL6;RGCC;NR4A3;PKP1;IRF6;ZNF750;FOXA2
Positive Regulation of Cytokinesis (GO:0032467)	6/38	2.3331464961961408E-4	0.006224691059304196	0	0	7.904984817813765	66.11035708649962	KIF14;CDCA8;BIRC5;KIF23;CDC6;ECT2
Skeletal System Development (GO:0001501)	12/151	2.3474798441636214E-4	0.006224691059304196	0	0	3.6655265951173486	30.632798519640854	TFAP2A;COL1A1;GDF10;RBP4;COL1A2;HHIP;ZBTB16;OGN;COL10A1;SULF1;PITX1;PTHLH
Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042)	3/6	2.4194604368371037E-4	0.006345823950095577	0	0	41.96378269617706	349.4238502054009	JUP;DSG2;DSC3
Receptor-Mediated Endocytosis (GO:0006898)	11/131	2.6312912810099126E-4	0.006827210603308515	0	0	3.887678936605317	32.0456152227216	MSR1;MARCO;RAMP3;CAV2;CAV1;MRC1;SFTPD;CXCR2;NEDD4L;ADRB2;CD36
Mitotic Cell Cycle Phase Transition (GO:0044772)	10/111	2.817974864348748E-4	0.0072338014336952436	0	0	4.19438270357648	34.28623429946017	CCNA2;CCNB2;CCNB1;MELK;UBE2C;CDK1;BIRC5;FOXM1;AURKA;CDKN3
Regulation of Cardiac Muscle Cell Contraction (GO:0086004)	5/26	3.017041537819406E-4	0.007663285506061291	0	0	10.023088023088023	81.24778942428959	JUP;CAV1;ANK2;DSG2;DSC3
Regulation of Exit From Mitosis (GO:0007096)	4/15	3.298491142756151E-4	0.00820542178089752	0	0	15.284457478005866	122.53358867454898	RGCC;UBE2C;CDCA5;BIRC5
Digestive Tract Morphogenesis (GO:0048546)	4/15	3.298491142756151E-4	0.00820542178089752	0	0	15.284457478005866	122.53358867454898	SOX17;FOXF1;ID2;TCF21
Regulation of Cardiac Muscle Cell Action Potential (GO:0098901)	5/27	3.6320322114404306E-4	0.008942952781842612	0	0	9.567033976124884	75.7761522320102	JUP;CAV1;ANK2;DSG2;DSC3
Negative Regulation of Blood Vessel Morphogenesis (GO:2000181)	8/76	3.98538397374388E-4	0.009713870230953518	0	0	4.971544715447155	38.91579392622926	RGCC;ALOX5;COL4A3;ECSCR;CD36;TEK;THBS2;SULF1
