"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.000883350668458189,27,956,2.71061922619592,"GO:0051338 regulation of transferase activity "," http://amigo.geneontology.org/amigo/term/GO:0051338"," CAV1  TEK  CCNB2  CAMK2N1  TPX2  GINS1  RGCC  ECT2  CDC20  HMGA2  ANGPT1  UCHL1  BUB1B  MAD2L1  GREM1  CD24  FGR  CDC6  GADD45B  CAB39L  SLC1A1  FABP4  NEK2  AGTR1  PLA2G1B  CDKN3  UBE2C"
0.000883350668458189,60,3300,1.78312078628869,"GO:0070887 cellular response to chemical stimulus "," http://amigo.geneontology.org/amigo/term/GO:0070887"," CXCL2  CAV2  NR4A3  SMAD9  TREM1  SMAD6  SESN3  CXCL13  MNDA  TMEM100  GREM1  MT1M  IL6  CAV1  SLC1A1  ECT2  HYAL1  POSTN  NKX2-1  AGTR1  COL1A2  SPIDR  FBP1  CDH5  AQP1  MSR1  CLDN18  MCM2  CDC6  SLC7A5  SLC6A4  COL1A1  CD69  IGFBP2  IL1RL1  GJB6  FOSB  FLRT3  SLC7A11  ANGPT1  UCHL1  FBXO32  VSNL1  PCOLCE2  HHIP  FABP4  KCNK3  GPX2  AGTR2  HBA1  HBB  ADTRP  CLEC3B  RGCC  AK4  SORBS1  FBLN5  PLA2G1B  CD24  GDF10"
0.00180903241495403,3,5,63.3230769230769,"GO:0030185 nitric oxide transport "," http://amigo.geneontology.org/amigo/term/GO:0030185"," HBA1  AQP1  HBB"
0.00180903241495403,14,333,4.20651519299206,"GO:0098813 nuclear chromosome segregation "," http://amigo.geneontology.org/amigo/term/GO:0098813"," NCAPG  TOP2A  NUSAP1  NUF2  BUB1B  MAD2L1  UBE2C  RMI2  CDC20  TRIP13  NEK2  KIF4A  CDC6  ECT2"
0.00264605640962819,9,121,6.49467455621302,"GO:0007088 regulation of mitotic nuclear division "," http://amigo.geneontology.org/amigo/term/GO:0007088"," BUB1B  MAD2L1  CDC20  NUF2  NUSAP1  CAV2  TRIP13  RGCC  NEK2"
0.00301389108388898,11,209,4.8880971659919,"GO:0000070 mitotic sister chromatid segregation "," http://amigo.geneontology.org/amigo/term/GO:0000070"," NCAPG  NUSAP1  NUF2  BUB1B  MAD2L1  UBE2C  CDC20  NEK2  TRIP13  KIF4A  CDC6"
0.00301389108388898,17,514,3.29959328028294,"GO:0000280 nuclear division "," http://amigo.geneontology.org/amigo/term/GO:0000280"," TRIP13  TPX2  NCAPG  TOP2A  NUSAP1  NUF2  BUB1B  MAD2L1  UBE2C  CDC20  RGCC  ASPM  NEK2  CCNB2  CAV2  KIF4A  CDC6"
0.00301389108388898,11,202,4.96651583710407,"GO:0000302 response to reactive oxygen species "," http://amigo.geneontology.org/amigo/term/GO:0000302"," ECT2  HYAL1  IL6  HBA1  AQP1  HBB  COL1A1  SCGB1A1  SESN3  NR4A3  FBLN5"
0.00301389108388898,22,734,2.78900438900439,"GO:0001568 blood vessel development "," http://amigo.geneontology.org/amigo/term/GO:0001568"," COL1A1  TEK  ANGPT1  ECSCR  IL6  RGCC  HYAL1  ANXA3  CAV1  SLC1A1  SMAD6  ROBO4  TMEM100  GREM1  CDH5  AQP1  AGTR1  ADTRP  ADAM12  COL1A2  HMGA2  CXCL13"
0.00301389108388898,9,133,6.12803970223325,"GO:0051983 regulation of chromosome segregation "," http://amigo.geneontology.org/amigo/term/GO:0051983"," BUB1B  MAD2L1  UBE2C  RMI2  CDC20  NUF2  CDC6  NCAPG  TRIP13"
0.00301389108388898,33,1409,2.19733074496481,"GO:0071495 cellular response to endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071495"," CAV2  NR4A3  SMAD9  SMAD6  SESN3  TMEM100  GREM1  CAV1  HYAL1  NKX2-1  AGTR1  CXCL13  COL1A2  SPIDR  CDH5  AQP1  CDC6  SLC7A5  SLC1A1  SLC6A4  COL1A1  IGFBP2  FOSB  FLRT3  FBXO32  HHIP  FBP1  AGTR2  ADTRP  CLEC3B  SORBS1  PLA2G1B  GDF10"
0.00301389108388898,14,346,3.86284565108095,"GO:0140014 mitotic nuclear division "," http://amigo.geneontology.org/amigo/term/GO:0140014"," TPX2  NCAPG  NUSAP1  NUF2  BUB1B  MAD2L1  UBE2C  CDC20  RGCC  NEK2  CAV2  TRIP13  KIF4A  CDC6"
0.00314008397023349,9,136,6.03076923076923,"GO:0051304 chromosome separation "," http://amigo.geneontology.org/amigo/term/GO:0051304"," TOP2A  BUB1B  MAD2L1  UBE2C  CDC20  NUF2  NCAPG  TRIP13  CDC6"
0.0032198977229162,67,4424,1.60114960047029,"GO:0006950 response to stress "," http://amigo.geneontology.org/amigo/term/GO:0006950"," HBB  FGR  MCM2  UBE2T  CXCL2  CDC45  TREM1  AGTR1  SESN3  DST  CXCL13  MNDA  SPIDR  MFAP4  OLR1  RMI2  APOBEC3B  AGTR2  MT1M  AQP1  FCN3  GADD45B  ECT2  HYAL1  TOP2A  IL6  ANXA3  HMGA2  PLA2G1B  KRT6A  HBA1  HMGB3  MCM10  TRIP13  SLC7A5  CAV1  SLC1A1  SLC6A4  COL1A1  FOXM1  IL1RL1  C4BPA  FLRT3  TRIM29  SCGB1A1  SLC7A11  UCHL1  CAMK2N1  SCARA5  FABP4  KCNK3  GPX2  UHRF1  SMAD6  SOX2  CD24  CDH5  RGCC  ADTRP  AK4  MAGEA3  NR4A3  FBLN5  TEK  CDO1  LYVE1  SPRR3"
0.00352174409542372,12,281,4.32978303747535,"GO:0033044 regulation of chromosome organization "," http://amigo.geneontology.org/amigo/term/GO:0033044"," BUB1B  MAD2L1  UBE2C  RMI2  CDC20  NUF2  NCAPG  MCM2  TRIP13  CDC6  NEK2  TOP2A"
0.0037745769852036,18,555,3.06401985111663,"GO:0001525 angiogenesis "," http://amigo.geneontology.org/amigo/term/GO:0001525"," TEK  ANGPT1  ECSCR  IL6  RGCC  HYAL1  ANXA3  CAV1  ROBO4  TMEM100  GREM1  AGTR1  CDH5  ADTRP  ADAM12  AQP1  HMGA2  CXCL13"
0.00381637231190877,22,765,2.66878868258179,"GO:0001944 vasculature development "," http://amigo.geneontology.org/amigo/term/GO:0001944"," COL1A1  TEK  ANGPT1  CDH5  ECSCR  IL6  RGCC  HYAL1  ANXA3  CAV1  SLC1A1  SMAD6  ROBO4  TMEM100  GREM1  AQP1  AGTR1  ADTRP  ADAM12  COL1A2  HMGA2  CXCL13"
0.00404183472073469,8,108,6.55772964899178,"GO:0033045 regulation of sister chromatid segregation "," http://amigo.geneontology.org/amigo/term/GO:0033045"," BUB1B  MAD2L1  UBE2C  RMI2  CDC20  NUF2  TRIP13  CDC6"
0.00404183472073469,28,1123,2.2974358974359,"GO:0035295 tube development "," http://amigo.geneontology.org/amigo/term/GO:0035295"," TEK  ANGPT1  ECSCR  IL6  RGCC  HYAL1  ANXA3  CLDN18  CAV1  SLC1A1  NKX2-1  SMAD6  SLC7A11  ROBO4  HHIP  CTHRC1  TMEM100  GREM1  AGTR2  AQP1  AGTR1  CDH5  ADTRP  ADAM12  ATOH8  CD24  HMGA2  CXCL13"
0.00404183472073469,70,4821,1.5573527921354,"GO:0042221 response to chemical "," http://amigo.geneontology.org/amigo/term/GO:0042221"," CXCL2  CAV2  NR4A3  SMAD9  TREM1  SMAD6  SESN3  ROBO4  CXCL13  MNDA  TMEM100  GREM1  MT1M  IL6  CAV1  SLC1A1  SLC6A4  ECT2  HYAL1  POSTN  NKX2-1  AGTR1  SLC7A11  ANGPT1  COL1A2  SPIDR  FBP1  CDH5  SOX2  HBA1  AQP1  HBB  SLC6A14  MSR1  CLDN18  MCM2  CDC6  SLC7A5  COL1A1  CD69  IGFBP2  IL1RL1  GJB6  FOSB  FLRT3  CDO1  ANXA3  SCGB1A1  UCHL1  FBXO32  VSNL1  PCOLCE2  HHIP  LY6D  FABP4  KCNK3  GPX2  AGTR2  ECSCR  GDF10  ADTRP  SLC34A2  CLEC3B  CD24  LAMP3  RGCC  AK4  SORBS1  FBLN5  PLA2G1B"
0.00448709652376982,29,1237,2.23810997046829,"GO:0048646 anatomical structure formation involved in morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048646"," TEK  ANGPT1  SCGB3A1  ECSCR  IL6  RGCC  HYAL1  ANXA3  SOX2  CAV1  SLC1A1  COL1A1  NKX2-1  ROBO4  CTHRC1  TMEM100  WDR72  GREM1  ATOH8  UGT8  COL11A1  AGTR1  CDH5  ADTRP  ADAM12  HMGA2  AQP1  JAM2  CXCL13"
0.00452969605449084,24,898,2.47718638329885,"GO:0009725 response to hormone "," http://amigo.geneontology.org/amigo/term/GO:0009725"," CAV2  NR4A3  CAV1  IL6  AGTR1  AQP1  CDC6  COL1A1  IGFBP2  FOSB  CDO1  SMAD6  ANXA3  SCGB1A1  SESN3  FBXO32  FBP1  AGTR2  ADTRP  NKX2-1  SLC34A2  CD24  SORBS1  PLA2G1B"
0.00458128006187239,41,2086,1.88646405365751,"GO:0009888 tissue development "," http://amigo.geneontology.org/amigo/term/GO:0009888"," SCEL  ZNF750  CLEC3B  KRT14  KRT6A  RGCC  COL1A1  ZBTB16  IL6  NKX2-1  HMGA2  ATOH8  SPRR1B  SOX2  FGR  COL11A1  PITX1  CAV2  CAV1  IRF6  FLRT3  POSTN  SMAD6  ADAMTSL4  SLC7A11  SPRR3  HHIP  COL1A2  CTHRC1  TMEM100  WDR72  GREM1  AGTR2  AQP1  HYAL1  DSG2  ROBO4  TPPP3  CDH5  CD24  GJB6"
0.00458128006187239,18,568,2.93956256509448,"GO:0010035 response to inorganic substance "," http://amigo.geneontology.org/amigo/term/GO:0010035"," MT1M  ECT2  IL6  SPIDR  FBP1  HBA1  AQP1  HBB  CAV1  SLC1A1  COL1A1  IGFBP2  FOSB  SCGB1A1  FABP4  KCNK3  NR4A3  FBLN5"
0.00458128006187239,24,902,2.45616783216783,"GO:0035239 tube morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0035239"," TEK  ANGPT1  ECSCR  IL6  RGCC  HYAL1  ANXA3  CAV1  SLC1A1  ROBO4  HHIP  CTHRC1  TMEM100  GREM1  AGTR2  NKX2-1  AGTR1  CDH5  ADTRP  ADAM12  ATOH8  AQP1  HMGA2  CXCL13"
0.00458128006187239,9,150,5.38919803600655,"GO:0051783 regulation of nuclear division "," http://amigo.geneontology.org/amigo/term/GO:0051783"," TRIP13  BUB1B  MAD2L1  CDC20  NUF2  NUSAP1  CAV2  RGCC  NEK2"
0.00458128006187239,25,1104,2.39045212997648,"GO:0098609 cell-cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:0098609"," HBB  DSG2  PKP1  DSG3  ROBO4  JAM2  OLR1  CDH5  LGALS7  RGCC  CAV1  IGFBP2  FLRT3  IL6  CD24  ZBTB16  TRIM29  SLC39A8  SCGB1A1  SLC7A11  SOX2  ADTRP  NR4A3  CLDN18  CXCL13"
0.00458128006187239,22,825,2.57268271894311,"GO:1903047 mitotic cell cycle process "," http://amigo.geneontology.org/amigo/term/GO:1903047"," MCM2  TPX2  KIF4A  CDC45  CDC6  GINS1  NCAPG  ECT2  NUSAP1  NUF2  BUB1B  CCNB2  MAD2L1  UBE2C  CDC20  RGCC  FOXM1  HYAL1  NEK2  CAV2  TRIP13  CDKN3"
0.00458128006187239,8,112,6.31258087706686,"GO:1905818 regulation of chromosome separation "," http://amigo.geneontology.org/amigo/term/GO:1905818"," BUB1B  MAD2L1  UBE2C  CDC20  NUF2  NCAPG  TRIP13  CDC6"
0.00532470371103799,17,564,3.00276794335372,"GO:0048285 organelle fission "," http://amigo.geneontology.org/amigo/term/GO:0048285"," TRIP13  TPX2  NCAPG  TOP2A  NUSAP1  NUF2  BUB1B  MAD2L1  UBE2C  CDC20  RGCC  ASPM  NEK2  CCNB2  CAV2  KIF4A  CDC6"
0.00624715739155041,19,647,2.74689146469968,"GO:0048514 blood vessel morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048514"," TEK  ANGPT1  ECSCR  IL6  RGCC  HYAL1  ANXA3  CAV1  SLC1A1  ROBO4  TMEM100  GREM1  AGTR1  CDH5  ADTRP  ADAM12  AQP1  HMGA2  CXCL13"
0.00727495310586923,12,309,3.80890688259109,"GO:0045765 regulation of angiogenesis "," http://amigo.geneontology.org/amigo/term/GO:0045765"," TEK  ECSCR  IL6  RGCC  HYAL1  ANXA3  GREM1  CDH5  ADAM12  AQP1  HMGA2  CXCL13"
0.00731217273286674,7,109,6.71608391608392,"GO:0032963 collagen metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0032963"," MMP11  MMP1  RGCC  IL6  MFAP4  COL1A2  COL1A1"
0.00753342718133231,18,622,2.78853916725476,"GO:0051347 positive regulation of transferase activity "," http://amigo.geneontology.org/amigo/term/GO:0051347"," TEK  TPX2  GINS1  RGCC  ECT2  CDC20  HMGA2  ANGPT1  GREM1  CD24  CDC6  CAB39L  SLC1A1  FGR  NEK2  AGTR1  PLA2G1B  UBE2C"
0.00766019483147541,55,3269,1.63108265110373,"GO:0010033 response to organic substance "," http://amigo.geneontology.org/amigo/term/GO:0010033"," CXCL2  CAV2  NR4A3  SMAD9  SMAD6  SESN3  CXCL13  MNDA  TMEM100  GREM1  CAV1  SLC1A1  HYAL1  POSTN  IL6  NKX2-1  AGTR1  COL1A2  SPIDR  CDH5  SOX2  AQP1  MSR1  CLDN18  MCM2  CDC6  SLC7A5  SLC6A4  COL1A1  IGFBP2  IL1RL1  GJB6  FOSB  FLRT3  CDO1  ANXA3  SCGB1A1  SLC7A11  ANGPT1  FBXO32  VSNL1  PCOLCE2  HHIP  FBP1  LY6D  FABP4  AGTR2  GDF10  ADTRP  SLC34A2  CLEC3B  CD24  LAMP3  SORBS1  PLA2G1B"
0.00766019483147541,7,95,6.56683760683761,"GO:0030071 regulation of mitotic metaphase/anaphase transition "," http://amigo.geneontology.org/amigo/term/GO:0030071"," BUB1B  MAD2L1  UBE2C  CDC20  NUF2  TRIP13  CDC6"
0.00766019483147541,12,313,3.75247863247863,"GO:1901342 regulation of vasculature development "," http://amigo.geneontology.org/amigo/term/GO:1901342"," TEK  ECSCR  IL6  RGCC  HYAL1  ANXA3  GREM1  CDH5  ADAM12  AQP1  HMGA2  CXCL13"
0.00766019483147541,7,100,6.56683760683761,"GO:2001251 negative regulation of chromosome organization "," http://amigo.geneontology.org/amigo/term/GO:2001251"," BUB1B  MAD2L1  CDC20  NUF2  MCM2  TRIP13  TOP2A"
0.00850966238154173,7,97,6.42408026755853,"GO:0007091 metaphase/anaphase transition of mitotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0007091"," BUB1B  MAD2L1  UBE2C  CDC20  NUF2  TRIP13  CDC6"
0.00875396276635918,15,457,3.08141493542953,"GO:0034329 cell junction assembly "," http://amigo.geneontology.org/amigo/term/GO:0034329"," LIMCH1  CLDN18  PKP1  DST  CDH5  ARHGAP6  CAV1  FLRT3  GREM1  LRRN3  UGT8  ECT2  TEK  GJB6  SORBS1"
0.00875396276635918,7,98,6.3550041356493,"GO:1902099 regulation of metaphase/anaphase transition of cell cycle "," http://amigo.geneontology.org/amigo/term/GO:1902099"," BUB1B  MAD2L1  UBE2C  CDC20  NUF2  TRIP13  CDC6"
0.00884447934032255,7,99,6.2873977086743,"GO:0010965 regulation of mitotic sister chromatid separation "," http://amigo.geneontology.org/amigo/term/GO:0010965"," BUB1B  MAD2L1  UBE2C  CDC20  NUF2  TRIP13  CDC6"
0.00884447934032255,19,702,2.62121669180493,"GO:0045859 regulation of protein kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0045859"," CAV1  CCNB2  CAMK2N1  TPX2  RGCC  ECT2  HMGA2  ANGPT1  UCHL1  CD24  FGR  CDC6  GADD45B  CAB39L  SLC1A1  GREM1  FABP4  PLA2G1B  CDKN3"
0.00884447934032255,46,2609,1.72307692307692,"GO:0071310 cellular response to organic substance "," http://amigo.geneontology.org/amigo/term/GO:0071310"," CXCL2  CAV2  NR4A3  SMAD9  SMAD6  SESN3  CXCL13  MNDA  TMEM100  GREM1  CAV1  SLC1A1  HYAL1  IL6  NKX2-1  AGTR1  COL1A2  SPIDR  CDH5  AQP1  MSR1  CLDN18  MCM2  CDC6  SLC7A5  SLC6A4  COL1A1  IGFBP2  IL1RL1  GJB6  FOSB  FLRT3  ANGPT1  FBXO32  VSNL1  PCOLCE2  HHIP  FBP1  FABP4  AGTR2  ADTRP  CLEC3B  SORBS1  PLA2G1B  CD24  GDF10"
0.00916125326487845,9,173,4.69059829059829,"GO:0031960 response to corticosteroid "," http://amigo.geneontology.org/amigo/term/GO:0031960"," IL6  AQP1  COL1A1  IGFBP2  FOSB  CDO1  ANXA3  SCGB1A1  FBXO32"
0.00916125326487845,7,100,6.22121457489879,"GO:0044784 metaphase/anaphase transition of cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0044784"," BUB1B  MAD2L1  UBE2C  CDC20  NUF2  TRIP13  CDC6"
0.00916125326487845,45,2509,1.72777836079337,"GO:0051128 regulation of cellular component organization "," http://amigo.geneontology.org/amigo/term/GO:0051128"," LIMCH1  TRIP13  PLEKHH2  BUB1B  TPPP3  SCGB3A1  MAD2L1  UBE2C  RMI2  KANK3  CDC20  NUF2  TPX2  RGCC  CAV1  NCAPG  HYAL1  HJURP  NUSAP1  SMAD6  ANGPT1  SPIDR  FBP1  CDH5  MMP1  MCM2  ECT2  ATP8A1  FLRT3  FBLN5  SLC7A11  GREM1  LRRN3  CAV2  ARHGAP6  CDC6  ADTRP  NEK2  TEK  TOP2A  IL6  CXCL13  AGTR1  FOXM1  AGTR2"
0.00916125326487845,20,726,2.5203214695752,"GO:0070848 response to growth factor "," http://amigo.geneontology.org/amigo/term/GO:0070848"," SMAD9  SMAD6  TMEM100  GREM1  CAV1  HYAL1  NKX2-1  CXCL13  COL1A2  CDH5  SOX2  CAV2  COL1A1  FLRT3  ANXA3  SCGB1A1  HHIP  GDF10  CLEC3B  AGTR2"
0.00986090268150409,7,102,6.09294210943695,"GO:0051306 mitotic sister chromatid separation "," http://amigo.geneontology.org/amigo/term/GO:0051306"," BUB1B  MAD2L1  UBE2C  CDC20  NUF2  TRIP13  CDC6"
0.0103392033166863,7,120,6.03076923076923,"GO:1904035 regulation of epithelial cell apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:1904035"," ECSCR  RGCC  ANGPT1  PLA2G1B  CDH5  TEK  IL6"
0.0107147066800584,35,1752,1.88822806586385,"GO:1901700 response to oxygen-containing compound "," http://amigo.geneontology.org/amigo/term/GO:1901700"," CXCL2  CAV2  NR4A3  SESN3  CXCL13  CAV1  ECT2  HYAL1  POSTN  IL6  SMAD6  AGTR1  SPIDR  HBA1  AQP1  HBB  CLDN18  CDC6  SLC7A5  SLC1A1  SLC6A4  COL1A1  IGFBP2  GJB6  FOSB  CDO1  SCGB1A1  FBXO32  VSNL1  COL1A2  FBP1  AGTR2  SORBS1  FBLN5  PLA2G1B"
0.0107423808437874,5,48,9.38119658119658,"GO:0007094 mitotic spindle assembly checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0007094"," BUB1B  MAD2L1  CDC20  NUF2  TRIP13"
0.0107423808437874,10,235,4.07878112225938,"GO:0043542 endothelial cell migration "," http://amigo.geneontology.org/amigo/term/GO:0043542"," TEK  RGCC  ANXA3  ANGPT1  CXCL13  GREM1  ADTRP  ATOH8  CDH5  AGTR2"
0.0107423808437874,5,48,9.38119658119658,"GO:0071173 spindle assembly checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0071173"," BUB1B  MAD2L1  CDC20  NUF2  TRIP13"
0.0107423808437874,5,48,9.38119658119658,"GO:0071174 mitotic spindle checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0071174"," BUB1B  MAD2L1  CDC20  NUF2  TRIP13"
0.011410928686955,26,1165,2.13540856031128,"GO:0001932 regulation of protein phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0001932"," CAV1  CCNB2  CAMK2N1  GDF10  TPX2  RGCC  ECT2  TEK  IL6  SMAD6  HMGA2  ANGPT1  UCHL1  GREM1  CDH5  CD24  FGR  CDC6  GADD45B  CAB39L  SLC1A1  FABP4  LIMCH1  ADTRP  PLA2G1B  CDKN3"
0.011410928686955,5,49,9.17725752508361,"GO:0031577 spindle checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0031577"," BUB1B  MAD2L1  CDC20  NUF2  TRIP13"
0.011410928686955,44,2582,1.71433033971105,"GO:0050790 regulation of catalytic activity "," http://amigo.geneontology.org/amigo/term/GO:0050790"," ARHGAP6  CAV1  ECT2  TEK  CCNB2  CAMK2N1  UHRF1  TPX2  GINS1  RGCC  CAV2  CDC20  HMGA2  ANGPT1  UCHL1  BUB1B  MAD2L1  GREM1  AGTR2  SOX2  MAGEA3  CD24  FGR  MCM2  FRY  CDC6  GADD45B  CAB39L  SLC1A1  GPR87  ANXA3  SCGB1A1  PCOLCE2  PPP1R14A  FABP4  CALML3  LAMP3  NEK2  AGTR1  AQP1  CXCL13  PLA2G1B  CDKN3  UBE2C"
0.0124644312287739,5,50,8.98199672667758,"GO:0045841 negative regulation of mitotic metaphase/anaphase transition "," http://amigo.geneontology.org/amigo/term/GO:0045841"," BUB1B  MAD2L1  CDC20  NUF2  TRIP13"
0.0125990772319026,4,26,12.989349112426,"GO:1904385 cellular response to angiotensin "," http://amigo.geneontology.org/amigo/term/GO:1904385"," AGTR1  CDC6  CAV1  AGTR2"
0.013100811722194,21,883,2.3515200979392,"GO:0097435 supramolecular fiber organization "," http://amigo.geneontology.org/amigo/term/GO:0097435"," LIMCH1  PKP1  FBLN5  DST  PLEKHH2  MFAP4  KRT14  KANK3  KRT6A  COL1A1  COL1A2  TPX2  RGCC  CDH5  ARHGAP6  COL11A1  MMP11  TPPP3  GREM1  SORBS1  PLA2G1B"
0.0132770015215657,23,977,2.23207780725022,"GO:0030334 regulation of cell migration "," http://amigo.geneontology.org/amigo/term/GO:0030334"," TEK  RGCC  COL1A1  HYAL1  LYVE1  NKX2-1  ANXA3  ANGPT1  JAM2  CXCL13  CDH5  FGR  ATP8A1  GREM1  AQP1  NR4A3  LIMCH1  CAV1  ADTRP  ATOH8  ROBO4  AGTR2  IL6"
0.0132770015215657,5,52,8.61538461538461,"GO:0033046 negative regulation of sister chromatid segregation "," http://amigo.geneontology.org/amigo/term/GO:0033046"," BUB1B  MAD2L1  CDC20  NUF2  TRIP13"
0.0132770015215657,5,52,8.61538461538461,"GO:0033048 negative regulation of mitotic sister chromatid segregation "," http://amigo.geneontology.org/amigo/term/GO:0033048"," BUB1B  MAD2L1  CDC20  NUF2  TRIP13"
0.0132770015215657,28,1318,2.03447636700649,"GO:0042325 regulation of phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0042325"," CAV1  TEK  CCNB2  CAMK2N1  GDF10  TPX2  RGCC  ECT2  IL6  SMAD6  HMGA2  ANGPT1  UCHL1  FBP1  GREM1  CDH5  CD24  FGR  CDC6  GADD45B  CAB39L  SLC1A1  PPP1R14A  FABP4  LIMCH1  ADTRP  PLA2G1B  CDKN3"
