Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reg of Single Stranded Viral RNA Replication via Double Stranded DNA Intermediate (GO:0045091)	3/10	9.245942447294971E-5	0.008471594767334018	0	0	46.015953589557654	427.43025930141135	TOP2A;HMGA2;APOBEC3B
Regulation of Endothelial Cell Proliferation (GO:0001936)	6/83	1.296633731926864E-4	0.011038500904044837	0	0	8.467800240996118	75.79162951284924	RGCC;ANGPT1;CAV2;CAV1;ATOH8;TEK
Regulation of Cell Population Proliferation (GO:0042127)	18/712	1.355341175121467E-4	0.011038500904044837	0	0	2.9164423472780823	25.97467302922018	VIPR1;UHRF1;PLA2G1B;CDC6;SMAD6;FOXM1;GREM1;IL6;RGCC;NR4A3;NAMPT;AGTR1;SCGB3A1;PRAME;IRF6;ADAMTS8;CDKN3;KRT6A
Sprouting Angiogenesis (GO:0002040)	5/54	1.4919326070819087E-4	0.011511437905168833	0	0	11.046572475143904	97.32326443737834	GREM1;CDH5;ANGPT1;ADTRP;TEK
Response to Estrogen (GO:0043627)	4/31	1.925384121674243E-4	0.0141130656118722	0	0	15.97278911564626	136.65064312391974	SLC34A2;CAV1;CLDN18;CD24
Negative Regulation of Cellular Process (GO:0048523)	14/489	2.2058953216495556E-4	0.015399250197801183	0	0	3.2776004527447653	27.594796360058126	ANGPT1;HMGA2;CDC6;SMAD6;IL6;RGCC;SCGB3A1;PRAME;AGTR2;IRF6;ADAMTS8;FBP1;JAM2;CDKN3
Neutrophil Mediated Immunity (GO:0002446)	3/14	2.728092384629766E-4	0.016958201581005968	0	0	29.27734194739271	240.27146788391812	IL6;ANXA3;PLA2G1B
Neutral Amino Acid Transport (GO:0015804)	4/34	2.776240367968235E-4	0.016958201581005968	0	0	14.373469387755103	117.70782990696061	SLC7A5;SLC1A1;SLC6A14;SLC7A11
Positive Regulation of Mitotic Nuclear Division (GO:0045840)	4/34	2.776240367968235E-4	0.016958201581005968	0	0	14.373469387755103	117.70782990696061	CDC20;RGCC;UBE2C;NUSAP1
Negative Regulation of Endothelial Cell Proliferation (GO:0001937)	4/35	3.1116440947930854E-4	0.018156970111084806	0	0	13.909150757077024	112.31902310715985	RGCC;CAV2;CAV1;ATOH8
Positive Regulation of Protein-Containing Complex Assembly (GO:0031334)	6/98	3.2201993375730216E-4	0.018156970111084806	0	0	7.082138054683998	56.946743404188176	CDH5;TPPP3;MMP1;NCAPG;CXCL13;SPIDR
Skin Development (GO:0043588)	5/65	3.585717008841689E-4	0.019469115314673765	0	0	9.016666666666667	71.5326602710294	COL1A1;SPRR3;SCEL;COL1A2;SPRR1B
Regulation of Ubiquitin Protein Ligase Activity (GO:1904666)	3/17	4.991950654744545E-4	0.025262818277910618	0	0	23.000362581580855	174.86056992537908	CDC20;UBE2C;MAD2L1
Positive Regulation of Gene Expression (GO:0010628)	12/409	4.997419713911377E-4	0.025262818277910618	0	0	3.338121013987888	25.37445533156147	FGR;CDH5;IL6;RGCC;ANGPT1;LAMP3;NAMPT;NKX2-1;PKP1;HMGA2;ADTRP;SLC26A9
Transforming Growth Factor Beta Receptor Superfamily Signaling Pathway (GO:0141091)	6/108	5.419373953675249E-4	0.02621490899171457	0	0	6.3847786537295335	48.015834442644845	TMEM100;GDF10;CDH5;COL1A2;SMAD9;SMAD6
Regulation of Angiogenesis (GO:0045765)	8/197	5.543398217893259E-4	0.02621490899171457	0	0	4.623015873015873	34.66213711053457	CDH5;IL6;RGCC;ANXA3;ECSCR;HMGA2;TEK;CXCL13
Response to Hydrogen Peroxide (GO:0042542)	4/41	5.760353484905325E-4	0.026389619402722518	0	0	11.650303364589078	86.90359172742308	IL6;HBB;HBA1;ECT2
Chromosome Condensation (GO:0030261)	3/18	5.949155077983441E-4	0.02642867074037492	0	0	21.465989847715736	159.42986357175965	TOP2A;NUSAP1;NCAPG
Positive Regulation of Cell Cycle Process (GO:0090068)	6/112	6.569866925033299E-4	0.0283277203297024	0	0	6.142676522077417	45.012592462732194	RGCC;NUSAP1;NCAPG;CDC6;ECT2;MAD2L1
Collagen Fibril Organization (GO:0030199)	4/43	6.91807620558148E-4	0.028976856335378425	0	0	11.051805337519623	80.41517523961588	COL1A1;GREM1;COL1A2;COL11A1
Epidermis Development (GO:0008544)	5/78	8.308734846758901E-4	0.033835014681523744	0	0	7.406392694063927	52.53378793344017	SPRR3;SCEL;KRT14;SPRR1B;ZNF750
DNA Replication Initiation (GO:0006270)	3/21	9.498079061228098E-4	0.037632929469622683	0	0	17.885786802030456	124.47167607304505	CDC45;MCM10;CDC6
Tight Junction Assembly (GO:0120192)	4/49	0.001136943736125132	0.04253501030250672	0	0	9.575510204081633	64.91632447408776	CDH5;CLDN18;DSG3;ECT2
CENP-A Containing Chromatin Assembly (GO:0034080)	2/6	0.001276630595709615	0.04253501030250672	0	0	53.42171717171717	355.9772694550482	HJURP;OIP5
Negative Regulation of Meiotic Nuclear Division (GO:0045835)	2/6	0.001276630595709615	0.04253501030250672	0	0	53.42171717171717	355.9772694550482	RRAD;TRIP13
Regulation of Systemic Arterial Blood Pressure by Renin-Angiotensin (GO:0003081)	2/6	0.001276630595709615	0.04253501030250672	0	0	53.42171717171717	355.9772694550482	AGTR1;AGTR2
Chromatin Remodeling at Centromere (GO:0031055)	2/6	0.001276630595709615	0.04253501030250672	0	0	53.42171717171717	355.9772694550482	HJURP;OIP5
Positive Regulation of Epithelial Cell Apoptotic Process (GO:1904037)	2/6	0.001276630595709615	0.04253501030250672	0	0	53.42171717171717	355.9772694550482	IL6;PLA2G1B
Tight Junction Organization (GO:0120193)	2/6	0.001276630595709615	0.04253501030250672	0	0	53.42171717171717	355.9772694550482	CLDN18;DSG3
Positive Regulation of Cell Differentiation (GO:0045597)	9/279	0.001309437905575116	0.04265857710162489	0	0	3.6455497382198954	24.199732656724887	COL1A1;GDF10;TMEM100;MSR1;IL6;RGCC;ZBTB16;AGTR1;ECT2
Regulation of Chromosome Segregation (GO:0051983)	3/25	0.001597922063424049	0.050925081412601214	0	0	14.631056760498385	94.21012365169663	RMI2;NCAPG;CDC6
Regulation of Mitotic Nuclear Division (GO:0007088)	4/55	0.0017520139792482424	0.052080314144948854	0	0	8.446578631452581	53.61034425859156	RGCC;CAV2;NUSAP1;NEK2
- Reg of Single Stranded Viral RNA Replication via Double Stranded DNA Intermediate (GO:0045869)	2/7	0.0017762726516012569	0.052080314144948854	0	0	42.73535353535353	270.6531703445747	HMGA2;APOBEC3B
Elastic Fiber Assembly (GO:0048251)	2/7	0.0017762726516012569	0.052080314144948854	0	0	42.73535353535353	270.6531703445747	MFAP4;FBLN5
Intermediate Filament Bundle Assembly (GO:0045110)	2/7	0.0017762726516012569	0.052080314144948854	0	0	42.73535353535353	270.6531703445747	KRT14;PKP1
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	14/618	0.002129678131366456	0.05849619376685843	0	0	2.5615075126397495	15.757842014921852	ANGPT1;CAV2;PLA2G1B;CAV1;ARHGAP6;SOX2;FGR;CDH5;IL6;NAMPT;ATOH8;ADTRP;TEK;ECT2
Positive Regulation of Apoptotic Process (GO:0043065)	9/300	0.0021488935333918743	0.05849619376685843	0	0	3.379068386678901	20.756948736349813	TOP2A;IL6;RGCC;GADD45B;ADAMTSL4;ECSCR;MNDA;ECT2;SLC6A4
L-amino Acid Transport (GO:0015807)	3/28	0.0022295552907323673	0.05849619376685843	0	0	12.873502538071065	78.60500317553121	SLC7A5;SLC1A1;SLC7A11
Amino Acid Import Across Plasma Membrane (GO:0089718)	3/28	0.0022295552907323673	0.05849619376685843	0	0	12.873502538071065	78.60500317553121	SLC7A5;SLC1A1;SLC6A14
Cell-Substrate Junction Assembly (GO:0007044)	3/28	0.0022295552907323673	0.05849619376685843	0	0	12.873502538071065	78.60500317553121	DST;SORBS1;ARHGAP6
Regulation of MAPK Cascade (GO:0043408)	8/245	0.0022345067196071437	0.05849619376685843	0	0	3.678270042194093	22.45118479555182	SOX2;GREM1;IL6;CAV2;PLA2G1B;CAV1;TEK;CD24
Skin Morphogenesis (GO:0043589)	2/8	0.002353783774537483	0.05949391402537845	0	0	35.611111111111114	215.50886964404668	COL1A1;COL1A2
Positive Regulation of Ubiquitin Protein Ligase Activity (GO:1904668)	2/8	0.002353783774537483	0.05949391402537845	0	0	35.611111111111114	215.50886964404668	CDC20;UBE2C
Response to Molecule of Bacterial Origin (GO:0002237)	4/60	0.002415724432954476	0.060024610486631554	0	0	7.690597667638484	46.34166553634348	IL6;SMAD6;CD24;CXCL2
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	7/197	0.002614392459609591	0.06387832242979434	0	0	4.002808835560404	23.80359751845599	CDH5;SCARA5;CAV1;MT1M;SMAD9;SLC39A8;CP
Negative Regulation of Ossification (GO:0030279)	3/30	0.002725449406755791	0.0653317601836692	0	0	11.918781725888325	70.3818595218964	GDF10;GREM1;SMAD6
Carbon Dioxide Transport (GO:0015670)	2/9	0.0030076765922230756	0.0653317601836692	0	0	30.52236652236652	177.23078870085487	HBB;HBA1
Oxygen Transport (GO:0015671)	2/9	0.0030076765922230756	0.0653317601836692	0	0	30.52236652236652	177.23078870085487	HBB;HBA1
Positive Regulation of Calcium Ion Transport Into Cytosol (GO:0010524)	2/9	0.0030076765922230756	0.0653317601836692	0	0	30.52236652236652	177.23078870085487	PLA2G1B;CAV1
Endocytosis Involved in Viral Entry Into Host Cell (GO:0075509)	2/9	0.0030076765922230756	0.0653317601836692	0	0	30.52236652236652	177.23078870085487	CAV2;CAV1
Receptor-Mediated Endocytosis of Virus by Host Cell (GO:0019065)	2/9	0.0030076765922230756	0.0653317601836692	0	0	30.52236652236652	177.23078870085487	CAV2;CAV1
Myeloid Leukocyte Mediated Immunity (GO:0002444)	2/9	0.0030076765922230756	0.0653317601836692	0	0	30.52236652236652	177.23078870085487	IL6;PLA2G1B
Skeletal System Development (GO:0001501)	6/151	0.003030395424617671	0.0653317601836692	0	0	4.482189832918592	25.9924974755362	COL1A1;GDF10;COL1A2;HHIP;ZBTB16;PITX1
Regulation of Apoptotic Process (GO:0042981)	14/645	0.0031318091347337833	0.06653959697854676	0	0	2.448681901061636	14.119453536699803	TOP2A;GADD45B;ANGPT1;HMGA2;SMAD6;SLC6A4;GREM1;IL6;ADAMTSL4;PRAME;DSG2;MNDA;TEK;ECT2
Cell-Cell Junction Assembly (GO:0007043)	4/65	0.0032346718167616494	0.0677432697624654	0	0	7.058548009367682	40.47249883094679	CDH5;GJB6;PKP1;DSG3
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	18/943	0.003396288010313123	0.06933780108376435	0	0	2.1634214434214436	12.299207116644967	UHRF1;PLA2G1B;SMAD9;HMGA2;LMO7;FHL5;FOXM1;SOX2;GREM1;IL6;RGCC;NR4A3;NAMPT;ATOH8;NKX2-1;PKP1;IRF6;ZNF750
Negative Regulation of Cellular Response to Growth Factor Stimulus (GO:0090288)	4/67	0.003609348771824647	0.06933780108376435	0	0	6.833819241982507	38.43495697092528	GREM1;CAV1;AGTR2;SMAD6
Regulation of Gene Expression (GO:0010468)	19/1026	0.0036611030846619565	0.06933780108376435	0	0	2.100698425935578	11.784898817288216	BTNL9;MSR1;ANGPT1;UHRF1;HMGA2;UPK3B;SOX2;SLC7A5;CDH5;IL6;RGCC;LAMP3;NAMPT;ATOH8;NKX2-1;PKP1;SLC39A8;ADTRP;SLC26A9
Positive Regulation of Multicellular Organismal Process (GO:0051240)	10/388	0.0037144508692656063	0.06933780108376435	0	0	2.893483709273183	16.1905587720563	COL1A1;FGR;IL6;FABP4;RGCC;ANGPT1;ZBTB16;CAV1;PKP1;DSG2
Alanine Transport (GO:0032328)	2/10	0.003736484505878161	0.06933780108376435	0	0	26.70580808080808	149.275054077653	SLC7A5;SLC6A14
Angiotensin-Activated Signaling Pathway (GO:0038166)	2/10	0.003736484505878161	0.06933780108376435	0	0	26.70580808080808	149.275054077653	CAV1;AGTR1
Desmosome Organization (GO:0002934)	2/10	0.003736484505878161	0.06933780108376435	0	0	26.70580808080808	149.275054077653	PKP1;DSG3
Mitotic DNA Replication (GO:1902969)	2/10	0.003736484505878161	0.06933780108376435	0	0	26.70580808080808	149.275054077653	GINS1;TK1
Negative Regulation of Cell Cycle Phase Transition (GO:1901988)	2/10	0.003736484505878161	0.06933780108376435	0	0	26.70580808080808	149.275054077653	SOX2;RGCC
Regulation of BMP Signaling Pathway (GO:0030510)	4/69	0.004012449183061479	0.07352813127960159	0	0	6.622919937205651	36.54761311941415	GREM1;CDH5;CAV1;SMAD6
Negative Regulation of Epithelial Cell Proliferation (GO:0050680)	4/70	0.004224965110467734	0.07498864804547367	0	0	6.522263450834879	35.655546386967075	RGCC;CAV2;CAV1;ATOH8
Negative Regulation of Supramolecular Fiber Organization (GO:1902904)	4/70	0.004224965110467734	0.07498864804547367	0	0	6.522263450834879	35.655546386967075	CDH5;TPX2;PLEKHH2;KANK3
Negative Regulation of Epithelial to Mesenchymal Transition (GO:0010719)	3/35	0.004245605585112084	0.07498864804547367	0	0	10.05409263959391	54.914155118739956	NKX2-1;DSG2;ZNF750
Regulation of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	2/11	0.004538761436979134	0.07648073869668287	0	0	23.737373737373737	128.0655315268563	CAV1;DSG2
Positive Regulation of Metaphase/Anaphase Transition of Cell Cycle (GO:1902101)	2/11	0.004538761436979134	0.07648073869668287	0	0	23.737373737373737	128.0655315268563	CDC20;UBE2C
Iron Ion Transmembrane Transport (GO:0034755)	2/11	0.004538761436979134	0.07648073869668287	0	0	23.737373737373737	128.0655315268563	SCARA5;SLC39A8
Negative Regulation of Bone Remodeling (GO:0046851)	2/11	0.004538761436979134	0.07648073869668287	0	0	23.737373737373737	128.0655315268563	GREM1;IL6
Establishment of Mitotic Spindle Localization (GO:0040001)	3/36	0.004599979037429357	0.07663146896444815	0	0	9.748961698200278	52.4660216101725	NUSAP1;SLC6A4;MAD2L1
Positive Regulation of Protein Serine/Threonine Kinase Activity (GO:0071902)	4/72	0.004672530589229085	0.0769655038630319	0	0	6.329831932773109	33.966222949894004	RGCC;PLA2G1B;HMGA2;CD24
L-alpha-amino Acid Transmembrane Transport (GO:1902475)	3/37	0.004971731512460425	0.080731768708794	0	0	9.461779635712153	50.18515719424552	SLC7A5;SLC1A1;SLC7A11
DNA Metabolic Process (GO:0006259)	8/280	0.005011317157230733	0.080731768708794	0	0	3.1996017156862746	16.945271440747486	TOP2A;RMI2;CDC45;RRAD;UBE2T;HMGB3;MCM10;CDC6
Positive Regulation of DNA-templated Transcription (GO:0045893)	21/1217	0.005136493218885406	0.08078411225695944	0	0	1.9582173352515835	10.32251687190776	UHRF1;PLA2G1B;ZBTB16;ATAD2;SMAD9;HMGA2;LMO7;FHL5;FOXM1;SOX2;COL1A1;GREM1;IL6;RGCC;NR4A3;NAMPT;ATOH8;NKX2-1;PKP1;IRF6;ZNF750
Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)	4/74	0.0051509274715509125	0.08078411225695944	0	0	6.148396501457726	32.39330954916324	GDF10;CDH5;COL1A2;SMAD9
Positive Regulation of MAPK Cascade (GO:0043410)	9/343	0.005179881686326185	0.08078411225695944	0	0	2.9379722230930807	15.46246867130074	SOX2;IL6;GADD45B;ANGPT1;CAV2;PLA2G1B;NAMPT;TEK;CD24
Regulation of Establishment or Maintenance of Cell Polarity (GO:0032878)	2/12	0.005413081575906202	0.08266226656540096	0	0	21.36262626262626	111.49019508439338	CDH5;TEK
Cellular Response to Angiotensin (GO:1904385)	2/12	0.005413081575906202	0.08266226656540096	0	0	21.36262626262626	111.49019508439338	CAV1;AGTR1
Negative Regulation of BMP Signaling Pathway (GO:0030514)	3/39	0.005768294697109634	0.08667337789643494	0	0	8.935279187817258	46.06474879484838	GREM1;CAV1;SMAD6
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	8/287	0.005793991155423344	0.08667337789643494	0	0	3.118279569892473	16.06205196538996	FGR;NR4A3;ANGPT1;FLRT3;CAV2;NAMPT;SORBS1;TEK
Positive Regulation of Angiogenesis (GO:0045766)	5/122	0.005866395856043626	0.0868700638884844	0	0	4.611439842209073	23.695952005653336	CDH5;ANXA3;HMGA2;DSG2;TEK
Neutrophil Chemotaxis (GO:0030593)	3/40	0.006193538180237975	0.08711107828141322	0	0	8.693373576622308	44.199273822145	PLA2G1B;CXCL13;TREM1
Keratinocyte Differentiation (GO:0030216)	3/40	0.006193538180237975	0.08711107828141322	0	0	8.693373576622308	44.199273822145	SPRR3;SCEL;SPRR1B
GTP Metabolic Process (GO:0046039)	2/13	0.006358039137865768	0.08711107828141322	0	0	19.419651056014693	98.22527979422506	AK4;GIMAP7
One-Carbon Compound Transport (GO:0019755)	2/13	0.006358039137865768	0.08711107828141322	0	0	19.419651056014693	98.22527979422506	HBB;HBA1
Positive Regulation of Mitotic Metaphase/Anaphase Transition (GO:0045842)	2/13	0.006358039137865768	0.08711107828141322	0	0	19.419651056014693	98.22527979422506	CDC20;UBE2C
Gas Transport (GO:0015669)	2/13	0.006358039137865768	0.08711107828141322	0	0	19.419651056014693	98.22527979422506	HBB;HBA1
Mitotic Chromosome Condensation (GO:0007076)	2/13	0.006358039137865768	0.08711107828141322	0	0	19.419651056014693	98.22527979422506	NUSAP1;NCAPG
Regulation of Attachment of Spindle Microtubules to Kinetochore (GO:0051988)	2/13	0.006358039137865768	0.08711107828141322	0	0	19.419651056014693	98.22527979422506	NEK2;ECT2
Defense Response to Gram-positive Bacterium (GO:0050830)	4/79	0.006487807052120897	0.08806597350378921	0	0	5.7371428571428575	28.90275442634671	FGR;IL6;PLA2G1B;KRT6A
DNA Recombination (GO:0006310)	3/41	0.006637026699921677	0.08926496460628604	0	0	8.464199839700775	42.44873414751424	RMI2;UHRF1;HMGB3
Negative Regulation of Programmed Cell Death (GO:0043069)	9/358	0.006792535579094046	0.09052597417228975	0	0	2.809673112407927	14.025694249795	GREM1;IL6;ANGPT1;HMGA2;PRAME;DSG2;SLC7A11;TEK;SMAD6
Positive Regulation of Endothelial Cell Migration (GO:0010595)	4/81	0.0070812242181812115	0.09209788079908307	0	0	5.5875960773919955	27.660324211491115	ANGPT1;ANXA3;ATOH8;TEK
BMP Signaling Pathway (GO:0030509)	3/42	0.007098949884240374	0.09209788079908307	0	0	8.24677860210855	40.80348051881222	TMEM100;SMAD9;SMAD6
Regulation of Ossification (GO:0030278)	3/42	0.007098949884240374	0.09209788079908307	0	0	8.24677860210855	40.80348051881222	GDF10;ZBTB16;SMAD6
Regulation of Endothelial Cell Migration (GO:0010594)	4/82	0.007390927859054513	0.09486573032256743	0	0	5.515698587127159	27.068301824968678	ANGPT1;ANXA3;ATOH8;TEK
Positive Regulation of Programmed Cell Death (GO:0043068)	7/239	0.007441718272234143	0.09486573032256743	0	0	3.271596390923709	16.032960324159532	TOP2A;IL6;GADD45B;ADAMTSL4;MNDA;ECT2;SLC6A4
Amino Acid Transport (GO:0006865)	3/43	0.007579487059850096	0.09578903473914	0	0	8.04022842639594	39.25488565306984	SLC7A5;SLC6A14;SLC6A4
Mitotic Spindle Organization (GO:0007052)	4/84	0.008036834244628954	0.09682863595858657	0	0	5.377295918367347	25.938569996399092	TPX2;UHRF1;KIF4A;NUF2
Bicellular Tight Junction Assembly (GO:0070830)	3/44	0.008078807480778376	0.09682863595858657	0	0	7.843753869010771	37.795214348960485	CDH5;CLDN18;ECT2
Cellular Response to Radiation (GO:0071478)	3/44	0.008078807480778376	0.09682863595858657	0	0	7.843753869010771	37.795214348960485	RRAD;ECT2;SPIDR
Extracellular Matrix Disassembly (GO:0022617)	3/44	0.008078807480778376	0.09682863595858657	0	0	7.843753869010771	37.795214348960485	MMP11;MMP1;NCAPG
Mitotic Spindle Assembly (GO:0090307)	3/44	0.008078807480778376	0.09682863595858657	0	0	7.843753869010771	37.795214348960485	TPX2;UHRF1;KIF4A
Regulation of Osteoblast Differentiation (GO:0045667)	4/85	0.008373235430152665	0.09682863595858657	0	0	5.3106575963718825	25.39936131256229	GREM1;GDF10;IL6;SMAD6
Regulation of Exit From Mitosis (GO:0007096)	2/15	0.00845434202094071	0.09682863595858657	0	0	16.43045843045843	78.4238123603232	RGCC;UBE2C
L-glutamate Transmembrane Transport (GO:0015813)	2/15	0.00845434202094071	0.09682863595858657	0	0	16.43045843045843	78.4238123603232	SLC1A1;SLC7A11
Cellular Response to Cadmium Ion (GO:0071276)	2/15	0.00845434202094071	0.09682863595858657	0	0	16.43045843045843	78.4238123603232	MT1M;SLC39A8
Centromere Complex Assembly (GO:0034508)	2/15	0.00845434202094071	0.09682863595858657	0	0	16.43045843045843	78.4238123603232	HJURP;OIP5
Positive Regulation of Mitotic Sister Chromatid Separation (GO:1901970)	2/15	0.00845434202094071	0.09682863595858657	0	0	16.43045843045843	78.4238123603232	CDC20;UBE2C
Regulation of D-glucose Transmembrane Transport (GO:0010827)	2/15	0.00845434202094071	0.09682863595858657	0	0	16.43045843045843	78.4238123603232	NR4A3;PLA2G1B
Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	3/45	0.008597070543944442	0.09683075857026147	0	0	7.656635242929659	36.4175127565591	RGCC;CDC6;CDKN3
DNA Integrity Checkpoint Signaling (GO:0031570)	3/45	0.008597070543944442	0.09683075857026147	0	0	7.656635242929659	36.4175127565591	CDC45;RRAD;CDC6
Cellular Response to Hormone Stimulus (GO:0032870)	4/86	0.00871873133101945	0.09683075857026147	0	0	5.2456445993031355	24.87632355501202	NR4A3;CAV1;CLDN18;ADTRP
Positive Regulation of Cellular Component Biogenesis (GO:0044089)	4/86	0.00871873133101945	0.09683075857026147	0	0	5.2456445993031355	24.87632355501202	CDH5;RGCC;MMP1;SPIDR
Cellular Component Disassembly (GO:0022411)	3/46	0.009134426004109329	0.10001643427525907	0	0	7.478219808759296	35.115513593145074	MMP11;MMP1;NCAPG
Negative Regulation of Apoptotic Process (GO:0043066)	10/443	0.009155521310789444	0.10001643427525907	0	0	2.519265832016531	11.82391761987298	GREM1;CDH5;IL6;ANGPT1;CAV1;HMGA2;PRAME;DSG2;TEK;SMAD6
Inflammatory Response (GO:0006954)	7/249	0.009210244629713489	0.10001643427525907	0	0	3.1349077206354643	14.694688296523799	IL1RL1;IL6;NAMPT;AGTR1;AGTR2;CXCL13;CDO1
Negative Regulation of Wnt Signaling Pathway (GO:0030178)	5/137	0.00945508057818405	0.10075905525684857	0	0	4.084498834498834	19.038678443979087	SOX2;GREM1;WIF1;CAV1;IGFBP2
Defense Response to Bacterium (GO:0042742)	6/192	0.009572902876610409	0.10075905525684857	0	0	3.487362820086465	16.212117800765018	FGR;IL6;ANXA3;PLA2G1B;CXCL13;KRT6A
L-glutamate Import (GO:0051938)	2/16	0.009602973680524674	0.10075905525684857	0	0	15.256132756132756	70.87514850646441	SLC1A1;SLC7A11
Activation of Protein Kinase Activity (GO:0032147)	3/47	0.00969101418227534	0.10075905525684857	0	0	7.307914167051223	33.88355470948963	TPX2;ANGPT1;ECT2
Regulation of Mitotic Metaphase/Anaphase Transition (GO:0030071)	3/47	0.00969101418227534	0.10075905525684857	0	0	7.307914167051223	33.88355470948963	CDC20;UBE2C;CDC6
Neutrophil Migration (GO:1990266)	3/47	0.00969101418227534	0.10075905525684857	0	0	7.307914167051223	33.88355470948963	PLA2G1B;CXCL13;TREM1
Cellular Response to Peptide Hormone Stimulus (GO:0071375)	4/90	0.010193531963954864	0.10523744971237908	0	0	5.000711912672045	22.933274237916514	NR4A3;PLA2G1B;CAV1;SORBS1
DNA Conformation Change (GO:0071103)	2/17	0.010816814962385578	0.10687439155035242	0	0	14.238383838383838	64.45222882135022	TOP2A;HMGB3
Extracellular Matrix Assembly (GO:0085029)	2/17	0.010816814962385578	0.10687439155035242	0	0	14.238383838383838	64.45222882135022	MFAP4;FBLN5
Transepithelial Transport (GO:0070633)	2/17	0.010816814962385578	0.10687439155035242	0	0	14.238383838383838	64.45222882135022	SLC1A1;CLDN18
Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768)	2/17	0.010816814962385578	0.10687439155035242	0	0	14.238383838383838	64.45222882135022	FGR;CD24
